"OOS_Kpi_ActualValue","OutOfStock_OOS_Actual","RetailStore_StoreType","StoreProduct_InStoreLocationType_Assets","StoreProduct_InStoreLocationType_Bin","RetailStore_RetailStoreGroup_Name","StoreProduct_Favorite","StoreProduct_InStoreLocationType_Other","Product_Name","State_City","StoreProduct_InStoreLocationType_Backroom","Product_Family","RetailStore_Name","RetailStore_Priority","Product_ProductCategory_Name","StoreProduct_InStoreLocationType_Shelf","LastYearSamePeriod_Number_of_Promotions","Inventory_LastVisitInventoryCompliance","Quantity_Previous_Period","DaysUntilLatestPromotionEnds","Facing_Compliance","Inventory_Compliance","Inventory_DaysSinceInventoryComplianceCheck","DaysAfterLastPromotionStarted","Quantity_Change_Percentage_vs_Coming_Period_LastYear","Promotion_Compliance","Quantity_Coming_Period_LastYear","RetailVisitKpi_Number_of_Promotions","Quantity_Current_Period","RetailVisitKpi_StoreProduct_Visits","DaysAfterLastPromotionEnded","OutOfStock_DaysSinceOOSComplianceCheck","ShareOfShelf_Compliance","OutOfStock_Compliance","Store_Visits","Compliance_DaysSinceLastComplianceCheck","OrderItem_DaysSinceLastOrder","Quantity_Change_Percentage_vs_Previous_Period"
,,"Regular","No","No","West","No","No","IoT Monitoring 1 year Service","TX - Laredo","No","Spices","Rondel Store - Chicago Streeterville","Low","Teen Nutrition","No",1,67.70186,2230,0,0,0,406,1003,0,0,579,0,579,0,120,0,0,0,43,406,190,0
,"True","Regular",,,"West",,,"YetiBar Tart Cherry/Bison - Paleo","TX - Laredo",,"Diet Food","Rondel Store - Chicago Streeterville","Low",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,43,406,0,0
,"True","Regular","No","No","West","No","No","Alpine Promotional Product - Umbrella","TX - Laredo","No","Spices","Rondel Store - Chicago Streeterville","Low","Toddler Nutrition","No",0,0,1577,0,0,0,0,0,0,0,1284,0,1284,0,0,406,0,0,43,406,160,0
,"True","Regular","No","No","West","No","No","GoBrew CoolBar","TX - Laredo","No","Honey & Spreads","Rondel Store - Chicago Streeterville","Low","Pregnancy Nutrition","No",0,0,1325,0,0,0,0,0,0,0,837,0,837,0,0,406,0,0,43,406,134,0
,,"Regular",,,"Northeast",,,"GoGoo Tart Cherry Caffeinated","CA - Los Angeles",,"Chocos","Rondel Store - San Francisco Central","High","Diet Food",,0,0,0,0,71.82,0,0,1002,0,54,0,1,0,1,121,0,77.46,0,48,147,0,0
,,"Regular",,,"Northeast",,,"GoGoo Blueberry Caffeinated","CA - Los Angeles",,"Chips","Rondel Store - San Francisco Central","High","Senescence Nutrition",,0,0,0,0,81.93,0,0,1002,0,74,0,1,0,1,118,0,65.73,0,48,147,0,0
,"True","Regular",,,"Northeast",,,"GoGoo Green Tea Caffeinated","CA - Los Angeles",,"Flakes","Rondel Store - San Francisco Central","High","Diet Food",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147,0,0,48,147,0,0
,"True","Regular",,,"Northeast",,,"GoGoo Chai Caffeinated","CA - Los Angeles",,"Beverages","Rondel Store - San Francisco Central","High","Diet Food",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147,0,0,48,147,0,0
,,"Regular",,,"South",,,"GoGoo Tart Cherry Caffeinated","CA - San Jose",,"Chocos","Alpine Nutrition Outlet (Hayward)","Medium","Diet Food",,0,63.39623,0,0,83.14,63.4,124,1003,0,72,0,1,0,1,121,0,83.9,0,47,124,0,0
,,"Regular",,,"South",,,"GoGoo Blueberry Caffeinated","CA - San Jose",,"Chips","Alpine Nutrition Outlet (Hayward)","Medium","Senescence Nutrition",,0,66.04775,0,0,71.51,66.05,124,1002,0,72,0,1,0,1,118,0,60.39,0,47,124,0,0
,"True","Regular",,,"South",,,"GoGoo Green Tea Caffeinated","CA - San Jose",,"Flakes","Alpine Nutrition Outlet (Hayward)","Medium","Diet Food",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124,0,0,47,124,0,0
,"True","Regular",,,"South",,,"GoGoo Chai Caffeinated","CA - San Jose",,"Beverages","Alpine Nutrition Outlet (Hayward)","Medium","Diet Food",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124,0,0,47,124,0,0
,"False","Regular","No","No","West","No","No","Alpine Nutrition - Cereal Display","CA - San Jose","No","Milk","Nutrition Stop - Kennesaw","High","Sports Nutrition","No",1,60,1636,0,0,0,393,1003,0,0,1530,0,1530,0,119,393,0,0,44,393,155,0
,"True","Regular","No","No","West","No","No","Post - .5L PET - Tart Cherry","CA - San Jose","No","Chocos","Nutrition Stop - Kennesaw","High","Growing Up Nutrition","No",1,92.30769,1856,0,0,0,393,1000,0,0,953,0,953,0,117,393,0,0,44,393,166,0
,"False","Regular",,,"West",,,"BigfootBar Tart Cherry/Pistacio - Paleo","CA - San Jose",,"Honey & Spreads","Nutrition Stop - Kennesaw","High",,,1,87.5,0,0,0,0,393,1001,0,0,0,0,0,0,120,393,0,0,44,393,0,0
,"False","Regular","No","No","Midwest","No","No","Alpine Promotional Product - Patio Set","SD - Sioux Falls","No","Honey & Spreads","Fare Merchants - Gold Coast","High","Appetizing Food","No",0,70,1743,0,100,70,122,253,0,100,1590,1,1590,1,234,122,70,100,42,122,168,0
,"False","Regular","No","No","Midwest","No","No","YetiBar Mint Chocolate Chip","SD - Sioux Falls","No","Chips","Fare Merchants - Gold Coast","High","Healthy Food","No",0,100,1427,0,100,100,122,155,0,100,890,1,890,1,142,122,100,100,42,122,168,0
,"False","Regular",,,"Midwest",,,"GoBrew Mocha","SD - Sioux Falls",,"Beverages","Fare Merchants - Gold Coast","High",,,0,40,0,0,50,40,122,190,0,100,0,1,0,1,177,122,100,100,42,122,0,0
,"True","Regular",,,"Midwest",,,"GoBalm Lip Balm - Green Tea scent","SD - Sioux Falls",,"Chocos","Fare Merchants - Gold Coast","High",,,0,30,0,0,90,30,122,155,0,100,0,1,0,1,142,122,60,0,42,122,0,0
,"True","Regular","No","No","Bay Area","No","No","Alpine Nutrition - Cereal Display","PA - Kulpsville","No","Milk","NTO Store - Presidio","Low","Sports Nutrition","No",1,80,1589,0,0,0,539,168,0,0,848,0,848,0,139,539,0,0,39,539,143,0
,"False","Regular","No","No","Bay Area","No","No","Post - .5L PET - Tart Cherry","PA - Kulpsville","No","Chocos","NTO Store - Presidio","Low","Growing Up Nutrition","No",1,78.57143,2604,0,0,0,539,155,0,0,1929,0,1929,0,142,539,0,0,39,539,133,0
,"True","Regular",,,"Bay Area",,,"BigfootBar Tart Cherry/Pistacio - Paleo","PA - Kulpsville",,"Honey & Spreads","NTO Store - Presidio","Low",,,1,98.68421,0,0,0,0,539,190,0,0,0,0,0,0,177,539,0,0,39,539,0,0
,"False","Regular","No","No","Northeast","No","No","Alpine Nutrition - Cereal Display","CA - Los Angeles","No","Milk","Rondel Store - San Francisco Central","High","Sports Nutrition","No",1,91.66667,739,0,0,0,386,999,0,0,1216,0,1216,0,119,386,0,0,48,386,129,0
,"True","Regular","No","No","Northeast","No","No","Post - .5L PET - Tart Cherry","CA - Los Angeles","No","Chocos","Rondel Store - San Francisco Central","High","Growing Up Nutrition","No",1,57.14286,1265,0,0,0,386,155,0,0,927,0,927,0,142,386,0,0,48,386,132,0
,"False","Regular",,,"Northeast",,,"BigfootBar Tart Cherry/Pistacio - Paleo","CA - Los Angeles",,"Honey & Spreads","Rondel Store - San Francisco Central","High",,,1,100,0,0,0,0,386,1000,0,0,0,0,0,0,118,386,0,0,48,386,0,0
,"True","Regular","No","No","Northeast","No","No","Alpine Nutrition - Cereal Display","TX - Irving","No","Milk","Alpine Nutrition - San Francisco","Low","Sports Nutrition","No",0,100,1796,0,96.36,100,125,1000,0,0,1356,1,1356,1,120,125,80,0,44,125,165,0
,"False","Regular","No","No","Northeast","No","No","Post - .5L PET - Tart Cherry","TX - Irving","No","Chocos","Alpine Nutrition - San Francisco","Low","Growing Up Nutrition","No",0,83.33333,2937,0,75,83.33,125,1003,0,100,1040,1,1040,1,117,125,90.91,100,44,125,146,0
,"True","Regular",,,"Northeast",,,"BigfootBar Tart Cherry/Pistacio - Paleo","TX - Irving",,"Honey & Spreads","Alpine Nutrition - San Francisco","Low",,,0,62.5,0,0,88.89,62.5,125,0,0,0,0,0,0,1,0,125,66.67,0,44,125,0,0
,"False","Regular",,,"Northeast",,,"GoScreen Sunscreen - SPF 35","TX - Irving",,"Beverages","Alpine Nutrition - San Francisco","Low",,,0,92.30769,0,0,90,92.31,125,190,0,100,0,1,0,1,177,125,87.5,100,44,125,0,0
,"False","Regular",,,"Northeast",,,"GoBrew French Roast - Whole Bean","TX - Irving",,"Beverages","Alpine Nutrition - San Francisco","Low",,,0,88.88889,0,0,93.33,88.89,125,155,0,0,0,1,0,1,142,125,100,100,44,125,0,0
,"False","Regular","No","No","West","No","No","Alpine Nutrition - Cereal Display","MD - Baltimore","No","Milk","NTO Store - Berkeley","Medium","Sports Nutrition","No",0,58.33333,2013,0,80,58.33,66,190,0,100,889,1,889,1,177,66,88,100,49,66,155,0
,"False","Regular",,,"West",,,"GoBrew French Roast - Whole Bean","MD - Baltimore",,"Beverages","NTO Store - Berkeley","Medium",,,0,88.88889,0,0,100,88.89,66,1002,0,0,0,1,0,1,118,66,80,100,49,66,0,0
,"False","Regular","No","No","West","No","No","Post - .5L PET - Tart Cherry","MD - Baltimore","No","Chocos","NTO Store - Berkeley","Medium","Growing Up Nutrition","No",0,100,1253,0,87.5,100,66,999,0,0,677,1,677,1,119,66,100,100,49,66,132,0
,"False","Regular",,,"West",,,"BigfootBar Tart Cherry/Pistacio - Paleo","MD - Baltimore",,"Honey & Spreads","NTO Store - Berkeley","Medium",,,0,100,0,0,77.78,100,66,155,0,100,0,1,0,1,142,66,83.33,100,49,66,0,0
,"False","Regular",,,"West",,,"GoScreen Sunscreen - SPF 35","MD - Baltimore",,"Beverages","NTO Store - Berkeley","Medium",,,0,55.55556,0,0,44.44,55.56,66,1001,0,0,0,1,0,1,120,66,57.14,100,49,66,0,0
,"True","Regular","No","No","Northeast","No","No","Alpine Promotional Product - Patio Set","WI - Milwaukee","No","Honey & Spreads","Alpine Nutrition - Austin","Medium","Appetizing Food","No",0,40,2576,0,20,40,303,1001,0,0,694,1,694,1,120,303,50,0,39,303,175,0
,"True","Regular","No","No","Northeast","No","No","YetiBar Mint Chocolate Chip","WI - Milwaukee","No","Chips","Alpine Nutrition - Austin","Medium","Healthy Food","No",0,60,2076,0,40,60,303,1001,0,100,1531,1,1531,1,118,303,60,100,39,303,131,0
,"True","Regular","No","No","Bay Area","No","No","Alpine Promotional Product - Patio Set","PA - Kulpsville","No","Honey & Spreads","NTO Store - Presidio","Low","Appetizing Food","No",0,50,1555,0,40,50,343,190,0,100,853,1,853,1,177,343,60,0,39,343,143,0
,"False","Regular","No","No","Bay Area","No","No","YetiBar Mint Chocolate Chip","PA - Kulpsville","No","Chips","NTO Store - Presidio","Low","Healthy Food","No",0,100,1596,0,40,100,343,1000,0,100,1476,1,1476,1,118,343,60,100,39,343,194,0
,"False","Regular","No","No","Northeast","No","No","Alpine Promotional Product - Patio Set","TX - Irving","No","Honey & Spreads","Alpine Nutrition - San Francisco","Low","Appetizing Food","No",0,50,1826,0,80,50,324,1000,0,100,1570,1,1570,1,121,324,70,100,44,324,165,0
,"True","Regular","No","No","Northeast","No","No","YetiBar Mint Chocolate Chip","TX - Irving","No","Chips","Alpine Nutrition - San Francisco","Low","Healthy Food","No",0,30,1883,0,80,30,324,190,0,100,829,1,829,1,177,324,80,100,44,324,162,0
,"False","Regular","No","No","Midwest","No","No","YetiBar Mint Chocolate Chip","NY - Albany","No","Chips","Nutrition Stop - Hillsdale","Low","Healthy Food","No",0,60,2437,0,80,60,159,1003,0,100,1379,1,1379,1,119,159,70,100,41,159,133,0
,"False","Regular","No","No","Midwest","No","No","Alpine Promotional Product - Patio Set","NY - Albany","No","Honey & Spreads","Nutrition Stop - Hillsdale","Low","Appetizing Food","No",0,100,1511,0,90,100,159,1000,0,100,1131,1,1131,1,117,159,100,100,41,159,139,0
,"False","Regular",,,"Midwest",,,"GoBrew Mocha","NY - Albany",,"Beverages","Nutrition Stop - Hillsdale","Low",,,0,60,0,0,60,60,159,1001,0,100,0,1,0,1,120,159,70,100,41,159,0,0
,"False","Regular",,,"Midwest",,,"GoBalm Lip Balm - Green Tea scent","NY - Albany",,"Chocos","Nutrition Stop - Hillsdale","Low",,,0,30,0,0,40,30,159,1003,0,100,0,1,0,1,119,159,50,100,41,159,0,0
,"False","Regular","No","No","South","No","No","Alpine Promotional Product - Patio Set","OH - Ashland","No","Honey & Spreads","NTO Store - Dublin","Low","Appetizing Food","No",0,100,1922,0,100,100,122,253,0,100,1511,1,1511,1,234,122,100,100,35,122,182,0
,"True","Regular","No","No","South","No","No","YetiBar Mint Chocolate Chip","OH - Ashland","No","Chips","NTO Store - Dublin","Low","Healthy Food","No",0,0,1311,0,30,0,122,155,0,100,1617,1,1617,1,142,122,20,0,35,122,124,0
,"False","Regular",,,"South",,,"GoBrew Mocha","OH - Ashland",,"Beverages","NTO Store - Dublin","Low",,,0,60,0,0,60,60,122,190,0,100,0,1,0,1,177,122,60,100,35,122,0,0
,"False","Regular",,,"South",,,"GoBalm Lip Balm - Green Tea scent","OH - Ashland",,"Chocos","NTO Store - Dublin","Low",,,0,100,0,0,30,100,122,155,0,100,0,1,0,1,142,122,50,100,35,122,0,0
,"False","Regular","No","No","Bay Area","No","No","Alpine Nutrition - Cereal Display","MI - Brighton","No","Milk","NTO Store - Alameda","Low","Sports Nutrition","No",0,91.66667,2644,0,88.89,91.67,30,1003,0,100,994,1,994,1,117,30,100,100,35,30,171,0
,"True","Regular","No","No","Bay Area","No","No","Post - .5L PET - Tart Cherry","MI - Brighton","No","Chocos","NTO Store - Alameda","Low","Growing Up Nutrition","No",0,57.89474,1537,0,75,57.89,30,1000,0,100,299,1,299,1,120,30,90.91,0,35,30,169,0
,"True","Regular",,,"Bay Area",,,"BigfootBar Tart Cherry/Pistacio - Paleo","MI - Brighton",,"Honey & Spreads","NTO Store - Alameda","Low",,,0,60,0,0,66.67,60,30,1001,0,0,0,1,0,1,120,30,100,0,35,30,0,0
,"False","Regular",,,"Bay Area",,,"GoScreen Sunscreen - SPF 35","MI - Brighton",,"Beverages","NTO Store - Alameda","Low",,,0,81.81818,0,0,88.89,81.82,30,155,0,100,0,1,0,1,142,30,85.71,100,35,30,0,0
,"False","Regular",,,"Bay Area",,,"GoBrew French Roast - Whole Bean","MI - Brighton",,"Beverages","NTO Store - Alameda","Low",,,0,75,0,0,80,75,30,1000,0,100,0,1,0,1,120,30,100,100,35,30,0,0
,"True","Regular","No","No","West","No","No","Alpine Energy Drink - Tart Cherry","NJ - Bridgeport","No","Beverages","Fare Merchants - Chelsea","Medium","Fitness Nutrition","No",0,64.8,2198,0,54.56,69.54,254,1000,0,64,639,2,639,1,117,254,74.75,0,42,254,210,0
,,"Regular","No","No","West","No","No","GoBrew Caffeinator","NJ - Bridgeport","No","Honey & Spreads","Fare Merchants - Chelsea","Medium","Infant Nutrition","No",0,82.40741,655,0,51.42,79.19,254,999,0,64,1502,2,1502,1,119,0,77.41,0,42,254,140,1
,,"Regular","No","No","West","No","No","IoT Monitoring 1 year Service","NJ - Bridgeport","No","Spices","Fare Merchants - Chelsea","Medium","Teen Nutrition","No",0,85.18519,1332,0,74.39,79.01,254,999,0,75,1032,2,1032,1,119,0,83.99,0,42,254,123,0
,"True","Regular","No","No","West","No","No","Alpine Promotional Product - Umbrella","NJ - Bridgeport","No","Spices","Fare Merchants - Chelsea","Medium","Toddler Nutrition","No",0,0,1206,0,0,0,0,0,0,0,1663,0,1663,1,0,254,0,0,42,254,140,0
,"True","Regular","No","No","West","No","No","GoBrew CoolBar","NJ - Bridgeport","No","Honey & Spreads","Fare Merchants - Chelsea","Medium","Pregnancy Nutrition","No",0,0,2500,0,0,0,0,0,0,0,1147,0,1147,1,0,254,0,0,42,254,142,0
,"True","Regular",,,"West",,,"YetiBar Tart Cherry/Bison - Paleo","NJ - Bridgeport",,"Diet Food","Fare Merchants - Chelsea","Medium",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,0,0,42,254,0,0
,"True","Regular",,,"West",,,"YetiBar Mint Chocolate Chip","NJ - Bridgeport",,"NA","Fare Merchants - Chelsea","Medium",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,0,0,42,254,0,0
,,"Regular",,,"West",,,"GoGoo Tart Cherry Caffeinated","NJ - Bridgeport",,"Chocos","Fare Merchants - Chelsea","Medium","Diet Food",,0,63.39623,0,0,77.48,63.4,254,1002,0,63,0,2,0,1,121,0,80.68,0,42,254,0,0
,,"Regular",,,"West",,,"GoGoo Blueberry Caffeinated","NJ - Bridgeport",,"Chips","Fare Merchants - Chelsea","Medium","Senescence Nutrition",,0,66.04775,0,0,76.72,66.05,254,1002,0,73,0,2,0,1,118,0,63.06,0,42,254,0,0
,"True","Regular",,,"West",,,"GoGoo Green Tea Caffeinated","NJ - Bridgeport",,"Flakes","Fare Merchants - Chelsea","Medium","Diet Food",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,0,0,42,254,0,0
,"True","Regular",,,"West",,,"GoGoo Chai Caffeinated","NJ - Bridgeport",,"Beverages","Fare Merchants - Chelsea","Medium","Diet Food",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,0,0,42,254,0,0
