ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTINDUSTRY,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACTIVITYID,AMOUNT,CLOSEDATE,CREATEDDATE,DAYSSINCELASTACTIVITY,EXPECTEDREVENUE,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,OPPORTUNITYAGE,OPPORTUNITYNAME,OPPORTUNITYOWNER,OWNERCITY,OWNERID,OWNERSMALLPHOTOURL,OWNERSTATE,PROBABILITY,RECORDTYPENAME,STAGE,STAGENAME,STAGESORTORDER,TIMEINSTAGEDURATIONSECONDS,LastProcessedDate
Silver,001B000000SS48eIAD,Not For Profit,Affluent Professionals,Evolution Networks,Activity 597,30000,2020-06-17,2019-06-19,362,30000,Best Case,006B0000003X11aIAC,false,false,Fields Sales,384,Evolution Networks - 30k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,20,Advanced,Qualification,Qualification,2,16597686,2020-05-25
Gold,001B000000SS4v3IAD,Chemicals,High Net Worth Families,Finisar Corporation,Activity 603,200000,2020-03-29,2019-06-08,358,200000,Best Case,006B0000003X11VIAS,false,false,Fields Sales,395,Finisar Corporation - 200k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,35,Simple,Needs Analysis,Needs Analysis,3,34515041,2020-05-25
Platinum,001B000000SS3nqIAD,Energy,Millennials,XServ,Activity 130,92000,2020-05-04,2019-09-29,339,92000,Closed,006B00000049VcKIAU,true,true,Reseller,282,XServ - 92k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Simple,Closed Won,Closed Won,8,23680082,2020-05-25
Platinum,001B000000SS3rrIAD,Telecommunications,Millennials,Xesystems Inc,Activity 494,21500,2019-04-03,2019-10-16,723,21500,Omitted,006B0000003X0yhIAC,true,false,Reseller,265,Xesystems Inc - 21.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,19598548,2020-05-25
Silver,001B000000lwNwMIAU,Hospitality,High Net Worth Families,Onyx Software Corporation,Activity 119,100000,2020-10-21,2019-10-05,223,100000,Pipeline,006B00000049VkWIAU,false,false,Fields Sales,276,Onyx Software Corporation - 100k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Discovery,Discovery,0,8171127,2020-05-25
Silver,001B000000SS42WIAT,Recreation,High Net Worth Families,Supply Chain Consultants,Activity 61,35000,2020-03-03,2019-12-04,348,35000,Closed,006B00000049VC1IAM,true,true,Reseller,216,Supply Chain Consultants - 35k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,100,Simple,Closed Won,Closed Won,8,13505314,2020-05-25
Silver,001B000000SS4qdIAD,Communications,Retired,The Sellutions Group,Activity 205,138000,2020-04-28,2019-11-10,290,138000,Closed,006B00000049VAYIA2,true,true,Reseller,240,The Sellutions Group - 138k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Simple,Closed Won,Closed Won,8,32810526,2020-05-25
Platinum,001B000000lwNufIAE,Healthcare & Life Sciences,Retired,SyberSay Communications,Activity 175,100000,2020-08-24,2019-11-20,222,100000,Best Case,006B00000049VN6IAM,false,false,Fields Sales,230,SyberSay Communications - 100k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,20,Simple,Qualification,Qualification,2,28468535,2020-05-25
Silver,001B000000SS3kFIAT,Not For Profit,High Net Worth Families,ADERANT,Activity 536,52500,2019-03-06,2019-07-22,784,52500,Omitted,006B0000004t2OSIAY,true,false,Fields Sales,351,ADERANT - 52.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,FL,0,Simple,Closed Lost,Closed Lost,9,6652096,2020-05-25
Gold,001B000000SS4HrIAL,Electronics,Mass Market,BondDesk Trading,Activity 670,26000,2019-09-05,2019-08-10,626,26000,Omitted,006B0000003Wbu9IAC,true,false,Fields Sales,332,BondDesk Trading - 26k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,5382455,2020-05-25
Platinum,001B000000SS4w6IAD,Engineering,Millennials,United HealthCare Services,Activity 178,45000,2020-05-11,2019-09-29,300,45000,Closed,006B00000049VJfIAM,true,true,Fields Sales,282,United HealthCare Services - 45k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,24988250,2020-05-25
Gold,001B000000SS4FjIAL,Energy,Mass Market,TUV Energy Services,Activity 474,50000,2019-06-10,2019-08-28,709,50000,Closed,006B00000049VQQIA2,true,true,Reseller,314,TUV Energy Services - 50k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Simple,Closed Won,Closed Won,8,22604478,2020-05-25
Gold,001B000000SS4AVIA1,Machinery,Mass Market,United Orthopedic Group,Activity 538,50000,2019-03-01,2019-09-01,771,50000,Closed,006B0000004t2W4IAI,true,true,Fields Sales,310,United Orthopedic Group - 50k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,21082513,2020-05-25
Silver,001B000000SS46SIAT,Education,Retired,Prepared Response,Activity 601,90000,2020-03-13,2019-06-15,361,90000,Pipeline,006B0000003X11KIAS,false,false,Reseller,388,Prepared Response - 90k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,35,Advanced,Needs Analysis,Needs Analysis,3,8568162,2020-05-25
Silver,001B000000SS47gIAD,Retail,Retired,STS Technical Services,Activity 706,60000,2019-08-10,2019-08-12,665,60000,Closed,006B0000003WbhPIAS,true,true,Fields Sales,330,STS Technical Services - 60k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,55830564,2020-05-25
Gold,001B000000SS3VaIAL,Entertainment,Retired,Horizon International Trading Inc,Activity 371,135000,2019-07-30,2019-09-08,619,135000,Omitted,006B00000049UlUIAU,true,false,Fields Sales,303,Horizon International Trading Inc - 135k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,22621498,2020-05-25
Gold,001B000000SS4wFIAT,Electronics,High Net Worth Families,Partners of the West Insurance,Activity 445,27500,2019-10-03,2019-07-30,577,27500,Closed,006B0000003n2qyIAA,true,true,Reseller,343,Partners of the West Insurance - 27.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,7654355,2020-05-25
Gold,001B000000SS4GiIAL,Recreation,Millennials,Texas Farm & Ranch Magazine,Activity 154,52500,2020-07-29,2019-08-12,290,52500,Commit,006B00000049VRRIA2,false,false,Fields Sales,330,Texas Farm & Ranch Magazine - 52.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,90,Channel (Partner),Negotiation,Negotiation,7,51182603,2020-05-25
Silver,001B000000lwNnyIAE,Healthcare & Life Sciences,High Net Worth Families,Capital Newspapers,Activity 340,87500,2019-08-29,2019-10-20,579,87500,Omitted,006B00000049UjsIAE,true,false,Fields Sales,261,Capital Newspapers - 87.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,42011135,2020-05-25
Silver,001B000000bwMcjIAE,Machinery,Millennials,interbiznet,Activity 424,41500,2019-12-28,2019-09-03,411,41500,Omitted,006B0000003n2xBIAQ,true,false,Fields Sales,308,interbiznet - 41.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,NY,0,Simple,Closed Lost,Closed Lost,9,31715599,2020-05-25
Platinum,001B000000sxKF5IAM,Consulting,Retired,MicroTouch,Activity 644,45000,2018-11-17,2019-11-29,827,45000,Closed,006B0000004t2TeIAI,true,true,Reseller,221,MicroTouch - 45k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Simple,Closed Won,Closed Won,8,32617764,2020-05-25
Gold,001B000000SS4FsIAL,Chemicals,Retired,PCB Systems Division,Activity 165,55000,2020-07-26,2019-09-27,283,55000,Commit,006B00000049VQfIAM,false,false,Fields Sales,284,PCB Systems Division - 55k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,75,Simple,Proposal/Quote,Proposal/Quote,5,51631781,2020-05-25
Platinum,001B000000bwMXjIAM,Consulting,High Net Worth Families,interMute,Activity 238,125500,2020-02-02,2019-12-02,371,125500,Omitted,006B00000049V0vIAE,true,false,Fields Sales,218,interMute - 125.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,15286786,2020-05-25
Silver,001B000000bwMWAIA2,Apparel,High Net Worth Families,ATHELON Ventures,Activity 633,110000,2018-11-28,2019-12-19,799,110000,Omitted,006B0000004t2OHIAY,true,false,Fields Sales,201,ATHELON Ventures - 110k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,0,Simple,Closed Lost,Closed Lost,9,25128277,2020-05-25
Gold,001B000000SS3hsIAD,Media,Mass Market,Watkins Trucking,Activity 342,62500,2019-08-22,2019-12-04,547,62500,Omitted,006B00000049VVxIAM,true,false,Telesales,216,Watkins Trucking - 62.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,44581104,2020-05-25
Silver,001B000000SS4fjIAD,Telecommunications,High Net Worth Families,Prosoft Technology,Activity 389,55000,2019-05-31,2019-12-14,620,55000,Omitted,006B00000049VXqIAM,true,false,Fields Sales,206,Prosoft Technology - 55k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,14519102,2020-05-25
Silver,001B000000SS48CIAT,Electronics,High Net Worth Families,InHealth Medical,Activity 477,156000,2019-05-16,2019-07-19,751,156000,Omitted,006B0000004t2VSIAY,true,false,Fields Sales,354,InHealth Medical - 156k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,18837397,2020-05-25
Silver,001B000000bwMUDIA2,Media,Retired,AFLAC Benefit Solutions,Activity 322,140000,2019-10-28,2019-10-14,476,140000,Closed,006B00000049UskIAE,true,true,Fields Sales,267,AFLAC Benefit Solutions - 140k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,13764411,2020-05-25
Gold,001B000000WJEErIAP,Chemicals,Retired,Denniston Consulting Group,Activity 439,125000,2019-04-08,2019-07-29,769,125000,Closed,006B0000003n2wlIAA,true,true,Other,344,Denniston Consulting Group - 125k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,100,Simple,Closed Won,Closed Won,8,9286035,2020-05-25
Platinum,001B000000SS4L4IAL,Electronics,Affluent Professionals,Angelo   Gordon & Co.   L.P.,Activity 562,34000,2019-02-24,2019-06-25,883,34000,Closed,006B0000004t2ZBIAY,true,true,Fields Sales,378,Angelo   Gordon & Co.   L.P. - 34k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,100,Channel (Partner),Closed Won,Closed Won,8,21743753,2020-05-25
Platinum,001B000000SS3nqIAD,Energy,Millennials,XServ,Activity 34,27500,2020-06-15,2019-09-23,263,27500,Omitted,006B00000049VcJIAU,true,false,Reseller,288,XServ - 27.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,58390985,2020-05-25
Platinum,001B000000SS3UPIA1,Engineering,High Net Worth Families,Pcm/Sarcom Inc,Activity 269,55500,2020-08-01,2019-09-06,278,55500,Best Case,006B00000049Uk4IAE,false,false,Fields Sales,305,Pcm/Sarcom Inc - 55.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,75,Simple,Proposal/Quote,Proposal/Quote,5,8558176,2020-05-25
Silver,001B000000WJEI4IAP,Electronics,Mass Market,DgL Enterprises,Activity 366,71000,2019-08-25,2019-08-28,613,71000,Omitted,006B00000049Vk7IAE,true,false,Fields Sales,314,DgL Enterprises - 71k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,44927887,2020-05-25
Silver,001B000000SS4wpIAD,Other,Millennials,Eosports Inc,Activity 170,46000,2020-02-20,2019-08-05,459,46000,Omitted,006B00000049VL4IAM,true,false,Fields Sales,337,Eosports Inc - 46k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,50373278,2020-05-25
Silver,001B000000bwMcmIAE,Apparel,High Net Worth Families,PRMsoft,Activity 427,32500,2019-03-19,2019-10-09,695,32500,Closed,006B0000003n2xLIAQ,true,true,Fields Sales,272,PRMsoft - 32.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,100,Simple,Closed Won,Closed Won,8,35250851,2020-05-25
Gold,001B000000SS3VbIAL,Insurance,Mass Market,Vision Software,Activity 271,20000,2020-07-11,2019-10-11,249,20000,Pipeline,006B00000049UlVIAU,false,false,Fields Sales,270,Vision Software - 20k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,90,Simple,Negotiation,Negotiation,7,9326524,2020-05-25
Platinum,001B000000UkRyEIAV,Banking,Affluent Professionals,Siskel Sales Co,Activity 577,24000,2020-06-26,2019-07-04,365,24000,Commit,006B0000003X13eIAC,false,false,Fields Sales,369,Siskel Sales Co - 24k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,20,Simple,Qualification,Qualification,2,7152531,2020-05-25
Silver,001B000000WJE5aIAH,Consulting,Retired,fsp.com,Activity 132,30000,2020-02-11,2019-10-27,383,30000,Closed,006B00000049VdlIAE,true,true,Fields Sales,254,fsp.com - 30k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,15521232,2020-05-25
Platinum,001B000000SS4TBIA1,Hospitality,High Net Worth Families,Hoffmann Optimization,Activity 38,120000,2020-05-29,2019-08-23,309,120000,Omitted,006B0000003n21dIAA,true,false,Fields Sales,319,Hoffmann Optimization - 120k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,54687170,2020-05-25
Gold,001B000000SS3rXIAT,Electronics,Millennials,Arcom Digital.,Activity 630,35000,2018-12-02,2019-11-14,816,35000,Omitted,006B0000004t2QJIAY,true,false,Fields Sales,236,Arcom Digital. - 35k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,49309019,2020-05-25
Silver,001B000000UkRy7IAF,Biotechnology,Retired,Distributive Software,Activity 574,125000,2020-05-29,2019-06-21,371,125000,Best Case,006B0000003X12yIAC,false,false,Other,382,Distributive Software - 125k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,20,Simple,Qualification,Qualification,2,38428133,2020-05-25
Silver,001B000000WJEEqIAP,Construction,Millennials,Etectonics,Activity 438,120000,2019-07-20,2019-07-27,689,120000,Omitted,006B0000003n2wkIAA,true,false,Fields Sales,346,Etectonics - 120k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,1742639,2020-05-25
Platinum,001B000000SS42tIAD,Financial Services,Millennials,Citadel,Activity 589,125000,2020-04-07,2019-03-24,430,125000,Best Case,006B0000003X10jIAC,false,false,Reseller,471,Citadel - 125k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,75,Simple,Proposal/Quote,Proposal/Quote,5,27397161,2020-05-25
Gold,001B000000SS4h2IAD,Not For Profit,Retired,Lexisnexis Group,Activity 144,75000,2020-10-14,2019-10-12,248,75000,Best Case,006B0000003hgK3IAI,false,false,Reseller,269,Lexisnexis Group - 75k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Discovery,Discovery,0,32706553,2020-05-25
Silver,001B000000bwMdzIAE,Consulting,Affluent Professionals,Clear Ink Corp.,Activity 416,80000,2020-04-11,2019-08-08,335,80000,Closed,006B0000003n32TIAQ,true,true,Reseller,334,Clear Ink Corp. - 80k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Channel (Partner),Closed Won,Closed Won,8,33944954,2020-05-25
Platinum,001B000000SS4CyIAL,Not For Profit,Retired,Avaya Global Services,Activity 435,32500,2020-01-24,2019-07-02,464,32500,Omitted,006B0000003n2u3IAA,true,false,Fields Sales,371,Avaya Global Services - 32.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,8070355,2020-05-25
Silver,001B000000SS47ZIAT,Banking,Millennials,Aegis Semiconductor,Activity 703,61000,2019-01-13,2019-07-05,874,61000,Omitted,006B0000003WbhFIAS,true,false,Fields Sales,368,Aegis Semiconductor - 61k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,FL,0,Simple,Closed Lost,Closed Lost,9,4484688,2020-05-25
Platinum,001B000000SS53EIAT,Entertainment,Affluent Professionals,Star Caster Services,Activity 720,22000,2018-10-18,2019-09-23,888,22000,Closed,006B0000004t2Z7IAI,true,true,Fields Sales,288,Star Caster Services - 22k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,46827783,2020-05-25
Platinum,001B000000SS3m7IAD,Engineering,Affluent Professionals,Vistronix,Activity 136,25000,2020-10-24,2019-11-03,234,25000,Best Case,006B00000049VaHIAU,false,false,Reseller,247,Vistronix - 25k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,20,Simple,Qualification,Qualification,2,27505756,2020-05-25
Platinum,001B000000SS4nQIAT,Environmental,High Net Worth Families,Newfield Exploration Co.,Activity 224,50000,2020-07-15,2019-12-01,219,50000,Commit,006B00000049V3ZIAU,false,false,Fields Sales,219,Newfield Exploration Co. - 50k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,20,Simple,Qualification,Qualification,2,21679541,2020-05-25
Silver,001B000000SS48DIAT,Not For Profit,Affluent Professionals,The York Group,Activity 188,37500,2020-10-28,2019-10-02,262,37500,Best Case,006B00000049VIdIAM,false,false,Telesales,279,The York Group - 37.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Channel (Partner),Discovery,Discovery,0,17162283,2020-05-25
Gold,001B000000lwNvwIAE,Communications,Retired,Adair  Greene McCann,Activity 16,200000,2020-05-26,2019-09-15,329,200000,Omitted,006B0000003WbwhIAC,true,false,Reseller,296,Adair  Greene McCann - 200k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,0,Channel (Partner),Closed Lost,Closed Lost,9,20052012,2020-05-25
Platinum,001B000000sxHlBIAU,Banking,Mass Market,Astute Networks,Activity 645,32500,2018-11-24,2019-11-09,818,32500,Omitted,006B0000004t2NFIAY,true,false,Fields Sales,241,Astute Networks - 32.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,51889934,2020-05-25
Gold,001B000000WJEBeIAP,Healthcare & Life Sciences,High Net Worth Families,Aureus Health Services,Activity 184,50500,2020-07-05,2019-07-07,334,50500,Best Case,006B00000049VGWIA2,false,false,Fields Sales,366,Aureus Health Services - 50.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,90,Simple,Negotiation,Negotiation,7,37415311,2020-05-25
Silver,001B000000SS4wSIAT,Agriculture,Retired,Xsite Modular,Activity 600,100000,2020-04-15,2019-07-03,366,100000,Best Case,006B0000003X11kIAC,false,false,Fields Sales,370,Xsite Modular - 100k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,20,Advanced,Qualification,Qualification,2,36214817,2020-05-25
Platinum,001B000000SS4kTIAT,Telecommunications,Retired,Provident Funding Associates L.P.,Activity 125,20700,2020-06-25,2019-10-17,228,20700,Omitted,006B00000049VfNIAU,true,false,Reseller,264,Provident Funding Associates L.P. - 20.7k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,28995691,2020-05-25
Silver,001B000000SS3sLIAT,Government,Mass Market,Ascent Healthcare Solutions,Activity 624,50500,2019-09-30,2019-11-18,522,50500,Omitted,006B0000003X0ysIAC,true,false,Reseller,232,Ascent Healthcare Solutions - 50.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,16621029,2020-05-25
Gold,001B000000SS42XIAT,Entertainment,Millennials,Onix Microsystems,Activity 591,30000,2020-05-11,2019-12-02,274,30000,Closed,006B0000003X10TIAS,true,true,Fields Sales,218,Onix Microsystems - 30k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,23839317,2020-05-25
Silver,001B000000SS52PIAT,Utilities,Mass Market,THe Learning Network,Activity 146,125000,2020-10-14,2019-09-26,233,125000,Best Case,006B00000049VUMIA2,false,false,Fields Sales,285,THe Learning Network - 125k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Discovery,Discovery,0,26668801,2020-05-25
Platinum,001B000000SS4voIAD,Biotechnology,Mass Market,Radley Corp,Activity 515,48500,2019-04-18,2019-07-27,787,48500,Omitted,006B0000004t2VhIAI,true,false,Fields Sales,346,Radley Corp - 48.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,10381553,2020-05-25
Silver,001B000000SS51IIAT,Government,Retired,About.Com,Activity 659,150000,2018-11-11,2019-09-19,879,150000,Omitted,006B0000004t2Y6IAI,true,false,Reseller,292,About.Com - 150k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,37468957,2020-05-25
Silver,001B000000SS4D0IAL,Biotechnology,Millennials,Frazier Co Svc Dept,Activity 688,75000,2019-10-09,2019-11-02,522,75000,Closed,006B0000003Wbo1IAC,true,true,Reseller,248,Frazier Co Svc Dept - 75k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,100,Simple,Closed Won,Closed Won,8,18564093,2020-05-25
Silver,001B000000SS4EuIAL,Manufacturing,Mass Market,Roband Corp,Activity 609,37500,2020-04-04,2019-03-30,382,37500,Best Case,006B0000003X12YIAS,false,false,Fields Sales,465,Roband Corp - 37.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,75,Simple,Proposal/Quote,Proposal/Quote,5,27492448,2020-05-25
Silver,001B000000SS45yIAD,Media,High Net Worth Families,Advanced Integrated Mgmt Svc,Activity 13,20000,2020-05-23,2019-11-24,264,20000,Omitted,006B00000049VFVIA2,true,false,Reseller,226,Advanced Integrated Mgmt Svc - 20k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,23164412,2020-05-25
