"Emission_Category","AccountId","Energy_Consumption","Ground_Travel_Emissions_Category","LastProcessedDate","Consumption_Type","City","RenewalEnergy","Vendor","Date","Business_Travel_Type","Emission_Type","Emission_Source","Country","AccountExternalId","GTE_Value","Cost_Center_Name","AccountName","Electricity_Consumption_Value","Energy_Consumption_Value","Emission_Value","Emissions_from_Business_Travel","Carbon_Intensity"
"Company Shuttle","001B000001SklaNIAR","Solar","Subway","2023-03-24","Electricity","Tokyo","True","British Airways","2023-02-10","Air Travel","Company Shuttle ","Travel","Japan","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",21,0,80,31000,0.33
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-02-04","Private Jet","Other","Travel","Japan","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",2,0,80,31000,0.32
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-01-20","Private Jet","Other","Travel","Japan","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",10,0,80,31000,0.46
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-01-07","Air Travel","Other","Travel","Japan","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",13,0,40,31000,0.45
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","Emirates","2023-01-04","Private Jet","Private Jet","Travel","Japan","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",20,0,80,31000,0.32
"Vehicle","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-03-30","Private Jet","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",2,0,140,31000,0.41
"Vehicle","001B000001SklaNIAR","Fuel Oil","Taxi","2023-03-24","Energy","Tokyo","False","United Airlines","2023-03-13","Ground Travel","Ground Travel","Vehicle","Japan","SupplierAcct203","1200","APAC Sales","Yubo Corporation",0,9,280,31000,0.18
"Vehicle","001B000001SklaNIAR","Hydroelectricity","Subway","2023-03-24","Electricity","Tokyo","True","British Airways","2023-03-09","Air Travel","Hotel Stay","Vehicle","Japan","SupplierAcct203","1200","APAC Sales","Yubo Corporation",16,0,105,31000,0.06
"Vehicle","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-02-22","Ground Travel","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",2,0,140,31000,0.17
"Vehicle","001B000001SklaNIAR","Solar","Personal Car","2023-03-24","Electricity","Tokyo","True","Emirates","2023-02-04","Ground Travel","Hotel Stay","Vehicle","Japan","SupplierAcct203","1000","APAC Sales","Yubo Corporation",18,0,280,31000,0.34
"Vehicle","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","British Airways","2023-02-01","Air Travel","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",22,0,140,31000,0.06
"Vehicle","001B000001SklaNIAR","Wind","Subway","2023-03-24","Electricity","Tokyo","True","British Airways","2023-01-27","Ground Travel","Ground Travel","Vehicle","Japan","SupplierAcct203","1200","APAC Sales","Yubo Corporation",16,0,105,31000,0.41
"Vehicle","001B000001SklaNIAR","Solar","Subway","2023-03-24","Electricity","Tokyo","True","British Airways","2023-01-10","Air Travel","Ground Travel","Vehicle","Japan","SupplierAcct203","1500","APAC Sales","Yubo Corporation",18,0,105,31000,0.17
"Vehicle","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-01-07","Air Travel","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",4,0,140,31000,0.42
"Commercial Building","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-04-22","Ground Travel","Commercial Building","Commercial Building","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",10,0,150,31000,0.18
"Commercial Building","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","British Airways","2023-03-27","Ground Travel","Commercial Building","Commercial Building","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",21,0,150,31000,0.46
"Commercial Building","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-02-13","Ground Travel","Commercial Building","Commercial Building","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",18,0,200,31000,0.06
"Commercial Building","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-02-10","Private Jet","Commercial Building","Commercial Building","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",13,0,150,31000,0.17
"Data Center Facility","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","Tokyo","False","United Airlines","2023-03-05"," Rental Car","Data Center Facility","Data Center Facility","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",14,0,150,31000,0.32
"Data Center Facility","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","Emirates","2023-04-15","Air Travel","Data Center Facility","Equipment","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",12,0,200,31000,0.41
"Data Center Facility","001B000001SklaNIAR","Natural Gas","#N/A","2023-03-24","Energy","Tokyo","False","Delta","2023-03-20","Air Travel","Data Center Facility","Equipment","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",0,5,200,31000,0.46
"Data Center Facility","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-03-19","Private Jet","Data Center Facility","Equipment","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",14,0,150,31000,0.45
"Equipment","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-03-08","Private Jet","Equipment","Equipment","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",9,0,150,31000,0.45
"Equipment","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-03-08","Ground Travel","Equipment","Equipment","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",10,0,150,31000,0.41
"Equipment","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-03-02","Private Jet","Equipment","Equipment","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",19,0,200,31000,0.02
"Data Center Facility","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","British Airways","2023-02-18","Air Travel","Data Center Facility","Equipment","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",13,0,200,31000,0.43
"Travel","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","Tokyo","True","KLM","2023-04-15"," Rental Car","Private Jet","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",17,0,160,31000,0.15
"Company Shuttle","001B000001SklaNIAR","Cooling","Subway","2023-03-24","Electricity","Tokyo","False","Emirates","2023-04-11","Private Jet","Company Shuttle ","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",23,0,160,31000,0.43
"Company Shuttle","001B000001SklaNIAR","Fuel Oil","Personal Car","2023-03-24","Energy","Tokyo","False","KLM","2023-04-03","Air Travel","Company Shuttle ","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",0,10,160,31000,0.43
"Company Shuttle","001B000001SklaNIAR","Biomass","Taxi","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-03-21","Private Jet","Company Shuttle ","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",23,0,80,31000,0.17
"Travel","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","Tokyo","False","Delta","2023-03-11"," Rental Car","Private Jet","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",7,0,60,31000,0.32
"Travel","001B000001SklaNIAR","Steam","#N/A","2023-03-24","Electricity","Tokyo","False","United Airlines","2023-03-08","Private Jet","Other","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",21,0,80,31000,0.01
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-02-24","Air Travel","Other","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",12,0,80,31000,0.3
"Travel","001B000001SklaNIAR","Diesel","#N/A","2023-03-24","Energy","Tokyo","False","Delta","2023-01-23","Air Travel","Private Jet","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",0,4,80,31000,0.32
"Travel","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-01-12"," Rental Car","Private Jet","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",4,0,60,31000,0.14
"Travel","001B000001SklaNIAR","Heat","#N/A","2023-03-24","Electricity","Tokyo","False","Delta","2023-01-12"," Rental Car","Other","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",18,0,60,31000,0.46
"Company Shuttle","001B000001SklaNIAR","Wind","Personal Car","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-01-08","Air Travel","Company Shuttle ","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",15,0,80,31000,0.47
"Company Shuttle","001B000001SklaNIAR","Biomass","Personal Car","2023-03-24","Electricity","Tokyo","True","Delta","2023-01-07","Private Jet","Company Shuttle ","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",20,0,40,31000,0.34
"Company Shuttle","001B000001SklaNIAR","Solar","Subway","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-01-01","Private Jet","Company Shuttle ","Travel","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",1,0,60,31000,0.46
"Vehicle","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","British Airways","2023-04-29","Private Jet","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",15,0,105,31000,0.43
"Vehicle","001B000001SklaNIAR","Fuel Oil","Subway","2023-03-24","Energy","Tokyo","False","United Airlines","2023-04-15","Ground Travel","Hotel Stay","Vehicle","Japan","SupplierAcct203","2000","EMEA Sales","Yubo Corporation",0,5,140,31000,0.47
"Vehicle","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-04-05","Ground Travel","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",21,0,140,31000,0.43
"Vehicle","001B000001SklaNIAR","Hydroelectricity","Rental Car","2023-03-24","Electricity","Tokyo","True","British Airways","2023-03-15","Hotel Stay","Hotel Stay","Vehicle","Japan","SupplierAcct203","900","EMEA Sales","Yubo Corporation",11,0,140,31000,0.33
"Vehicle","001B000001SklaNIAR","Biomass","Taxi","2023-03-24","Electricity","Tokyo","True","KLM","2023-02-28","Private Jet","Hotel Stay","Vehicle","Japan","SupplierAcct203","1200","EMEA Sales","Yubo Corporation",15,0,140,31000,0.2
"Vehicle","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-02-26","Air Travel","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",6,0,140,31000,0.19
"Vehicle","001B000001SklaNIAR","Natural Gas","#N/A","2023-03-24","Energy","Tokyo","False","United Airlines","2023-02-12","Air Travel","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",0,5,140,31000,0.17
"Vehicle","001B000001SklaNIAR","Solar","Subway","2023-03-24","Electricity","Tokyo","True","Emirates","2023-02-12","Ground Travel","Ground Travel","Vehicle","Japan","SupplierAcct203","2300","EMEA Sales","Yubo Corporation",18,0,140,31000,0.41
"Vehicle","001B000001SklaNIAR","Geothermal","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-02-06","Air Travel","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",10,0,105,31000,0.42
"Commercial Building","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","Emirates","2023-01-27","Private Jet","Commercial Building","Commercial Building","Japan","SupplierAcct203","#N/A","General COO","Yubo Corporation",1,0,200,31000,0.17
"Data Center Facility","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","KLM","2023-03-16","Ground Travel","Data Center Facility","Data Center Facility","Japan","SupplierAcct203","#N/A","General COO","Yubo Corporation",12,0,200,31000,0.14
"Equipment","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-02-02","Air Travel","Equipment","Equipment","Japan","SupplierAcct203","#N/A","General COO","Yubo Corporation",1,0,150,31000,0.41
"Travel","001B000001SklaNIAR","Fuel Oil","#N/A","2023-03-24","Energy","Tokyo","False","British Airways","2023-04-30","Private Jet","Other","Travel","Japan","SupplierAcct203","#N/A","General COO","Yubo Corporation",0,12,80,31000,0.43
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-03-13"," Rental Car","Other","Travel","Japan","SupplierAcct203","#N/A","General COO","Yubo Corporation",17,0,80,31000,0.05
"Travel","001B000001SklaNIAR","Diesel","#N/A","2023-03-24","Energy","Tokyo","False","British Airways","2023-03-01","Air Travel","Private Jet","Travel","Japan","SupplierAcct203","#N/A","General COO","Yubo Corporation",0,1,80,31000,0.02
"Vehicle","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-04-30","Air Travel","Air Travel","Vehicle","Japan","SupplierAcct203","#N/A","General COO","Yubo Corporation",1,0,70,31000,0.05
"Vehicle","001B000001SklaNIAR","Fuel Oil","Subway","2023-03-24","Energy","Tokyo","False","United Airlines","2023-04-18"," Rental Car","Hotel Stay","Vehicle","Japan","SupplierAcct203","1000","General COO","Yubo Corporation",0,2,140,31000,0.29
"Vehicle","001B000001SklaNIAR","Biomass","Subway","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-03-03","Ground Travel","Hotel Stay","Vehicle","Japan","SupplierAcct203","900","General COO","Yubo Corporation",4,0,140,31000,0.03
"Vehicle","001B000001SklaNIAR","Cooling","Subway","2023-03-24","Electricity","Tokyo","False","British Airways","2023-02-16","Air Travel","Ground Travel","Vehicle","Japan","SupplierAcct203","1500","General COO","Yubo Corporation",5,0,140,31000,0.3
"Commercial Building","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","Emirates","2023-04-14","Private Jet","Commercial Building","Commercial Building","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",15,0,200,31000,0.31
"Equipment","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-04-22","Air Travel","Equipment","Equipment","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",4,0,150,31000,0.14
"Equipment","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-04-12","Private Jet","Equipment","Equipment","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",23,0,200,31000,0.17
"Data Center Facility","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-02-14","Private Jet","Data Center Facility","Equipment","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",11,0,200,31000,0.28
"Travel","001B000001SklaNIAR","Hydroelectricity","Taxi","2023-03-24","Electricity","Tokyo","True","KLM","2023-04-26","Hotel Stay","Fleet Vehicle","Travel","Argentina","SupplierAcct203","1200","LATAM Sales","Yubo Corporation",3,0,60,31000,0.31
"Travel","001B000001SklaNIAR","Natural Gas","#N/A","2023-03-24","Energy","Tokyo","False","British Airways","2023-04-26","Ground Travel","Private Jet","Travel","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",0,10,60,31000,0.46
"Company Shuttle","001B000001SklaNIAR","Hydroelectricity","Rental Car","2023-03-24","Electricity","Tokyo","True","KLM","2023-04-16","Private Jet","Company Shuttle ","Travel","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",5,0,60,31000,0.02
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-03-29","Ground Travel","Private Jet","Travel","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",21,0,60,31000,0.32
"Company Shuttle","001B000001SklaNIAR","Fuel Oil","Personal Car","2023-03-24","Energy","Tokyo","False","United Airlines","2023-03-04","Private Jet","Company Shuttle ","Travel","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",0,12,80,31000,0.46
"Company Shuttle","001B000001SklaNIAR","Diesel","Personal Car","2023-03-24","Energy","Tokyo","False","KLM","2023-02-19","Private Jet","Company Shuttle ","Travel","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",0,5,80,31000,0.28
"Travel","001B000001SklaNIAR","Wind","Taxi","2023-03-24","Electricity","Tokyo","True","Delta","2023-02-16","Air Travel","Fleet Vehicle","Travel","Argentina","SupplierAcct203","1500","LATAM Sales","Yubo Corporation",22,0,80,31000,0.17
"Travel","001B000001SklaNIAR","Fuel Oil","#N/A","2023-03-24","Energy","Tokyo","False","KLM","2023-02-14","Private Jet","Private Jet","Travel","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",0,13,60,31000,0.19
"Vehicle","001B000001SklaNIAR","Solar","Subway","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-03-31","Air Travel","Hotel Stay","Vehicle","Argentina","SupplierAcct203","1200","LATAM Sales","Yubo Corporation",11,0,140,31000,0.19
"Vehicle","001B000001SklaNIAR","Diesel","Subway","2023-03-24","Energy","Tokyo","False","Delta","2023-03-03","Private Jet","Hotel Stay","Vehicle","Argentina","SupplierAcct203","1500","LATAM Sales","Yubo Corporation",0,6,140,31000,0.15
"Vehicle","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-01-15","Ground Travel","Air Travel","Vehicle","Argentina","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",21,0,140,31000,0.19
"Equipment","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-01-30"," Rental Car","Equipment","Equipment","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",7,0,400,31000,0.46
"Travel","001B000001SklaNIAR","Fuel Oil","#N/A","2023-03-24","Energy","San Fransisco ","False","British Airways","2023-04-20","Ground Travel","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",0,1,200,31000,0.31
"Travel","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","Delta","2023-04-06","Ground Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",16,0,160,31000,0.43
"Travel","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-03-31","Air Travel","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",6,0,200,31000,0.46
"Travel","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-03-27","Private Jet","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",17,0,200,31000,0.41
"Travel","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-03-26","Ground Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",10,0,160,31000,0.46
"Company Shuttle","001B000001SklaNIAR","Geothermal","Taxi","2023-03-24","Electricity","New York","True","Delta","2023-03-25","Ground Travel","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",13,0,160,31000,0.15
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-02-09","Private Jet","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",20,0,160,31000,0.46
"Travel","001B000001SklaNIAR","Hydroelectricity","Subway","2023-03-24","Electricity","New York","True","United Airlines","2023-02-09","Ground Travel","Fleet Vehicle","Travel","United States of America","SupplierAcct203","900","AMER HR","Yubo Corporation",13,0,160,31000,0.3
"Company Shuttle","001B000001SklaNIAR","Hydroelectricity","Subway","2023-03-24","Electricity","New York","True","Emirates","2023-02-06","Ground Travel","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",7,0,160,31000,0.29
"Travel","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-01-17","Ground Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",8,0,200,31000,0.46
"Travel","001B000001SklaNIAR","Solar","Personal Car","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-01-16","Private Jet","Fleet Vehicle","Travel","United States of America","SupplierAcct203","2000","AMER HR","Yubo Corporation",4,0,200,31000,0.43
"Travel","001B000001SklaNIAR","Wind","Subway","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-01-13","Private Jet","Fleet Vehicle","Travel","United States of America","SupplierAcct203","1500","AMER HR","Yubo Corporation",17,0,200,31000,0.43
"Vehicle","001B000001SklaNIAR","Solar","Taxi","2023-03-24","Electricity","New York","True","Delta","2023-04-01","Private Jet","Ground Travel","Vehicle","United States of America","SupplierAcct203","2000","AMER HR","Yubo Corporation",16,0,280,31000,0.32
"Vehicle","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","New York","True","Emirates","2023-03-04","Ground Travel","Air Travel","Vehicle","United States of America","SupplierAcct203","#N/A","AMER HR","Yubo Corporation",5,0,280,31000,0.19
"Vehicle","001B000001SklaNIAR","Solar","Personal Car","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-03-01","Hotel Stay","Ground Travel","Vehicle","United States of America","SupplierAcct203","2300","AMER HR","Yubo Corporation",4,0,350,31000,0.32
"Data Center Facility","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-03-17","Ground Travel","Data Center Facility","Equipment","United States of America","SupplierAcct203","#N/A","AMER Sales","Yubo Corporation",2,0,500,31000,0.47
"Data Center Facility","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-01-21","Ground Travel","Data Center Facility","Equipment","United States of America","SupplierAcct203","#N/A","AMER Sales","Yubo Corporation",14,0,500,31000,0.46
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2023-04-27","Ground Travel","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","AMER Sales","Yubo Corporation",11,0,160,31000,0.31
"Travel","001B000001SklaNIAR","Fuel Oil","#N/A","2023-03-24","Energy","San Fransisco ","False","British Airways","2023-04-20","Ground Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","AMER Sales","Yubo Corporation",0,9,200,31000,0.42
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2023-04-12","Air Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","AMER Sales","Yubo Corporation",10,0,200,31000,0.16
"Travel","001B000001SklaNIAR","Wind","Personal Car","2023-03-24","Electricity","New York","True","Emirates","2023-03-19","Air Travel","Fleet Vehicle","Travel","United States of America","SupplierAcct203","1000","AMER Sales","Yubo Corporation",21,0,160,31000,0.19
"Company Shuttle","001B000001SklaNIAR","Hydroelectricity","Rental Car","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-02-07","Private Jet","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","AMER Sales","Yubo Corporation",5,0,200,31000,0.45
"Company Shuttle","001B000001SklaNIAR","Wind","Personal Car","2023-03-24","Electricity","New York","True","British Airways","2023-02-01","Air Travel","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","AMER Sales","Yubo Corporation",2,0,200,31000,0.34
"Travel","001B000001SklaNIAR","Diesel","Personal Car","2023-03-24","Energy","New York","False","United Airlines","2023-01-28","Private Jet","Fleet Vehicle","Travel","United States of America","SupplierAcct203","2300","AMER Sales","Yubo Corporation",0,1,160,31000,0.29
"Vehicle","001B000001SklaNIAR","Hydroelectricity","Personal Car","2023-03-24","Electricity","New York","True","Delta","2023-02-12","Air Travel","Ground Travel","Vehicle","United States of America","SupplierAcct203","1500","AMER Sales","Yubo Corporation",11,0,350,31000,0.47
"Commercial Building","001B000001SklaNIAR","Fuel Oil","#N/A","2023-03-24","Energy","New York","False","United Airlines","2023-04-17"," Rental Car","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",0,2,500,31000,0.45
"Commercial Building","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-04-17","Ground Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",11,0,400,31000,0.2
"Commercial Building","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-04-09","Ground Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",4,0,400,31000,0.31
"Commercial Building","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","Delta","2023-03-02","Private Jet","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",3,0,400,31000,0.43
"Commercial Building","001B000001SklaNIAR","Natural Gas","#N/A","2023-03-24","Energy","New York","False","United Airlines","2023-02-06","Hotel Stay","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",0,5,500,31000,0.41
"Commercial Building","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","San Fransisco ","True","KLM","2023-01-09","Ground Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",18,0,500,31000,0.3
"Data Center Facility","001B000001SklaNIAR","Diesel","#N/A","2023-03-24","Energy","San Fransisco ","False","Delta","2023-04-22","Air Travel","Data Center Facility","Data Center Facility","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",0,12,500,31000,0.3
"Equipment","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-02-15","Ground Travel","Equipment","Equipment","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",7,0,500,31000,0.32
"Company Shuttle","001B000001SklaNIAR","Wind","Personal Car","2023-03-24","Electricity","New York","True","British Airways","2023-03-09"," Rental Car","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",2,0,160,31000,0.16
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-02-19","Ground Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",15,0,160,31000,0.43
