"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","AssetType","ReportPeriodBucket","Asset","Country","AssetExternalId","AccountExternalId","AssetId","IsUnitedStatesBuilding","AccountName","EnergyIntensity","EnergyIntensityVariance","CarbonEmission"
,"2023-02-14","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2020-02-22","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2021-11-14","2023-03-24","APAC","NZL","Factory","2 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-03-08","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2021-02-05","2023-03-24","APAC","NZL","Factory","2 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-06-23","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-05-09","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-12-14","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2020-08-11","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-05-28","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2022-06-26","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-11-01","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2023-05-18","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2023-04-20","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-09-07","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-04-14","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2021-06-06","2023-03-24","APAC","NZL","Factory","2 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2023-12-18","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2022-09-22","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2023-11-04","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-04-04","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2021-08-14","2023-03-24","APAC","NZL","Factory","2 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2021-12-25","2023-03-24","APAC","NZL","Factory","2 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-03-05","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-09-25","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2023-01-07","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2021-04-07","2023-03-24","APAC","NZL","Factory","2 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2023-01-01","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2023-02-02","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2021-07-21","2023-03-24","APAC","NZL","Factory","2 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-01-06","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-07-08","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2021-09-22","2023-03-24","APAC","NZL","Factory","2 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-01-26","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2023-08-29","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2023-06-15","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2023-10-16","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2021-04-15","2023-03-24","APAC","NZL","Factory","2 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2023-04-21","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-12-12","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-08-18","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2020-08-22","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2023-04-14","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2023-09-10","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2023-11-09","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2023-02-12","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-08-26","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,20,5.6
,"2020-12-31","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-01-16","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2023-09-20","2023-03-24","APAC","NZL","Factory","Current Year","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-09-02","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2022-03-09","2023-03-24","APAC","NZL","Factory","1 Year Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2020-03-12","2023-03-24","APAC","NZL","Factory","3 Years Ago","940 14th St #290","New Zealand","SDO.004",,"0phB00000004MmqIAE","No",,0.11,15,5.6
,"2023-04-03","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-09-05","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-04-25","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-10-30","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-04-07","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-01-31","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2022-08-13","2023-03-24","AMER","USA","Office","1 Year Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-02-16","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2022-06-13","2023-03-24","AMER","USA","Office","1 Year Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-05-29","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-06-17","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-12-05","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-11-27","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-08-31","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-02-23","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2022-08-09","2023-03-24","AMER","USA","Office","1 Year Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-03-28","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-02-02","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-06-04","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-07-28","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-06-07","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-08-20","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-08-01","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-04-04","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2022-05-01","2023-03-24","AMER","USA","Office","1 Year Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-09-29","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-02-08","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-04-30","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-08-20","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-04-13","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-01-26","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-02-08","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-07-02","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-03-22","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-07-28","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-02-26","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2022-05-16","2023-03-24","AMER","USA","Office","1 Year Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-09-13","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2022-12-07","2023-03-24","AMER","USA","Office","1 Year Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-04-29","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2022-12-20","2023-03-24","AMER","USA","Office","1 Year Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-11-13","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-04-19","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-03-04","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-12-13","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-10-07","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-03-14","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-11-21","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2021-03-05","2023-03-24","AMER","USA","Office","2 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-03-02","2023-03-24","AMER","USA","Office","3 Years Ago","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-06-25","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-08-31","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2023-08-14","2023-03-24","AMER","USA","Office","Current Year","Salesforce Tower - SA","United States","SDO.001",,"0phB00000004MmnIAE","Yes",,0.1,15,5.55
,"2020-08-22","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-02-18","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-12-18","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-05-24","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-10-08","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-10-08","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-12-10","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-02-05","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-09-22","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-01-09","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-08-18","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-03-07","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-10-28","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-02-18","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-05-27","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-10-12","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-02-11","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-01-13","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-08-01","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-06-18","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-12-19","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-02-27","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-12-24","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-09-10","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-10-28","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-01-13","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-10-21","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-03-19","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-09-22","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-11-07","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-03-16","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-06-24","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-01-15","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-04-28","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-02-20","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-07-14","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-09-14","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-03-31","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-09-02","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-10-21","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-12-16","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-04-21","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-01-08","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-12-30","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-08-14","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-01-10","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-12-22","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-12-11","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2023-05-25","2023-03-24","AMER","USA","Generator","Current Year","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2021-08-02","2023-03-24","AMER","USA","Generator","2 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2022-12-12","2023-03-24","AMER","USA","Generator","1 Year Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-08-02","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
,"2020-09-21","2023-03-24","AMER","USA","Generator","3 Years Ago","Longs Tower East","United States","SDO.006",,"0phB00000004MmsIAE","Yes",,0.1,20,5.55
"001B000001SklaNIAR","2021-01-28","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-09-29","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2021-03-13","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-04-10","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2023-11-29","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-10-16","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2021-06-26","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
