"CostCenter","EmployeeCountry","LastProcessedDate","StartDateYear","ShortHaulScope3Emissions","ShortHaulSegmentDistance","PredictedShortHaulSegmentDistance","SUM_SegmentDistanceInMiles","PredictedShortHaulScope3Emissions","SUM_Scope3EmissionsInTco2e"
"HR","Germany","2022-10-01","2033",0,0,0,128505.4,0,20.819
"Finance","India","2022-10-01","2033",0,0,0,70918.1,0,11.635
"Marketing","France","2022-10-01","2033",0,0,0,234891.5,0,38.43
"Technology","Netherlands","2022-10-01","2033",0,0,0,159181.5,0,26.236
"Technology","USA","2022-10-01","2033",0,0,0,7778.4,0,1.267
"Sales","USA","2022-10-01","2033",0,0,0,71728.8,0,11.527
"HR","France","2022-10-01","2033",0,0,0,220789.2,0,35.95
"Finance","France","2022-10-01","2033",0,0,0,701684.1,0,115.168
"HR","India","2022-10-01","2033",0,0,0,75003.3,0,12.361
"HR","Japan","2022-10-01","2033",0,0,0,75714.6,0,12.187
"Marketing","United Kingdom","2022-10-01","2033",0,0,0,76548.5,0,12.432
"Finance","Japan","2022-10-01","2033",0,0,0,63483.4,0,10.324
"Technology","France","2022-10-01","2033",0,0,0,34452,0,5.613
"HR","United Kingdom","2022-10-01","2033",0,0,0,47101.1,0,7.638
"HR","USA","2022-10-01","2033",0,0,0,27781.3,0,4.446
"Finance","USA","2022-10-01","2033",0,0,0,66337.5,0,10.779
"Technology","Japan","2022-10-01","2033",0,0,0,176049.1,0,28.7
"Finance","United Kingdom","2022-10-01","2033",0,0,0,180165.3,0,28.83
"Finance","Netherlands","2022-10-01","2033",0,0,0,131004.2,0,21.279
"Sales","India","2022-10-01","2033",0,0,0,124703.3,0,20.132
"Marketing","USA","2022-10-01","2033",0,0,0,103314,0,16.864
"Sales","Germany","2022-10-01","2033",0,0,0,37833.8,0,6.165
"Technology","Germany","2022-10-01","2033",0,0,0,71276.3,0,11.402
"HR","Canada","2022-10-01","2033",0,0,0,139117,0,22.343
"Marketing","Australia","2022-10-01","2033",0,0,0,4819.7,0,0.766
"Sales","Netherlands","2022-10-01","2033",0,0,0,152726.9,0,24.847
"Technology","United Kingdom","2022-10-01","2033",0,0,0,239137.2,0,38.904
"HR","Australia","2022-10-01","2033",0,530,3509,877481.7,0,145.093
"Sales","United Kingdom","2022-10-01","2033",0,257,2927,1283968.8,0,212.278
"Technology","Australia","2022-10-01","2033",0,558,2797,501361.4,0,81.896
"Finance","Germany","2022-10-01","2033",0,293,794,297409,0,47.83
"Marketing","Canada","2022-10-01","2033",0,540,777,124006,0,19.984
"Technology","Canada","2022-10-01","2033",0,286,655,151838.1,0,24.273
"Sales","Canada","2022-10-01","2033",0,251,631,300543.7,0,48.726
"Marketing","Netherlands","2022-10-01","2033",0,270,477,241138.5,0,39.425
"Marketing","Japan","2022-10-01","2033",0,277,213,43520.1,0,7.182
"Sales","Australia","2022-10-01","2033",0,249,136,51526.2,0,8.397
"Marketing","India","2022-10-01","2033",0,259,122,59291.6,0,9.677
"Finance","Canada","2022-10-01","2033",0,273,42,15013.7,0,2.433
"HR","Japan","2022-10-01","2034",0,0,0,166507,0,26.8
"Finance","Netherlands","2022-10-01","2034",0,0,0,166980.1,0,27.123
"Technology","France","2022-10-01","2034",0,0,0,80290.3,0,13.082
"Technology","United Kingdom","2022-10-01","2034",0,0,0,284651.3,0,46.309
"HR","United Kingdom","2022-10-01","2034",0,0,0,70470.4,0,11.428
"Sales","USA","2022-10-01","2034",0,0,0,59098,0,9.497
"Technology","India","2022-10-01","2034",0,0,0,107283.2,0,17.172
"Technology","Japan","2022-10-01","2034",0,0,0,76061.4,0,12.4
"HR","France","2022-10-01","2034",0,0,0,73897.9,0,12.032
"HR","USA","2022-10-01","2034",0,0,0,8825.6,0,1.412
"Sales","Germany","2022-10-01","2034",0,0,0,121776.7,0,19.842
"Finance","United Kingdom","2022-10-01","2034",0,0,0,171756.3,0,27.484
"Sales","France","2022-10-01","2034",0,0,0,42265.3,0,6.849
"Finance","India","2022-10-01","2034",0,0,0,163529.4,0,26.83
"Technology","Netherlands","2022-10-01","2034",0,0,0,370363.5,0,61.043
"Finance","France","2022-10-01","2034",0,0,0,1313897.2,0,215.651
"Sales","Japan","2022-10-01","2034",0,0,0,170728.5,0,27.899
"Sales","Netherlands","2022-10-01","2034",0,0,0,274299.5,0,44.625
"Marketing","USA","2022-10-01","2034",0,0,0,98585.1,0,16.092
"HR","India","2022-10-01","2034",0,0,0,9242.3,0,1.523
"Marketing","United Kingdom","2022-10-01","2034",0,0,0,78850.3,0,12.805
"HR","Netherlands","2022-10-01","2034",0,0,0,622605.8,0,101.733
"Marketing","Germany","2022-10-01","2034",0,0,0,403188.4,0,63.525
"Marketing","France","2022-10-01","2034",0,0,0,186300.3,0,30.48
"Sales","India","2022-10-01","2034",0,0,0,40377.3,0,6.519
"Finance","Australia","2022-10-01","2034",0,0,0,125764.9,0,20.5
"Finance","USA","2022-10-01","2034",0,0,0,111204.1,0,18.069
"HR","Germany","2022-10-01","2034",0,0,0,37323.2,0,6.047
"Finance","Japan","2022-10-01","2034",0,0,0,1018330.2,0,165.612
"Technology","USA","2022-10-01","2034",0,0,0,165850,0,27.005
"HR","Canada","2022-10-01","2034",0,0,0,284336.1,0,45.666
"Technology","Germany","2022-10-01","2034",0,0,0,66491.2,0,10.636
"Marketing","Australia","2022-10-01","2034",0,0,0,90955.1,0,14.45
"HR","Australia","2022-10-01","2034",0,530,4002,1000607.3,0,165.452
"Sales","United Kingdom","2022-10-01","2034",0,257,3119,1368296.3,0,226.22
"Technology","Australia","2022-10-01","2034",0,558,1639,293749.3,0,47.983
"Finance","Germany","2022-10-01","2034",0,293,1346,504155.1,0,81.079
"Sales","Canada","2022-10-01","2034",0,251,426,203116.2,0,32.931
"Technology","Canada","2022-10-01","2034",0,286,353,81812.4,0,13.078
"Marketing","India","2022-10-01","2034",0,259,240,116224.5,0,18.969
"Marketing","Japan","2022-10-01","2034",0,277,234,47886.5,0,7.902
"Marketing","Canada","2022-10-01","2034",0,540,184,29427.4,0,4.742
"Sales","Australia","2022-10-01","2034",0,249,164,62292.7,0,10.151
"Marketing","Netherlands","2022-10-01","2034",0,270,38,19589.2,0,3.203
"Finance","Canada","2022-10-01","2034",0,273,14,5154.9,0,0.836
"Technology","United Kingdom","2022-10-01","2035",0,0,0,189513.8,0,30.831
"Finance","USA","2022-10-01","2035",0,0,0,79994.1,0,12.998
"HR","Germany","2022-10-01","2035",0,0,0,32376.5,0,5.245
"HR","Japan","2022-10-01","2035",0,0,0,181418.2,0,29.2
"Technology","USA","2022-10-01","2035",0,0,0,37222.9,0,6.061
"Marketing","USA","2022-10-01","2035",0,0,0,56734.1,0,9.26
"HR","Netherlands","2022-10-01","2035",0,0,0,113384.5,0,18.527
"Finance","Japan","2022-10-01","2035",0,0,0,629755,0,102.418
"Sales","Japan","2022-10-01","2035",0,0,0,127696.4,0,20.867
"Sales","USA","2022-10-01","2035",0,0,0,291517.8,0,46.847
"Finance","France","2022-10-01","2035",0,0,0,954663,0,156.689
"Sales","India","2022-10-01","2035",0,0,0,45638.9,0,7.368
"Marketing","Australia","2022-10-01","2035",0,0,0,16972,0,2.696
"Technology","India","2022-10-01","2035",0,0,0,26386.2,0,4.223
"Technology","Netherlands","2022-10-01","2035",0,0,0,89071.6,0,14.681
"Marketing","France","2022-10-01","2035",0,0,0,176993.2,0,28.957
"Finance","India","2022-10-01","2035",0,0,0,121629.6,0,19.956
"HR","Canada","2022-10-01","2035",0,0,0,229916.9,0,36.926
"Marketing","United Kingdom","2022-10-01","2035",0,0,0,21140.8,0,3.433
"Technology","France","2022-10-01","2035",0,0,0,49405.7,0,8.05
"Finance","Australia","2022-10-01","2035",0,0,0,22154.9,0,3.611
"Technology","Germany","2022-10-01","2035",0,0,0,61867.4,0,9.897
"HR","France","2022-10-01","2035",0,0,0,441760.3,0,71.929
"Technology","Japan","2022-10-01","2035",0,0,0,76390.1,0,12.453
"Finance","Netherlands","2022-10-01","2035",0,0,0,140944.9,0,22.894
"HR","India","2022-10-01","2035",0,0,0,62243.7,0,10.258
"HR","United Kingdom","2022-10-01","2035",0,0,0,88991.8,0,14.431
"Sales","Germany","2022-10-01","2035",0,0,0,101379.2,0,16.519
"Sales","Netherlands","2022-10-01","2035",0,0,0,39454.5,0,6.419
"Marketing","Germany","2022-10-01","2035",0,0,0,92216.7,0,14.529
"HR","USA","2022-10-01","2035",0,0,0,59711.7,0,9.555
"Finance","United Kingdom","2022-10-01","2035",0,0,0,129658.3,0,20.748
"Sales","France","2022-10-01","2035",0,0,0,58713.1,0,9.514
"HR","Australia","2022-10-01","2035",0,530,5019,1254853.1,1,207.492
"Sales","United Kingdom","2022-10-01","2035",0,257,2447,1073429.7,0,177.47
"Technology","Australia","2022-10-01","2035",0,558,1265,226827.2,0,37.052
"Finance","Germany","2022-10-01","2035",0,293,940,352352.1,0,56.666
"Marketing","Canada","2022-10-01","2035",0,540,724,115504,0,18.614
"Sales","Canada","2022-10-01","2035",0,251,597,284563.9,0,46.136
"Marketing","Japan","2022-10-01","2035",0,277,426,87039.6,0,14.363
"Sales","Australia","2022-10-01","2035",0,249,269,102073.2,0,16.634
"Finance","Canada","2022-10-01","2035",0,273,175,62674.4,0,10.158
"Marketing","Netherlands","2022-10-01","2035",0,270,158,79961.9,0,13.074
"Marketing","India","2022-10-01","2035",0,259,94,45779.9,0,7.472
"Technology","Canada","2022-10-01","2035",0,286,35,8325,0,1.331
"Sales","Germany","2022-10-01","2036",0,0,0,41483.3,0,6.759
"Marketing","Australia","2022-10-01","2036",0,0,0,13557.9,0,2.154
"Technology","Japan","2022-10-01","2036",0,0,0,119954.2,0,19.555
"Technology","Netherlands","2022-10-01","2036",0,0,0,72834.6,0,12.005
"Technology","USA","2022-10-01","2036",0,0,0,50142.5,0,8.165
"Sales","USA","2022-10-01","2036",0,0,0,13425.3,0,2.158
"Sales","India","2022-10-01","2036",0,0,0,34492,0,5.568
"Marketing","USA","2022-10-01","2036",0,0,0,154301.8,0,25.186
"HR","Germany","2022-10-01","2036",0,0,0,77083,0,12.488
"Sales","France","2022-10-01","2036",0,0,0,22966.6,0,3.722
"Finance","USA","2022-10-01","2036",0,0,0,35464.3,0,5.762
"Technology","India","2022-10-01","2036",0,0,0,42385,0,6.784
"Marketing","France","2022-10-01","2036",0,0,0,230718.1,0,37.747
"Technology","United Kingdom","2022-10-01","2036",0,0,0,243308.5,0,39.583
"HR","India","2022-10-01","2036",0,0,0,16302,0,2.687
"Finance","India","2022-10-01","2036",0,0,0,45108.2,0,7.401
"Finance","France","2022-10-01","2036",0,0,0,618574.7,0,101.527
"Finance","Netherlands","2022-10-01","2036",0,0,0,98248.1,0,15.959
"Sales","Netherlands","2022-10-01","2036",0,0,0,270337.3,0,43.98
"HR","USA","2022-10-01","2036",0,0,0,14978.9,0,2.397
"Marketing","United Kingdom","2022-10-01","2036",0,0,0,6661.3,0,1.082
"Technology","Germany","2022-10-01","2036",0,0,0,42249.9,0,6.759
"Technology","France","2022-10-01","2036",0,0,0,128324.3,0,20.908
"HR","Japan","2022-10-01","2036",0,0,0,22265.3,0,3.584
"Finance","Australia","2022-10-01","2036",0,0,0,117072.2,0,19.083
"Marketing","Germany","2022-10-01","2036",0,0,0,427877.3,0,67.415
"Sales","Japan","2022-10-01","2036",0,0,0,206840.8,0,33.8
"HR","United Kingdom","2022-10-01","2036",0,0,0,25411.9,0,4.121
"HR","Canada","2022-10-01","2036",0,0,0,312989.1,0,50.267
"HR","Netherlands","2022-10-01","2036",0,0,0,425436.9,0,69.516
"HR","France","2022-10-01","2036",0,0,0,195115,0,31.77
"Finance","United Kingdom","2022-10-01","2036",0,0,0,179945.8,0,28.795
"Finance","Japan","2022-10-01","2036",0,0,0,617415.8,0,100.411
"HR","Australia","2022-10-01","2036",0,530,4285,1071260.5,0,177.135
"Technology","Australia","2022-10-01","2036",0,558,2111,378365.4,0,61.805
"Sales","United Kingdom","2022-10-01","2036",0,257,1631,715665.8,0,118.321
"Marketing","Canada","2022-10-01","2036",0,540,1053,168047.2,0,27.081
"Finance","Germany","2022-10-01","2036",0,293,492,184580.5,0,29.684
"Marketing","Japan","2022-10-01","2036",0,277,490,100151.3,0,16.527
"Sales","Canada","2022-10-01","2036",0,251,443,211338.9,0,34.264
"Technology","Canada","2022-10-01","2036",0,286,330,76461.7,0,12.223
"Marketing","Netherlands","2022-10-01","2036",0,270,321,162481.6,0,26.565
"Marketing","India","2022-10-01","2036",0,259,142,69046.7,0,11.269
"Finance","Canada","2022-10-01","2036",0,273,112,40314.9,0,6.534
"Sales","Australia","2022-10-01","2036",0,249,27,10485.9,0,1.709
"HR","France","2022-10-01","2037",0,0,0,103693.4,0,16.884
"Sales","France","2022-10-01","2037",0,0,0,14529.5,0,2.354
"Technology","Netherlands","2022-10-01","2037",0,0,0,503658.6,0,83.012
"Technology","India","2022-10-01","2037",0,0,0,76701.8,0,12.277
"HR","United Kingdom","2022-10-01","2037",0,0,0,36147.1,0,5.862
"Marketing","France","2022-10-01","2037",0,0,0,205393.3,0,33.604
"Sales","Japan","2022-10-01","2037",0,0,0,8741.3,0,1.428
"Technology","Germany","2022-10-01","2037",0,0,0,87268.7,0,13.96
"Marketing","Germany","2022-10-01","2037",0,0,0,196499.1,0,30.96
"Marketing","Australia","2022-10-01","2037",0,0,0,76638.9,0,12.176
"Finance","Japan","2022-10-01","2037",0,0,0,582452.1,0,94.725
"Marketing","United Kingdom","2022-10-01","2037",0,0,0,15963.9,0,2.593
"Technology","France","2022-10-01","2037",0,0,0,117989.2,0,19.224
"HR","Canada","2022-10-01","2037",0,0,0,152349.6,0,24.468
"Finance","USA","2022-10-01","2037",0,0,0,112536.6,0,18.285
"Finance","United Kingdom","2022-10-01","2037",0,0,0,211732.4,0,33.881
"Finance","Netherlands","2022-10-01","2037",0,0,0,151170.2,0,24.555
"Sales","India","2022-10-01","2037",0,0,0,79771,0,12.878
"Marketing","USA","2022-10-01","2037",0,0,0,72583.1,0,11.847
"Sales","Germany","2022-10-01","2037",0,0,0,59941.7,0,9.767
"Finance","India","2022-10-01","2037",0,0,0,238230.9,0,39.086
"HR","India","2022-10-01","2037",0,0,0,91190.3,0,15.029
"Sales","Netherlands","2022-10-01","2037",0,0,0,155301,0,25.266
"Sales","USA","2022-10-01","2037",0,0,0,314437.8,0,50.531
"HR","USA","2022-10-01","2037",0,0,0,17957.4,0,2.874
"HR","Netherlands","2022-10-01","2037",0,0,0,729170.9,0,119.146
"Finance","Australia","2022-10-01","2037",0,0,0,116396,0,18.973
"Technology","Japan","2022-10-01","2037",0,0,0,172156.2,0,28.065
"HR","Germany","2022-10-01","2037",0,0,0,127330.3,0,20.629
"HR","Japan","2022-10-01","2037",0,0,0,171214,0,27.558
"Technology","USA","2022-10-01","2037",0,0,0,173815.9,0,28.302
"Finance","France","2022-10-01","2037",0,0,0,707097.2,0,116.056
"Technology","United Kingdom","2022-10-01","2037",0,0,0,56077.9,0,9.123
"HR","Australia","2022-10-01","2037",0,530,4326,1081573.8,0,178.84
"Technology","Australia","2022-10-01","2037",0,558,1742,312254.3,0,51.006
"Sales","United Kingdom","2022-10-01","2037",0,257,1281,562041,0,92.922
"Technology","Canada","2022-10-01","2037",0,286,670,155261.3,0,24.82
"Finance","Germany","2022-10-01","2037",0,293,597,223765.1,0,35.986
"Marketing","Japan","2022-10-01","2037",0,277,447,91293.7,0,15.065
"Marketing","Netherlands","2022-10-01","2037",0,270,322,162732.4,0,26.606
"Sales","Canada","2022-10-01","2037",0,251,296,141292.7,0,22.907
"Marketing","Canada","2022-10-01","2037",0,540,285,45464.1,0,7.327
"Marketing","India","2022-10-01","2037",0,259,189,91402.9,0,14.918
"Sales","Australia","2022-10-01","2037",0,249,172,65481.5,0,10.671
"Finance","Canada","2022-10-01","2037",0,273,155,55471.2,0,8.991
"Sales","India","2022-10-01","2038",0,0,0,50914.7,0,8.22
"Technology","Germany","2022-10-01","2038",0,0,0,29444.6,0,4.71
"Technology","France","2022-10-01","2038",0,0,0,70107.1,0,11.423
"Finance","France","2022-10-01","2038",0,0,0,527886.4,0,86.642
"Sales","USA","2022-10-01","2038",0,0,0,381231.6,0,61.265
"Technology","United Kingdom","2022-10-01","2038",0,0,0,113251.2,0,18.424
"Finance","Japan","2022-10-01","2038",0,0,0,35786.5,0,5.82
"Finance","Netherlands","2022-10-01","2038",0,0,0,112502.1,0,18.274
"Marketing","USA","2022-10-01","2038",0,0,0,18035.8,0,2.944
"Sales","France","2022-10-01","2038",0,0,0,85529,0,13.859
"Finance","United Kingdom","2022-10-01","2038",0,0,0,19330.9,0,3.093
"Sales","Netherlands","2022-10-01","2038",0,0,0,276295.8,0,44.95
"HR","Germany","2022-10-01","2038",0,0,0,87802.4,0,14.225
"Technology","Netherlands","2022-10-01","2038",0,0,0,317681.5,0,52.36
"Sales","Japan","2022-10-01","2038",0,0,0,209642.9,0,34.258
"Marketing","Germany","2022-10-01","2038",0,0,0,117057.6,0,18.443
"HR","Japan","2022-10-01","2038",0,0,0,7777,0,1.252
"HR","USA","2022-10-01","2038",0,0,0,53809.7,0,8.611
"Technology","USA","2022-10-01","2038",0,0,0,64514.4,0,10.505
"HR","France","2022-10-01","2038",0,0,0,127103,0,20.696
"Marketing","France","2022-10-01","2038",0,0,0,242675,0,39.703
"HR","United Kingdom","2022-10-01","2038",0,0,0,27836.8,0,4.514
"Finance","USA","2022-10-01","2038",0,0,0,154223.2,0,25.058
"Sales","Germany","2022-10-01","2038",0,0,0,150632.7,0,24.544
"Finance","India","2022-10-01","2038",0,0,0,183544.5,0,30.114
"Finance","Australia","2022-10-01","2038",0,0,0,72864.2,0,11.877
"Technology","Japan","2022-10-01","2038",0,0,0,117110.9,0,19.092
"HR","Canada","2022-10-01","2038",0,0,0,228125.5,0,36.638
"HR","Netherlands","2022-10-01","2038",0,0,0,45639,0,7.457
"Marketing","Australia","2022-10-01","2038",0,0,0,53463.8,0,8.494
"HR","India","2022-10-01","2038",0,0,0,30486.3,0,5.024
"Marketing","United Kingdom","2022-10-01","2038",0,0,0,69971.2,0,11.363
"Technology","India","2022-10-01","2038",0,0,0,21633.1,0,3.463
"Sales","United Kingdom","2022-10-01","2038",0,257,3078,1350206.2,0,223.229
"HR","Australia","2022-10-01","2038",0,530,2836,709101.6,0,117.251
"Technology","Australia","2022-10-01","2038",0,558,2588,463945.7,0,75.784
"Finance","Germany","2022-10-01","2038",0,293,1292,484037.6,0,77.844
"Technology","Canada","2022-10-01","2038",0,286,414,95955.4,0,15.339
"Marketing","Japan","2022-10-01","2038",0,277,390,79784.3,0,13.166
"Sales","Canada","2022-10-01","2038",0,251,367,175229.6,0,28.41
"Marketing","Canada","2022-10-01","2038",0,540,278,44479.7,0,7.168
"Sales","Australia","2022-10-01","2038",0,249,226,85691.2,0,13.964
"Marketing","Netherlands","2022-10-01","2038",0,270,152,76927.1,0,12.577
"Finance","Canada","2022-10-01","2038",0,273,150,53912,0,8.738
"Marketing","India","2022-10-01","2038",0,259,38,18428.8,0,3.008
"Technology","Netherlands","2022-10-01","2039",0,0,0,408740.7,0,67.368
"Finance","India","2022-10-01","2039",0,0,0,161039.5,0,26.421
"Finance","USA","2022-10-01","2039",0,0,0,123091.9,0,20
"Sales","Japan","2022-10-01","2039",0,0,0,217403.5,0,35.526
"HR","United Kingdom","2022-10-01","2039",0,0,0,43606.1,0,7.071
"Marketing","France","2022-10-01","2039",0,0,0,59702.7,0,9.768
"HR","Japan","2022-10-01","2039",0,0,0,16676.3,0,2.684
"Sales","Netherlands","2022-10-01","2039",0,0,0,8446.4,0,1.374
"HR","USA","2022-10-01","2039",0,0,0,38429.8,0,6.15
"Finance","France","2022-10-01","2039",0,0,0,297917.5,0,48.897
"Technology","Germany","2022-10-01","2039",0,0,0,33535.8,0,5.365
"Technology","France","2022-10-01","2039",0,0,0,27393.7,0,4.463
"HR","Netherlands","2022-10-01","2039",0,0,0,294966.3,0,48.197
"Sales","USA","2022-10-01","2039",0,0,0,97827.7,0,15.721
"Finance","Netherlands","2022-10-01","2039",0,0,0,182919.4,0,29.712
"Marketing","Germany","2022-10-01","2039",0,0,0,80911.9,0,12.748
"Finance","Australia","2022-10-01","2039",0,0,0,123522,0,20.135
"Marketing","Australia","2022-10-01","2039",0,0,0,75749.4,0,12.035
"Finance","United Kingdom","2022-10-01","2039",0,0,0,122636.9,0,19.624
"Sales","India","2022-10-01","2039",0,0,0,17765.5,0,2.868
"Sales","France","2022-10-01","2039",0,0,0,120976.9,0,19.603
"HR","India","2022-10-01","2039",0,0,0,89443.7,0,14.741
"HR","France","2022-10-01","2039",0,0,0,26534.4,0,4.32
"Marketing","USA","2022-10-01","2039",0,0,0,151233.7,0,24.685
"Technology","United Kingdom","2022-10-01","2039",0,0,0,73918.4,0,12.025
"Finance","Japan","2022-10-01","2039",0,0,0,1265680.2,0,205.839
"Sales","Germany","2022-10-01","2039",0,0,0,67300.9,0,10.966
"Technology","Japan","2022-10-01","2039",0,0,0,210405.9,0,34.301
"Technology","USA","2022-10-01","2039",0,0,0,257818.1,0,41.98
"HR","Canada","2022-10-01","2039",0,0,0,159346.4,0,25.592
"Technology","India","2022-10-01","2039",0,0,0,6030.7,0,0.965
"Marketing","United Kingdom","2022-10-01","2039",0,0,0,2640.4,0,0.429
"HR","Germany","2022-10-01","2039",0,0,0,123863.3,0,20.067
"HR","Australia","2022-10-01","2039",0,530,3024,756031.2,0,125.011
"Technology","Australia","2022-10-01","2039",0,558,2306,413399,0,67.528
"Sales","United Kingdom","2022-10-01","2039",0,257,1069,469086.5,0,77.554
"Marketing","Canada","2022-10-01","2039",0,540,868,138491.4,0,22.318
"Technology","Canada","2022-10-01","2039",0,286,531,122989.7,0,19.661
"Sales","Australia","2022-10-01","2039",0,249,310,117661.8,0,19.174
"Marketing","Japan","2022-10-01","2039",0,277,279,57138.9,0,9.429
"Finance","Canada","2022-10-01","2039",0,273,151,54233.2,0,8.79
"Finance","Germany","2022-10-01","2039",0,293,137,51318.9,0,8.253
"Marketing","Netherlands","2022-10-01","2039",0,270,125,63407.5,0,10.367
"Sales","Canada","2022-10-01","2039",0,251,102,48907.7,0,7.929
"Marketing","India","2022-10-01","2039",0,259,55,26613.9,0,4.344
"HR","United Kingdom","2022-10-01",,0,0,0,62.1,0,0
