"ProjectName","ProjectId","LastProcessedDate","MitigationType","ProjectExternaId","ReportDate","BusinessRegion","CountryCode3Digits","AdditionalBenefits","ProjectType","Country","TotalPurchasedCredits","CostPerUnit","AvgCreditsPurchased","TotalAllocatedCredits","CreditsAvailable","CreditsAllocated","AvgPrice","TotalAvailableCredits","SustainabilityCredits","CreditsPurchased"
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2016-05-13","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,80,50,1150,4,2,24,1350,750,1
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2023-02-22","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,10,1150,5,4,24,1350,750,1
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2014-05-10","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,30,20,1150,2,2,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2020-10-13","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,50,1150,1,1,24,1350,750,2
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2023-06-09","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,30,20,1150,3,4,24,1350,750,1
"Carbon Credit Project 63",,"2023-09-18","Avoidance","SDO.1063","2014-04-23","EMEA","JOR","Biodiversity","Forestry and Land Use","Jordan",2500,20,10,1150,1,2,24,1350,750,1
"Carbon Credit Project 31 - IND",,"2023-09-18","Removal","SDO.1031","2019-01-04","APAC","IND","Education","Household Devices","India",2500,20,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2023-08-16","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,30,1150,1,3,24,1350,750,1
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2016-11-29","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,70,80,1150,3,3,24,1350,750,2
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2015-06-03","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 66",,"2023-09-18","Removal","SDO.1066","2023-06-13","EMEA","DZA","Biodiversity","Transportation","Algeria",2500,40,70,1150,4,3,24,1350,750,1
"Carbon Credit Project 63",,"2023-09-18","Avoidance","SDO.1063","2014-08-17","EMEA","JOR","Biodiversity","Forestry and Land Use","Jordan",2500,20,50,1150,5,2,24,1350,750,1
"Carbon Credit Project 31 - IND",,"2023-09-18","Removal","SDO.1031","2017-06-21","APAC","IND","Education","Household Devices","India",2500,30,90,1150,4,5,24,1350,750,1
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2022-07-18","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,20,1150,1,2,24,1350,750,1
"Carbon Credit Project 66",,"2023-09-18","Removal","SDO.1066","2019-11-16","EMEA","DZA","Biodiversity","Transportation","Algeria",2500,30,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2018-09-17","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,10,1150,5,1,24,1350,750,2
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2022-06-24","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,30,30,1150,5,2,24,1350,750,1
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2015-02-10","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,20,50,1150,3,3,24,1350,750,1
"Carbon Credit Project 31 - IND",,"2023-09-18","Removal","SDO.1031","2015-10-21","APAC","IND","Education","Household Devices","India",2500,20,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 66",,"2023-09-18","Removal","SDO.1066","2023-05-13","EMEA","DZA","Biodiversity","Transportation","Algeria",2500,40,50,1150,4,3,24,1350,750,1
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2022-10-09","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,20,30,1150,3,2,24,1350,750,1
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2021-09-12","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,40,20,1150,5,1,24,1350,750,1
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2022-09-06","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,20,1150,3,2,24,1350,750,1
"Carbon Credit Project 63",,"2023-09-18","Avoidance","SDO.1063","2019-06-15","EMEA","JOR","Biodiversity","Forestry and Land Use","Jordan",2500,30,10,1150,4,2,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2016-08-05","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,20,1150,1,2,24,1350,750,1
"Carbon Credit Project 63",,"2023-09-18","Avoidance","SDO.1063","2017-01-23","EMEA","JOR","Biodiversity","Forestry and Land Use","Jordan",2500,20,10,1150,4,4,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2020-04-10","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,10,1150,1,2,24,1350,750,1
"Carbon Credit Project 66",,"2023-09-18","Removal","SDO.1066","2020-10-17","EMEA","DZA","Biodiversity","Transportation","Algeria",2500,40,60,1150,2,1,24,1350,750,1
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2017-01-01","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,30,20,1150,3,4,24,1350,750,1
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2020-09-20","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,10,1150,4,1,24,1350,750,1
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2021-08-06","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,20,30,1150,3,1,24,1350,750,1
"Carbon Credit Project 31 - IND",,"2023-09-18","Removal","SDO.1031","2016-11-29","APAC","IND","Education","Household Devices","India",2500,30,100,1150,1,2,24,1350,750,1
"Carbon Credit Project 31 - IND",,"2023-09-18","Removal","SDO.1031","2019-05-26","APAC","IND","Education","Household Devices","India",2500,30,100,1150,4,3,24,1350,750,1
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2023-04-13","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,30,10,1150,3,3,24,1350,750,2
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2023-12-29","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,70,30,1150,3,3,24,1350,750,2
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2020-10-11","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,10,1150,2,1,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2017-10-30","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,20,50,1150,3,5,24,1350,750,2
"Carbon Credit Project 66",,"2023-09-18","Removal","SDO.1066","2023-02-10","EMEA","DZA","Biodiversity","Transportation","Algeria",2500,40,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 63",,"2023-09-18","Avoidance","SDO.1063","2014-10-31","EMEA","JOR","Biodiversity","Forestry and Land Use","Jordan",2500,20,80,1150,3,2,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2022-08-19","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,50,1150,2,2,24,1350,750,1
"Carbon Credit Project 31 - IND",,"2023-09-18","Removal","SDO.1031","2023-01-06","APAC","IND","Education","Household Devices","India",2500,20,100,1150,1,4,24,1350,750,2
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2020-10-12","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,20,1150,3,1,24,1350,750,1
"Carbon Credit Project 63",,"2023-09-18","Avoidance","SDO.1063","2019-06-11","EMEA","JOR","Biodiversity","Forestry and Land Use","Jordan",2500,20,60,1150,4,3,24,1350,750,1
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2021-11-27","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,30,20,1150,3,1,24,1350,750,1
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2023-05-09","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,30,40,1150,5,3,24,1350,750,1
"Carbon Credit Project 66",,"2023-09-18","Removal","SDO.1066","2016-02-19","EMEA","DZA","Biodiversity","Transportation","Algeria",2500,40,60,1150,4,2,24,1350,750,1
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2017-01-30","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,80,1150,5,5,24,1350,750,1
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2019-03-24","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,20,20,1150,5,3,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2022-08-23","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,10,1150,5,2,24,1350,750,1
"Carbon Credit Project 31 - IND",,"2023-09-18","Removal","SDO.1031","2020-01-25","APAC","IND","Education","Household Devices","India",2500,30,100,1150,2,1,24,1350,750,1
"Carbon Credit Project 63",,"2023-09-18","Avoidance","SDO.1063","2016-05-23","EMEA","JOR","Biodiversity","Forestry and Land Use","Jordan",2500,30,80,1150,5,2,24,1350,750,1
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2019-12-31","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,10,70,1150,3,3,24,1350,750,2
"Carbon Credit Project 66",,"2023-09-18","Removal","SDO.1066","2018-12-08","EMEA","DZA","Biodiversity","Transportation","Algeria",2500,40,30,1150,1,2,24,1350,750,1
"Carbon Credit Project 31 - IND",,"2023-09-18","Removal","SDO.1031","2021-11-27","APAC","IND","Education","Household Devices","India",2500,20,90,1150,3,1,24,1350,750,1
"Carbon Credit Project 66",,"2023-09-18","Removal","SDO.1066","2021-07-25","EMEA","DZA","Biodiversity","Transportation","Algeria",2500,40,20,1150,1,1,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2014-03-02","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,10,1150,4,2,24,1350,750,1
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2023-05-22","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,20,30,1150,3,4,24,1350,750,1
"Carbon Credit Project 63",,"2023-09-18","Avoidance","SDO.1063","2015-05-27","EMEA","JOR","Biodiversity","Forestry and Land Use","Jordan",2500,30,30,1150,3,3,24,1350,750,2
"Carbon Credit Project 64",,"2023-09-18","Sequestration","SDO.1064","2017-07-15","EMEA","LSO","Biodiversity","Fuel Switching","Lesotho",2500,20,70,1150,4,5,24,1350,750,1
"Carbon Credit Project 104",,"2023-09-18","Reduction","SDO.10104","2014-05-15","EMEA","ISR","Biodiversity","Forestry and Land Use","Israel",2500,30,30,1150,5,2,24,1350,750,1
"Carbon Credit Project 50",,"2023-09-18","Removal","SDO.1050","2014-06-05","EMEA","LTU","Biodiversity","Renewable Energy","Lithuania",2500,30,30,1150,4,3,24,1350,750,2
"Carbon Credit Project 76",,"2023-09-18","Removal","SDO.1076","2017-11-26","EMEA","NLD","Biodiversity","Agriculture","Netherlands",2500,30,40,1150,4,4,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2020-01-28","LATAM","BRA","Health","Waste Disposal","Brazil",2500,40,90,1150,5,1,24,1350,750,1
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2014-11-09","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,30,70,1150,2,3,24,1350,750,2
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2020-07-22","APAC","IND","Biodiversity","Waste Disposal","India",2500,40,90,1150,5,2,24,1350,750,1
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2019-11-13","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,30,70,1150,1,3,24,1350,750,1
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2015-12-17","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,30,30,1150,2,3,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2020-12-27","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,20,70,1150,4,1,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2018-05-27","LATAM","BRA","Health","Waste Disposal","Brazil",2500,30,90,1150,4,1,24,1350,750,1
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2014-08-21","APAC","IND","Biodiversity","Waste Disposal","India",2500,40,90,1150,2,2,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2023-06-09","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2022-03-27","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,30,20,1150,4,2,24,1350,750,1
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2014-07-03","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,20,30,1150,5,3,24,1350,750,2
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2017-03-11","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,20,80,1150,5,5,24,1350,750,1
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2014-12-10","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,20,40,1150,2,3,24,1350,750,1
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2023-03-06","APAC","IND","Biodiversity","Waste Disposal","India",2500,40,90,1150,4,3,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2019-12-20","LATAM","BRA","Health","Waste Disposal","Brazil",2500,40,90,1150,5,3,24,1350,750,1
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2015-11-04","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,30,20,1150,4,3,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2021-11-10","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,20,1150,2,1,24,1350,750,1
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2015-01-16","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,30,10,1150,1,3,24,1350,750,2
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2023-11-14","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,20,70,1150,5,3,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2023-06-11","LATAM","BRA","Health","Waste Disposal","Brazil",2500,40,90,1150,2,3,24,1350,750,1
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2022-08-05","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,20,20,1150,1,2,24,1350,750,2
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2015-02-12","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,60,1150,1,3,24,1350,750,2
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2017-10-12","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,20,20,1150,4,4,24,1350,750,1
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2023-12-01","APAC","IND","Biodiversity","Waste Disposal","India",2500,40,90,1150,3,4,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2019-02-05","LATAM","BRA","Health","Waste Disposal","Brazil",2500,40,90,1150,1,3,24,1350,750,2
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2014-08-14","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,30,60,1150,4,2,24,1350,750,1
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2016-08-18","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,20,10,1150,5,2,24,1350,750,1
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2020-06-18","APAC","IND","Biodiversity","Waste Disposal","India",2500,40,100,1150,3,2,24,1350,750,1
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2020-01-03","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,20,30,1150,5,1,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2020-02-08","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,40,1150,1,1,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2022-06-27","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,80,1150,3,2,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2021-10-03","LATAM","BRA","Health","Waste Disposal","Brazil",2500,40,90,1150,4,1,24,1350,750,2
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2017-12-23","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,30,20,1150,1,5,24,1350,750,1
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2020-11-21","APAC","IND","Biodiversity","Waste Disposal","India",2500,30,100,1150,5,1,24,1350,750,1
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2021-10-10","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,20,30,1150,2,1,24,1350,750,1
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2018-01-12","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,20,20,1150,2,2,24,1350,750,2
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2021-09-17","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,20,10,1150,2,1,24,1350,750,1
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2016-05-10","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,20,20,1150,4,2,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2018-02-21","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,30,1150,1,1,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2014-02-06","LATAM","BRA","Health","Waste Disposal","Brazil",2500,40,90,1150,4,2,24,1350,750,1
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2018-01-04","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,20,80,1150,4,2,24,1350,750,2
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2023-07-04","APAC","IND","Biodiversity","Waste Disposal","India",2500,40,100,1150,4,4,24,1350,750,1
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2019-03-06","APAC","IND","Biodiversity","Waste Disposal","India",2500,40,90,1150,3,2,24,1350,750,1
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2016-06-25","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,20,20,1150,2,2,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2016-02-22","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2020-07-07","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,30,20,1150,3,1,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2023-12-03","LATAM","BRA","Health","Waste Disposal","Brazil",2500,40,90,1150,4,4,24,1350,750,1
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2015-06-18","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,20,30,1150,4,3,24,1350,750,1
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2016-12-07","APAC","IND","Biodiversity","Waste Disposal","India",2500,30,90,1150,3,2,24,1350,750,2
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2021-12-17","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,20,30,1150,2,1,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2022-07-20","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,20,1150,5,2,24,1350,750,2
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2014-01-07","LATAM","BRA","Health","Waste Disposal","Brazil",2500,40,90,1150,1,2,24,1350,750,1
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2014-12-18","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,30,30,1150,1,3,24,1350,750,1
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2014-06-13","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,20,80,1150,5,2,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2014-06-19","LATAM","BRA","Health","Waste Disposal","Brazil",2500,30,90,1150,4,3,24,1350,750,2
"Carbon Credit Project 30 - IND",,"2023-09-18","Reduction","SDO.1030","2017-03-13","APAC","IND","Biodiversity","Waste Disposal","India",2500,40,100,1150,5,5,24,1350,750,1
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2020-08-24","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,30,10,1150,3,1,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2023-05-03","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,10,1150,1,4,24,1350,750,1
"Carbon Credit Project 91",,"2023-09-18","Removal","SDO.1091","2022-07-11","EMEA","TZA","Biodiversity","Fuel Switching","Tanzania, United Republic of",2500,20,80,1150,1,2,24,1350,750,2
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2020-10-05","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,20,50,1150,3,1,24,1350,750,1
"Carbon Credit Project 13 - BRA",,"2023-09-18","Sequestration","SDO.1013","2021-04-22","LATAM","BRA","Health","Waste Disposal","Brazil",2500,40,90,1150,5,1,24,1350,750,2
"Carbon Credit Project 103",,"2023-09-18","Removal","SDO.10103","2016-06-12","EMEA","ALB","Biodiversity","Fuel Switching","Albania",2500,20,10,1150,3,2,24,1350,750,1
"Carbon Credit Project 90",,"2023-09-18","Sequestration","SDO.1090","2014-11-09","EMEA","FRA","Biodiversity","Forestry and Land Use","France",2500,20,60,1150,5,2,24,1350,750,1
"Solar Farm","0uhB00000008OMSIA2","2023-09-18","Avoidance","SDO.001","2016-12-12","LATAM","MEX","Energy Access","Renewable Energy","Mexico",2500,30,10,1150,5,2,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2018-12-08","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,40,30,1150,1,2,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2021-03-11","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,90,10,1150,1,1,24,1350,750,1
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2014-08-03","EMEA","ESP","Energy Access","Agriculture","Spain",2500,20,80,1150,5,3,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2017-01-08","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,20,50,1150,4,4,24,1350,750,1
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2020-05-24","EMEA","IRL","Education","Renewable Energy","Ireland",2500,30,20,1150,5,1,24,1350,750,1
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2018-08-27","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,20,30,1150,5,2,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2020-12-11","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,60,20,1150,3,2,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2022-10-04","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,40,80,1150,2,2,24,1350,750,2
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2014-01-03","EMEA","ESP","Energy Access","Agriculture","Spain",2500,20,100,1150,5,2,24,1350,750,1
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2021-01-05","EMEA","IRL","Education","Renewable Energy","Ireland",2500,30,60,1150,4,1,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2018-08-02","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,20,20,1150,4,1,24,1350,750,1
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2018-10-30","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,30,70,1150,2,2,24,1350,750,1
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2018-07-17","EMEA","IRL","Education","Renewable Energy","Ireland",2500,30,30,1150,3,2,24,1350,750,1
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2017-08-07","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,30,20,1150,5,4,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2015-03-14","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,20,10,1150,4,3,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2018-03-07","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,30,40,1150,1,2,24,1350,750,2
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2016-10-31","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,30,30,1150,1,2,24,1350,750,1
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2021-01-18","EMEA","ESP","Energy Access","Agriculture","Spain",2500,20,90,1150,2,1,24,1350,750,1
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2018-01-28","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,30,20,1150,3,1,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2018-05-07","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,50,10,1150,4,2,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2014-04-09","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,20,10,1150,2,2,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2020-06-28","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,30,10,1150,4,1,24,1350,750,1
