"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","ActivitySourceType","AssetType","Asset","Country","AssetExternalId","AccountExternalId","AssetId","AccountName","AverageRisk","WaterRisk","WaterStress","AverageWithdrawal","AverageQuantifiedRisk","QuantifiedRisk","AverageConsumption","AverageDischarge","AverageStress"
,"2020-04-09","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,70,70,803,546,70,803,765,90
,"2017-04-22","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,60,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2012-01-19","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,20,1032,413,100,1067,413,50
,"2021-11-27","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,70,90,803,546,80,803,765,90
,"2021-05-26","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,90,1255,1255,50
"001B000001SklaOIAR","2023-01-03","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,70,1032,413,90,1067,413,50
,"2019-07-04","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,50,80,803,546,60,803,765,90
,"2013-09-27","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,50,50,1255,278,30,1255,1255,50
,"2016-08-25","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,10,50,803,546,30,803,765,90
"001B000001SklaOIAR","2012-09-25","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,10,90,1032,413,70,1067,413,50
,"2013-01-22","2023-09-18","EMEA","GRB","Ground Water - Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,10,20,1255,278,100,1255,1255,50
"001B000001SklaOIAR","2021-06-16","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,60,1032,413,80,1067,413,50
,"2020-02-15","2023-09-18","APAC","IND","Ground Water - Non-Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,60,80,803,546,70,803,765,90
,"2021-04-03","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,90,1255,1255,50
"001B000001SklaOIAR","2017-12-05","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,40,1032,413,30,1067,413,50
,"2019-12-22","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,60,70,803,546,60,803,765,90
,"2018-11-30","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,40,60,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2017-04-04","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,40,1032,413,40,1067,413,50
,"2022-06-06","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,70,803,546,90,803,765,90
"001B000001SklaOIAR","2015-11-05","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,50,1032,413,80,1067,413,50
,"2023-12-02","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
,"2016-10-25","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,10,60,1255,278,30,1255,1255,50
,"2020-06-28","2023-09-18","EMEA","GRB","Fresh Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,70,1255,278,70,1255,1255,50
,"2023-10-08","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
"001B000001SklaOIAR","2013-06-09","2023-09-18","AMER","MEX","Sea Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,60,1032,413,60,1067,413,50
"001B000001SklaOIAR","2017-07-31","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,40,1032,413,30,1067,413,50
,"2022-02-07","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,80,1255,278,100,1255,1255,50
,"2018-11-12","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,40,70,803,546,40,803,765,90
"001B000001SklaOIAR","2022-06-27","2023-09-18","AMER","MEX","Ground Water - Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,70,1032,413,90,1067,413,50
,"2014-02-16","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,80,1255,278,30,1255,1255,50
,"2023-03-08","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
"001B000001SklaOIAR","2018-05-07","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,50,1032,413,40,1067,413,50
,"2019-11-20","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,60,70,803,546,60,803,765,90
,"2021-10-27","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,90,1255,1255,50
"001B000001SklaOIAR","2018-01-19","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,40,1032,413,50,1067,413,50
,"2020-08-20","2023-09-18","EMEA","GRB","Ground Water - Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,80,1255,278,70,1255,1255,50
,"2019-09-30","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,50,70,803,546,60,803,765,90
,"2012-02-09","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,60,1255,278,10,1255,1255,50
"001B000001SklaOIAR","2015-01-25","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,40,90,1032,413,40,1067,413,50
,"2023-12-01","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
,"2022-01-30","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,100,1255,1255,50
,"2018-03-09","2023-09-18","APAC","IND","Ground Water - Non-Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,30,70,803,546,40,803,765,90
"001B000001SklaOIAR","2021-02-20","2023-09-18","AMER","MEX","Sea Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,60,1032,413,70,1067,413,50
,"2019-02-24","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,70,1255,278,60,1255,1255,50
,"2021-12-01","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,70,80,803,546,90,803,765,90
"001B000001SklaOIAR","2013-01-02","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,60,70,1032,413,20,1067,413,50
,"2020-04-10","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,70,1255,278,70,1255,1255,50
"001B000001SklaOIAR","2012-11-25","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,90,1032,413,70,1067,413,50
,"2013-01-11","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,50,60,803,546,60,803,765,90
,"2023-06-15","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
"001B000001SklaOIAR","2012-11-24","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,50,1032,413,80,1067,413,50
,"2017-08-26","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,60,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2020-04-07","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,60,1032,413,60,1067,413,50
,"2013-02-23","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,30,80,803,546,50,803,765,90
,"2015-02-18","2023-09-18","EMEA","GRB","Fresh Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,10,70,1255,278,100,1255,1255,50
"001B000001SklaOIAR","2018-04-27","2023-09-18","AMER","MEX","Sea Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,40,50,1032,413,40,1067,413,50
,"2022-01-02","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,80,1255,278,90,1255,1255,50
,"2017-05-15","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,30,60,803,546,30,803,765,90
,"2015-07-24","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,70,1255,278,80,1255,1255,50
,"2018-09-30","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,30,70,803,546,40,803,765,90
"001B000001SklaOIAR","2016-07-11","2023-09-18","AMER","MEX","Sea Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,40,1032,413,30,1067,413,50
"001B000001SklaOIAR","2021-09-20","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,60,1032,413,80,1067,413,50
,"2023-12-27","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
,"2016-06-26","2023-09-18","EMEA","GRB","Fresh Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,20,60,1255,278,30,1255,1255,50
,"2018-08-13","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,40,60,803,546,40,803,765,90
,"2018-01-25","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,70,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2019-12-31","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,40,50,1032,413,50,1067,413,50
,"2014-11-03","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,30,1255,278,50,1255,1255,50
"001B000001SklaOIAR","2013-05-01","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,10,1032,413,50,1067,413,50
,"2019-06-15","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,60,70,803,546,60,803,765,90
"001B000001SklaOIAR","2017-11-26","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,40,1032,413,20,1067,413,50
,"2023-02-06","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
,"2020-12-20","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,70,1255,278,70,1255,1255,50
,"2014-02-07","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,60,40,803,546,100,803,765,90
,"2018-10-25","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,70,1255,278,40,1255,1255,50
"001B000001SklaOIAR","2013-08-27","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,20,1032,413,70,1067,413,50
,"2020-07-26","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,80,1255,278,70,1255,1255,50
,"2018-10-24","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,40,60,803,546,40,803,765,90
"001B000001SklaOIAR","2019-02-26","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,50,1032,413,60,1067,413,50
"001B000001SklaOIAR","2023-07-10","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,70,1032,413,100,1067,413,50
,"2017-09-28","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,20,60,803,546,30,803,765,90
,"2022-01-16","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,90,1255,1255,50
,"2023-12-21","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
"001B000001SklaOIAR","2015-05-09","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,40,20,1032,413,40,1067,413,50
,"2020-01-08","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,70,1255,278,70,1255,1255,50
,"2015-01-24","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,30,50,803,546,20,803,765,90
,"2018-12-22","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,40,70,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2012-07-04","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,80,1032,413,100,1067,413,50
,"2020-02-26","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,60,70,803,546,70,803,765,90
,"2021-03-10","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,80,1255,1255,50
"001B000001SklaOIAR","2017-08-31","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,40,1032,413,30,1067,413,50
,"2021-06-08","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,90,1255,1255,50
,"2014-02-23","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,50,20,803,546,50,803,765,90
"001B000001SklaOIAR","2016-11-04","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,30,1032,413,20,1067,413,50
,"2017-12-23","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,30,60,803,546,30,803,765,90
"001B000001SklaOIAR","2019-12-07","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,50,1032,413,50,1067,413,50
,"2012-03-30","2023-09-18","EMEA","GRB","Ground Water - Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,20,50,1255,278,40,1255,1255,50
,"2015-06-07","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,40,60,1255,278,60,1255,1255,50
,"2018-12-09","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,30,70,803,546,40,803,765,90
"001B000001SklaOIAR","2019-08-18","2023-09-18","AMER","MEX","Sea Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,50,1032,413,60,1067,413,50
,"2020-12-08","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,70,1255,278,70,1255,1255,50
"001B000001SklaOIAR","2022-02-25","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,70,1032,413,80,1067,413,50
,"2023-08-14","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
,"2012-12-12","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,50,20,803,546,10,803,765,90
"001B000001SklaOIAR","2022-01-27","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,60,1032,413,90,1067,413,50
,"2013-07-17","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,10,1255,278,80,1255,1255,50
,"2020-01-14","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,80,1255,278,70,1255,1255,50
,"2015-03-30","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,10,30,803,546,40,803,765,90
"001B000001SklaOIAR","2012-08-16","2023-09-18","AMER","MEX","Ground Water - Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,40,70,1032,413,20,1067,413,50
,"2017-11-14","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,20,60,803,546,30,803,765,90
"001B000001SklaOIAR","2019-05-15","2023-09-18","AMER","MEX","Ground Water - Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,50,1032,413,50,1067,413,50
,"2022-03-15","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,90,1255,278,90,1255,1255,50
,"2013-12-06","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,50,1255,278,20,1255,1255,50
,"2023-11-22","2023-09-18","APAC","IND","Ground Water - Non-Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
"001B000001SklaOIAR","2013-04-09","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,40,70,1032,413,60,1067,413,50
,"2013-07-04","2023-09-18","EMEA","GRB","Fresh Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,90,1255,278,100,1255,1255,50
"001B000001SklaOIAR","2015-01-14","2023-09-18","AMER","MEX","Ground Water - Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,20,1032,413,100,1067,413,50
,"2020-01-24","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,60,70,803,546,70,803,765,90
,"2015-08-13","2023-09-18","EMEA","GRB","Ground Water - Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,30,1255,278,50,1255,1255,50
"001B000001SklaOIAR","2023-08-23","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,70,1032,413,90,1067,413,50
,"2013-04-16","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,50,60,803,546,10,803,765,90
"001B000001SklaOIAR","2012-12-22","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,90,1032,413,70,1067,413,50
,"2014-07-02","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,10,40,803,546,80,803,765,90
,"2019-11-15","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,70,1255,278,60,1255,1255,50
,"2023-06-20","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
,"2016-11-21","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,20,50,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2015-08-24","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,40,1032,413,50,1067,413,50
,"2023-09-11","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
,"2022-07-17","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,80,1255,278,90,1255,1255,50
"001B000001SklaOIAR","2018-05-28","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,50,1032,413,50,1067,413,50
,"2014-06-26","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,20,20,1255,278,90,1255,1255,50
,"2016-07-27","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,10,50,803,546,30,803,765,90
"001B000001SklaOIAR","2014-02-15","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,30,1032,413,10,1067,413,50
,"2023-05-28","2023-09-18","EMEA","GRB","Ground Water - Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,90,1255,278,100,1255,1255,50
,"2022-09-16","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,80,803,546,90,803,765,90
"001B000001SklaOIAR","2016-10-15","2023-09-18","AMER","MEX","Sea Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,40,1032,413,30,1067,413,50
"001B000001SklaOIAR","2012-04-30","2023-09-18","AMER","MEX","Ground Water - Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,40,60,1032,413,70,1067,413,50
,"2019-06-18","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,70,1255,278,70,1255,1255,50
,"2013-07-28","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,10,90,803,546,40,803,765,90
,"2021-03-24","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,70,80,803,546,80,803,765,90
"001B000001SklaOIAR","2022-11-02","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,60,1032,413,80,1067,413,50
