"Supplier_Tier","HasScoreCard","Emission_Calculation_Method","LastProcessedDate","Rank","Date","SupplierExternalId","Emissions_Reduction_Type","Reporting_Scope","SupplierId","Score_Card_Status","SBTI_Target_Status","Supplier","Location","Reported_Emissions","Procurement_Expense","ScoreCardOrder","Calculated_Emissions","Procurement_Emissions","Expense_Ratio","Contribution_to_Total_Emissions","Contribution_total_Emissions_Card","RankNro"
"Tier 1","No","None","2023-09-18","46","2022-11-13","Supplier11","1.5 °C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","USA",6500,200,,4875,233,1.165,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-11-30","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","India",5500,400000,,4125,233,0.000583,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-02-05","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","USA",3500,150000,,2625,233,0.001553,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-02-02","Supplier11","1.5 °C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Canada",5500,300,,4125,233,0.776667,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-02-27","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","UK",3500,30000,,2625,233,0.007767,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-01-28","Supplier11","3°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","USA",5500,400000,,4125,233,0.000583,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-06-07","Supplier11","3°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","India",6500,250,,4875,233,0.932,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-12-22","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Canada",5500,300,,4125,233,0.776667,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-04-29","Supplier11","1.5 °C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","USA",6500,200,,4875,233,1.165,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-01-26","Supplier11","1.5 °C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Germany",6500,300,,4875,233,0.776667,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-11-16","Supplier11","3°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","UK",3500,250,,2625,233,0.932,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-03-09","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","UK",4500,500000,,3375,233,0.000466,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-06-04","Supplier11","1.5 °C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","UK",6500,15000,,4875,233,0.015533,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-04-10","Supplier11","1.5 °C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Australia",5500,20000,,4125,233,0.01165,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-08-09","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","UK",3500,300,,2625,233,0.776667,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-03-05","Supplier11","1.5 °C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Germany",5500,20000,,4125,233,0.01165,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-07-01","Supplier11","1.5 °C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Canada",5500,300,,4125,233,0.776667,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-08-24","Supplier11","3°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Australia",6500,150000,,4875,233,0.001553,1,0.093244,46
"Tier 1","No","None","2023-09-18","44","2023-10-08","Supplier126","3°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","UK",4500,30000,,3375,86,0.002867,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-08-17","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",3500,20000,2,2625,403,0.02015,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-05-26","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Australia",5500,20000,,4125,2194,0.1097,1,0.8775,16
"Tier 1","No","None","2023-09-18","16","2023-09-16","Supplier3","1.5 °C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","UK",4500,20000,,3375,2194,0.1097,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2022-09-25","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","USA",3500,300,,2625,86,0.286667,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-09-19","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",6500,400000,2,4875,403,0.001007,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-08-09","Supplier3","3°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Australia",5500,30000,,4125,2194,0.073133,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2022-11-28","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Canada",3500,250,,2625,86,0.344,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-12-08","Supplier16","1.5 °C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Germany",5500,150000,2,4125,403,0.002687,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-12-22","Supplier3","3°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Australia",3500,500000,,2625,2194,0.004388,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-03-14","Supplier16","1.5 °C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","USA",4500,200,2,3375,403,2.015,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2023-10-21","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","UK",6500,300,,4875,86,0.286667,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2023-12-14","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Canada",6500,500000,,4875,2194,0.004388,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-08-24","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",3500,15000,2,2625,403,0.026867,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2022-11-24","Supplier126","1.5 °C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","UK",3500,15000,,2625,86,0.005733,1,0.03436,44
"Tier 1","No","None","2023-09-18","44","2022-06-11","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Germany",5500,150000,,4125,86,0.000573,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2022-08-07","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","UK",6500,150000,,4875,2194,0.014627,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-11-20","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","USA",5500,30000,2,4125,403,0.013433,1,0.1613,2
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-10-10","Supplier16","1.5 °C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",4500,400000,2,3375,403,0.001007,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2022-12-03","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","USA",5500,20000,,4125,2194,0.1097,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2023-04-21","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Canada",5500,200,,4125,86,0.43,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-10-03","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",3500,400000,2,2625,403,0.001007,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2022-07-04","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","USA",3500,15000,,2625,86,0.005733,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2023-06-11","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Germany",6500,400000,,4875,2194,0.005485,1,0.8775,16
"Tier 1","No","None","2023-09-18","16","2022-11-26","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Canada",4500,20000,,3375,2194,0.1097,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-01-16","Supplier16","1.5 °C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","USA",3500,150000,2,2625,403,0.002687,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2022-06-13","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Canada",4500,30000,,3375,86,0.002867,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2023-11-21","Supplier3","3°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","UK",4500,150000,,3375,2194,0.014627,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2022-12-19","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Australia",6500,300,,4875,86,0.286667,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-09-25","Supplier16","3°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Canada",3500,200,2,2625,403,2.015,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-06-26","Supplier3","1.5 °C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Germany",5500,20000,,4125,2194,0.1097,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2023-01-14","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","USA",5500,20000,,4125,86,0.0043,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-11-14","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","UK",3500,30000,2,2625,403,0.013433,1,0.1613,2
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-12-21","Supplier16","1.5 °C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Australia",4500,300,2,3375,403,1.343333,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2022-11-30","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Australia",3500,500000,,2625,86,0.000172,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2023-02-22","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","India",4500,30000,,3375,2194,0.073133,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-08-16","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Germany",5500,15000,2,4125,403,0.026867,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2023-06-09","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","UK",3500,300,,2625,86,0.286667,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2022-02-14","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Australia",3500,150000,,2625,2194,0.014627,1,0.8775,16
"Tier 1","No","None","2023-09-18","16","2023-08-31","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","UK",6500,400000,,4875,2194,0.005485,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2023-09-09","Supplier126","1.5 °C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Australia",6500,150000,,4875,86,0.000573,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-05-31","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",4500,30000,2,3375,403,0.013433,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2023-11-01","Supplier126","3°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Australia",5500,20000,,4125,86,0.0043,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-06-22","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","USA",3500,200,2,2625,403,2.015,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-12-19","Supplier3","1.5 °C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Australia",6500,250,,4875,2194,8.776,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2022-09-27","Supplier126","3°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","India",6500,400000,,4875,86,0.000215,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2022-06-08","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Australia",5500,300,,4125,2194,7.313333,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-11-17","Supplier16","1.5 °C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",3500,250,2,2625,403,1.612,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2022-02-20","Supplier126","1.5 °C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","India",3500,250,,2625,86,0.344,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2022-10-21","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Australia",3500,250,,2625,2194,8.776,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-10-08","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",5500,150000,2,4125,403,0.002687,1,0.1613,2
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-08-12","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","USA",3500,15000,2,2625,403,0.026867,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2022-06-13","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Australia",6500,30000,,4875,86,0.002867,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2022-02-01","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Canada",4500,150000,,3375,2194,0.014627,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-11-23","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","UK",6500,30000,2,4875,403,0.013433,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2022-06-09","Supplier126","1.5 °C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Canada",6500,200,,4875,86,0.43,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2023-01-10","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Canada",6500,250,,4875,2194,8.776,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-07-15","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Germany",5500,20000,2,4125,403,0.02015,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2023-03-18","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","USA",6500,150000,,4875,86,0.000573,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2023-08-18","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Canada",6500,30000,,4875,2194,0.073133,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2023-11-27","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Germany",5500,500000,,4125,86,0.000172,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2022-04-26","Supplier3","1.5 °C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Australia",4500,20000,,3375,2194,0.1097,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-10-13","Supplier16","1.5 °C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","USA",4500,30000,2,3375,403,0.013433,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2023-11-25","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Australia",6500,15000,,4875,86,0.005733,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-11-05","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Canada",3500,200,2,2625,403,2.015,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-06-06","Supplier3","1.5 °C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Canada",3500,400000,,2625,2194,0.005485,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2022-10-02","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","India",6500,300,,4875,86,0.286667,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2022-10-21","Supplier3","1.5 °C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","UK",3500,30000,,2625,2194,0.073133,1,0.8775,16
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-09-19","Supplier16","1.5 °C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Australia",6500,30000,2,4875,403,0.013433,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-12-14","Supplier3","1.5 °C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","UK",4500,30000,,3375,2194,0.073133,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2022-07-26","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","UK",4500,250,,3375,86,0.344,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-02-24","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","UK",5500,400000,2,4125,403,0.001007,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2023-10-14","Supplier126","1.5 °C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Australia",3500,250,,2625,86,0.344,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-09-16","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Canada",6500,200,2,4875,403,2.015,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-03-11","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","India",5500,300,,4125,2194,7.313333,1,0.8775,16
"Tier 1","No","None","2023-09-18","16","2023-12-06","Supplier3","1.5 °C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","UK",5500,250,,4125,2194,8.776,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2023-07-25","Supplier126","1.5 °C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","India",6500,500000,,4875,86,0.000172,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2022-09-14","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",4500,500000,2,3375,403,0.000806,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-10-12","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","UK",3500,300,,2625,2194,7.313333,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2023-08-12","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","Germany",5500,30000,,4125,86,0.002867,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-07-10","Supplier16","1.5 °C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",3500,150000,2,2625,403,0.002687,1,0.1613,2
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-03-02","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","India",5500,250,2,4125,403,1.612,1,0.1613,2
"Tier 1","No","None","2023-09-18","44","2023-06-28","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","USA",4500,400000,,3375,86,0.000215,1,0.03436,44
"Tier 1","No","None","2023-09-18","16","2022-04-03","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Germany",6500,300,,4875,2194,7.313333,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2023-07-24","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","India",5500,500000,,4125,86,0.000172,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-11-12","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Canada",3500,15000,2,2625,403,0.026867,1,0.1613,2
"Tier 1","No","None","2023-09-18","16","2023-12-18","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Canada",6500,300,,4875,2194,7.313333,1,0.8775,16
"Tier 1","No","None","2023-09-18","16","2023-07-25","Supplier3","2°C","Scope 1 and 2","0eMB0000000Gy4pMAC",,"None","Allied Technologies","Germany",6500,500000,,4875,2194,0.004388,1,0.8775,16
"Tier 1","No","None","2023-09-18","44","2022-04-21","Supplier126","2°C",,"0eMB0000000GyJOMA0",,"None","Melbourne Water","USA",6500,20000,,4875,86,0.0043,1,0.03436,44
"Tier 1","Yes","Spend Based","2023-09-18","2","2023-04-24","Supplier16","2°C",,"0eMB0000000Gy4hMAC","Response Recived","None","Universal Containers","Germany",4500,20000,2,3375,403,0.02015,1,0.1613,2
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-01-18","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Germany",5500,250,4,4125,209,0.836,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-08-14","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Australia",5500,30000,4,4125,209,0.006967,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-11-30","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Germany",3500,30000,4,2625,209,0.006967,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-03-27","Supplier17","3°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Canada",4500,30000,4,3375,209,0.006967,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-07-20","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","USA",5500,20000,4,4125,209,0.01045,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-08-15","Supplier17","3°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Canada",6500,20000,4,4875,209,0.01045,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-01-13","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Germany",5500,15000,4,4125,209,0.013933,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-03-16","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Canada",3500,30000,4,2625,209,0.006967,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-10-22","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Germany",6500,150000,4,4875,209,0.001393,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-12-20","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","USA",5500,500000,4,4125,209,0.000418,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-11-11","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Germany",6500,150000,4,4875,209,0.001393,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-11-23","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","USA",4500,15000,4,3375,209,0.013933,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-11-30","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Canada",4500,30000,4,3375,209,0.006967,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-08-22","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Germany",3500,15000,4,2625,209,0.013933,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-05-30","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Canada",3500,15000,4,2625,209,0.013933,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-12-28","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Canada",5500,400000,4,4125,209,0.000523,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-01-29","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Australia",6500,200,4,4875,209,1.045,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-06-30","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Germany",3500,500000,4,2625,209,0.000418,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-03-16","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Australia",3500,15000,4,2625,209,0.013933,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-03-05","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","USA",3500,200,4,2625,209,1.045,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-04-19","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Germany",5500,200,4,4125,209,1.045,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-01-03","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Canada",3500,500000,4,2625,209,0.000418,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-07-21","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Australia",6500,500000,4,4875,209,0.000418,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-10-03","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","India",6500,500000,4,4875,209,0.000418,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-11-17","Supplier17","1.5 °C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Australia",3500,30000,4,2625,209,0.006967,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-10-14","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","USA",4500,300,4,3375,209,0.696667,1,0.0834,6
