"Supplier_Tier","HasScoreCard","Emission_Calculation_Method","Rank","Date","Emissions_Reduction_Type","Reporting_Scope","Score_Card_Status","SBTI_Target_Status","Supplier","Location","Reported_Emissions","Procurement_Expense","ScoreCardOrder","Calculated_Emissions","Procurement_Emissions","Expense_Ratio","Contribution_to_Total_Emissions","Contribution_total_Emissions_Card","RankNro"
"Tier 1","No","None","54","2022-10-08","1.5 °C",,,"None","United Airline","India",3500,20000,,2625,75,0.00375,1,0.02995,54
"Tier 1","No","None","39","2021-02-22","2°C",,,"None","IHG","Germany",4500,30000,,3375,239,0.007967,1,0.095495,39
"Tier 1","No","None","30","2021-01-03","2°C",,,"None","Glasgow Water","Canada",4500,15000,,3375,241,0.016067,1,0.09647,30
"Tier 1","No","None","40","2022-11-10","2°C",,,"None","JetBlue","Australia",5500,30000,,4125,236,0.007867,1,0.094595,40
"Tier 1","No","None","26","2022-11-15","3°C",,,"None","Enterprise","UK",3500,200,,2625,234,1.17,1,0.093495,26
"Tier 1","No","None","41","2021-12-16","1.5 °C",,,"None","KLM","USA",6500,400000,,4875,236,0.00059,1,0.09454,41
"Tier 1","No","None","7","2021-10-09","2°C",,,"None","Office Print & Ship Services","Canada",3500,500000,,2625,160,0.00032,1,0.0639,7
"Tier 1","No","None","27","2022-02-13","1.5 °C",,,"None","Five Winds Project, LLC","Australia",4500,250,,3375,234,0.936,1,0.093495,27
"Tier 1","No","None","17","2022-09-25","2°C",,,"None","Atlas Inc","India",5500,15000,,4125,199,0.013267,1,0.0795,17
"Tier 1","No","None","29","2021-04-26","2°C",,,"None","Glasgow Catering","USA",6500,150000,,4875,228,0.00152,1,0.091295,29
"Tier 1","No","None","22","2022-01-29","1.5 °C",,,"None","CityCab","Germany",4500,300,,3375,234,0.78,1,0.09343,22
"Tier 1","No","None","45","2021-06-18","2°C",,,"None","Meridian Partners","UK",5500,20000,,4125,73,0.00365,1,0.02936,45
"Tier 1","No","None","21","2022-02-12","2°C","all scopes",,"None","Budget","India",3500,400000,,2625,87,0.000218,1,0.034995,21
"Tier 1","No","None","8","2021-02-22","1.5 °C",,,"None","Associated Supply Co.","USA",6500,500000,,4875,81,0.000162,1,0.0322,8
"Tier 1","No","None","43","2022-08-06","3°C",,,"None","Lyft","Canada",5500,20000,,4125,236,0.0118,1,0.09454,43
"Tier 1","No","None","34","2021-10-18","2°C",,,"None","Harmon Consulting","UK",4500,15000,,3375,239,0.015933,1,0.095695,34
"Tier 1","No","None","18","2021-11-21","2°C",,,"None","Avis","Germany",3500,150000,,2625,60,0.0004,1,0.02395,18
"Tier 1","No","None","31","2022-01-01","1.5 °C",,,"None","Good Freight Co","Australia",6500,30000,,4875,241,0.008033,1,0.096595,31
"Tier 1","No","None","55","2021-04-07","2°C",,,"None","Valley Supply Inc.","India",6500,250,,4875,239,0.956,1,0.095595,55
"Tier 1","No","None","38","2022-07-16","2°C",,,"None","Hyatt","Australia",5500,300,,4125,236,0.786667,1,0.09454,38
"Tier 1","No","None","52","2022-09-29","3°C",,,"None","Uber","USA",3500,200,,2625,87,0.435,1,0.034995,52
"Tier 1","Yes","Supplier Provided","3","2021-07-14","2°C","Scope 1 and 2","Complete","Multiple","*Acme","Germany",4500,30000,4,3375,249,0.0083,1,0.0995,3
"Tier 1","No","None","25","2021-04-06","1.5 °C",,,"None","Employnet","Canada",5500,300,,4125,231,0.77,1,0.092395,25
"Tier 1","No","None","14","2022-06-16","1.5 °C",,,"None","Air France","UK",3500,200,,2625,1424,7.12,1,0.5695,14
"Tier 1","No","None","28","2021-05-09","2°C",,,"None","General Utilities","USA",6500,500000,,4875,232,0.000464,1,0.09295,28
"Tier 1","No","None","5","2022-01-05","2°C",,,"None","salesforce.com","Australia",4500,400000,,3375,242,0.000605,1,0.0966,5
"Tier 1","No","None","24","2021-05-19","1.5 °C",,,"None","Delta Airlines","India",4500,250,,3375,137,0.548,1,0.054995,24
"Tier 1","No","None","35","2022-06-17","2°C",,,"None","Haven Enterprises","UK",6500,20000,,4875,241,0.01205,1,0.096595,35
"Tier 1","No","None","44","2022-05-25","2°C",,,"None","Marriott","Germany",5500,150000,,4125,86,0.000573,1,0.03436,44
"Tier 1","No","None","9","2021-10-13","3°C",,,"None","Roseburg Products Co","Canada",3500,15000,,2625,56,0.003733,1,0.0226,9
"Tier 1","No","None","48","2021-08-29","1.5 °C",,,"None","SoloTaxi","Australia",6500,15000,,4875,602,0.040133,1,0.240995,48
"Tier 1","No","None","51","2022-12-17","2°C",,,"None","Test Supplier","India",5500,200,,4125,1077,5.385,1,0.430995,51
"Tier 1","No","None","11","2021-10-14","1.5 °C",,,"None","ABC Woodworks","USA",3500,150000,,2625,124,0.000827,1,0.0495,11
"Tier 1","No","None","20","2022-08-27","2°C",,,"None","British Airways","Germany",4500,30000,,3375,233,0.007767,1,0.093395,20
"Tier 1","Yes","Spend Based","50","2022-06-25","2°C",,"Validated","Multiple","Tech Labs","Canada",4500,250,3,3375,827,3.308,1,0.330995,50
"Tier 1","No","None","53","2021-11-18","2°C",,,"None","UlyssesNet","UK",6500,300,,4875,75,0.25,1,0.02995,53
"Tier 1","No","None","16","2021-05-22","1.5 °C","Scope 1 and 2",,"None","Allied Technologies","USA",3500,400000,,2625,2194,0.005485,1,0.8775,16
"Tier 1","No","None","46","2022-02-08","3°C",,,"None","Momentum Design","Canada",5500,20000,,4125,233,0.01165,1,0.093244,46
"Tier 1","No","None","37","2022-05-24","2°C",,,"None","Hilton","UK",6500,500000,,4875,231,0.000462,1,0.092346,37
"Tier 1","Yes","Spend Based","6","2021-09-26","1.5 °C",,"Complete","Multiple","Universal Services","Australia",3500,300,4,2625,209,0.696667,1,0.0834,6
"Tier 1","No","None","56","2021-05-30","2°C",,,"None","Xcel Energy","Germany",4500,150000,,3375,275,0.001833,1,0.10995,56
"Tier 1","Yes","Spend Based","4","2022-09-08","2°C",,"New","None","Vand Enterprises, Inc.","India",5500,500000,1,4125,243,0.000486,1,0.0971,4
"Tier 1","Yes","Spend Based","2","2022-07-11","1.5 °C",,"Response Recived","None","Universal Containers","Germany",4500,15000,2,3375,403,0.026867,1,0.1613,2
"Tier 1","No","None","10","2021-11-08","2°C",,,"None","Red Studio Designs","UK",6500,250,,4875,54,0.216,1,0.0215,10
"Tier 1","No","None","13","2022-12-22","2°C",,,"None","Air Canada","India",5500,20000,,4125,149,0.00745,1,0.0595,13
"Tier 1","No","None","36","2021-11-18","3°C",,,"None","Hertz","Australia",3500,400000,,2625,239,0.000598,1,0.095695,36
"Tier 1","No","None","19","2022-01-20","1.5 °C",,,"None","Big Sky & Sons","USA",5500,200,,4125,234,1.17,1,0.093495,19
"Tier 1","No","None","40","2021-05-08","2°C",,,"None","JetBlue","Canada",4500,30000,,3375,236,0.007867,1,0.094595,40
"Tier 1","No","None","15","2022-08-26","1.5 °C","all scopes",,"None","Alamo","USA",6500,200,,4875,2199,10.995,1,0.8795,15
"Tier 1","No","None","27","2021-06-13","2°C",,,"None","Five Winds Project, LLC","Germany",3500,20000,,2625,234,0.0117,1,0.093495,27
"Tier 1","No","None","32","2021-10-25","2°C","all scopes",,"None","Green Fields Media","Canada",6500,250,,4875,241,0.964,1,0.096595,32
"Tier 1","No","None","10","2022-09-07","2°C",,,"None","Red Studio Designs","India",5500,500000,,4125,54,0.000108,1,0.0215,10
"Tier 1","No","None","43","2022-06-11","3°C",,,"None","Lyft","UK",3500,30000,,2625,236,0.007867,1,0.09454,43
"Tier 1","No","None","25","2021-08-11","1.5 °C",,,"None","Employnet","Australia",4500,300,,3375,231,0.77,1,0.092395,25
"Tier 1","No","None","31","2022-11-03","2°C",,,"None","Good Freight Co","Canada",6500,150000,,4875,241,0.001607,1,0.096595,31
"Tier 1","No","None","30","2021-04-23","2°C",,,"None","Glasgow Water","UK",3500,400000,,2625,241,0.000603,1,0.09647,30
"Tier 1","No","None","35","2022-05-05","1.5 °C",,,"None","Haven Enterprises","Australia",5500,15000,,4125,241,0.016067,1,0.096595,35
"Tier 1","No","None","48","2021-08-24","2°C",,,"None","SoloTaxi","India",4500,15000,,3375,602,0.040133,1,0.240995,48
"Tier 1","No","None","24","2022-12-04","1.5 °C",,,"None","Delta Airlines","USA",5500,250,,4125,137,0.548,1,0.054995,24
"Tier 1","No","None","36","2021-12-29","2°C",,,"None","Hertz","Germany",4500,20000,,3375,239,0.01195,1,0.095695,36
"Tier 1","No","None","42","2022-12-26","3°C","all scopes",,"None","Laine Ltd","Canada",3500,400000,,2625,86,0.000215,1,0.0346,42
"Tier 1","No","None","16","2021-01-25","1.5 °C","Scope 1 and 2",,"None","Allied Technologies","India",6500,150000,,4875,2194,0.014627,1,0.8775,16
"Tier 1","No","None","8","2021-05-13","2°C",,,"None","Associated Supply Co.","USA",3500,30000,,2625,81,0.0027,1,0.0322,8
"Tier 1","No","None","54","2022-06-16","2°C",,,"None","United Airline","Germany",6500,500000,,4875,75,0.00015,1,0.02995,54
"Tier 1","No","None","14","2022-05-30","1.5 °C",,,"None","Air France","Australia",5500,300,,4125,1424,4.746667,1,0.5695,14
"Tier 1","No","None","17","2021-12-16","2°C",,,"None","Atlas Inc","UK",4500,200,,3375,199,0.995,1,0.0795,17
"Tier 1","No","None","46","2021-08-16","2°C",,,"None","Momentum Design","Germany",5500,30000,,4125,233,0.007767,1,0.093244,46
"Tier 1","No","None","55","2022-04-14","2°C",,,"None","Valley Supply Inc.","Australia",3500,200,,2625,239,1.195,1,0.095595,55
"Tier 1","No","None","34","2022-02-03","1.5 °C",,,"None","Harmon Consulting","USA",4500,15000,,3375,239,0.015933,1,0.095695,34
"Tier 1","No","None","45","2021-09-22","2°C",,,"None","Meridian Partners","Canada",6500,400000,,4875,73,0.000183,1,0.02936,45
"Tier 1","No","None","53","2022-05-13","3°C",,,"None","UlyssesNet","UK",6500,500000,,4875,75,0.00015,1,0.02995,53
"Tier 1","No","None","28","2021-03-28","1.5 °C",,,"None","General Utilities","India",3500,250,,2625,232,0.928,1,0.09295,28
"Tier 1","No","None","39","2022-05-18","2°C",,,"None","IHG","India",4500,150000,,3375,239,0.001593,1,0.095495,39
"Tier 1","No","None","18","2021-05-22","2°C",,,"None","Avis","Canada",5500,300,,4125,60,0.2,1,0.02395,18
"Tier 1","No","None","38","2021-10-26","1.5 °C",,,"None","Hyatt","USA",4500,20000,,3375,236,0.0118,1,0.09454,38
"Tier 1","No","None","5","2022-01-05","2°C",,,"None","salesforce.com","Australia",6500,300,,4875,242,0.806667,1,0.0966,5
"Tier 1","No","None","21","2021-01-05","2°C","all scopes",,"None","Budget","Germany",3500,15000,,2625,87,0.0058,1,0.034995,21
"Tier 1","Yes","Spend Based","4","2022-04-19","1.5 °C",,"New","None","Vand Enterprises, Inc.","UK",5500,150000,1,4125,243,0.00162,1,0.0971,4
"Tier 1","No","None","37","2021-03-08","3°C",,,"None","Hilton","India",5500,400000,,4125,231,0.000578,1,0.092346,37
"Tier 1","No","None","49","2022-09-14","2°C",,,"None","Southern Solutions","USA",3500,30000,,2625,59,0.001967,1,0.0235,49
"Tier 1","No","None","7","2021-08-26","1.5 °C",,,"None","Office Print & Ship Services","UK",6500,500000,,4875,160,0.00032,1,0.0639,7
"Tier 1","No","None","33","2022-05-12","2°C",,,"None","Gusto Sound and Audio","Australia",4500,200,,3375,239,1.195,1,0.09565,33
"Tier 1","Yes","Spend Based","6","2022-07-04","2°C",,"Complete","Multiple","Universal Services","Germany",4500,20000,4,3375,209,0.01045,1,0.0834,6
"Tier 1","No","None","22","2021-02-20","1.5 °C",,,"None","CityCab","Canada",3500,250,,2625,234,0.936,1,0.09343,22
"Tier 1","Yes","Spend Based","50","2021-03-02","3°C",,"Validated","Multiple","Tech Labs","Australia",6500,200,3,4875,827,4.135,1,0.330995,50
"Tier 1","No","None","20","2022-07-26","2°C",,,"None","British Airways","Canada",5500,500000,,4125,233,0.000466,1,0.093395,20
"Tier 1","No","None","51","2022-04-21","2°C",,,"None","Test Supplier","UK",3500,400000,,2625,1077,0.002693,1,0.430995,51
"Tier 1","No","None","29","2021-06-19","2°C",,,"None","Glasgow Catering","Germany",4500,15000,,3375,228,0.0152,1,0.091295,29
"Tier 1","Yes","Spend Based","2","2022-12-28","1.5 °C",,"Response Recived","None","Universal Containers","India",5500,300,2,4125,403,1.343333,1,0.1613,2
"Tier 1","No","None","23","2021-06-28","2°C",,,"None","Constellation Energy","USA",6500,150000,,4875,234,0.00156,1,0.093495,23
"Tier 1","No","None","41","2021-01-31","1.5 °C",,,"None","KLM","Canada",5500,30000,,4125,236,0.007867,1,0.09454,41
"Tier 1","No","None","44","2022-01-19","2°C",,,"None","Marriott","Australia",3500,250,,2625,86,0.344,1,0.03436,44
"Tier 1","No","None","12","2021-01-08","2°C","Scope 1 and 2",,"None","Advanced Communications","USA",4500,20000,,3375,149,0.00745,1,0.0595,12
"Tier 1","No","None","9","2022-09-10","1.5 °C",,,"None","Roseburg Products Co","India",6500,400000,,4875,56,0.00014,1,0.0226,9
"Tier 1","No","None","11","2022-12-30","3°C",,,"None","ABC Woodworks","UK",4500,200,,3375,124,0.62,1,0.0495,11
"Tier 1","No","None","52","2021-11-12","2°C",,,"None","Uber","Germany",6500,15000,,4875,87,0.0058,1,0.034995,52
"Tier 1","Yes","Spend Based","1","2022-10-03","1.5 °C",,"Validated","None","Pinnacle Partners","Germany",3500,30000,3,2625,422,0.014067,1,0.1686,1
"Tier 1","No","None","47","2021-09-30","2°C",,,"None","RCE, Inc.","Australia",5500,500000,,4125,59,0.000118,1,0.0235,47
"Tier 1","Yes","Supplier Provided","3","2021-02-03","2°C","Scope 1 and 2","Validated","Multiple","*Acme","India",5500,20000,3,4125,249,0.01245,1,0.0995,3
"Tier 1","No","None","56","2022-05-11","1.5 °C",,,"None","Xcel Energy","Canada",6500,250,,4875,275,1.1,1,0.10995,56
"Tier 1","No","None","13","2022-03-25","2°C",,,"None","Air Canada","UK",3500,150000,,2625,149,0.000993,1,0.0595,13
"Tier 1","No","None","26","2021-11-08","3°C",,,"None","Enterprise","USA",4500,300,,3375,234,0.78,1,0.093495,26
"Tier 1","No","None","31","2022-02-26","1.5 °C",,,"None","Good Freight Co","Canada",5500,300,,4125,241,0.803333,1,0.096595,31
"Tier 1","No","None","28","2021-03-18","2°C",,,"None","General Utilities","Australia",3500,15000,,2625,232,0.015467,1,0.09295,28
"Tier 1","No","None","13","2021-08-31","2°C",,,"None","Air Canada","UK",6500,200,,4875,149,0.745,1,0.0595,13
"Tier 1","No","None","12","2022-06-25","2°C","Scope 1 and 2",,"None","Advanced Communications","USA",4500,30000,,3375,149,0.004967,1,0.0595,12
"Tier 1","No","None","40","2021-08-11","1.5 °C",,,"None","JetBlue","Germany",3500,400000,,2625,236,0.00059,1,0.094595,40
"Tier 1","Yes","Spend Based","4","2022-06-11","2°C",,"New","None","Vand Enterprises, Inc.","India",6500,500000,1,4875,243,0.000486,1,0.0971,4
"Tier 1","No","None","53","2021-01-12","3°C",,,"None","UlyssesNet","India",4500,150000,,3375,75,0.0005,1,0.02995,53
"Tier 1","No","None","17","2022-05-20","2°C",,,"None","Atlas Inc","USA",5500,20000,,4125,199,0.00995,1,0.0795,17
"Tier 1","Yes","Supplier Provided","3","2022-07-03","1.5 °C","Scope 1 and 2","Complete","Multiple","*Acme","Australia",4500,250,4,3375,249,0.996,1,0.0995,3
"Tier 1","No","None","48","2021-10-27","2°C",,,"None","SoloTaxi","UK",5500,20000,,4125,602,0.0301,1,0.240995,48
"Tier 1","No","None","22","2022-08-06","2°C",,,"None","CityCab","Germany",6500,200,,4875,234,1.17,1,0.09343,22
"Tier 1","Yes","Spend Based","6","2021-07-07","1.5 °C",,"Complete","Multiple","Universal Services","Canada",3500,15000,4,2625,209,0.013933,1,0.0834,6
"Tier 1","No","None","49","2021-06-18","2°C",,,"None","Southern Solutions","USA",6500,300,,4875,59,0.196667,1,0.0235,49
"Tier 1","No","None","37","2022-07-27","1.5 °C",,,"None","Hilton","India",4500,150000,,3375,231,0.00154,1,0.092346,37
"Tier 1","No","None","16","2021-01-21","3°C","Scope 1 and 2",,"None","Allied Technologies","UK",3500,400000,,2625,2194,0.005485,1,0.8775,16
"Tier 1","No","None","15","2022-08-27","2°C","all scopes",,"None","Alamo","Canada",5500,30000,,4125,2199,0.0733,1,0.8795,15
"Tier 1","No","None","23","2022-09-10","2°C",,,"None","Constellation Energy","Australia",6500,500000,,4875,234,0.000468,1,0.093495,23
"Tier 1","No","None","14","2021-04-07","1.5 °C",,,"None","Air France","Germany",4500,250,,3375,1424,5.696,1,0.5695,14
"Tier 1","No","None","47","2022-02-14","2°C",,,"None","RCE, Inc.","Australia",5500,400000,,4125,59,0.000148,1,0.0235,47
"Tier 1","No","None","10","2021-06-24","2°C",,,"None","Red Studio Designs","Germany",3500,200,,2625,54,0.27,1,0.0215,10
"Tier 1","No","None","43","2021-11-16","1.5 °C",,,"None","Lyft","India",3500,150000,,2625,236,0.001573,1,0.09454,43
"Tier 1","No","None","54","2022-10-29","2°C",,,"None","United Airline","Canada",6500,30000,,4875,75,0.0025,1,0.02995,54
"Tier 1","No","None","18","2021-06-12","2°C",,,"None","Avis","UK",5500,250,,4125,60,0.24,1,0.02395,18
"Tier 1","No","None","51","2022-03-10","3°C",,,"None","Test Supplier","USA",4500,300,,3375,1077,3.59,1,0.430995,51
"Tier 1","No","None","56","2021-06-20","2°C",,,"None","Xcel Energy","India",4500,15000,,3375,275,0.018333,1,0.10995,56
"Tier 1","No","None","19","2022-10-15","1.5 °C",,,"None","Big Sky & Sons","Canada",5500,20000,,4125,234,0.0117,1,0.093495,19
"Tier 1","Yes","Spend Based","2","2021-06-05","1.5 °C",,"Response Recived","None","Universal Containers","Australia",6500,500000,2,4875,403,0.000806,1,0.1613,2
"Tier 1","No","None","38","2022-06-25","2°C",,,"None","Hyatt","USA",3500,300,,2625,236,0.786667,1,0.09454,38
"Tier 1","Yes","Spend Based","50","2021-03-23","2°C",,"Validated","Multiple","Tech Labs","UK",4500,200,3,3375,827,4.135,1,0.330995,50
"Tier 1","No","None","20","2022-10-15","1.5 °C",,,"None","British Airways","Germany",3500,30000,,2625,233,0.007767,1,0.093395,20
"Tier 1","No","None","39","2021-12-12","3°C",,,"None","IHG","UK",6500,250,,4875,239,0.956,1,0.095495,39
"Tier 1","No","None","42","2022-07-24","2°C","all scopes",,"None","Laine Ltd","Canada",5500,400000,,4125,86,0.000215,1,0.0346,42
"Tier 1","No","None","21","2021-09-07","2°C","all scopes",,"None","Budget","India",3500,15000,,2625,87,0.0058,1,0.034995,21
"Tier 1","No","None","5","2022-08-22","2°C",,,"None","salesforce.com","Australia",4500,500000,,3375,242,0.000484,1,0.0966,5
"Tier 1","No","None","25","2022-01-18","1.5 °C",,,"None","Employnet","Germany",5500,20000,,4125,231,0.01155,1,0.092395,25
"Tier 1","No","None","8","2021-08-05","2°C",,,"None","Associated Supply Co.","USA",6500,150000,,4875,81,0.00054,1,0.0322,8
"Tier 1","No","None","9","2022-08-20","1.5 °C",,,"None","Roseburg Products Co","Canada",3500,300,,2625,56,0.186667,1,0.0226,9
"Tier 1","No","None","44","2021-05-13","2°C",,,"None","Marriott","India",6500,20000,,4875,86,0.0043,1,0.03436,44
"Tier 1","No","None","45","2021-05-11","3°C",,,"None","Meridian Partners","Germany",5500,400000,,4125,73,0.000183,1,0.02936,45
"Tier 1","No","None","35","2022-03-11","2°C",,,"None","Haven Enterprises","Australia",4500,30000,,3375,241,0.008033,1,0.096595,35
"Tier 1","No","None","46","2021-04-26","2°C",,,"None","Momentum Design","USA",5500,250,,4125,233,0.932,1,0.093244,46
"Tier 1","No","None","32","2022-02-04","1.5 °C","all scopes",,"None","Green Fields Media","UK",3500,500000,,2625,241,0.000482,1,0.096595,32
"Tier 1","No","None","26","2022-02-17","2°C",,,"None","Enterprise","UK",4500,15000,,3375,234,0.0156,1,0.093495,26
"Tier 1","No","None","29","2021-11-09","1.5 °C",,,"None","Glasgow Catering","Germany",6500,200,,4875,228,1.14,1,0.091295,29
"Tier 1","No","None","24","2021-04-15","2°C",,,"None","Delta Airlines","Australia",6500,150000,,4875,137,0.000913,1,0.054995,24
"Tier 1","No","None","34","2022-03-06","1.5 °C",,,"None","Harmon Consulting","Canada",5500,200,,4125,239,1.195,1,0.095695,34
"Tier 1","No","None","52","2022-06-10","3°C",,,"None","Uber","USA",3500,15000,,2625,87,0.0058,1,0.034995,52
"Tier 1","No","None","55","2021-02-10","2°C",,,"None","Valley Supply Inc.","India",4500,500000,,3375,239,0.000478,1,0.095595,55
"Tier 1","No","None","27","2022-08-06","2°C",,,"None","Five Winds Project, LLC","Australia",4500,30000,,3375,234,0.0078,1,0.093495,27
"Tier 1","Yes","Spend Based","1","2021-04-05","2°C",,"Validated","None","Pinnacle Partners","USA",6500,150000,3,4875,422,0.002813,1,0.1686,1
"Tier 1","No","None","30","2021-08-15","1.5 °C",,,"None","Glasgow Water","India",3500,300,,2625,241,0.803333,1,0.09647,30
"Tier 1","No","None","41","2022-02-19","2°C",,,"None","KLM","Canada",5500,250,,4125,236,0.944,1,0.09454,41
"Tier 1","No","None","36","2021-03-17","1.5 °C",,,"None","Hertz","Germany",6500,20000,,4875,239,0.01195,1,0.095695,36
"Tier 1","No","None","11","2022-06-11","2°C",,,"None","ABC Woodworks","UK",5500,400000,,4125,124,0.00031,1,0.0495,11
"Tier 1","No","None","7","2022-01-02","3°C",,,"None","Office Print & Ship Services","Australia",4500,150000,,3375,160,0.001067,1,0.0639,7
"Tier 1","No","None","33","2021-02-16","2°C",,,"None","Gusto Sound and Audio","UK",3500,30000,,2625,239,0.007967,1,0.09565,33
"Tier 1","No","None","46","2022-03-05","2°C",,,"None","Momentum Design","Germany",4500,20000,,3375,233,0.01165,1,0.093244,46
"Tier 1","No","None","48","2021-01-29","1.5 °C",,,"None","SoloTaxi","USA",3500,200,,2625,602,3.01,1,0.240995,48
"Tier 1","Yes","Spend Based","4","2021-04-22","2°C",,"New","None","Vand Enterprises, Inc.","India",5500,250,1,4125,243,0.972,1,0.0971,4
"Tier 1","No","None","17","2022-12-10","1.5 °C",,,"None","Atlas Inc","Canada",6500,15000,,4875,199,0.013267,1,0.0795,17
"Tier 1","No","None","18","2022-08-08","2°C",,,"None","Avis","Canada",6500,300,,4875,60,0.2,1,0.02395,18
"Tier 1","No","None","37","2021-09-24","1.5 °C",,,"None","Hilton","Germany",4500,400000,,3375,231,0.000578,1,0.092346,37
"Tier 1","No","None","34","2021-04-15","2°C",,,"None","Harmon Consulting","Australia",5500,500000,,4125,239,0.000478,1,0.095695,34
"Tier 1","No","None","23","2022-04-16","3°C",,,"None","Constellation Energy","UK",3500,300,,2625,234,0.78,1,0.093495,23
"Tier 1","No","None","20","2021-12-01","1.5 °C",,,"None","British Airways","India",5500,30000,,4125,233,0.007767,1,0.093395,20
"Tier 1","No","None","15","2022-05-01","2°C","all scopes",,"None","Alamo","USA",3500,250,,2625,2199,8.796,1,0.8795,15
"Tier 1","Yes","Spend Based","1","2021-10-03","2°C",,"Validated","None","Pinnacle Partners","USA",4500,500000,3,3375,422,0.000844,1,0.1686,1
"Tier 1","No","None","39","2022-06-13","2°C",,,"None","IHG","Canada",6500,200,,4875,239,1.195,1,0.095495,39
"Tier 1","No","None","31","2022-07-12","1.5 °C",,,"None","Good Freight Co","India",4500,20000,,3375,241,0.01205,1,0.096595,31
"Tier 1","No","None","35","2021-08-03","2°C",,,"None","Haven Enterprises","Australia",5500,150000,,4125,241,0.001607,1,0.096595,35
"Tier 1","No","None","44","2022-10-08","3°C",,,"None","Marriott","Germany",6500,400000,,4875,86,0.000215,1,0.03436,44
"Tier 1","Yes","Supplier Provided","3","2021-01-17","1.5 °C","Scope 1 and 2","Complete","Multiple","*Acme","UK",3500,15000,4,2625,249,0.0166,1,0.0995,3
"Tier 1","No","None","42","2021-12-20","2°C","all scopes",,"None","Laine Ltd","Australia",6500,400000,,4875,86,0.000215,1,0.0346,42
"Tier 1","No","None","36","2022-04-21","2°C",,,"None","Hertz","USA",4500,500000,,3375,239,0.000478,1,0.095695,36
"Tier 1","No","None","11","2022-08-02","1.5 °C",,,"None","ABC Woodworks","UK",3500,250,,2625,124,0.496,1,0.0495,11
"Tier 1","No","None","12","2021-03-31","2°C","Scope 1 and 2",,"None","Advanced Communications","Germany",5500,200,,4125,149,0.745,1,0.0595,12
"Tier 1","No","None","29","2022-09-28","2°C",,,"None","Glasgow Catering","Canada",6500,15000,,4875,228,0.0152,1,0.091295,29
"Tier 1","No","None","26","2021-06-25","1.5 °C",,,"None","Enterprise","India",3500,150000,,2625,234,0.00156,1,0.093495,26
"Tier 1","No","None","41","2022-10-13","3°C",,,"None","KLM","Germany",5500,20000,,4125,236,0.0118,1,0.09454,41
"Tier 1","No","None","9","2021-05-15","2°C",,,"None","Roseburg Products Co","India",4500,30000,,3375,56,0.001867,1,0.0226,9
"Tier 1","No","None","33","2021-12-28","1.5 °C",,,"None","Gusto Sound and Audio","Canada",3500,300,,2625,239,0.796667,1,0.09565,33
"Tier 1","No","None","25","2022-09-09","2°C",,,"None","Employnet","Australia",5500,200,,4125,231,1.155,1,0.092395,25
"Tier 1","No","None","43","2021-08-28","2°C",,,"None","Lyft","USA",6500,30000,,4875,236,0.007867,1,0.09454,43
"Tier 1","No","None","22","2022-01-24","2°C",,,"None","CityCab","UK",4500,400000,,3375,234,0.000585,1,0.09343,22
"Tier 1","No","None","8","2022-10-07","1.5 °C",,,"None","Associated Supply Co.","UK",6500,15000,,4875,81,0.0054,1,0.0322,8
"Tier 1","Yes","Spend Based","50","2021-09-03","3°C",,"Validated","Multiple","Tech Labs","India",3500,150000,3,2625,827,0.005513,1,0.330995,50
"Tier 1","No","None","21","2021-05-03","2°C","all scopes",,"None","Budget","USA",5500,250,,4125,87,0.348,1,0.034995,21
"Tier 1","No","None","47","2022-04-25","1.5 °C",,,"None","RCE, Inc.","Germany",4500,20000,,3375,59,0.00295,1,0.0235,47
"Tier 1","No","None","27","2021-09-04","2°C",,,"None","Five Winds Project, LLC","Australia",5500,300,,4125,234,0.78,1,0.093495,27
"Tier 1","No","None","16","2022-08-20","2°C","Scope 1 and 2",,"None","Allied Technologies","Canada",6500,500000,,4875,2194,0.004388,1,0.8775,16
"Tier 1","Yes","Spend Based","2","2021-07-29","2°C",,"Response Recived","None","Universal Containers","Canada",3500,400000,2,2625,403,0.001007,1,0.1613,2
"Tier 1","No","None","56","2022-09-12","1.5 °C",,,"None","Xcel Energy","UK",4500,200,,3375,275,1.375,1,0.10995,56
"Tier 1","No","None","51","2022-06-11","2°C",,,"None","Test Supplier","Germany",4500,30000,,3375,1077,0.0359,1,0.430995,51
"Tier 1","No","None","24","2021-02-14","1.5 °C",,,"None","Delta Airlines","India",6500,500000,,4875,137,0.000274,1,0.054995,24
"Tier 1","No","None","45","2022-04-03","2°C",,,"None","Meridian Partners","USA",3500,250,,2625,73,0.292,1,0.02936,45
"Tier 1","No","None","30","2021-08-19","3°C",,,"None","Glasgow Water","Australia",5500,15000,,4125,241,0.016067,1,0.09647,30
"Tier 1","No","None","10","2021-12-16","1.5 °C",,,"None","Red Studio Designs","UK",3500,150000,,2625,54,0.00036,1,0.0215,10
"Tier 1","No","None","53","2022-08-11","2°C",,,"None","UlyssesNet","Canada",6500,20000,,4875,75,0.00375,1,0.02995,53
"Tier 1","No","None","55","2022-03-26","2°C",,,"None","Valley Supply Inc.","Australia",5500,300,,4125,239,0.796667,1,0.095595,55
"Tier 1","No","None","38","2021-03-20","2°C",,,"None","Hyatt","India",4500,20000,,3375,236,0.0118,1,0.09454,38
"Tier 1","No","None","7","2022-09-19","1.5 °C",,,"None","Office Print & Ship Services","USA",4500,250,,3375,160,0.64,1,0.0639,7
