"AccountId","BusinessRegion","Asset","AssetExternalId","AccountExternalId","ReportPeriod","ActivityType","LastProcessedDate","ActivitySourceType","TreatmentMethod","AssetType","Country","AssetId","AccountName","FloorArea","WithdrawnWater","ConsumedWater","ConsumedPerDay","DischargedPerDay","EmployeeCount","WithdrawnPerDay","UnitsManufactured","DischargedWater","TreatedWater","WaterManagementCost"
,"EMEA","499 Centennial Pkwy","SDO.003",,"2016-10-12","Consumption","2023-03-24","Reused Water","Other","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,490,346,0.95,0.02,10000,1.34,12000,9,104.58,12675
,"EMEA","499 Centennial Pkwy","SDO.003",,"2015-08-07","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,0,46,0.13,0.15,15000,0,20000,54,836.64,1500
,"EMEA","499 Centennial Pkwy","SDO.003",,"2014-05-14","Discharge","2023-03-24","Fresh Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,38500,0,98,0.27,0.01,29000,0,28500,3,6797.7,1515
,"EMEA","499 Centennial Pkwy","SDO.003",,"2017-04-28","Withdrawal","2023-03-24","Ground Water - Renewable","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,120,103,0.28,0.15,29000,0.33,35000,54,941.22,4155
,"EMEA","499 Centennial Pkwy","SDO.003",,"2018-07-09","Discharge","2023-03-24","Recycled Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,80,1167,3.2,0.15,15000,0.22,20000,54,6797.7,19515
,"EMEA","499 Centennial Pkwy","SDO.003",,"2017-02-04","Consumption","2023-03-24","Third-Party Reserve","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,654,1930,5.29,0.03,29000,1.79,35000,12,941.22,38940
,"EMEA","499 Centennial Pkwy","SDO.003",,"2019-02-19","Consumption","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,100,376,1.03,0.01,10000,0.27,12000,3,522.9,7185
,"EMEA","499 Centennial Pkwy","SDO.003",,"2012-07-18","Consumption","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,21000,1200,208,0.57,0.03,17000,3.29,16000,12,522.9,21300
,"EMEA","499 Centennial Pkwy","SDO.003",,"2019-03-07","Consumption","2023-03-24","Ground Water - Non-Renewable","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,5,1167,3.2,0.01,10000,0.01,12000,3,941.22,17625
,"EMEA","499 Centennial Pkwy","SDO.003",,"2012-09-19","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,21000,150,103,0.28,0.95,17000,0.41,16000,346,6797.7,8985
,"EMEA","499 Centennial Pkwy","SDO.003",,"2018-11-06","Discharge","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,70,1167,3.2,0.15,15000,0.19,20000,54,522.9,19365
,"EMEA","499 Centennial Pkwy","SDO.003",,"2015-05-05","Consumption","2023-03-24","Reused Water","Other","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,5,0,0,0,15000,0.01,20000,0,104.58,75
,"EMEA","499 Centennial Pkwy","SDO.003",,"2020-11-04","Withdrawal","2023-03-24","Third-Party Reserve","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,1200,46,0.13,0.15,29000,3.29,35000,54,6797.7,19500
,"EMEA","499 Centennial Pkwy","SDO.003",,"2013-12-17","Withdrawal","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,12000,498,376,1.03,0.03,19000,1.36,38500,12,1254.96,13290
,"EMEA","499 Centennial Pkwy","SDO.003",,"2016-07-17","Consumption","2023-03-24","Sea Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,130,103,0.28,0.15,10000,0.36,12000,54,6797.7,4305
,"EMEA","499 Centennial Pkwy","SDO.003",,"2017-09-12","Consumption","2023-03-24","Third-Party Reserve","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,1200,103,0.28,0.95,29000,3.29,35000,346,6797.7,24735
,"EMEA","499 Centennial Pkwy","SDO.003",,"2019-06-24","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,0,46,0.13,0.03,10000,0,12000,12,6797.7,870
,"EMEA","499 Centennial Pkwy","SDO.003",,"2017-04-15","Consumption","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,100,208,0.57,0.39,29000,0.27,35000,143,1254.96,6765
,"EMEA","499 Centennial Pkwy","SDO.003",,"2013-07-16","Withdrawal","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,12000,490,46,0.13,0.15,19000,1.34,38500,54,522.9,8850
,"EMEA","499 Centennial Pkwy","SDO.003",,"2023-10-07","Consumption","2023-03-24","Third-Party Reserve","Other","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,6,98,0.27,0.03,29000,0.02,35000,12,104.58,1740
,"EMEA","499 Centennial Pkwy","SDO.003",,"2016-01-30","Discharge","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,0,103,0.28,0.29,10000,0,12000,105,1254.96,3120
,"EMEA","499 Centennial Pkwy","SDO.003",,"2013-08-22","Discharge","2023-03-24","Ground Water - Renewable","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,12000,490,46,0.13,0.95,19000,1.34,38500,346,941.22,13230
,"EMEA","499 Centennial Pkwy","SDO.003",,"2015-08-26","Withdrawal","2023-03-24","Reused Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,60,1520,4.16,0.01,15000,0.16,20000,3,6797.7,23745
,"EMEA","499 Centennial Pkwy","SDO.003",,"2013-07-23","Consumption","2023-03-24","Ground Water - Non-Renewable","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,12000,498,1167,3.2,0.03,19000,1.36,38500,12,941.22,25155
,"EMEA","499 Centennial Pkwy","SDO.003",,"2021-02-28","Consumption","2023-03-24","Fresh Water","Other","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,490,1790,4.9,0.15,15000,1.34,20000,54,104.58,35010
,"EMEA","499 Centennial Pkwy","SDO.003",,"2014-01-13","Consumption","2023-03-24","Reused Water","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,38500,490,1167,3.2,0.02,29000,1.34,28500,9,941.22,24990
,"EMEA","499 Centennial Pkwy","SDO.003",,"2019-07-31","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,654,98,0.27,0.33,10000,1.79,12000,122,1254.96,13110
,"EMEA","499 Centennial Pkwy","SDO.003",,"2020-09-26","Consumption","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,1200,346,0.95,0.01,29000,3.29,35000,3,522.9,23235
,"EMEA","499 Centennial Pkwy","SDO.003",,"2017-08-03","Consumption","2023-03-24","Recycled Water","Secondary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,0,46,0.13,0.01,29000,0,35000,3,836.64,735
,"EMEA","499 Centennial Pkwy","SDO.003",,"2023-09-09","Consumption","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,0,98,0.27,0.95,29000,0,35000,346,1254.96,6660
,"EMEA","499 Centennial Pkwy","SDO.003",,"2020-01-29","Discharge","2023-03-24","Reused Water","Discharge to 3rd Party w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,490,46,0.13,0.03,29000,1.34,35000,12,522.9,8220
,"EMEA","499 Centennial Pkwy","SDO.003",,"2013-05-16","Consumption","2023-03-24","Third-Party Reserve","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,12000,1200,46,0.13,0.15,19000,3.29,38500,54,6797.7,19500
,"EMEA","499 Centennial Pkwy","SDO.003",,"2014-09-10","Discharge","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,38500,0,46,0.13,0.95,29000,0,28500,346,1254.96,5880
,"EMEA","499 Centennial Pkwy","SDO.003",,"2012-11-23","Consumption","2023-03-24","Ground Water - Non-Renewable","Other","Restaurant","United Kingdom","0phB00000004MmpIAE",,21000,6,346,0.95,0.01,17000,0.02,16000,3,104.58,5325
,"EMEA","499 Centennial Pkwy","SDO.003",,"2017-05-24","Withdrawal","2023-03-24","Sea Water","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,0,0,0,0.03,29000,0,35000,12,941.22,180
,"EMEA","499 Centennial Pkwy","SDO.003",,"2015-01-28","Consumption","2023-03-24","Fresh Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,120,103,0.28,0.15,15000,0.33,20000,54,6797.7,4155
,"EMEA","499 Centennial Pkwy","SDO.003",,"2021-09-12","Discharge","2023-03-24","Recycled Water","Secondary","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,490,98,0.27,0.15,15000,1.34,20000,54,836.64,9630
,"EMEA","499 Centennial Pkwy","SDO.003",,"2021-04-08","Withdrawal","2023-03-24","Sea Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,5,1167,3.2,0,15000,0.01,20000,0,6797.7,17580
,"EMEA","499 Centennial Pkwy","SDO.003",,"2016-05-23","Discharge","2023-03-24","Reused Water","Secondary","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,1200,1167,3.2,0.01,10000,3.29,12000,3,836.64,35550
,"EMEA","499 Centennial Pkwy","SDO.003",,"2016-09-29","Consumption","2023-03-24","Fresh Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,498,376,1.03,0.02,10000,1.36,12000,9,6797.7,13245
,"EMEA","499 Centennial Pkwy","SDO.003",,"2012-05-10","Consumption","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,21000,654,98,0.27,0.95,17000,1.79,16000,346,1254.96,16470
,"EMEA","499 Centennial Pkwy","SDO.003",,"2016-08-31","Discharge","2023-03-24","Fresh Water","Secondary","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,2,103,0.28,0,10000,0.01,12000,0,836.64,1575
,"EMEA","499 Centennial Pkwy","SDO.003",,"2012-08-31","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,21000,490,1980,5.42,0.03,17000,1.34,16000,12,1254.96,37230
,"EMEA","499 Centennial Pkwy","SDO.003",,"2018-03-25","Consumption","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,490,208,0.57,0.15,15000,1.34,20000,54,1254.96,11280
,"EMEA","499 Centennial Pkwy","SDO.003",,"2016-01-01","Consumption","2023-03-24","Ground Water - Non-Renewable","Other","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,498,1167,3.2,0.39,10000,1.36,12000,144,104.58,27135
,"EMEA","499 Centennial Pkwy","SDO.003",,"2022-02-09","Discharge","2023-03-24","Reused Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,2,208,0.57,0.01,10000,0.01,12000,3,6797.7,3195
,"EMEA","499 Centennial Pkwy","SDO.003",,"2012-01-24","Consumption","2023-03-24","Reused Water","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,21000,6,376,1.03,0.01,17000,0.02,16000,3,941.22,5775
,"EMEA","499 Centennial Pkwy","SDO.003",,"2023-08-12","Discharge","2023-03-24","Ground Water - Renewable","Other","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,6,103,0.28,0.01,29000,0.02,35000,3,104.58,1680
,"EMEA","499 Centennial Pkwy","SDO.003",,"2017-07-02","Consumption","2023-03-24","Fresh Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,498,46,0.13,0.15,29000,1.36,35000,54,6797.7,8970
,"EMEA","499 Centennial Pkwy","SDO.003",,"2021-04-13","Discharge","2023-03-24","Fresh Water","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,498,1167,3.2,0.95,15000,1.36,20000,346,941.22,30165
,"EMEA","499 Centennial Pkwy","SDO.003",,"2018-03-18","Discharge","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,0,46,0.13,0.95,15000,0,20000,346,1254.96,5880
,"EMEA","499 Centennial Pkwy","SDO.003",,"2019-12-31","Withdrawal","2023-03-24","Ground Water - Renewable","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,2,1630,4.47,0.01,10000,0.01,12000,3,941.22,24525
,"EMEA","499 Centennial Pkwy","SDO.003",,"2020-05-14","Withdrawal","2023-03-24","Ground Water - Renewable","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,5,0,0,0,29000,0.01,35000,0,6797.7,75
,"EMEA","499 Centennial Pkwy","SDO.003",,"2012-08-13","Consumption","2023-03-24","Ground Water - Renewable","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,21000,90,0,0,0.01,17000,0.25,16000,3,6797.7,1395
,"EMEA","499 Centennial Pkwy","SDO.003",,"2018-12-11","Discharge","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,498,208,0.57,0.02,15000,1.36,20000,9,522.9,10725
,"EMEA","499 Centennial Pkwy","SDO.003",,"2020-11-30","Withdrawal","2023-03-24","Third-Party Reserve","Secondary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,498,98,0.27,0,29000,1.36,35000,0,836.64,8940
,"EMEA","499 Centennial Pkwy","SDO.003",,"2023-11-17","Discharge","2023-03-24","Fresh Water","Tertiary","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,2,103,0.28,0.15,29000,0.01,35000,54,941.22,2385
,"EMEA","499 Centennial Pkwy","SDO.003",,"2023-12-11","Consumption","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Restaurant","United Kingdom","0phB00000004MmpIAE",,48500,6,103,0.28,0.01,29000,0.02,35000,3,522.9,1680
,"EMEA","499 Centennial Pkwy","SDO.003",,"2022-12-26","Discharge","2023-03-24","Reused Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,18000,0,208,0.57,0,10000,0,12000,0,6797.7,3120
,"EMEA","499 Centennial Pkwy","SDO.003",,"2018-08-01","Withdrawal","2023-03-24","Third-Party Reserve","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,28000,490,208,0.57,0.95,15000,1.34,20000,346,6797.7,15660
,"EMEA","499 Centennial Pkwy","SDO.003",,"2013-10-13","Consumption","2023-03-24","Reused Water","Primary","Restaurant","United Kingdom","0phB00000004MmpIAE",,12000,490,346,0.95,0,19000,1.34,38500,0,6797.7,12540
,"AMER","140 Mission St","SDO.002",,"2019-08-20","Discharge","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,18000,0,103,0.28,0.01,10000,0,12000,3,522.9,1590
,"AMER","140 Mission St","SDO.002",,"2015-08-21","Consumption","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmoIAE",,28000,6,0,0,0.02,15000,0.02,20000,9,6797.7,225
,"AMER","140 Mission St","SDO.002",,"2015-04-26","Discharge","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmoIAE",,28000,654,98,0.27,0.01,15000,1.79,20000,3,941.22,11325
,"AMER","140 Mission St","SDO.002",,"2020-06-22","Withdrawal","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,654,376,1.03,0.34,29000,1.79,35000,124,1254.96,17310
,"AMER","140 Mission St","SDO.002",,"2021-12-14","Consumption","2023-03-24","Sea Water","Other","Office","United States","0phB00000004MmoIAE",,28000,1200,98,0.27,0.15,15000,3.29,20000,54,104.58,20280
,"AMER","140 Mission St","SDO.002",,"2014-01-29","Consumption","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmoIAE",,38500,498,0,0,0.03,29000,1.36,28500,12,941.22,7650
,"AMER","140 Mission St","SDO.002",,"2013-01-19","Discharge","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmoIAE",,12000,0,103,0.28,0.03,19000,0,38500,12,836.64,1725
,"AMER","140 Mission St","SDO.002",,"2016-04-07","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","United States","0phB00000004MmoIAE",,18000,654,0,0,0,10000,1.79,12000,0,836.64,9810
,"AMER","140 Mission St","SDO.002",,"2019-12-21","Consumption","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,18000,654,0,0,0.35,10000,1.79,12000,126,1254.96,11700
,"AMER","140 Mission St","SDO.002",,"2013-04-05","Discharge","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmoIAE",,12000,5,376,1.03,0,19000,0.01,38500,0,104.58,5715
,"AMER","140 Mission St","SDO.002",,"2018-07-05","Discharge","2023-03-24","Reused Water","Primary","Office","United States","0phB00000004MmoIAE",,28000,654,103,0.28,0.03,15000,1.79,20000,12,6797.7,11535
,"AMER","140 Mission St","SDO.002",,"2023-09-14","Consumption","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,490,376,1.03,0.03,29000,1.34,35000,12,1254.96,13170
,"AMER","140 Mission St","SDO.002",,"2017-01-06","Consumption","2023-03-24","Ground Water - Renewable","Tertiary","Office","United States","0phB00000004MmoIAE",,48500,120,1167,3.2,0,29000,0.33,35000,0,941.22,19305
,"AMER","140 Mission St","SDO.002",,"2014-02-23","Consumption","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmoIAE",,38500,654,1167,3.2,0.95,29000,1.79,28500,346,6797.7,32505
,"AMER","140 Mission St","SDO.002",,"2023-07-17","Withdrawal","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmoIAE",,48500,50,98,0.27,0.02,29000,0.14,35000,9,941.22,2355
,"AMER","140 Mission St","SDO.002",,"2022-04-03","Consumption","2023-03-24","Recycled Water","Other","Office","United States","0phB00000004MmoIAE",,18000,490,98,0.27,0.95,10000,1.34,12000,346,104.58,14010
,"AMER","140 Mission St","SDO.002",,"2019-12-27","Withdrawal","2023-03-24","Sea Water","Other","Office","United States","0phB00000004MmoIAE",,18000,0,1510,4.14,0.41,10000,0,12000,149,104.58,24885
,"AMER","140 Mission St","SDO.002",,"2013-04-23","Consumption","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmoIAE",,12000,1200,376,1.03,0.02,19000,3.29,38500,9,6797.7,23775
,"AMER","140 Mission St","SDO.002",,"2021-05-26","Withdrawal","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmoIAE",,28000,5,0,0,0.95,15000,0.01,20000,346,941.22,5265
,"AMER","140 Mission St","SDO.002",,"2021-05-17","Discharge","2023-03-24","Sea Water","Secondary","Office","United States","0phB00000004MmoIAE",,28000,2,1730,4.74,0.02,15000,0.01,20000,9,836.64,26115
,"AMER","140 Mission St","SDO.002",,"2023-04-21","Consumption","2023-03-24","Recycled Water","Secondary","Office","United States","0phB00000004MmoIAE",,48500,0,346,0.95,0.03,29000,0,35000,12,836.64,5370
,"AMER","140 Mission St","SDO.002",,"2012-07-29","Consumption","2023-03-24","Recycled Water","Primary","Office","United States","0phB00000004MmoIAE",,21000,1200,46,0.13,0.02,17000,3.29,16000,9,6797.7,18825
,"AMER","140 Mission St","SDO.002",,"2012-03-04","Consumption","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmoIAE",,21000,5,98,0.27,0.95,17000,0.01,16000,346,6797.7,6735
,"AMER","140 Mission St","SDO.002",,"2014-08-01","Consumption","2023-03-24","Ground Water - Renewable","Other","Office","United States","0phB00000004MmoIAE",,38500,140,103,0.28,0,29000,0.38,28500,0,104.58,3645
,"AMER","140 Mission St","SDO.002",,"2020-05-11","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","United States","0phB00000004MmoIAE",,48500,498,0,0,0.02,29000,1.36,35000,9,836.64,7605
,"AMER","140 Mission St","SDO.002",,"2015-12-04","Withdrawal","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,2,1970,5.4,0,15000,0.01,20000,0,1254.96,29580
,"AMER","140 Mission St","SDO.002",,"2016-04-24","Consumption","2023-03-24","Ground Water - Non-Renewable","Tertiary","Office","United States","0phB00000004MmoIAE",,18000,2,376,1.03,0.95,10000,0.01,12000,346,941.22,10860
,"AMER","140 Mission St","SDO.002",,"2016-06-13","Withdrawal","2023-03-24","Sea Water","Tertiary","Office","United States","0phB00000004MmoIAE",,18000,6,1167,3.2,0,10000,0.02,12000,0,941.22,17595
,"AMER","140 Mission St","SDO.002",,"2013-06-14","Consumption","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,12000,6,103,0.28,0.95,19000,0.02,38500,346,1254.96,6825
,"AMER","140 Mission St","SDO.002",,"2018-09-30","Discharge","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,1200,0,0,0.01,15000,3.29,20000,3,1254.96,18045
,"AMER","140 Mission St","SDO.002",,"2020-10-15","Consumption","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,1200,376,1.03,0.95,29000,3.29,35000,346,522.9,28830
,"AMER","140 Mission St","SDO.002",,"2022-04-22","Discharge","2023-03-24","Ground Water - Non-Renewable","Other","Office","United States","0phB00000004MmoIAE",,18000,498,98,0.27,0,10000,1.36,12000,0,104.58,8940
,"AMER","140 Mission St","SDO.002",,"2020-12-12","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,5,46,0.13,0,29000,0.01,35000,0,1254.96,765
,"AMER","140 Mission St","SDO.002",,"2018-05-30","Discharge","2023-03-24","Ground Water - Non-Renewable","Primary","Office","United States","0phB00000004MmoIAE",,28000,110,103,0.28,0.01,15000,0.3,20000,3,6797.7,3240
,"AMER","140 Mission St","SDO.002",,"2018-11-04","Consumption","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmoIAE",,28000,120,103,0.28,0,15000,0.33,20000,0,941.22,3345
,"AMER","140 Mission St","SDO.002",,"2015-07-26","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Other","Office","United States","0phB00000004MmoIAE",,28000,6,346,0.95,0,15000,0.02,20000,0,104.58,5280
,"AMER","140 Mission St","SDO.002",,"2015-01-29","Discharge","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,6,98,0.27,0.15,15000,0.02,20000,54,1254.96,2370
,"AMER","140 Mission St","SDO.002",,"2015-09-06","Consumption","2023-03-24","Fresh Water","Primary","Office","United States","0phB00000004MmoIAE",,28000,498,1550,4.25,0.02,15000,1.36,20000,9,6797.7,30855
,"AMER","140 Mission St","SDO.002",,"2015-11-20","Discharge","2023-03-24","Reused Water","Primary","Office","United States","0phB00000004MmoIAE",,28000,654,98,0.27,0.02,15000,1.79,20000,9,6797.7,11415
,"AMER","140 Mission St","SDO.002",,"2013-07-03","Withdrawal","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,12000,1200,346,0.95,0.01,19000,3.29,38500,3,522.9,23235
,"AMER","140 Mission St","SDO.002",,"2020-12-28","Withdrawal","2023-03-24","Fresh Water","Tertiary","Office","United States","0phB00000004MmoIAE",,48500,498,46,0.13,0.03,29000,1.36,35000,12,941.22,8340
,"AMER","140 Mission St","SDO.002",,"2022-11-05","Consumption","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmoIAE",,18000,1200,346,0.95,0.01,10000,3.29,12000,3,104.58,23235
,"AMER","140 Mission St","SDO.002",,"2014-11-05","Consumption","2023-03-24","Recycled Water","Other","Office","United States","0phB00000004MmoIAE",,38500,5,346,0.95,0.03,29000,0.01,28500,12,104.58,5445
,"AMER","140 Mission St","SDO.002",,"2023-01-23","Discharge","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmoIAE",,48500,5,0,0,0.03,29000,0.01,35000,12,941.22,255
,"AMER","140 Mission St","SDO.002",,"2015-02-22","Discharge","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmoIAE",,28000,0,0,0,0.95,15000,0,20000,346,941.22,5190
,"AMER","140 Mission St","SDO.002",,"2017-06-18","Discharge","2023-03-24","Fresh Water","Other","Office","United States","0phB00000004MmoIAE",,48500,140,98,0.27,0.03,29000,0.38,35000,12,104.58,3750
,"AMER","140 Mission St","SDO.002",,"2014-01-07","Withdrawal","2023-03-24","Sea Water","Tertiary","Office","United States","0phB00000004MmoIAE",,38500,2,1167,3.2,0.03,29000,0.01,28500,12,941.22,17715
,"AMER","140 Mission St","SDO.002",,"2023-05-29","Withdrawal","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,6,208,0.57,0.95,29000,0.02,35000,346,522.9,8400
,"AMER","140 Mission St","SDO.002",,"2020-11-18","Withdrawal","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmoIAE",,48500,5,208,0.57,0.15,29000,0.01,35000,54,836.64,4005
,"AMER","140 Mission St","SDO.002",,"2015-12-15","Consumption","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,490,0,0,0.02,15000,1.34,20000,9,522.9,7485
,"AMER","140 Mission St","SDO.002",,"2017-08-07","Discharge","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmoIAE",,48500,1200,208,0.57,0.28,29000,3.29,35000,104,6797.7,22680
,"AMER","140 Mission St","SDO.002",,"2015-04-08","Consumption","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,1200,208,0.57,0.41,15000,3.29,20000,148,1254.96,23340
,"AMER","140 Mission St","SDO.002",,"2021-01-16","Withdrawal","2023-03-24","Fresh Water","Tertiary","Office","United States","0phB00000004MmoIAE",,28000,5,346,0.95,0.01,15000,0.01,20000,3,941.22,5310
,"AMER","140 Mission St","SDO.002",,"2020-12-27","Consumption","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmoIAE",,48500,0,208,0.57,0.03,29000,0,35000,12,6797.7,3300
,"AMER","140 Mission St","SDO.002",,"2020-06-23","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,6,1167,3.2,0.15,29000,0.02,35000,54,522.9,18405
