"TPM__c","Discount__c","Month__c","Product","Retailer__c","Daily_Unit_Volume"
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Rondel",251
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Fine Goods",442
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",638
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",502
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sure Store",299
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","WaySafe",206
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",298
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Huge Store",308
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sanesberry",204
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",269
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Rondel",281
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Fine Goods",183
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",199
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",215
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Sure Store",206
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","WaySafe",293
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",245
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Huge Store",283
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Sanesberry",181
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",298
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Rondel",164
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Fine Goods",175
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",43
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",53
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Sure Store",54
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","WaySafe",66
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",47
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Huge Store",44
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Sanesberry",57
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",88
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Rondel",64
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fine Goods",122
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",98
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",100
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Sure Store",138
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","WaySafe",245
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",282
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Huge Store",295
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Sanesberry",144
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",86
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Rondel",631
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Fine Goods",727
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",749
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",686
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sure Store",195
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","WaySafe",240
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",338
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Huge Store",415
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sanesberry",394
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",199
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Rondel",197
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fine Goods",181
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",232
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",93
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Sure Store",114
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","WaySafe",120
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",170
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Huge Store",159
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Sanesberry",59
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",127
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Rondel",131
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Fine Goods",72
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",82
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",72
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Sure Store",79
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","WaySafe",206
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",207
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Huge Store",37
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Sanesberry",15
"Digital Coupon","0.1","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",27
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Rondel",39
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fine Goods",47
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",31
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",41
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Sure Store",26
"Digital Coupon","0.1","JAN","Alpine Energy - Hydration Drinks","WaySafe",27
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",66
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Huge Store",13
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sanesberry",51
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",73
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Rondel",25
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Fine Goods",13
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",49
"Digital Coupon","0.05","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",72
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sure Store",93
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","WaySafe",420
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",444
"Digital Coupon","0","JAN","Alpine Energy - Hydration Drinks","Huge Store",567
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Sanesberry",308
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",284
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Rondel",256
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Fine Goods",433
"Digital Coupon","0","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",585
"BOGO","0","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",565
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sure Store",276
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","WaySafe",199
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",265
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Huge Store",224
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sanesberry",218
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",308
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Rondel",241
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Fine Goods",190
"Digital Coupon","0.05","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",158
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",243
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Sure Store",221
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","WaySafe",291
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",271
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Huge Store",229
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Sanesberry",274
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",326
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Rondel",186
"Digital Coupon","0.2","JAN","Alpine Energy - Hydration Drinks","Fine Goods",175
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",40
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",50
"Digital Coupon","0.2","JAN","Alpine Energy - Hydration Drinks","Sure Store",47
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","WaySafe",60
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",50
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Huge Store",52
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Sanesberry",44
"Digital Coupon","0.2","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",105
"BOGO","0.2","JAN","Alpine Energy - Hydration Drinks","Rondel",79
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fine Goods",100
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",109
"Digital Coupon","0.1","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",103
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Sure Store",112
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","WaySafe",284
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",186
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Huge Store",215
"Digital Coupon","0.1","JAN","Alpine Energy - Hydration Drinks","Sanesberry",147
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",94
"Digital Coupon","0.05","JAN","Alpine Energy - Hydration Drinks","Rondel",586
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Fine Goods",781
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",726
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",744
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sure Store",198
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","WaySafe",142
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",286
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Huge Store",337
"BOGO","0.05","JAN","Alpine Energy - Hydration Drinks","Sanesberry",248
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",164
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Rondel",127
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fine Goods",184
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",218
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",88
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Sure Store",75
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","WaySafe",141
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",147
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Huge Store",138
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Sanesberry",121
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",81
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Rondel",131
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Fine Goods",145
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",79
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Fare Merchants",65
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Sure Store",97
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","WaySafe",173
"BOGO","0.15","JAN","Alpine Energy - Hydration Drinks","Alpine Nutrition",156
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Huge Store",27
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Sanesberry",24
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Nutrition Stop",32
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Rondel",26
"BOGO","0.1","JAN","Alpine Energy - Hydration Drinks","Fine Goods",53
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",34
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",42
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",20
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",37
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",66
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",15
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",31
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",98
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Rondel",44
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",13
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",48
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",46
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sure Store",89
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","WaySafe",330
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",416
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Huge Store",517
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Sanesberry",306
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",468
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Rondel",230
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",472
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",448
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Sure Store",448
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","WaySafe",316
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",208
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",274
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",231
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",239
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Rondel",230
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",251
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",186
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",187
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Sure Store",216
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","WaySafe",192
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",283
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Huge Store",240
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Sanesberry",203
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",199
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Rondel",267
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Fine Goods",203
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",170
"Digital Coupon","0.2","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",35
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Sure Store",41
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","WaySafe",76
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",43
"Digital Coupon","0.2","FEB","Alpine Energy - Hydration Drinks","Huge Store",46
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Sanesberry",52
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",61
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Rondel",101
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Fine Goods",100
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",97
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",64
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",96
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",97
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",275
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Huge Store",282
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sanesberry",281
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",154
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Rondel",140
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",473
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",685
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",553
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Sure Store",848
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","WaySafe",231
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",142
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",269
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",360
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",274
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Rondel",151
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fine Goods",195
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",171
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",186
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",97
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",80
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",121
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Huge Store",150
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sanesberry",145
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",88
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Rondel",99
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Fine Goods",162
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",106
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",72
"Digital Coupon","0.15","FEB","Alpine Energy - Hydration Drinks","Sure Store",75
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","WaySafe",83
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",203
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Huge Store",182
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sanesberry",38
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",13
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Rondel",46
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fine Goods",49
"Digital Coupon","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",30
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",23
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",44
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",49
"Digital Coupon","0.1","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",20
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",37
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",15
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",27
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Rondel",103
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",49
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",28
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",77
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sure Store",92
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","WaySafe",52
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",518
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Huge Store",276
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Sanesberry",323
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",289
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Rondel",273
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Fine Goods",256
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",363
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",670
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Sure Store",448
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","WaySafe",288
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",182
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",344
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",308
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",264
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Rondel",269
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",262
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",193
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",191
"Digital Coupon","0.2","FEB","Alpine Energy - Hydration Drinks","Sure Store",201
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","WaySafe",232
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",248
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Huge Store",232
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Sanesberry",256
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",261
"Digital Coupon","0.2","FEB","Alpine Energy - Hydration Drinks","Rondel",249
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Fine Goods",209
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",166
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",30
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Sure Store",52
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","WaySafe",51
"Digital Coupon","0.2","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",48
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Huge Store",55
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Sanesberry",36
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",58
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Rondel",108
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Fine Goods",85
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",101
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",92
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",97
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",142
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",266
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Huge Store",269
"Digital Coupon","0.1","FEB","Alpine Energy - Hydration Drinks","Sanesberry",275
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",157
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Rondel",111
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",613
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",490
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",437
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sure Store",742
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","WaySafe",346
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",238
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",383
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",288
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",290
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Rondel",211
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fine Goods",217
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",235
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",234
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",129
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",85
"Digital Coupon","0.1","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",108
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Huge Store",164
"Digital Coupon","0.1","FEB","Alpine Energy - Hydration Drinks","Sanesberry",165
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",87
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Rondel",98
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Fine Goods",134
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",126
"Digital Coupon","0.15","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",88
"Digital Coupon","0.15","FEB","Alpine Energy - Hydration Drinks","Sure Store",65
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","WaySafe",100
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",203
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Huge Store",170
"Digital Coupon","0.1","FEB","Alpine Energy - Hydration Drinks","Sanesberry",25
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",13
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Rondel",15
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fine Goods",43
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",50
