"Prescription","Case_Id","CaseNumber","Variance"
"Change Offer_Voucher__c to true","500B000000355qXIAQ","8081",2.276
"Change Field_Service__c to true","500B000000355qYIAQ","8082",4.064
"Change Offer_Voucher__c to true","500B000000355qYIAQ","8082",2.254
"Change Offer_Voucher__c to true","500B000000355qZIAQ","8083",1.902
"Change Offer_Voucher__c to true","500B000000355qaIAA","8084",1.902
"Change Field_Service__c to true","500B000000355qbIAA","8085",3.85
"Change Offer_Voucher__c to true","500B000000355qbIAA","8085",3.205
"Change Offer_Voucher__c to true","500B000000355qcIAA","8086",3.729
"Change Offer_Voucher__c to true","500B000000355qdIAA","8087",3.776
"Change Field_Service__c to true","500B000000355qeIAA","8088",3.968
"Change Offer_Voucher__c to true","500B000000355qfIAA","8089",1.77
"Change Offer_Voucher__c to true","500B000000355qgIAA","8090",2.703
"Change Field_Service__c to true","500B000000355wFIAQ","8435",4.249
"Change Offer_Voucher__c to true","500B000000355wFIAQ","8435",3.077
"Change Field_Service__c to true","500B000000355wGIAQ","8436",3.991
"Change Offer_Voucher__c to true","500B000000355wGIAQ","8436",3.027
"Change Field_Service__c to true","500B000000355wHIAQ","8437",3.968
"Change Offer_Voucher__c to true","500B000000355wHIAQ","8437",2.619
"Change Field_Service__c to true","500B000000355wIIAQ","8438",4.267
"Change Offer_Voucher__c to true","500B000000355wIIAQ","8438",1.776
"Change Field_Service__c to true","500B000000355wJIAQ","8439",4.153
"Change Offer_Voucher__c to true","500B000000355wJIAQ","8439",2.182
"Change Field_Service__c to true","500B000000355wKIAQ","8440",3.923
"Change Offer_Voucher__c to true","500B000000355wKIAQ","8440",1.71
"Change Offer_Voucher__c to true","500B000000355wLIAQ","8441",2.578
"Change Field_Service__c to true","500B000000355wMIAQ","8442",4.249
"Change Offer_Voucher__c to true","500B000000355wMIAQ","8442",3.077
"Change Field_Service__c to true","500B000000355wNIAQ","8443",3.991
"Change Offer_Voucher__c to true","500B000000355wNIAQ","8443",2.974
"Change Field_Service__c to true","500B000000355wOIAQ","8444",4.249
"Change Offer_Voucher__c to true","500B000000355wOIAQ","8444",3.077
"Change Offer_Voucher__c to true","500B000000355wPIAQ","8445",2.06
"Change Offer_Voucher__c to true","500B000000355wQIAQ","8446",1.88
"Change Field_Service__c to true","500B000000355wRIAQ","8447",3.968
"Change Offer_Voucher__c to true","500B000000355wRIAQ","8447",2.873
"Change Offer_Voucher__c to true","500B000000355wSIAQ","8448",2.81
"Change Field_Service__c to true","500B000000355wTIAQ","8449",3.85
"Change Field_Service__c to true","500B000000355wUIAQ","8450",4.109
"Change Offer_Voucher__c to true","500B000000355wUIAQ","8450",3.976
"Change Field_Service__c to true","500B000000355wVIAQ","8451",4.267
"Change Field_Service__c to true","500B000000355wWIAQ","8452",4.153
"Change Offer_Voucher__c to true","500B000000355wWIAQ","8452",2.42
"Change Offer_Voucher__c to true","500B000000355wXIAQ","8453",2.684
"Change Offer_Voucher__c to true","500B000000355wYIAQ","8454",2.684
"Change Field_Service__c to true","500B000000355wZIAQ","8455",4.249
"Change Offer_Voucher__c to true","500B000000355wZIAQ","8455",1.824
"Change Field_Service__c to true","500B000000355waIAA","8456",4.249
"Change Offer_Voucher__c to true","500B000000355waIAA","8456",2.046
"Change Field_Service__c to true","500B000000355wbIAA","8457",4.249
"Change Offer_Voucher__c to true","500B000000355wbIAA","8457",2.746
"Change Offer_Voucher__c to true","500B000000355fcIAA","7409",3.015
"Change Field_Service__c to true","500B000000355fdIAA","7410",4.081
"Change Offer_Voucher__c to true","500B000000355fdIAA","7410",2.696
"Change Field_Service__c to true","500B000000355feIAA","7411",4.082
"Change Field_Service__c to true","500B000000355ffIAA","7412",4.081
"Change Offer_Voucher__c to true","500B000000355ffIAA","7412",3.93
"Change Field_Service__c to true","500B000000355fgIAA","7413",4.081
"Change Offer_Voucher__c to true","500B000000355fgIAA","7413",3.983
"Change Field_Service__c to true","500B000000355fhIAA","7414",4.063
"Change Offer_Voucher__c to true","500B000000355fhIAA","7414",2.256
"Change Field_Service__c to true","500B000000355fiIAA","7415",4.063
"Change Offer_Voucher__c to true","500B000000355fiIAA","7415",2.38
"Change Field_Service__c to true","500B000000355fjIAA","7416",4.081
"Change Offer_Voucher__c to true","500B000000355fjIAA","7416",2.823
"Change Offer_Voucher__c to true","500B000000355fkIAA","7417",3.936
"Change Field_Service__c to true","500B000000355fkIAA","7417",3.923
"Change Offer_Voucher__c to true","500B000000355flIAA","7418",2.229
"Change Offer_Voucher__c to true","500B000000355fmIAA","7419",2.044
"Change Field_Service__c to true","500B000000355fnIAA","7420",4.053
"Change Offer_Voucher__c to true","500B000000355fnIAA","7420",2.855
"Change Field_Service__c to true","500B000000355foIAA","7421",4.082
"Change Field_Service__c to true","500B000000355fpIAA","7422",4.064
"Change Offer_Voucher__c to true","500B000000355fpIAA","7422",2.51
"Change Field_Service__c to true","500B000000355fqIAA","7423",3.923
"Change Offer_Voucher__c to true","500B000000355fqIAA","7423",3.247
"Change Offer_Voucher__c to true","500B000000355frIAA","7424",4.034
"Change Field_Service__c to true","500B000000355frIAA","7424",3.894
"Change Field_Service__c to true","500B000000355fsIAA","7425",3.923
"Change Offer_Voucher__c to true","500B000000355fsIAA","7425",1.653
"Change Field_Service__c to true","500B000000355ftIAA","7426",3.923
"Change Offer_Voucher__c to true","500B000000355ftIAA","7426",1.711
"Change Field_Service__c to true","500B000000355fuIAA","7427",4.053
"Change Offer_Voucher__c to true","500B000000355fuIAA","7427",2.228
"Change Field_Service__c to true","500B000000355fvIAA","7428",3.968
"Change Offer_Voucher__c to true","500B000000355fvIAA","7428",2.558
"Change Field_Service__c to true","500B000000355fwIAA","7429",3.894
"Change Offer_Voucher__c to true","500B000000355fwIAA","7429",1.916
"Change Field_Service__c to true","500B000000355fxIAA","7430",4.064
"Change Offer_Voucher__c to true","500B000000355fxIAA","7430",2.457
"Change Field_Service__c to true","500B000000355fyIAA","7431",4.082
"Change Offer_Voucher__c to true","500B000000355fyIAA","7431",4.075
"Change Field_Service__c to true","500B000000355lqIAA","7795",3.85
"Change Offer_Voucher__c to true","500B000000355lqIAA","7795",1.96
"Change Offer_Voucher__c to true","500B000000355lrIAA","7796",2.067
"Change Field_Service__c to true","500B000000355lsIAA","7797",4.009
"Change Offer_Voucher__c to true","500B000000355lsIAA","7797",2.226
"Change Field_Service__c to true","500B000000355ltIAA","7798",4.012
"Change Offer_Voucher__c to true","500B000000355ltIAA","7798",2.948
"Change Field_Service__c to true","500B000000355luIAA","7799",4.109
"Change Offer_Voucher__c to true","500B000000355luIAA","7799",3.927
"Change Field_Service__c to true","500B000000355lwIAA","7801",4.009
"Change Field_Service__c to true","500B000000355lyIAA","7803",4.267
"Change Field_Service__c to true","500B000000355lzIAA","7804",3.85
"Change Offer_Voucher__c to true","500B000000355lzIAA","7804",1.627
"Change Field_Service__c to true","500B000000355m0IAA","7805",3.894
"Change Offer_Voucher__c to true","500B000000355m0IAA","7805",1.897
"Change Field_Service__c to true","500B000000355m1IAA","7806",4.109
"Change Offer_Voucher__c to true","500B000000355m1IAA","7806",1.719
"Change Field_Service__c to true","500B000000355m2IAA","7807",3.894
"Change Offer_Voucher__c to true","500B000000355m2IAA","7807",1.868
"Change Field_Service__c to true","500B000000355m3IAA","7808",4.109
"Change Offer_Voucher__c to true","500B000000355m3IAA","7808",2.818
"Change Field_Service__c to true","500B000000355m4IAA","7809",3.85
"Change Offer_Voucher__c to true","500B000000355m4IAA","7809",3.228
"Change Field_Service__c to true","500B000000355m5IAA","7810",4.109
"Change Offer_Voucher__c to true","500B000000355m5IAA","7810",3.219
"Change Offer_Voucher__c to true","500B000000355m6IAA","7811",3.121
"Change Field_Service__c to true","500B000000355m7IAA","7812",4.053
"Change Offer_Voucher__c to true","500B000000355m7IAA","7812",2.224
"Change Field_Service__c to true","500B000000355m8IAA","7813",3.85
"Change Offer_Voucher__c to true","500B000000355m8IAA","7813",1.814
"Change Field_Service__c to true","500B000000355m9IAA","7814",3.85
"Change Offer_Voucher__c to true","500B000000355m9IAA","7814",1.814
"Change Field_Service__c to true","500B000000355mAIAQ","7815",3.85
"Change Offer_Voucher__c to true","500B000000355mAIAQ","7815",2.924
"Change Field_Service__c to true","500B000000355mBIAQ","7816",3.85
"Change Offer_Voucher__c to true","500B000000355mBIAQ","7816",2.895
"Change Field_Service__c to true","500B000000355mCIAQ","7817",3.85
"Change Offer_Voucher__c to true","500B000000355qhIAA","8091",2.192
"Change Offer_Voucher__c to true","500B000000355qiIAA","8092",1.655
"Change Offer_Voucher__c to true","500B000000355qjIAA","8093",3.127
"Change Field_Service__c to true","500B000000355qkIAA","8094",3.894
"Change Offer_Voucher__c to true","500B000000355qkIAA","8094",3.101
"Change Field_Service__c to true","500B000000355qlIAA","8095",3.968
"Change Offer_Voucher__c to true","500B000000355qlIAA","8095",2.032
"Change Field_Service__c to true","500B000000355qmIAA","8096",3.894
"Change Offer_Voucher__c to true","500B000000355qmIAA","8096",2.734
"Change Field_Service__c to true","500B000000355qnIAA","8097",3.894
"Change Offer_Voucher__c to true","500B000000355qnIAA","8097",2.734
"Change Field_Service__c to true","500B000000355qoIAA","8098",3.894
"Change Field_Service__c to true","500B000000355qpIAA","8099",3.894
"Change Offer_Voucher__c to true","500B000000355qqIAA","8100",2.926
"Change Offer_Voucher__c to true","500B000000355qrIAA","8101",4.19
"Change Field_Service__c to true","500B000000355qrIAA","8101",3.923
"Change Offer_Voucher__c to true","500B000000355qsIAA","8102",3.858
"Change Field_Service__c to true","500B000000355qtIAA","8103",3.968
"Change Field_Service__c to true","500B000000355quIAA","8104",4.009
"Change Field_Service__c to true","500B000000355qvIAA","8105",3.894
"Change Offer_Voucher__c to true","500B000000355qvIAA","8105",1.477
"Change Field_Service__c to true","500B000000355qwIAA","8106",4.082
"Change Offer_Voucher__c to true","500B000000355qwIAA","8106",2.938
"Change Field_Service__c to true","500B000000355qxIAA","8107",4.035
"Change Offer_Voucher__c to true","500B000000355qxIAA","8107",2.425
"Change Field_Service__c to true","500B000000355qyIAA","8108",4.063
"Change Offer_Voucher__c to true","500B000000355qyIAA","8108",2.352
"Change Field_Service__c to true","500B000000355qzIAA","8109",3.968
"Change Offer_Voucher__c to true","500B000000355qzIAA","8109",3.052
"Change Field_Service__c to true","500B000000355r0IAA","8110",3.968
"Change Offer_Voucher__c to true","500B000000355r0IAA","8110",3.046
"Change Field_Service__c to true","500B000000355r1IAA","8111",4.063
"Change Offer_Voucher__c to true","500B000000355r1IAA","8111",2.147
"Change Field_Service__c to true","500B000000355r2IAA","8112",4.267
"Change Offer_Voucher__c to true","500B000000355r2IAA","8112",2.171
"Change Offer_Voucher__c to true","500B000000355r3IAA","8113",1.677
"Change Field_Service__c to true","500B000000355wcIAA","8458",4.081
"Change Offer_Voucher__c to true","500B000000355wcIAA","8458",1.942
"Change Field_Service__c to true","500B000000355wdIAA","8459",4.109
"Change Field_Service__c to true","500B000000355weIAA","8460",4.009
"Change Offer_Voucher__c to true","500B000000355weIAA","8460",3.891
"Change Offer_Voucher__c to true","500B000000355wfIAA","8461",1.599
"Change Offer_Voucher__c to true","500B000000355wgIAA","8462",1.776
"Change Field_Service__c to true","500B000000355whIAA","8463",4.267
"Change Offer_Voucher__c to true","500B000000355whIAA","8463",2.554
"Change Field_Service__c to true","500B000000355wiIAA","8464",4.063
"Change Offer_Voucher__c to true","500B000000355wiIAA","8464",2.255
"Change Field_Service__c to true","500B000000355wjIAA","8465",4.267
"Change Offer_Voucher__c to true","500B000000355wjIAA","8465",2.366
"Change Field_Service__c to true","500B000000355wkIAA","8466",4.267
"Change Offer_Voucher__c to true","500B000000355wkIAA","8466",2.366
"Change Field_Service__c to true","500B000000355wlIAA","8467",4.153
"Change Offer_Voucher__c to true","500B000000355wlIAA","8467",2.955
"Change Field_Service__c to true","500B000000355wmIAA","8468",3.968
"Change Offer_Voucher__c to true","500B000000355wmIAA","8468",2.618
"Change Field_Service__c to true","500B000000355wnIAA","8469",3.991
"Change Offer_Voucher__c to true","500B000000355wnIAA","8469",1.838
"Change Offer_Voucher__c to true","500B000000355woIAA","8470",1.817
"Change Field_Service__c to true","500B000000355wpIAA","8471",4.081
"Change Offer_Voucher__c to true","500B000000355wpIAA","8471",1.715
"Change Offer_Voucher__c to true","500B000000355wqIAA","8472",3.978
"Change Field_Service__c to true","500B000000355wqIAA","8472",3.894
"Change Field_Service__c to true","500B000000355wrIAA","8473",3.968
"Change Field_Service__c to true","500B000000355wsIAA","8474",4.009
"Change Field_Service__c to true","500B000000355wtIAA","8475",4.009
"Change Field_Service__c to true","500B000000355wuIAA","8476",3.895
"Change Offer_Voucher__c to true","500B000000355wuIAA","8476",2.434
"Change Offer_Voucher__c to true","500B000000355wvIAA","8477",2.608
"Change Field_Service__c to true","500B000000355wwIAA","8478",4.009
"Change Offer_Voucher__c to true","500B000000355wwIAA","8478",2.481
"Change Field_Service__c to true","500B000000355wxIAA","8479",4.153
"Change Offer_Voucher__c to true","500B000000355wxIAA","8479",2.989
"Change Field_Service__c to true","500B000000355wyIAA","8480",3.991
"Change Offer_Voucher__c to true","500B000000355wyIAA","8480",3.116
"Change Field_Service__c to true","500B000000355fzIAA","7432",3.923
"Change Offer_Voucher__c to true","500B000000355fzIAA","7432",2.992
"Change Field_Service__c to true","500B000000355g0IAA","7433",3.894
"Change Offer_Voucher__c to true","500B000000355g0IAA","7433",1.792
"Change Field_Service__c to true","500B000000355g1IAA","7434",3.923
"Change Offer_Voucher__c to true","500B000000355g1IAA","7434",1.985
"Change Field_Service__c to true","500B000000355g2IAA","7435",4.081
"Change Offer_Voucher__c to true","500B000000355g2IAA","7435",2.769
"Change Offer_Voucher__c to true","500B000000355g3IAA","7436",2.992
"Change Field_Service__c to true","500B000000355g5IAA","7438",3.923
"Change Field_Service__c to true","500B000000355g6IAA","7439",4.064
"Change Offer_Voucher__c to true","500B000000355g6IAA","7439",2.598
"Change Field_Service__c to true","500B000000355g7IAA","7440",3.923
"Change Offer_Voucher__c to true","500B000000355g7IAA","7440",3.287
"Change Field_Service__c to true","500B000000355g8IAA","7441",3.968
"Change Offer_Voucher__c to true","500B000000355g8IAA","7441",2.364
"Change Field_Service__c to true","500B000000355g9IAA","7442",3.923
"Change Offer_Voucher__c to true","500B000000355g9IAA","7442",3.504
"Change Offer_Voucher__c to true","500B000000355gAIAQ","7443",2.065
"Change Field_Service__c to true","500B000000355gBIAQ","7444",3.923
"Change Offer_Voucher__c to true","500B000000355gBIAQ","7444",1.726
"Change Field_Service__c to true","500B000000355gCIAQ","7445",3.923
"Change Offer_Voucher__c to true","500B000000355gCIAQ","7445",2.95
"Change Field_Service__c to true","500B000000355gDIAQ","7446",4.082
"Change Offer_Voucher__c to true","500B000000355gDIAQ","7446",2.309
"Change Offer_Voucher__c to true","500B000000355gEIAQ","7447",1.896
"Change Field_Service__c to true","500B000000355gFIAQ","7448",3.923
"Change Field_Service__c to true","500B000000355gGIAQ","7449",3.923
"Change Offer_Voucher__c to true","500B000000355gGIAQ","7449",3.747
"Change Field_Service__c to true","500B000000355gHIAQ","7450",3.923
"Change Offer_Voucher__c to true","500B000000355gHIAQ","7450",1.782
"Change Field_Service__c to true","500B000000355gIIAQ","7451",4.064
"Change Offer_Voucher__c to true","500B000000355gIIAQ","7451",2.28
"Change Field_Service__c to true","500B000000355gJIAQ","7452",4.035
"Change Offer_Voucher__c to true","500B000000355gJIAQ","7452",2.236
"Change Offer_Voucher__c to true","500B000000355gKIAQ","7453",3.461
"Change Field_Service__c to true","500B000000355gLIAQ","7454",3.923
"Change Offer_Voucher__c to true","500B000000355gLIAQ","7454",3.139
"Change Field_Service__c to true","500B000000355mDIAQ","7818",4.109
"Change Offer_Voucher__c to true","500B000000355mDIAQ","7818",2.814
"Change Field_Service__c to true","500B000000355mEIAQ","7819",4.109
"Change Offer_Voucher__c to true","500B000000355mEIAQ","7819",2.387
"Change Field_Service__c to true","500B000000355mFIAQ","7820",4.249
"Change Offer_Voucher__c to true","500B000000355mFIAQ","7820",2.499
"Change Offer_Voucher__c to true","500B000000355mGIAQ","7821",3.175
"Change Offer_Voucher__c to true","500B000000355mHIAQ","7822",3.175
"Change Field_Service__c to true","500B000000355mIIAQ","7823",4.109
"Change Offer_Voucher__c to true","500B000000355mIIAQ","7823",3.202
"Change Field_Service__c to true","500B000000355mJIAQ","7824",3.85
"Change Offer_Voucher__c to true","500B000000355mJIAQ","7824",3.081
"Change Field_Service__c to true","500B000000355mKIAQ","7825",4.267
"Change Offer_Voucher__c to true","500B000000355mKIAQ","7825",3.091
"Change Field_Service__c to true","500B000000355mLIAQ","7826",4.009
"Change Offer_Voucher__c to true","500B000000355mLIAQ","7826",2.248
"Change Field_Service__c to true","500B000000355mMIAQ","7827",4.053
"Change Offer_Voucher__c to true","500B000000355mMIAQ","7827",2.028
"Change Field_Service__c to true","500B000000355mNIAQ","7828",4.012
"Change Offer_Voucher__c to true","500B000000355mNIAQ","7828",2.759
"Change Offer_Voucher__c to true","500B000000355mOIAQ","7829",3.885
"Change Field_Service__c to true","500B000000355mOIAQ","7829",3.85
"Change Field_Service__c to true","500B000000355mPIAQ","7830",4.267
"Change Field_Service__c to true","500B000000355mRIAQ","7832",4.009
"Change Offer_Voucher__c to true","500B000000355mSIAQ","7833",1.563
"Change Offer_Voucher__c to true","500B000000355mTIAQ","7834",2.22
"Change Field_Service__c to true","500B000000355mUIAQ","7835",4.109
"Change Offer_Voucher__c to true","500B000000355mUIAQ","7835",1.719
"Change Offer_Voucher__c to true","500B000000355mVIAQ","7836",3.032
"Change Offer_Voucher__c to true","500B000000355mWIAQ","7837",1.969
"Change Field_Service__c to true","500B000000355mXIAQ","7838",3.968
"Change Offer_Voucher__c to true","500B000000355mXIAQ","7838",1.992
"Change Field_Service__c to true","500B000000355mYIAQ","7839",3.939
"Change Offer_Voucher__c to true","500B000000355mYIAQ","7839",1.973
"Change Offer_Voucher__c to true","500B000000355mZIAQ","7840",2.309
"Change Field_Service__c to true","500B000000355r4IAA","8114",3.894
"Change Offer_Voucher__c to true","500B000000355r4IAA","8114",3.116
"Change Offer_Voucher__c to true","500B000000355r5IAA","8115",4.126
"Change Field_Service__c to true","500B000000355r6IAA","8116",3.968
"Change Field_Service__c to true","500B000000355r7IAA","8117",3.894
"Change Offer_Voucher__c to true","500B000000355r7IAA","8117",1.78
"Change Field_Service__c to true","500B000000355r8IAA","8118",4.081
"Change Offer_Voucher__c to true","500B000000355r8IAA","8118",2.768
"Change Field_Service__c to true","500B000000355r9IAA","8119",3.984
"Change Offer_Voucher__c to true","500B000000355r9IAA","8119",2.09
"Change Field_Service__c to true","500B000000355rAIAQ","8120",4.098
"Change Offer_Voucher__c to true","500B000000355rAIAQ","8120",3.562
"Change Field_Service__c to true","500B000000355rBIAQ","8121",3.984
"Change Offer_Voucher__c to true","500B000000355rBIAQ","8121",2.887
"Change Offer_Voucher__c to true","500B000000355rCIAQ","8122",3.008
"Change Field_Service__c to true","500B000000355rDIAQ","8123",4.054
"Change Offer_Voucher__c to true","500B000000355rDIAQ","8123",3.406
"Change Field_Service__c to true","500B000000355rEIAQ","8124",3.939
"Change Offer_Voucher__c to true","500B000000355rEIAQ","8124",3.167
"Change Field_Service__c to true","500B000000355rFIAQ","8125",3.939
"Change Offer_Voucher__c to true","500B000000355rFIAQ","8125",3.167
"Change Field_Service__c to true","500B000000355rGIAQ","8126",3.968
"Change Offer_Voucher__c to true","500B000000355rGIAQ","8126",3.21
"Change Field_Service__c to true","500B000000355rHIAQ","8127",3.968
"Change Offer_Voucher__c to true","500B000000355rHIAQ","8127",3.182
"Change Field_Service__c to true","500B000000355rIIAQ","8128",4.079
"Change Offer_Voucher__c to true","500B000000355rIIAQ","8128",2.055
"Change Offer_Voucher__c to true","500B000000355rJIAQ","8129",1.959
"Change Offer_Voucher__c to true","500B000000355rKIAQ","8130",2.441
"Change Offer_Voucher__c to true","500B000000355rLIAQ","8131",1.902
"Change Field_Service__c to true","500B000000355rMIAQ","8132",3.923
"Change Offer_Voucher__c to true","500B000000355rNIAQ","8133",4.09
"Change Field_Service__c to true","500B000000355rNIAQ","8133",3.923
"Change Field_Service__c to true","500B000000355rPIAQ","8135",3.968
"Change Field_Service__c to true","500B000000355rQIAQ","8136",3.894
"Change Offer_Voucher__c to true","500B000000355rQIAQ","8136",1.797
"Change Offer_Voucher__c to true","500B000000355wzIAA","8481",2.108
"Change Field_Service__c to true","500B000000355x0IAA","8482",4.267
"Change Offer_Voucher__c to true","500B000000355x0IAA","8482",2.151
"Change Offer_Voucher__c to true","500B000000355x1IAA","8483",1.753
"Change Offer_Voucher__c to true","500B000000355x2IAA","8484",1.883
"Change Field_Service__c to true","500B000000355x3IAA","8485",3.939
"Change Field_Service__c to true","500B000000355x4IAA","8486",4.249
"Change Offer_Voucher__c to true","500B000000355x4IAA","8486",2.678
"Change Field_Service__c to true","500B000000355x5IAA","8487",3.923
"Change Offer_Voucher__c to true","500B000000355x5IAA","8487",1.646
"Change Field_Service__c to true","500B000000355x6IAA","8488",4.109
"Change Offer_Voucher__c to true","500B000000355x7IAA","8489",2.663
"Change Offer_Voucher__c to true","500B000000355x8IAA","8490",2.955
"Change Field_Service__c to true","500B000000355x9IAA","8491",4.082
"Change Offer_Voucher__c to true","500B000000355x9IAA","8491",1.945
"Change Field_Service__c to true","500B000000355xAIAQ","8492",4.153
"Change Offer_Voucher__c to true","500B000000355xAIAQ","8492",2.996
"Change Field_Service__c to true","500B000000355xBIAQ","8493",4.249
"Change Offer_Voucher__c to true","500B000000355xBIAQ","8493",2.848
"Change Offer_Voucher__c to true","500B000000355xCIAQ","8494",3.113
"Change Offer_Voucher__c to true","500B000000355xDIAQ","8495",3.96
"Change Field_Service__c to true","500B000000355xDIAQ","8495",3.923
"Change Field_Service__c to true","500B000000355xEIAQ","8496",3.923
"Change Field_Service__c to true","500B000000355xFIAQ","8497",4.249
"Change Offer_Voucher__c to true","500B000000355xFIAQ","8497",1.817
"Change Offer_Voucher__c to true","500B000000355xGIAQ","8498",2.33
"Change Field_Service__c to true","500B000000355xHIAQ","8499",3.939
"Change Offer_Voucher__c to true","500B000000355xHIAQ","8499",3.92
"Change Field_Service__c to true","500B000000355xIIAQ","8500",4.081
"Change Offer_Voucher__c to true","500B000000355xIIAQ","8500",2.973
"Change Field_Service__c to true","500B000000355xJIAQ","8501",3.85
"Change Offer_Voucher__c to true","500B000000355xJIAQ","8501",1.605
"Change Field_Service__c to true","500B000000355xKIAQ","8502",4.009
"Change Offer_Voucher__c to true","500B000000355xKIAQ","8502",2.323
"Change Field_Service__c to true","500B000000355xLIAQ","8503",4.009
"Change Offer_Voucher__c to true","500B000000355xLIAQ","8503",2.323
"Change Field_Service__c to true","500B000000355gMIAQ","7455",3.923
"Change Offer_Voucher__c to true","500B000000355gMIAQ","7455",1.927
"Change Offer_Voucher__c to true","500B000000355gNIAQ","7456",2.761
"Change Field_Service__c to true","500B000000355gOIAQ","7457",4.053
"Change Offer_Voucher__c to true","500B000000355gOIAQ","7457",3.901
"Change Field_Service__c to true","500B000000355gQIAQ","7459",4.153
"Change Offer_Voucher__c to true","500B000000355gQIAQ","7459",3.677
"Change Field_Service__c to true","500B000000355gRIAQ","7460",3.85
"Change Offer_Voucher__c to true","500B000000355gRIAQ","7460",1.794
"Change Field_Service__c to true","500B000000355gSIAQ","7461",4.152
"Change Offer_Voucher__c to true","500B000000355gSIAQ","7461",2.802
"Change Field_Service__c to true","500B000000355gTIAQ","7462",4.249
"Change Offer_Voucher__c to true","500B000000355gTIAQ","7462",2.597
"Change Offer_Voucher__c to true","500B000000355gUIAQ","7463",2.512
"Change Field_Service__c to true","500B000000355gVIAQ","7464",3.968
"Change Offer_Voucher__c to true","500B000000355gVIAQ","7464",2.718
"Change Offer_Voucher__c to true","500B000000355gWIAQ","7465",2.151
"Change Offer_Voucher__c to true","500B000000355gXIAQ","7466",2.897
"Change Offer_Voucher__c to true","500B000000355gYIAQ","7467",3.063
"Change Field_Service__c to true","500B000000355gZIAQ","7468",3.923
"Change Offer_Voucher__c to true","500B000000355gZIAQ","7468",3.08
"Change Offer_Voucher__c to true","500B000000355gaIAA","7469",2.254
"Change Offer_Voucher__c to true","500B000000355gbIAA","7470",2.224
"Change Offer_Voucher__c to true","500B000000355gcIAA","7471",1.855
"Change Offer_Voucher__c to true","500B000000355gdIAA","7472",1.855
"Change Field_Service__c to true","500B000000355geIAA","7473",3.923
"Change Offer_Voucher__c to true","500B000000355geIAA","7473",1.856
"Change Field_Service__c to true","500B000000355gfIAA","7474",4.082
"Change Offer_Voucher__c to true","500B000000355gfIAA","7474",2.834
"Change Field_Service__c to true","500B000000355ggIAA","7475",4.082
"Change Offer_Voucher__c to true","500B000000355ggIAA","7475",2.992
"Change Field_Service__c to true","500B000000355ghIAA","7476",4.082
"Change Offer_Voucher__c to true","500B000000355giIAA","7477",4.083
"Change Field_Service__c to true","500B000000355maIAA","7841",3.894
"Change Offer_Voucher__c to true","500B000000355maIAA","7841",3.214
"Change Offer_Voucher__c to true","500B000000355mbIAA","7842",1.8
"Change Field_Service__c to true","500B000000355mcIAA","7843",4.012
"Change Offer_Voucher__c to true","500B000000355mcIAA","7843",3.306
"Change Offer_Voucher__c to true","500B000000355mdIAA","7844",2.918
"Change Field_Service__c to true","500B000000355meIAA","7845",3.85
"Change Offer_Voucher__c to true","500B000000355meIAA","7845",2.765
"Change Field_Service__c to true","500B000000355mfIAA","7846",3.894
"Change Offer_Voucher__c to true","500B000000355mfIAA","7846",2.847
"Change Offer_Voucher__c to true","500B000000355mgIAA","7847",4.043
"Change Field_Service__c to true","500B000000355mgIAA","7847",3.85
"Change Offer_Voucher__c to true","500B000000355mhIAA","7848",4.043
"Change Field_Service__c to true","500B000000355mhIAA","7848",3.85
"Change Field_Service__c to true","500B000000355miIAA","7849",4.109
"Change Offer_Voucher__c to true","500B000000355mjIAA","7850",4.031
"Change Field_Service__c to true","500B000000355mkIAA","7851",3.85
"Change Offer_Voucher__c to true","500B000000355mkIAA","7851",1.699
"Change Offer_Voucher__c to true","500B000000355mlIAA","7852",2.071
"Change Field_Service__c to true","500B000000355mmIAA","7853",3.991
"Change Offer_Voucher__c to true","500B000000355mmIAA","7853",2.39
"Change Field_Service__c to true","500B000000355mnIAA","7854",4.109
"Change Offer_Voucher__c to true","500B000000355mnIAA","7854",3.341
"Change Offer_Voucher__c to true","500B000000355moIAA","7855",1.635
"Change Field_Service__c to true","500B000000355mpIAA","7856",4.009
"Change Offer_Voucher__c to true","500B000000355mpIAA","7856",2.965
"Change Offer_Voucher__c to true","500B000000355mqIAA","7857",2.125
"Change Field_Service__c to true","500B000000355mrIAA","7858",4.053
"Change Offer_Voucher__c to true","500B000000355mrIAA","7858",2.035
"Change Field_Service__c to true","500B000000355msIAA","7859",4.012
"Change Offer_Voucher__c to true","500B000000355msIAA","7859",1.967
"Change Field_Service__c to true","500B000000355mtIAA","7860",4.012
"Change Offer_Voucher__c to true","500B000000355mtIAA","7860",2.895
"Change Field_Service__c to true","500B000000355muIAA","7861",4.109
"Change Field_Service__c to true","500B000000355mvIAA","7862",3.894
"Change Offer_Voucher__c to true","500B000000355mvIAA","7862",2.804
"Change Field_Service__c to true","500B000000355mwIAA","7863",4.082
"Change Offer_Voucher__c to true","500B000000355rRIAQ","8137",3.478
"Change Field_Service__c to true","500B000000355rSIAQ","8138",4.081
"Change Offer_Voucher__c to true","500B000000355rSIAQ","8138",2.692
"Change Field_Service__c to true","500B000000355rTIAQ","8139",4.054
"Change Offer_Voucher__c to true","500B000000355rTIAQ","8139",3.511
"Change Field_Service__c to true","500B000000355rUIAQ","8140",3.939
