"Product_Family","Product_Name","Account_Name","Discount_Percent","Total_Price"
"Car Accessories","Car Care","Process Networks Plus",0.01,40000
"Car Accessories","Exterior Accessories","Business Technology Associates",0.02,30000
"Car Accessories","Interior Accessories","Kelso & Company",0.01,651000
"Performance & Non-auto","Motorcycle Parts","Gulf Coast Pump & Supply",0,45000
"Car Accessories","Exterior Accessories","Age of Travel",0.07,4897
"Car Accessories","Car Care","Finish Line",0.02,33239
"Performance & Non-auto","RV Shelters","Andy Blum & Associates",0,133200
"Performance & Non-auto","Motorcycle Parts","Andy Blum & Associates",0.02,50000
"Car Accessories","Batteries","Embi Tec",0.14,3438
"Performance & Non-auto","Motorcycle Parts","Ligos Corp.",0.01,64000
"Car Accessories","Replacement Parts","The Sherwin-Williams Company",0.01,72000
"Car Accessories","Exterior Accessories","Parature",0.02,27607
"Car Accessories","Replacement Parts","Southwestern Bell Telephone, L.P.",0.05,30674
"Car Electronics","Electronics","Hemstreet Development",1,0
"Car Accessories","Car Care","Reading International",0.03,20948
"Car Accessories","Car Care","ComTecAC-000036329",0,90000
"Car Accessories","Car Care","Anderson Performance Imprvmnt",0.02,12618
"Performance & Non-auto","RV Shelters","Anderson Performance Imprvmnt",0.03,10000
"Performance & Non-auto","Motorcycle Parts","New Resources Corp",0.02,34103
"Performance & Non-auto","Performance","New Resources Corp",0.02,60000
"Car Accessories","Batteries","Neogen Corporation",0.02,92024
"Car Accessories","Towing Equioment","Stonebridge Partners",0,90000
"Car Accessories","Replacement Parts","seacoast investor services, in",0.04,31002
"Car Accessories","Exterior Accessories","seacoast investor services, in",0.15,4500
"Performance & Non-auto","RV Shelters","Sprint Nextel Corporation / Corporate Headquarters",0.01,100000
"Performance & Non-auto","RV Shelters","Allied Building Products Corp.",0,85889
"Car Accessories","Exterior Accessories","IBS Group",0.02,30000
"Car Accessories","Batteries","XML Technology Partners",0.03,58000
"Car Accessories","Exterior Accessories","Global ID Group",0.05,10000
"Performance & Non-auto","Motorcycle Parts","reelestates.com",0.01,40000
"Car Accessories","Batteries","CDXC Corporation",0.01,55214
"Car Accessories","Batteries","SunBridge",0.01,115000
"Car Accessories","Car Care","Meadowbrook Insurance Group",0,131578
"Car Accessories","Car Care","Plexion Technologies",0.02,6000
"Performance & Non-auto","RV Shelters","Info4carscom Inc",0,368098
"Car Accessories","Car Care","Info4carscom Inc",0.03,13157
"Car Accessories","Exterior Accessories","Phase Ii Technical Sales",0,71000
"Performance & Non-auto","Motorcycle Parts","Sleuth-BSI",0,105008
"Car Accessories","Exterior Accessories","Jet Web USA",0,97000
"Performance & Non-auto","RV Shelters","Persogenics Corporation",0,303000
"Performance & Non-auto","Performance","Far Voice",0.01,155000
"Car Accessories","Interior Accessories","Kaplan Tutoring",0.08,77507
"Car Accessories","Batteries","Apollo Programming",0.12,12269
"Performance & Non-auto","RV Shelters","Techsys Computer Associates",0.01,150000
"Performance & Non-auto","RV Shelters","Techsys Computer Associates",0.01,110000
"Car Accessories","Replacement Parts","Techsys Computer Associates",0.13,10000
"Car Accessories","Interior Accessories","RGS Associates",0.07,31224
"Car Accessories","Batteries","RGS Associates",0.01,150000
"Performance & Non-auto","Motorcycle Parts","Carl Eric Johnson",0.05,8815
"Performance & Non-auto","Motorcycle Parts","Mimeo.com",0.01,65106
"Car Accessories","Towing Equioment","Daiichi Fine Chemicals",1,0
"Car Accessories","Exterior Accessories","Palaver Communications",0,13157
"Car Accessories","Replacement Parts","Palaver Communications",0.07,7119
"Car Accessories","Replacement Parts","Aegis Semiconductor",0,500000
"Car Accessories","Towing Equioment","The Techknowledgy Center",0.01,30000
"Car Accessories","Exterior Accessories","Badger Paper Mills",0.01,72289
"Car Accessories","Replacement Parts","JELD-WEN - PRIMARY",0.06,25000
"Car Accessories","Replacement Parts","Avail Networks",0.05,20000
"Car Accessories","Replacement Parts","Solution Consultants",0.02,82075
"Performance & Non-auto","Motorcycle Parts","Credit Control Services",0.14,3000
"Performance & Non-auto","RV Shelters","Iconologic",0.03,50000
"Performance & Non-auto","Motorcycle Parts","Stratature",0,700000
"Car Accessories","Towing Equioment","Stratature",0.01,100000
"Car Accessories","Car Care","Team Technology",0.19,1000
"Tires & Wheels","Tires and Wheels","Centurion Industries",0.01,220000
"Car Accessories","Replacement Parts","Acorn Technowlogies",0.02,30000
"Performance & Non-auto","RV Shelters","Applied Digital",0,408000
"Car Accessories","Exterior Accessories","Dresser-Rand Company",0.05,10000
"Performance & Non-auto","RV Shelters","Dresser-Rand Company",0,500000
"Performance & Non-auto","RV Shelters","Ultra Electronics - NSPI",0.09,15000
"Car Accessories","Exterior Accessories","Spottswood Photography",0,50000
"Car Accessories","Replacement Parts","Spottswood Photography",0.06,25000
"Performance & Non-auto","Motorcycle Parts","Spottswood Photography",0.04,10000
"Car Accessories","Batteries","Spottswood Photography",0.01,150000
"Car Accessories","Towing Equioment","Spottswood Photography",0,44000
"Performance & Non-auto","RV Shelters","Powernet Marketing Systems In",0,90000
"Performance & Non-auto","Motorcycle Parts","Roeko",0.01,100000
"Performance & Non-auto","RV Shelters","Roeko",0.01,136000
"Performance & Non-auto","RV Shelters","Telathena Systems",0.03,20000
"Car Accessories","Car Care","Cogent Business Applications",0,161000
"Car Accessories","Batteries","Momentum Technical Consulting",0.01,190000
"Car Accessories","Interior Accessories","Momentum Technical Consulting",0.05,40000
"Performance & Non-auto","RV Shelters","Momentum Technical Consulting",0,250000
"Car Accessories","Exterior Accessories","Essex Corp. / Melbourne Corp.",0.02,25000
"Performance & Non-auto","RV Shelters","Resource Development Service",0.01,200000
"Performance & Non-auto","RV Shelters","Half.com",0.01,300000
"Car Accessories","Exterior Accessories","Half.com",0.02,25000
"Performance & Non-auto","Motorcycle Parts","EAInvest Securities",0.03,14603
"Performance & Non-auto","RV Shelters","Haverty Furniture Companies",0,47000
"Performance & Non-auto","Motorcycle Parts","Canyon Logic Systems",0.01,80000
"Performance & Non-auto","RV Shelters","Basis Media Communication",0,380000
"Car Accessories","Batteries","Basis Media Communication",0.16,3333
"Performance & Non-auto","RV Shelters","Excellence In Motivation",0.01,59000
"Car Accessories","Batteries","Connexity",0.03,60240
"Car Accessories","Replacement Parts","Cofuture",0.01,60562
"Performance & Non-auto","RV Shelters","BrightStreet.com",0.01,100000
"Performance & Non-auto","RV Shelters","BrightStreet.com",0.02,101000
"Performance & Non-auto","RV Shelters","Starsight Technologies",0.01,200000
"Car Accessories","Replacement Parts","New York Power Authority",0,186017
"Car Accessories","Batteries","Resources Connection",0.02,90000
"Car Accessories","Exterior Accessories","Resources Connection",0,50000
"Car Accessories","Batteries","URM Stores",1,0
"Performance & Non-auto","Motorcycle Parts","URM Stores",0,300000
"Performance & Non-auto","Motorcycle Parts","Howard Industries",0,60000
"Car Accessories","Batteries","Micromeritics Instrument Corp.",0.02,100000
"Car Accessories","Exterior Accessories","Wild Aid",0,100000
"Car Accessories","Replacement Parts","Medical Broadcasting Co",0,40000
"Car Accessories","Car Care","InHealth Medical",0,300000
"Car Accessories","Replacement Parts","InHealth Medical",0,312000
"Performance & Non-auto","RV Shelters","Pitney Bowes Distribution Ctr",0.01,150000
"Car Accessories","Replacement Parts","Wallace  Burbank",0.01,13204
"Car Accessories","Batteries","Framingham Realty Assocs Inc",0.02,100000
"Performance & Non-auto","Motorcycle Parts","FLEX",0.01,100000
"Performance & Non-auto","RV Shelters","Creative Networks",0.01,200000
"Performance & Non-auto","RV Shelters","Creative Networks",0.02,64590
"Performance & Non-auto","Motorcycle Parts","malik",0.05,20958
"Car Accessories","Exterior Accessories","malik",0.01,60000
"Car Accessories","Batteries","Advanced Results Marketing",0.04,50000
"Car Accessories","Exterior Accessories","Goric Marketing Group Inc",0.01,101000
"Performance & Non-auto","Motorcycle Parts","Midlake Products & Mfg",0.02,25000
"Car Accessories","Interior Accessories","Midlake Products & Mfg",0.01,100000
"Car Accessories","Batteries","HRB Tax Group",0.01,105000
"Performance & Non-auto","RV Shelters","HRB Tax Group",0,127000
"Car Accessories","Exterior Accessories","PRI",0.01,70400
"Performance & Non-auto","RV Shelters","Fidelity Management & Research Company",0.01,55000
"Car Accessories","Exterior Accessories","OnSite Computer Training",0.01,40000
"Performance & Non-auto","Motorcycle Parts","SourceHOV",0,210000
"Performance & Non-auto","RV Shelters","Lucid International",0,180368
"Car Accessories","Interior Accessories","Enabled Markets",0.23,13000
"Car Accessories","Exterior Accessories","Fuller Marketing Inc",0.03,18775
"Performance & Non-auto","Performance","Scott Schuler P.A.",0.02,105000
"Car Accessories","Batteries","Scott Schuler P.A.",0.01,105000
"Performance & Non-auto","Motorcycle Parts","Osage Systems Group",0.02,50004
"Car Accessories","Batteries","Intersolutions Inc",1,0
"Car Accessories","Interior Accessories","Hilton Reservation & Contact Center",0.06,7920
"Performance & Non-auto","Performance","Landmark Interactive Holdings",0.13,10000
"Car Accessories","Interior Accessories","Laredo Design Group",0.03,155014
"Performance & Non-auto","Motorcycle Parts","Bfs Business Printing",0,250000
"Car Accessories","Interior Accessories","Rainbow Rentals",0.01,50000
"Car Accessories","Batteries","Pensare Inc",0.06,13157
"Performance & Non-auto","Motorcycle Parts","Pensare Inc",0.01,99999
"Car Accessories","Towing Equioment","Vision Solutions",0.01,150000
"Car Accessories","Exterior Accessories","Fine Light",0,64921
"Car Accessories","Car Care","Fine Light",0,394736
"Performance & Non-auto","RV Shelters","OraMetrix",0.03,10000
"Car Accessories","Interior Accessories","TexLink Communication",1,1
"Car Accessories","Towing Equioment","Regimedia USA Inc",1,1
"Car Accessories","Interior Accessories","Patrice Curtis",0.01,232999
"Car Accessories","Car Care","Strategic Network Systems",0,100000
"Performance & Non-auto","Motorcycle Parts","intellicap",0,105000
"Car Accessories","Batteries","Digital Bungalow Inc",0.01,108510
"Performance & Non-auto","Motorcycle Parts","Caskey Achievement Strategies",0.02,50000
"Car Accessories","Replacement Parts","Tradius",0.01,100000
"Car Accessories","Car Care","Tradius",1,0
"Car Accessories","Exterior Accessories","Tradius",0.01,20000
"Performance & Non-auto","RV Shelters","Legacy Builders Inc",0.01,200000
"Car Accessories","Exterior Accessories","Legacy Builders Inc",0.01,75000
"Car Accessories","Exterior Accessories","Legacy Builders Inc",0,250000
"Car Accessories","Exterior Accessories","Vulcan Materials Company",0,100000
"Car Accessories","Batteries","The Hertz Corporation",0.16,5000
"Car Accessories","Batteries","Radley Corp",0.01,97000
"Car Accessories","Towing Equioment","Manatron",0,40000
"Car Accessories","Exterior Accessories","AST Corporation",0.01,48000
"Performance & Non-auto","Motorcycle Parts","Markmin Staffing",0.01,100000
"Car Accessories","Car Care","Titanis Inc",0.01,50000
"Car Accessories","Exterior Accessories","Agribank, FCB",0.98,20
"Performance & Non-auto","Performance","Insync Consulting Group Inc",0.03,100000
"Car Accessories","Exterior Accessories","St. Ives Cleveland",0.02,51000
"Performance & Non-auto","RV Shelters","Greg Construction Company",0.01,300000
"Car Accessories","Batteries","Danbred USA",0.02,100000
"Car Accessories","Car Care","Danbred USA",0.02,26000
"Performance & Non-auto","Motorcycle Parts","Contractor Resource",0,15000
"Performance & Non-auto","RV Shelters","Tronex International",0.09,15000
"Car Accessories","Replacement Parts","CoMedical, Inc",0.02,60000
"Car Accessories","Batteries","CoMedical, Inc",0.06,30000
"Car Accessories","Batteries","Epiq Systems",0.01,105000
"Car Accessories","Towing Equioment","U-tron Technologies",0.01,100000
"Performance & Non-auto","Motorcycle Parts","Libbey Glass Inc",0,150000
"Performance & Non-auto","Motorcycle Parts","Worldfree Corporation",0,60000
"Car Accessories","Exterior Accessories","Worldfree Corporation",0,150000
"Car Accessories","Batteries","Core Education and Consulting Solutions",0.01,105000
"Car Accessories","Towing Equioment","Decision Research Corp.",0,200000
"Performance & Non-auto","Performance","Decision Research Corp.",0.07,50000
"Performance & Non-auto","RV Shelters","D & D Systems",0.01,130000
"Car Accessories","Batteries","Computer Plus Ctr Inc",0.04,50000
"Performance & Non-auto","RV Shelters","Rockwell Control Products and Solutions",0,80000
"Car Accessories","Replacement Parts","HBE Corporation",0.13,10000
"Performance & Non-auto","Motorcycle Parts","HBE Corporation",0.02,57000
"Car Accessories","Exterior Accessories","Waterfall Co",0.01,33000
"Car Accessories","Batteries","United HealthCare Services",0.02,90000
"Car Accessories","Exterior Accessories","Everyday Office Inc",0.01,75000
"Performance & Non-auto","RV Shelters","Everyday Office Inc",0,342000
"Car Accessories","Exterior Accessories","CompuHelp Internet Access, Inc",0,900000
"Car Accessories","Exterior Accessories","The Integer Group",0,626540
"Car Accessories","Replacement Parts","Frank Mayer & Associates",0.08,21000
"Performance & Non-auto","RV Shelters","Monarch Community Bank",0.03,60000
"Performance & Non-auto","RV Shelters","AEC Cadcon",0,480000
"Car Accessories","Batteries","The L. A. Studios",0.01,105000
"Performance & Non-auto","RV Shelters","The L. A. Studios",0,552000
"Performance & Non-auto","RV Shelters","Encore Senior Living",0.01,120000
"Car Accessories","Towing Equioment","Advanced Micro Computer Specialists",0,500000
"Car Accessories","Exterior Accessories","Advanced Micro Computer Specialists",0,300000
"Car Accessories","Exterior Accessories","Savant Lighting",0,700000
"Car Accessories","Batteries","Contec Corp",0.02,100000
"Car Accessories","Towing Equioment","Adaptive Marketing",0,250000
"Performance & Non-auto","RV Shelters","FutureMedia",0.03,40000
"Car Accessories","Interior Accessories","FutureMedia",0.03,90000
"Car Accessories","Batteries","FutureMedia",0.01,220000
"Car Accessories","Exterior Accessories","Entomo",0,300000
"Car Accessories","Exterior Accessories","Entomo",0,500000
"Car Accessories","Interior Accessories","Entomo",0.01,100000
"Performance & Non-auto","Performance","Wells Fargo Specialized Lending, Servicing & Trust",0.25,8552
"Car Accessories","Towing Equioment","Sentica",0,945500
"Car Accessories","Replacement Parts","Reed Business Systems Consulti",0,40000
"Car Accessories","Exterior Accessories","Tenaska, Inc",0.01,58139
"Car Accessories","Exterior Accessories","J R S Foundation",1,0
"Performance & Non-auto","Motorcycle Parts","MindIQ Corp.",0,143000
"Car Accessories","Batteries","Pci Corp",0.06,20526
"Performance & Non-auto","Motorcycle Parts","Nanophase Technologies Corporation",0.01,101000
"Performance & Non-auto","RV Shelters","Gilead Sciences",1,0
"Car Accessories","Exterior Accessories","SevenAnswers",0.03,23000
"Performance & Non-auto","RV Shelters","SevenAnswers",0.03,50000
"Car Accessories","Car Care","Raven Publications",0.02,18072
"Car Accessories","Exterior Accessories","Diligenti Healthcare",0.01,20000
"Performance & Non-auto","RV Shelters","DNA Dynamics",0,404000
"Car Accessories","Batteries","Software Brokers of America",0.33,4000
"Car Accessories","Car Care","Software Brokers of America",0.03,18500
"Tires & Wheels","Tires and Wheels","Software Brokers of America",0.01,125000
"Car Accessories","Exterior Accessories","Ramp Rate Inc",1,0
"Car Accessories","Car Care","Ramp Rate Inc",0.07,8000
"Car Accessories","Car Care","Reliable Software Technologies",0.01,40000
"Performance & Non-auto","RV Shelters","External Vision",0,250000
"Car Accessories","Batteries","Red Salsa Technologies, Inc",0.03,60000
"Car Accessories","Towing Equioment","Red Salsa Technologies, Inc",0.02,25000
"Performance & Non-auto","Motorcycle Parts","DataSafe",0.11,2061
"Performance & Non-auto","RV Shelters","Getacard.com",0.03,12000
"Performance & Non-auto","RV Shelters","Live Science",0.03,17826
"Car Accessories","Towing Equioment","Pfeiler Group",0.01,65789
"Performance & Non-auto","RV Shelters","Struxicon",0.02,58139
"Performance & Non-auto","Motorcycle Parts","Coda Music Technology",0.04,20000
"Car Accessories","Car Care","Voyagen",0.06,4601
"Performance & Non-auto","Motorcycle Parts","Origin Interactive",0,110000
"Performance & Non-auto","RV Shelters","Origin Interactive",0.03,20000
"Car Accessories","Replacement Parts","Primary Systems",0.13,10000
"Car Accessories","Replacement Parts","Keithley Instruments",0.63,700
"Car Accessories","Batteries","Peminic",0.03,3884
"Car Accessories","Towing Equioment","ConnectedPath",0.01,55000
"Car Accessories","Exterior Accessories","Allegis Group",0,50000
"Car Accessories","Car Care","Parts Now",0,90000
"Car Accessories","Batteries","Parts Now",0.02,100000
"Performance & Non-auto","Motorcycle Parts","Parts Now",0,15000
"Car Accessories","Exterior Accessories","Parts Now",0,100000
"Car Accessories","Exterior Accessories","Menter Financial Group",0.01,20000
"Car Accessories","Car Care","loudthought",0.02,30714
"Performance & Non-auto","Motorcycle Parts","Datamonitor",0,120000
"Car Accessories","Exterior Accessories","BMG Direct Marketing Inc",0.01,20000
"Car Accessories","Car Care","W.M. Sprinkman Corp.",0.01,23000
"Car Accessories","Exterior Accessories","Starbucks Corporation",0.01,40000
"Car Accessories","Exterior Accessories","Artloft.com",0.01,20000
"Car Accessories","Exterior Accessories","MovePoint",0,150000
"Car Accessories","Car Care","Weichert Resources",0.04,10000
"Performance & Non-auto","Motorcycle Parts","Automated Financial Systems",0,30000
"Car Accessories","Batteries","Automated Financial Systems",0,250000
"Car Accessories","Batteries","DoxSys",0.16,10000
"Car Accessories","Replacement Parts","ICU Medical",0.48,1000
"Performance & Non-auto","RV Shelters","ICU Medical",0.01,150000
"Performance & Non-auto","RV Shelters","FutureSource",0,209000
"Car Accessories","Batteries","Altient",0,500000
"Car Accessories","Towing Equioment","advisor square",0.01,110000
"Performance & Non-auto","RV Shelters","NetSupport",0.01,200000
"Car Accessories","Batteries","Tradeum",0.04,40000
"Car Accessories","Exterior Accessories","Driver Placement Services.",1,0
"Car Accessories","Car Care","Advanced Institutional Management Softwa",0,85000
"Car Accessories","Exterior Accessories","Evinci",0,7000
"Car Accessories","Exterior Accessories","Santinelli Service Organization",0.01,39881
"Performance & Non-auto","Motorcycle Parts","Chemical Network Processing Service",0.04,20000
"Car Accessories","Replacement Parts","Chemical Network Processing Service",0.13,5000
"Car Accessories","Car Care","Nutripeak.com",0,150000
"Car Accessories","Car Care","Nutripeak.com",0.19,2000
"Car Accessories","Replacement Parts","Nutripeak.com",0.13,5000
"Performance & Non-auto","Motorcycle Parts","Olan Mills",0.14,5000
"Performance & Non-auto","Motorcycle Parts","Leix",0,110000
"Car Accessories","Exterior Accessories","Cambrex Corporation",0.02,37786
"Car Accessories","Car Care","Cambrex Corporation",0.01,44370
"Tires & Wheels","Tires and Wheels","Praja",0,51500
"Car Accessories","Car Care","Praja",0.01,40000
"Performance & Non-auto","Performance","Fastcase",0.03,100000
"Performance & Non-auto","RV Shelters","American Mechanical Svc",0,125000
"Performance & Non-auto","RV Shelters","American Mechanical Svc",0.01,100000
"Performance & Non-auto","RV Shelters","United Orthopedic Group",0.03,30000
"Performance & Non-auto","RV Shelters","QSP Distribution Services",0.03,70000
"Car Accessories","Car Care","QSP Distribution Services",0.02,15000
"Car Accessories","Exterior Accessories","Efficient Networks",0.01,20000
"Car Accessories","Batteries","E Pace Software",0.25,3000
"Car Accessories","Exterior Accessories","E Pace Software",0,50000
"Car Accessories","Batteries","LICT Corporation",0.25,3000
"Performance & Non-auto","RV Shelters","BeVocal",0,240963
"Car Accessories","Exterior Accessories","contentProse",0.04,11000
"Performance & Non-auto","RV Shelters","Methanex Methanol Co",0.03,70000
"Car Accessories","Exterior Accessories","Black Box Network Svc",0,184210
"Car Accessories","Replacement Parts","Silvon Software",0.08,14000
"Performance & Non-auto","RV Shelters","Amx International Inc",0,160000
"Car Accessories","Replacement Parts","CompInfo",0.21,4500
"Car Accessories","Batteries","CompInfo",0,615000
"Performance & Non-auto","Motorcycle Parts","Smart IT Training",0.02,50000
"Car Accessories","Car Care","Anand Systems",0.01,20000
"Performance & Non-auto","Motorcycle Parts","Eldorado Chemical Company",0.02,25000
"Car Accessories","Car Care","Andy Broadaway International",0.01,20000
"Car Accessories","Batteries","Eosports Inc",0.02,92000
"Car Accessories","Car Care","Axiom Tech Inc",0.01,20000
"Car Accessories","Exterior Accessories","Intelemedia Communication Inc",0.02,25000
"Car Accessories","Exterior Accessories","Intelemedia Communication Inc",0.02,25000
"Car Accessories","Exterior Accessories","Intelemedia Communication Inc",0,100000
"Car Accessories","Replacement Parts","Intelemedia Communication Inc",0.03,50000
"Car Accessories","Car Care","GVT Industries",0.01,50000
"Car Accessories","Car Care","ADS Enterprises",0.1,5000
"Performance & Non-auto","Motorcycle Parts","AdTools",0,60240
"Performance & Non-auto","Motorcycle Parts","The Integrity Group",0.02,25000
"Car Accessories","Car Care","MediBuy.com",0.01,25000
"Car Accessories","Car Care","RESoft",0.02,35000
"Car Accessories","Exterior Accessories","Watkins Consulting Corp.",0.01,80000
"Performance & Non-auto","Motorcycle Parts","Arkin Medo",0.02,50000
"Car Accessories","Exterior Accessories","Dayton Progress Corp.",1,0
"Car Accessories","Replacement Parts","Vinova",0.08,14080
"Performance & Non-auto","Motorcycle Parts","Ferguson Consulting",0,200000
"Car Accessories","Car Care","Fcc Equipment Financing",0.01,50000
"Car Accessories","Batteries","DSSI",0.06,30000
"Car Accessories","Batteries","Gartner Software Products",0,415000
"Car Accessories","Exterior Accessories","Micro Concepts & Solutions.",0,120000
"Performance & Non-auto","Motorcycle Parts","Bluestone Consulting",0.04,10000
"Car Accessories","Exterior Accessories","Graebel Companies",0.05,15000
"Performance & Non-auto","RV Shelters","Kades-Margolis",0.01,150000
"Car Accessories","Car Care","Davenport & Company",0.34,405
"Car Accessories","Batteries","SICK, Inc",0.04,40000
"Performance & Non-auto","Motorcycle Parts","Key Curriculum Press",0,60000
"Car Accessories","Batteries","Sharinga Networks Inc",1,0
"Car Accessories","Car Care","Superior Flux & Manufacturing Co.",0.11,3289
"Car Accessories","Exterior Accessories","ITW Avery Weigh-Tronix",1,0
"Performance & Non-auto","RV Shelters","The Arnold Group",0.01,100000
"Car Accessories","Car Care","Lifecare Hosps Of New Orleans",0.02,7200
"Car Accessories","Exterior Accessories","Silicon Laboratories:  Ember Corp.",0,200000
"Car Accessories","Batteries","Fraser Williams Americas Ltd",0,250000
"Car Accessories","Replacement Parts","Fraser Williams Americas Ltd",0.02,107000
"Performance & Non-auto","RV Shelters","Enterprise Fleet Management",0,250000
"Car Accessories","Car Care","Iron Planet",0,57000
"Performance & Non-auto","Motorcycle Parts","Iron Planet",0.02,50000
"Car Accessories","Car Care","e2 Communications",0.19,2000
"Car Accessories","Exterior Accessories","e2 Communications",1,0
"Car Accessories","Batteries","Bain & Company",0.16,5000
"Car Accessories","Interior Accessories","Mobex Network Services",0.3,11792
"Car Accessories","Car Care","General Casualty Co",0,11000
"Car Accessories","Batteries","Glenn Rieder",0.06,30000
"Performance & Non-auto","Motorcycle Parts","Glenn Rieder",0,90000
"Performance & Non-auto","Motorcycle Parts","EquipmentWatch",0,30000
"Performance & Non-auto","Motorcycle Parts","Brymar Industries",0.04,10000
"Car Accessories","Exterior Accessories","Graco",0.01,45000
"Car Accessories","Towing Equioment","kids123.com",0,216867
"Performance & Non-auto","RV Shelters","isee systems",0.03,60000
"Car Accessories","Replacement Parts","Cisco - Scientific-Atlanta",0.13,10000
"Car Accessories","Batteries","Cisco - Scientific-Atlanta",0,449000
"Performance & Non-auto","RV Shelters","Peapod",0,800000
"Car Accessories","Car Care","Grainger Inc",0.02,23400
"Car Accessories","Car Care","Air Royale International",0.1,5000
"Performance & Non-auto","Motorcycle Parts","American Home Partners",0.02,25000
"Performance & Non-auto","RV Shelters","VQ Orthocare",0.01,150000
"Performance & Non-auto","Motorcycle Parts","Loomis Group Inc",0.04,18841
"Car Accessories","Towing Equioment","Loomis Group Inc",0.02,25000
"Car Accessories","Towing Equioment","Journal Register Company",0.02,25000
"Performance & Non-auto","Motorcycle Parts","TAC Americas",0.01,70000
"Car Accessories","Batteries","Quantumhost Internet Svc",0,500000
"Car Accessories","Car Care","International Truck and Engine",0.1,5000
"Car Accessories","Car Care","Acme Packet",0.1,5000
"Car Accessories","Exterior Accessories","Acme Packet",0.01,75000
"Performance & Non-auto","RV Shelters","Acme Packet",0.03,50000
"Car Accessories","Replacement Parts","NiSource",0.13,10000
"Performance & Non-auto","RV Shelters","NiSource",0.03,50000
"Car Accessories","Exterior Accessories","NiSource",0,361411
"Performance & Non-auto","Motorcycle Parts","TranZero",0.01,55000
"Car Accessories","Exterior Accessories","FLCI",0,50000
"Car Accessories","Car Care","FLCI",0.02,15000
"Performance & Non-auto","Motorcycle Parts","FLCI",0,30000
"Performance & Non-auto","RV Shelters","FLCI",0.03,20000
"Car Accessories","Replacement Parts","The Coca-Cola Company",0.04,11000
"Car Accessories","Car Care","Gasdat Information System",0.04,10000
"Car Accessories","Exterior Accessories","Futures Direct Inc",0.05,10000
"Performance & Non-auto","RV Shelters","General Equipment & Supply Co",0,180000
"Car Accessories","Replacement Parts","Merrimak",0.02,60000
"Car Accessories","Exterior Accessories","CC - GE Healthcare",0.05,10000
"Car Accessories","Exterior Accessories","ChemConnect",0.01,80000
"Performance & Non-auto","Motorcycle Parts","ChemConnect",0.05,17600
"Car Accessories","Exterior Accessories","Dexter Hospitality",0,170000
"Car Accessories","Replacement Parts","The IDEA Department",0,150000
"Car Accessories","Car Care","The James Joseph Company",0.02,15000
"Car Accessories","Exterior Accessories","North Atlantic Industries",0.03,17000
"Car Accessories","Car Care","gene sanes & associates",0.02,15000
"Car Accessories","Batteries","Net2Business",0.04,24802
"Car Accessories","Exterior Accessories","A C Controls Co Inc",0,50000
"Car Accessories","Exterior Accessories","H.C. Wainwright & Co.",0.05,12500
"Car Accessories","Exterior Accessories","Fluent Wireless",0,57894
"Car Accessories","Replacement Parts","Texbidcom Inc",0.11,15337
"Performance & Non-auto","RV Shelters","Caldera Systems",0.01,120000
"Car Accessories","Exterior Accessories","Caldera Systems",0,50000
"Car Accessories","Exterior Accessories","SharpVista Technologies",0.01,20000
"Performance & Non-auto","Motorcycle Parts","Honeywell Airport System",0,250000
"Performance & Non-auto","Motorcycle Parts","AllBusiness.com",0.01,100000
"Car Accessories","Batteries","Dolphin Search",0,250000
"Performance & Non-auto","Motorcycle Parts","Acxiom Corporation - Risk Mitigation",0,250000
"Car Accessories","Exterior Accessories","Bio Labs Inc",0.02,51000
"Car Accessories","Exterior Accessories","Epsilon Data Management.",1,0
"Car Accessories","Exterior Accessories","Calsak Corp",0,50000
"Car Accessories","Batteries","Bonded Business Svc",0.02,35000
"Car Accessories","Exterior Accessories","Bonded Business Svc",0,250000
"Car Accessories","Replacement Parts","Interland",0.02,15000
"Performance & Non-auto","RV Shelters","Gillan Marketing",0.02,105000
"Car Accessories","Interior Accessories","Telvent",0.7,2500
"Car Accessories","Replacement Parts","JM Family Enterprises - WOFC SVC & MC Org",0.13,10000
"Performance & Non-auto","RV Shelters","Network Telephone Services",0,900000
"Performance & Non-auto","Motorcycle Parts","Quantum Marketing Inc",0.01,12600
"Car Accessories","Replacement Parts","RMH Teleservices",0.06,18000
"Performance & Non-auto","Performance","RMH Teleservices",0.03,100000
"Car Accessories","Car Care","BondRewards",0,55000
"Car Accessories","Car Care","BondRewards",0.04,10000
"Car Accessories","Towing Equioment","Centon Electronics",0.02,26000
"Performance & Non-auto","Motorcycle Parts","E Ink Corporation",0.01,100000
"Performance & Non-auto","Motorcycle Parts","Quality Medical Publishing",0,250000
"Performance & Non-auto","Motorcycle Parts","Quality Medical Publishing",0.01,70000
"Car Accessories","Exterior Accessories","Mergent",0.05,7500
"Performance & Non-auto","RV Shelters","JRW Partners",0,90000
"Car Accessories","Replacement Parts","HealthBlocks",0.01,140000
"Performance & Non-auto","Motorcycle Parts","Northwinds Marketing Group",0,15000
"Performance & Non-auto","Motorcycle Parts","Monona Financial Co",0.14,5000
"Performance & Non-auto","Motorcycle Parts","Monona Financial Co",0.01,100000
"Performance & Non-auto","RV Shelters","Lockheed Martin Aeronautics Company",0.03,10000
"Car Accessories","Car Care","Lockheed Martin Aeronautics Company",0.01,50000
"Car Accessories","Car Care","Management & Research Services",0,400000
"Performance & Non-auto","Motorcycle Parts","Ernharth Group",0,503797
