"Country","Product","Date","Percent_Target","Profit","Revenue","Cost","Pipeline"
"Spain","apiera","2017-01-06",28,13129.9,37514,24384.1,234023
"Spain","adoriva","2017-01-07",20,165254.6,472156,306901.4,723757
"Spain","adoriva","2017-01-08",68,84793.45,242267,157473.55,239197
"Spain","rezota","2017-01-09",23,96838,276680,179842,240740
"Spain","neutratronic","2017-01-10",2,97664.7,279042,181377.3,170303
"Spain","aeox","2017-01-11",68,68001.85,194291,126289.15,742180
"Spain","rezota","2017-01-12",99,132493.9,378554,246060.1,581871
"Spain","adoriva","2017-01-13",24,94237.85,269251,175013.15,357645
"Spain","apiera","2017-01-14",43,59653.3,170438,110784.7,373722
"Spain","adoriva","2017-01-15",29,106453.9,304154,197700.1,624401
"Spain","apiera","2017-01-16",90,155686.3,444818,289131.7,212577
"Spain","adoriva","2017-01-17",10,73055.15,208729,135673.85,182945
"Spain","vucoo","2017-01-18",21,26356.05,75303,48946.95,445514
"Spain","vucoo","2017-01-19",19,46870.25,133915,87044.75,816415
"Spain","adoriva","2017-01-20",32,63998.9,182854,118855.1,992552
"Spain","adoriva","2017-01-21",3,15194.55,43413,28218.45,286980
"Spain","neutratronic","2017-01-22",60,69657.35,199021,129363.65,327971
"Spain","neutratronic","2017-01-23",80,25603.2,73152,47548.8,788646
"Spain","rezota","2017-01-24",60,99489.95,284257,184767.05,471339
"Spain","vucoo","2017-01-25",36,66801,190860,124059,940825
"Spain","adoriva","2017-01-26",62,90993.7,259982,168988.3,405475
"Spain","adoriva","2017-01-27",56,74791.85,213691,138899.15,728774
"Spain","neutratronic","2017-01-28",86,154703.5,442010,287306.5,785378
"Spain","neutratronic","2017-01-29",73,58448.95,166997,108548.05,807429
"Spain","rezota","2017-01-30",63,25260.55,72173,46912.45,351380
"Spain","aeox","2017-01-31",19,37829.75,108085,70255.25,688487
"Spain","adoriva","2017-02-01",52,92713.6,264896,172182.4,255373
"Spain","rezota","2017-02-02",12,149072,425920,276848,829554
"Spain","adoriva","2017-02-03",67,33657.05,96163,62505.95,490028
"Spain","apiera","2017-02-04",0,93260.3,266458,173197.7,925156
"Spain","adoriva","2017-02-05",77,51679.25,147655,95975.75,932880
"Spain","adoriva","2017-02-06",38,145130.65,414659,269528.35,584896
"Spain","adoriva","2017-02-07",9,100163,286180,186017,134473
"Spain","vucoo","2017-02-08",28,44367.75,126765,82397.25,787161
"Spain","adoriva","2017-02-09",7,135780.05,387943,252162.95,110872
"Spain","adoriva","2017-02-10",78,74597.95,213137,138539.05,431293
"Spain","adoriva","2017-02-11",21,106963.15,305609,198645.85,978814
"Spain","rezota","2017-02-12",18,171775.8,490788,319012.2,720190
"Spain","apiera","2017-02-13",5,75463.5,215610,140146.5,485866
"Spain","vucoo","2017-02-14",29,40201.35,114861,74659.65,557962
"Spain","rezota","2017-02-15",88,14289.1,40826,26536.9,401262
"Spain","apiera","2017-02-16",15,158275.95,452217,293941.05,888802
"Spain","rezota","2017-02-17",27,86448.6,246996,160547.4,458524
"Spain","aeox","2017-02-18",82,132642.65,378979,246336.35,549178
"Spain","neutratronic","2017-02-19",95,44233.7,126382,82148.3,708187
"Spain","vucoo","2017-02-20",66,53950.75,154145,100194.25,168742
"Spain","rezota","2017-02-21",87,105835.8,302388,196552.2,402420
"Spain","rezota","2017-02-22",13,25853.45,73867,48013.55,269207
"Spain","vucoo","2017-02-23",99,161750.05,462143,300392.95,254532
"Spain","apiera","2017-02-24",69,15665.65,44759,29093.35,752852
"Spain","vucoo","2017-02-25",98,61137.65,174679,113541.35,769703
"Spain","adoriva","2017-02-26",51,28614.6,81756,53141.4,743268
"Spain","neutratronic","2017-02-27",50,162709.4,464884,302174.6,732052
"Spain","vucoo","2017-02-28",59,96756.8,276448,179691.2,359775
"Spain","aeox","2017-03-01",16,38027.5,108650,70622.5,859676
"Spain","apiera","2017-03-02",50,119478.1,341366,221887.9,298414
"Spain","adoriva","2017-03-03",36,44924.95,128357,83432.05,557521
"Spain","apiera","2017-03-04",97,26278.7,75082,48803.3,139129
"Spain","aeox","2017-03-05",4,69145.65,197559,128413.35,860237
"Spain","vucoo","2017-03-06",1,114487.45,327107,212619.55,311860
"Spain","apiera","2017-03-07",47,135894.5,388270,252375.5,245131
"Spain","rezota","2017-03-08",53,56959.35,162741,105781.65,711734
"Spain","apiera","2017-03-09",98,127749.65,364999,237249.35,104864
"Spain","rezota","2017-03-10",81,157822.7,450922,293099.3,296524
"Spain","vucoo","2017-03-11",38,141275.4,403644,262368.6,201943
"Spain","adoriva","2017-03-12",51,153248.9,437854,284605.1,786315
"Spain","apiera","2017-03-13",65,85842.4,245264,159421.6,319785
"Spain","adoriva","2017-03-14",65,18978.4,54224,35245.6,298219
"Spain","neutratronic","2017-03-15",29,74302.55,212293,137990.45,882613
"Spain","neutratronic","2017-03-16",97,99702.75,284865,185162.25,663700
"Spain","apiera","2017-03-17",73,148700.3,424858,276157.7,916536
"Spain","aeox","2017-03-18",60,78094.8,223128,145033.2,105258
"Spain","vucoo","2017-03-19",41,11219.6,32056,20836.4,493685
"Spain","neutratronic","2017-03-20",23,112199.5,320570,208370.5,473329
"Spain","neutratronic","2017-03-21",97,72161.6,206176,134014.4,171446
"Spain","vucoo","2017-03-22",98,69447,198420,128973,195958
"Spain","rezota","2017-03-23",46,15379.7,43942,28562.3,160981
"Spain","aeox","2017-03-24",80,33940.55,96973,63032.45,553899
"Spain","adoriva","2017-03-25",25,24281.6,69376,45094.4,835569
"Spain","aeox","2017-03-26",2,155922.55,445493,289570.45,855953
"Spain","adoriva","2017-03-27",57,72189.95,206257,134067.05,654948
"Spain","vucoo","2017-03-28",97,24525.55,70073,45547.45,103023
"Spain","adoriva","2017-03-29",34,22429.4,64084,41654.6,173415
"Spain","adoriva","2017-03-30",1,133170.1,380486,247315.9,561540
"Spain","apiera","2017-03-31",50,5264.35,15041,9776.65,132224
"Spain","rezota","2017-04-01",93,29686.3,84818,55131.7,349901
"Spain","rezota","2017-04-02",94,2431.8,6948,4516.2,279404
"Spain","aeox","2017-04-03",63,6610.1,18886,12275.9,181517
"Spain","neutratronic","2017-04-04",5,151795,433700,281905,370900
"Spain","aeox","2017-04-05",16,133971.95,382777,248805.05,245265
"Spain","rezota","2017-04-06",55,38358.95,109597,71238.05,843953
"Spain","adoriva","2017-04-07",95,142223.55,406353,264129.45,237446
"Spain","rezota","2017-04-08",70,69759.2,199312,129552.8,868725
"Spain","adoriva","2017-04-09",36,86864.4,248184,161319.6,877098
"Spain","aeox","2017-04-10",76,107295.65,306559,199263.35,949188
"Spain","adoriva","2017-04-11",95,150027.15,428649,278621.85,244113
"Spain","apiera","2017-04-12",46,16062.2,45892,29829.8,207844
"Spain","rezota","2017-04-13",56,72999.15,208569,135569.85,789232
"Spain","apiera","2017-04-14",57,163955.4,468444,304488.6,806635
"Spain","neutratronic","2017-04-15",58,116630.15,333229,216598.85,430339
"Spain","apiera","2017-04-16",16,173809.65,496599,322789.35,445488
"Spain","rezota","2017-04-17",8,120729.7,344942,224212.3,722500
"Spain","neutratronic","2017-04-18",15,53408.6,152596,99187.4,507359
"Spain","adoriva","2017-04-19",48,69165.25,197615,128449.75,491425
"Spain","rezota","2017-04-20",69,18725.7,53502,34776.3,845484
"Spain","rezota","2017-04-21",85,99103.9,283154,184050.1,203260
"Spain","neutratronic","2017-04-22",91,33712.35,96321,62608.65,563897
"Spain","apiera","2017-04-23",1,158810.05,453743,294932.95,778776
"Spain","neutratronic","2017-04-24",53,18880.4,53944,35063.6,228804
"Spain","apiera","2017-04-25",5,29999.55,85713,55713.45,555806
"Spain","aeox","2017-04-26",27,22045.8,62988,40942.2,519527
"Spain","apiera","2017-04-27",47,172085.9,491674,319588.1,393096
"Spain","rezota","2017-04-28",25,127023.75,362925,235901.25,507837
"Spain","vucoo","2017-04-29",72,17593.8,50268,32674.2,826530
"Spain","apiera","2017-04-30",65,146477.45,418507,272029.55,631789
"Spain","apiera","2017-05-01",68,5380.9,15374,9993.1,520739
"Spain","neutratronic","2017-05-02",28,141542.1,404406,262863.9,336734
"Spain","aeox","2017-05-03",30,167822.2,479492,311669.8,619880
"Spain","rezota","2017-05-04",30,27333.6,78096,50762.4,466020
"Spain","neutratronic","2017-05-05",18,74538.1,212966,138427.9,392020
"Spain","vucoo","2017-05-06",21,35892.5,102550,66657.5,991771
"Spain","vucoo","2017-05-07",7,114856.7,328162,213305.3,837009
"Spain","neutratronic","2017-05-08",39,127233.05,363523,236289.95,940550
"Spain","neutratronic","2017-05-09",11,163693.25,467695,304001.75,173363
"Spain","rezota","2017-05-10",97,60228.35,172081,111852.65,390635
"Spain","apiera","2017-05-11",26,8394.05,23983,15588.95,877741
"Spain","vucoo","2017-05-12",85,104075.3,297358,193282.7,850970
"Spain","rezota","2017-05-13",21,70927.15,202649,131721.85,539396
"Spain","neutratronic","2017-05-14",81,121030.7,345802,224771.3,629883
"Spain","rezota","2017-05-15",38,148125.25,423215,275089.75,885836
"Spain","apiera","2017-05-16",86,87998.75,251425,163426.25,962698
"Spain","apiera","2017-05-17",58,114947,328420,213473,769894
"Spain","vucoo","2017-05-18",77,162578.15,464509,301930.85,334388
"Spain","rezota","2017-05-19",99,72123.1,206066,133942.9,130447
"Spain","aeox","2017-05-20",89,37938.6,108396,70457.4,801056
"Spain","apiera","2017-05-21",22,120320.55,343773,223452.45,377640
"Spain","rezota","2017-05-22",70,20689.55,59113,38423.45,457644
"Spain","rezota","2017-05-23",91,33662.3,96178,62515.7,540262
"Spain","apiera","2017-05-24",4,49318.15,140909,91590.85,821106
"Spain","adoriva","2017-05-25",28,144063.15,411609,267545.85,559342
"Spain","vucoo","2017-05-26",21,134810.55,385173,250362.45,521133
"Spain","adoriva","2017-05-27",44,154455.35,441301,286845.65,860832
"Spain","rezota","2017-05-28",98,90104,257440,167336,618657
"Spain","vucoo","2017-05-29",30,86882.6,248236,161353.4,449746
"Spain","apiera","2017-05-30",67,127982.05,365663,237680.95,433473
"Spain","adoriva","2017-05-31",15,30616.6,87476,56859.4,938086
"Spain","aeox","2017-06-01",80,114789.5,327970,213180.5,527593
"Spain","aeox","2017-06-02",69,107678.9,307654,199975.1,486006
"Spain","aeox","2017-06-03",83,162562.75,464465,301902.25,918723
"Spain","apiera","2017-06-04",52,74287.85,212251,137963.15,690031
"Spain","adoriva","2017-06-05",10,75961.55,217033,141071.45,913246
"Spain","vucoo","2017-06-06",26,67536.35,192961,125424.65,288823
"Spain","aeox","2017-06-07",39,76989.85,219971,142981.15,383437
"Spain","apiera","2017-06-08",90,106373.05,303923,197549.95,917778
"Spain","aeox","2017-06-09",5,996.45,2847,1850.55,822456
"Spain","vucoo","2017-06-10",44,79563.4,227324,147760.6,457096
"Spain","apiera","2017-06-11",77,89958.05,257023,167064.95,502594
"Spain","vucoo","2017-06-12",40,40352.9,115294,74941.1,364015
"Spain","aeox","2017-06-13",65,82770.8,236488,153717.2,517930
"Spain","apiera","2017-06-14",48,109489.8,312828,203338.2,792000
"Spain","neutratronic","2017-06-15",22,89519.5,255770,166250.5,825232
"Spain","neutratronic","2017-06-16",95,137791.5,393690,255898.5,472082
"Spain","neutratronic","2017-06-17",84,33090.05,94543,61452.95,467578
"Spain","aeox","2017-06-18",95,58493.4,167124,108630.6,100112
"Spain","adoriva","2017-06-19",92,82824.7,236642,153817.3,127646
"Spain","neutratronic","2017-06-20",82,129708.95,370597,240888.05,710705
"Spain","apiera","2017-06-21",1,33480.3,95658,62177.7,802393
"Spain","aeox","2017-06-22",48,93742.95,267837,174094.05,214305
"Spain","adoriva","2017-06-23",79,146610.8,418888,272277.2,348268
"Spain","rezota","2017-06-24",39,123901.05,354003,230101.95,626315
"Spain","neutratronic","2017-06-25",73,75543.65,215839,140295.35,822140
"Spain","vucoo","2017-06-26",86,128410.8,366888,238477.2,900032
"Spain","rezota","2017-06-27",30,65416.75,186905,121488.25,732840
"Spain","rezota","2017-06-28",40,57142.05,163263,106120.95,267051
"Spain","aeox","2017-06-29",49,27937,79820,51883,596770
"Spain","rezota","2017-06-30",85,167472.9,478494,311021.1,920579
"Spain","apiera","2017-07-01",79,52750.6,150716,97965.4,559398
"Spain","adoriva","2017-07-02",20,171717,490620,318903,384316
"Spain","adoriva","2017-07-03",7,45871,131060,85189,262139
"Spain","adoriva","2017-07-04",26,87114.3,248898,161783.7,685448
"Spain","neutratronic","2017-07-05",51,104353.55,298153,193799.45,183767
"Spain","vucoo","2017-07-06",45,70938,202680,131742,999641
"Spain","rezota","2017-07-07",96,85145.55,243273,158127.45,648945
"Spain","vucoo","2017-07-08",32,92199.1,263426,171226.9,934726
"Spain","aeox","2017-07-09",69,63172.2,180492,117319.8,448404
"Spain","apiera","2017-07-10",75,4047.4,11564,7516.6,396237
"Spain","aeox","2017-07-11",74,73913.35,211181,137267.65,654359
"Spain","aeox","2017-07-12",41,58979.9,168514,109534.1,928298
"Spain","neutratronic","2017-07-13",12,110622.75,316065,205442.25,752044
"Spain","adoriva","2017-07-14",70,99884.05,285383,185498.95,588183
"Spain","neutratronic","2017-07-15",16,27101.2,77432,50330.8,660590
"Spain","aeox","2017-07-16",84,45279.5,129370,84090.5,734273
"Spain","adoriva","2017-07-17",49,114860.9,328174,213313.1,948940
"Spain","apiera","2017-07-18",2,95514.3,272898,177383.7,575415
"Spain","apiera","2017-07-19",41,68511.45,195747,127235.55,527898
"Spain","neutratronic","2017-07-20",22,48612.2,138892,90279.8,452761
"Spain","rezota","2017-07-21",49,129626.35,370361,240734.65,412033
"Spain","rezota","2017-07-22",35,24057.95,68737,44679.05,113508
"Spain","apiera","2017-07-23",60,66877.3,191078,124200.7,455844
"Spain","rezota","2017-07-24",69,156567.6,447336,290768.4,566607
"Spain","adoriva","2017-07-25",70,81303.95,232297,150993.05,795829
"Spain","rezota","2017-07-26",87,94280.55,269373,175092.45,864744
"Spain","vucoo","2017-07-27",66,158219.25,452055,293835.75,112521
"Spain","adoriva","2017-07-28",87,97747.65,279279,181531.35,121059
"Spain","neutratronic","2017-07-29",76,30686.95,87677,56990.05,493105
"Spain","neutratronic","2017-07-30",94,160699.35,459141,298441.65,706462
"Spain","adoriva","2017-07-31",69,110736.5,316390,205653.5,120426
"Spain","vucoo","2017-08-01",61,29584.8,84528,54943.2,334720
"Spain","aeox","2017-08-02",55,28940.8,82688,53747.2,533611
"Spain","apiera","2017-08-03",87,35199.85,100571,65371.15,604025
"Spain","rezota","2017-08-04",80,139426.7,398362,258935.3,582304
"Spain","aeox","2017-08-05",61,1871.1,5346,3474.9,104727
"Spain","aeox","2017-08-06",49,108113.25,308895,200781.75,604345
"Spain","adoriva","2017-08-07",53,48583.85,138811,90227.15,981878
"Spain","rezota","2017-08-08",52,92738.8,264968,172229.2,674362
"Spain","aeox","2017-08-09",39,59644.2,170412,110767.8,316612
"Spain","apiera","2017-08-10",57,102561.2,293032,190470.8,298533
"Spain","vucoo","2017-08-11",6,161646.1,461846,300199.9,731165
"Spain","rezota","2017-08-12",49,113399.65,323999,210599.35,294554
"Spain","vucoo","2017-08-13",57,94827.25,270935,176107.75,307711
"Spain","aeox","2017-08-14",7,90582.1,258806,168223.9,725508
"Spain","aeox","2017-08-15",60,50204.7,143442,93237.3,870381
"Spain","vucoo","2017-08-16",99,45695.3,130558,84862.7,101623
"Spain","rezota","2017-08-17",56,122443.3,349838,227394.7,346639
"Spain","rezota","2017-08-18",20,72436,206960,134524,151014
"Spain","aeox","2017-08-19",4,100857.75,288165,187307.25,735956
"Spain","rezota","2017-08-20",74,128159.85,366171,238011.15,210155
"Spain","aeox","2017-08-21",52,43189.3,123398,80208.7,443100
"Spain","aeox","2017-08-22",13,169532.3,484378,314845.7,359737
"Spain","vucoo","2017-08-23",35,154673.4,441924,287250.6,599954
"Spain","rezota","2017-08-24",67,11837.35,33821,21983.65,288154
"Spain","apiera","2017-08-25",10,103226.9,294934,191707.1,797327
"Spain","vucoo","2017-08-26",36,137276.65,392219,254942.35,671338
"Spain","neutratronic","2017-08-27",28,17353,49580,32227,207162
"Spain","vucoo","2017-08-28",45,143526.6,410076,266549.4,833745
"Spain","adoriva","2017-08-29",12,82313,235180,152867,456685
"Spain","adoriva","2017-08-30",45,1734.6,4956,3221.4,580596
"Spain","adoriva","2017-08-31",74,173121.55,494633,321511.45,357347
"Spain","aeox","2017-09-01",4,27523.65,78639,51115.35,167637
"Spain","adoriva","2017-09-02",17,130421.2,372632,242210.8,718949
"Spain","vucoo","2017-09-03",36,163515.8,467188,303672.2,858094
"Spain","rezota","2017-09-04",83,74601.1,213146,138544.9,355007
"Spain","rezota","2017-09-05",81,158394.6,452556,294161.4,830613
"Spain","vucoo","2017-09-06",66,10847.55,30993,20145.45,296227
"Spain","aeox","2017-09-07",38,50356.95,143877,93520.05,387160
"Spain","apiera","2017-09-08",63,47560.8,135888,88327.2,598267
"Spain","neutratronic","2017-09-09",80,57076.25,163075,105998.75,279175
"Spain","apiera","2017-09-10",67,117832.4,336664,218831.6,172568
"Spain","apiera","2017-09-11",56,144482.1,412806,268323.9,396124
"Spain","rezota","2017-09-12",87,124218.85,354911,230692.15,281553
"Spain","neutratronic","2017-09-13",68,148549.8,424428,275878.2,369267
"Spain","rezota","2017-09-14",96,1482.95,4237,2754.05,322120
"Spain","aeox","2017-09-15",72,118672.4,339064,220391.6,444170
"Spain","rezota","2017-09-16",60,29188.6,83396,54207.4,880384
"Spain","neutratronic","2017-09-17",54,25786.6,73676,47889.4,598601
"Spain","neutratronic","2017-09-18",67,83155.45,237587,154431.55,250668
"Spain","vucoo","2017-09-19",61,118385.05,338243,219857.95,580672
"Spain","rezota","2017-09-20",7,142597.35,407421,264823.65,540960
"Spain","apiera","2017-09-21",79,121660.7,347602,225941.3,280921
"Spain","vucoo","2017-09-22",74,145292,415120,269828,594132
"Spain","adoriva","2017-09-23",0,116959.15,334169,217209.85,480347
"Spain","rezota","2017-09-24",40,51602.25,147435,95832.75,972765
"Spain","aeox","2017-09-25",3,2162.65,6179,4016.35,605232
"Spain","adoriva","2017-09-26",33,29514.45,84327,54812.55,775732
"Spain","aeox","2017-09-27",63,159918.15,456909,296990.85,228756
"Spain","neutratronic","2017-09-28",98,338.1,966,627.9,337794
"Spain","vucoo","2017-09-29",70,56467.95,161337,104869.05,881878
"Spain","rezota","2017-09-30",7,43107.4,123164,80056.6,614648
"Spain","aeox","2017-10-01",84,88045.3,251558,163512.7,892418
"Spain","apiera","2017-10-02",95,80533.6,230096,149562.4,285675
"Spain","apiera","2017-10-03",32,1692.95,4837,3144.05,135905
"Spain","vucoo","2017-10-04",5,31821.65,90919,59097.35,800438
"Spain","vucoo","2017-10-05",92,107899.4,308284,200384.6,152232
"Spain","aeox","2017-10-06",69,81336.5,232390,151053.5,393316
"Spain","apiera","2017-10-07",21,100248.75,286425,186176.25,609421
"Spain","vucoo","2017-10-08",56,106875.3,305358,198482.7,893755
"Spain","apiera","2017-10-09",39,69967.1,199906,129938.9,918871
"Spain","rezota","2017-10-10",78,896.35,2561,1664.65,550256
"Spain","apiera","2017-10-11",8,75371.1,215346,139974.9,578678
"Spain","aeox","2017-10-12",72,35047.25,100135,65087.75,822311
"Spain","adoriva","2017-10-13",39,23751.7,67862,44110.3,954073
"Spain","neutratronic","2017-10-14",26,62455.4,178444,115988.6,439094
"Spain","vucoo","2017-10-15",23,35688.8,101968,66279.2,699745
"Spain","neutratronic","2017-10-16",85,106992.9,305694,198701.1,545113
"Spain","aeox","2017-10-17",2,173119.8,494628,321508.2,945160
"Spain","adoriva","2017-10-18",89,131794.95,376557,244762.05,683310
"Spain","aeox","2017-10-19",76,143801.35,410861,267059.65,166642
"Spain","aeox","2017-10-20",83,64153.25,183295,119141.75,413922
"Spain","neutratronic","2017-10-21",76,28119,80340,52221,725036
"Spain","adoriva","2017-10-22",16,141341.55,403833,262491.45,422804
"Spain","rezota","2017-10-23",63,44354.1,126726,82371.9,156996
"Spain","apiera","2017-10-24",14,69552.7,198722,129169.3,145596
"Spain","aeox","2017-10-25",28,48163.5,137610,89446.5,387614
"Spain","rezota","2017-10-26",47,89698.7,256282,166583.3,579882
"Spain","rezota","2017-10-27",70,142317.7,406622,264304.3,216655
"Spain","vucoo","2017-10-28",78,52773.7,150782,98008.3,887790
"Spain","neutratronic","2017-10-29",12,8812.3,25178,16365.7,407391
"Spain","aeox","2017-10-30",45,89150.6,254716,165565.4,311985
"Spain","rezota","2017-10-31",81,77778.05,222223,144444.95,693283
"Spain","neutratronic","2017-11-01",70,49480.9,141374,91893.1,344926
"Spain","aeox","2017-11-02",90,3537.45,10107,6569.55,929031
"Spain","rezota","2017-11-03",61,124383,355380,230997,300732
"Spain","rezota","2017-11-04",94,34120.1,97486,63365.9,308529
"Spain","adoriva","2017-11-05",81,46361,132460,86099,505725
"Spain","adoriva","2017-11-06",54,52964.45,151327,98362.55,330365
"Spain","rezota","2017-11-07",41,60167.1,171906,111738.9,668508
"Spain","apiera","2017-11-08",94,126790.3,362258,235467.7,658232
"Spain","neutratronic","2017-11-09",95,32700.5,93430,60729.5,445494
"Spain","vucoo","2017-11-10",81,152046.65,434419,282372.35,252838
"Spain","apiera","2017-11-11",14,94858.4,271024,176165.6,349073
"Spain","apiera","2017-11-12",93,57362.9,163894,106531.1,683389
"Spain","apiera","2017-11-13",40,160412,458320,297908,102687
"Spain","rezota","2017-11-14",63,23889.95,68257,44367.05,398063
"Spain","adoriva","2017-11-15",0,130459.35,372741,242281.65,985422
"Spain","adoriva","2017-11-16",43,171793.65,490839,319045.35,611322
"Spain","apiera","2017-11-17",19,80951.5,231290,150338.5,574484
"Spain","rezota","2017-11-18",4,22006.25,62875,40868.75,523675
"Spain","adoriva","2017-11-19",3,76756.4,219304,142547.6,296367
"Spain","neutratronic","2017-11-20",55,135788.45,387967,252178.55,224401
"Spain","vucoo","2017-11-21",34,166186.3,474818,308631.7,301398
"Spain","adoriva","2017-11-22",61,159412.4,455464,296051.6,395893
"Spain","aeox","2017-11-23",28,81868.15,233909,152040.85,626913
"Spain","neutratronic","2017-11-24",96,117675.25,336215,218539.75,205122
"Spain","rezota","2017-11-25",4,95826.5,273790,177963.5,182278
"Spain","neutratronic","2017-11-26",62,59442.25,169835,110392.75,883550
"Spain","rezota","2017-11-27",98,160938.4,459824,298885.6,834281
"Spain","aeox","2017-11-28",16,3695.3,10558,6862.7,846321
"Spain","rezota","2017-11-29",17,106559.6,304456,197896.4,881493
"Spain","neutratronic","2017-11-30",56,121077.6,345936,224858.4,176433
"Spain","vucoo","2017-12-01",59,162647.45,464707,302059.55,533035
"Spain","neutratronic","2017-12-02",50,86346.05,246703,160356.95,402430
"Spain","rezota","2017-12-03",66,100802.45,288007,187204.55,905923
"Spain","vucoo","2017-12-04",49,101110.45,288887,187776.55,218188
"Spain","rezota","2017-12-05",9,110879.3,316798,205918.7,328483
"Spain","adoriva","2017-12-06",39,86122.75,246065,159942.25,728136
"Spain","apiera","2017-12-07",68,150504.55,430013,279508.45,998566
"Spain","apiera","2017-12-08",16,43906.1,125446,81539.9,438415
"Spain","adoriva","2017-12-09",60,158136.65,451819,293682.35,321327
"Spain","aeox","2017-12-10",32,100132.9,286094,185961.1,333866
"Spain","adoriva","2017-12-11",63,137715.55,393473,255757.45,887161
"Spain","vucoo","2017-12-12",86,75792.85,216551,140758.15,988097
"Spain","vucoo","2017-12-13",70,99757.7,285022,185264.3,993648
"Spain","neutratronic","2017-12-14",79,141615.25,404615,262999.75,544618
"Spain","vucoo","2017-12-15",63,73322.2,209492,136169.8,365418
"Spain","rezota","2017-12-16",45,9460.5,27030,17569.5,794232
"Spain","aeox","2017-12-17",81,17915.8,51188,33272.2,337802
"Spain","aeox","2017-12-18",11,148731.45,424947,276215.55,376209
"Spain","apiera","2017-12-19",4,121407.3,346878,225470.7,908592
"Spain","apiera","2017-12-20",82,71899.1,205426,133526.9,653736
"Spain","neutratronic","2017-12-21",85,29451.1,84146,54694.9,311599
"Spain","neutratronic","2017-12-22",69,75087.25,214535,139447.75,337636
"Spain","apiera","2017-12-23",19,112873.6,322496,209622.4,595745
"Spain","rezota","2017-12-24",66,122695.65,350559,227863.35,371110
"Spain","adoriva","2017-12-25",79,162800.4,465144,302343.6,264913
"Spain","neutratronic","2017-12-26",5,39532.85,112951,73418.15,899385
"Spain","aeox","2017-12-27",70,50394.05,143983,93588.95,472430
"Spain","apiera","2017-12-28",56,46495.05,132843,86347.95,861114
"Spain","vucoo","2017-12-29",2,31198.65,89139,57940.35,972186
"Spain","vucoo","2017-12-30",36,137342.45,392407,255064.55,177274
"Spain","vucoo","2017-12-31",95,23734.2,67812,44077.8,842168
"South Africa","aeox","2017-01-01",92,84811.3,242318,157506.7,616852
"South Africa","vucoo","2017-01-02",97,130256.7,372162,241905.3,938490
"South Africa","rezota","2017-01-03",13,36898.75,105425,68526.25,350336
"South Africa","apiera","2017-01-04",73,16712.85,47751,31038.15,319976
"South Africa","vucoo","2017-01-05",37,165720.8,473488,307767.2,504686
"South Africa","apiera","2017-01-06",98,60043.2,171552,111508.8,234023
"South Africa","adoriva","2017-01-07",49,54379.5,155370,100990.5,723757
"South Africa","adoriva","2017-01-08",33,84812,242320,157508,239197
"South Africa","rezota","2017-01-09",55,62353.2,178152,115798.8,240740
"South Africa","neutratronic","2017-01-10",44,11403,32580,21177,170303
"South Africa","aeox","2017-01-11",95,19063.45,54467,35403.55,742180
"South Africa","rezota","2017-01-12",3,82684,236240,153556,581871
"South Africa","adoriva","2017-01-13",45,111863.5,319610,207746.5,357645
"South Africa","apiera","2017-01-14",29,146240.85,417831,271590.15,373722
"South Africa","adoriva","2017-01-15",1,122553.2,350152,227598.8,624401
"South Africa","apiera","2017-01-16",66,164293.5,469410,305116.5,212577
"South Africa","adoriva","2017-01-17",83,60649.4,173284,112634.6,182945
"South Africa","vucoo","2017-01-18",55,41072.5,117350,76277.5,445514
"South Africa","vucoo","2017-01-19",70,108328.15,309509,201180.85,816415
"South Africa","adoriva","2017-01-20",74,116191.6,331976,215784.4,992552
"South Africa","adoriva","2017-01-21",62,9717.05,27763,18045.95,286980
"South Africa","neutratronic","2017-01-22",17,44923.55,128353,83429.45,327971
"South Africa","neutratronic","2017-01-23",31,44163.35,126181,82017.65,788646
"South Africa","rezota","2017-01-24",15,154367.85,441051,286683.15,471339
"South Africa","vucoo","2017-01-25",38,123174.45,351927,228752.55,940825
"South Africa","adoriva","2017-01-26",21,16237.55,46393,30155.45,405475
"South Africa","adoriva","2017-01-27",54,82179.3,234798,152618.7,728774
"South Africa","neutratronic","2017-01-28",44,16636.9,47534,30897.1,785378
"South Africa","neutratronic","2017-01-29",23,60120.9,171774,111653.1,807429
"South Africa","rezota","2017-01-30",42,106066.8,303048,196981.2,351380
"South Africa","aeox","2017-01-31",10,10542,30120,19578,688487
"South Africa","adoriva","2017-02-01",82,103079.55,294513,191433.45,255373
"South Africa","rezota","2017-02-02",89,82632.2,236092,153459.8,829554
"South Africa","adoriva","2017-02-03",90,1584.45,4527,2942.55,490028
"South Africa","apiera","2017-02-04",29,140254.1,400726,260471.9,925156
"South Africa","adoriva","2017-02-05",39,124232.5,354950,230717.5,932880
"South Africa","adoriva","2017-02-06",96,101199,289140,187941,584896
"South Africa","adoriva","2017-02-07",21,149347.45,426707,277359.55,134473
"South Africa","vucoo","2017-02-08",87,21080.5,60230,39149.5,787161
"South Africa","adoriva","2017-02-09",12,17654.35,50441,32786.65,110872
"South Africa","adoriva","2017-02-10",7,170269.05,486483,316213.95,431293
"South Africa","adoriva","2017-02-11",12,4029.55,11513,7483.45,978814
"South Africa","rezota","2017-02-12",11,23776.9,67934,44157.1,720190
"South Africa","apiera","2017-02-13",13,73962.7,211322,137359.3,485866
