"TARGET_DATE","ACCOUNT_ID","Activities","BEHIND_TARGET","AHEAD_TARGET","Hours","ON_TARGET","Offset"
"1/5/14","A0050",7,46100,5800,22,29400,118466790
"1/7/14","A0050",22,46100,5800,29,27400,113196390
"1/10/14","A0050",10,46100,14500,17,30800,105247590
"1/11/14","A0050",3,46100,14500,6,31900,102569190
"1/1/15","A0050",3,44600,14500,18,28100,97298790
"1/5/15","A0050",27,44600,6000,29,26900,86930790
"1/6/15","A0050",29,40100,6000,29,25200,84252390
"1/7/15","A0050",22,40100,6000,18,26300,81660390
"1/9/15","A0050",69,40100,6000,51,24100,76303590
"1/10/15","A0050",1,40100,6000,1,21600,73711590
"1/11/15","A0050",67,32900,6000,45,19500,71033190
"1/12/15","A0050",48,53300,6000,30,24300,68441190
"1/2/16","A0050",65,53300,11100,46,28700,63084390
"1/4/16","A0050",37,53300,11100,26,26500,57900390
"1/6/16","A0050",40,94600,11100,26,35900,52629990
"1/7/16","A0050",24,94600,200,16,34200,50037990
"1/8/16","A0050",15,94600,200,20,41000,47359590
"1/9/16","A0050",15,94600,200,24,43400,44681190
"1/10/16","A0050",17,94600,200,23,44000,42089190
"1/11/16","A0050",18,94600,200,29,41300,39410790
"1/2/17","A0050",26,94600,200,26,44200,31461990
"1/4/17","A0050",15,59300,200,22,33400,26364390
"1/6/17","A0050",33,59300,18100,29,36900,21093990
"1/8/17","A0050",5,57300,18100,17,33200,15823590
"1/9/17","A0050",3,57300,18100,6,32400,13145190
"1/11/17","A0050",8,50300,18100,18,31400,7874790
"1/3/14","A0051",-2,104600,500,43,62100,123737190
"1/5/14","A0051",-3,104600,500,27,60400,118466790
"1/8/14","A0051",10,104600,500,42,55800,110517990
"1/9/14","A0051",19,104600,500,42,51300,107839590
"1/11/14","A0051",36,104600,500,59,49300,102569190
"1/1/15","A0051",78,104600,500,70,46800,97298790
"1/3/15","A0051",90,50300,500,73,36700,92201190
"1/5/15","A0051",76,50300,33900,48,42300,86930790
"1/7/15","A0051",79,48400,33900,55,41400,81660390
"1/9/15","A0051",43,47900,33900,30,40700,76303590
"1/11/15","A0051",48,77500,33900,32,45000,71033190
"1/1/16","A0051",87,84300,33900,55,52100,65762790
"1/3/16","A0051",62,84300,33900,41,55600,60578790
"1/5/16","A0051",39,100300,39800,26,65100,55308390
"1/7/16","A0051",45,100300,43500,31,73400,50037990
"1/9/16","A0051",35,100300,43500,35,75700,44681190
"1/12/16","A0051",27,100300,60300,39,80000,36818790
"1/2/17","A0051",18,131100,60300,43,87600,31461990
"1/3/17","A0051",5,131100,60300,27,84600,29042790
"1/6/17","A0051",8,131100,60100,42,83700,21093990
"1/7/17","A0051",11,131100,57900,42,77700,18501990
"1/9/17","A0051",46,131100,42300,59,69700,13145190
"1/11/17","A0051",59,131100,42300,70,68500,7874790
"1/1/18","A0051",69,131100,42300,73,64000,2604390
"1/5/13","A0052",-88,63800,3500,33,16900,150002790
"1/6/13","A0052",6,63800,3500,42,15300,147324390
"1/7/13","A0052",6,14300,3500,13,7100,144732390
"1/8/13","A0052",36,33600,4000,24,11400,142053990
"1/9/13","A0052",47,33600,4000,30,10100,139375590
"1/10/13","A0052",22,33600,3200,16,9100,136783590
"1/11/13","A0052",44,33600,3200,28,10000,134105190
"1/12/13","A0052",35,52000,3200,22,16800,131513190
"1/1/14","A0052",73,52000,3200,62,17000,128834790
"1/2/14","A0052",19,52000,3200,16,16900,126156390
"1/3/14","A0052",18,52000,3200,16,16600,123737190
"1/4/14","A0052",80,52000,3000,46,16300,121058790
"1/5/14","A0052",11,52000,3000,25,17200,118466790
"1/6/14","A0052",5,52000,3000,12,16600,115788390
"1/7/14","A0052",11,52500,3000,18,16700,113196390
"1/8/14","A0052",38,52500,2500,42,16100,110517990
"1/9/14","A0052",31,52500,2500,31,15900,107839590
"1/10/14","A0052",26,52500,2500,29,18300,105247590
"1/11/14","A0052",49,52500,2500,33,18400,102569190
"1/12/14","A0052",-26,52500,2500,10,17700,99977190
"1/1/15","A0052",-36,52500,2500,35,17200,97298790
"1/2/15","A0052",34,48500,2500,39,15500,94620390
"1/3/15","A0052",18,48500,3500,20,15700,92201190
"1/4/15","A0052",12,48500,3500,11,15800,89522790
"1/5/15","A0052",44,40100,3500,31,9800,86930790
"1/6/15","A0052",37,40100,4200,21,10100,84252390
"1/7/15","A0052",46,40100,4200,33,11100,81660390
"1/8/15","A0052",23,47000,4200,18,17000,78981990
"1/9/15","A0052",12,47000,3200,25,11700,76303590
"1/10/15","A0052",19,47000,3200,13,14700,73711590
"1/11/15","A0052",37,58400,3200,31,22500,71033190
"1/12/15","A0052",72,58400,3200,48,22400,68441190
"1/1/16","A0052",17,58400,3200,25,25200,65762790
"1/2/16","A0052",16,58400,3200,21,24200,63084390
"1/3/16","A0052",4,58400,3200,16,18600,60578790
"1/4/16","A0052",32,58400,3100,53,18500,57900390
"1/5/16","A0052",13,58400,3100,18,16700,55308390
"1/6/16","A0052",13,41100,3100,20,14200,52629990
"1/7/16","A0052",25,41100,3100,17,14700,50037990
"1/8/16","A0052",47,41100,3100,37,11800,47359590
"1/9/16","A0052",33,41100,3100,20,11700,44681190
"1/10/16","A0052",42,65200,3100,27,19900,42089190
"1/11/16","A0052",72,65200,3500,55,22300,39410790
"1/12/16","A0052",24,65200,2200,22,20900,36818790
"1/1/17","A0052",18,65200,2200,16,16300,34140390
"1/2/17","A0052",83,65200,2200,46,20600,31461990
"1/3/17","A0052",8,65200,2200,9,21500,29042790
"1/4/17","A0052",14,65200,2200,32,22500,26364390
"1/5/17","A0052",6,47800,2200,13,20000,23772390
"1/6/17","A0052",62,47800,2200,44,20300,21093990
"1/7/17","A0052",28,47800,4300,27,20600,18501990
"1/8/17","A0052",22,58200,4300,28,27700,15823590
"1/9/17","A0052",22,58200,4300,31,22700,13145190
"1/10/17","A0052",-37,58200,4300,13,22400,10553190
"1/11/17","A0052",-41,58200,4300,24,21700,7874790
"1/12/17","A0052",45,58200,4300,53,22100,5282790
"1/1/18","A0052",12,58200,4300,17,19700,2604390
"1/2/18","A0052",15,58200,4400,15,19900,-74010
"1/5/13","A0053",65,22900,5400,54,12000,150002790
"1/6/13","A0053",53,22900,3000,37,10700,147324390
"1/7/13","A0053",28,22900,3000,20,12000,144732390
"1/8/13","A0053",33,22900,3000,25,11700,142053990
"1/9/13","A0053",23,22900,3000,25,13400,139375590
"1/10/13","A0053",41,22900,3000,66,12300,136783590
"1/11/13","A0053",45,22900,3000,43,13200,134105190
"1/12/13","A0053",25,20000,3000,27,12400,131513190
"1/1/14","A0053",65,20000,5200,47,12900,128834790
"1/2/14","A0053",25,20000,5200,38,11500,126156390
"1/3/14","A0053",34,20000,5200,34,12000,123737190
"1/4/14","A0053",16,24900,5200,31,13000,121058790
"1/5/14","A0053",26,24900,6900,43,14300,118466790
"1/6/14","A0053",9,24900,6600,20,12400,115788390
"1/7/14","A0053",7,24900,6600,12,11600,113196390
"1/8/14","A0053",32,24900,6600,30,11900,110517990
"1/9/14","A0053",12,24900,6600,40,12300,107839590
"1/10/14","A0053",13,24900,6600,34,12000,105247590
"1/11/14","A0053",49,14100,6600,52,10500,102569190
"1/12/14","A0053",23,14100,5700,21,9300,99977190
"1/1/15","A0053",47,14100,3500,38,8800,97298790
"1/2/15","A0053",19,14100,3500,20,8700,94620390
"1/3/15","A0053",10,14100,3500,19,9300,92201190
"1/4/15","A0053",10,14100,3500,27,9500,89522790
"1/5/15","A0053",36,21800,3500,39,11600,86930790
"1/6/15","A0053",6,21800,2600,6,10000,84252390
"1/7/15","A0053",40,21800,2600,31,10800,81660390
"1/8/15","A0053",78,21800,2600,58,11100,78981990
"1/9/15","A0053",45,21800,2600,42,10200,76303590
"1/10/15","A0053",53,21800,2600,47,9000,73711590
"1/11/15","A0053",86,21800,2600,61,9900,71033190
"1/12/15","A0053",33,18600,2600,25,7300,68441190
"1/1/16","A0053",85,18600,3100,51,8700,65762790
"1/2/16","A0053",32,21800,3100,21,10200,63084390
"1/3/16","A0053",61,21800,3100,38,11600,60578790
"1/4/16","A0053",75,23000,3100,51,14200,57900390
"1/5/16","A0053",45,24400,3100,31,17000,55308390
"1/6/16","A0053",15,24400,3100,12,15700,52629990
"1/7/16","A0053",33,24400,9600,29,18800,50037990
"1/8/16","A0053",33,24400,4100,49,17500,47359590
"1/9/16","A0053",51,24400,4100,60,16700,44681190
"1/10/16","A0053",16,28600,4100,19,18600,42089190
"1/11/16","A0053",40,28600,4100,40,17700,39410790
"1/12/16","A0053",55,28600,4100,56,14800,36818790
"1/1/17","A0053",18,28600,4100,21,15000,34140390
"1/2/17","A0053",39,28600,4100,43,14200,31461990
"1/3/17","A0053",28,36800,4100,34,18800,29042790
"1/4/17","A0053",8,36800,4100,28,17500,26364390
"1/5/17","A0053",10,36800,4100,17,15500,23772390
"1/6/17","A0053",16,36800,4100,18,15900,21093990
"1/7/17","A0053",51,36800,5300,47,16000,18501990
"1/8/17","A0053",7,36800,5300,30,16700,15823590
"1/9/17","A0053",38,36800,5300,47,16200,13145190
"1/10/17","A0053",31,19500,5300,32,12700,10553190
"1/11/17","A0053",34,19500,4200,32,12300,7874790
"1/12/17","A0053",36,19500,4200,32,11500,5282790
"1/1/18","A0053",10,24700,4200,14,12200,2604390
"1/2/18","A0053",13,24700,4200,22,13400,-74010
"1/5/13","A0054",194,20300,6300,116,12700,150002790
"1/6/13","A0054",75,20300,3800,46,11400,147324390
"1/7/13","A0054",72,20300,3800,55,12000,144732390
"1/8/13","A0054",111,20300,3800,88,12600,142053990
"1/9/13","A0054",81,25900,3800,80,13800,139375590
"1/10/13","A0054",84,25900,3800,85,14200,136783590
"1/11/13","A0054",105,25900,3800,87,15900,134105190
"1/12/13","A0054",33,25900,3800,30,14600,131513190
"1/1/14","A0054",158,25900,10400,111,15700,128834790
"1/2/14","A0054",45,25900,11200,54,16700,126156390
"1/3/14","A0054",67,25900,11200,82,17400,123737190
"1/4/14","A0054",45,25300,11200,63,15600,121058790
"1/5/14","A0054",64,25300,11200,77,16100,118466790
"1/6/14","A0054",36,17400,5500,43,13200,115788390
"1/7/14","A0054",49,24900,5500,55,15200,113196390
"1/8/14","A0054",84,24900,5500,86,14800,110517990
"1/9/14","A0054",55,24900,5500,64,15000,107839590
"1/10/14","A0054",90,24900,5500,83,14800,105247590
"1/11/14","A0054",136,24900,5500,99,15000,102569190
"1/12/14","A0054",26,24900,5500,30,13600,99977190
"1/1/15","A0054",64,24900,6900,60,14500,97298790
"1/2/15","A0054",31,26100,6900,59,14700,94620390
"1/3/15","A0054",28,26100,6900,51,15000,92201190
"1/4/15","A0054",84,26100,6900,97,15000,89522790
"1/5/15","A0054",63,26100,6900,56,15600,86930790
"1/6/15","A0054",126,26100,5700,97,14300,84252390
"1/7/15","A0054",51,26100,5700,49,15000,81660390
"1/8/15","A0054",63,26100,5700,71,14900,78981990
"1/9/15","A0054",58,19600,5700,61,12700,76303590
"1/10/15","A0054",29,24300,5700,30,14700,73711590
"1/11/15","A0054",78,24300,5700,69,13400,71033190
"1/12/15","A0054",92,24300,5700,73,13300,68441190
"1/1/16","A0054",123,24300,9300,89,13800,65762790
"1/2/16","A0054",111,24300,9300,77,15000,63084390
"1/3/16","A0054",105,24300,9300,81,16800,60578790
"1/4/16","A0054",116,24300,9300,85,16800,57900390
"1/5/16","A0054",52,23900,9300,44,15400,55308390
"1/6/16","A0054",120,23900,9300,87,16500,52629990
"1/7/16","A0054",90,23900,9300,76,16500,50037990
"1/8/16","A0054",90,30200,10900,89,19500,47359590
"1/9/16","A0054",73,30200,10900,70,19700,44681190
"1/10/16","A0054",48,30200,10900,47,20100,42089190
"1/11/16","A0054",116,30200,10700,93,20100,39410790
"1/12/16","A0054",90,30200,10700,83,21500,36818790
"1/1/17","A0054",71,30200,10700,81,21300,34140390
"1/2/17","A0054",53,30200,10700,57,21500,31461990
"1/3/17","A0054",63,26800,10700,85,19400,29042790
"1/4/17","A0054",49,26800,10700,52,18500,26364390
"1/5/17","A0054",17,25900,10700,27,18400,23772390
"1/6/17","A0054",84,25900,15400,85,19400,21093990
"1/7/17","A0054",62,25900,15400,81,18900,18501990
"1/8/17","A0054",71,25900,15400,64,19900,15823590
"1/9/17","A0054",134,25900,15400,104,20100,13145190
"1/10/17","A0054",42,25900,9400,43,19200,10553190
"1/11/17","A0054",50,25900,6300,56,17900,7874790
"1/12/17","A0054",43,32100,6300,65,18800,5282790
"1/1/18","A0054",24,32100,6300,53,18900,2604390
"1/2/18","A0054",63,32100,6300,81,19100,-74010
"1/5/13","A0055",3,2900,1000,5,2000,150002790
"1/6/13","A0055",1,2900,200,7,1800,147324390
"1/7/13","A0055",4,2900,200,5,1700,144732390
"1/8/13","A0055",7,3100,200,8,1800,142053990
"1/9/13","A0055",6,3100,200,5,1800,139375590
"1/8/14","A0055",0,3100,200,1,1600,110517990
"1/9/14","A0055",1,3100,200,1,1500,107839590
"1/11/14","A0055",2,3100,200,3,1500,102569190
"1/12/14","A0055",-1,3100,800,2,1800,99977190
"1/1/15","A0055",0,3100,800,1,1900,97298790
"1/2/15","A0055",0,3100,800,2,1800,94620390
"1/4/15","A0055",4,3100,300,5,1800,89522790
"1/5/15","A0055",4,3100,300,6,1600,86930790
"1/6/15","A0055",8,3100,300,8,1600,84252390
"1/7/15","A0055",11,3100,300,11,1500,81660390
"1/8/15","A0055",6,3100,300,6,1300,78981990
"1/9/15","A0055",5,2400,300,5,900,76303590
"1/10/15","A0055",4,1600,300,3,800,73711590
"1/11/15","A0055",11,2200,300,7,1100,71033190
"1/12/15","A0055",14,2500,600,9,1400,68441190
"1/1/16","A0055",10,3100,600,7,1700,65762790
"1/2/16","A0055",3,3100,600,2,1800,63084390
"1/3/16","A0055",8,3100,700,6,2000,60578790
"1/4/16","A0055",7,3100,1000,7,2100,57900390
"1/5/16","A0055",3,3100,1000,5,2100,55308390
"1/6/16","A0055",9,3100,1000,10,2200,52629990
"1/7/16","A0055",5,3100,1000,5,2100,50037990
"1/8/16","A0055",1,2800,1000,1,1800,47359590
"1/6/17","A0055",1,2800,1000,1,1800,21093990
"1/7/17","A0055",0,2800,1000,1,1900,18501990
"1/9/17","A0055",-2,2800,1000,2,2000,13145190
"1/10/17","A0055",-2,4100,1000,3,2300,10553190
"1/11/17","A0055",0,4100,1000,1,2200,7874790
"1/12/17","A0055",1,4100,700,2,2100,5282790
"1/2/18","A0055",0,4100,400,1,2000,-74010
"1/5/13","A0056",116,32300,9500,74,16600,150002790
"1/6/13","A0056",48,32300,8200,35,15400,147324390
"1/7/13","A0056",47,32300,8200,43,17000,144732390
"1/8/13","A0056",68,32300,8200,58,18700,142053990
"1/9/13","A0056",31,27000,8200,33,15800,139375590
"1/10/13","A0056",51,27000,8200,39,15400,136783590
"1/11/13","A0056",60,38800,8200,43,19000,134105190
"1/12/13","A0056",24,38800,8200,21,19000,131513190
"1/1/14","A0056",59,38800,11700,58,20400,128834790
"1/2/14","A0056",21,38800,11700,29,21400,126156390
"1/3/14","A0056",27,38800,11700,31,20000,123737190
"1/4/14","A0056",49,38800,11700,60,21400,121058790
"1/5/14","A0056",21,38800,15100,45,22500,118466790
"1/6/14","A0056",14,27600,10300,39,18400,115788390
"1/7/14","A0056",24,27600,10300,46,19700,113196390
"1/8/14","A0056",6,27600,8900,40,18400,110517990
"1/9/14","A0056",13,24200,8900,47,16800,107839590
"1/10/14","A0056",24,24200,8900,37,17400,105247590
"1/11/14","A0056",29,24200,8900,33,15800,102569190
"1/12/14","A0056",31,24200,8900,35,14700,99977190
"1/1/15","A0056",57,24200,8900,49,14900,97298790
"1/2/15","A0056",66,21500,8900,53,13100,94620390
"1/3/15","A0056",56,21500,10600,43,14300,92201190
"1/4/15","A0056",50,21500,10600,38,14300,89522790
"1/5/15","A0056",75,17100,10600,54,13600,86930790
"1/6/15","A0056",68,17100,11000,46,14200,84252390
"1/7/15","A0056",104,22900,11700,67,15900,81660390
"1/8/15","A0056",47,33400,11700,32,19000,78981990
"1/9/15","A0056",41,33400,14800,30,20200,76303590
"1/10/15","A0056",38,33400,14800,31,20300,73711590
"1/11/15","A0056",74,33400,14800,63,21400,71033190
"1/12/15","A0056",67,33400,14800,60,22500,68441190
"1/1/16","A0056",62,37600,18100,62,25700,65762790
"1/2/16","A0056",39,37600,18100,41,25400,63084390
"1/3/16","A0056",57,37600,15100,54,22800,60578790
"1/4/16","A0056",67,37600,14400,51,22000,57900390
"1/5/16","A0056",52,37600,14400,43,23300,55308390
"1/6/16","A0056",58,37600,14400,51,23600,52629990
"1/7/16","A0056",51,37600,14400,44,24300,50037990
"1/8/16","A0056",39,28500,14400,35,21300,47359590
"1/9/16","A0056",41,30100,14400,30,22600,44681190
"1/10/16","A0056",41,45200,14400,35,26900,42089190
"1/11/16","A0056",55,45200,16800,54,27700,39410790
"1/12/16","A0056",28,45200,16800,39,29200,36818790
"1/1/17","A0056",27,45200,16800,32,29600,34140390
"1/2/17","A0056",48,45200,16800,51,29200,31461990
"1/3/17","A0056",24,45200,18200,44,29400,29042790
"1/4/17","A0056",24,45200,18200,48,28000,26364390
"1/5/17","A0056",11,38300,18200,40,25600,23772390
"1/6/17","A0056",11,38300,18200,46,25400,21093990
"1/7/17","A0056",7,28500,17400,45,22400,18501990
"1/8/17","A0056",19,31800,17400,33,22900,15823590
"1/9/17","A0056",26,31800,16700,31,21600,13145190
"1/10/17","A0056",24,31800,16700,27,21700,10553190
"1/11/17","A0056",52,31800,12500,51,20600,7874790
"1/12/17","A0056",75,31800,12500,59,19100,5282790
"1/1/18","A0056",63,31800,12500,48,19100,2604390
"1/2/18","A0056",45,31800,12500,31,19500,-74010
"1/5/13","A0057",72,42500,24200,66,33200,150002790
"1/6/13","A0057",41,42500,13200,39,30400,147324390
"1/7/13","A0057",74,42500,13200,74,30900,144732390
"1/8/13","A0057",82,42500,13200,70,29300,142053990
"1/9/13","A0057",30,42500,13200,33,29400,139375590
"1/10/13","A0057",93,42500,13200,84,28100,136783590
"1/11/13","A0057",95,54900,13200,75,31100,134105190
"1/12/13","A0057",34,54900,13200,28,28200,131513190
"1/1/14","A0057",69,54900,15600,47,31900,128834790
"1/2/14","A0057",57,54900,15600,45,32600,126156390
"1/3/14","A0057",56,54900,15600,43,32400,123737190
"1/4/14","A0057",62,54900,15600,53,34800,121058790
"1/5/14","A0057",63,54900,20000,52,40000,118466790
"1/6/14","A0057",66,54700,20000,64,35600,115788390
"1/7/14","A0057",75,54700,20000,59,38600,113196390
"1/8/14","A0057",42,54700,20000,38,40400,110517990
"1/9/14","A0057",58,54700,20000,55,38600,107839590
"1/10/14","A0057",56,57900,24000,62,44000,105247590
"1/11/14","A0057",55,57900,23500,54,39500,102569190
"1/12/14","A0057",35,57900,23500,29,39900,99977190
"1/1/15","A0057",45,57900,23500,39,42800,97298790
"1/2/15","A0057",38,57900,23500,36,40100,94620390
"1/3/15","A0057",14,57900,23500,22,37600,92201190
"1/4/15","A0057",32,57900,23500,39,41800,89522790
"1/5/15","A0057",37,69000,23500,50,43400,86930790
"1/6/15","A0057",34,69000,24100,42,46500,84252390
"1/7/15","A0057",63,69000,22500,63,41800,81660390
"1/8/15","A0057",57,69000,22500,49,40700,78981990
"1/9/15","A0057",58,69000,22500,52,41400,76303590
"1/10/15","A0057",20,69000,22500,28,41300,73711590
"1/11/15","A0057",28,69000,22500,51,40200,71033190
"1/12/15","A0057",30,45700,22500,41,34700,68441190
"1/1/16","A0057",44,54300,22500,44,36000,65762790
"1/2/16","A0057",48,54300,29300,41,38000,63084390
"1/3/16","A0057",68,54300,29300,59,40000,60578790
"1/4/16","A0057",60,54300,22900,53,39000,57900390
"1/5/16","A0057",62,54300,22900,58,40800,55308390
"1/6/16","A0057",57,54300,22900,58,37900,52629990
"1/7/16","A0057",61,54300,22900,64,40100,50037990
"1/8/16","A0057",38,49900,22900,47,35700,47359590
"1/9/16","A0057",117,62200,22900,91,39400,44681190
"1/10/16","A0057",47,62200,22900,40,37500,42089190
"1/11/16","A0057",62,62200,23100,45,39400,39410790
"1/12/16","A0057",63,62200,23100,47,38300,36818790
"1/1/17","A0057",65,62200,23100,48,41000,34140390
"1/2/17","A0057",43,62200,23100,38,40100,31461990
"1/3/17","A0057",81,83100,36200,66,48700,29042790
"1/4/17","A0057",67,83100,27200,60,43700,26364390
"1/5/17","A0057",62,83100,27200,49,46500,23772390
"1/6/17","A0057",58,83100,27200,46,52500,21093990
"1/7/17","A0057",66,83100,27200,56,51900,18501990
"1/8/17","A0057",42,83100,27200,58,50600,15823590
"1/9/17","A0057",66,83100,27200,60,54200,13145190
"1/10/17","A0057",18,78400,27200,18,52600,10553190
"1/11/17","A0057",54,78400,33300,49,53400,7874790
"1/12/17","A0057",35,78400,33300,36,52500,5282790
"1/1/18","A0057",26,71900,33300,26,48000,2604390
"1/2/18","A0057",34,71900,33300,33,49600,-74010
"1/5/13","A0058",3,8900,800,10,5000,150002790
"1/6/13","A0058",14,10400,800,17,5800,147324390
"1/7/13","A0058",12,10400,800,14,4900,144732390
"1/8/13","A0058",33,10400,800,22,5600,142053990
"1/9/13","A0058",11,10400,800,8,5000,139375590
"1/10/13","A0058",17,10400,1700,14,5700,136783590
"1/11/13","A0058",4,10400,1700,8,5800,134105190
"1/12/13","A0058",-1,10400,1700,2,5300,131513190
"1/1/14","A0058",0,7000,1700,20,4300,128834790
"1/2/14","A0058",20,11400,1900,17,5700,126156390
"1/3/14","A0058",20,11400,1900,18,5400,123737190
"1/4/14","A0058",77,11400,3600,48,5600,121058790
"1/5/14","A0058",20,11400,1300,14,5000,118466790
"1/6/14","A0058",17,11400,600,12,4400,115788390
"1/7/14","A0058",21,11400,600,17,4700,113196390
"1/8/14","A0058",11,11400,600,17,5400,110517990
"1/9/14","A0058",21,8800,600,22,4600,107839590
"1/10/14","A0058",45,20800,600,29,6900,105247590
"1/11/14","A0058",19,20800,600,11,7000,102569190
"1/12/14","A0058",18,20800,600,12,7400,99977190
"1/1/15","A0058",21,20800,3900,16,8500,97298790
"1/2/15","A0058",18,20800,3400,18,8000,94620390
"1/3/15","A0058",14,20800,3400,22,8100,92201190
"1/4/15","A0058",15,20800,3400,16,8700,89522790
"1/5/15","A0058",7,9800,3400,10,6200,86930790
"1/6/15","A0058",18,9800,3100,15,6000,84252390
"1/7/15","A0058",7,15600,3100,7,7700,81660390
"1/8/15","A0058",4,15600,3100,11,7600,78981990
"1/9/15","A0058",17,15600,3100,24,8400,76303590
"1/10/15","A0058",16,15600,3100,18,8300,73711590
"1/11/15","A0058",7,15600,3100,6,7700,71033190
"1/12/15","A0058",20,15600,3100,19,7900,68441190
"1/1/16","A0058",3,15600,2500,6,7800,65762790
"1/2/16","A0058",-6,9000,2500,11,6200,63084390
"1/3/16","A0058",7,12100,2500,16,6800,60578790
"1/4/16","A0058",10,12100,2500,18,7000,57900390
"1/5/16","A0058",10,12100,2500,12,6200,55308390
"1/6/16","A0058",15,12100,2500,12,6500,52629990
"1/7/16","A0058",21,12100,2500,15,6100,50037990
"1/8/16","A0058",8,12100,2600,8,6200,47359590
"1/9/16","A0058",8,12100,2600,14,6700,44681190
"1/10/16","A0058",4,10200,2600,8,6200,42089190
"1/11/16","A0058",12,8100,2600,20,5300,39410790
"1/12/16","A0058",21,8100,2600,17,5500,36818790
"1/1/17","A0058",8,11200,2600,7,5900,34140390
"1/2/17","A0058",58,11200,3100,38,6400,31461990
"1/3/17","A0058",51,11200,3800,35,6500,29042790
"1/4/17","A0058",10,11200,2200,8,5700,26364390
"1/5/17","A0058",32,11200,2200,21,5800,23772390
"1/6/17","A0058",14,11200,2200,12,6600,21093990
"1/7/17","A0058",19,11200,2200,20,6600,18501990
"1/8/17","A0058",28,16800,2200,24,7400,15823590
"1/9/17","A0058",35,16800,2200,23,9000,13145190
"1/10/17","A0058",6,16800,2200,5,8900,10553190
"1/11/17","A0058",26,16800,3100,20,10200,7874790
"1/12/17","A0058",12,16800,2900,11,9400,5282790
"1/1/18","A0058",32,16800,2900,31,9400,2604390
"1/2/18","A0058",6,16800,2900,7,10300,-74010
"1/8/13","A0059",10,1000,400,7,600,142053990
"1/9/13","A0059",2,1300,400,3,700,139375590
"1/10/13","A0059",8,1300,400,9,800,136783590
"1/11/13","A0059",4,1900,400,7,1000,134105190
"1/12/13","A0059",8,1900,400,7,1000,131513190
"1/1/14","A0059",6,1900,400,5,1100,128834790
"1/2/14","A0059",9,1900,500,9,1100,126156390
"1/3/14","A0059",9,1900,300,12,1100,123737190
"1/4/14","A0059",0,1900,300,5,1000,121058790
"1/6/14","A0059",4,1900,300,8,900,115788390
"1/7/14","A0059",0,1000,300,1,700,113196390
"1/8/14","A0059",6,1000,300,9,700,110517990
"1/10/14","A0059",14,900,300,11,600,105247590
"1/1/15","A0059",8,1200,300,6,700,97298790
"1/2/15","A0059",5,1200,500,4,800,94620390
"1/3/15","A0059",9,1200,500,7,800,92201190
"1/4/15","A0059",7,1200,100,6,700,89522790
"1/5/15","A0059",5,1200,100,5,800,86930790
"1/7/15","A0059",4,1400,100,5,900,81660390
"1/8/15","A0059",2,1400,100,4,900,78981990
"1/9/15","A0059",6,1400,100,9,800,76303590
"1/10/15","A0059",7,1400,100,6,900,73711590
"1/11/15","A0059",4,1400,100,5,900,71033190
"1/12/15","A0059",1,1400,600,2,1000,68441190
"1/1/16","A0059",2,1400,600,6,900,65762790
"1/2/16","A0059",6,1200,400,6,800,63084390
"1/3/16","A0059",16,1200,400,12,800,60578790
"1/4/16","A0059",12,1200,400,8,800,57900390
"1/5/16","A0059",10,1000,400,7,700,55308390
"1/6/16","A0059",15,1000,200,11,600,52629990
"1/7/16","A0059",3,1600,200,3,800,50037990
"1/8/16","A0059",9,1700,200,9,900,47359590
"1/9/16","A0059",8,2200,200,7,1100,44681190
"1/10/16","A0059",7,2200,200,7,1200,42089190
"1/11/16","A0059",7,2200,200,5,1200,39410790
"1/12/16","A0059",10,2200,200,9,1300,36818790
"1/1/17","A0059",8,2200,300,10,1300,34140390
"1/2/17","A0059",0,2200,300,4,1200,31461990
"1/3/17","A0059",0,2200,300,3,1100,29042790
"1/4/17","A0059",2,1100,300,6,900,26364390
"1/5/17","A0059",1,1100,300,3,800,23772390
"1/6/17","A0059",9,1200,300,9,900,21093990
"1/8/17","A0059",11,1200,300,9,900,15823590
"1/9/17","A0059",2,1200,600,2,900,13145190
"1/11/17","A0059",7,1200,400,6,800,7874790
"1/12/17","A0059",4,1300,400,4,900,5282790
"1/1/18","A0059",6,1300,200,7,800,2604390
"1/2/18","A0059",9,1300,200,6,900,-74010
"1/5/13","A0060",252,192700,68100,163,145900,150002790
"1/6/13","A0060",150,192700,68100,126,139400,147324390
"1/7/13","A0060",191,192700,95800,161,143300,144732390
"1/8/13","A0060",338,192700,95800,281,150000,142053990
"1/9/13","A0060",160,192700,95800,144,147600,139375590
"1/10/13","A0060",128,192700,95800,123,142300,136783590
"1/11/13","A0060",439,192700,95800,331,141300,134105190
"1/12/13","A0060",259,181700,86300,188,126100,131513190
"1/1/14","A0060",386,181700,86300,268,134700,128834790
"1/2/14","A0060",407,286700,86300,272,162000,126156390
"1/3/14","A0060",334,286700,86300,242,162900,123737190
"1/4/14","A0060",237,286700,86300,174,163900,121058790
"1/5/14","A0060",383,358200,86300,275,197500,118466790
"1/6/14","A0060",237,358200,86300,193,195200,115788390
"1/7/14","A0060",226,358200,121600,227,219600,113196390
"1/8/14","A0060",446,358200,121600,410,234000,110517990
"1/9/14","A0060",163,358200,121600,157,225000,107839590
"1/10/14","A0060",512,358200,121600,439,217200,105247590
"1/11/14","A0060",343,358200,133900,280,234200,102569190
"1/12/14","A0060",189,261900,133900,208,203500,99977190
"1/1/15","A0060",384,261900,133900,331,207400,97298790
