"ACCOUNT_ID","ActivityType","Week","Activities","ExpertHours","Offset"
"A0087","Email/Phone","3/1/16",7,10,21254400
"A0087","Visit","3/1/16",7,0,21254400
"A0087","Email/Phone","2/1/16",5,16,23760000
"A0087","Visit","2/1/16",9,0,23760000
"A0087","Email/Phone","1/1/16",7,6,26438400
"A0087","Visit","1/1/16",9,0,26438400
"A0087","Email/Phone","12/1/15",7,1,29116800
"A0087","Visit","12/1/15",1,0,29116800
"A0087","Email/Phone","11/1/15",6,5,31708800
"A0087","Visit","11/1/15",7,0,31708800
"A0087","Email/Phone","10/1/15",3,13,34387200
"A0087","Visit","10/1/15",0,0,34387200
"A0087","Email/Phone","9/1/15",1,7,36979200
"A0087","Visit","9/1/15",0,0,36979200
"A0088","Email/Phone","11/1/16",6,11,86400
"A0088","Visit","11/1/16",9,0,86400
"A0088","Email/Phone","10/1/16",2,18,2764800
"A0088","Visit","10/1/16",7,0,2764800
"A0088","Email/Phone","9/1/16",3,17,5356800
"A0088","Visit","9/1/16",11,0,5356800
"A0088","Email/Phone","8/1/16",1,0,8035200
"A0088","Visit","8/1/16",12,0,8035200
"A0088","Email/Phone","7/1/16",2,19,10713600
"A0088","Visit","7/1/16",12,0,10713600
"A0088","Email/Phone","6/1/16",3,10,13305600
"A0088","Visit","6/1/16",3,0,13305600
"A0088","Email/Phone","5/1/16",1,11,15984000
"A0088","Visit","5/1/16",5,0,15984000
"A0088","Email/Phone","4/1/16",2,4,18576000
"A0088","Visit","4/1/16",3,0,18576000
"A0088","Email/Phone","3/1/16",5,20,21254400
"A0088","Visit","3/1/16",3,0,21254400
"A0088","Email/Phone","2/1/16",0,4,23760000
"A0088","Visit","2/1/16",3,0,23760000
"A0088","Email/Phone","1/1/16",1,0,26438400
"A0088","Visit","1/1/16",8,0,26438400
"A0088","Email/Phone","12/1/15",7,9,29116800
"A0088","Visit","12/1/15",0,0,29116800
"A0088","Email/Phone","11/1/15",3,20,31708800
"A0088","Visit","11/1/15",1,0,31708800
"A0088","Email/Phone","10/1/15",7,10,34387200
"A0088","Visit","10/1/15",5,0,34387200
"A0088","Email/Phone","9/1/15",3,4,36979200
"A0088","Visit","9/1/15",9,0,36979200
"A0089","Email/Phone","11/1/16",2,4,86400
"A0089","Visit","11/1/16",12,0,86400
"A0089","Email/Phone","10/1/16",5,3,2764800
"A0089","Visit","10/1/16",4,0,2764800
"A0089","Email/Phone","9/1/16",4,1,5356800
"A0089","Visit","9/1/16",8,0,5356800
"A0089","Email/Phone","8/1/16",6,0,8035200
"A0089","Visit","8/1/16",4,0,8035200
"A0089","Email/Phone","7/1/16",6,14,10713600
"A0089","Visit","7/1/16",2,0,10713600
"A0089","Email/Phone","6/1/16",1,17,13305600
"A0089","Visit","6/1/16",4,0,13305600
"A0089","Email/Phone","5/1/16",1,1,15984000
"A0089","Visit","5/1/16",2,0,15984000
"A0089","Email/Phone","4/1/16",7,20,18576000
"A0089","Visit","4/1/16",0,0,18576000
"A0089","Email/Phone","3/1/16",6,17,21254400
"A0089","Visit","3/1/16",8,0,21254400
"A0089","Email/Phone","2/1/16",4,8,23760000
"A0089","Visit","2/1/16",1,0,23760000
"A0089","Email/Phone","1/1/16",2,14,26438400
"A0089","Visit","1/1/16",1,0,26438400
"A0089","Email/Phone","12/1/15",2,16,29116800
"A0089","Visit","12/1/15",7,0,29116800
"A0089","Email/Phone","11/1/15",3,16,31708800
"A0089","Visit","11/1/15",8,0,31708800
"A0089","Email/Phone","10/1/15",6,1,34387200
"A0089","Visit","10/1/15",9,0,34387200
"A0089","Email/Phone","9/1/15",5,14,36979200
"A0089","Visit","9/1/15",4,0,36979200
"A0091","Email/Phone","11/1/16",4,6,86400
"A0091","Visit","11/1/16",10,0,86400
"A0091","Email/Phone","11/1/16",3,6,86400
"A0091","Visit","11/1/16",2,0,86400
"A0091","Email/Phone","10/1/16",5,3,2764800
"A0091","Visit","10/1/16",0,0,2764800
"A0091","Email/Phone","10/1/16",0,19,2764800
"A0091","Visit","10/1/16",2,0,2764800
"A0091","Email/Phone","9/1/16",7,3,5356800
"A0091","Visit","9/1/16",4,0,5356800
"A0091","Email/Phone","9/1/16",5,7,5356800
"A0091","Visit","9/1/16",1,0,5356800
"A0091","Email/Phone","8/1/16",0,8,8035200
"A0091","Visit","8/1/16",3,0,8035200
"A0091","Email/Phone","8/1/16",4,1,8035200
"A0091","Visit","8/1/16",8,0,8035200
"A0091","Email/Phone","7/1/16",4,9,10713600
"A0091","Visit","7/1/16",9,0,10713600
"A0091","Email/Phone","7/1/16",7,11,10713600
"A0091","Visit","7/1/16",8,0,10713600
"A0091","Email/Phone","6/1/16",2,13,13305600
"A0091","Visit","6/1/16",9,0,13305600
"A0091","Email/Phone","6/1/16",3,4,13305600
"A0091","Visit","6/1/16",7,0,13305600
"A0091","Email/Phone","5/1/16",6,9,15984000
"A0091","Visit","5/1/16",0,0,15984000
"A0091","Email/Phone","5/1/16",2,8,15984000
"A0091","Visit","5/1/16",1,0,15984000
"A0091","Email/Phone","4/1/16",1,12,18576000
"A0091","Visit","4/1/16",7,0,18576000
"A0091","Email/Phone","4/1/16",1,5,18576000
"A0091","Visit","4/1/16",5,0,18576000
"A0091","Email/Phone","3/1/16",3,11,21254400
"A0091","Visit","3/1/16",7,0,21254400
"A0091","Email/Phone","3/1/16",3,17,21254400
"A0091","Visit","3/1/16",5,0,21254400
"A0091","Email/Phone","2/1/16",2,14,23760000
"A0091","Visit","2/1/16",2,0,23760000
"A0091","Email/Phone","2/1/16",3,10,23760000
"A0091","Visit","2/1/16",9,0,23760000
"A0091","Email/Phone","1/1/16",0,4,26438400
"A0091","Visit","1/1/16",7,0,26438400
"A0091","Email/Phone","1/1/16",7,11,26438400
"A0091","Visit","1/1/16",2,0,26438400
"A0091","Email/Phone","12/1/15",4,3,29116800
"A0091","Visit","12/1/15",12,0,29116800
"A0091","Email/Phone","12/1/15",4,7,29116800
"A0091","Visit","12/1/15",8,0,29116800
"A0091","Email/Phone","11/1/15",2,15,31708800
"A0091","Visit","11/1/15",6,0,31708800
"A0091","Email/Phone","11/1/15",3,4,31708800
"A0091","Visit","11/1/15",8,0,31708800
"A0091","Email/Phone","10/1/15",6,12,34387200
"A0091","Visit","10/1/15",8,0,34387200
"A0091","Email/Phone","10/1/15",0,1,34387200
"A0091","Visit","10/1/15",10,0,34387200
"A0091","Email/Phone","9/1/15",4,1,36979200
"A0091","Visit","9/1/15",5,0,36979200
"A0091","Email/Phone","9/1/15",2,6,36979200
"A0091","Visit","9/1/15",7,0,36979200
"A0102","Email/Phone","11/1/16",4,14,86400
"A0102","Visit","11/1/16",12,0,86400
"A0102","Email/Phone","10/1/16",1,17,2764800
"A0102","Visit","10/1/16",1,0,2764800
"A0102","Email/Phone","9/1/16",1,2,5356800
"A0102","Visit","9/1/16",7,0,5356800
"A0102","Email/Phone","8/1/16",3,15,8035200
"A0102","Visit","8/1/16",6,0,8035200
"A0102","Email/Phone","7/1/16",3,2,10713600
"A0102","Visit","7/1/16",10,0,10713600
"A0102","Email/Phone","6/1/16",6,17,13305600
"A0102","Visit","6/1/16",1,0,13305600
"A0102","Email/Phone","5/1/16",5,15,15984000
"A0102","Visit","5/1/16",3,0,15984000
"A0102","Email/Phone","4/1/16",3,6,18576000
"A0102","Visit","4/1/16",3,0,18576000
"A0102","Email/Phone","3/1/16",1,14,21254400
"A0102","Visit","3/1/16",2,0,21254400
"A0102","Email/Phone","2/1/16",1,17,23760000
"A0102","Visit","2/1/16",9,0,23760000
"A0102","Email/Phone","1/1/16",7,18,26438400
"A0102","Visit","1/1/16",5,0,26438400
"A0102","Email/Phone","12/1/15",7,19,29116800
"A0102","Visit","12/1/15",10,0,29116800
"A0102","Email/Phone","11/1/15",4,11,31708800
"A0102","Visit","11/1/15",4,0,31708800
"A0102","Email/Phone","10/1/15",0,14,34387200
"A0102","Visit","10/1/15",0,0,34387200
"A0102","Visit","9/1/15",2,0,36979200
"A0102","Email/Phone","9/1/15",4,5,36979200
"A0103","Email/Phone","11/1/16",5,2,86400
"A0103","Visit","11/1/16",1,0,86400
"A0103","Email/Phone","11/1/16",4,1,86400
"A0103","Visit","11/1/16",8,0,86400
"A0103","Email/Phone","10/1/16",1,13,2764800
"A0103","Visit","10/1/16",3,0,2764800
"A0103","Email/Phone","10/1/16",0,11,2764800
"A0103","Visit","10/1/16",6,0,2764800
"A0103","Email/Phone","9/1/16",3,15,5356800
"A0103","Visit","9/1/16",0,0,5356800
"A0103","Email/Phone","9/1/16",7,7,5356800
"A0103","Visit","9/1/16",11,0,5356800
"A0103","Email/Phone","8/1/16",2,20,8035200
"A0103","Visit","8/1/16",11,0,8035200
"A0103","Email/Phone","8/1/16",6,6,8035200
"A0103","Visit","8/1/16",1,0,8035200
"A0103","Email/Phone","7/1/16",0,18,10713600
"A0103","Visit","7/1/16",10,0,10713600
"A0103","Email/Phone","7/1/16",0,2,10713600
"A0103","Visit","7/1/16",5,0,10713600
"A0103","Email/Phone","6/1/16",5,14,13305600
"A0103","Visit","6/1/16",8,0,13305600
"A0103","Email/Phone","6/1/16",6,12,13305600
"A0103","Visit","6/1/16",8,0,13305600
"A0103","Email/Phone","5/1/16",3,17,15984000
"A0103","Visit","5/1/16",12,0,15984000
"A0103","Email/Phone","5/1/16",4,7,15984000
"A0103","Visit","5/1/16",7,0,15984000
"A0103","Email/Phone","4/1/16",0,13,18576000
"A0103","Visit","4/1/16",12,0,18576000
"A0103","Email/Phone","4/1/16",7,3,18576000
"A0103","Visit","4/1/16",0,0,18576000
"A0103","Email/Phone","3/1/16",3,0,21254400
"A0103","Visit","3/1/16",1,0,21254400
"A0103","Email/Phone","3/1/16",2,16,21254400
"A0103","Visit","3/1/16",6,0,21254400
"A0103","Email/Phone","2/1/16",1,4,23760000
"A0103","Visit","2/1/16",8,0,23760000
"A0103","Email/Phone","2/1/16",1,9,23760000
"A0103","Visit","2/1/16",5,0,23760000
"A0103","Email/Phone","1/1/16",5,17,26438400
"A0103","Visit","1/1/16",11,0,26438400
"A0103","Email/Phone","1/1/16",7,17,26438400
"A0103","Visit","1/1/16",8,0,26438400
"A0103","Email/Phone","12/1/15",0,16,29116800
"A0103","Visit","12/1/15",5,0,29116800
"A0103","Email/Phone","12/1/15",1,15,29116800
"A0103","Visit","12/1/15",5,0,29116800
"A0103","Email/Phone","11/1/15",0,5,31708800
"A0103","Visit","11/1/15",11,0,31708800
"A0103","Email/Phone","11/1/15",4,8,31708800
"A0103","Visit","11/1/15",5,0,31708800
"A0103","Email/Phone","10/1/15",1,6,34387200
"A0103","Visit","10/1/15",4,0,34387200
"A0103","Email/Phone","10/1/15",7,12,34387200
"A0103","Visit","10/1/15",11,0,34387200
"A0103","Email/Phone","9/1/15",4,18,36979200
"A0103","Visit","9/1/15",4,0,36979200
"A0103","Email/Phone","9/1/15",0,19,36979200
"A0103","Visit","9/1/15",11,0,36979200
"A0104","Email/Phone","11/1/16",1,13,86400
"A0104","Visit","11/1/16",6,0,86400
"A0104","Email/Phone","11/1/16",0,4,86400
"A0104","Visit","11/1/16",7,0,86400
"A0104","Email/Phone","11/1/16",0,12,86400
"A0104","Visit","11/1/16",3,0,86400
"A0104","Email/Phone","10/1/16",7,20,2764800
"A0104","Visit","10/1/16",1,0,2764800
"A0104","Email/Phone","10/1/16",2,2,2764800
"A0104","Visit","10/1/16",2,0,2764800
"A0104","Email/Phone","10/1/16",2,20,2764800
"A0104","Visit","10/1/16",12,0,2764800
"A0104","Email/Phone","9/1/16",3,19,5356800
"A0104","Visit","9/1/16",3,0,5356800
"A0104","Email/Phone","9/1/16",3,6,5356800
"A0104","Visit","9/1/16",3,0,5356800
"A0104","Email/Phone","9/1/16",7,16,5356800
"A0104","Visit","9/1/16",10,0,5356800
"A0104","Email/Phone","8/1/16",4,19,8035200
"A0104","Visit","8/1/16",2,0,8035200
"A0104","Email/Phone","8/1/16",7,13,8035200
"A0104","Visit","8/1/16",3,0,8035200
"A0104","Email/Phone","8/1/16",3,12,8035200
"A0104","Visit","8/1/16",11,0,8035200
"A0104","Email/Phone","7/1/16",2,13,10713600
"A0104","Visit","7/1/16",12,0,10713600
"A0104","Email/Phone","7/1/16",1,0,10713600
"A0104","Visit","7/1/16",6,0,10713600
"A0104","Email/Phone","7/1/16",0,0,10713600
"A0104","Visit","7/1/16",0,0,10713600
"A0104","Email/Phone","6/1/16",4,5,13305600
"A0104","Visit","6/1/16",0,0,13305600
"A0104","Email/Phone","6/1/16",6,8,13305600
"A0104","Visit","6/1/16",4,0,13305600
"A0104","Email/Phone","6/1/16",0,1,13305600
"A0104","Visit","6/1/16",1,0,13305600
"A0104","Email/Phone","5/1/16",3,0,15984000
"A0104","Visit","5/1/16",12,0,15984000
"A0104","Email/Phone","5/1/16",2,16,15984000
"A0104","Visit","5/1/16",11,0,15984000
"A0104","Email/Phone","5/1/16",3,13,15984000
"A0104","Visit","5/1/16",8,0,15984000
"A0104","Email/Phone","4/1/16",7,2,18576000
"A0104","Visit","4/1/16",5,0,18576000
"A0104","Email/Phone","4/1/16",1,0,18576000
"A0104","Visit","4/1/16",8,0,18576000
"A0104","Email/Phone","4/1/16",0,15,18576000
"A0104","Visit","4/1/16",10,0,18576000
"A0104","Email/Phone","3/1/16",4,4,21254400
"A0104","Visit","3/1/16",9,0,21254400
"A0104","Email/Phone","3/1/16",0,4,21254400
"A0104","Visit","3/1/16",10,0,21254400
"A0104","Email/Phone","3/1/16",4,11,21254400
"A0104","Visit","3/1/16",4,0,21254400
"A0104","Email/Phone","2/1/16",3,9,23760000
"A0104","Visit","2/1/16",6,0,23760000
"A0104","Email/Phone","2/1/16",4,4,23760000
"A0104","Visit","2/1/16",5,0,23760000
"A0104","Email/Phone","2/1/16",5,14,23760000
"A0104","Visit","2/1/16",5,0,23760000
"A0104","Email/Phone","1/1/16",4,4,26438400
"A0104","Visit","1/1/16",1,0,26438400
"A0104","Email/Phone","1/1/16",1,13,26438400
"A0104","Visit","1/1/16",3,0,26438400
"A0104","Email/Phone","1/1/16",2,0,26438400
"A0104","Visit","1/1/16",9,0,26438400
"A0104","Email/Phone","12/1/15",7,15,29116800
"A0104","Visit","12/1/15",2,0,29116800
"A0104","Email/Phone","12/1/15",1,3,29116800
"A0104","Visit","12/1/15",5,0,29116800
"A0104","Email/Phone","12/1/15",5,20,29116800
"A0104","Visit","12/1/15",5,0,29116800
"A0104","Email/Phone","11/1/15",3,10,31708800
"A0104","Visit","11/1/15",5,0,31708800
"A0104","Email/Phone","11/1/15",0,19,31708800
"A0104","Visit","11/1/15",0,0,31708800
"A0104","Email/Phone","11/1/15",4,11,31708800
"A0104","Visit","11/1/15",8,0,31708800
"A0104","Email/Phone","10/1/15",0,15,34387200
"A0104","Visit","10/1/15",12,0,34387200
"A0104","Email/Phone","10/1/15",5,3,34387200
"A0104","Visit","10/1/15",8,0,34387200
"A0104","Email/Phone","10/1/15",3,9,34387200
"A0104","Visit","10/1/15",10,0,34387200
"A0104","Email/Phone","9/1/15",7,20,36979200
"A0104","Visit","9/1/15",1,0,36979200
"A0104","Email/Phone","9/1/15",6,17,36979200
"A0104","Visit","9/1/15",11,0,36979200
"A0104","Email/Phone","9/1/15",1,19,36979200
"A0104","Visit","9/1/15",8,0,36979200
"A0105","Email/Phone","11/1/16",4,13,86400
"A0105","Visit","11/1/16",9,0,86400
"A0105","Email/Phone","10/1/16",3,19,2764800
"A0105","Visit","10/1/16",3,0,2764800
"A0105","Email/Phone","9/1/16",4,8,5356800
"A0105","Visit","9/1/16",3,0,5356800
"A0105","Email/Phone","8/1/16",6,12,8035200
"A0105","Visit","8/1/16",6,0,8035200
"A0105","Email/Phone","7/1/16",7,14,10713600
"A0105","Visit","7/1/16",2,0,10713600
"A0105","Email/Phone","6/1/16",0,15,13305600
"A0105","Visit","6/1/16",5,0,13305600
"A0105","Email/Phone","5/1/16",1,19,15984000
"A0105","Visit","5/1/16",3,0,15984000
"A0105","Email/Phone","4/1/16",4,8,18576000
"A0105","Visit","4/1/16",4,0,18576000
"A0105","Email/Phone","3/1/16",4,1,21254400
"A0105","Visit","3/1/16",1,0,21254400
"A0105","Email/Phone","2/1/16",7,6,23760000
"A0105","Visit","2/1/16",10,0,23760000
"A0105","Email/Phone","1/1/16",7,12,26438400
"A0105","Visit","1/1/16",5,0,26438400
"A0105","Email/Phone","12/1/15",5,2,29116800
"A0105","Visit","12/1/15",2,0,29116800
"A0105","Email/Phone","11/1/15",3,14,31708800
"A0105","Visit","11/1/15",10,0,31708800
"A0105","Email/Phone","10/1/15",2,6,34387200
"A0105","Visit","10/1/15",10,0,34387200
"A0105","Email/Phone","9/1/15",5,6,36979200
"A0105","Visit","9/1/15",10,0,36979200
"A0106","Email/Phone","11/1/16",6,20,86400
"A0106","Visit","11/1/16",6,0,86400
"A0106","Email/Phone","11/1/16",1,3,86400
"A0106","Visit","11/1/16",4,0,86400
"A0106","Email/Phone","11/1/16",4,14,86400
"A0106","Visit","11/1/16",9,0,86400
"A0106","Email/Phone","10/1/16",0,7,2764800
"A0106","Visit","10/1/16",7,0,2764800
"A0106","Email/Phone","10/1/16",4,11,2764800
"A0106","Visit","10/1/16",6,0,2764800
"A0106","Email/Phone","10/1/16",5,7,2764800
"A0106","Visit","10/1/16",8,0,2764800
"A0106","Email/Phone","9/1/16",1,9,5356800
"A0106","Visit","9/1/16",1,0,5356800
"A0106","Email/Phone","9/1/16",6,5,5356800
"A0106","Visit","9/1/16",2,0,5356800
"A0106","Email/Phone","9/1/16",5,12,5356800
"A0106","Visit","9/1/16",10,0,5356800
"A0106","Email/Phone","8/1/16",7,6,8035200
"A0106","Visit","8/1/16",0,0,8035200
"A0106","Email/Phone","8/1/16",5,6,8035200
"A0106","Visit","8/1/16",0,0,8035200
"A0106","Email/Phone","8/1/16",0,3,8035200
"A0106","Visit","8/1/16",1,0,8035200
"A0106","Email/Phone","7/1/16",3,15,10713600
"A0106","Visit","7/1/16",10,0,10713600
"A0106","Email/Phone","7/1/16",3,15,10713600
"A0106","Visit","7/1/16",5,0,10713600
"A0106","Email/Phone","7/1/16",1,20,10713600
"A0106","Visit","7/1/16",4,0,10713600
"A0106","Email/Phone","6/1/16",6,8,13305600
"A0106","Visit","6/1/16",5,0,13305600
"A0106","Email/Phone","6/1/16",0,11,13305600
"A0106","Visit","6/1/16",11,0,13305600
"A0106","Email/Phone","6/1/16",2,0,13305600
"A0106","Visit","6/1/16",1,0,13305600
"A0106","Email/Phone","5/1/16",2,6,15984000
"A0106","Visit","5/1/16",6,0,15984000
"A0106","Email/Phone","5/1/16",7,13,15984000
"A0106","Visit","5/1/16",12,0,15984000
"A0106","Email/Phone","5/1/16",6,17,15984000
"A0106","Visit","5/1/16",1,0,15984000
"A0106","Email/Phone","4/1/16",6,17,18576000
"A0106","Visit","4/1/16",3,0,18576000
"A0106","Email/Phone","4/1/16",0,0,18576000
"A0106","Visit","4/1/16",6,0,18576000
"A0106","Email/Phone","4/1/16",5,2,18576000
"A0106","Visit","4/1/16",9,0,18576000
"A0106","Email/Phone","3/1/16",6,6,21254400
"A0106","Visit","3/1/16",4,0,21254400
"A0106","Email/Phone","3/1/16",4,11,21254400
"A0106","Visit","3/1/16",5,0,21254400
"A0106","Email/Phone","3/1/16",0,0,21254400
"A0106","Visit","3/1/16",3,0,21254400
"A0106","Email/Phone","2/1/16",4,1,23760000
"A0106","Visit","2/1/16",5,0,23760000
"A0106","Email/Phone","2/1/16",1,8,23760000
"A0106","Visit","2/1/16",9,0,23760000
"A0106","Email/Phone","2/1/16",5,20,23760000
"A0106","Visit","2/1/16",6,0,23760000
"A0106","Email/Phone","1/1/16",6,8,26438400
"A0106","Visit","1/1/16",2,0,26438400
"A0106","Email/Phone","1/1/16",2,10,26438400
"A0106","Visit","1/1/16",11,0,26438400
"A0106","Email/Phone","1/1/16",0,13,26438400
"A0106","Visit","1/1/16",1,0,26438400
"A0106","Email/Phone","12/1/15",4,0,29116800
"A0106","Visit","12/1/15",7,0,29116800
"A0106","Email/Phone","12/1/15",3,10,29116800
"A0106","Visit","12/1/15",4,0,29116800
"A0106","Email/Phone","12/1/15",4,7,29116800
"A0106","Visit","12/1/15",2,0,29116800
"A0106","Email/Phone","11/1/15",0,17,31708800
"A0106","Visit","11/1/15",9,0,31708800
"A0106","Email/Phone","11/1/15",4,1,31708800
"A0106","Visit","11/1/15",12,0,31708800
"A0106","Email/Phone","11/1/15",3,13,31708800
"A0106","Visit","11/1/15",10,0,31708800
"A0106","Email/Phone","10/1/15",0,17,34387200
"A0106","Visit","10/1/15",5,0,34387200
"A0106","Email/Phone","10/1/15",3,18,34387200
"A0106","Visit","10/1/15",6,0,34387200
"A0106","Email/Phone","10/1/15",1,9,34387200
"A0106","Visit","10/1/15",1,0,34387200
"A0106","Email/Phone","9/1/15",0,16,36979200
"A0106","Visit","9/1/15",3,0,36979200
"A0106","Email/Phone","9/1/15",5,14,36979200
"A0106","Visit","9/1/15",3,0,36979200
"A0106","Email/Phone","9/1/15",5,9,36979200
"A0106","Visit","9/1/15",10,0,36979200
"A0108","Email/Phone","11/1/16",6,6,86400
"A0108","Visit","11/1/16",2,0,86400
"A0108","Email/Phone","10/1/16",3,8,2764800
"A0108","Visit","10/1/16",6,0,2764800
"A0108","Email/Phone","9/1/16",7,8,5356800
"A0108","Visit","9/1/16",2,0,5356800
"A0108","Email/Phone","8/1/16",4,16,8035200
"A0108","Visit","8/1/16",12,0,8035200
"A0108","Email/Phone","7/1/16",0,3,10713600
"A0108","Visit","7/1/16",2,0,10713600
"A0108","Email/Phone","6/1/16",3,2,13305600
"A0108","Visit","6/1/16",7,0,13305600
"A0108","Email/Phone","5/1/16",2,8,15984000
"A0108","Visit","5/1/16",2,0,15984000
"A0108","Email/Phone","4/1/16",3,15,18576000
"A0108","Visit","4/1/16",12,0,18576000
"A0108","Email/Phone","3/1/16",1,19,21254400
"A0108","Visit","3/1/16",12,0,21254400
"A0108","Email/Phone","2/1/16",0,14,23760000
"A0108","Visit","2/1/16",6,0,23760000
"A0108","Email/Phone","1/1/16",4,17,26438400
"A0108","Visit","1/1/16",7,0,26438400
"A0108","Email/Phone","12/1/15",7,7,29116800
"A0108","Visit","12/1/15",4,0,29116800
"A0108","Email/Phone","11/1/15",2,13,31708800
"A0108","Visit","11/1/15",10,0,31708800
"A0108","Email/Phone","10/1/15",5,13,34387200
"A0108","Visit","10/1/15",1,0,34387200
"A0108","Email/Phone","9/1/15",1,6,36979200
"A0108","Visit","9/1/15",7,0,36979200
"A0109","Email/Phone","11/1/16",3,3,86400
"A0109","Visit","11/1/16",7,0,86400
"A0109","Email/Phone","10/1/16",2,2,2764800
"A0109","Visit","10/1/16",8,0,2764800
"A0109","Email/Phone","9/1/16",2,3,5356800
"A0109","Visit","9/1/16",12,0,5356800
"A0109","Email/Phone","8/1/16",6,10,8035200
"A0109","Visit","8/1/16",0,0,8035200
"A0109","Email/Phone","7/1/16",5,11,10713600
"A0109","Visit","7/1/16",11,0,10713600
"A0109","Email/Phone","6/1/16",7,20,13305600
"A0109","Visit","6/1/16",1,0,13305600
"A0109","Email/Phone","5/1/16",4,0,15984000
"A0109","Visit","5/1/16",12,0,15984000
"A0109","Email/Phone","4/1/16",4,10,18576000
"A0109","Visit","4/1/16",7,0,18576000
"A0109","Email/Phone","3/1/16",7,11,21254400
"A0109","Visit","3/1/16",1,0,21254400
"A0109","Email/Phone","2/1/16",0,19,23760000
"A0109","Visit","2/1/16",4,0,23760000
"A0109","Email/Phone","1/1/16",7,19,26438400
"A0109","Visit","1/1/16",0,0,26438400
"A0109","Email/Phone","12/1/15",2,2,29116800
"A0109","Visit","12/1/15",4,0,29116800
"A0109","Email/Phone","11/1/15",1,2,31708800
"A0109","Visit","11/1/15",0,0,31708800
"A0109","Email/Phone","10/1/15",0,10,34387200
"A0109","Visit","10/1/15",12,0,34387200
"A0109","Email/Phone","9/1/15",0,13,36979200
"A0109","Visit","9/1/15",6,0,36979200
"A0110","Email/Phone","11/1/16",1,15,86400
"A0110","Visit","11/1/16",11,0,86400
"A0110","Email/Phone","10/1/16",4,20,2764800
"A0110","Visit","10/1/16",5,0,2764800
"A0110","Email/Phone","9/1/16",7,8,5356800
"A0110","Visit","9/1/16",8,0,5356800
"A0110","Email/Phone","8/1/16",2,4,8035200
"A0110","Visit","8/1/16",4,0,8035200
"A0110","Email/Phone","7/1/16",4,19,10713600
"A0110","Visit","7/1/16",11,0,10713600
"A0110","Email/Phone","6/1/16",6,16,13305600
"A0110","Visit","6/1/16",10,0,13305600
"A0110","Email/Phone","5/1/16",3,15,15984000
"A0110","Visit","5/1/16",11,0,15984000
"A0110","Email/Phone","4/1/16",6,8,18576000
"A0110","Visit","4/1/16",5,0,18576000
"A0110","Email/Phone","3/1/16",4,12,21254400
"A0110","Visit","3/1/16",8,0,21254400
"A0110","Email/Phone","2/1/16",7,13,23760000
"A0110","Visit","2/1/16",11,0,23760000
"A0110","Email/Phone","1/1/16",0,16,26438400
"A0110","Visit","1/1/16",9,0,26438400
"A0110","Email/Phone","12/1/15",2,19,29116800
"A0110","Visit","12/1/15",7,0,29116800
"A0110","Email/Phone","11/1/15",4,10,31708800
"A0110","Visit","11/1/15",3,0,31708800
"A0110","Email/Phone","10/1/15",6,14,34387200
"A0110","Visit","10/1/15",3,0,34387200
"A0110","Email/Phone","9/1/15",2,4,36979200
"A0110","Visit","9/1/15",2,0,36979200
"A0111","Email/Phone","11/1/16",2,19,86400
"A0111","Visit","11/1/16",2,0,86400
"A0111","Email/Phone","10/1/16",3,20,2764800
"A0111","Visit","10/1/16",9,0,2764800
"A0111","Email/Phone","9/1/16",2,4,5356800
"A0111","Visit","9/1/16",8,0,5356800
"A0111","Email/Phone","8/1/16",7,3,8035200
"A0111","Visit","8/1/16",12,0,8035200
"A0111","Email/Phone","7/1/16",0,0,10713600
"A0111","Visit","7/1/16",11,0,10713600
"A0111","Email/Phone","6/1/16",4,9,13305600
"A0111","Visit","6/1/16",3,0,13305600
"A0111","Email/Phone","5/1/16",4,14,15984000
"A0111","Visit","5/1/16",0,0,15984000
"A0111","Email/Phone","4/1/16",6,8,18576000
"A0111","Visit","4/1/16",0,0,18576000
"A0111","Email/Phone","3/1/16",6,10,21254400
"A0111","Visit","3/1/16",8,0,21254400
"A0111","Email/Phone","2/1/16",0,8,23760000
"A0111","Visit","2/1/16",3,0,23760000
"A0111","Email/Phone","1/1/16",0,12,26438400
"A0111","Visit","1/1/16",4,0,26438400
"A0111","Email/Phone","12/1/15",5,6,29116800
"A0111","Visit","12/1/15",8,0,29116800
"A0111","Email/Phone","11/1/15",5,17,31708800
"A0111","Visit","11/1/15",8,0,31708800
"A0111","Email/Phone","10/1/15",7,7,34387200
"A0111","Visit","10/1/15",5,0,34387200
"A0111","Email/Phone","9/1/15",3,19,36979200
"A0111","Visit","9/1/15",0,0,36979200
"A0112","Email/Phone","11/1/16",0,16,86400
"A0112","Visit","11/1/16",12,0,86400
"A0112","Email/Phone","10/1/16",0,5,2764800
"A0112","Visit","10/1/16",12,0,2764800
"A0112","Email/Phone","9/1/16",0,9,5356800
"A0112","Visit","9/1/16",2,0,5356800
"A0112","Email/Phone","8/1/16",6,2,8035200
"A0112","Visit","8/1/16",9,0,8035200
"A0112","Email/Phone","7/1/16",5,16,10713600
"A0112","Visit","7/1/16",1,0,10713600
"A0112","Email/Phone","6/1/16",1,8,13305600
"A0112","Visit","6/1/16",11,0,13305600
"A0112","Email/Phone","5/1/16",3,16,15984000
"A0112","Visit","5/1/16",0,0,15984000
"A0112","Email/Phone","4/1/16",3,1,18576000
"A0112","Visit","4/1/16",6,0,18576000
"A0112","Email/Phone","3/1/16",4,4,21254400
