"ProductFamily","OrderEffectiveDate","ProductName","LastProcessedDate","OrderAccountName","OrderParentName","UnitPrice","TotalPrice","Quantity"
"Specialized Attachments","2020-09-07","Backhoe Attachment R2","2020-08-10","Integrity Systems","Advanced Communications",19500,9262500,475
"Brooms","2019-06-17","Pickup Broom PB100","2020-08-10","Ohana Incorporated.","Ohana Technologies",6900,2587500,375
"Specialized Attachments","2019-05-09","Hammer H700","2020-08-10","Tech Labs","Permadyne GmbH, LTD",5750,1293750,225
"Compactors","2019-07-06","Compactor 9500","2020-08-10","Momentum Design","Ohana Technologies",13000,5200000,400
"Specialized Attachments","2020-04-12","Hammer H500","2020-08-10","Acme Partners","Ohana Technologies",4200,1785000,425
"Compactors","2020-12-12","Compactor 3500","2020-08-10","Meridian Partners","Advanced Communications",5750,2300000,400
"Brooms","2020-07-20","Utility Broom UB1000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4500,1350000,300
"Rippers","2019-01-26","Ripper 37","2020-08-10","Silodyne Company","Advanced Communications",2000,150000,75
"Specialized Attachments","2019-12-10","Sweeper S1000","2020-08-10","Red Studio Designs","Ohana Technologies",7500,3000000,400
"Specialized Attachments","2020-08-26","Pulverizer P10","2020-08-10","Ohana Incorporated.","Ohana Technologies",4500,337500,75
"Specialized Attachments","2019-11-08","Backhoe Attachment R1","2020-08-10","Integrity Systems","Advanced Communications",20500,3075000,150
"Brooms","2019-04-30","Pickup Broom PB200","2020-08-10","Wellspring, Inc.","Ohana Technologies",7500,2437500,325
"Specialized Attachments","2019-10-25","Hammer H500","2020-08-10","Meridian Partners","Advanced Communications",4200,1890000,450
"Rippers","2020-10-23","Ripper 34","2020-08-10","Integrity Systems","Advanced Communications",1350,135000,100
"Specialized Attachments","2020-05-29","Pulverizer P10","2020-08-10","Red Studio Designs","Ohana Technologies",4500,1012500,225
"Specialized Attachments","2019-03-11","Sweeper S1000","2020-08-10","Acme Partners","Ohana Technologies",7500,750000,100
"Specialized Attachments","2020-01-26","Hammer H700","2020-08-10","Ohana Incorporated.","Ohana Technologies",5750,1725000,300
"Brooms","2019-06-01","Pickup Broom PB100","2020-08-10","Momentum Design","Ohana Technologies",6900,3105000,450
"Brooms","2019-09-24","Pickup Broom PB200","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",7500,1500000,200
"Specialized Attachments","2019-02-28","Pulverizer P20","2020-08-10","Wellspring, Inc.","Ohana Technologies",4750,1187500,250
"Specialized Attachments","2020-07-08","Backhoe Attachment R1","2020-08-10","Tech Labs","Permadyne GmbH, LTD",20500,4612500,225
"Compactors","2020-06-14","Compactor 9000","2020-08-10","Silodyne Company","Advanced Communications",8100,2227500,275
"Rippers","2020-04-01","Ripper 37","2020-08-10","Tech Labs","Permadyne GmbH, LTD",2000,400000,200
"Specialized Attachments","2020-11-01","Backhoe Attachment R2","2020-08-10","Integrity Systems","Advanced Communications",19500,2925000,150
"Rippers","2019-07-31","Ripper 19","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",800,60000,75
"Trenchers","2020-05-17","Trencher T48","2020-08-10","Acme Partners","Ohana Technologies",6400,800000,125
"Compactors","2019-04-10","Compactor 3500","2020-08-10","Ohana Incorporated.","Ohana Technologies",5750,1868750,325
"Rippers","2020-03-24","Ripper 27","2020-08-10","Momentum Design","Ohana Technologies",1000,375000,375
"Trenchers","2019-01-28","Trencher T36","2020-08-10","Wellspring, Inc.","Ohana Technologies",6000,2550000,425
"Brooms","2019-08-15","Utility Broom UB1000","2020-08-10","Silodyne Company","Advanced Communications",4500,1350000,300
"Compactors","2019-03-11","Compactor 9500","2020-08-10","Meridian Partners","Advanced Communications",13000,6175000,475
"Trenchers","2019-10-22","Trencher T60","2020-08-10","Red Studio Designs","Ohana Technologies",9000,3375000,375
"Specialized Attachments","2020-02-29","Backhoe Attachment R1","2020-08-10","Red Studio Designs","Ohana Technologies",20500,3587500,175
"Trenchers","2020-08-10","Trencher T60","2020-08-10","Wellspring, Inc.","Ohana Technologies",9000,675000,75
"Rippers","2019-11-19","Ripper 19","2020-08-10","Meridian Partners","Advanced Communications",800,40000,50
"Trenchers","2019-05-14","Trencher T48","2020-08-10","Ohana Incorporated.","Ohana Technologies",6400,640000,100
"Specialized Attachments","2020-12-15","Hammer H500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4200,735000,175
"Rippers","2019-12-27","Ripper 34","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",1350,303750,225
"Brooms","2020-09-01","Utility Broom UB1000","2020-08-10","Integrity Systems","Advanced Communications",4500,787500,175
"Brooms","2020-10-08","Pickup Broom PB100","2020-08-10","Acme Partners","Ohana Technologies",6900,1380000,200
"Specialized Attachments","2020-07-21","Pulverizer P20","2020-08-10","Momentum Design","Ohana Technologies",4750,2137500,450
"Specialized Attachments","2020-04-05","Hammer H700","2020-08-10","Silodyne Company","Advanced Communications",5750,1150000,200
"Specialized Attachments","2019-07-15","Backhoe Attachment R2","2020-08-10","Wellspring, Inc.","Ohana Technologies",19500,975000,50
"Specialized Attachments","2020-11-14","Pulverizer P10","2020-08-10","Silodyne Company","Advanced Communications",4500,562500,125
"Rippers","2020-05-07","Ripper 27","2020-08-10","Tech Labs","Permadyne GmbH, LTD",1000,400000,400
"Compactors","2019-09-11","Compactor 9000","2020-08-10","Integrity Systems","Advanced Communications",8100,1417500,175
"Compactors","2020-06-02","Compactor 3500","2020-08-10","Momentum Design","Ohana Technologies",5750,431250,75
"Brooms","2019-11-13","Pickup Broom PB200","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,3000000,400
"Rippers","2019-03-13","Ripper 37","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",2000,100000,50
"Specialized Attachments","2020-01-03","Sweeper S1000","2020-08-10","Red Studio Designs","Ohana Technologies",7500,750000,100
"Compactors","2019-02-21","Compactor 9500","2020-08-10","Acme Partners","Ohana Technologies",13000,6175000,475
"Trenchers","2019-10-31","Trencher T36","2020-08-10","Meridian Partners","Advanced Communications",6000,2850000,475
"Brooms","2019-04-05","Pickup Broom PB100","2020-08-10","Integrity Systems","Advanced Communications",6900,2932500,425
"Trenchers","2020-10-03","Trencher T60","2020-08-10","Silodyne Company","Advanced Communications",9000,2250000,250
"Specialized Attachments","2019-05-04","Sweeper S1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",7500,3187500,425
"Specialized Attachments","2019-01-17","Hammer H500","2020-08-10","Red Studio Designs","Ohana Technologies",4200,1995000,475
"Brooms","2019-06-11","Pickup Broom PB200","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,3750000,500
"Specialized Attachments","2019-08-07","Backhoe Attachment R2","2020-08-10","Acme Partners","Ohana Technologies",19500,1462500,75
"Rippers","2020-02-10","Ripper 27","2020-08-10","Meridian Partners","Advanced Communications",1000,300000,300
"Compactors","2020-08-05","Compactor 3500","2020-08-10","Momentum Design","Ohana Technologies",5750,2731250,475
"Compactors","2020-09-05","Compactor 9000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",8100,3240000,400
"Rippers","2020-12-12","Ripper 37","2020-08-10","Tech Labs","Permadyne GmbH, LTD",2000,100000,50
"Specialized Attachments","2020-03-27","Hammer H700","2020-08-10","Momentum Design","Ohana Technologies",5750,862500,150
"Trenchers","2019-12-07","Trencher T48","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6400,1280000,200
"Compactors","2019-07-24","Compactor 9500","2020-08-10","Silodyne Company","Advanced Communications",13000,5850000,450
"Rippers","2019-05-20","Ripper 34","2020-08-10","Wellspring, Inc.","Ohana Technologies",1350,236250,175
"Brooms","2020-10-14","Utility Broom UB1000","2020-08-10","Red Studio Designs","Ohana Technologies",4500,1687500,375
"Specialized Attachments","2019-02-05","Pulverizer P10","2020-08-10","Ohana Incorporated.","Ohana Technologies",4500,787500,175
"Trenchers","2020-03-06","Trencher T36","2020-08-10","Acme Partners","Ohana Technologies",6000,1500000,250
"Rippers","2020-11-22","Ripper 19","2020-08-10","Tech Labs","Permadyne GmbH, LTD",800,240000,300
"Specialized Attachments","2020-01-17","Pulverizer P20","2020-08-10","Integrity Systems","Advanced Communications",4750,1543750,325
"Specialized Attachments","2020-04-14","Backhoe Attachment R1","2020-08-10","Meridian Partners","Advanced Communications",20500,3587500,175
"Rippers","2019-08-29","Ripper 19","2020-08-10","Ohana Incorporated.","Ohana Technologies",800,280000,350
"Specialized Attachments","2020-12-06","Pulverizer P10","2020-08-10","Wellspring, Inc.","Ohana Technologies",4500,225000,50
"Rippers","2019-06-21","Ripper 37","2020-08-10","Momentum Design","Ohana Technologies",2000,350000,175
"Trenchers","2020-07-22","Trencher T48","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6400,1440000,225
"Rippers","2019-03-07","Ripper 27","2020-08-10","Silodyne Company","Advanced Communications",1000,375000,375
"Specialized Attachments","2019-01-18","Sweeper S1000","2020-08-10","Integrity Systems","Advanced Communications",7500,750000,100
"Trenchers","2020-08-31","Trencher T36","2020-08-10","Meridian Partners","Advanced Communications",6000,1800000,300
"Brooms","2020-09-22","Pickup Broom PB200","2020-08-10","Acme Partners","Ohana Technologies",7500,375000,50
"Specialized Attachments","2019-11-28","Backhoe Attachment R1","2020-08-10","Red Studio Designs","Ohana Technologies",20500,9225000,450
"Compactors","2019-12-16","Compactor 3500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",5750,575000,100
"Specialized Attachments","2020-05-21","Hammer H700","2020-08-10","Meridian Partners","Advanced Communications",5750,1868750,325
"Rippers","2020-02-10","Ripper 34","2020-08-10","Wellspring, Inc.","Ohana Technologies",1350,101250,75
"Specialized Attachments","2019-04-27","Hammer H500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4200,210000,50
"Specialized Attachments","2019-10-05","Backhoe Attachment R2","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",19500,4387500,225
"Compactors","2020-06-26","Compactor 9000","2020-08-10","Integrity Systems","Advanced Communications",8100,405000,50
"Brooms","2019-09-22","Utility Broom UB1000","2020-08-10","Momentum Design","Ohana Technologies",4500,562500,125
"Trenchers","2019-01-26","Trencher T60","2020-08-10","Acme Partners","Ohana Technologies",9000,2925000,325
"Specialized Attachments","2020-04-27","Pulverizer P20","2020-08-10","Red Studio Designs","Ohana Technologies",4750,1425000,300
"Brooms","2019-10-21","Pickup Broom PB100","2020-08-10","Ohana Incorporated.","Ohana Technologies",6900,1897500,275
"Compactors","2019-08-18","Compactor 9500","2020-08-10","Silodyne Company","Advanced Communications",13000,2600000,200
"Rippers","2019-11-15","Ripper 27","2020-08-10","Integrity Systems","Advanced Communications",1000,325000,325
"Compactors","2020-10-28","Compactor 9000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",8100,3442500,425
"Compactors","2020-03-04","Compactor 9500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",13000,2600000,200
"Rippers","2020-05-15","Ripper 34","2020-08-10","Wellspring, Inc.","Ohana Technologies",1350,101250,75
"Specialized Attachments","2019-03-08","Hammer H700","2020-08-10","Acme Partners","Ohana Technologies",5750,1293750,225
"Specialized Attachments","2019-09-27","Pulverizer P10","2020-08-10","Silodyne Company","Advanced Communications",4500,337500,75
"Compactors","2020-01-20","Compactor 3500","2020-08-10","Red Studio Designs","Ohana Technologies",5750,2443750,425
"Trenchers","2020-06-23","Trencher T36","2020-08-10","Momentum Design","Ohana Technologies",6000,900000,150
"Specialized Attachments","2020-08-05","Backhoe Attachment R1","2020-08-10","Meridian Partners","Advanced Communications",20500,9737500,475
"Specialized Attachments","2019-04-04","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,1500000,200
"Specialized Attachments","2020-02-02","Pulverizer P20","2020-08-10","Wellspring, Inc.","Ohana Technologies",4750,1543750,325
"Specialized Attachments","2020-09-29","Backhoe Attachment R2","2020-08-10","Meridian Partners","Advanced Communications",19500,4875000,250
"Trenchers","2020-11-19","Trencher T60","2020-08-10","Acme Partners","Ohana Technologies",9000,675000,75
"Brooms","2019-07-01","Utility Broom UB1000","2020-08-10","Silodyne Company","Advanced Communications",4500,1575000,350
"Brooms","2019-06-27","Pickup Broom PB100","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6900,2415000,350
"Brooms","2020-07-19","Pickup Broom PB200","2020-08-10","Tech Labs","Permadyne GmbH, LTD",7500,3562500,475
"Rippers","2019-02-26","Ripper 37","2020-08-10","Red Studio Designs","Ohana Technologies",2000,900000,450
"Rippers","2019-05-13","Ripper 19","2020-08-10","Momentum Design","Ohana Technologies",800,240000,300
"Specialized Attachments","2019-12-14","Hammer H500","2020-08-10","Ohana Incorporated.","Ohana Technologies",4200,2100000,500
"Trenchers","2020-12-12","Trencher T48","2020-08-10","Integrity Systems","Advanced Communications",6400,1760000,275
"Compactors","2019-04-21","Compactor 9500","2020-08-10","Integrity Systems","Advanced Communications",13000,3575000,275
"Rippers","2020-11-14","Ripper 27","2020-08-10","Wellspring, Inc.","Ohana Technologies",1000,450000,450
"Rippers","2020-06-20","Ripper 19","2020-08-10","Silodyne Company","Advanced Communications",800,360000,450
"Specialized Attachments","2020-05-03","Hammer H700","2020-08-10","Acme Partners","Ohana Technologies",5750,1006250,175
"Trenchers","2019-12-09","Trencher T60","2020-08-10","Momentum Design","Ohana Technologies",9000,450000,50
"Compactors","2020-08-25","Compactor 3500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",5750,2012500,350
"Trenchers","2020-12-22","Trencher T36","2020-08-10","Meridian Partners","Advanced Communications",6000,1050000,175
"Trenchers","2019-03-22","Trencher T48","2020-08-10","Ohana Incorporated.","Ohana Technologies",6400,3200000,500
"Specialized Attachments","2020-02-07","Backhoe Attachment R1","2020-08-10","Tech Labs","Permadyne GmbH, LTD",20500,7175000,350
"Specialized Attachments","2020-07-02","Sweeper S1000","2020-08-10","Red Studio Designs","Ohana Technologies",7500,2812500,375
"Brooms","2019-06-23","Utility Broom UB1000","2020-08-10","Integrity Systems","Advanced Communications",4500,1012500,225
"Rippers","2019-01-08","Ripper 37","2020-08-10","Red Studio Designs","Ohana Technologies",2000,450000,225
"Brooms","2020-10-05","Pickup Broom PB100","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6900,517500,75
"Specialized Attachments","2019-11-05","Backhoe Attachment R2","2020-08-10","Acme Partners","Ohana Technologies",19500,8287500,425
"Specialized Attachments","2019-07-06","Pulverizer P20","2020-08-10","Ohana Incorporated.","Ohana Technologies",4750,2018750,425
"Specialized Attachments","2019-08-12","Hammer H500","2020-08-10","Wellspring, Inc.","Ohana Technologies",4200,1785000,425
"Compactors","2020-01-21","Compactor 9000","2020-08-10","Momentum Design","Ohana Technologies",8100,1822500,225
"Brooms","2020-09-14","Pickup Broom PB200","2020-08-10","Silodyne Company","Advanced Communications",7500,2437500,325
"Rippers","2020-04-20","Ripper 34","2020-08-10","Tech Labs","Permadyne GmbH, LTD",1350,405000,300
"Specialized Attachments","2019-02-23","Pulverizer P10","2020-08-10","Meridian Partners","Advanced Communications",4500,1237500,275
"Compactors","2019-10-18","Compactor 9500","2020-08-10","Integrity Systems","Advanced Communications",13000,5850000,450
"Trenchers","2020-03-10","Trencher T48","2020-08-10","Ohana Incorporated.","Ohana Technologies",6400,3200000,500
"Compactors","2019-09-05","Compactor 3500","2020-08-10","Momentum Design","Ohana Technologies",5750,287500,50
"Brooms","2019-05-13","Pickup Broom PB200","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",7500,750000,100
"Rippers","2020-10-27","Ripper 37","2020-08-10","Red Studio Designs","Ohana Technologies",2000,650000,325
"Specialized Attachments","2020-04-26","Pulverizer P20","2020-08-10","Acme Partners","Ohana Technologies",4750,2256250,475
"Brooms","2019-07-15","Utility Broom UB1000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4500,1125000,250
"Rippers","2019-12-12","Ripper 27","2020-08-10","Wellspring, Inc.","Ohana Technologies",1000,150000,150
"Trenchers","2020-06-18","Trencher T36","2020-08-10","Silodyne Company","Advanced Communications",6000,2550000,425
"Specialized Attachments","2019-10-12","Pulverizer P10","2020-08-10","Meridian Partners","Advanced Communications",4500,1125000,250
"Specialized Attachments","2019-03-22","Hammer H700","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",5750,1150000,200
"Brooms","2019-09-03","Pickup Broom PB100","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6900,862500,125
"Trenchers","2020-02-25","Trencher T60","2020-08-10","Silodyne Company","Advanced Communications",9000,4500000,500
"Specialized Attachments","2020-08-20","Hammer H500","2020-08-10","Acme Partners","Ohana Technologies",4200,1890000,450
"Specialized Attachments","2020-09-18","Backhoe Attachment R2","2020-08-10","Ohana Incorporated.","Ohana Technologies",19500,4875000,250
"Rippers","2019-05-10","Ripper 19","2020-08-10","Red Studio Designs","Ohana Technologies",800,80000,100
"Specialized Attachments","2020-01-06","Sweeper S1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",7500,2062500,275
"Specialized Attachments","2019-01-18","Backhoe Attachment R1","2020-08-10","Momentum Design","Ohana Technologies",20500,5125000,250
"Compactors","2019-08-25","Compactor 9000","2020-08-10","Meridian Partners","Advanced Communications",8100,2227500,275
"Rippers","2019-06-28","Ripper 34","2020-08-10","Integrity Systems","Advanced Communications",1350,540000,400
"Compactors","2019-02-08","Compactor 3500","2020-08-10","Wellspring, Inc.","Ohana Technologies",5750,1868750,325
"Rippers","2019-11-11","Ripper 27","2020-08-10","Momentum Design","Ohana Technologies",1000,500000,500
"Rippers","2020-07-16","Ripper 37","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",2000,250000,125
"Compactors","2020-11-14","Compactor 9000","2020-08-10","Silodyne Company","Advanced Communications",8100,3442500,425
"Trenchers","2020-03-20","Trencher T48","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6400,2720000,425
"Rippers","2019-04-14","Ripper 19","2020-08-10","Acme Partners","Ohana Technologies",800,340000,425
"Brooms","2020-05-26","Utility Broom UB1000","2020-08-10","Integrity Systems","Advanced Communications",4500,1237500,275
"Specialized Attachments","2020-12-16","Pulverizer P20","2020-08-10","Ohana Incorporated.","Ohana Technologies",4750,1068750,225
"Trenchers","2020-07-16","Trencher T36","2020-08-10","Meridian Partners","Advanced Communications",6000,2400000,400
"Specialized Attachments","2020-08-21","Backhoe Attachment R2","2020-08-10","Red Studio Designs","Ohana Technologies",19500,3900000,200
"Trenchers","2020-09-18","Trencher T60","2020-08-10","Tech Labs","Permadyne GmbH, LTD",9000,2250000,250
"Brooms","2020-11-09","Pickup Broom PB100","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6900,1380000,200
"Specialized Attachments","2020-01-12","Hammer H700","2020-08-10","Silodyne Company","Advanced Communications",5750,1293750,225
"Specialized Attachments","2019-04-29","Pulverizer P10","2020-08-10","Meridian Partners","Advanced Communications",4500,1575000,350
"Specialized Attachments","2019-01-09","Hammer H500","2020-08-10","Integrity Systems","Advanced Communications",4200,2100000,500
"Specialized Attachments","2019-11-16","Sweeper S1000","2020-08-10","Acme Partners","Ohana Technologies",7500,3562500,475
"Specialized Attachments","2019-08-12","Backhoe Attachment R1","2020-08-10","Wellspring, Inc.","Ohana Technologies",20500,8712500,425
"Rippers","2020-10-26","Ripper 34","2020-08-10","Red Studio Designs","Ohana Technologies",1350,337500,250
"Brooms","2020-12-18","Pickup Broom PB200","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,3375000,450
"Compactors","2019-03-30","Compactor 9500","2020-08-10","Momentum Design","Ohana Technologies",13000,4225000,325
"Trenchers","2019-07-26","Trencher T48","2020-08-10","Ohana Incorporated.","Ohana Technologies",6400,1280000,200
"Specialized Attachments","2019-12-29","Pulverizer P20","2020-08-10","Integrity Systems","Advanced Communications",4750,1187500,250
"Rippers","2019-09-18","Ripper 19","2020-08-10","Meridian Partners","Advanced Communications",800,240000,300
"Specialized Attachments","2019-10-10","Sweeper S1000","2020-08-10","Silodyne Company","Advanced Communications",7500,2812500,375
"Rippers","2020-03-20","Ripper 34","2020-08-10","Wellspring, Inc.","Ohana Technologies",1350,337500,250
"Specialized Attachments","2019-05-17","Hammer H500","2020-08-10","Acme Partners","Ohana Technologies",4200,1155000,275
"Trenchers","2020-05-11","Trencher T60","2020-08-10","Tech Labs","Permadyne GmbH, LTD",9000,1125000,125
"Rippers","2019-06-13","Ripper 37","2020-08-10","Momentum Design","Ohana Technologies",2000,600000,300
"Brooms","2020-02-05","Pickup Broom PB100","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6900,3450000,500
"Specialized Attachments","2020-04-30","Backhoe Attachment R1","2020-08-10","Red Studio Designs","Ohana Technologies",20500,1537500,75
"Compactors","2019-02-01","Compactor 9500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",13000,5850000,450
"Brooms","2020-06-19","Pickup Broom PB200","2020-08-10","Momentum Design","Ohana Technologies",7500,375000,50
"Trenchers","2019-02-06","Trencher T36","2020-08-10","Wellspring, Inc.","Ohana Technologies",6000,1500000,250
"Specialized Attachments","2020-08-21","Backhoe Attachment R2","2020-08-10","Silodyne Company","Advanced Communications",19500,2437500,125
"Specialized Attachments","2019-08-08","Hammer H700","2020-08-10","Red Studio Designs","Ohana Technologies",5750,1150000,200
"Compactors","2020-10-08","Compactor 9000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",8100,405000,50
"Brooms","2020-06-01","Utility Broom UB1000","2020-08-10","Meridian Partners","Advanced Communications",4500,1800000,400
"Rippers","2020-11-25","Ripper 27","2020-08-10","Acme Partners","Ohana Technologies",1000,300000,300
"Compactors","2020-05-06","Compactor 3500","2020-08-10","Ohana Incorporated.","Ohana Technologies",5750,1006250,175
"Specialized Attachments","2020-01-21","Pulverizer P10","2020-08-10","Integrity Systems","Advanced Communications",4500,562500,125
"Trenchers","2019-07-14","Trencher T36","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6000,1500000,250
"Trenchers","2020-04-17","Trencher T48","2020-08-10","Silodyne Company","Advanced Communications",6400,2240000,350
"Specialized Attachments","2020-02-09","Pulverizer P20","2020-08-10","Ohana Incorporated.","Ohana Technologies",4750,1781250,375
"Rippers","2019-03-20","Ripper 34","2020-08-10","Wellspring, Inc.","Ohana Technologies",1350,405000,300
"Compactors","2019-12-05","Compactor 3500","2020-08-10","Acme Partners","Ohana Technologies",5750,2012500,350
"Rippers","2019-10-26","Ripper 27","2020-08-10","Meridian Partners","Advanced Communications",1000,175000,175
"Specialized Attachments","2020-09-07","Hammer H500","2020-08-10","Integrity Systems","Advanced Communications",4200,210000,50
"Specialized Attachments","2020-03-31","Backhoe Attachment R2","2020-08-10","Momentum Design","Ohana Technologies",19500,8775000,450
"Compactors","2019-04-23","Compactor 9000","2020-08-10","Red Studio Designs","Ohana Technologies",8100,405000,50
"Specialized Attachments","2019-05-28","Hammer H700","2020-08-10","Tech Labs","Permadyne GmbH, LTD",5750,2300000,400
"Brooms","2020-07-11","Utility Broom UB1000","2020-08-10","Momentum Design","Ohana Technologies",4500,900000,200
"Rippers","2019-01-05","Ripper 19","2020-08-10","Tech Labs","Permadyne GmbH, LTD",800,100000,125
"Specialized Attachments","2020-12-08","Backhoe Attachment R1","2020-08-10","Acme Partners","Ohana Technologies",20500,7687500,375
"Trenchers","2019-11-02","Trencher T60","2020-08-10","Meridian Partners","Advanced Communications",9000,3600000,400
"Brooms","2019-06-04","Pickup Broom PB100","2020-08-10","Red Studio Designs","Ohana Technologies",6900,690000,100
"Rippers","2019-09-19","Ripper 37","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",2000,750000,375
"Specialized Attachments","2020-01-12","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,3000000,400
"Specialized Attachments","2019-12-24","Pulverizer P10","2020-08-10","Integrity Systems","Advanced Communications",4500,450000,100
"Brooms","2019-04-08","Pickup Broom PB200","2020-08-10","Silodyne Company","Advanced Communications",7500,1312500,175
"Compactors","2019-03-11","Compactor 9500","2020-08-10","Wellspring, Inc.","Ohana Technologies",13000,3575000,275
"Specialized Attachments","2019-06-09","Pulverizer P20","2020-08-10","Red Studio Designs","Ohana Technologies",4750,1900000,400
"Specialized Attachments","2020-07-16","Hammer H500","2020-08-10","Integrity Systems","Advanced Communications",4200,2100000,500
"Compactors","2019-07-08","Compactor 9000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",8100,3645000,450
"Compactors","2020-06-30","Compactor 3500","2020-08-10","Momentum Design","Ohana Technologies",5750,2587500,450
"Specialized Attachments","2019-05-31","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,2812500,375
"Specialized Attachments","2020-12-02","Backhoe Attachment R2","2020-08-10","Wellspring, Inc.","Ohana Technologies",19500,8775000,450
"Compactors","2020-05-26","Compactor 9500","2020-08-10","Meridian Partners","Advanced Communications",13000,6175000,475
"Trenchers","2020-11-27","Trencher T48","2020-08-10","Acme Partners","Ohana Technologies",6400,640000,100
"Brooms","2020-09-19","Utility Broom UB1000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4500,1800000,400
"Trenchers","2019-09-12","Trencher T36","2020-08-10","Silodyne Company","Advanced Communications",6000,450000,75
"Brooms","2019-10-02","Pickup Broom PB100","2020-08-10","Integrity Systems","Advanced Communications",6900,3450000,500
"Specialized Attachments","2019-08-18","Hammer H700","2020-08-10","Wellspring, Inc.","Ohana Technologies",5750,1437500,250
"Trenchers","2020-03-08","Trencher T60","2020-08-10","Meridian Partners","Advanced Communications",9000,1800000,200
"Rippers","2020-02-17","Ripper 27","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",1000,175000,175
"Rippers","2020-04-23","Ripper 34","2020-08-10","Momentum Design","Ohana Technologies",1350,202500,150
"Brooms","2020-08-19","Pickup Broom PB200","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,1125000,150
"Rippers","2020-10-26","Ripper 37","2020-08-10","Silodyne Company","Advanced Communications",2000,300000,150
"Specialized Attachments","2019-01-03","Pulverizer P10","2020-08-10","Acme Partners","Ohana Technologies",4500,2250000,500
"Specialized Attachments","2019-02-20","Backhoe Attachment R1","2020-08-10","Tech Labs","Permadyne GmbH, LTD",20500,4100000,200
"Rippers","2019-11-15","Ripper 19","2020-08-10","Red Studio Designs","Ohana Technologies",800,40000,50
"Specialized Attachments","2020-03-28","Backhoe Attachment R1","2020-08-10","Momentum Design","Ohana Technologies",20500,4100000,200
"Trenchers","2020-08-16","Trencher T60","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",9000,3825000,425
"Specialized Attachments","2020-04-02","Hammer H500","2020-08-10","Red Studio Designs","Ohana Technologies",4200,735000,175
"Compactors","2019-12-01","Compactor 3500","2020-08-10","Ohana Incorporated.","Ohana Technologies",5750,862500,150
"Specialized Attachments","2020-02-09","Hammer H700","2020-08-10","Integrity Systems","Advanced Communications",5750,1437500,250
"Specialized Attachments","2019-05-21","Pulverizer P10","2020-08-10","Meridian Partners","Advanced Communications",4500,2137500,475
"Compactors","2020-05-26","Compactor 9000","2020-08-10","Acme Partners","Ohana Technologies",8100,607500,75
"Trenchers","2020-09-24","Trencher T48","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6400,2560000,400
"Compactors","2020-10-01","Compactor 9500","2020-08-10","Wellspring, Inc.","Ohana Technologies",13000,5200000,400
"Specialized Attachments","2020-12-08","Sweeper S1000","2020-08-10","Silodyne Company","Advanced Communications",7500,2250000,300
"Brooms","2019-10-24","Pickup Broom PB200","2020-08-10","Acme Partners","Ohana Technologies",7500,1312500,175
"Specialized Attachments","2020-11-23","Pulverizer P20","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4750,950000,200
