"ForecastCategory","CloseDate","Stage_IsAdvanced","CreatedDatePrev","Unique_Sort_Key","OpportunityId","ForecastCategoryPrev","StageIsWon","Deleted","ValidToDate","StageName","StageNamePrev","LastProcessedDate","CloseDatePrev","CustomFilter","StagePrevIsWon","OpportunityAccountId","CreatedDate","ValidFromDate","RecordID","StagePrevIsClosed","StageIsClosed","IsPulled","StagePrevSortOrder","IsLastUpdate","Amount_isUpdated","Stage_isUpdated","Amount","AmountPrev","Duration","IsPushed","CloseDate_isUpdated","StageSortOrder","Time_In_Current_Stage_Duration_Seconds"
"Commit","2019-03-20 00:00:00",False,"2019-02-27 09:31:22","2019-02-14T23:32:44.000Z-a1l3s000002wfcYAAQ","0063s00000DYxv1AAD","Commit",False,False,"2019-03-13 02:15:21","Negotiation","Negotiation","2019-10-07 14:44:53","2019-03-20 00:00:00",True,False,"0013s00000up88iAAA","2019-02-28 23:32:44","2019-02-28 23:32:44","a1l3s000002wfcYAAQ",False,False,0,5,0,0,0,100000,100000,1046557,0,0,5,8172634
"Omitted","2019-03-20 00:00:00",True,"2019-02-28 23:32:44","2019-02-27T02:15:21.000Z-a1l3s000002wfcZAAQ","0063s00000DYxv1AAD","Commit",False,False,"2019-04-02 17:27:01","Closed Lost","Negotiation","2019-10-07 14:44:53","2019-03-20 00:00:00",True,False,"0013s00000up88iAAA","2019-03-13 02:15:21","2019-03-13 02:15:21","a1l3s000002wfcZAAQ",False,True,0,5,0,0,1,100000,100000,1782700,0,0,7,8172634
"Pipeline","2019-03-20 00:00:00",False,"2019-03-13 02:15:21","2019-03-19T17:27:01.000Z-a1l3s000002wfcaAAA","0063s00000DYxv1AAD","Omitted",False,False,"2019-04-15 01:39:32","Proposal/Quote","Closed Lost","2019-10-07 14:44:53","2019-03-20 00:00:00",True,False,"0013s00000up88iAAA","2019-04-02 17:27:01","2019-04-02 17:27:01","a1l3s000002wfcaAAA",True,False,0,7,0,0,1,100000,100000,1066351,0,0,4,8172634
"Omitted","2019-06-17 00:00:00",False,"2019-06-10 08:11:03","2019-08-29T20:59:21.000Z-0083s00000n4NSRAA2","0063s00000DYxv1AAD","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2019-06-17 00:00:00",True,False,"0013s00000up88iAAA","2019-09-12 20:59:21","2019-09-12 20:59:21","0083s00000n4NSRAA2",True,True,0,7,1,0,0,100000,100000,4909,0,0,7,8172634
"Pipeline","2018-03-16 00:00:00",True,"1970-01-15 00:00:00","2018-01-17T05:00:00.000Z-a1l3s000002wfcgAAA","0063s00000DYxv3AAD","",False,False,"2018-02-19 05:47:21","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up88kAAA","2018-01-31 05:00:00","2018-01-31 05:00:00","a1l3s000002wfcgAAA","",False,0,0,0,1,1,102542,0,1644441,1,1,1,47943205
"Commit","2018-03-16 00:00:00",True,"2018-01-31 05:00:00","2018-02-05T05:47:21.000Z-a1l3s000002wfchAAA","0063s00000DYxv3AAD","Pipeline",False,False,"2018-03-05 07:09:08","Proposal/Quote","Qualification","2019-10-07 14:44:53","2018-03-16 00:00:00",True,False,"0013s00000up88kAAA","2018-02-19 05:47:21","2018-02-19 05:47:21","a1l3s000002wfchAAA",False,False,0,1,0,0,1,102542,102542,1214507,0,0,4,47943205
"Pipeline","2019-06-06 00:00:00",True,"1970-01-15 00:00:00","2019-04-07T04:00:00.000Z-a1l3s000002wfcrAAA","0063s00000DYxv6AAD","",False,False,"2019-05-05 14:21:22","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up88mAAA","2019-04-21 04:00:00","2019-04-21 04:00:00","a1l3s000002wfcrAAA","",False,0,0,0,1,1,41298,0,1246882,1,1,1,8776210
"Pipeline","2018-12-25 00:00:00",True,"1970-01-15 00:00:00","2018-11-06T05:00:00.000Z-a1l3s000002wfcvAAA","0063s00000DYxv7AAD","",False,False,"2018-12-07 07:18:25","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up88mAAA","2018-11-20 05:00:00","2018-11-20 05:00:00","a1l3s000002wfcvAAA","",False,0,0,0,1,1,33435,0,1477105,1,1,1,23203220
"BestCase","2018-12-25 00:00:00",True,"2018-12-11 00:33:36","2018-12-01T09:16:04.000Z-a1l3s000002wfcyAAA","0063s00000DYxv7AAD","Commit",False,False,"2018-12-18 09:01:17","Discovery","Qualification","2019-10-07 14:44:53","2018-12-25 00:00:00",True,False,"0013s00000up88mAAA","2018-12-15 09:16:04","2018-12-15 09:16:04","a1l3s000002wfcyAAA",False,False,0,1,0,0,1,52906,52906,258313,0,0,2,23203220
"Closed","2018-12-25 00:00:00",True,"2018-12-15 09:16:04","2018-12-04T09:01:17.000Z-a1l3s000002wfczAAA","0063s00000DYxv7AAD","BestCase",True,False,"2019-09-12 20:59:21","Closed Won","Discovery","2019-10-07 14:44:53","2018-12-25 00:00:00",True,False,"0013s00000up88mAAA","2018-12-18 09:01:17","2018-12-18 09:01:17","a1l3s000002wfczAAA",False,True,0,2,0,0,1,52906,52906,23198284,0,0,6,23203220
"Pipeline","2017-12-26 00:00:00",True,"1970-01-15 00:00:00","2017-12-30T05:00:00.000Z-a1l3s000002wfd0AAA","0063s00000DYxv8AAD","",False,False,"2018-01-24 07:35:54","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up88nAAA","2018-01-13 05:00:00","2018-01-13 05:00:00","a1l3s000002wfd0AAA","",False,0,0,0,1,1,41167,0,959754,1,1,1,49828303
"BestCase","2019-12-19 00:00:00",False,"2019-07-15 04:00:00","2019-07-31T09:31:30.000Z-a1l3s000002wfdHAAQ","0063s00000DYxvBAAT","Pipeline",False,False,"2019-09-12 20:59:21","Qualification","Qualification","2019-10-07 14:44:53","2019-12-19 00:00:00",True,False,"0013s00000up88oAAA","2019-08-14 09:31:30","2019-08-14 09:31:30","a1l3s000002wfdHAAQ",False,False,0,1,0,0,0,58139,58139,2546871,0,0,1,5163697
"BestCase","2019-12-10 00:00:00",True,"2019-07-13 04:00:00","2019-07-30T09:00:50.000Z-a1l3s000002wfdJAAQ","0063s00000DYxvCAAT","Pipeline",False,False,"2019-09-12 20:59:21","Discovery","Qualification","2019-10-07 14:44:53","2019-12-10 00:00:00",True,False,"0013s00000up88pAAA","2019-08-13 09:00:50","2019-08-13 09:00:50","a1l3s000002wfdJAAQ",False,False,0,1,0,0,1,60000,60000,2635111,0,0,2,2640047
"Closed","2019-06-23 00:00:00",False,"2019-05-31 10:50:55","2019-08-29T20:59:21.000Z-0083s00000n4NSdAAM","0063s00000DYxvDAAT","Closed",True,False,"3000-01-15 00:00:00","Closed Won","Closed Won","2019-10-07 14:44:53","2019-06-23 00:00:00",True,True,"0013s00000up88qAAA","2019-09-12 20:59:21","2019-09-12 20:59:21","0083s00000n4NSdAAM",True,True,0,6,1,0,0,25000,25000,4909,0,0,6,9027042
"Pipeline","2018-08-03 00:00:00",True,"2018-03-22 05:00:00","2018-05-15T19:54:38.000Z-a1l3s000002wfdSAAQ","0063s00000DYxvFAAT","Pipeline",False,False,"2018-06-10 18:45:04","Negotiation","Qualification","2019-10-07 14:44:53","2018-08-03 00:00:00",True,False,"0013s00000up88rAAA","2018-05-29 19:54:38","2018-05-29 19:54:38","a1l3s000002wfdSAAQ",False,False,0,1,0,0,1,37960,37960,1032626,0,0,5,36574998
"Omitted","2018-09-02 00:00:00",True,"2018-06-16 17:51:22","2018-07-02T14:38:19.000Z-a1l3s000002wfdVAAQ","0063s00000DYxvFAAT","Pipeline",False,False,"2019-09-12 20:59:21","Closed Lost","Negotiation","2019-10-07 14:44:53","2018-09-02 00:00:00",True,False,"0013s00000up88rAAA","2018-07-16 14:38:19","2018-07-16 14:38:19","a1l3s000002wfdVAAQ",False,True,0,5,0,0,1,30000,30000,36570062,0,0,7,36574998
"Omitted","2018-09-02 00:00:00",False,"2018-07-16 14:38:19","2019-08-29T20:59:21.000Z-0083s00000n4NSfAAM","0063s00000DYxvFAAT","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-09-02 00:00:00",True,False,"0013s00000up88rAAA","2019-09-12 20:59:21","2019-09-12 20:59:21","0083s00000n4NSfAAM",True,True,0,7,1,0,0,30000,30000,4909,0,0,7,36574998
"Omitted","2019-03-09 00:00:00",True,"2018-12-21 03:18:44","2018-12-17T15:20:13.000Z-a1l3s000002wfdYAAQ","0063s00000DYxvGAAT","Commit",False,False,"2019-09-12 20:59:21","Closed Lost","Proposal/Quote","2019-10-07 14:44:53","2019-03-09 00:00:00",True,False,"0013s00000up88rAAA","2018-12-31 15:20:13","2018-12-31 15:20:13","a1l3s000002wfdYAAQ",False,True,0,4,0,0,1,200000,200000,22052348,0,0,7,22057284
"Pipeline","2018-03-30 00:00:00",True,"2017-11-17 04:00:00","2017-12-24T19:34:07.000Z-a1l3s000002wfdcAAA","0063s00000DYxvIAAT","Pipeline",False,False,"2018-01-25 01:59:23","Discovery","Qualification","2019-10-07 14:44:53","2018-03-30 00:00:00",True,False,"0013s00000up88sAAA","2018-01-07 19:34:07","2018-01-07 19:34:07","a1l3s000002wfdcAAA",False,False,0,1,0,0,1,75254,75254,1491916,0,0,2,46824698
"Pipeline","2019-04-11 00:00:00",True,"1970-01-15 00:00:00","2018-12-16T05:00:00.000Z-a1l3s000002wfdgAAA","0063s00000DYxvJAAT","",False,False,"2019-02-07 09:08:24","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up88sAAA","2018-12-30 05:00:00","2018-12-30 05:00:00","a1l3s000002wfdgAAA","",False,0,0,0,1,1,52000,0,3384504,1,1,1,13655800
"Commit","2019-04-11 00:00:00",True,"2018-12-30 05:00:00","2019-01-24T09:08:24.000Z-a1l3s000002wfdhAAA","0063s00000DYxvJAAT","Pipeline",False,False,"2019-02-19 23:03:14","Negotiation","Qualification","2019-10-07 14:44:53","2019-04-11 00:00:00",True,False,"0013s00000up88sAAA","2019-02-07 09:08:24","2019-02-07 09:08:24","a1l3s000002wfdhAAA",False,False,0,1,0,0,1,52000,52000,1086890,0,0,5,13655800
"Omitted","2019-06-10 00:00:00",True,"2019-02-27 16:24:17","2019-03-24T21:04:57.000Z-a1l3s000002wfdkAAA","0063s00000DYxvJAAT","Commit",False,False,"2019-09-12 20:59:21","Closed Lost","Negotiation","2019-10-07 14:44:53","2019-06-10 00:00:00",True,False,"0013s00000up88sAAA","2019-04-07 21:04:57","2019-04-07 21:04:57","a1l3s000002wfdkAAA",False,True,0,5,0,0,1,52000,52000,13650864,0,0,7,13655800
"BestCase","2018-11-28 00:00:00",True,"2018-06-15 04:00:00","2018-07-23T18:55:47.000Z-a1l3s000002wfdmAAA","0063s00000DYxvKAAT","Pipeline",False,False,"2018-09-01 07:09:04","Discovery","Qualification","2019-10-07 14:44:53","2018-11-28 00:00:00",True,False,"0013s00000up88sAAA","2018-08-06 18:55:47","2018-08-06 18:55:47","a1l3s000002wfdmAAA",False,False,0,1,0,0,1,110016,110016,2203997,0,0,2,29536894
"Pipeline","2019-06-28 00:00:00",True,"1970-01-15 00:00:00","2019-04-16T04:00:00.000Z-a1l3s000002wfdrAAA","0063s00000DYxvLAAT","",False,False,"2019-05-29 23:14:49","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up88tAAA","2019-04-30 04:00:00","2019-04-30 04:00:00","a1l3s000002wfdrAAA","",False,0,0,0,1,1,120000,0,2574889,1,1,1,7123714
"Closed","2019-01-21 00:00:00",True,"2018-10-26 10:45:11","2018-11-17T13:08:15.000Z-a1l3s000002wfdzAAA","0063s00000DYxvNAAT","BestCase",True,False,"2019-09-12 20:59:21","Closed Won","Negotiation","2019-10-07 14:44:53","2019-01-21 00:00:00",True,False,"0013s00000up88vAAA","2018-12-01 13:08:15","2018-12-01 13:08:15","a1l3s000002wfdzAAA",False,True,0,5,0,0,1,4454,4454,24652266,0,0,6,24657202
"BestCase","2018-03-19 00:00:00",True,"2017-11-21 05:00:00","2017-11-29T13:42:11.000Z-a1l3s000002wfe4AAA","0063s00000DYxvPAAT","Pipeline",False,False,"2018-01-01 07:11:39","Negotiation","Qualification","2019-10-07 14:44:53","2018-03-19 00:00:00",True,False,"0013s00000up88wAAA","2017-12-13 13:42:11","2017-12-13 13:42:11","a1l3s000002wfe4AAA",False,False,0,1,0,0,1,11557,11557,1618168,0,0,5,50622697
"Omitted","2018-03-19 00:00:00",False,"2018-02-04 00:30:00","2019-08-29T20:59:21.000Z-0083s00000n4NSpAAM","0063s00000DYxvPAAT","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-03-19 00:00:00",True,False,"0013s00000up88wAAA","2019-09-12 20:59:21","2019-09-12 20:59:21","0083s00000n4NSpAAM",True,True,0,7,1,0,0,10000,10000,4909,0,0,7,50622697
"Omitted","2019-05-16 00:00:00",True,"2019-04-01 03:46:46","2019-03-19T11:39:17.000Z-a1l3s000002wfe9AAA","0063s00000DYxvQAAT","Pipeline",False,False,"2019-04-02 11:40:42","Closed Lost","Negotiation","2019-10-07 14:44:53","2019-05-16 00:00:00",True,False,"0013s00000up88xAAA","2019-04-02 11:39:17","2019-04-02 11:39:17","a1l3s000002wfe9AAA",False,True,0,5,0,0,1,13035,13035,85,0,0,7,11599175
"Pipeline","2019-05-16 00:00:00",True,"2019-04-02 11:40:42","2019-03-23T07:09:37.000Z-a1l3s000002wfeBAAQ","0063s00000DYxvQAAT","BestCase",False,False,"2019-04-14 07:25:55","Discovery","Qualification","2019-10-07 14:44:53","2019-05-16 00:00:00",True,False,"0013s00000up88xAAA","2019-04-06 07:09:37","2019-04-06 07:09:37","a1l3s000002wfeBAAQ",False,False,0,1,0,0,1,13035,13035,692178,0,0,2,11599175
"Closed","2019-05-16 00:00:00",True,"2019-04-14 07:25:55","2019-04-17T16:22:02.000Z-a1l3s000002wfeDAAQ","0063s00000DYxvQAAT","Pipeline",True,False,"2019-09-12 20:59:21","Closed Won","Discovery","2019-10-07 14:44:53","2019-05-16 00:00:00",True,False,"0013s00000up88xAAA","2019-05-01 16:22:02","2019-05-01 16:22:02","a1l3s000002wfeDAAQ",False,True,0,2,0,0,1,10000,10000,11594239,0,0,6,11599175
"BestCase","2019-11-02 00:00:00",False,"2019-08-29 09:01:03","2019-08-29T20:59:21.000Z-0083s00000n4NSrAAM","0063s00000DYxvRAAT","BestCase",False,False,"3000-01-15 00:00:00","Discovery","Discovery","2019-10-07 14:44:53","2019-11-02 00:00:00",True,False,"0013s00000up88xAAA","2019-09-12 20:59:21","2019-09-12 20:59:21","0083s00000n4NSrAAM",False,False,0,2,1,0,0,10000,10000,4909,0,0,2,1257634
"Omitted","2018-06-08 00:00:00",True,"2018-05-11 06:34:36","2018-05-08T00:55:48.000Z-a1l3s000002wfeLAAQ","0063s00000DYxvSAAT","BestCase",False,False,"2019-09-12 20:59:21","Closed Lost","Proposal/Quote","2019-10-07 14:44:53","2018-06-08 00:00:00",True,False,"0013s00000up88xAAA","2018-05-22 00:55:48","2018-05-22 00:55:48","a1l3s000002wfeLAAQ",False,True,0,4,0,0,1,560000,560000,41371413,0,0,7,41376349
"Pipeline","2018-02-12 00:00:00",True,"2017-09-17 04:00:00","2018-01-18T05:47:11.000Z-a1l3s000002wfeNAAQ","0063s00000DYxvTAAT","Pipeline",False,False,"2018-02-09 14:53:10","Proposal/Quote","Qualification","2019-10-07 14:44:53","2018-02-12 00:00:00",True,False,"0013s00000up88yAAA","2018-02-01 05:47:11","2018-02-01 05:47:11","a1l3s000002wfeNAAQ",False,False,0,1,0,0,1,0,0,723959,0,0,4,50138907
"Pipeline","2019-05-16 00:00:00",False,"2019-04-06 05:34:14","2019-03-27T08:08:10.000Z-a1l3s000002wfeRAAQ","0063s00000DYxvUAAT","Pipeline",False,False,"2019-04-28 14:23:29","Negotiation","Negotiation","2019-10-07 14:44:53","2019-05-16 00:00:00",True,False,"0013s00000up88zAAA","2019-04-10 08:08:10","2019-04-10 08:08:10","a1l3s000002wfeRAAQ",False,False,0,5,0,1,0,18000,13236,1577719,0,0,5,11865488
"Omitted","2018-02-28 00:00:00",True,"2018-01-09 13:53:38","2018-01-04T11:07:28.000Z-a1l3s000002wfeVAAQ","0063s00000DYxvVAAT","Pipeline",False,False,"2019-09-12 20:59:21","Closed Lost","Negotiation","2019-10-07 14:44:53","2018-02-28 00:00:00",True,False,"0013s00000up88zAAA","2018-01-18 11:07:28","2018-01-18 11:07:28","a1l3s000002wfeVAAQ",False,True,0,5,0,0,1,35000,35000,52048313,0,0,7,52053249
"Omitted","2018-02-28 00:00:00",False,"2018-01-18 11:07:28","2019-08-29T20:59:21.000Z-0083s00000n4NSvAAM","0063s00000DYxvVAAT","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-02-28 00:00:00",True,False,"0013s00000up88zAAA","2019-09-12 20:59:21","2019-09-12 20:59:21","0083s00000n4NSvAAM",True,True,0,7,1,0,0,35000,35000,4909,0,0,7,52053249
"Omitted","2018-08-12 00:00:00",True,"2018-05-22 05:05:46","2018-06-18T21:38:37.000Z-a1l3s000002wfefAAA","0063s00000DYxvYAAT","Pipeline",False,False,"2019-09-12 20:59:21","Closed Lost","Proposal/Quote","2019-10-07 14:44:53","2018-08-12 00:00:00",True,False,"0013s00000up891AAA","2018-07-02 21:38:37","2018-07-02 21:38:37","a1l3s000002wfefAAA",False,True,0,4,0,0,1,95000,95000,37754444,0,0,7,37759380
"Omitted","2019-01-02 00:00:00",False,"2018-10-27 08:55:03","2019-08-29T20:59:21.000Z-0083s00000n4NSzAAM","0063s00000DYxvZAAT","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2019-01-02 00:00:00",True,False,"0013s00000up892AAA","2019-09-12 20:59:21","2019-09-12 20:59:21","0083s00000n4NSzAAM",True,True,0,7,1,0,0,0,0,4909,0,0,7,27696394
"Pipeline","2019-01-03 00:00:00",True,"1970-01-15 00:00:00","2018-08-16T04:00:00.000Z-a1l3s000002wfejAAA","0063s00000DYxvaAAD","",False,False,"2018-11-18 13:45:36","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up893AAA","2018-08-30 04:00:00","2018-08-30 04:00:00","a1l3s000002wfejAAA","",False,0,0,0,1,1,34016,0,6947136,1,1,1,24989215
"Pipeline","2018-12-04 00:00:00",True,"2018-11-23 05:00:00","2018-11-26T15:30:08.000Z-a1l3s000002wfeoAAA","0063s00000DYxvbAAD","Pipeline",False,False,"2018-12-18 20:34:37","Discovery","Qualification","2019-10-07 14:44:53","2018-12-04 00:00:00",True,False,"0013s00000up893AAA","2018-12-10 15:30:08","2018-12-10 15:30:08","a1l3s000002wfeoAAA",False,False,0,1,0,0,1,6395,6395,709469,0,0,2,18275773
"Commit","2019-02-18 00:00:00",False,"2018-12-24 13:08:20","2018-12-29T23:31:27.000Z-a1l3s000002wferAAA","0063s00000DYxvbAAD","Commit",False,False,"2019-02-13 09:45:24","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2018-12-04 00:00:00",True,False,"0013s00000up893AAA","2019-01-12 23:31:27","2019-01-12 23:31:27","a1l3s000002wferAAA",False,False,0,4,0,0,0,6395,6395,2715237,1,1,4,18275773
"Omitted","2018-11-21 00:00:00",True,"2018-08-29 18:13:35","2018-09-06T10:47:47.000Z-a1l3s000002wfevAAA","0063s00000DYxvcAAD","Commit",False,False,"2019-09-12 20:59:21","Closed Lost","Proposal/Quote","2019-10-07 14:44:53","2018-11-21 00:00:00",True,False,"0013s00000up894AAA","2018-09-20 10:47:47","2018-09-20 10:47:47","a1l3s000002wfevAAA",False,True,0,4,0,0,1,197368,197368,30881494,0,0,7,30886430
"Pipeline","2018-10-23 00:00:00",True,"1970-01-15 00:00:00","2018-07-18T04:00:00.000Z-a1l3s000002wfewAAA","0063s00000DYxvdAAD","",False,False,"2018-09-21 17:24:20","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up895AAA","2018-08-01 04:00:00","2018-08-01 04:00:00","a1l3s000002wfewAAA","",False,0,0,0,1,1,152043,0,4454660,1,1,1,28575599
"Pipeline","2018-06-25 00:00:00",True,"1970-01-15 00:00:00","2018-06-14T04:00:00.000Z-a1l3s000002wff0AAA","0063s00000DYxveAAD","",False,False,"2018-07-03 14:57:41","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up896AAA","2018-06-28 04:00:00","2018-06-28 04:00:00","a1l3s000002wff0AAA","",False,0,0,0,1,1,82322,0,471461,1,1,1,34733719
"Closed","2018-08-19 00:00:00",False,"2018-08-06 22:06:18","2019-08-29T20:59:21.000Z-0083s00000n4NT4AAM","0063s00000DYxveAAD","Closed",True,False,"3000-01-15 00:00:00","Closed Won","Closed Won","2019-10-07 14:44:53","2018-08-19 00:00:00",True,True,"0013s00000up896AAA","2019-09-12 20:59:21","2019-09-12 20:59:21","0083s00000n4NT4AAM",True,True,0,6,1,0,0,70000,70000,4909,0,0,6,34733719
"Pipeline","2019-01-04 00:00:00",True,"1970-01-15 00:00:00","2018-09-03T04:00:00.000Z-a1l3s000002wffAAAQ","0063s00000DYxvfAAD","",False,False,"2018-11-21 23:05:52","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up896AAA","2018-09-17 04:00:00","2018-09-17 04:00:00","a1l3s000002wffAAAQ","",False,0,0,0,1,1,70000,0,5684752,1,1,1,15822461
"Forecast","2019-06-23 00:00:00",False,"2019-06-26 03:07:54","2019-06-15T14:33:01.000Z-a1l3s000002wffGAAQ","0063s00000DYxvgAAD","Forecast",False,False,"2019-07-08 16:23:00","Negotiation","Negotiation","2019-10-07 14:44:53","2019-06-28 00:00:00",True,False,"0013s00000up896AAA","2019-06-29 14:33:01","2019-06-29 14:33:01","a1l3s000002wffGAAQ",False,False,1,5,0,0,0,68645,68645,784199,0,1,5,6808423
"Omitted","2018-09-07 00:00:00",False,"2018-09-04 08:24:26","2019-08-29T20:59:21.000Z-0083s00000n4NT8AAM","0063s00000DYxviAAD","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-09-07 00:00:00",True,False,"0013s00000up896AAA","2019-09-12 20:59:21","2019-09-12 20:59:21","0083s00000n4NT8AAM",True,True,0,7,1,0,0,200000,200000,4909,0,0,7,32277431
"Commit","2019-05-16 00:00:00",True,"2019-01-12 05:00:00","2019-02-28T00:52:36.000Z-a1l3s000002wffSAAQ","0063s00000DYxvjAAD","Pipeline",False,False,"2019-03-14 19:19:29","Discovery","Qualification","2019-10-07 14:44:53","2019-05-16 00:00:00",True,False,"0013s00000up896AAA","2019-03-14 00:52:36","2019-03-14 00:52:36","a1l3s000002wffSAAQ",False,False,0,1,0,0,1,506568,506568,66413,0,0,2,11372315
"BestCase","2017-10-31 00:00:00",False,"2017-11-25 12:24:46","2017-11-16T02:02:26.000Z-a1l3s000002wffbAAA","0063s00000DYxvlAAD","BestCase",False,False,"2017-12-06 13:38:40","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2017-10-31 00:00:00",True,False,"0013s00000up897AAA","2017-11-30 02:02:26","2017-11-30 02:02:26","a1l3s000002wffbAAA",False,False,0,4,0,1,0,81855,64627,560174,0,0,4,54009807
"Pipeline","2018-03-12 00:00:00",True,"1970-01-15 00:00:00","2017-10-30T04:00:00.000Z-a1l3s000002wffiAAA","0063s00000DYxvnAAD","",False,False,"2018-02-25 11:39:35","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up899AAA","2017-11-13 04:00:00","2017-11-13 04:00:00","a1l3s000002wffiAAA","",False,0,0,0,1,1,500000,0,9013175,1,1,1,47942928
"Pipeline","2018-04-26 00:00:00",False,"2018-05-09 12:45:34","2018-05-01T17:07:48.000Z-a1l3s000002wffnAAA","0063s00000DYxvoAAD","Pipeline",False,False,"2018-05-18 10:15:04","Negotiation","Negotiation","2019-10-07 14:44:53","2018-04-26 00:00:00",True,False,"0013s00000up899AAA","2018-05-15 17:07:48","2018-05-15 17:07:48","a1l3s000002wffnAAA",False,False,0,5,0,1,0,100000,58270,234436,0,0,5,41311136
"Omitted","2018-06-07 00:00:00",True,"2018-05-18 10:15:04","2018-05-08T19:02:41.000Z-a1l3s000002wffpAAA","0063s00000DYxvoAAD","Pipeline",False,False,"2019-09-12 20:59:21","Closed Lost","Negotiation","2019-10-07 14:44:53","2018-06-07 00:00:00",True,False,"0013s00000up899AAA","2018-05-22 19:02:41","2018-05-22 19:02:41","a1l3s000002wffpAAA",False,True,0,5,0,0,1,100000,100000,41306200,0,0,7,41311136
"Pipeline","2019-07-01 00:00:00",False,"2019-03-04 05:00:00","2019-04-23T09:14:51.000Z-a1l3s000002wffrAAA","0063s00000DYxvpAAD","Pipeline",False,False,"2019-05-10 21:16:30","Qualification","Qualification","2019-10-07 14:44:53","2019-07-01 00:00:00",True,False,"0013s00000up89AAAQ","2019-05-07 09:14:51","2019-05-07 09:14:51","a1l3s000002wffrAAA",False,False,0,1,0,0,0,170768,170768,302499,0,0,1,9183216
"Omitted","2018-04-01 00:00:00",True,"2018-01-24 05:15:30","2018-02-01T00:34:08.000Z-a1l3s000002wfgBAAQ","0063s00000DYxvuAAD","Commit",False,False,"2019-09-12 20:59:27","Closed Lost","Proposal/Quote","2019-10-07 14:44:53","2018-04-01 00:00:00",True,False,"0013s00000up89EAAQ","2018-02-15 00:34:08","2018-02-15 00:34:08","a1l3s000002wfgBAAQ",False,True,0,4,0,0,1,4000,4000,49667119,0,0,7,49672049
"Omitted","2018-04-01 00:00:00",False,"2018-02-15 00:34:08","2019-08-29T20:59:27.000Z-0083s00000n4NTKAA2","0063s00000DYxvuAAD","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-04-01 00:00:00",True,False,"0013s00000up89EAAQ","2019-09-12 20:59:27","2019-09-12 20:59:27","0083s00000n4NTKAA2",True,True,0,7,1,0,0,4000,4000,4903,0,0,7,49672049
"Pipeline","2019-01-29 00:00:00",True,"1970-01-15 00:00:00","2018-11-22T05:00:00.000Z-a1l3s000002wfgCAAQ","0063s00000DYxvvAAD","",False,False,"2019-01-20 01:42:33","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up89FAAQ","2018-12-06 05:00:00","2018-12-06 05:00:00","a1l3s000002wfgCAAQ","",False,0,0,0,1,1,150000,0,3876153,1,1,1,15735948
"Omitted","2019-03-17 00:00:00",True,"2019-01-27 18:49:46","2019-02-28T19:15:49.000Z-a1l3s000002wfgFAAQ","0063s00000DYxvvAAD","BestCase",False,False,"2019-09-12 20:59:27","Closed Lost","Negotiation","2019-10-07 14:44:53","2019-03-17 00:00:00",True,False,"0013s00000up89FAAQ","2019-03-14 19:15:49","2019-03-14 19:15:49","a1l3s000002wfgFAAQ",False,True,0,5,0,0,1,150000,150000,15731018,0,0,7,15735948
"Omitted","2019-03-17 00:00:00",False,"2019-03-14 19:15:49","2019-08-29T20:59:27.000Z-0083s00000n4NTLAA2","0063s00000DYxvvAAD","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2019-03-17 00:00:00",True,False,"0013s00000up89FAAQ","2019-09-12 20:59:27","2019-09-12 20:59:27","0083s00000n4NTLAA2",True,True,0,7,1,0,0,150000,150000,4903,0,0,7,15735948
