"LOCATION","STATE","REGION","LOCATION_ID","corrected_locality","BROKER_ID","Sum_of_UN_2020_E","Min_of_INSIDE_X","Min_of_INSIDE_Y","Max_of_INSIDE_X","Max_of_INSIDE_Y","Avg_of_INSIDE_Y","Avg_of_INSIDE_X"
"Webster County","Missouri","Midwest","LOC_ID_462","COOLANGATTA","BROKER_410",114408,-98.72,31.92,-80.18,42.64,38.83,-91.02
"Ste. Genevieve County","Missouri","Midwest","LOC_ID_1181","WYNNUM WEST","BROKER_434",17945,-90.44,37.67,-89.93,38.12,37.9,-90.16
"Christian County","Missouri","Midwest","LOC_ID_292","ESSENDON","BROKER_434",214306,-93.6,36.63,-87.26,39.81,37.81,-90.17
"Maries County","Missouri","Midwest","LOC_ID_1424","DHARRUK","BROKER_442",9174,-92.19,38.01,-91.63,38.29,38.16,-91.9
"Howell County","Missouri","Midwest","LOC_ID_796","EAGLEHAWK","BROKER_442",42683,-92.11,36.49,-91.65,37.05,36.79,-91.88
"Texas County","Missouri","Midwest","LOC_ID_969","QUIRINDI","BROKER_477",28641,-92.25,37.05,-91.64,37.6,37.29,-91.98
"Clay County","Missouri","Midwest","LOC_ID_92","SOUTH YARRA","BROKER_477",767970,-98.42,29.71,-80.81,47.15,37.65,-90.59
"Pemiscot County","Missouri","Midwest","LOC_ID_1233","BLACKSMITHS","BROKER_497",16295,-89.96,35.99,-89.53,36.42,36.19,-89.77
"Cape Girardeau County","Missouri","Midwest","LOC_ID_559","SYLVANIA","BROKER_497",81000,-89.86,37.12,-89.42,37.59,37.35,-89.62
"Gentry County","Missouri","Midwest","LOC_ID_1528","MELTON SOUTH","BROKER_502",6603,-94.6,40.03,-94.21,40.38,40.19,-94.42
"Dunklin County","Missouri","Midwest","LOC_ID_943","ALBION PARK RAIL","BROKER_502",30189,-90.37,35.99,-89.95,36.63,36.32,-90.06
"Jackson County","Missouri","Midwest","LOC_ID_28","RANDWICK","BROKER_502",1687067,-123.23,28.67,-81.51,44.59,38.25,-94.32
"Cooper County","Missouri","Midwest","LOC_ID_1179","WEMBLEY DOWNS","BROKER_516",18091,-93.05,38.68,-92.5,39.05,38.87,-92.79
"Jasper County","Missouri","Midwest","LOC_ID_237","MORAYFIELD","BROKER_516",275969,-94.61,30.24,-83.53,41.86,37.05,-91.7
"Ray County","Missouri","Midwest","LOC_ID_1072","SUNNYBANK","BROKER_552",22926,-94.21,39.14,-93.76,39.52,39.32,-94.01
"St. Louis city","Missouri","Midwest","LOC_ID_232","CHIPPING NORTON","BROKER_552",284692,-90.31,38.53,-90.17,38.77,38.62,-90.24
"Andrew County","Missouri","Midwest","LOC_ID_1190","BURNSIDE","BROKER_559",17601,-95.04,39.81,-94.6,40.12,39.96,-94.81
"Buchanan County","Missouri","Midwest","LOC_ID_420","TARNEIT","BROKER_559",131346,-95.11,37.03,-81.74,42.64,39.73,-90.84
"Bollinger County","Missouri","Midwest","LOC_ID_1339","LAVINGTON","BROKER_886",12359,-90.21,37.04,-89.86,37.59,37.34,-90
"Taney County","Missouri","Midwest","LOC_ID_637","HAY","BROKER_886",65267,-93.31,36.49,-92.76,36.81,36.65,-93.18
"Ozark County","Missouri","Midwest","LOC_ID_1412","BONGAREE","BROKER_888",9624,-92.77,36.49,-92.11,36.8,36.63,-92.44
"Pettis County","Missouri","Midwest","LOC_ID_787","NAMBUCCA HEADS","BROKER_888",44018,-93.51,38.5,-93.05,38.93,38.71,-93.26
"Petroleum County","Montana","North West","LOC_ID_1756","ESPERANCE","BROKER_1058",493,-108.73,46.74,-107.84,47.55,47,-108.28
"Rosebud County","Montana","North West","LOC_ID_1436","KURRAJONG","BROKER_1058",8932,-107.89,45.17,-106.08,46.85,46,-106.67
"Toole County","Montana","North West","LOC_ID_1581","KLEMZIG","BROKER_1092",5255,-112.18,48.21,-111.27,48.99,48.6,-111.8
"Flathead County","Montana","North West","LOC_ID_486","MITCHELTON","BROKER_1092",107882,-115.02,47.6,-113.08,48.99,48.27,-114.31
"Chouteau County","Montana","North West","LOC_ID_1566","DEAKIN","BROKER_1108",5675,-111.4,47.41,-109.53,48.3,47.9,-110.44
"Missoula County","Montana","North West","LOC_ID_445","SYDENHAM","BROKER_1108",121176,-114.78,46.63,-113.3,47.6,46.93,-113.97
"Meagher County","Montana","North West","LOC_ID_1706","MOGGILL","BROKER_1133",1864,-111.64,46.18,-110.27,47,46.57,-110.9
"Glacier County","Montana","North West","LOC_ID_1317","ALLAWAH","BROKER_1133",13163,-113.99,48.31,-112.18,48.99,48.61,-112.84
"McCone County","Montana","North West","LOC_ID_1722","TINGIRA HEIGHTS","BROKER_1187",1521,-106.41,47.09,-105.19,48.09,47.61,-105.75
"Stillwater County","Montana","North West","LOC_ID_1406","ABBOTSBURY","BROKER_1187",9857,-110,45.2,-108.84,46.13,45.62,-109.37
"Musselshell County","Montana","North West","LOC_ID_1613","BEERWAH","BROKER_1217",4455,-109,46.13,-107.79,46.75,46.52,-108.38
"Cascade County","Montana","North West","LOC_ID_566","HOLLAND PARK","BROKER_1217",79789,-112.04,46.81,-110.63,47.69,47.43,-111.32
"Wheatland County","Montana","North West","LOC_ID_1697","ISABELLA PLAINS","BROKER_1235",2093,-110.28,46.21,-109.38,46.75,46.48,-109.82
"Silver Bow County","Montana","North West","LOC_ID_905","GRACEVILLE","BROKER_1235",33066,-113.08,45.62,-112.19,46.17,45.95,-112.57
"Treasure County","Montana","North West","LOC_ID_1750","DONNYBROOK","BROKER_1268",606,-107.7,45.87,-106.94,46.48,46.17,-107.23
"Deer Lodge County","Montana","North West","LOC_ID_1431","HADFIELD","BROKER_1268",9050,-113.43,45.77,-112.55,46.26,46.1,-112.97
"Judith Basin County","Montana","North West","LOC_ID_1704","LOCKLEYS","BROKER_1276",1884,-110.78,46.68,-109.74,47.41,47.04,-110.18
"Big Horn County","Montana","North West","LOC_ID_1042","BOONDALL","BROKER_1276",24251,-108.69,44.16,-106.26,46.04,45.04,-107.79
"Pondera County","Montana","North West","LOC_ID_1557","BONNELLS BAY","BROKER_1283",5874,-113.28,47.98,-111.4,48.48,48.22,-112.17
"Gallatin County","Montana","North West","LOC_ID_430","BATEAU BAY","BROKER_1283",128932,-111.8,37.59,-84.66,46.19,44.27,-106.8
"Wibaux County","Montana","North West","LOC_ID_1739","BLACKS BEACH","BROKER_1299",980,-104.6,46.64,-104.04,47.38,46.96,-104.19
"Beaverhead County","Montana","North West","LOC_ID_1429","FORBES","BROKER_1299",9074,-113.93,44.46,-111.5,45.86,45.24,-112.92
"Sweet Grass County","Montana","North West","LOC_ID_1636","GLASS HOUSE MOUNTAINS","BROKER_1318",3603,-110.29,45.2,-109.43,46.21,45.85,-109.91
"Lewis and Clark County","Montana","North West","LOC_ID_611","MONA VALE","BROKER_1318",70123,-112.97,46.43,-111.51,47.67,46.76,-112.1
"Daniels County","Montana","North West","LOC_ID_1721","THEODORE","BROKER_1324",1525,-106.15,48.56,-104.97,48.99,48.78,-105.42
"Powder River County","Montana","North West","LOC_ID_1719","SCULLIN","BROKER_1324",1659,-106.27,45,-104.98,45.78,45.38,-105.63
"Fergus County","Montana","North West","LOC_ID_1372","CHISHOLM","BROKER_1324",11090,-110.2,46.69,-108.31,47.78,47.12,-109.45
"Sanders County","Montana","North West","LOC_ID_1337","JINDABYNE","BROKER_1324",12392,-116.04,47.12,-114.18,48.21,47.65,-115.11
"Granite County","Montana","North West","LOC_ID_1658","SAWTELL","BROKER_1330",3267,-113.86,45.99,-113.03,46.83,46.44,-113.35
"Ravalli County","Montana","North West","LOC_ID_792","ALEXANDRA HEADLAND","BROKER_1330",43549,-114.5,45.47,-113.67,46.66,46.21,-114.1
"Fallon County","Montana","North West","LOC_ID_1670","BETHANIA","BROKER_1390",2881,-104.9,45.88,-104.04,46.68,46.36,-104.39
"Custer County","Montana","North West","LOC_ID_833","PALMYRA","BROKER_1390",39979,-115.25,37.89,-99.2,46.86,42.72,-104.72
"Broadwater County","Montana","North West","LOC_ID_1508","BRIGHT","BROKER_640",7042,-111.78,45.84,-111.07,46.76,46.32,-111.5
"Yellowstone County","Montana","North West","LOC_ID_372","BROOKVALE","BROKER_640",164335,-108.91,45.46,-107.46,46.39,45.81,-108.47
"Frontier County","Nebraska","Midwest","LOC_ID_1682","CRANBROOK","BROKER_1042",2480,-100.78,40.34,-99.98,40.7,40.55,-100.39
"Red Willow County","Nebraska","Midwest","LOC_ID_1387","NORTH FREMANTLE","BROKER_1042",10476,-100.76,40,-100.19,40.35,40.17,-100.51
"Dixon County","Nebraska","Midwest","LOC_ID_1563","CORIO","BROKER_117",5741,-97.01,42.26,-96.64,42.75,42.46,-96.84
"Greeley County","Nebraska","Midwest","LOC_ID_1648","MUNDARING","BROKER_158",3424,-102.04,38.26,-98.29,41.74,40.09,-100.05
"Holt County","Nebraska","Midwest","LOC_ID_1297","HOLMVIEW","BROKER_158",14007,-99.25,39.86,-94.99,42.88,41.71,-97.58
"Garden County","Nebraska","Midwest","LOC_ID_1707","MOOROOPNA","BROKER_159",1845,-102.67,41.22,-101.98,42,41.46,-102.32
"Dawes County","Nebraska","Midwest","LOC_ID_1432","HAYMARKET","BROKER_159",9047,-103.5,42.43,-102.77,43,42.72,-103.15
"Thayer County","Nebraska","Midwest","LOC_ID_1611","BARWON HEADS","BROKER_174",4510,-97.81,40,-97.36,40.35,40.17,-97.6
"Scotts Bluff County","Nebraska","Midwest","LOC_ID_871","CANNINGTON","BROKER_174",36183,-104.05,41.69,-103.36,42,41.87,-103.7
"Hitchcock County","Nebraska","Midwest","LOC_ID_1675","BURTON","BROKER_186",2729,-101.32,40,-100.75,40.35,40.2,-101
"Cheyenne County","Nebraska","Midwest","LOC_ID_1302","LISAROW","BROKER_186",13779,-103.37,38.61,-101.41,41.43,40.47,-102.57
"Banner County","Nebraska","Midwest","LOC_ID_1751","EAST KURRAJONG","BROKER_198",599,-104.05,41.39,-103.37,41.69,41.54,-103.69
"Richardson County","Nebraska","Midwest","LOC_ID_1497","SINNAMON PARK","BROKER_198",7394,-96.01,40,-95.32,40.26,40.11,-95.69
"Hayes County","Nebraska","Midwest","LOC_ID_1741","BONYTHON","BROKER_202",894,-101.34,40.34,-100.77,40.69,40.5,-101.07
"Stanton County","Nebraska","Midwest","LOC_ID_1476","GLEN EDEN","BROKER_202",7928,-102.04,37.38,-97.02,42.09,39.8,-99.42
"Perkins County","Nebraska","Midwest","LOC_ID_1577","KANDANGA","BROKER_213",5437,-102.95,40.69,-101.24,45.94,43.24,-102.03
"Douglas County","Nebraska","Midwest","LOC_ID_30","SEVEN HILLS","BROKER_213",1640951,-124.2,33.57,-84.58,48.11,41.74,-105.26
"Antelope County","Nebraska","Midwest","LOC_ID_1553","AUBIN GROVE","BROKER_321",6013,-98.29,41.91,-97.83,42.43,42.17,-98.06
"Arthur County","Nebraska","Midwest","LOC_ID_1757","FLETCHER","BROKER_334",461,-101.97,41.39,-101.41,41.74,41.57,-101.66
"Kearney County","Nebraska","Midwest","LOC_ID_1547","UNLEY","BROKER_334",6111,-99.17,40.35,-98.72,40.68,40.5,-98.97
"Dundy County","Nebraska","Midwest","LOC_ID_1711","OLD GUILDFORD","BROKER_338",1805,-102.05,40,-101.32,40.35,40.12,-101.67
"Cuming County","Nebraska","Midwest","LOC_ID_1467","CLARENCE TOWN","BROKER_338",8137,-97.01,41.74,-96.55,42.09,41.91,-96.77
"Kimball County","Nebraska","Midwest","LOC_ID_1637","GWYNNEVILLE","BROKER_410",3580,-104.05,41,-103.37,41.39,41.21,-103.68
"Saunders County","Nebraska","Midwest","LOC_ID_1107","ST PETERS","BROKER_410",21191,-96.9,41.01,-96.31,41.44,41.2,-96.58
"Furnas County","Nebraska","Midwest","LOC_ID_1600","SPRINGVALE SOUTH","BROKER_434",4674,-100.19,40,-99.62,40.35,40.2,-99.92
"Buffalo County","Nebraska","Midwest","LOC_ID_642","PARADISE POINT","BROKER_434",63923,-99.53,40.65,-91.52,44.59,41.73,-97.32
"Hooker County","Nebraska","Midwest","LOC_ID_1748","COOROY","BROKER_442",699,-101.42,41.74,-100.84,42.09,41.99,-101.08
"Merrick County","Nebraska","Midwest","LOC_ID_1492","PETRIE TERRACE","BROKER_442",7550,-98.28,40.87,-97.59,41.39,41.14,-98.01
"Burt County","Nebraska","Midwest","LOC_ID_1550","WYNN VALE","BROKER_477",6049,-96.55,41.68,-96.07,42.04,41.85,-96.34
"Nance County","Nebraska","Midwest","LOC_ID_1646","MOUNT CLAREMONT","BROKER_497",3470,-98.28,41.26,-97.7,41.52,41.4,-97.95
"Otoe County","Nebraska","Midwest","LOC_ID_1250","KELVIN GROVE","BROKER_497",15650,-96.46,40.52,-95.71,40.78,40.65,-96.06
"Loup County","Nebraska","Midwest","LOC_ID_1754","ELTHAM NORTH","BROKER_502",565,-99.68,41.74,-99.22,42.08,41.83,-99.41
"Chase County","Nebraska","Midwest","LOC_ID_1533","OXLEY PARK","BROKER_502",6471,-102.05,38.08,-96.35,40.69,39.27,-98.82
"Morrill County","Nebraska","Midwest","LOC_ID_1598","SOMERSBY","BROKER_516",4705,-103.37,41.43,-102.63,42,41.7,-103.1
"Sarpy County","Nebraska","Midwest","LOC_ID_311","MUDGEERABA","BROKER_516",199838,-96.33,40.99,-95.86,41.19,41.14,-96.03
"Cherry County","Nebraska","Midwest","LOC_ID_1580","KINGSVILLE","BROKER_552",5285,-102.08,42.08,-100.17,42.99,42.66,-101.04
"Lancaster County","Nebraska","Midwest","LOC_ID_207","WARRNAMBOOL","BROKER_552",327162,-96.91,37.6,-76.29,41.04,40.45,-94.41
"Nuckolls County","Nebraska","Midwest","LOC_ID_1621","COBAR","BROKER_559",4021,-98.27,40,-97.82,40.35,40.14,-98.03
"Gage County","Nebraska","Midwest","LOC_ID_1103","ROCHEDALE SOUTH","BROKER_559",21438,-96.91,40,-96.46,40.52,40.25,-96.69
"Gosper County","Nebraska","Midwest","LOC_ID_1701","KUNDA PARK","BROKER_886",1975,-100.08,40.35,-99.64,40.7,40.55,-99.81
"Box Butte County","Nebraska","Midwest","LOC_ID_1391","RIDDELLS CREEK","BROKER_886",10389,-103.43,42,-102.7,42.43,42.16,-102.94
"Keya Paha County","Nebraska","Midwest","LOC_ID_1747","COOK","BROKER_888",709,-100.19,42.73,-99.25,42.99,42.87,-99.75
"Keith County","Nebraska","Midwest","LOC_ID_1481","KEWDALE","BROKER_888",7816,-102.05,41,-101.25,41.39,41.16,-101.69
"Clark County","Nevada","North West","LOC_ID_6","BENDIGO","BROKER_1023",3441377,-122.78,33.78,-83.96,46.05,38.82,-108.01
"Eureka County","Nevada","North West","LOC_ID_1685","DUDLEY PARK","BROKER_1050",2335,-116.59,39.16,-115.83,40.99,39.95,-116.2
"Storey County","Nevada","North West","LOC_ID_1605","TURNER","BROKER_1095",4595,-119.71,39.25,-119.28,39.62,39.41,-119.56
"Lyon County","Nevada","North West","LOC_ID_393","SEYMOUR","BROKER_1162",152510,-119.71,36.88,-87.88,44.63,40.17,-103.65
"Lander County","Nevada","North West","LOC_ID_1568","EMU HEIGHTS","BROKER_1173",5633,-117.77,39.09,-116.59,40.99,40.13,-116.99
"Esmeralda County","Nevada","North West","LOC_ID_1749","CORINDA","BROKER_1210",631,-118.33,37.06,-117.16,38.43,37.82,-117.55
"Washoe County","Nevada","North West","LOC_ID_139","MORNINGTON","BROKER_1234",507971,-120,39.16,-119.22,41.99,39.66,-119.77
"Churchill County","Nevada","North West","LOC_ID_1026","RIVERVALE","BROKER_1300",25046,-119.22,39.07,-117.47,39.99,39.49,-118.67
"Pershing County","Nevada","North West","LOC_ID_1527","MATHOURA","BROKER_1305",6617,-119.33,40,-117.3,40.96,40.42,-118.27
"White Pine County","Nevada","North West","LOC_ID_1382","KEIRAVILLE","BROKER_1315",10702,-115.9,38.67,-114.05,40.12,39.25,-114.93
"Nye County","Nevada","North West","LOC_ID_681","OATLEY","BROKER_1320",57749,-118.19,35.97,-115,39.16,37.37,-116.45
"Elko County","Nevada","North West","LOC_ID_724","BALCATTA","BROKER_1329",51183,-117.01,40.11,-114.04,42,40.97,-115.38
"Carson City","Nevada","North West","LOC_ID_687","AVONDALE HEIGHTS","BROKER_1344",56539,-119.94,39.08,-119.55,39.24,39.15,-119.75
"Rockingham County","New Hampshire","North East","LOC_ID_147","CARLINGFORD","BROKER_1440",481306,-80.03,36.24,-70.61,43.26,40.17,-75.41
"Strafford County","New Hampshire","North East","LOC_ID_422","ALBANY","BROKER_1613",131186,-71.24,43.08,-70.81,43.56,43.25,-70.97
"Belknap County","New Hampshire","North East","LOC_ID_656","GREENSBOROUGH","BROKER_600",62353,-71.72,43.28,-71.16,43.75,43.52,-71.43
"Merrimack County","New Hampshire","North East","LOC_ID_389","NOBLE PARK","BROKER_733",152924,-72.07,43.01,-71.24,43.57,43.27,-71.64
"Grafton County","New Hampshire","North East","LOC_ID_514","MIAMI","BROKER_860",94454,-72.33,43.53,-71.37,44.39,43.9,-71.87
"Cheshire County","New Hampshire","North East","LOC_ID_570","SAFETY BAY","BROKER_909",78214,-72.55,42.71,-71.92,43.17,42.9,-72.24
"Ocean County","New Jersey","North East","LOC_ID_108","ASHMORE","BROKER_1292",631945,-74.55,39.51,-74.03,40.17,39.93,-74.22
"Cape May County","New Jersey","North East","LOC_ID_527","KINGSLEY","BROKER_1560",90256,-74.97,38.92,-74.55,39.31,39.1,-74.78
"Hunterdon County","New Jersey","North East","LOC_ID_423","DAPTO","BROKER_2112",131002,-75.19,40.34,-74.71,40.78,40.57,-74.9
"Atlantic County","New Jersey","North East","LOC_ID_226","TOONGABBIE","BROKER_609",289335,-74.98,39.29,-74.32,39.72,39.45,-74.62
"Somerset County","New Jersey","North East","LOC_ID_166","CHELTENHAM","BROKER_613",421013,-76.05,37.91,-69.27,46.57,41.58,-73.24
"Bergen County","New Jersey","North East","LOC_ID_74","CABRAMATTA","BROKER_634",899755,-74.26,40.77,-73.91,41.12,40.92,-74.05
"Monmouth County","New Jersey","North East","LOC_ID_110","NEW FARM","BROKER_707",627182,-74.61,40.08,-73.97,40.47,40.28,-74.13
"Burlington County","New Jersey","North East","LOC_ID_153","CAROLINE SPRINGS","BROKER_708",462029,-75.04,39.54,-74.38,40.18,39.95,-74.77
"Hudson County","New Jersey","North East","LOC_ID_107","ROWVILLE","BROKER_739",641392,-74.16,40.64,-73.99,40.82,40.74,-74.06
"Morris County","New Jersey","North East","LOC_ID_136","CLEVELAND","BROKER_848",518710,-96.93,32.87,-74.26,41.08,39.89,-79.49
"Gloucester County","New Jersey","North East","LOC_ID_195","PORT MELBOURNE","BROKER_906",353335,-76.68,37.24,-74.87,39.88,39.28,-75.41
"Union County","New Jersey","North East","LOC_ID_56","GUNNEDAH","BROKER_907",1079447,-118.69,29.92,-74.14,45.86,38.48,-89.58
"Passaic County","New Jersey","North East","LOC_ID_141","WAGGA WAGGA","BROKER_922",497545,-74.5,40.82,-74.1,41.19,40.93,-74.2
"Mercer County","New Jersey","North East","LOC_ID_148","HELENSVALE","BROKER_941",480870,-102.2,37.23,-74.48,47.56,40.69,-83.75
"Salem County","New Jersey","North East","LOC_ID_634","EAST VICTORIA PARK","BROKER_951",65999,-75.54,39.38,-75.06,39.78,39.62,-75.38
"Essex County","New Jersey","North East","LOC_ID_34","ST CLAIR","BROKER_951",1551615,-77.16,37.73,-70.57,45.01,42.13,-72.51
"Camden County","New Jersey","North East","LOC_ID_111","COBURG","BROKER_959",627177,-93.07,30.71,-74.74,39.99,37.99,-79.68
"Los Alamos County","New Mexico","South West","LOC_ID_1214","NORTH ROCKHAMPTON","BROKER_1022",17062,-106.39,35.77,-106.18,35.96,35.86,-106.28
"McKinley County","New Mexico","South West","LOC_ID_630","BENTLEIGH","BROKER_1022",66879,-109.04,34.95,-107.3,36,35.56,-108.45
"Bernalillo County","New Mexico","South West","LOC_ID_93","CROYDON","BROKER_1022",766668,-107.18,34.87,-106.14,35.21,35.1,-106.61
"Mora County","New Mexico","South West","LOC_ID_1610","AVALON","BROKER_1074",4536,-105.71,35.77,-104.36,36.26,36,-104.99
"Taos County","New Mexico","South West","LOC_ID_885","SCORESBY","BROKER_1074",35135,-106.05,36.07,-105.22,36.99,36.5,-105.63
"Santa Fe County","New Mexico","South West","LOC_ID_386","GLENROY","BROKER_1074",156147,-106.24,35.04,-105.71,36,35.59,-106
"Sierra County","New Mexico","South West","LOC_ID_1313","WAKELEY","BROKER_1296",13588,-121.04,32.6,-106.34,39.76,35.81,-112.79
"Rio Arriba County","New Mexico","South West","LOC_ID_846","CROOKWELL","BROKER_1296",38613,-107.62,35.93,-105.61,36.99,36.35,-106.45
"Sandoval County","New Mexico","South West","LOC_ID_331","MOUNT WAVERLEY","BROKER_1296",185705,-107.62,35.2,-106.24,36.21,35.5,-106.77
"Luna County","New Mexico","South West","LOC_ID_1034","YAMBA","BROKER_1306",24587,-108.22,31.78,-107.29,32.6,32.16,-107.71
"Curry County","New Mexico","South West","LOC_ID_597","MACGREGOR","BROKER_1306",73453,-124.59,34.3,-103.04,42.95,38.46,-113.87
"Catron County","New Mexico","South West","LOC_ID_1629","EAST HILLS","BROKER_1548",3796,-109.04,33.2,-107.71,34.57,33.91,-108.51
"Roosevelt County","New Mexico","South West","LOC_ID_923","CAIRNLEA","BROKER_1548",31426,-105.84,33.57,-103.04,48.56,39.19,-103.98
"Valencia County","New Mexico","South West","LOC_ID_537","BUSBY","BROKER_1548",86077,-107.2,34.46,-106.41,34.95,34.73,-106.73
"Torrance County","New Mexico","South West","LOC_ID_1248","HEIDELBERG","BROKER_1686",15725,-106.46,34.25,-105.29,35.04,34.75,-105.99
"Eddy County","New Mexico","South West","LOC_ID_686","WHEELERS HILL","BROKER_1686",56633,-104.84,32,-98.5,47.84,34.28,-103.64
"Do±a Ana County","New Mexico","South West","LOC_ID_266","BORONIA","BROKER_1686",243270,-107.29,31.78,-106.37,32.98,32.28,-106.74
"Quay County","New Mexico","South West","LOC_ID_1469","COOLOONGUP","BROKER_1707",8072,-104.12,34.6,-103.04,35.73,35.14,-103.61
"San Miguel County","New Mexico","South West","LOC_ID_876","HAZELBROOK","BROKER_1707",36070,-109.04,35.04,-103.64,38.15,36.06,-105.85
"San Juan County","New Mexico","South West","LOC_ID_349","GOLDEN SQUARE","BROKER_1707",177275,-123.21,36,-107.42,48.78,37.21,-109.05
"Colfax County","New Mexico","South West","LOC_ID_1055","HOLSWORTHY","BROKER_1851",23589,-105.36,36.21,-96.9,41.74,38.03,-102.49
"Lea County","New Mexico","South West","LOC_ID_598","MOUNT PLEASANT","BROKER_1851",73321,-103.81,32,-103.05,33.57,32.72,-103.32
"New Mexico","New Mexico","South West","LOC_ID_113","SPRINGWOOD","BROKER_1927",614587,-77.11,38.8,-76.91,38.99,38.91,-77.01
"De Baca County","New Mexico","South West","LOC_ID_1709","MOUNTAIN CREEK","BROKER_657",1824,-104.89,33.99,-103.94,34.77,34.34,-104.26
"Cibola County","New Mexico","South West","LOC_ID_976","WOODRIDGE","BROKER_657",28149,-109.04,34.57,-107.08,35.34,35.01,-107.94
"Otero County","New Mexico","South West","LOC_ID_562","WARNERS BAY","BROKER_657",80719,-106.37,32,-103.39,38.26,34.89,-105.01
"Socorro County","New Mexico","South West","LOC_ID_1198","EPSOM","BROKER_808",17336,-107.72,33.47,-105.93,34.57,34.15,-106.93
"Chaves County","New Mexico","South West","LOC_ID_619","CLARKSON","BROKER_808",68213,-105.35,32.51,-103.52,34.08,33.36,-104.44
"Cayuga County","New York","North East","LOC_ID_583","OCEAN SHORES","BROKER_1292",76207,-76.73,42.62,-76.27,43.41,42.95,-76.56
"Dutchess County","New York","North East","LOC_ID_219","VARSITY LAKES","BROKER_1292",306845,-73.98,41.44,-73.49,42.07,41.71,-73.81
"Suffolk County","New York","North East","LOC_ID_17","SUNBURY","BROKER_1292",2258399,-73.48,40.61,-70.92,42.44,41.19,-72.55
"Yates County","New York","North East","LOC_ID_1022","MELTON WEST","BROKER_1560",25363,-77.36,42.45,-76.9,42.76,42.63,-77.08
"Ontario County","New York","North East","LOC_ID_466","KIAMA","BROKER_1560",113200,-77.6,42.57,-76.96,43.03,42.87,-77.27
"Albany County","New York","North East","LOC_ID_198","CALOUNDRA","BROKER_1560",344924,-106.32,40.99,-73.68,42.81,42.21,-85.05
"Schuyler County","New York","North East","LOC_ID_956","EVATT","BROKER_2112",29543,-92.69,39.98,-76.61,42.54,41.32,-84.23
"Oswego County","New York","North East","LOC_ID_449","DEAN PARK","BROKER_2112",118708,-76.61,43.17,-75.76,43.7,43.41,-76.24
"Putnam County","New York","North East","LOC_ID_181","DEVONPORT","BROKER_2112",389466,-93.37,29.35,-73.53,41.52,35.97,-83.04
"Schoharie County","New York","North East","LOC_ID_904","GIRRAWEEN","BROKER_609",33081,-74.7,42.36,-74.16,42.82,42.61,-74.44
"Chautauqua County","New York","North East","LOC_ID_426","POTTS POINT","BROKER_609",130143,-96.52,36.99,-79.06,42.56,41.51,-81.76
"Onondaga County","New York","North East","LOC_ID_152","ST IVES","BROKER_609",462106,-76.49,42.77,-75.89,43.26,43.05,-76.17
"Cortland County","New York","North East","LOC_ID_747","BLAIR ATHOL","BROKER_613",48495,-76.27,42.4,-75.86,42.78,42.58,-76.1
"Schenectady County","New York","North East","LOC_ID_385","DUNCRAIG","BROKER_613",158480,-74.28,42.71,-73.81,42.95,42.8,-73.97
"Erie County","New York","North East","LOC_ID_83","CARINGBAH","BROKER_613",863532,-79.12,42.44,-78.46,43.09,42.86,-78.79
"Otsego County","New York","North East","LOC_ID_542","MERRYLANDS WEST","BROKER_634",85323,-84.85,42.31,-74.63,45.2,43.38,-78.12
"Cattaraugus County","New York","North East","LOC_ID_589","BAIRNSDALE","BROKER_707",75053,-79.06,41.99,-78.3,42.53,42.22,-78.63
"Oneida County","New York","North East","LOC_ID_244","FIVE DOCK","BROKER_707",267017,-112.99,41.99,-75.07,45.89,43.76,-82.96
"Queens County","New York","North East","LOC_ID_19","SYDNEY","BROKER_707",2166384,-73.96,40.55,-73.7,40.79,40.71,-73.82
"Chenango County","New York","North East","LOC_ID_746","BELROSE","BROKER_708",48575,-75.88,42.19,-75.29,42.74,42.47,-75.6
"Rensselaer County","New York","North East","LOC_ID_380","CARDIFF","BROKER_708",161790,-73.77,42.46,-73.27,42.95,42.69,-73.59
"Westchester County","New York","North East","LOC_ID_66","MACQUARIE FIELDS","BROKER_708",947058,-73.97,40.88,-73.48,41.36,41.06,-73.79
"Chemung County","New York","North East","LOC_ID_545","WINMALEE","BROKER_739",84252,-76.96,42,-76.53,42.29,42.12,-76.79
"Kings County","New York","North East","LOC_ID_11","SOUTHPORT","BROKER_739",2646246,-120.29,35.78,-73.83,40.73,38.9,-91.86
"Herkimer County","New York","North East","LOC_ID_653","ELANORA","BROKER_848",62810,-75.21,42.83,-74.69,44.08,43.15,-74.97
"Niagara County","New York","North East","LOC_ID_298","SPRINGFIELD","BROKER_848",207216,-79.07,43.02,-78.46,43.37,43.14,-78.85
"Bronx County","New York","North East","LOC_ID_38","COOGEE","BROKER_848",1398362,-73.93,40.78,-73.76,40.91,40.84,-73.87
"Seneca County","New York","North East","LOC_ID_869","BRAY PARK","BROKER_906",36265,-76.98,42.54,-76.61,43.02,42.8,-76.82
"Steuben County","New York","North East","LOC_ID_424","EASTWOOD","BROKER_906",130622,-85.19,41.52,-76.96,42.57,42.14,-79.14
"Richmond County","New York","North East","LOC_ID_98","ST KILDA","BROKER_906",731099,-82.34,33.23,-74.05,40.64,36.53,-78.51
"Tompkins County","New York","North East","LOC_ID_492","VILLAWOOD","BROKER_907",103845,-76.69,42.26,-76.24,42.62,42.46,-76.48
