"Ann_e","Profil","Secteur","P_riode","Activite","Date","CHARGE1.Charge","Charge"
"2020","AUTRES","Centre Var","2020-09","TRAJET","04/09/2020",41.475,41.475
"2020","AUTRES","Centre Var","2020-09","ADMINISTRATIF","04/09/2020",26.6625,26.6625
"2020","STATION","Var Littoral","2020-09","ELECTROMECANIQUE","04/09/2020",11.25,11.25
"2020","STATION","Var Littoral","2020-09","PRODUCTION / TRAITEMENT","04/09/2020",328.45,328.45
"2020","RESEAU","Var Littoral","2020-09","TRAVAUX FACTURABLES","04/09/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-09","CLIENTELE","04/09/2020",21.165769,21.165769
"2020","RESEAU","Var Littoral","2020-09","DISTRIBUTION / COLLECTE","04/09/2020",83.046923,83.046923
"2020","RESEAU","Var Littoral","2020-09","RELEVE COMPTEURS","04/09/2020",155.655579,155.655579
"2020","AUTRES","Var Littoral","2020-09","TRAJET","04/09/2020",75.18,75.18
"2020","AUTRES","Var Littoral","2020-09","ADMINISTRATIF","04/09/2020",48.33,48.33
"2020","STATION","Centre Var","2020-09","ELECTROMECANIQUE","11/09/2020",11.25,11.25
"2020","STATION","Centre Var","2020-09","PRODUCTION / TRAITEMENT","11/09/2020",159.083333,159.083333
"2020","RESEAU","Centre Var","2020-09","TRAVAUX FACTURABLES","11/09/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-09","CLIENTELE","11/09/2020",18.678269,18.678269
"2020","RESEAU","Centre Var","2020-09","DISTRIBUTION / COLLECTE","11/09/2020",45.291538,45.291538
"2020","RESEAU","Centre Var","2020-09","RELEVE COMPTEURS","11/09/2020",0,0
"2020","AUTRES","Centre Var","2020-09","TRAJET","11/09/2020",58.8,58.8
"2020","AUTRES","Centre Var","2020-09","ADMINISTRATIF","11/09/2020",37.8,37.8
"2020","STATION","Var Littoral","2020-09","ELECTROMECANIQUE","11/09/2020",11.25,11.25
"2020","STATION","Var Littoral","2020-09","PRODUCTION / TRAITEMENT","11/09/2020",370.5,370.5
"2020","RESEAU","Var Littoral","2020-09","TRAVAUX FACTURABLES","11/09/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-09","CLIENTELE","11/09/2020",15.465769,15.465769
"2020","RESEAU","Var Littoral","2020-09","DISTRIBUTION / COLLECTE","11/09/2020",81.966923,81.966923
"2020","RESEAU","Var Littoral","2020-09","RELEVE COMPTEURS","11/09/2020",155.655579,155.655579
"2020","AUTRES","Var Littoral","2020-09","TRAJET","11/09/2020",86.205,86.205
"2020","AUTRES","Var Littoral","2020-09","ADMINISTRATIF","11/09/2020",55.4175,55.4175
"2020","STATION","Centre Var","2020-09","ELECTROMECANIQUE","18/09/2020",2.319853,2.319853
"2020","STATION","Centre Var","2020-09","PRODUCTION / TRAITEMENT","18/09/2020",155.25,155.25
"2020","RESEAU","Centre Var","2020-09","TRAVAUX FACTURABLES","18/09/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-09","CLIENTELE","18/09/2020",16.458269,16.458269
"2020","RESEAU","Centre Var","2020-09","DISTRIBUTION / COLLECTE","18/09/2020",50.871538,50.871538
"2020","RESEAU","Centre Var","2020-09","RELEVE COMPTEURS","18/09/2020",0,0
"2020","AUTRES","Centre Var","2020-09","TRAJET","18/09/2020",62.475,62.475
"2020","AUTRES","Centre Var","2020-09","ADMINISTRATIF","18/09/2020",40.1625,40.1625
"2020","STATION","Var Littoral","2020-09","ELECTROMECANIQUE","18/09/2020",3.75,3.75
"2020","STATION","Var Littoral","2020-09","PRODUCTION / TRAITEMENT","18/09/2020",320.833333,320.833333
"2020","RESEAU","Var Littoral","2020-09","TRAVAUX FACTURABLES","18/09/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-09","CLIENTELE","18/09/2020",17.135769,17.135769
"2020","RESEAU","Var Littoral","2020-09","DISTRIBUTION / COLLECTE","18/09/2020",74.436923,74.436923
"2020","RESEAU","Var Littoral","2020-09","RELEVE COMPTEURS","18/09/2020",155.655579,155.655579
"2020","AUTRES","Var Littoral","2020-09","TRAJET","18/09/2020",82.53,82.53
"2020","AUTRES","Var Littoral","2020-09","ADMINISTRATIF","18/09/2020",53.055,53.055
"2020","STATION","Centre Var","2020-09","ELECTROMECANIQUE","25/09/2020",2.045956,2.045956
"2020","STATION","Centre Var","2020-09","PRODUCTION / TRAITEMENT","25/09/2020",180.25,180.25
"2020","RESEAU","Centre Var","2020-09","TRAVAUX FACTURABLES","25/09/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-09","CLIENTELE","25/09/2020",16.058269,16.058269
"2020","RESEAU","Centre Var","2020-09","DISTRIBUTION / COLLECTE","25/09/2020",48.331538,48.331538
"2020","RESEAU","Centre Var","2020-09","RELEVE COMPTEURS","25/09/2020",0,0
"2020","AUTRES","Centre Var","2020-09","TRAJET","25/09/2020",65.625,65.625
"2020","AUTRES","Centre Var","2020-09","ADMINISTRATIF","25/09/2020",42.1875,42.1875
"2020","STATION","Var Littoral","2020-09","ELECTROMECANIQUE","25/09/2020",11.25,11.25
"2020","STATION","Var Littoral","2020-09","PRODUCTION / TRAITEMENT","25/09/2020",324.916667,324.916667
"2020","RESEAU","Var Littoral","2020-09","TRAVAUX FACTURABLES","25/09/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-09","CLIENTELE","25/09/2020",10.645769,10.645769
"2020","RESEAU","Var Littoral","2020-09","DISTRIBUTION / COLLECTE","25/09/2020",72.806923,72.806923
"2020","RESEAU","Var Littoral","2020-09","RELEVE COMPTEURS","25/09/2020",155.655579,155.655579
"2020","AUTRES","Var Littoral","2020-09","TRAJET","25/09/2020",89.355,89.355
"2020","AUTRES","Var Littoral","2020-09","ADMINISTRATIF","25/09/2020",57.4425,57.4425
"2020","STATION","Centre Var","2020-10","ELECTROMECANIQUE","02/10/2020",11.25,11.25
"2020","STATION","Centre Var","2020-10","PRODUCTION / TRAITEMENT","02/10/2020",163.883333,163.883333
"2020","RESEAU","Centre Var","2020-10","TRAVAUX FACTURABLES","02/10/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-10","CLIENTELE","02/10/2020",12.388269,12.388269
"2020","RESEAU","Centre Var","2020-10","DISTRIBUTION / COLLECTE","02/10/2020",47.551538,47.551538
"2020","RESEAU","Centre Var","2020-10","RELEVE COMPTEURS","02/10/2020",0,0
"2020","AUTRES","Centre Var","2020-10","TRAJET","02/10/2020",64.575,64.575
"2020","AUTRES","Centre Var","2020-10","ADMINISTRATIF","02/10/2020",41.5125,41.5125
"2020","STATION","Var Littoral","2020-10","ELECTROMECANIQUE","02/10/2020",7.5,7.5
"2020","STATION","Var Littoral","2020-10","PRODUCTION / TRAITEMENT","02/10/2020",318,318
"2020","RESEAU","Var Littoral","2020-10","TRAVAUX FACTURABLES","02/10/2020",12.980769,12.980769
"2020","RESEAU","Var Littoral","2020-10","CLIENTELE","02/10/2020",19.495769,19.495769
"2020","RESEAU","Var Littoral","2020-10","DISTRIBUTION / COLLECTE","02/10/2020",79.746923,79.746923
"2020","RESEAU","Var Littoral","2020-10","RELEVE COMPTEURS","02/10/2020",155.655579,155.655579
"2020","AUTRES","Var Littoral","2020-10","TRAJET","02/10/2020",84.315,84.315
"2020","AUTRES","Var Littoral","2020-10","ADMINISTRATIF","02/10/2020",54.2025,54.2025
"2020","STATION","Centre Var","2020-10","ELECTROMECANIQUE","09/10/2020",11.25,11.25
"2020","STATION","Centre Var","2020-10","PRODUCTION / TRAITEMENT","09/10/2020",160.416667,160.416667
"2020","RESEAU","Centre Var","2020-10","TRAVAUX FACTURABLES","09/10/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-10","CLIENTELE","09/10/2020",24.368269,24.368269
"2020","RESEAU","Centre Var","2020-10","DISTRIBUTION / COLLECTE","09/10/2020",55.041538,55.041538
"2020","RESEAU","Centre Var","2020-10","RELEVE COMPTEURS","09/10/2020",0,0
"2020","AUTRES","Centre Var","2020-10","TRAJET","09/10/2020",61.425,61.425
"2020","AUTRES","Centre Var","2020-10","ADMINISTRATIF","09/10/2020",39.4875,39.4875
"2020","STATION","Var Littoral","2020-10","ELECTROMECANIQUE","09/10/2020",7.5,7.5
"2020","STATION","Var Littoral","2020-10","PRODUCTION / TRAITEMENT","09/10/2020",331.5,331.5
"2020","RESEAU","Var Littoral","2020-10","TRAVAUX FACTURABLES","09/10/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-10","CLIENTELE","09/10/2020",17.685769,17.685769
"2020","RESEAU","Var Littoral","2020-10","DISTRIBUTION / COLLECTE","09/10/2020",88.986923,88.986923
"2020","RESEAU","Var Littoral","2020-10","RELEVE COMPTEURS","09/10/2020",155.655579,155.655579
"2020","AUTRES","Var Littoral","2020-10","TRAJET","09/10/2020",88.515,88.515
"2020","AUTRES","Var Littoral","2020-10","ADMINISTRATIF","09/10/2020",56.9025,56.9025
"2020","STATION","Centre Var","2020-10","ELECTROMECANIQUE","16/10/2020",7.5,7.5
"2020","STATION","Centre Var","2020-10","PRODUCTION / TRAITEMENT","16/10/2020",148.6,148.6
"2020","RESEAU","Centre Var","2020-10","TRAVAUX FACTURABLES","16/10/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-10","CLIENTELE","16/10/2020",14.798269,14.798269
"2020","RESEAU","Centre Var","2020-10","DISTRIBUTION / COLLECTE","16/10/2020",46.371538,46.371538
"2020","RESEAU","Centre Var","2020-10","RELEVE COMPTEURS","16/10/2020",0,0
"2020","AUTRES","Centre Var","2020-10","TRAJET","16/10/2020",65.625,65.625
"2020","AUTRES","Centre Var","2020-10","ADMINISTRATIF","16/10/2020",42.1875,42.1875
"2020","STATION","Var Littoral","2020-10","ELECTROMECANIQUE","16/10/2020",7.5,7.5
"2020","STATION","Var Littoral","2020-10","PRODUCTION / TRAITEMENT","16/10/2020",293.833333,293.833333
"2020","RESEAU","Var Littoral","2020-10","TRAVAUX FACTURABLES","16/10/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-10","CLIENTELE","16/10/2020",14.385769,14.385769
"2020","RESEAU","Var Littoral","2020-10","DISTRIBUTION / COLLECTE","16/10/2020",79.746923,79.746923
"2020","RESEAU","Var Littoral","2020-10","RELEVE COMPTEURS","16/10/2020",155.655579,155.655579
"2020","AUTRES","Var Littoral","2020-10","TRAJET","16/10/2020",86.205,86.205
"2020","AUTRES","Var Littoral","2020-10","ADMINISTRATIF","16/10/2020",55.4175,55.4175
"2020","STATION","Centre Var","2020-10","ELECTROMECANIQUE","23/10/2020",11.25,11.25
"2020","STATION","Centre Var","2020-10","PRODUCTION / TRAITEMENT","23/10/2020",192.083333,192.083333
"2020","RESEAU","Centre Var","2020-10","TRAVAUX FACTURABLES","23/10/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-10","CLIENTELE","23/10/2020",7.898269,7.898269
"2020","RESEAU","Centre Var","2020-10","DISTRIBUTION / COLLECTE","23/10/2020",51.371538,51.371538
"2020","RESEAU","Centre Var","2020-10","RELEVE COMPTEURS","23/10/2020",34.186105,34.186105
"2020","AUTRES","Centre Var","2020-10","TRAJET","23/10/2020",48.3,48.3
"2020","AUTRES","Centre Var","2020-10","ADMINISTRATIF","23/10/2020",31.05,31.05
"2020","STATION","Var Littoral","2020-10","ELECTROMECANIQUE","23/10/2020",8.625,8.625
"2020","STATION","Var Littoral","2020-10","PRODUCTION / TRAITEMENT","23/10/2020",321.5,321.5
"2020","RESEAU","Var Littoral","2020-10","TRAVAUX FACTURABLES","23/10/2020",9.230769,9.230769
"2020","RESEAU","Var Littoral","2020-10","CLIENTELE","23/10/2020",15.245769,15.245769
"2020","RESEAU","Var Littoral","2020-10","DISTRIBUTION / COLLECTE","23/10/2020",100.616923,100.616923
"2020","RESEAU","Var Littoral","2020-10","RELEVE COMPTEURS","23/10/2020",155.655579,155.655579
"2020","AUTRES","Var Littoral","2020-10","TRAJET","23/10/2020",76.23,76.23
"2020","AUTRES","Var Littoral","2020-10","ADMINISTRATIF","23/10/2020",49.005,49.005
"2020","STATION","Centre Var","2020-10","ELECTROMECANIQUE","30/10/2020",11.25,11.25
"2020","STATION","Centre Var","2020-10","PRODUCTION / TRAITEMENT","30/10/2020",147.75,147.75
"2020","RESEAU","Centre Var","2020-10","TRAVAUX FACTURABLES","30/10/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-10","CLIENTELE","30/10/2020",7.478269,7.478269
"2020","RESEAU","Centre Var","2020-10","DISTRIBUTION / COLLECTE","30/10/2020",46.961538,46.961538
"2020","RESEAU","Centre Var","2020-10","RELEVE COMPTEURS","30/10/2020",34.186105,34.186105
"2020","AUTRES","Centre Var","2020-10","TRAJET","30/10/2020",41.055,41.055
"2020","AUTRES","Centre Var","2020-10","ADMINISTRATIF","30/10/2020",26.3925,26.3925
"2020","STATION","Var Littoral","2020-10","ELECTROMECANIQUE","30/10/2020",18.75,18.75
"2020","STATION","Var Littoral","2020-10","PRODUCTION / TRAITEMENT","30/10/2020",286.916667,286.916667
"2020","RESEAU","Var Littoral","2020-10","TRAVAUX FACTURABLES","30/10/2020",12.980769,12.980769
"2020","RESEAU","Var Littoral","2020-10","CLIENTELE","30/10/2020",13.745769,13.745769
"2020","RESEAU","Var Littoral","2020-10","DISTRIBUTION / COLLECTE","30/10/2020",106.726923,106.726923
"2020","RESEAU","Var Littoral","2020-10","RELEVE COMPTEURS","30/10/2020",0,0
"2020","AUTRES","Var Littoral","2020-10","TRAJET","30/10/2020",68.355,68.355
"2020","AUTRES","Var Littoral","2020-10","ADMINISTRATIF","30/10/2020",43.9425,43.9425
"2020","STATION","Centre Var","2020-11","ELECTROMECANIQUE","06/11/2020",7.5,7.5
"2020","STATION","Centre Var","2020-11","PRODUCTION / TRAITEMENT","06/11/2020",146.583333,146.583333
"2020","RESEAU","Centre Var","2020-11","TRAVAUX FACTURABLES","06/11/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-11","CLIENTELE","06/11/2020",11.588269,11.588269
"2020","RESEAU","Centre Var","2020-11","DISTRIBUTION / COLLECTE","06/11/2020",54.051538,54.051538
"2020","RESEAU","Centre Var","2020-11","RELEVE COMPTEURS","06/11/2020",53.387605,53.387605
"2020","AUTRES","Centre Var","2020-11","TRAJET","06/11/2020",59.325,59.325
"2020","AUTRES","Centre Var","2020-11","ADMINISTRATIF","06/11/2020",38.1375,38.1375
"2020","STATION","Var Littoral","2020-11","ELECTROMECANIQUE","06/11/2020",9.375,9.375
"2020","STATION","Var Littoral","2020-11","PRODUCTION / TRAITEMENT","06/11/2020",271.666667,271.666667
"2020","RESEAU","Var Littoral","2020-11","TRAVAUX FACTURABLES","06/11/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-11","CLIENTELE","06/11/2020",17.295769,17.295769
"2020","RESEAU","Var Littoral","2020-11","DISTRIBUTION / COLLECTE","06/11/2020",88.656923,88.656923
"2020","RESEAU","Var Littoral","2020-11","RELEVE COMPTEURS","06/11/2020",0,0
"2020","AUTRES","Var Littoral","2020-11","TRAJET","06/11/2020",77.28,77.28
"2020","AUTRES","Var Littoral","2020-11","ADMINISTRATIF","06/11/2020",49.68,49.68
"2020","STATION","Centre Var","2020-11","ELECTROMECANIQUE","13/11/2020",3.75,3.75
"2020","STATION","Centre Var","2020-11","PRODUCTION / TRAITEMENT","13/11/2020",146.25,146.25
"2020","RESEAU","Centre Var","2020-11","TRAVAUX FACTURABLES","13/11/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-11","CLIENTELE","13/11/2020",19.718269,19.718269
"2020","RESEAU","Centre Var","2020-11","DISTRIBUTION / COLLECTE","13/11/2020",45.381538,45.381538
"2020","RESEAU","Centre Var","2020-11","RELEVE COMPTEURS","13/11/2020",125.907257,125.907257
"2020","AUTRES","Centre Var","2020-11","TRAJET","13/11/2020",65.415,65.415
"2020","AUTRES","Centre Var","2020-11","ADMINISTRATIF","13/11/2020",42.0525,42.0525
"2020","STATION","Var Littoral","2020-11","ELECTROMECANIQUE","13/11/2020",9.75,9.75
"2020","STATION","Var Littoral","2020-11","PRODUCTION / TRAITEMENT","13/11/2020",309.416667,309.416667
"2020","RESEAU","Var Littoral","2020-11","TRAVAUX FACTURABLES","13/11/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-11","CLIENTELE","13/11/2020",20.385769,20.385769
"2020","RESEAU","Var Littoral","2020-11","DISTRIBUTION / COLLECTE","13/11/2020",69.336923,69.336923
"2020","RESEAU","Var Littoral","2020-11","RELEVE COMPTEURS","13/11/2020",0,0
"2020","AUTRES","Var Littoral","2020-11","TRAJET","13/11/2020",89.355,89.355
"2020","AUTRES","Var Littoral","2020-11","ADMINISTRATIF","13/11/2020",57.4425,57.4425
"2020","STATION","Centre Var","2020-11","ELECTROMECANIQUE","20/11/2020",7.5,7.5
"2020","STATION","Centre Var","2020-11","PRODUCTION / TRAITEMENT","20/11/2020",163.666667,163.666667
"2020","RESEAU","Centre Var","2020-11","TRAVAUX FACTURABLES","20/11/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-11","CLIENTELE","20/11/2020",19.968269,19.968269
"2020","RESEAU","Centre Var","2020-11","DISTRIBUTION / COLLECTE","20/11/2020",46.171538,46.171538
"2020","RESEAU","Centre Var","2020-11","RELEVE COMPTEURS","20/11/2020",177.991678,177.991678
"2020","AUTRES","Centre Var","2020-11","TRAJET","20/11/2020",66.465,66.465
"2020","AUTRES","Centre Var","2020-11","ADMINISTRATIF","20/11/2020",42.7275,42.7275
"2020","STATION","Var Littoral","2020-11","ELECTROMECANIQUE","20/11/2020",6.976103,6.976103
"2020","STATION","Var Littoral","2020-11","PRODUCTION / TRAITEMENT","20/11/2020",317.5,317.5
"2020","RESEAU","Var Littoral","2020-11","TRAVAUX FACTURABLES","20/11/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-11","CLIENTELE","20/11/2020",21.995769,21.995769
"2020","RESEAU","Var Littoral","2020-11","DISTRIBUTION / COLLECTE","20/11/2020",84.786923,84.786923
"2020","RESEAU","Var Littoral","2020-11","RELEVE COMPTEURS","20/11/2020",0,0
"2020","AUTRES","Var Littoral","2020-11","TRAJET","20/11/2020",91.455,91.455
"2020","AUTRES","Var Littoral","2020-11","ADMINISTRATIF","20/11/2020",58.7925,58.7925
"2020","STATION","Centre Var","2020-11","ELECTROMECANIQUE","27/11/2020",3.75,3.75
"2020","STATION","Centre Var","2020-11","PRODUCTION / TRAITEMENT","27/11/2020",173.5,173.5
"2020","RESEAU","Centre Var","2020-11","TRAVAUX FACTURABLES","27/11/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-11","CLIENTELE","27/11/2020",17.808269,17.808269
"2020","RESEAU","Centre Var","2020-11","DISTRIBUTION / COLLECTE","27/11/2020",52.681538,52.681538
"2020","RESEAU","Centre Var","2020-11","RELEVE COMPTEURS","27/11/2020",187.362928,187.362928
"2020","AUTRES","Centre Var","2020-11","TRAJET","27/11/2020",66.675,66.675
"2020","AUTRES","Centre Var","2020-11","ADMINISTRATIF","27/11/2020",42.8625,42.8625
"2020","STATION","Var Littoral","2020-11","ELECTROMECANIQUE","27/11/2020",10.452206,10.452206
"2020","STATION","Var Littoral","2020-11","PRODUCTION / TRAITEMENT","27/11/2020",316.666667,316.666667
"2020","RESEAU","Var Littoral","2020-11","TRAVAUX FACTURABLES","27/11/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-11","CLIENTELE","27/11/2020",20.585769,20.585769
"2020","RESEAU","Var Littoral","2020-11","DISTRIBUTION / COLLECTE","27/11/2020",81.986923,81.986923
"2020","RESEAU","Var Littoral","2020-11","RELEVE COMPTEURS","27/11/2020",0,0
"2020","AUTRES","Var Littoral","2020-11","TRAJET","27/11/2020",80.955,80.955
"2020","AUTRES","Var Littoral","2020-11","ADMINISTRATIF","27/11/2020",52.0425,52.0425
"2020","STATION","Centre Var","2020-12","ELECTROMECANIQUE","04/12/2020",15,15
"2020","STATION","Centre Var","2020-12","PRODUCTION / TRAITEMENT","04/12/2020",166.916667,166.916667
"2020","RESEAU","Centre Var","2020-12","TRAVAUX FACTURABLES","04/12/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-12","CLIENTELE","04/12/2020",15.598269,15.598269
"2020","RESEAU","Centre Var","2020-12","DISTRIBUTION / COLLECTE","04/12/2020",50.441538,50.441538
"2020","RESEAU","Centre Var","2020-12","RELEVE COMPTEURS","04/12/2020",155.748296,155.748296
"2020","AUTRES","Centre Var","2020-12","TRAJET","04/12/2020",63.525,63.525
"2020","AUTRES","Centre Var","2020-12","ADMINISTRATIF","04/12/2020",40.8375,40.8375
"2020","STATION","Var Littoral","2020-12","ELECTROMECANIQUE","04/12/2020",6.428309,6.428309
"2020","STATION","Var Littoral","2020-12","PRODUCTION / TRAITEMENT","04/12/2020",319.25,319.25
"2020","RESEAU","Var Littoral","2020-12","TRAVAUX FACTURABLES","04/12/2020",12.980769,12.980769
"2020","RESEAU","Var Littoral","2020-12","CLIENTELE","04/12/2020",29.995769,29.995769
"2020","RESEAU","Var Littoral","2020-12","DISTRIBUTION / COLLECTE","04/12/2020",84.246923,84.246923
"2020","RESEAU","Var Littoral","2020-12","RELEVE COMPTEURS","04/12/2020",0,0
"2020","AUTRES","Var Littoral","2020-12","TRAJET","04/12/2020",82.005,82.005
"2020","AUTRES","Var Littoral","2020-12","ADMINISTRATIF","04/12/2020",52.7175,52.7175
"2020","STATION","Centre Var","2020-12","ELECTROMECANIQUE","11/12/2020",15,15
"2020","STATION","Centre Var","2020-12","PRODUCTION / TRAITEMENT","11/12/2020",182.016667,182.016667
"2020","RESEAU","Centre Var","2020-12","TRAVAUX FACTURABLES","11/12/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-12","CLIENTELE","11/12/2020",13.708269,13.708269
"2020","RESEAU","Centre Var","2020-12","DISTRIBUTION / COLLECTE","11/12/2020",50.771538,50.771538
"2020","RESEAU","Centre Var","2020-12","RELEVE COMPTEURS","11/12/2020",107.572421,107.572421
"2020","AUTRES","Centre Var","2020-12","TRAJET","11/12/2020",58.8,58.8
"2020","AUTRES","Centre Var","2020-12","ADMINISTRATIF","11/12/2020",37.8,37.8
"2020","STATION","Var Littoral","2020-12","ELECTROMECANIQUE","11/12/2020",6.154412,6.154412
"2020","STATION","Var Littoral","2020-12","PRODUCTION / TRAITEMENT","11/12/2020",326.416667,326.416667
"2020","RESEAU","Var Littoral","2020-12","TRAVAUX FACTURABLES","11/12/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-12","CLIENTELE","11/12/2020",21.205769,21.205769
"2020","RESEAU","Var Littoral","2020-12","DISTRIBUTION / COLLECTE","11/12/2020",99.146923,99.146923
"2020","RESEAU","Var Littoral","2020-12","RELEVE COMPTEURS","11/12/2020",0,0
"2020","AUTRES","Var Littoral","2020-12","TRAJET","11/12/2020",85.155,85.155
"2020","AUTRES","Var Littoral","2020-12","ADMINISTRATIF","11/12/2020",54.7425,54.7425
"2020","STATION","Centre Var","2020-12","ELECTROMECANIQUE","18/12/2020",11.25,11.25
"2020","STATION","Centre Var","2020-12","PRODUCTION / TRAITEMENT","18/12/2020",150.916667,150.916667
"2020","RESEAU","Centre Var","2020-12","TRAVAUX FACTURABLES","18/12/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-12","CLIENTELE","18/12/2020",6.538269,6.538269
"2020","RESEAU","Centre Var","2020-12","DISTRIBUTION / COLLECTE","18/12/2020",46.211538,46.211538
"2020","RESEAU","Centre Var","2020-12","RELEVE COMPTEURS","18/12/2020",84.928421,84.928421
"2020","AUTRES","Centre Var","2020-12","TRAJET","18/12/2020",31.815,31.815
"2020","AUTRES","Centre Var","2020-12","ADMINISTRATIF","18/12/2020",20.4525,20.4525
"2020","STATION","Var Littoral","2020-12","ELECTROMECANIQUE","18/12/2020",5.880515,5.880515
"2020","STATION","Var Littoral","2020-12","PRODUCTION / TRAITEMENT","18/12/2020",285.583333,285.583333
"2020","RESEAU","Var Littoral","2020-12","TRAVAUX FACTURABLES","18/12/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-12","CLIENTELE","18/12/2020",10.145769,10.145769
"2020","RESEAU","Var Littoral","2020-12","DISTRIBUTION / COLLECTE","18/12/2020",105.196923,105.196923
"2020","RESEAU","Var Littoral","2020-12","RELEVE COMPTEURS","18/12/2020",0,0
"2020","AUTRES","Var Littoral","2020-12","TRAJET","18/12/2020",76.755,76.755
"2020","AUTRES","Var Littoral","2020-12","ADMINISTRATIF","18/12/2020",49.3425,49.3425
"2020","STATION","Centre Var","2020-12","ELECTROMECANIQUE","25/12/2020",7.5,7.5
"2020","STATION","Centre Var","2020-12","PRODUCTION / TRAITEMENT","25/12/2020",160.383333,160.383333
"2020","RESEAU","Centre Var","2020-12","TRAVAUX FACTURABLES","25/12/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-12","CLIENTELE","25/12/2020",6.698269,6.698269
"2020","RESEAU","Centre Var","2020-12","DISTRIBUTION / COLLECTE","25/12/2020",53.751538,53.751538
"2020","RESEAU","Centre Var","2020-12","RELEVE COMPTEURS","25/12/2020",52.084421,52.084421
"2020","AUTRES","Centre Var","2020-12","TRAJET","25/12/2020",36.75,36.75
"2020","AUTRES","Centre Var","2020-12","ADMINISTRATIF","25/12/2020",23.625,23.625
"2020","STATION","Var Littoral","2020-12","ELECTROMECANIQUE","25/12/2020",5.606618,5.606618
"2020","STATION","Var Littoral","2020-12","PRODUCTION / TRAITEMENT","25/12/2020",344.016667,344.016667
"2020","RESEAU","Var Littoral","2020-12","TRAVAUX FACTURABLES","25/12/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-12","CLIENTELE","25/12/2020",12.585769,12.585769
"2020","RESEAU","Var Littoral","2020-12","DISTRIBUTION / COLLECTE","25/12/2020",80.776923,80.776923
"2020","RESEAU","Var Littoral","2020-12","RELEVE COMPTEURS","25/12/2020",0,0
"2020","AUTRES","Var Littoral","2020-12","TRAJET","25/12/2020",53.34,53.34
"2020","AUTRES","Var Littoral","2020-12","ADMINISTRATIF","25/12/2020",34.29,34.29
