"City","STREET","Restaurant","INSPECTION_DATE","GRADE","June","Oct","Yearly_Sales","Apr","Feb","Dec","May","ZIPCODE","Aug","Food_Cost_Per_Month","Nov","Jan","CAMIS","July","Mar","Sep"
"STATEN ISLAND","RICHMOND AVENUE","SUBWAY","2018/05/01","A",503605.94,251784.16,5989085.9,229926.36,281521.86,707711.6,927574.41,10314,882457.05,15677.79,549604.81,209020.18,40962170,251600.28,729045.14,465234.11
"STATEN ISLAND","RICHMOND AVENUE","SUBWAY","2018/05/01","A",542697.89,441518.34,7375028.53,906315.21,255597.76,780595.1,595122.92,10314,760695.32,26008.13,779312.76,237785.53,40962170,988127.19,699382.8,387877.71
"MANHATTAN","BROADWAY","SUBWAY","2016/05/10","B",622535.76,700658.17,6766591.57,381474.04,720242.43,800400.59,236223.92,10004,408448.1,23513.96,484734.95,789979.89,41501681,250061.17,441837.31,929995.24
"MANHATTAN","BROADWAY","SUBWAY","2016/05/10","B",708474.25,987964.98,8659433.39,751691.32,685069.33,797076.5,544222.3,10004,931619.95,18859.44,990864.34,236924.31,41501681,215849.15,847858.26,961818.7
"QUEENS","PARSONS BLVD","SUBWAY","2016/05/10","B",472305.36,818921.01,7347679.88,370944.25,866858.54,800808.47,622325.57,11354,473055.09,21650.7,258567.41,924578.07,50036776,632729.69,652961.04,453625.38
"MANHATTAN","BROADWAY","SUBWAY","2016/05/10","B",280619.08,845806.03,7859035.1,829598.76,777573.9,285375.26,650786.63,10004,532107.69,21049.87,463482.7,837902.34,41501681,850828.66,686648.73,818305.32
"MANHATTAN","BROADWAY","SUBWAY","2016/05/10","B",908932.63,493263.97,7764377.35,554225.15,508458.14,614232.9,871606.59,10004,530543.22,23938.9,710568.59,772026.44,41501681,527792.34,658708.12,614019.26
"STATEN ISLAND","AMBOY RD","SUBWAY","2016/05/10","A",952449.69,943093.16,8806738.37,494615.63,556018.97,802544.94,804703.07,10312,370552.88,16155.76,809935.58,729613.99,50032892,915811.62,554969.71,872429.13
"STATEN ISLAND","AMBOY RD","SUBWAY","2016/05/10","A",751538.52,358523.81,7723284.17,495970.34,982685.2,913726.71,700036.09,10312,810589.25,18522.04,563902.44,623103.5,50032892,304492.41,657267.79,561448.11
"BRONX","EINSTEIN LOOP","SUBWAY","2017/05/10","A",921410.99,453976.58,6934552.73,370766.62,562774.78,888339.44,968801.66,10475,861750.97,19471.33,270607.17,270016.64,50010120,403102.47,484729.3,478276.11
"QUEENS","METROPOLITAN AVENUE","SUBWAY","2017/05/10","A",705732.25,207952.61,6553836.13,421010.12,725799.16,360338.02,624434.84,11375,752697.22,25539.19,226210.35,797876.87,41434918,257880.75,487300.53,986603.41
"BRONX","EINSTEIN LOOP","SUBWAY","2017/05/10","A",735411.44,985993.89,6338233.1,608740.63,353655.76,509816.61,342161.75,10475,472112,22499,330450.84,345921.32,50010120,955805.29,462524.94,235638.63
"QUEENS","METROPOLITAN AVENUE","SUBWAY","2017/05/10","A",873411.67,392782.61,6462184.09,309466.29,453599.89,484641.25,408698.67,11375,758834.81,21076.95,306244.56,389174.03,41434918,736726.54,564621.91,783981.86
"BROOKLYN","UTICA AVE","SUBWAY","2018/05/10","A",474673.61,384468.37,7260585.08,806356.91,352736.87,314483.99,525835.27,11213,343009.67,24049.43,831887.53,902523.26,50036372,492906.33,974149.45,857553.82
"BROOKLYN","UTICA AVE","SUBWAY","2018/05/10","A",975705.76,936919.83,7920447.86,342337.03,941131.72,819811.43,637228.75,11213,947526.71,16038.03,204103.9,865087.25,50036372,377109.81,523704.36,349781.31
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2018/05/10",,618835.04,313956.69,5709447.49,375775.61,781762.96,481277.42,582497.63,11372,294438.4,24252.68,860214.56,328100.25,41414276,410840.08,233521.79,428227.06
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2018/05/10",,399892.35,254916.96,7095185.34,972095.03,516878.12,619544.41,758730.33,11372,366442.59,29480.43,981784.33,885414.78,41414276,269854.89,612978.64,456652.91
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2018/05/10",,834758.54,742826.51,6835820.66,279841.44,304775.58,764868.1,703298.04,11372,699875.47,29625,637213.19,637489.79,41414276,424158.45,508763.22,297952.33
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2018/05/10",,515599.4,732416.52,7262788.3,704110.17,209078.31,991386.64,841990.75,11372,613496.54,20019.9,976787.62,214881.37,41414276,427101.82,615730.1,420209.06
"BRONX","W KINGSBRIDGE RD","SUBWAY","2018/05/10","A",383391.87,928019.05,7024977.46,504943.66,562834.7,406032.21,556449.33,10468,898760.14,17525.04,630422.23,260055.87,50049482,889687.11,612560.72,391820.57
"BROOKLYN","FLATLANDS AVE","SUBWAY","2016/05/11",,300818.81,641166.67,6116057.57,258264.06,325196.96,718673.22,323636.21,11236,929076.89,16037.32,723260.16,213092.63,50047834,256048.8,454612.6,972210.56
"BROOKLYN","FLATLANDS AVE","SUBWAY","2016/05/11",,688460.62,216140.3,7954708.3,679194.64,331629.99,798231.16,930375.97,11236,952711.36,19406.87,934445.73,279980.64,50047834,680150.9,655983.99,807403
"BROOKLYN","5TH AVE","SUBWAY SANDWICHES","2017/05/11","A",393170.97,375524.43,8661542.99,808597.24,961975.03,973149.65,572853.83,11232,718028.58,27542.83,919388.62,858415.41,50045276,542032.09,910297.89,628109.25
"QUEENS","35 AVENUE","SUBWAY","2017/05/11","A",248099.42,732806.37,6465782.14,755191.32,216858.61,366946.96,201214.01,11101,800998.79,18350.66,682779.4,477406.02,41704736,537396.26,497727.86,948357.12
"QUEENS","SPRINGFIELD BLVD","SUBWAY/NATHAN'S FAMOUS","2017/05/11","A",706020.13,322417.02,5946613.75,437668.89,717465.34,201889.11,278429.71,11364,311573.72,24325.01,271654.11,225518.22,50010593,766617.09,842691.44,864668.97
"BROOKLYN","5TH AVE","SUBWAY SANDWICHES","2017/05/11","A",525814.97,606708.8,6428849.45,616332.28,546100.15,419570.59,732148.68,11232,377299.76,20954,500134.44,899348.28,50045276,518526.42,403904.64,282960.44
"MANHATTAN","CHRYSTIE STREET","SUBWAY","2018/05/11",,219748.97,811150.79,7256282.96,813943.97,877353.73,449841.72,211063.02,10002,595196.04,26953.48,286260.5,488217.32,41538017,658997.24,913764.88,930744.78
"MANHATTAN","CHRYSTIE STREET","SUBWAY","2018/05/11",,686242.04,878482.88,8027814.35,880897.92,250016.99,703511.08,732826.97,10002,593937.92,17303.29,583363.8,876493.18,41538017,350529.75,561711.38,929800.44
"MANHATTAN","CHRYSTIE STREET","SUBWAY","2018/05/11",,282287.17,323499.94,6713007.07,366222.23,543554.54,400953.49,747524.42,10002,476858.55,23445.85,795793.61,791067.63,41538017,615814.48,713026.48,656404.53
"MANHATTAN","CHRYSTIE STREET","SUBWAY","2018/05/11",,373068.52,865083.45,7116971.05,494100.89,409602.25,952679.21,727641.65,10002,336881.53,25707.11,833581.83,348710.47,41538017,856560.36,698172.62,220888.27
"QUEENS","ASTORIA BLVD","SUBWAY","2018/05/11",,280469.82,265996.04,6208685.21,689765.18,348249.7,354849.17,831442.53,11369,649639.98,23596.08,899948.83,365433.37,50062920,339678.88,789201.31,394010.4
"QUEENS","35 AVENUE","SUBWAY","2018/05/11","A",996850.84,851336.22,8196683.54,953339.67,708085.97,614814.67,492109.15,11101,914853.48,23256.24,522316.77,952534.64,41704736,337884.08,446504.6,406053.45
"BRONX","E 170TH ST","SUBWAY","2018/05/11","A",315665.7,714880.62,8477212.88,855752.33,987456.4,972763.66,828578.44,10452,510119.02,22088.37,589064.18,651585.71,50046506,998091.63,224764.89,828490.3
"BRONX","E 170TH ST","SUBWAY","2018/05/11","A",581607.95,897501.66,5975597.02,456974.03,244027.01,645098.08,437201.63,10452,687165.45,24911.98,346959.59,287918.73,50046506,879424.55,296160.33,215558.01
"QUEENS","ASTORIA BLVD","SUBWAY","2018/05/11",,352105.46,372051.26,6354972.28,338005.04,256504.12,771472.41,656564.94,11369,822255.78,15433.76,603628.06,643997.21,50062920,841118.1,438521.46,258748.44
"BROOKLYN","CONEY ISLAND AVE","SUBWAY","2016/05/12","A",989325.2,335191.33,6623613.09,529480.05,326435.45,831101.79,936912.02,11223,567647.53,20557.1,364391.56,218811.63,50011516,684698.79,632516.41,207101.33
"BROOKLYN","CONEY ISLAND AVE","SUBWAY","2016/05/12","A",414077.18,681436.61,6478839,266468.43,504091.3,848677.01,461319.88,11223,312100.37,25778.27,252978.2,415638.33,50011516,653407.65,679101.92,989542.12
"QUEENS","QUEENS BOULEVARD","SUBWAY","2016/05/12","A",239098.81,445204.07,6309251.28,840973.72,733669.4,901353.48,518297.92,11375,307371.9,16652.63,608124.28,257604.32,41652507,665336.78,308407.56,483809.04
"QUEENS","ASTORIA BLVD","SUBWAY","2017/05/12","A",494456.52,918225.89,7766378.93,832207.74,623584.11,979700.95,397915.46,11369,329054.45,27722.19,779476.4,250519.19,50062920,951535.35,839836.61,369866.26
"BRONX","BOSTON ROAD","SUBWAY","2016/05/13","A",504979.72,229552.54,6956732.87,605359.09,405632.13,504197.74,439742.22,10460,791889.5,17110.3,915743.76,895547.04,41478014,908508.34,202952.27,552628.52
"BROOKLYN","EAST NEW YORK AVENUE","SUBWAY","2018/05/14","A",641869.52,727270.62,7707710.68,431221.04,840417.09,838895.29,812320.48,11207,895321.8,22048.25,284313.47,600911.58,41704663,456913.28,535624.79,642631.72
"BROOKLYN","EAST NEW YORK AVENUE","SUBWAY","2018/05/14","A",553240.12,287915.93,7197158.29,486454.8,495482.7,969111.56,613207.61,11207,825167.15,25963.25,797040.22,216182.44,41704663,465615.59,758079.75,729660.42
"MANHATTAN","W 117TH ST","SUBWAY","2018/05/14","A",777004.71,417123.16,6502478.87,318295.47,223692.52,482587.06,344509.26,10026,417238.12,28736.21,668476.48,788618.93,50066148,603895.28,850746.6,610291.28
"QUEENS","BEACH 20TH ST","SUBWAY","2018/05/14",,254828.86,960762.9,7939619.24,941427.04,977220.43,751099.5,411716.16,11691,811285.71,26568.17,419204.47,449230.45,50017642,559335.93,863796.91,539710.88
"QUEENS","BEACH 20TH ST","SUBWAY","2018/05/14",,620492.71,430546.94,7226971.84,286995.59,384499.51,981311.12,795730.3,11691,637402.55,28615.04,357510.42,992661.77,50017642,820243.13,201573.12,718004.68
"QUEENS","BEACH 20TH ST","SUBWAY","2018/05/14",,329153.56,323223.12,7443549.3,741248.68,748768.53,873695.85,414722.31,11691,775902.6,19667.22,849918.7,699810.9,50017642,508346.65,564582.66,614175.74
"BROOKLYN","EAST NEW YORK AVENUE","SUBWAY","2018/05/14","A",834132.43,684424.56,6907047.43,838754.17,838511.61,208842.89,250151.51,11207,302804.46,15785.23,845132.4,415432.14,41704663,272500.3,495526.84,920834.12
"BROOKLYN","CLARKSON AVENUE","SUBWAY, PIZZA & BURGER UR WAY","2017/05/15","A",759459.9,460401.02,7089131.12,482136.08,974364.01,357089.98,252873.78,11203,764171.18,27404.57,757437.15,762052.63,41522258,804443.23,388470.58,326231.58
"BROOKLYN","CLARKSON AVENUE","SUBWAY, PIZZA & BURGER UR WAY","2017/05/15","A",750735.88,444467.52,7077047.07,256673.47,910918.05,414651.36,818327.93,11203,511903.43,18405.41,645855.15,435820.16,41522258,224672.85,701693.82,961327.45
"BROOKLYN","CLARKSON AVENUE","SUBWAY, PIZZA & BURGER UR WAY","2017/05/15","A",275467.83,727891.56,6272958.44,227136.43,451452.92,619006.71,285034.69,11203,478318.67,29383.18,983498.84,515706.43,41522258,201837.57,845731.43,661875.36
"BRONX","BRUCKNER BOULEVARD","SUBWAY","2017/05/15","A",894620.78,993117.45,7002351.4,360540.14,518171.23,233880.7,598141.49,10473,269710.81,21980.57,966548.78,839894.15,41367337,520885.06,399604.23,407236.58
"BRONX","BRUCKNER BOULEVARD","SUBWAY","2017/05/15","A",982919.2,841386.26,8176548.48,452066.1,703060.42,894473.26,475509.48,10473,335352.37,17661.75,242811.67,558135.28,41367337,778903.89,991383.66,920546.89
"BROOKLYN","86TH ST","SUBWAY","2018/05/15","A",781660.5,250483.52,7010710.14,527015.99,341217.75,653066.09,871555.42,11214,720468.33,24321.22,693211.43,548416.55,50034203,413002.71,529951.18,680660.67
"BRONX","E TREMONT AVE","SUBWAY","2018/05/15","A",766394.23,773726.09,7576187.39,674601.94,686126.3,677068.28,545677.29,10457,340272.55,17253.01,937842.43,486662.75,50008223,848282.42,326772.17,512760.94
"QUEENS","ASTORIA BLVD","SUBWAY","2018/05/15","P",603196.67,994592.96,7097917.83,242546.12,531028.84,913685.06,350033.87,11369,279080.46,22071.82,977777.38,295289.84,50062920,214689.74,733467.65,962529.24
"MANHATTAN","LEXINGTON AVE","SUBWAY","2018/05/15","A",891069.79,617751.45,6721155.77,367742.95,561077.83,461520.67,321343.31,10010,585784.66,21835.43,914186.28,424388.94,50035484,338117.4,353771.87,884400.62
"QUEENS","31ST ST","SUBWAY","2018/05/15","A",649990.91,290028.87,6094067.93,202519.98,445941.76,371499.75,680617.02,11105,970666.45,25966.69,900816.53,323469.52,50073352,223272.53,796000.63,239243.98
"BRONX","BRUCKNER BOULEVARD","SUBWAY","2018/05/15",,277868.38,408756.07,7541888.63,989910.1,816768.36,325423.46,646593.96,10461,299324.94,27252.91,830571.02,977167.24,41627341,431423.01,749147.92,788934.17
"BRONX","BRUCKNER BOULEVARD","SUBWAY","2018/05/15",,843123.99,418132.59,7564786.82,753797.87,997813.89,732712.72,329088.35,10461,597757.09,29896.26,645302.1,653708.36,41627341,458763.05,356552.68,778034.13
"QUEENS","31ST ST","SUBWAY","2018/05/15","A",961467.53,742696.83,9131161.32,958002.97,881076.61,730014.96,446407.73,11105,932816.35,17808.04,246464.69,740248.37,50073352,999077.61,808388.19,684499.48
"BRONX","BRUCKNER BOULEVARD","SUBWAY","2018/05/15",,353354.97,491648.06,6183411.62,770329.77,212186.81,871530.74,803094.23,10461,244455.91,21965.73,376171.26,540126.83,41627341,285057.55,526676.15,708779.34
"BRONX","E TREMONT AVE","SUBWAY","2018/05/15","A",200617.78,912368.13,6300048.07,496469.86,789488.8,335014.59,561595.34,10457,266751.29,17258.37,390512.4,963795.25,50008223,553766.75,323626.13,506041.75
"BRONX","BRUCKNER BOULEVARD","SUBWAY","2018/05/15",,423319.27,361207.41,7633547.18,791335.72,617855.45,680223.91,934651.01,10461,699886.81,19293.03,694917.19,702486.43,41627341,271385.95,585057.38,871220.65
"QUEENS","31ST ST","SUBWAY","2018/05/15","A",579607.88,657921.27,7948636.07,486635.24,461071.64,253574.07,912758.63,11105,979738.45,24124.94,840565.4,300764.52,50073352,993583.85,561630.18,920784.94
"QUEENS","126TH ST","SUBWAY","2016/05/16","A",576303.43,205634.94,6766483.14,638983.37,239199.51,426716.56,242207.4,11415,325181.85,22124.44,863505.94,884290.31,50011242,903347.06,888731.38,572381.39
"QUEENS","126TH ST","SUBWAY","2016/05/16","A",718759.86,494746.31,8909551.38,893524.09,913545.94,588506.3,786762.14,11415,631871.34,15648.99,952724.35,922062.43,50011242,331802.74,711198.05,964047.83
"MANHATTAN","PARK AVENUE SOUTH","SUBWAY","2017/05/16","A",572587.4,436433.13,7309881.45,959672.55,613737.52,860556.22,431303.34,10016,833854.59,26110.59,570379.7,474417.69,41468186,320136.11,946198.35,290604.85
"BRONX","WHITE PLAINS ROAD","SUBWAY","2017/05/16",,856360.91,390780.98,6821606.24,779835.38,580180.63,280322.59,721544.72,10462,389404.13,24231.76,720916.7,207392,41635314,703474.24,539422.74,651971.22
"MANHATTAN","PENN PLAZA","SUBWAY","2017/05/16","A",521584.29,935221.16,7700408.38,686604.72,382616.05,627059.16,601467.15,10119,825382.06,15811.88,577794.37,950825.55,41081943,255247.02,603070.9,733535.95
"QUEENS","GRAND AVENUE","SUBWAY","2017/05/16","A",438950.69,947908.74,8893381,617372.98,666416.61,790213.86,808690.69,11378,812062.62,17020.89,496790,666561.52,40930976,898942.05,776753.73,972717.51
"BRONX","WHITE PLAINS ROAD","SUBWAY","2017/05/16",,944371.26,626620.31,7178049.2,405511.82,427077.64,333363.48,603567.29,10462,297880.24,17773.32,758116.69,820876.2,41635314,686736.93,800557.31,473370.03
"QUEENS","GRAND AVENUE","SUBWAY","2017/05/16","A",332835.42,816641.74,7354670.84,841522.91,500617.99,718470.59,409382.93,11378,455702.4,27853.5,385171.53,674321.35,40930976,606211.66,768640.02,845152.3
"BRONX","WHITE PLAINS ROAD","SUBWAY","2017/05/16",,321992.24,241112.95,7461862.49,737082.1,317469.69,872247.51,522183.08,10462,457785,26476.98,807957.92,887995.8,41635314,921106.81,768573.8,606355.59
"MANHATTAN","PARK AVENUE SOUTH","SUBWAY","2017/05/16","A",366148.67,269175.3,7530955.12,499000.49,821910.17,949047.85,983329.77,10016,471682.44,15071.13,643440.75,249308.75,41468186,762428.28,792353.44,723129.21
"BROOKLYN","ROCKAWAY PARKWAY","SUBWAY","2018/05/16","A",482630.69,609349.64,7817009.62,675959.7,907955.17,320387.37,675838.95,11212,562784.74,20028.65,495311.85,433945.35,41179282,921992.93,907712.95,823140.28
"MANHATTAN","1 AVENUE","SUBWAY","2016/05/17",,830887.11,881357.26,8378804.43,952579.78,899958.8,684244.82,222346.1,10065,596640.5,28873.21,352929.3,631689.27,41272814,796381.48,611443.87,918346.14
"MANHATTAN","AVENUE OF AMERICAS","SUBWAY","2016/05/17","A",289579.82,797968.13,7891987.24,817067.9,982723.6,737501.91,938598.11,10019,958239.48,18559.37,289537.07,524499.16,41670967,460024.08,528680.81,567567.17
"QUEENS","LIBERTY AVE","SUBWAY","2016/05/17","A",422484.82,843442.4,7563819.2,779377.27,556700.72,827666.69,979203.23,11435,424929.92,23102.41,420606.11,605388.33,50017187,922597.52,409460.34,371961.85
"MANHATTAN","1 AVENUE","SUBWAY","2016/05/17",,689136.48,632947.97,7893653.53,562749.5,886149.91,491760.98,994990.37,10065,650401.38,23905.87,373550.65,426938.25,41272814,971091.91,346216.19,867719.94
"MANHATTAN","AVENUE OF AMERICAS","SUBWAY","2016/05/17","A",388746.65,797871.26,8378836.26,450619.07,368926.03,793481.67,721924.74,10019,730096.45,17833.14,899510.05,815646.91,41670967,919353.86,770644.81,722014.76
"MANHATTAN","1 AVENUE","SUBWAY","2016/05/17",,721404.93,448046.62,7017960.92,446645.35,431097.51,812839.45,600843.46,10065,915118.06,17543.72,686595.95,527521.04,41272814,691123.46,350742.45,385982.64
"MANHATTAN","1 AVENUE","SUBWAY","2016/05/17",,362754.34,523025.75,5926607.46,516709.51,339767.74,591729.02,816237.96,10065,404645.97,27919.26,326375.14,349086.12,41272814,665397.68,805826.84,225051.39
"MANHATTAN","LEXINGTON AVE","SUBWAY","2017/05/17","A",981233.09,886371.15,7727773.75,763295.35,892747.03,379217.25,293352.6,10035,559826.92,16648.36,403347.45,524048.95,50004411,763615.91,813353.12,467364.93
"BROOKLYN","5TH AVE","SUBWAY","2017/05/17","A",980161.4,603398.93,7995509.09,410023.15,978315.14,929119.69,583865,11215,563531.01,18061.53,687763.11,700879.21,50006968,258641.09,858529.68,441281.68
"BROOKLYN","5TH AVE","SUBWAY","2017/05/17","A",653465.91,944612.54,5798078.37,250569.95,557453.64,296334.89,563278.05,11215,390108.02,15397.58,307785.59,363213.02,50006968,396385.47,456007.15,618864.14
"MANHATTAN","LEXINGTON AVE","SUBWAY","2018/05/17","A",969644.28,845624.52,8232363.38,514980.08,503820.17,817025.33,658731.11,10035,990096.89,24809.67,676987.69,338481.37,50004411,707485.84,695566.49,513919.61
"MANHATTAN","LEXINGTON AVE","SUBWAY","2018/05/17","A",307080.79,230457.26,6297691.9,266482.53,565175.07,360019.07,652507.65,10035,947366.63,26626.21,927342.29,203232.47,50004411,473109.74,399552.43,965365.97
"QUEENS","JACKSON AVE","SUBWAY","2018/05/17",,872500.44,916369.14,7343559.5,703439.65,695764.01,744331.9,566901.41,11101,296663.59,15464.4,260222.03,812947.77,50042171,925697.02,319605.55,229116.99
"MANHATTAN","W 47TH ST","SUBWAY","2018/05/17","A",595809.4,436591.65,6197993.97,358711.74,496700.17,544738.26,202308.93,10036,752742.3,16942.96,669818.74,477539.55,50033230,246927.33,676066.22,740039.68
"QUEENS","JACKSON AVE","SUBWAY","2018/05/17",,681798.35,549453.79,7399303.78,252783.28,213905.63,607875.05,502654.04,11101,916224.4,26301.92,660163.77,773109.31,50042171,979131.33,532525.88,729678.95
"QUEENS","JACKSON AVE","SUBWAY","2018/05/17",,220931.61,923337.83,7361633.58,892318.85,297596.27,312978.54,923079.01,11101,415035.19,29151.97,522209.91,301427.72,50042171,832144.47,803910.3,916663.88
"MANHATTAN","W 47TH ST","SUBWAY","2018/05/17","A",975901.76,989195.86,7622662.22,435580.24,669914.46,553978.66,631043.49,10036,958255.8,24837.95,457466.89,449672.67,50033230,239437.08,625910.07,636305.24
"BRONX","MORRIS PARK AVENUE","SUBWAY","2017/05/18","A",789968.1,584368.37,6951956.48,203073.76,847530.46,354614.33,414926.87,10462,401363.16,22128.12,316435.93,807357.26,41258837,933701.61,358615.79,940000.84
"MANHATTAN","E 14TH ST","SUBWAY","2018/05/18","A",485957.66,263352.93,6326982.97,804085.5,293987.99,349907.13,644152.27,10003,385708.34,15497.71,760192.29,797957.81,50033839,292126.93,641895.29,607658.83
"MANHATTAN","BROADWAY","SUBWAY","2018/05/18","A",717225.64,506067.78,7328296.14,734708.67,898478.13,518722.54,846651.82,10007,603292.42,29030.85,695772.97,804850.33,41453657,228083.69,226995.18,547446.97
"BROOKLYN","SHEEPSHEAD BAY ROAD","SUBWAY","2015/05/19","A",785065.96,223184.35,8435601.6,849765.97,740848.64,809045.02,939040.03,11235,508710.35,27010.86,803525.82,392186.41,40966842,788427.91,982907.19,612893.95
"BROOKLYN","ATLANTIC AVENUE","SUBWAY","2016/05/19",,739751.66,344881.22,7776536.46,642984.86,923634.81,739365.17,734753.91,11217,591167.36,26005.09,533019.47,886052.21,41612195,880337.59,426361.34,334226.86
"STATEN ISLAND","BAY STREET","SUBWAY","2016/05/19",,802901.37,348417.39,6865908.31,499821.14,294851.09,683859.03,349607.85,10305,361107.06,19573.57,345246.43,974332.61,41195964,706237.94,655998.18,843528.22
"BROOKLYN","ATLANTIC AVENUE","SUBWAY","2016/05/19",,520178.96,355553.19,6592831.82,666930.13,924673.37,357525.29,467159.46,11217,543076.67,15131.46,553818.54,961896.72,41612195,378785.77,319232.66,544001.06
"STATEN ISLAND","BAY STREET","SUBWAY","2016/05/19",,829430.54,673921.39,7038803.03,254356.5,716720.46,799780.44,978111.49,10305,376253.4,15135.83,585555.96,771921.94,41195964,494689.12,214310.81,343750.98
"STATEN ISLAND","BAY STREET","SUBWAY","2016/05/19",,957234.37,742302.11,8026382.38,759060.75,915128.14,481633.55,508040.85,10305,329146.14,29445.94,439725.22,838755.03,41195964,744194.32,399195.64,911966.26
"MANHATTAN","E 14TH ST","SUBWAY","2017/05/19","A",454811.49,696703.65,7886014.82,628967.97,824053.38,714023.88,611012.14,10003,901012.23,17326.11,672634.33,728632.09,50033839,344378.88,839730.78,470054
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2016/05/02","A",762483.95,955624.01,8396025.84,750771.19,502580.19,693408.18,781637.1,11372,764359.87,19806.63,903267.94,719432.04,41414276,459951.6,728898.25,373611.52
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2016/05/02","A",295009.69,421503.42,7151733.53,257549.01,604226.77,999790.57,493644.22,11372,620521.39,15298.88,859895.5,814917.75,41414276,665219.13,693405.79,426050.29
"QUEENS","JAMAICA AVENUE","SUBWAY","2017/05/02",,924749.18,698799.32,6641706.76,851518.66,730390.22,261660.25,496482.08,11418,388286.65,19286.06,843184.51,237148.93,41519649,502339.15,451264.17,255883.64
"QUEENS","METROPOLITAN AVE","SUBWAY","2017/05/02",,339498.93,764769.13,6601092.89,392970.46,693852.79,365750.22,778371,11418,517830.56,25469.36,751062.48,482333.34,50037092,410299.4,775117.79,329236.79
"QUEENS","JAMAICA AVENUE","SUBWAY","2017/05/02",,206729.85,952110.41,6364996.84,328669.17,383697.4,867296.03,522811.82,11418,872469.81,25489.3,215304.58,654752.94,41519649,303127.81,497389.15,560637.87
"QUEENS","JAMAICA AVENUE","SUBWAY","2017/05/02",,968674.2,528546.6,7541046.01,479815.87,470738.64,697736.03,230423.18,11418,257672,17256.66,746231.04,735692.99,41519649,990843.14,976171.76,458500.56
"STATEN ISLAND","VICTORY BOULEVARD","SUBWAY","2015/05/20","A",855694.08,691140.89,5515302.24,237020.05,201729.99,351121.28,275229.9,10314,613417.77,16388.01,493620.47,825344.13,41021528,498126.02,221738.15,251119.51
"MANHATTAN","LEXINGTON AVE","SUBWAY","2015/05/20","A",430919.98,297236.86,6342413.02,274288.32,217910.51,624408.68,403424.71,10010,908007.19,25498.92,333537.71,773667.98,50035484,812233.07,341820.93,924957.08
"MANHATTAN","LEXINGTON AVE","SUBWAY","2015/05/20","A",444388.2,653180.07,6761847.12,223504.87,516287.51,547873.79,652697.41,10010,362537.3,15916.19,743868.95,634378.23,50035484,766640.27,375423.9,841066.62
"STATEN ISLAND","VICTORY BOULEVARD","SUBWAY","2015/05/20","A",633305.93,481881.41,6649790.95,451066.43,241324.51,815033,528497.91,10314,217083.04,25324.66,561985.1,773132.46,41021528,555494.4,884337.28,506649.48
"STATEN ISLAND","VICTORY BOULEVARD","SUBWAY","2015/05/20","A",522746.42,682295.19,7100360.39,296988.25,410818.98,525255.61,300414.14,10314,791338.89,27120.46,525080.77,944749.61,41021528,905083.11,588676.89,606912.53
"BROOKLYN","COURT ST","SUBWAY","2018/05/21",,504649.52,302108.86,7682032.82,971236.84,990444.85,974302.48,692429.31,11201,996092.64,20858.02,240697.4,358998.34,50039378,435995.64,511622.56,703454.38
"BRONX","EAST AVE","SUBWAY","2016/05/22","A",993560.11,997054.94,7463338.47,585717.13,270694.5,386639.75,670520.34,10462,377162.44,16488.86,388301.45,567754.17,50050160,694529.33,639408.79,891995.52
"BRONX","EAST AVE","SUBWAY","2016/05/22","A",855623.83,410473.97,7160342.46,695981.78,203504.7,881768.64,889644.38,10462,734555.64,23045.21,208864.79,597653.31,50050160,492448.82,779681.88,410140.72
"BRONX","EAST AVE","SUBWAY","2016/05/22","A",945873.01,972228.55,7105157.07,942311.45,326471,638530.42,341200.3,10462,406409.28,24115.41,734300.5,264248.9,50050160,484678.76,788271.22,260633.68
"BROOKLYN","SHEEPSHEAD BAY ROAD","SUBWAY","2017/05/22","A",669282.61,353649.86,7171769.34,787707.5,808038.38,433975.22,314939.3,11235,803314.83,23469.85,730487.73,501460.28,40966842,250344.12,811460.46,707109.05
"BROOKLYN","EAST NEW YORK AVENUE","SUBWAY","2017/05/22","A",432140.56,476887.22,6465081.89,318672.07,752728.94,699322.54,518702.34,11207,556046.75,17985.78,499672.76,497993.74,41704663,326056.45,463648.24,923210.28
"BROOKLYN","EAST NEW YORK AVENUE","SUBWAY","2017/05/22","A",318716.67,763666.94,6105039.81,565696.4,309568.3,711117.33,364226.63,11207,262903.13,25781.45,570986.36,463672.21,41704663,622382.97,895481.11,256621.76
"BROOKLYN","SHEEPSHEAD BAY ROAD","SUBWAY","2017/05/22","A",218555.09,989362.99,7865647.08,687895.72,873697.27,443499.3,897091.87,11235,672757.24,15269.12,700935.04,249456.31,40966842,283180.25,851722.26,997493.74
"BRONX","EAST  149 STREET","SUBWAY","2018/05/22",,863474.66,611576.58,8032709.29,838237.53,690928.41,922874.41,228447.29,10455,592302.32,23605.15,558706.14,609034.27,41382991,889656.3,487950.21,739521.17
