"Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2020-06-16","Scope 1","Data Center",20,100000,100000,100000,,,0,250000,100,,,15,,150,200000,150000,150000,
"2040-11-04","Scope 2","Private Jet",30,100000,,,,200000,,200000,350,250000,50000,20,150000,250,0,200000,,0
"2020-11-03","Scope 3","Private Jet",15,50000,200000,250000,,,90,150000,300,,,0,,100,150000,0,100000,
"2032-07-29","Scope 1","Private Jet",30,250000,0,50000,30,,,50000,50,0,0,,,200,250000,,,50000
"2023-10-14","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,200000,250000,200000,20,100000,,,150,,150000,30,0,150,100000,250000,,150000
"2030-12-12","Scope 2","Commercial Building",0,200000,200000,100000,40,150000,,150000,250,100000,200000,20,250000,200,50000,50000,,
"2028-03-06","Scope 1","Data Center",,150000,,0,50,50000,,50000,50,50000,250000,25,200000,200,0,100000,,200000
"2024-08-10","Scope 2","Fleet Vehicles",20,200000,50000,100000,0,250000,,100000,300,150000,100000,30,100000,150,200000,50000,,100000
"2034-07-28","Scope 3","Scope 3 Investments",15,250000,150000,150000,20,,,250000,200,250000,100000,,,200,,,,
"2027-10-24","Scope 3","Scope 3 Upstream Leased Assets",,100000,250000,50000,50,0,,,100,100000,250000,0,0,150,250000,0,,50000
"2039-12-26","Scope 1","Fleet Vehicles",0,50000,100000,100000,40,200000,,0,150,,50000,15,50000,250,150000,100000,,150000
"2038-06-24","Scope 2","Commercial Building",30,200000,0,150000,10,50000,,200000,350,200000,0,10,150000,250,100000,0,,200000
"2031-02-19","Scope 3","Scope 3 Processing Sold Products",10,150000,150000,0,,250000,,0,250,50000,,25,100000,150,150000,250000,,250000
"2025-03-31","Scope 2","Private Jet",20,200000,200000,250000,30,100000,,200000,100,0,200000,15,200000,150,0,150000,,100000
"2019-06-08","Scope 1","Fleet Vehicles",15,50000,,,,,20,50000,150,,,20,,250,50000,,250000,
"2022-05-18","Scope 3","Scope 3 Business Travel",15,100000,0,200000,0,150000,50,100000,350,150000,150000,10,250000,350,250000,50000,,0
"2029-08-02","Scope 2","Private Jet",30,150000,100000,150000,40,250000,,250000,200,50000,,30,150000,150,200000,100000,,200000
"2033-05-27","Scope 1","Data Center",,250000,50000,100000,50,100000,,,300,,50000,,50000,200,100000,200000,,0
"2026-12-08","Scope 2","Data Center",10,100000,250000,200000,,,,150000,50,100000,0,0,100000,150,,,,150000
"2035-05-30","Scope 1","Fleet Vehicles",0,200000,250000,0,30,200000,,200000,200,0,250000,,250000,200,250000,100000,,50000
"2037-11-02","Scope 3","Scope 3 Franchising",20,50000,150000,,20,50000,,50000,150,200000,100000,10,0,200,0,150000,,100000
"2021-06-22","Scope 1","Commercial Building",0,250000,,150000,,,90,,100,,,15,,300,,0,100000,
"2036-10-04","Scope 3","Scope 3 Purchased Goods Services",30,150000,200000,250000,0,0,,250000,250,150000,200000,20,200000,200,200000,50000,,
"2022-08-15","Scope 2","Private Jet",,250000,50000,50000,10,150000,70,0,300,250000,150000,30,,100,150000,200000,200000,250000
"2036-04-03","Scope 1","Data Center",20,50000,100000,150000,10,,,100000,350,150000,50000,0,250000,200,50000,250000,,0
"2025-10-11","Scope 3","Data Center",10,150000,0,0,,150000,,150000,50,,100000,25,200000,150,100000,100000,,200000
"2040-12-03","Scope 2","Commercial Building",15,200000,200000,150000,40,100000,,0,100,100000,,0,100000,250,150000,0,,150000
"2024-04-17","Scope 1","Fleet Vehicles",10,100000,50000,250000,0,50000,,250000,200,50000,200000,10,50000,150,250000,150000,,100000
"2027-05-03","Scope 2","Commercial Building",20,200000,0,150000,50,0,,200000,300,250000,0,15,0,150,200000,100000,,250000
"2039-06-17","Scope 3","Scope 3 Capital Goods",0,200000,,,30,200000,,,150,200000,250000,30,150000,200,50000,250000,,50000
"2026-08-05","Scope 1","Data Center",,200000,100000,100000,20,250000,,100000,50,0,150000,20,,200,0,,,
"2030-06-29","Scope 2","Fleet Vehicles",15,250000,150000,200000,0,,,150000,350,150000,200000,,250000,150,100000,100000,,200000
"2029-01-06","Scope 3","Fleet Vehicles",30,50000,250000,50000,30,0,,50000,250,0,100000,25,0,150,,150000,,150000
"2033-03-04","Scope 3","Scope 3 Downstream Transportation Distribution",30,100000,250000,250000,20,150000,,200000,150,100000,,30,100000,200,150000,200000,,0
"2028-02-01","Scope 2","Commercial Building",0,150000,150000,150000,,100000,,150000,300,250000,50000,20,150000,150,,50000,,250000
"2035-09-29","Scope 1","Private Jet",20,150000,100000,,50,50000,,100000,200,,150000,25,,200,200000,0,,50000
"2023-11-16","Scope 1","Private Jet",,100000,200000,100000,40,250000,,,350,50000,0,,200000,150,250000,50000,,
"2020-09-17","Scope 3","Commercial Building",15,250000,50000,50000,,,,50000,100,,,0,,200,50000,50000,250000,
"2032-07-10","Scope 2","Data Center",10,200000,,200000,10,200000,,250000,250,200000,250000,15,50000,200,100000,100000,,100000
"2037-08-03","Scope 2","Private Jet",30,150000,0,150000,0,100000,,0,50,250000,100000,10,150000,200,0,250000,,150000
"2021-10-09","Scope 1","Fleet Vehicles",10,50000,250000,0,,,30,100000,200,,,30,,250,,,50000,
"2019-02-07","Scope 3","Scope 3 Uncategorized Emissions",15,200000,50000,,,,0,,150,,,25,,150,100000,0,0,
"2034-10-29","Scope 3","Data Center",,250000,0,0,50,200000,,150000,300,200000,,15,50000,200,50000,200000,,200000
"2031-02-09","Scope 1","Commercial Building",20,50000,150000,200000,30,150000,,0,350,0,150000,,100000,150,150000,,,250000
"2038-04-14","Scope 2","Data Center",0,150000,100000,250000,40,250000,,50000,250,50000,200000,20,250000,200,0,150000,,0
"2028-11-06","Scope 3","Scope 3 Investments",15,100000,200000,50000,,,,200000,50,,50000,0,,150,200000,200000,,
"2033-11-17","Scope 2","Fleet Vehicles",0,250000,,150000,10,50000,,250000,100,150000,0,10,0,150,250000,150000,,100000
"2032-07-20","Scope 1","Private Jet",30,150000,0,100000,20,0,,,250,100000,250000,,200000,200,50000,50000,,50000
"2020-09-01","Scope 2","Data Center",20,50000,,0,,,20,250000,100,,,25,,350,250000,,150000,
"2021-08-15","Scope 1","Commercial Building",,200000,50000,250000,,,,0,50,,,20,,250,100000,0,50000,
"2040-04-10","Scope 3","Scope 3 Use of Sold Products",10,100000,150000,150000,0,100000,,200000,200,150000,0,30,50000,250,0,100000,,100000
"2036-10-12","Scope 2","Commercial Building",,200000,200000,150000,30,0,,100000,350,,150000,15,,200,150000,0,,
"2030-11-13","Scope 3","Private Jet",15,150000,100000,50000,10,,,150000,300,0,200000,0,250000,200,200000,250000,,50000
"2038-03-24","Scope 1","Private Jet",0,200000,250000,100000,,50000,,50000,150,250000,250000,10,150000,200,,,,150000
"2029-12-16","Scope 3","Scope 3 Purchased Goods Services",20,250000,0,200000,20,250000,,250000,200,200000,100000,,100000,150,50000,50000,,250000
"2026-01-01","Scope 1","Fleet Vehicles",30,50000,,,50,200000,,,150,100000,,25,200000,150,100000,150000,,0
"2037-10-20","Scope 2","Fleet Vehicles",10,100000,50000,50000,40,150000,,150000,100,50000,50000,20,0,250,,0,,200000
"2027-03-20","Scope 1","Private Jet",10,150000,150000,,0,50000,,200000,350,,150000,0,0,150,150000,100000,,100000
"2024-03-24","Scope 2","Data Center",15,250000,100000,150000,,250000,,100000,300,200000,200000,30,250000,150,250000,200000,,50000
"2031-10-23","Scope 3","Scope 3 Processing Sold Products",20,200000,200000,200000,50,200000,,50000,250,50000,50000,10,150000,150,0,150000,,250000
"2035-06-13","Scope 1","Data Center",30,50000,250000,250000,10,0,,0,50,250000,100000,15,,200,200000,250000,,150000
"2039-05-26","Scope 3","Scope 3 Employee Commuting",,100000,150000,100000,30,150000,,200000,300,100000,,25,50000,250,,50000,,
"2023-07-13","Scope 2","Commercial Building",0,150000,250000,100000,40,,,50000,250,150000,0,0,200000,150,100000,100000,,200000
"2025-07-30","Scope 3","Scope 3 Franchising",0,150000,,0,20,100000,,,50,0,250000,20,100000,150,50000,200000,,0
"2022-10-11","Scope 2","Fleet Vehicles",30,200000,50000,50000,,50000,50,0,350,0,50000,15,,300,150000,,150000,150000
"2019-05-28","Scope 1","Commercial Building",15,50000,100000,150000,,,30,150000,150,,,10,,200,250000,250000,200000,
"2034-11-12","Scope 3","Scope 3 Fuel and Energy-Related Activity",,250000,0,0,10,0,,100000,200,200000,0,30,0,200,200000,0,,50000
"2026-11-21","Scope 2","Private Jet",10,100000,200000,100000,50,250000,,250000,100,150000,100000,,200000,150,0,100000,,100000
"2036-04-17","Scope 1","Data Center",20,200000,,250000,20,,,100000,300,250000,150000,0,250000,200,100000,150000,,
"2040-12-03","Scope 2","Fleet Vehicles",30,50000,200000,200000,30,100000,,200000,200,,200000,25,150000,200,150000,100000,,0
"2031-09-21","Scope 1","Private Jet",15,250000,100000,,0,150000,,50000,250,50000,,15,100000,200,,,,200000
"2034-11-10","Scope 3","Scope 3 End-Life Treatment of Sold Product",0,150000,250000,100000,40,200000,,250000,150,100000,250000,30,50000,200,50000,50000,,250000
"2035-09-25","Scope 3","Scope 3 Upstream Leased Assets",10,100000,150000,250000,40,100000,,0,100,200000,,20,250000,200,0,150000,,200000
"2038-08-05","Scope 1","Commercial Building",20,200000,0,200000,50,0,,,50,,150000,,100000,250,200000,200000,,250000
"2023-10-26","Scope 2","Data Center",,100000,50000,,0,250000,,150000,350,100000,250000,10,,150,250000,250000,,50000
"2019-10-11","Scope 3","Fleet Vehicles",0,250000,100000,150000,,,90,150000,150,,,25,,150,0,0,0,
"2028-10-18","Scope 2","Commercial Building",10,200000,150000,100000,30,200000,,50000,300,50000,0,20,200000,200,50000,100000,,
"2027-01-25","Scope 1","Private Jet",20,150000,0,50000,10,150000,,0,200,150000,50000,30,0,150,100000,50000,,100000
"2030-11-17","Scope 1","Fleet Vehicles",15,50000,250000,0,20,50000,,,350,250000,200000,0,150000,150,250000,150000,,150000
"2039-12-24","Scope 2","Data Center",,50000,200000,200000,,,,200000,50,0,100000,15,50000,200,200000,150000,,0
"2025-06-02","Scope 3","Scope 3 Upstream Transportation Distribution",30,250000,50000,,30,,,250000,100,100000,,10,,150,150000,,,0
"2032-10-02","Scope 3","Scope 3 Capital Goods",10,200000,,0,20,250000,,100000,250,150000,0,,150000,150,,100000,,50000
"2029-08-22","Scope 2","Fleet Vehicles",20,150000,250000,100000,0,0,,250000,100,0,50000,20,0,200,200000,0,,200000
"2021-03-02","Scope 1","Private Jet",0,100000,50000,150000,,,70,150000,250,,,25,,100,150000,250000,,
"2024-07-16","Scope 3","Scope 3 Downstream Leased Assets",30,50000,,250000,50,100000,,,150,,100000,30,250000,150,50000,200000,,100000
"2037-04-25","Scope 2","Data Center",,150000,0,50000,40,50000,,0,200,200000,200000,15,200000,200,250000,150000,,
"2022-09-11","Scope 1","Commercial Building",15,200000,200000,250000,10,150000,0,50000,50,50000,150000,,100000,350,0,0,250000,250000
"2033-01-05","Scope 3","Scope 3 Business Travel",0,100000,150000,50000,,200000,,100000,350,250000,250000,10,50000,200,,250000,,150000
"2020-08-11","Scope 1","Commercial Building",15,250000,100000,150000,,,20,200000,300,,,0,,300,100000,100000,100000,
"2023-10-13","Scope 2","Private Jet",10,100000,,100000,10,,,200000,150,150000,0,10,200000,150,200000,,,200000
"2032-10-31","Scope 1","Fleet Vehicles",20,150000,0,,,200000,,,250,,250000,25,0,200,250000,150000,,
"2031-04-19","Scope 3","Scope 3 Waste Generated in Operations",,250000,100000,0,30,0,,150000,100,250000,200000,20,100000,150,0,50000,,250000
"2021-12-16","Scope 2","Fleet Vehicles",30,200000,150000,200000,,,0,0,350,,,,,150,150000,200000,150000,
"2026-08-27","Scope 1","Private Jet",15,50000,200000,,50,250000,,250000,200,100000,50000,30,50000,150,100000,50000,,50000
"2025-06-08","Scope 3","Scope 3 Upstream Leased Assets",0,100000,250000,200000,40,50000,,50000,50,200000,150000,15,,150,50000,200000,,0
"2036-04-22","Scope 2","Commercial Building",20,200000,50000,150000,20,150000,,100000,300,50000,,0,250000,200,,0,,100000
"2022-10-11","Scope 3","Scope 3 Downstream Leased Assets",10,250000,150000,50000,0,100000,90,50000,300,0,100000,30,150000,100,150000,0,250000,150000
"2029-12-12","Scope 1","Data Center",,150000,,0,40,100000,,200000,350,150000,50000,25,50000,150,50000,,,50000
"2037-05-29","Scope 2","Fleet Vehicles",30,50000,200000,150000,10,50000,,0,100,100000,150000,0,100000,200,250000,100000,,150000
"2034-12-20","Scope 3","Scope 3 Franchising",0,200000,100000,100000,50,150000,,250000,150,200000,,20,,200,,150000,,0
"2030-08-18","Scope 2","Data Center",30,100000,0,250000,0,,,150000,200,,0,15,200000,150,200000,250000,,200000
"2039-04-17","Scope 1","Commercial Building",15,150000,250000,250000,30,200000,,,250,50000,200000,,150000,250,0,50000,,
"2040-06-23","Scope 3","Scope 3 Processing Sold Products",,50000,50000,200000,20,250000,,100000,50,0,250000,10,0,250,100000,,,100000
"2020-05-12","Scope 2","Data Center",20,200000,150000,0,,,,50000,150,,,0,,250,250000,150000,,
"2038-01-31","Scope 1","Private Jet",10,250000,250000,,,0,,0,200,250000,100000,15,250000,200,0,0,,250000
"2019-12-23","Scope 1","Commercial Building",20,250000,0,50000,,,20,250000,250,,,,,200,,100000,0,
"2027-07-21","Scope 3","Scope 3 Employee Commuting",10,200000,50000,150000,10,200000,,150000,300,200000,50000,25,100000,150,150000,250000,,250000
"2028-04-29","Scope 2","Fleet Vehicles",15,150000,100000,100000,20,150000,,,350,100000,200000,10,50000,150,50000,200000,,
"2024-06-01","Scope 1","Private Jet",,100000,,250000,40,50000,,100000,50,150000,0,20,250000,150,200000,,,150000
"2033-11-26","Scope 3","Scope 3 Upstream Transportation Distribution",30,50000,200000,100000,30,,,200000,100,0,250000,30,,200,100000,250000,,100000
"2035-04-10","Scope 2","Data Center",0,200000,50000,0,0,250000,,0,250,50000,,15,200000,200,100000,200000,,0
"2021-02-16","Scope 1","Fleet Vehicles",30,100000,100000,150000,,,70,100000,150,,,25,,150,,,100000,
"2040-03-22","Scope 3","Scope 3 Capital Goods",15,250000,150000,200000,,0,,50000,350,250000,150000,30,150000,250,200000,100000,,50000
"2032-03-28","Scope 2","Commercial Building",10,200000,,150000,50,100000,,250000,100,,100000,10,0,200,50000,0,,200000
"2020-03-16","Scope 2","Private Jet",0,150000,250000,50000,,,30,150000,200,,,,,200,250000,0,50000,
"2024-04-13","Scope 3","Commercial Building",20,50000,0,,,50000,,,300,,50000,0,200000,150,0,150000,,
"2019-07-08","Scope 1","Fleet Vehicles",,100000,200000,100000,,,50,200000,50,,,20,,100,150000,,200000,
"2025-11-07","Scope 2","Data Center",0,200000,0,50000,40,0,,,100,250000,200000,25,50000,150,150000,50000,,250000
"2022-05-19","Scope 1","Private Jet",15,50000,50000,250000,20,150000,0,200000,150,150000,250000,15,150000,350,,150000,,100000
"2034-11-14","Scope 3","Scope 3 Investments",,150000,,0,0,100000,,250000,50,200000,0,30,0,200,100000,,,200000
"2035-09-09","Scope 2","Commercial Building",30,200000,150000,150000,30,200000,,100000,300,100000,,0,,200,200000,0,,50000
"2028-04-18","Scope 1","Fleet Vehicles",20,250000,100000,150000,10,,,150000,200,50000,150000,,250000,150,0,150000,,150000
"2033-09-19","Scope 3","Scope 3 Uncategorized Emissions",10,100000,250000,200000,50,250000,,0,350,0,100000,20,100000,200,50000,50000,,0
"2039-05-28","Scope 2","Commercial Building",10,200000,200000,150000,30,200000,,50000,250,250000,100000,10,,250,250000,0,,0
"2023-02-06","Scope 1","Data Center",15,250000,50000,,50,,,200000,200,,50000,0,50000,150,0,0,,200000
"2029-07-29","Scope 3","Data Center",20,150000,,0,,50000,,150000,50,100000,0,15,150000,200,250000,250000,,100000
"2037-03-14","Scope 1","Data Center",,200000,200000,50000,40,100000,,250000,350,200000,,25,100000,200,100000,200000,,
"2027-05-29","Scope 2","Fleet Vehicles",0,50000,250000,200000,10,250000,,50000,150,50000,250000,,250000,200,,100000,,150000
"2038-12-05","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,250000,100000,,20,0,,,100,150000,200000,30,0,250,50000,250000,,50000
"2030-09-22","Scope 2","Commercial Building",20,200000,150000,150000,0,150000,,100000,300,0,150000,10,200000,150,150000,100000,,250000
"2026-01-02","Scope 1","Private Jet",30,50000,0,250000,20,0,,0,250,200000,200000,20,,150,200000,150000,,250000
"2031-12-08","Scope 3","Scope 3 Purchased Goods Services",15,100000,,100000,40,200000,,,300,50000,50000,10,250000,150,250000,0,,0
"2036-03-17","Scope 2","Data Center",10,150000,250000,150000,30,150000,,150000,100,250000,0,0,200000,200,0,200000,,50000
"2020-03-26","Scope 1","Fleet Vehicles",0,200000,200000,0,,,70,250000,50,,,15,,250,,,250000,
"2026-12-17","Scope 3","Scope 3 Use of Sold Products",,100000,100000,150000,0,100000,,200000,350,150000,150000,25,150000,150,100000,,,200000
"2035-03-26","Scope 1","Commercial Building",30,200000,150000,200000,,250000,,50000,150,,,20,100000,200,200000,100000,,100000
"2034-03-18","Scope 2","Private Jet",,250000,0,50000,10,50000,,100000,200,100000,250000,30,50000,200,150000,50000,,
"2033-01-20","Scope 3","Private Jet",15,150000,50000,250000,50,,,0,250,0,100000,,0,150,50000,0,,150000
"2036-02-13","Scope 3","Scope 3 Waste Generated in Operations",20,50000,150000,100000,10,100000,,0,200,50000,100000,0,50000,250,200000,100000,,
"2030-05-14","Scope 1","Data Center",10,150000,200000,,,200000,,50000,300,,0,30,100000,150,,150000,,100000
"2025-10-13","Scope 2","Private Jet",0,250000,,100000,20,150000,,100000,100,250000,250000,25,,150,150000,200000,,0
"2024-10-30","Scope 3","Fleet Vehicles",,50000,50000,150000,50,50000,,200000,150,200000,,20,200000,150,0,250000,,50000
"2040-01-03","Scope 2","Fleet Vehicles",10,100000,250000,200000,30,0,,,350,100000,150000,15,250000,250,50000,50000,,150000
"2027-07-18","Scope 1","Private Jet",0,200000,0,0,40,250000,,150000,250,0,200000,,0,150,100000,,,250000
"2022-07-03","Scope 3","Scope 3 End-Life Treatment of Sold Product",30,200000,100000,250000,0,,30,250000,50,150000,50000,10,150000,300,250000,0,200000,200000
"2029-11-27","Scope 1","Data Center",15,100000,100000,,20,,,,50,150000,50000,15,250000,200,250000,150000,,50000
"2028-09-15","Scope 2","Fleet Vehicles",20,250000,,50000,40,0,,0,100,,250000,10,150000,150,150000,100000,,0
"2038-11-09","Scope 1","Commercial Building",20,50000,0,150000,50,150000,,50000,300,200000,0,30,,200,100000,,,250000
"2019-04-14","Scope 3","Scope 3 Downstream Transportation Distribution",,150000,50000,0,,,90,250000,200,,,20,,150,,50000,0,
"2039-11-26","Scope 2","Commercial Building",30,200000,250000,150000,0,50000,,150000,250,0,100000,0,0,200,0,0,,200000
"2023-02-28","Scope 1","Data Center",10,250000,150000,50000,30,100000,,200000,150,100000,150000,,100000,150,200000,200000,,
"2031-04-16","Scope 2","Private Jet",15,50000,200000,250000,10,200000,,100000,350,50000,,25,200000,200,50000,250000,,100000
"2032-01-16","Scope 3","Scope 3 Business Travel",0,100000,100000,200000,,250000,,150000,50,250000,200000,,50000,150,50000,0,,150000
"2021-11-07","Scope 2","Fleet Vehicles",0,200000,50000,100000,,,20,,300,,,10,,350,250000,50000,50000,
"2037-04-21","Scope 1","Commercial Building",10,150000,250000,,10,,,0,250,,100000,25,100000,250,0,100000,,50000
"2035-03-15","Scope 3","Scope 3 Upstream Transportation Distribution",30,150000,200000,,30,50000,,250000,350,250000,150000,15,150000,200,,,,250000
"2022-03-11","Scope 2","Private Jet",,250000,0,0,0,150000,,100000,200,0,250000,30,250000,250,100000,250000,100000,
"2025-07-02","Scope 3","Scope 3 Capital Goods",15,50000,,50000,,100000,,200000,100,200000,,20,50000,150,200000,200000,,0
"2021-11-16","Scope 1","Data Center",20,200000,150000,200000,,,50,50000,150,,,0,,300,150000,150000,150000,
"2033-05-11","Scope 1","Fleet Vehicles",10,100000,50000,250000,40,0,,,200,150000,0,,200000,200,50000,150000,,200000
"2039-03-11","Scope 2","Private Jet",15,100000,,100000,20,200000,,100000,150,50000,50000,25,0,250,,,,100000
"2038-09-13","Scope 3","Private Jet",0,200000,250000,150000,50,250000,,150000,100,100000,200000,20,,200,100000,150000,,150000
"2019-03-01","Scope 1","Commercial Building",20,50000,0,200000,,,20,0,250,,,0,,200,200000,250000,100000,
"2040-08-09","Scope 2","Data Center",,150000,150000,0,40,150000,,50000,350,100000,250000,15,,200,150000,100000,,250000
"2030-02-07","Scope 3","Scope 3 End-Life Treatment of Sold Product",30,250000,100000,50000,10,0,,200000,300,0,150000,30,0,150,250000,50000,,
"2031-01-20","Scope 2","Private Jet",30,100000,200000,100000,,100000,,250000,50,250000,100000,10,150000,200,0,200000,,50000
"2024-09-22","Scope 3","Scope 3 Fuel and Energy-Related Activity",20,250000,0,250000,20,50000,,250000,50,,200000,0,200000,150,100000,0,,0
"2020-01-26","Scope 1","Fleet Vehicles",,50000,150000,150000,,,0,150000,100,,,20,,100,,,50000,
"2029-09-06","Scope 3","Scope 3 Investments",0,200000,,,0,,,100000,350,200000,50000,15,50000,150,200000,250000,,200000
"2028-02-18","Scope 2","Data Center",10,150000,250000,200000,50,200000,,,300,50000,0,,100000,150,0,,,150000
"2023-05-06","Scope 1","Commercial Building",15,100000,200000,50000,30,250000,,200000,250,150000,,10,250000,150,50000,150000,,100000
"2032-06-06","Scope 3","Scope 3 Upstream Leased Assets",,250000,100000,150000,20,0,,50000,200,150000,250000,25,200000,150,150000,100000,,200000
"2026-07-17","Scope 2","Fleet Vehicles",15,150000,50000,250000,30,100000,,0,150,,150000,30,0,200,250000,0,,100000
"2034-03-10","Scope 1","Commercial Building",10,50000,0,0,40,50000,,,150,250000,50000,15,250000,150,150000,50000,,0
"2036-10-12","Scope 2","Data Center",30,200000,50000,100000,10,150000,,150000,300,50000,0,10,,200,50000,200000,,150000
"2027-10-22","Scope 1","Private Jet",20,200000,200000,,50,250000,,250000,250,0,,30,150000,150,200000,150000,,250000
"2037-03-07","Scope 3","Scope 3 Processing Sold Products",0,100000,250000,,,200000,,50000,200,200000,100000,,50000,200,250000,0,,50000
"2032-04-06","Scope 2","Fleet Vehicles",30,150000,100000,150000,0,,,100000,50,100000,200000,20,100000,200,0,100000,,
"2026-01-18","Scope 3","Scope 3 Uncategorized Emissions",,250000,150000,200000,0,50000,,200000,350,150000,0,25,0,150,,250000,,50000
"2023-03-05","Scope 1","Commercial Building",0,50000,,100000,30,,,0,100,200000,250000,0,,150,100000,,,250000
"2038-07-17","Scope 2","Data Center",10,150000,150000,250000,50,150000,,150000,300,,100000,30,100000,250,100000,200000,,
"2020-03-13","Scope 1","Fleet Vehicles",20,250000,200000,50000,,,30,100000,150,,,0,,250,200000,,250000,
"2040-02-12","Scope 3","Scope 3 Business Travel",15,200000,,0,20,0,,250000,50,0,50000,25,250000,250,50000,50000,,150000
"2036-03-16","Scope 2","Commercial Building",0,200000,250000,100000,40,200000,,50000,100,250000,,,150000,200,250000,0,,100000
"2030-05-03","Scope 1","Private Jet",10,100000,50000,150000,,250000,,0,350,100000,150000,20,200000,150,,,,200000
"2021-03-17","Scope 3","Scope 3 Use of Sold Products",20,50000,0,,,,,200000,250,,,15,,100,150000,50000,0,
"2029-05-12","Scope 2","Private Jet",30,150000,100000,0,10,100000,,,200,50000,200000,10,50000,200,0,0,,0
"2037-11-16","Scope 1","Fleet Vehicles",15,50000,0,200000,,150000,,200000,300,100000,250000,20,,200,0,100000,,50000
"2033-05-10","Scope 3","Scope 3 Downstream Transportation Distribution",,100000,50000,250000,10,50000,,,200,,150000,25,200000,200,100000,150000,,150000
"2034-10-13","Scope 1","Commercial Building",30,250000,250000,50000,40,100000,,250000,50,0,100000,0,50000,200,150000,200000,,100000
"2027-11-01","Scope 2","Private Jet",,200000,150000,100000,50,,,0,150,200000,0,30,0,150,50000,100000,,200000
"2022-04-28","Scope 3","Scope 3 Waste Generated in Operations",10,200000,200000,250000,20,0,90,150000,250,250000,200000,10,100000,300,200000,250000,200000,250000
"2039-05-07","Scope 2","Data Center",15,150000,,150000,30,200000,,100000,350,150000,50000,15,250000,200,250000,0,,
"2028-07-01","Scope 3","Scope 3 Purchased Goods Services",0,250000,100000,50000,0,250000,,50000,100,50000,,,150000,200,,200000,,0
"2035-09-15","Scope 1","Data Center",20,100000,200000,,,200000,,0,100,150000,50000,20,150000,200,150000,50000,,100000
"2031-06-17","Scope 1","Commercial Building",30,50000,,200000,20,150000,,,50,200000,,0,,150,250000,150000,,0
"2025-07-22","Scope 2","Fleet Vehicles",,150000,150000,100000,30,100000,,200000,200,100000,100000,10,100000,150,50000,,,250000
"2024-06-24","Scope 3","Scope 3 Downstream Leased Assets",10,200000,0,0,10,0,,250000,350,50000,200000,15,200000,150,200000,250000,,150000
"2019-03-02","Scope 2","Private Jet",15,250000,100000,150000,,,70,50000,150,,,,,200,0,100000,150000,
"2030-04-28","Scope 1","Fleet Vehicles",0,50000,250000,,50,,,150000,300,,0,25,250000,150,100000,150000,,50000
"2027-01-10","Scope 3","Fleet Vehicles",20,100000,50000,250000,40,250000,,100000,250,250000,150000,30,50000,150,,50000,,
"2035-02-17","Scope 3","Commercial Building",0,50000,250000,200000,0,50000,,0,250,0,250000,10,0,200,,100000,,200000
"2021-02-23","Scope 1","Data Center",30,100000,,0,,,50,,300,,,0,,150,0,150000,,
"2020-07-07","Scope 2","Private Jet",20,250000,100000,100000,,,20,150000,50,,,20,,350,150000,250000,250000,
"2025-08-06","Scope 1","Commercial Building",10,200000,0,50000,30,200000,,50000,150,50000,200000,15,100000,150,100000,0,,100000
"2023-02-01","Scope 2","Fleet Vehicles",,150000,200000,100000,40,50000,,250000,200,0,0,30,150000,150,250000,,,250000
"2022-08-30","Scope 3","Data Center",15,200000,50000,50000,,250000,50,200000,350,200000,50000,,0,150,200000,200000,50000,
"2039-03-17","Scope 2","Commercial Building",15,200000,150000,150000,0,150000,,100000,100,100000,100000,25,,250,50000,0,,0
"2032-08-26","Scope 1","Private Jet",,250000,0,200000,20,,,,100,150000,,0,200000,200,0,250000,,50000
"2033-03-14","Scope 3","Scope 3 Franchising",20,150000,50000,0,50,0,,250000,250,250000,250000,15,250000,150,250000,150000,,200000
"2029-07-26","Scope 1","Data Center",10,50000,150000,150000,10,100000,,150000,150,,150000,20,50000,150,50000,0,,150000
"2028-02-03","Scope 2","Data Center",30,100000,,250000,,150000,,100000,350,200000,150000,30,100000,150,100000,,,0
"2024-01-16","Scope 3","Scope 3 Employee Commuting",0,250000,100000,,50,250000,,50000,50,50000,250000,10,0,150,150000,50000,,100000
"2034-02-23","Scope 2","Fleet Vehicles",15,200000,250000,250000,40,0,,200000,300,0,50000,25,50000,200,,100000,,200000
"2031-08-27","Scope 1","Private Jet",10,150000,200000,100000,20,50000,,0,200,100000,,,200000,150,200000,200000,,
"2036-12-11","Scope 3","Scope 3 Use of Sold Products",20,100000,150000,,0,200000,,250000,200,,100000,,150000,200,150000,50000,,50000
"2037-11-16","Scope 3","Scope 3 Downstream Transportation Distribution",,50000,200000,150000,30,,,100000,350,150000,0,20,,200,0,0,,250000
