Account.CUSTOM2,Account.CUSTOM3,Account_SALES_REP,Account_CITY,Account_STATE,ActivityDate,ACCOUNT_ID,Account_CUSTOMER_SITE,Account_REGION,ActivityType,Account_COUNTRY,Account_POSTAL_CODE,Account_CUSTOMER,Week,Account_CUSTOM1,Activities,Account_LAT,Account_LONG,Offset,ExpertHours
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,27/12/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,9/1/16,LARGE CHAIN,4,40.71602,-73.9599,5356800,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/11/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,8/1/16,LARGE CHAIN,2,40.71602,-73.9599,8035200,2
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/11/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,8/1/16,LARGE CHAIN,10,40.71602,-73.9599,8035200,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/10/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,7/1/16,LARGE CHAIN,2,40.71602,-73.9599,10713600,11
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/10/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,7/1/16,LARGE CHAIN,7,40.71602,-73.9599,10713600,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/09/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,6/1/16,LARGE CHAIN,4,40.71602,-73.9599,13305600,16
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/09/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,6/1/16,LARGE CHAIN,11,40.71602,-73.9599,13305600,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/08/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,5/1/16,LARGE CHAIN,5,40.71602,-73.9599,15984000,5
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/08/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,5/1/16,LARGE CHAIN,10,40.71602,-73.9599,15984000,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,27/07/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,4/1/16,LARGE CHAIN,4,40.71602,-73.9599,18576000,15
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,27/07/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,4/1/16,LARGE CHAIN,4,40.71602,-73.9599,18576000,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/06/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,3/1/16,LARGE CHAIN,3,40.71602,-73.9599,21254400,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/06/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,3/1/16,LARGE CHAIN,8,40.71602,-73.9599,21254400,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,28/05/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,2/1/16,LARGE CHAIN,7,40.71602,-73.9599,23760000,3
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,28/05/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,2/1/16,LARGE CHAIN,4,40.71602,-73.9599,23760000,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,27/04/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,1/1/16,LARGE CHAIN,7,40.71602,-73.9599,26438400,12
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,27/04/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,1/1/16,LARGE CHAIN,8,40.71602,-73.9599,26438400,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,27/03/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,12/1/15,LARGE CHAIN,3,40.71602,-73.9599,29116800,3
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,27/03/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,12/1/15,LARGE CHAIN,11,40.71602,-73.9599,29116800,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,25/02/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,11/1/15,LARGE CHAIN,1,40.71602,-73.9599,31708800,16
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,25/02/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,11/1/15,LARGE CHAIN,5,40.71602,-73.9599,31708800,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,25/01/2019,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,10/1/15,LARGE CHAIN,5,40.71602,-73.9599,34387200,9
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,25/01/2019,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,10/1/15,LARGE CHAIN,5,40.71602,-73.9599,34387200,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/12/2018,A0122,Fare Merchants - Brooklyn,East,Email/Phone,United States,11249,Fare Merchants,9/1/15,LARGE CHAIN,1,40.71602,-73.9599,36979200,6
-10 to -20% Negative Growth,PRIME ONLY NO P4,Sal Lobaugh,Brooklyn,NY,26/12/2018,A0122,Fare Merchants - Brooklyn,East,Visit,United States,11249,Fare Merchants,9/1/15,LARGE CHAIN,9,40.71602,-73.9599,36979200,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/02/2020,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,11/1/16,LARGE CHAIN,7,33.21297,-118.2056,86400,13
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/02/2020,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,11/1/16,LARGE CHAIN,12,33.21297,-118.2056,86400,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/01/2020,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,10/1/16,LARGE CHAIN,6,33.21297,-118.2056,2764800,11
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/01/2020,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,10/1/16,LARGE CHAIN,3,33.21297,-118.2056,2764800,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,27/12/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,9/1/16,LARGE CHAIN,0,33.21297,-118.2056,5356800,3
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,27/12/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,9/1/16,LARGE CHAIN,7,33.21297,-118.2056,5356800,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/11/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,8/1/16,LARGE CHAIN,2,33.21297,-118.2056,8035200,20
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/11/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,8/1/16,LARGE CHAIN,12,33.21297,-118.2056,8035200,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/10/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,7/1/16,LARGE CHAIN,1,33.21297,-118.2056,10713600,17
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/10/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,7/1/16,LARGE CHAIN,12,33.21297,-118.2056,10713600,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/09/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,6/1/16,LARGE CHAIN,5,33.21297,-118.2056,13305600,13
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/09/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,6/1/16,LARGE CHAIN,0,33.21297,-118.2056,13305600,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/08/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,5/1/16,LARGE CHAIN,3,33.21297,-118.2056,15984000,14
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/08/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,5/1/16,LARGE CHAIN,9,33.21297,-118.2056,15984000,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,27/07/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,4/1/16,LARGE CHAIN,1,33.21297,-118.2056,18576000,12
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,27/07/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,4/1/16,LARGE CHAIN,10,33.21297,-118.2056,18576000,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/06/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,3/1/16,LARGE CHAIN,7,33.21297,-118.2056,21254400,18
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/06/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,3/1/16,LARGE CHAIN,5,33.21297,-118.2056,21254400,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,28/05/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,2/1/16,LARGE CHAIN,3,33.21297,-118.2056,23760000,1
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,28/05/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,2/1/16,LARGE CHAIN,0,33.21297,-118.2056,23760000,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,27/04/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,1/1/16,LARGE CHAIN,7,33.21297,-118.2056,26438400,6
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,27/04/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,1/1/16,LARGE CHAIN,10,33.21297,-118.2056,26438400,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,27/03/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,12/1/15,LARGE CHAIN,0,33.21297,-118.2056,29116800,6
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,27/03/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,12/1/15,LARGE CHAIN,5,33.21297,-118.2056,29116800,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,25/02/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,11/1/15,LARGE CHAIN,4,33.21297,-118.2056,31708800,16
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,25/02/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,11/1/15,LARGE CHAIN,2,33.21297,-118.2056,31708800,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,25/01/2019,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,10/1/15,LARGE CHAIN,7,33.21297,-118.2056,34387200,2
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,25/01/2019,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,10/1/15,LARGE CHAIN,3,33.21297,-118.2056,34387200,0
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/12/2018,A0123,Fare Merchants - Lakewood,West,Email/Phone,United States,2915,Fare Merchants,9/1/15,LARGE CHAIN,7,33.21297,-118.2056,36979200,11
-10 to -20% Negative Growth,PRIME ONLY NO P4,Chantelle Rep,Lakewood,CA,26/12/2018,A0123,Fare Merchants - Lakewood,West,Visit,United States,2915,Fare Merchants,9/1/15,LARGE CHAIN,4,33.21297,-118.2056,36979200,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/02/2020,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,11/1/16,LARGE CHAIN,5,37.90497,-122.0642,86400,14
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/02/2020,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,11/1/16,LARGE CHAIN,7,37.90497,-122.0642,86400,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/01/2020,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,10/1/16,LARGE CHAIN,1,37.90497,-122.0642,2764800,16
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/01/2020,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,10/1/16,LARGE CHAIN,2,37.90497,-122.0642,2764800,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,27/12/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,9/1/16,LARGE CHAIN,7,37.90497,-122.0642,5356800,9
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,27/12/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,9/1/16,LARGE CHAIN,5,37.90497,-122.0642,5356800,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/11/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,8/1/16,LARGE CHAIN,6,37.90497,-122.0642,8035200,5
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/11/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,8/1/16,LARGE CHAIN,0,37.90497,-122.0642,8035200,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/10/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,7/1/16,LARGE CHAIN,4,37.90497,-122.0642,10713600,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/10/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,7/1/16,LARGE CHAIN,0,37.90497,-122.0642,10713600,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/09/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,6/1/16,LARGE CHAIN,5,37.90497,-122.0642,13305600,3
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/09/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,6/1/16,LARGE CHAIN,1,37.90497,-122.0642,13305600,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/08/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,5/1/16,LARGE CHAIN,0,37.90497,-122.0642,15984000,10
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/08/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,5/1/16,LARGE CHAIN,1,37.90497,-122.0642,15984000,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,27/07/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,4/1/16,LARGE CHAIN,6,37.90497,-122.0642,18576000,6
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,27/07/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,4/1/16,LARGE CHAIN,3,37.90497,-122.0642,18576000,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/06/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,3/1/16,LARGE CHAIN,7,37.90497,-122.0642,21254400,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/06/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,3/1/16,LARGE CHAIN,10,37.90497,-122.0642,21254400,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,28/05/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,2/1/16,LARGE CHAIN,3,37.90497,-122.0642,23760000,17
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,28/05/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,2/1/16,LARGE CHAIN,3,37.90497,-122.0642,23760000,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,27/04/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,1/1/16,LARGE CHAIN,5,37.90497,-122.0642,26438400,15
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,27/04/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,1/1/16,LARGE CHAIN,7,37.90497,-122.0642,26438400,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,27/03/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,12/1/15,LARGE CHAIN,4,37.90497,-122.0642,29116800,19
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,27/03/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,12/1/15,LARGE CHAIN,6,37.90497,-122.0642,29116800,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,25/02/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,11/1/15,LARGE CHAIN,7,37.90497,-122.0642,31708800,7
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,25/02/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,11/1/15,LARGE CHAIN,12,37.90497,-122.0642,31708800,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,25/01/2019,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,10/1/15,LARGE CHAIN,6,37.90497,-122.0642,34387200,2
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,25/01/2019,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,10/1/15,LARGE CHAIN,6,37.90497,-122.0642,34387200,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/12/2018,A0124,Rondel Store - Walnut Creek,West,Email/Phone,United States,94596,Rondel,9/1/15,LARGE CHAIN,3,37.90497,-122.0642,36979200,0
20% Positive Growth,PRIME ONLY NO P4,Wendy West,Walnut Creek,CA,26/12/2018,A0124,Rondel Store - Walnut Creek,West,Visit,United States,94596,Rondel,9/1/15,LARGE CHAIN,6,37.90497,-122.0642,36979200,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/02/2020,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,11/1/16,LARGE CHAIN,4,43.09644,-74.4439,86400,8
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/02/2020,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,11/1/16,LARGE CHAIN,12,43.09644,-74.4439,86400,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/01/2020,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,10/1/16,LARGE CHAIN,1,43.09644,-74.4439,2764800,14
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/01/2020,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,10/1/16,LARGE CHAIN,6,43.09644,-74.4439,2764800,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,27/12/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,9/1/16,LARGE CHAIN,1,43.09644,-74.4439,5356800,7
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,27/12/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,9/1/16,LARGE CHAIN,5,43.09644,-74.4439,5356800,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/11/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,8/1/16,LARGE CHAIN,1,43.09644,-74.4439,8035200,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/11/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,8/1/16,LARGE CHAIN,11,43.09644,-74.4439,8035200,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/10/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,7/1/16,LARGE CHAIN,6,43.09644,-74.4439,10713600,4
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/10/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,7/1/16,LARGE CHAIN,7,43.09644,-74.4439,10713600,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/09/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,6/1/16,LARGE CHAIN,4,43.09644,-74.4439,13305600,7
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/09/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,6/1/16,LARGE CHAIN,2,43.09644,-74.4439,13305600,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/08/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,5/1/16,LARGE CHAIN,6,43.09644,-74.4439,15984000,8
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/08/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,5/1/16,LARGE CHAIN,4,43.09644,-74.4439,15984000,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,27/07/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,4/1/16,LARGE CHAIN,6,43.09644,-74.4439,18576000,11
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,27/07/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,4/1/16,LARGE CHAIN,4,43.09644,-74.4439,18576000,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/06/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,3/1/16,LARGE CHAIN,7,43.09644,-74.4439,21254400,15
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,26/06/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,3/1/16,LARGE CHAIN,10,43.09644,-74.4439,21254400,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,28/05/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,2/1/16,LARGE CHAIN,1,43.09644,-74.4439,23760000,5
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,28/05/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,2/1/16,LARGE CHAIN,8,43.09644,-74.4439,23760000,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,27/04/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,1/1/16,LARGE CHAIN,5,43.09644,-74.4439,26438400,10
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,27/04/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,1/1/16,LARGE CHAIN,3,43.09644,-74.4439,26438400,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,27/03/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,12/1/15,LARGE CHAIN,5,43.09644,-74.4439,29116800,12
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,27/03/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,12/1/15,LARGE CHAIN,0,43.09644,-74.4439,29116800,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,25/02/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,11/1/15,LARGE CHAIN,4,43.09644,-74.4439,31708800,2
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,25/02/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,11/1/15,LARGE CHAIN,12,43.09644,-74.4439,31708800,0
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,25/01/2019,A0125,Fare Merchants - Denver,East,Email/Phone,United States,92401,Fare Merchants,10/1/15,LARGE CHAIN,5,43.09644,-74.4439,34387200,20
Negative Growth over 20%,PRIME ONLY NO P4,John Central,Denver,NY,25/01/2019,A0125,Fare Merchants - Denver,East,Visit,United States,92401,Fare Merchants,10/1/15,LARGE CHAIN,1,43.09644,-74.4439,34387200,0
