"ProductFamily","OwnerName","AccountId","ProductName","Time","ParentName","PeriodEndDate","SalesAgreementName","Industry","StartDate","DerivedStatus","ValidFrom","ValidFromAux","IdValidFromToKey","SnapshotPeriod","IsLatestSnapshot","AccountProductPeriodForecastId","ForecastStatus","ExternalId","LastProcessedDate","AccountType","PeriodStartDate","ValidToAux","ValidTo","PeriodName","AccountName","ForecastedQuantity","ForecastedDailyQuantityBAdj","ForecastedQuantityFinal","Attainment","TopAgreements","ForecastedRevenue","ForecastedDailyQuantity","Years","ForecastedRevenueFinal","Plan","TopAccounts","UnitPrice","Price","Forecast","ForecastedDailyRevenueBAdj","Actual","ForecastedDailyRevenue"
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","GoBar Veggie Vegan","2022-10-07","Ohana Technologies","2021-11-01","Omega Incorporated Sales Agreement","Education","2022-10-07","Approved","2021-10-14","2021-10-06","Red Studio Designs-Trencher T60-Nov-21-2021-05-09-2021-05-25","May2","Yes","Red Studio Designs-Trencher T60-Nov-21","Active","Account.052","2021-09-27","Enterprise","2021-10-03","2021-11-04","2021-10-27","Sep-21","Omega Incorporated",2,0,2,108,0,5.98,0,6,19154,669,82000,2.99,2.99,574,600,620,638
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Tart Cherry/Sunflower","2021-03-20","Ohana Technologies","2020-03-31","Omega Incorporated Sales Agreement","Education","2021-03-20","Pending Approval","2020-03-27","2020-03-06","Red Studio Designs-Hammer H700-Dec-21-2021-07-19-2021-07-31","Jul2","Yes","Red Studio Designs-Hammer H700-Dec-21","Active","Account.052","2021-09-27","Enterprise","2020-03-04","2020-04-15","2020-04-13","Feb-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,20395,669,82000,2.99,2.99,575,575,621,680
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Apple Vegan","2021-06-01","Ohana Technologies","2020-06-01","Omega Incorporated Sales Agreement","Education","2021-06-01","Upcoming Renewal","2020-02-17","2020-05-05","Red Studio Designs-Pickup Broom PB200-Aug-21-2021-07-23-2021-08-03","Jul2","Yes","Red Studio Designs-Pickup Broom PB200-Aug-21","Expired","Account.052","2021-09-27","Enterprise","2020-05-03","2020-06-01","2020-03-05","Apr-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,25294,669,82000,2.99,2.99,576,750,622,843
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry High Protein","2022-01-28","Ohana Technologies","2021-02-01","Omega Incorporated Sales Agreement","Education","2022-01-28","Upcoming Renewal","2020-12-21","2021-01-05","Red Studio Designs-Compactor 9000-May-20-2020-03-13-2020-03-28","Mar","Yes","Red Studio Designs-Compactor 9000-May-20","Active","Account.052","2021-09-27","Enterprise","2021-01-02","2021-02-04","2021-01-13","Dec-20","Omega Incorporated",2,0,2,108,0,5.98,0,6,16716,669,82000,2.99,2.99,577,540,623,557
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Tart Cherry/Pistachio","2021-12-11","Ohana Technologies","2021-01-01","Omega Incorporated Sales Agreement","Education","2021-12-11","Approved","2020-12-10","2020-12-08","Red Studio Designs-Compactor 9500-Aug-20-2020-06-21-2020-07-17","Jun","Yes","Red Studio Designs-Compactor 9500-Aug-20","Active","Account.052","2021-09-27","Enterprise","2020-12-03","2021-01-06","2021-01-07","Nov-20","Omega Incorporated",2,0,2,108,0,5.98,0,6,25329,669,82000,2.99,2.99,577,867,623,844
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry High Protein","2022-02-20","Ohana Technologies","2021-03-04","Omega Incorporated Sales Agreement","Education","2022-02-20","Approved","2021-02-16","2021-02-06","Red Studio Designs-Compactor 9000-Oct-20-2020-08-31-2020-09-23","Aug","Yes","Red Studio Designs-Compactor 9000-Oct-20","Active","Account.052","2021-09-27","Enterprise","2021-02-02","2021-03-09","2021-03-06","Jan-21","Omega Incorporated",2,0,2,108,0,5.98,0,6,15425,669,82000,2.99,2.99,578,540,624,514
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Chicken Paleo","2022-07-29","Ohana Technologies","2021-08-01","Omega Incorporated Sales Agreement","Education","2022-07-29","Pending Approval","2021-07-03","2021-07-04","Red Studio Designs-Ripper 37-Jul-21-2021-07-10-2021-07-31","Jul2","Yes","Red Studio Designs-Ripper 37-Jul-21","Expired","Account.052","2021-09-27","Enterprise","2021-07-03","2021-08-02","2021-07-23","Jun-21","Omega Incorporated",7,0,7,108,0,34.93,0,6,15674,669,82000,4.99,4.99,578,467,624,522
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Chicken Paleo","2022-03-01","Ohana Technologies","2021-03-04","Omega Incorporated Sales Agreement","Education","2022-03-01","Upcoming Renewal","2021-01-27","2021-02-04","Red Studio Designs-Ripper 37-Jul-20-2020-07-23-2020-08-09","Jul","Yes","Red Studio Designs-Ripper 37-Jul-20","Active","Account.052","2021-09-27","Enterprise","2021-02-02","2021-03-08","2021-02-24","Jan-21","Omega Incorporated",7,0,7,108,0,34.93,0,6,16085,669,82000,4.99,4.99,579,467,625,536
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Cranberry/Bison Paleo","2022-01-08","Ohana Technologies","2021-02-01","Omega Incorporated Sales Agreement","Education","2022-01-08","Pending Approval","2021-01-30","2021-01-11","Red Studio Designs-Pulverizer P10-Aug-20-2020-07-28-2020-08-08","Jul","Yes","Red Studio Designs-Pulverizer P10-Aug-20","Expired","Account.052","2021-09-27","Enterprise","2021-01-02","2021-02-11","2021-02-28","Dec-20","Omega Incorporated",4,0,4,108,0,19.96,0,6,21147,669,82000,4.99,4.99,580,600,626,705
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Chai","2022-05-28","Ohana Technologies","2021-06-01","Omega Incorporated Sales Agreement","Education","2022-05-28","Upcoming Renewal","2021-01-27","2021-05-09","Red Studio Designs-Ripper 27-Jan-21-2021-01-10-2021-01-28","Jan2","Yes","Red Studio Designs-Ripper 27-Jan-21","Expired","Account.052","2021-09-27","Enterprise","2021-05-03","2021-06-02","2021-02-17","Apr-21","Omega Incorporated",13,0,12,108,0,24.6,0,6,12698,669,82000,2.05,2.05,580,433,626,423
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Green Tea","2022-03-28","Ohana Technologies","2021-04-01","Omega Incorporated Sales Agreement","Education","2022-03-28","Upcoming Renewal","2020-11-28","2021-03-13","Red Studio Designs-Hammer H500-Nov-21-2021-09-17-2021-10-11","Sep2","Yes","Red Studio Designs-Hammer H500-Nov-21","Active","Account.052","2021-09-27","Enterprise","2021-03-05","2021-04-09","2020-12-11","Feb-21","Omega Incorporated",4,0,4,108,0,8.2,0,6,17618,669,82000,2.05,2.05,581,560,627,587
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Bison Paleo","2021-02-18","Ohana Technologies","2020-03-03","Omega Incorporated Sales Agreement","Education","2021-02-18","Upcoming Renewal","2020-02-27","2020-02-04","Red Studio Designs-Ripper 19-Aug-21-2021-05-23-2021-06-04","May2","Yes","Red Studio Designs-Ripper 19-Aug-21","Expired","Account.052","2021-09-27","Enterprise","2020-02-02","2020-03-11","2020-03-24","Jan-20","Omega Incorporated",16,1,15,108,0,74.85,1,6,14915,669,82000,4.99,4.99,581,427,627,497
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Pistachio","2022-09-02","Ohana Technologies","2021-10-02","Omega Incorporated Sales Agreement","Education","2022-09-02","Pending Approval","2021-09-01","2021-09-09","Red Studio Designs-Sweeper S1000-Aug-21-2021-07-07-2021-08-01","Jul2","Yes","Red Studio Designs-Sweeper S1000-Aug-21","Expired","Account.052","2021-09-27","Enterprise","2021-09-02","2021-10-03","2021-09-17","Aug-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,25426,669,82000,2.99,2.99,581,750,628,848
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Chicken Paleo","2022-05-08","Ohana Technologies","2021-06-01","Omega Incorporated Sales Agreement","Education","2022-05-08","Pending Approval","2021-02-09","2021-05-05","Red Studio Designs-Ripper 37-Feb-20-2020-02-26-2020-03-11","Feb","Yes","Red Studio Designs-Ripper 37-Feb-20","Active","Account.052","2021-09-27","Enterprise","2021-05-03","2021-06-05","2021-03-07","Apr-21","Omega Incorporated",7,0,7,108,0,34.93,0,6,13412,669,82000,4.99,4.99,582,467,628,447
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Mixed Berry","2021-11-20","Ohana Technologies","2020-12-02","Omega Incorporated Sales Agreement","Education","2021-11-20","Upcoming Renewal","2020-11-19","2020-11-11","Red Studio Designs-Ripper 34-Nov-20-2020-11-26-2020-12-21","Nov","Yes","Red Studio Designs-Ripper 34-Nov-20","Active","Account.052","2021-09-27","Enterprise","2020-11-02","2020-12-11","2020-12-18","Oct-20","Omega Incorporated",10,0,9,108,0,26.91,0,6,14406,669,82000,2.99,2.99,582,450,628,480
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Pistachio","2022-12-24","Ohana Technologies","2022-01-01","Omega Incorporated Sales Agreement","Education","2022-12-24","Approved","2022-01-01","2021-12-04","Red Studio Designs-Pickup Broom PB100-Feb-21-2021-01-02-2021-01-20","Jan2","Yes","Red Studio Designs-Pickup Broom PB100-Feb-21","Active","Account.052","2021-09-27","Enterprise","2021-12-03","2022-01-03","2022-01-16","Nov-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,22580,669,82000,2.99,2.99,582,690,628,753
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Blueberry/Bison Paleo","2021-12-12","Ohana Technologies","2021-01-01","Omega Incorporated Sales Agreement","Education","2021-12-12","Pending Approval","2020-11-03","2020-12-09","Red Studio Designs-Utility Broom UB1000-Jan-20-2020-01-15-2020-02-11","Jan","Yes","Red Studio Designs-Utility Broom UB1000-Jan-20","Expired","Account.052","2021-09-27","Enterprise","2020-12-03","2021-01-12","2020-11-21","Nov-20","Omega Incorporated",4,0,4,108,0,19.96,0,6,18838,669,82000,4.99,4.99,583,600,630,628
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Cranberry/Bison Paleo","2021-02-18","Ohana Technologies","2020-03-03","Omega Incorporated Sales Agreement","Education","2021-02-18","Pending Approval","2020-02-15","2020-02-03","Red Studio Designs-Pulverizer P10-Jun-20-2020-01-24-2020-02-13","Jan","Yes","Red Studio Designs-Pulverizer P10-Jun-20","Expired","Account.052","2021-09-27","Enterprise","2020-02-02","2020-03-14","2020-03-02","Jan-20","Omega Incorporated",4,0,4,108,0,19.96,0,6,19969,669,82000,4.99,4.99,584,600,630,666
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Pistachio","2023-01-18","Ohana Technologies","2022-02-01","Omega Incorporated Sales Agreement","Education","2023-01-18","Approved","2021-11-03","2022-01-09","Red Studio Designs-Sweeper S1000-Nov-20-2020-10-08-2020-11-07","Oct","Yes","Red Studio Designs-Sweeper S1000-Nov-20","Active","Account.052","2021-09-27","Enterprise","2022-01-02","2022-02-15","2021-11-16","Dec-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,24486,669,82000,2.99,2.99,584,750,631,816
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry High Protein","2021-09-02","Ohana Technologies","2020-10-02","Omega Incorporated Sales Agreement","Education","2021-09-02","Pending Approval","2020-07-09","2020-09-07","Red Studio Designs-Compactor 9000-Jul-20-2020-07-25-2020-08-09","Jul","Yes","Red Studio Designs-Compactor 9000-Jul-20","Active","Account.052","2021-09-27","Enterprise","2020-09-02","2020-10-09","2020-08-06","Aug-20","Omega Incorporated",2,0,2,108,0,5.98,0,6,15420,669,82000,2.99,2.99,585,540,632,514
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Tart Cherry/Pistachio","2021-05-05","Ohana Technologies","2020-06-01","Omega Incorporated Sales Agreement","Education","2021-05-05","Approved","2020-06-01","2020-05-05","Red Studio Designs-Compactor 9500-Aug-21-2021-05-26-2021-06-20","May2","Yes","Red Studio Designs-Compactor 9500-Aug-21","Active","Account.052","2021-09-27","Enterprise","2020-05-03","2020-06-10","2020-06-12","Apr-20","Omega Incorporated",2,0,2,108,0,5.98,0,6,25819,669,82000,2.99,2.99,585,867,632,861
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Green Tea","2021-08-21","Ohana Technologies","2020-09-01","Omega Incorporated Sales Agreement","Education","2021-08-21","Pending Approval","2020-04-24","2020-08-05","Red Studio Designs-Hammer H500-Nov-20-2020-09-23-2020-10-05","Sep","Yes","Red Studio Designs-Hammer H500-Nov-20","Expired","Account.052","2021-09-27","Enterprise","2020-08-02","2020-09-12","2020-05-17","Jul-20","Omega Incorporated",4,0,4,108,0,8.2,0,6,18524,669,82000,2.05,2.05,586,560,633,617
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Bison Paleo","2021-07-17","Ohana Technologies","2020-08-01","Omega Incorporated Sales Agreement","Education","2021-07-17","Upcoming Renewal","2020-07-23","2020-07-10","Red Studio Designs-Ripper 19-Sep-20-2020-05-11-2020-06-09","May","Yes","Red Studio Designs-Ripper 19-Sep-20","Expired","Account.052","2021-09-27","Enterprise","2020-07-03","2020-08-01","2020-08-18","Jun-20","Omega Incorporated",16,1,16,108,0,79.84,1,6,15108,669,82000,4.99,4.99,587,427,634,504
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Mixed Berry","2022-04-12","Ohana Technologies","2021-05-02","Omega Incorporated Sales Agreement","Education","2022-04-12","Pending Approval","2021-03-30","2020-04-06","Red Studio Designs-Ripper 34-May-21-2021-05-07-2021-05-25","May2","Yes","Red Studio Designs-Ripper 34-May-21","Active","Account.052","2021-09-27","Enterprise","2020-04-02","2021-05-07","2021-04-19","Mar-20","Omega Incorporated",10,0,9,108,0,26.91,0,6,14673,669,82000,2.99,2.99,587,450,634,489
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2021-03-28","Ohana Technologies","2020-03-31","Omega Incorporated Sales Agreement","Education","2021-03-28","Upcoming Renewal","2020-03-31","2020-03-12","Red Studio Designs-Trencher T36-May-20-2020-02-25-2020-03-10","Feb","Yes","Red Studio Designs-Trencher T36-May-20","Expired","Account.052","2021-09-27","Enterprise","2020-03-04","2020-04-11","2020-04-16","Feb-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,20204,669,82000,2.99,2.99,588,600,635,673
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Chicken Paleo","2022-12-02","Ohana Technologies","2021-12-02","Omega Incorporated Sales Agreement","Education","2022-12-02","Approved","2021-10-18","2021-11-05","Red Studio Designs-Ripper 37-May-20-2020-02-22-2020-03-07","Feb","Yes","Red Studio Designs-Ripper 37-May-20","Active","Account.052","2021-09-27","Enterprise","2021-11-02","2021-12-11","2021-11-09","Oct-21","Omega Incorporated",7,0,7,108,0,34.93,0,6,16135,669,82000,4.99,4.99,589,467,636,538
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Chai","2021-12-09","Ohana Technologies","2021-01-01","Omega Incorporated Sales Agreement","Education","2021-12-09","Upcoming Renewal","2020-09-30","2020-12-10","Red Studio Designs-Ripper 27-Dec-20-2020-12-14-2020-12-25","Dec","Yes","Red Studio Designs-Ripper 27-Dec-20","Active","Account.052","2021-09-27","Enterprise","2020-12-03","2021-01-04","2020-10-21","Nov-20","Omega Incorporated",13,0,12,108,0,24.6,0,6,13635,669,82000,2.05,2.05,589,433,636,455
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Pistachio","2022-07-04","Ohana Technologies","2021-08-01","Omega Incorporated Sales Agreement","Education","2022-07-04","Upcoming Renewal","2021-02-27","2021-07-04","Red Studio Designs-Pickup Broom PB100-Jun-20-2020-03-25-2020-04-22","Mar","Yes","Red Studio Designs-Pickup Broom PB100-Jun-20","Expired","Account.052","2021-09-27","Enterprise","2021-07-03","2021-08-02","2021-03-27","Jun-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,24244,669,82000,2.99,2.99,589,690,636,808
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Tart Cherry/Pistachio","2022-05-11","Ohana Technologies","2021-06-01","Omega Incorporated Sales Agreement","Education","2022-05-11","Approved","2021-01-06","2021-05-08","Red Studio Designs-Compactor 9500-Feb-21-2020-11-25-2020-12-12","Nov","Yes","Red Studio Designs-Compactor 9500-Feb-21","Expired","Account.052","2021-09-27","Enterprise","2021-05-03","2021-06-07","2021-01-30","Apr-21","Omega Incorporated",2,0,2,108,0,5.98,0,6,28670,669,82000,2.99,2.99,590,867,637,956
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2021-10-30","Ohana Technologies","2020-11-01","Omega Incorporated Sales Agreement","Education","2021-10-30","Upcoming Renewal","2020-09-18","2020-10-11","Red Studio Designs-Trencher T36-Aug-21-2021-05-23-2021-06-10","May2","Yes","Red Studio Designs-Trencher T36-Aug-21","Expired","Account.052","2021-09-27","Enterprise","2020-10-03","2020-11-02","2020-10-16","Sep-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,19039,669,82000,2.99,2.99,590,600,637,635
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2021-03-12","Ohana Technologies","2020-03-31","Omega Incorporated Sales Agreement","Education","2021-03-12","Upcoming Renewal","2020-04-01","2020-03-09","Red Studio Designs-Trencher T36-Jul-20-2020-07-05-2020-07-20","Jul","Yes","Red Studio Designs-Trencher T36-Jul-20","Active","Account.052","2021-09-27","Enterprise","2020-03-04","2020-04-06","2020-04-13","Feb-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,18285,669,82000,2.99,2.99,590,600,638,610
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2021-10-21","Ohana Technologies","2020-11-01","Omega Incorporated Sales Agreement","Education","2021-10-21","Upcoming Renewal","2020-10-14","2020-10-06","Red Studio Designs-Trencher T36-Feb-20-2020-02-27-2020-03-13","Feb","Yes","Red Studio Designs-Trencher T36-Feb-20","Expired","Account.052","2021-09-27","Enterprise","2020-10-03","2020-11-04","2020-11-04","Sep-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,21222,803,82000,2.99,2.99,689,600,744,707
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Pistachio","2022-05-08","Ohana Technologies","2021-06-01","Omega Incorporated Sales Agreement","Education","2022-05-08","Upcoming Renewal","2020-09-06","2021-05-04","Red Studio Designs-Pickup Broom PB100-Mar-20-2021-02-25-2021-03-20","Feb2","Yes","Red Studio Designs-Pickup Broom PB100-Mar-20","Expired","Account.052","2021-09-27","Enterprise","2021-05-03","2021-06-01","2020-09-29","Apr-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,22947,803,82000,2.99,2.99,689,690,744,765
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2021-09-12","Ohana Technologies","2020-10-02","Omega Incorporated Sales Agreement","Education","2021-09-12","Approved","2020-06-01","2020-09-02","Red Studio Designs-Trencher T36-Aug-20-2020-06-08-2020-06-27","Jun","Yes","Red Studio Designs-Trencher T36-Aug-20","Active","Account.052","2021-09-27","Enterprise","2020-09-02","2020-10-09","2020-06-19","Aug-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,21043,803,82000,2.99,2.99,689,600,745,701
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Mixed Berry","2022-06-21","Ohana Technologies","2021-07-02","Omega Incorporated Sales Agreement","Education","2022-06-21","Pending Approval","2020-08-13","2021-06-12","Red Studio Designs-Ripper 34-Feb-20-2020-02-29-2020-03-12","Feb","Yes","Red Studio Designs-Ripper 34-Feb-20","Active","Account.052","2021-09-27","Enterprise","2021-06-02","2021-07-11","2020-09-07","May-21","Omega Incorporated",11,0,11,108,0,32.89,0,6,17181,803,82000,2.99,2.99,690,495,745,573
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Cranberry/Chicken Paleo","2022-02-18","Ohana Technologies","2021-03-04","Omega Incorporated Sales Agreement","Education","2022-02-18","Upcoming Renewal","2021-01-01","2021-02-04","Red Studio Designs-Trencher T48-Jan-20-2020-01-06-2020-01-23","Jan","Yes","Red Studio Designs-Trencher T48-Jan-20","Active","Account.052","2021-09-27","Enterprise","2021-02-02","2021-03-11","2021-01-16","Jan-21","Omega Incorporated",3,0,3,108,0,14.97,0,6,20097,803,82000,4.99,4.99,690,640,745,670
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Chicken Paleo","2021-03-18","Ohana Technologies","2020-03-31","Omega Incorporated Sales Agreement","Education","2021-03-18","Upcoming Renewal","2020-03-18","2020-03-09","Red Studio Designs-Ripper 37-Jan-20-2020-01-25-2020-02-19","Jan","Yes","Red Studio Designs-Ripper 37-Jan-20","Active","Account.052","2021-09-27","Enterprise","2020-03-04","2020-04-15","2020-04-17","Feb-20","Omega Incorporated",8,0,8,108,0,39.92,0,6,15422,803,82000,4.99,4.99,692,533,748,514
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Mixed Berry","2022-11-15","Ohana Technologies","2021-12-02","Omega Incorporated Sales Agreement","Education","2022-11-15","Approved","2021-09-25","2021-11-10","Red Studio Designs-Ripper 34-Sep-21-2021-09-09-2021-09-29","Sep2","Yes","Red Studio Designs-Ripper 34-Sep-21","Expired","Account.052","2021-09-27","Enterprise","2021-11-02","2021-12-10","2021-10-10","Oct-21","Omega Incorporated",11,0,10,108,0,29.9,0,6,15084,803,82000,2.99,2.99,693,495,749,503
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2022-05-02","Ohana Technologies","2021-05-02","Omega Incorporated Sales Agreement","Education","2022-05-02","Upcoming Renewal","2020-11-08","2020-04-09","Red Studio Designs-Trencher T36-Feb-21-2021-02-20-2021-03-07","Feb2","Yes","Red Studio Designs-Trencher T36-Feb-21","Expired","Account.052","2021-09-27","Enterprise","2020-04-02","2021-05-02","2020-12-04","Mar-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,21239,803,82000,2.99,2.99,694,600,749,708
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry Vegan","2022-10-07","Ohana Technologies","2021-11-01","Omega Incorporated Sales Agreement","Education","2022-10-07","Upcoming Renewal","2021-08-13","2021-10-04","Red Studio Designs-Backhoe Attachment R1-Jul-20-2020-03-13-2020-03-29","Mar","Yes","Red Studio Designs-Backhoe Attachment R1-Jul-20","Active","Account.052","2021-09-27","Enterprise","2021-10-03","2021-11-07","2021-09-03","Sep-21","Omega Incorporated",2,0,2,108,0,5.98,0,6,38272,803,82000,2.99,2.99,696,1300,752,1276
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","GoBar Veggie Vegan","2023-01-19","Ohana Technologies","2022-02-01","Omega Incorporated Sales Agreement","Education","2023-01-19","Upcoming Renewal","2021-12-16","2022-01-07","Red Studio Designs-Trencher T60-Sep-21-2021-08-27-2021-09-19","Aug2","Yes","Red Studio Designs-Trencher T60-Sep-21","Active","Account.052","2021-09-27","Enterprise","2022-01-02","2022-02-04","2022-01-11","Dec-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,32115,803,82000,2.99,2.99,698,900,754,1071
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Chai","2022-03-07","Ohana Technologies","2021-04-01","Omega Incorporated Sales Agreement","Education","2022-03-07","Pending Approval","2021-03-25","2021-03-05","Red Studio Designs-Ripper 27-Jul-20-2020-07-28-2020-08-22","Jul","Yes","Red Studio Designs-Ripper 27-Jul-20","Active","Account.052","2021-09-27","Enterprise","2021-03-05","2021-04-11","2021-04-20","Feb-21","Omega Incorporated",15,1,15,108,0,30.75,1,6,17513,803,82000,2.05,2.05,699,500,754,584
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2021-08-21","Ohana Technologies","2020-09-01","Omega Incorporated Sales Agreement","Education","2021-08-21","Approved","2020-07-18","2020-08-06","Red Studio Designs-Trencher T36-Nov-21-2021-08-15-2021-09-07","Aug2","Yes","Red Studio Designs-Trencher T36-Nov-21","Active","Account.052","2021-09-27","Enterprise","2020-08-02","2020-09-01","2020-08-02","Jul-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,20770,803,82000,2.99,2.99,699,600,755,692
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Sunflower","2022-12-21","Ohana Technologies","2022-01-01","Omega Incorporated Sales Agreement","Education","2022-12-21","Pending Approval","2021-06-01","2021-12-07","Red Studio Designs-Compactor 3500-Apr-20-2020-02-10-2020-02-21","Feb","Yes","Red Studio Designs-Compactor 3500-Apr-20","Active","Account.052","2021-09-27","Enterprise","2021-12-03","2022-01-07","2021-06-24","Nov-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,19159,803,82000,2.99,2.99,700,575,756,639
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Apple Vegan","2022-12-23","Ohana Technologies","2022-01-01","Omega Incorporated Sales Agreement","Education","2022-12-23","Approved","2021-11-16","2021-12-03","Red Studio Designs-Pickup Broom PB200-Jan-20-2020-01-14-2020-02-13","Jan","Yes","Red Studio Designs-Pickup Broom PB200-Jan-20","Active","Account.052","2021-09-27","Enterprise","2021-12-03","2022-01-11","2021-12-13","Nov-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,26140,803,82000,2.99,2.99,701,750,757,871
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Cranberry/Bison Paleo","2022-05-06","Ohana Technologies","2021-06-01","Omega Incorporated Sales Agreement","Education","2022-05-06","Upcoming Renewal","2021-06-01","2021-05-06","Red Studio Designs-Pulverizer P10-Nov-21-2021-09-22-2021-10-16","Sep2","Yes","Red Studio Designs-Pulverizer P10-Nov-21","Active","Account.052","2021-09-27","Enterprise","2021-05-03","2021-06-03","2021-06-23","Apr-21","Omega Incorporated",4,0,4,108,0,19.96,0,6,19683,803,82000,4.99,4.99,701,600,757,656
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Blueberry/Chicken Paleo","2021-10-02","Ohana Technologies","2020-10-02","Omega Incorporated Sales Agreement","Education","2021-10-02","Upcoming Renewal","2020-06-24","2020-09-06","Red Studio Designs-Pulverizer P20-Nov-21-2021-10-15-2021-11-11","Oct2","Yes","Red Studio Designs-Pulverizer P20-Nov-21","Active","Account.052","2021-09-27","Enterprise","2020-09-02","2020-10-06","2020-07-23","Aug-20","Omega Incorporated",4,0,4,108,0,19.96,0,6,22269,803,82000,4.99,4.99,702,633,758,742
