"Driver_Development","Account_ID","Fleet","Parent_Parent_AccountParents","Color","Parent_BillingCountry","Parent_Id","Service","Date","Segment","Design","Year","Model","Country","Stage","Account_Name","Parent_AccountName","Engine","Revenue","CSAT"
"TRUE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","White","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-04-01 00:00:00","Construction","Amsterdam","2018.00","MTK1000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",70000,8
"TRUE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Red","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2018-04-01 00:00:00","Logistics","Amsterdam","2018.00","KIM4000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",70000,9
"FALSE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Red","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-04-01 00:00:00","Logistics","Stockholm","2018.00","BAY2000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",75000,9
"FALSE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","3y Extended Warranty ","2018-04-01 00:00:00","Logistics","Oslo","2018.00","BAY2000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Hybrid",70000,7
"TRUE","0011U000009j7aGQAQ","Large","0011U000009j7aGQAQ","Black","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2018-04-01 00:00:00","Logistics","Amsterdam","2018.00","WES6000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",65000,7
"FALSE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-04-01 00:00:00","Construction","Brussels","2018.00","BAY2000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",65000,8
"FALSE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Black","Sweden","0011U000009j7b4QAA","5y Maintenance Service","2018-04-01 00:00:00","Construction","Oslo","2018.00","MTK1000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",70000,5
"TRUE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-04-01 00:00:00","Logistics","Helsinki","2018.00","WES6000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",70000,9
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2018-04-01 00:00:00","Logistics","Oslo","2018.00","SYL6800","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",65000,7
"FALSE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Red","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2018-04-01 00:00:00","Logistics","Oslo","2018.00","BAY2000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",65000,9
"TRUE","0011U000009j7aFQAQ","Small","0011U000009j7aFQAQ","Black","Germany","0011U000009j7aFQAQ","Fleet Management","2018-04-01 00:00:00","Construction","Copenhagen","2018.00","BAY2000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",75000,8
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","Fleet Management","2018-04-01 00:00:00","Logistics","Amsterdam","2018.00","BAY2000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",45000,7
"FALSE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","Black","Netherlands","0011U000009j7aHQAQ","3y Extended Warranty ","2018-04-01 00:00:00","Logistics","Amsterdam","2018.00","SYL6800","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Hybrid",65000,7
"FALSE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","Blue","Netherlands","0011U000009j7aHQAQ","3y Extended Warranty ","2018-04-01 00:00:00","Logistics","Oslo","2018.00","BAY2000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",65000,7
"FALSE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","White","Germany","0011U000009j7aFQAQ","Fleet Management","2018-04-01 00:00:00","Construction","Oslo","2018.00","WES6000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",55000,8
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","Fleet Management","2018-04-01 00:00:00","Logistics","Brussels","2018.00","SYL6800","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",90000,7
"FALSE","0011U000009j7aFQAQ","Small","0011U000009j7aFQAQ","White","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-04-01 00:00:00","Construction","Helsinki","2018.00","WES6000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",85000,8
"FALSE","0011U000009j7aFQAQ","Small","0011U000009j7aFQAQ","White","Germany","0011U000009j7aFQAQ","Fleet Management","2018-04-01 00:00:00","Construction","Stockholm","2018.00","BAY2000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",65000,8
"TRUE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","Blue","Netherlands","0011U000009j7aHQAQ","3y Extended Warranty ","2018-04-01 00:00:00","Logistics","Oslo","2018.00","WES6000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Hybrid",70000,7
"TRUE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Red","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2018-04-01 00:00:00","Logistics","Oslo","2018.00","NOH1500","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",95000,9
"FALSE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","Fleet Management","2018-04-01 00:00:00","Construction","Stockholm","2018.00","SYL6800","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",60000,5
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Blue","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-04-01 00:00:00","Construction","Brussels","2018.00","NOH1500","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",100000,8
"FALSE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2018-04-01 00:00:00","Logistics","Copenhagen","2018.00","MTK1000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Combustion",45000,9
"FALSE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Black","Germany","0011U000009j7aFQAQ","Fleet Management","2018-05-01 00:00:00","Construction","Stockholm","2018.00","WES6000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",65000,8
"FALSE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Blue","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Stockholm","2018.00","MTK1000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Combustion",45000,9
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Red","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-05-01 00:00:00","Construction","Brussels","2018.00","SYL6800","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",85000,8
"FALSE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Silver","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2018-05-01 00:00:00","Logistics","Amsterdam","2018.00","BAY2000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",45000,9
"FALSE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","Blue","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-05-01 00:00:00","Construction","Amsterdam","2018.00","KIM4000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",95000,8
"FALSE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","Blue","Sweden","0011U000009j7b4QAA","Fleet Management","2018-05-01 00:00:00","Construction","Brussels","2018.00","WES6000","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",70000,5
"FALSE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","Fleet Management","2018-05-01 00:00:00","Logistics","Brussels","2018.00","NOH1500","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",90000,7
"TRUE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","White","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2018-05-01 00:00:00","Construction","Copenhagen","2018.00","WES6000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",55000,5
"FALSE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Brussels","2018.00","NOH1500","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",80000,9
"FALSE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","White","Sweden","0011U000009j7b4QAA","Fleet Management","2018-05-01 00:00:00","Construction","Oslo","2018.00","BAY2000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",70000,5
"FALSE","0011U000009j7aFQAQ","Small","0011U000009j7aFQAQ","White","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-05-01 00:00:00","Construction","Helsinki","2018.00","BAY2000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",60000,8
"TRUE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","White","Germany","0011U000009j7aFQAQ","Fleet Management","2018-05-01 00:00:00","Construction","Stockholm","2018.00","MTK1000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",70000,8
"TRUE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Red","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Stockholm","2018.00","BAY2000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",100000,9
"TRUE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Helsinki","2018.00","KIM4000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",80000,9
"TRUE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Red","Sweden","0011U000009j7b4QAA","5y Maintenance Service","2018-05-01 00:00:00","Construction","Copenhagen","2018.00","SYL6800","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",65000,5
"FALSE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","Fleet Management","2018-05-01 00:00:00","Logistics","Brussels","2018.00","KIM4000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",55000,7
"TRUE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Blue","Sweden","0011U000009j7b4QAA","Fleet Management","2018-05-01 00:00:00","Construction","Amsterdam","2018.00","KIM4000","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",45000,5
"FALSE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2018-05-01 00:00:00","Logistics","Stockholm","2018.00","BAY2000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",50000,9
"TRUE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Black","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2018-05-01 00:00:00","Construction","Copenhagen","2018.00","WES6000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",85000,5
"TRUE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","Black","Netherlands","0011U000009j7aHQAQ","5y Extended Warranty","2018-05-01 00:00:00","Logistics","Copenhagen","2018.00","BAY2000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Hybrid",75000,7
"TRUE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","Red","Netherlands","0011U000009j7aHQAQ","3y Maintenance Service","2018-05-01 00:00:00","Logistics","Helsinki","2018.00","BAY2000","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Hybrid",65000,7
"FALSE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","Red","Netherlands","0011U000009j7aHQAQ","5y Maintenance Service","2018-05-01 00:00:00","Logistics","Stockholm","2018.00","KIM4000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",75000,7
"FALSE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Black","Germany","0011U000009j7aFQAQ","5y Maintenance Service","2018-05-01 00:00:00","Construction","Helsinki","2018.00","MTK1000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Electric",55000,8
"TRUE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","White","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2018-05-01 00:00:00","Logistics","Stockholm","2018.00","SYL6800","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",45000,9
"TRUE","0011U000009j7aGQAQ","Large","0011U000009j7aGQAQ","Black","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2018-05-01 00:00:00","Logistics","Amsterdam","2018.00","WES6000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",85000,7
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","Fleet Management","2018-05-01 00:00:00","Logistics","Brussels","2018.00","MTK1000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",65000,7
"FALSE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2018-05-01 00:00:00","Logistics","Brussels","2018.00","MTK1000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",55000,7
"FALSE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","White","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Helsinki","2018.00","WES6000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",70000,9
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2018-05-01 00:00:00","Logistics","Brussels","2018.00","MTK1000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",60000,7
"FALSE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","5y Maintenance Service","2018-05-01 00:00:00","Logistics","Brussels","2018.00","BAY2000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Hybrid",70000,7
"TRUE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Blue","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2018-05-01 00:00:00","Logistics","Stockholm","2018.00","WES6000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",85000,9
"FALSE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Red","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Brussels","2018.00","BAY2000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",60000,9
"TRUE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Red","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2018-05-01 00:00:00","Logistics","Copenhagen","2018.00","WES6000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",100000,7
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","5y Maintenance Service","2018-05-01 00:00:00","Construction","Oslo","2018.00","BAY2000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Electric",70000,8
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-05-01 00:00:00","Construction","Oslo","2018.00","KIM4000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Electric",65000,8
"FALSE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","White","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Oslo","2018.00","BAY2000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",60000,9
"FALSE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","5y Extended Warranty","2018-05-01 00:00:00","Logistics","Oslo","2018.00","MTK1000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Hybrid",65000,7
"TRUE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Helsinki","2018.00","MTK1000","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Electric",90000,7
"FALSE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Red","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2018-05-01 00:00:00","Logistics","Copenhagen","2018.00","NOH1500","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",65000,7
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","White","Belgium","0011U000009j7aGQAQ","Fleet Management","2018-05-01 00:00:00","Logistics","Amsterdam","2018.00","WES6000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",65000,7
"FALSE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","Black","Germany","0011U000009j7aFQAQ","Fleet Management","2018-05-01 00:00:00","Construction","Stockholm","2018.00","KIM4000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",55000,8
"TRUE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","Blue","Netherlands","0011U000009j7aHQAQ","3y Maintenance Service","2018-05-01 00:00:00","Logistics","Oslo","2018.00","NOH1500","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Combustion",70000,7
"TRUE","0011U000009j7aFQAQ","Small","0011U000009j7aFQAQ","Blue","Germany","0011U000009j7aFQAQ","Fleet Management","2018-05-01 00:00:00","Construction","Oslo","2018.00","WES6000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Electric",60000,8
"FALSE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","Fleet Management","2018-05-01 00:00:00","Logistics","Amsterdam","2018.00","SYL6800","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",70000,7
"FALSE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","Blue","Germany","0011U000009j7aFQAQ","Fleet Management","2018-05-01 00:00:00","Construction","Helsinki","2018.00","KIM4000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",60000,8
"FALSE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","Black","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2018-05-01 00:00:00","Construction","Copenhagen","2018.00","MTK1000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",65000,5
"FALSE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Red","Belgium","0011U000009j7aGQAQ","Fleet Management","2018-05-01 00:00:00","Logistics","Oslo","2018.00","NOH1500","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",70000,7
"TRUE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2018-05-01 00:00:00","Construction","Helsinki","2018.00","NOH1500","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",75000,5
"TRUE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","White","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2018-05-01 00:00:00","Construction","Oslo","2018.00","BAY2000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",95000,5
"FALSE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","Black","Sweden","0011U000009j7b4QAA","5y Maintenance Service","2018-05-01 00:00:00","Construction","Helsinki","2018.00","SYL6800","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",100000,5
"FALSE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","Fleet Management","2018-05-01 00:00:00","Construction","Brussels","2018.00","BAY2000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",60000,5
"FALSE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","3y Maintenance Service","2018-05-01 00:00:00","Logistics","Brussels","2018.00","MTK1000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Hybrid",65000,7
"FALSE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Helsinki","2018.00","MTK1000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",70000,9
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Blue","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-05-01 00:00:00","Construction","Brussels","2018.00","SYL6800","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",70000,8
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Blue","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2018-05-01 00:00:00","Construction","Oslo","2018.00","SYL6800","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Electric",65000,8
"FALSE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Black","Sweden","0011U000009j7b4QAA","5y Maintenance Service","2018-05-01 00:00:00","Construction","Helsinki","2018.00","NOH1500","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",60000,5
"FALSE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Silver","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Brussels","2018.00","NOH1500","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Combustion",80000,9
"TRUE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","Black","Netherlands","0011U000009j7aHQAQ","3y Extended Warranty ","2018-05-01 00:00:00","Logistics","Copenhagen","2018.00","NOH1500","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",65000,7
"FALSE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2018-05-01 00:00:00","Logistics","Copenhagen","2018.00","KIM4000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",70000,7
"TRUE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","White","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2018-05-01 00:00:00","Construction","Brussels","2018.00","MTK1000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",70000,5
"TRUE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Black","Sweden","0011U000009j7b4QAA","Fleet Management","2018-05-01 00:00:00","Construction","Helsinki","2018.00","KIM4000","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",90000,5
"FALSE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","5y Maintenance Service","2018-05-01 00:00:00","Construction","Oslo","2018.00","MTK1000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",60000,5
"TRUE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","5y Maintenance Service","2018-05-01 00:00:00","Construction","Stockholm","2018.00","BAY2000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",70000,8
"TRUE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","Silver","Netherlands","0011U000009j7aHQAQ","Fleet Management","2018-05-01 00:00:00","Logistics","Oslo","2018.00","KIM4000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",60000,7
"FALSE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","Fleet Management","2018-05-01 00:00:00","Construction","Brussels","2018.00","WES6000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",65000,5
"FALSE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2018-05-01 00:00:00","Construction","Helsinki","2018.00","KIM4000","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",50000,5
"FALSE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Blue","Sweden","0011U000009j7b4QAA","Fleet Management","2018-05-01 00:00:00","Construction","Copenhagen","2018.00","WES6000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",75000,5
"TRUE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","Fleet Management","2018-05-01 00:00:00","Construction","Copenhagen","2018.00","NOH1500","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",65000,5
"TRUE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2018-05-01 00:00:00","Construction","Helsinki","2018.00","BAY2000","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",95000,5
"FALSE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","Black","Netherlands","0011U000009j7aHQAQ","3y Maintenance Service","2018-05-01 00:00:00","Logistics","Helsinki","2018.00","SYL6800","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Combustion",60000,7
