"ProductName","WorkOrderId","ProductConsumedNumber","QuantityUnitOfMeasure","Id","QuantityConsumed"
"Mounting System","0WO2X000000w90VWAQ","PC-1083",,"0Gv2X000000DoUvSAK",1
"Small Turbine","0WO2X000000w90WWAQ","PC-1084",,"0Gv2X000000DoUwSAK",1
"Power Inverter","0WO2X000000w92sWAA","PC-1088",,"0Gv2X000000DoUxSAK",1
"Battery, High Capacity","0WO2X000000w95aWAA","PC-1090",,"0Gv2X000000DoUySAK",1
"Product A","0WO2X000000w8z6WAA","PC-1092",,"0Gv2X000000DoUzSAK",1
"Power Inverter","0WO2X000000w8z7WAA","PC-1095",,"0Gv2X000000DoV0SAK",1
"Battery, High Capacity","0WO2X000000w8xoWAA","PC-1097",,"0Gv2X000000DoV1SAK",1
"Battery, Low Capacity","0WO2X000000w8xpWAA","PC-1099",,"0Gv2X000000DoV2SAK",1
"Power Inverter","0WO2X000000w8xqWAA","PC-1102",,"0Gv2X000000DoV3SAK",1
"Installation Services","0WO2X000000w8xrWAA","PC-1103",,"0Gv2X000000DoV4SAK",1
"Mounting System","0WO2X000000w8xDWAQ","PC-1106",,"0Gv2X000000DoV5SAK",1
"Fuses (Set of 4)","0WO2X000000w8xEWAQ","PC-1110",,"0Gv2X000000DoV6SAK",1
"Connector Cables","0WO2X000000w8xsWAA","PC-1114","Each","0Gv2X000000DoV7SAK",1
"Battery, Low Capacity","0WO2X000000w8xtWAA","PC-1116",,"0Gv2X000000DoV8SAK",1
"Intelligent Optimization Service License","0WO2X000000w8xuWAA","PC-1117",,"0Gv2X000000DoV9SAK",1
"Mounting System","0WO2X000000w8xvWAA","PC-1120",,"0Gv2X000000DoVASA0",1
"Starter Kit","0WO2X000000w96XWAQ","PC-1123",,"0Gv2X000000DoVBSA0",1
"Power Inverter","0WO2X000000w93FWAQ","PC-1127",,"0Gv2X000000DoVCSA0",1
"Product A","0WO2X000000w96YWAQ","PC-1128",,"0Gv2X000000DoVDSA0",1
"Battery, Low Capacity","0WO2X000000w96ZWAQ","PC-1129",,"0Gv2X000000DoVESA0",1
"Product A","0WO2X000000w8wHWAQ","PC-1137",,"0Gv2X000000DoVFSA0",1
"Maintenance Contract","0WO2X000000w93GWAQ","PC-1139",,"0Gv2X000000DoVGSA0",1
"Power Inverter","0WO2X000000w93HWAQ","PC-1142",,"0Gv2X000000DoVHSA0",1
"Power Inverter","0WO2X000000w96bWAA","PC-1143",,"0Gv2X000000DoVISA0",1
"Battery, Low Capacity","0WO2X000000w96aWAA","PC-1145",,"0Gv2X000000DoVJSA0",1
"Intelligent Optimization Service License","0WO2X000000w8wKWAQ","PC-1150",,"0Gv2X000000DoVKSA0",1
"Battery, Low Capacity","0WO2X000000w8wLWAQ","PC-1152",,"0Gv2X000000DoVLSA0",1
"Product A","0WO2X000000w96cWAA","PC-1156",,"0Gv2X000000DoVMSA0",1
"Product C","0WO2X000000w96dWAA","PC-1158",,"0Gv2X000000DoVNSA0",1
"Battery, High Capacity","0WO2X000000w8wIWAQ","PC-1160",,"0Gv2X000000DoVOSA0",1
"Energy Meter","0WO2X000000w8wMWAQ","PC-1163",,"0Gv2X000000DoVPSA0",1
"Product C","0WO2X000000w8wOWAQ","PC-1164",,"0Gv2X000000DoVQSA0",1
"Energy Meter","0WO2X000000w8wPWAQ","PC-1167",,"0Gv2X000000DoVRSA0",1
"Battery, Low Capacity","0WO2X000000w93IWAQ","PC-1168",,"0Gv2X000000DoVSSA0",1
"Battery, High Capacity","0WO2X000000w93JWAQ","PC-1169",,"0Gv2X000000DoVTSA0",1
"Mounting System","0WO2X000000w8wJWAQ","PC-1173",,"0Gv2X000000DoVUSA0",1
"Remote Monitoring Subscription","0WO2X000000w8x7WAA","PC-1175",,"0Gv2X000000DoVVSA0",1
"Starter Kit","0WO2X000000w8x8WAA","PC-1176",,"0Gv2X000000DoVWSA0",1
"Mounting System","0WO2X000000w96tWAA","PC-1181",,"0Gv2X000000DoVXSA0",1
"Large Turbine","0WO2X000000w8wQWAQ","PC-1185",,"0Gv2X000000DoVYSA0",1
"Battery, High Capacity","0WO2X000000w8wRWAQ","PC-1186",,"0Gv2X000000DoVZSA0",1
"Battery, High Capacity","0WO2X000000w8wSWAQ","PC-1189",,"0Gv2X000000DoVaSAK",1
"Large Turbine","0WO2X000000w8xCWAQ","PC-1191",,"0Gv2X000000DoVbSAK",1
"Product A","0WO2X000000w8x9WAA","PC-1192",,"0Gv2X000000DoVcSAK",1
"Product A","0WO2X000000w8xAWAQ","PC-1194",,"0Gv2X000000DoVdSAK",1
"Battery, High Capacity","0WO2X000000w8xBWAQ","PC-1195",,"0Gv2X000000DoVeSAK",1
"Fuses (Set of 4)","0WO2X000000w8xnWAA","PC-1197",,"0Gv2X000000DoVfSAK",1
"Connector Cables","0WO2X000000w8wTWAQ","PC-1198","Each","0Gv2X000000DoVgSAK",1
"Battery, High Capacity","0WO2X000000w94LWAQ","PC-1213",,"0Gv2X000000DoVhSAK",1
"Energy Meter","0WO2X000000w95eWAA","PC-1215",,"0Gv2X000000DoViSAK",1
"Mounting System","0WO2X000000w95dWAA","PC-1216",,"0Gv2X000000DoVjSAK",1
"Battery, Low Capacity","0WO2X000000w96IWAQ","PC-1221",,"0Gv2X000000DoVkSAK",1
"Fuses (Set of 4)","0WO2X000000w94MWAQ","PC-1229",,"0Gv2X000000DoVlSAK",1
"Power Inverter","0WO2X000000w95fWAA","PC-1232",,"0Gv2X000000DoVmSAK",1
"Mounting System","0WO2X000000w96HWAQ","PC-1235",,"0Gv2X000000DoVnSAK",1
"Maintenance Contract","0WO2X000000w94NWAQ","PC-1237",,"0Gv2X000000DoVoSAK",1
"Mounting System","0WO2X000000w96JWAQ","PC-1239",,"0Gv2X000000DoVpSAK",1
"Battery, Low Capacity","0WO2X000000w96KWAQ","PC-1241",,"0Gv2X000000DoVqSAK",1
"Energy Meter","0WO2X000000w96LWAQ","PC-1242",,"0Gv2X000000DoVrSAK",1
"Battery, High Capacity","0WO2X000000w8yOWAQ","PC-1254",,"0Gv2X000000DoVsSAK",1
"Battery, Low Capacity","0WO2X000000w8wVWAQ","PC-1257",,"0Gv2X000000DoVtSAK",1
"Battery, Low Capacity","0WO2X000000w8zpWAA","PC-1258",,"0Gv2X000000DoVuSAK",1
"Battery, Low Capacity","0WO2X000000w915WAA","PC-1259",,"0Gv2X000000DoVvSAK",1
"Battery, Low Capacity","0WO2X000000w8z3WAA","PC-1260",,"0Gv2X000000DoVwSAK",1
"Battery, Low Capacity","0WO2X000000w91xWAA","PC-1261",,"0Gv2X000000DoVxSAK",1
"Battery, Low Capacity","0WO2X000000w939WAA","PC-1262",,"0Gv2X000000DoVySAK",1
"Battery, Low Capacity","0WO2X000000w932WAA","PC-1263",,"0Gv2X000000DoVzSAK",1
"Battery, Low Capacity","0WO2X000000w93EWAQ","PC-1264",,"0Gv2X000000DoW0SAK",1
"Battery, Low Capacity","0WO2X000000w91yWAA","PC-1267",,"0Gv2X000000DoW1SAK",1
"Battery, Low Capacity","0WO2X000000w91zWAA","PC-1268",,"0Gv2X000000DoW2SAK",1
"Battery, Low Capacity","0WO2X000000w927WAA","PC-1269",,"0Gv2X000000DoW3SAK",1
"Battery, Low Capacity","0WO2X000000w96EWAQ","PC-1271",,"0Gv2X000000DoW4SAK",1
"Battery, Low Capacity","0WO2X000000w900WAA","PC-1275",,"0Gv2X000000DoW5SAK",1
"Battery, Low Capacity","0WO2X000000w90sWAA","PC-1276",,"0Gv2X000000DoW6SAK",1
"Battery, Low Capacity","0WO2X000000w8wYWAQ","PC-1277",,"0Gv2X000000DoW7SAK",1
"Battery, Low Capacity","0WO2X000000w92gWAA","PC-1278",,"0Gv2X000000DoW8SAK",1
"Battery, Low Capacity","0WO2X000000w92hWAA","PC-1279",,"0Gv2X000000DoW9SAK",1
"Battery, Low Capacity","0WO2X000000w8wbWAA","PC-1280",,"0Gv2X000000DoWASA0",1
"Battery, Low Capacity","0WO2X000000w8wZWAQ","PC-1281",,"0Gv2X000000DoWBSA0",1
"Battery, Low Capacity","0WO2X000000w8waWAA","PC-1282",,"0Gv2X000000DoWCSA0",1
"Battery, Low Capacity","0WO2X000000w8wwWAA","PC-1288",,"0Gv2X000000DoWDSA0",1
"Battery, Low Capacity","0WO2X000000w90vWAA","PC-1290",,"0Gv2X000000DoWESA0",1
"Battery, Low Capacity","0WO2X000000w8wxWAA","PC-1292",,"0Gv2X000000DoWFSA0",1
"Battery, Low Capacity","0WO2X000000w91DWAQ","PC-1294",,"0Gv2X000000DoWGSA0",1
"Battery, Low Capacity","0WO2X000000w91IWAQ","PC-1295",,"0Gv2X000000DoWHSA0",1
"Battery, Low Capacity","0WO2X000000w8yrWAA","PC-1296",,"0Gv2X000000DoWISA0",1
"Battery, Low Capacity","0WO2X000000w8wrWAA","PC-1298",,"0Gv2X000000DoWJSA0",1
"Battery, Low Capacity","0WO2X000000w8zxWAA","PC-1300",,"0Gv2X000000DoWKSA0",1
"Battery, Low Capacity","0WO2X000000w91tWAA","PC-1305",,"0Gv2X000000DoWLSA0",1
"Battery, Low Capacity","0WO2X000000w908WAA","PC-1306",,"0Gv2X000000DoWMSA0",1
"Battery, Low Capacity","0WO2X000000w90XWAQ","PC-1307",,"0Gv2X000000DoWNSA0",1
"Battery, Low Capacity","0WO2X000000w90YWAQ","PC-1308",,"0Gv2X000000DoWOSA0",1
"Battery, Low Capacity","0WO2X000000w90ZWAQ","PC-1310",,"0Gv2X000000DoWPSA0",1
"Battery, Low Capacity","0WO2X000000w8z8WAA","PC-1312",,"0Gv2X000000DoWQSA0",1
"Battery, Low Capacity","0WO2X000000w8x2WAA","PC-1313",,"0Gv2X000000DoWRSA0",1
"Battery, Low Capacity","0WO2X000000w8wgWAA","PC-1316",,"0Gv2X000000DoWSSA0",1
"Battery, Low Capacity","0WO2X000000w8x5WAA","PC-1318",,"0Gv2X000000DoWTSA0",1
"Battery, Low Capacity","0WO2X000000w8x6WAA","PC-1319",,"0Gv2X000000DoWUSA0",1
"Battery, Low Capacity","0WO2X000000w8zKWAQ","PC-1320",,"0Gv2X000000DoWVSA0",1
"Battery, Low Capacity","0WO2X000000w8zLWAQ","PC-1321",,"0Gv2X000000DoWWSA0",1
"Battery, Low Capacity","0WO2X000000w90GWAQ","PC-1322",,"0Gv2X000000DoWXSA0",1
"Battery, Low Capacity","0WO2X000000w92MWAQ","PC-1325",,"0Gv2X000000DoWYSA0",1
"Battery, Low Capacity","0WO2X000000w92LWAQ","PC-1326",,"0Gv2X000000DoWZSA0",1
"Battery, Low Capacity","0WO2X000000w93fWAA","PC-1327",,"0Gv2X000000DoWaSAK",1
"Battery, Low Capacity","0WO2X000000w8zMWAQ","PC-1328",,"0Gv2X000000DoWbSAK",1
"Battery, Low Capacity","0WO2X000000w8xLWAQ","PC-1329",,"0Gv2X000000DoWcSAK",1
"Battery, Low Capacity","0WO2X000000w8zQWAQ","PC-1330",,"0Gv2X000000DoWdSAK",1
"Battery, Low Capacity","0WO2X000000w90QWAQ","PC-1333",,"0Gv2X000000DoWeSAK",1
"Battery, Low Capacity","0WO2X000000w8zIWAQ","PC-1338",,"0Gv2X000000DoWfSAK",1
"Battery, Low Capacity","0WO2X000000w90JWAQ","PC-1340",,"0Gv2X000000DoWgSAK",1
"Battery, Low Capacity","0WO2X000000w92OWAQ","PC-1342",,"0Gv2X000000DoWhSAK",1
"Battery, Low Capacity","0WO2X000000w92SWAQ","PC-1343",,"0Gv2X000000DoWiSAK",1
"Battery, Low Capacity","0WO2X000000w92TWAQ","PC-1344",,"0Gv2X000000DoWjSAK",1
"Battery, Low Capacity","0WO2X000000w95OWAQ","PC-1345",,"0Gv2X000000DoWkSAK",1
"Battery, Low Capacity","0WO2X000000w8x1WAA","PC-1347",,"0Gv2X000000DoWlSAK",1
"Battery, Low Capacity","0WO2X000000w92qWAA","PC-1349",,"0Gv2X000000DoWmSAK",1
"Battery, Low Capacity","0WO2X000000w95aWAA","PC-1352",,"0Gv2X000000DoWnSAK",1
"Battery, Low Capacity","0WO2X000000w93FWAQ","PC-1356",,"0Gv2X000000DoWoSAK",1
"Battery, Low Capacity","0WO2X000000w8wHWAQ","PC-1357",,"0Gv2X000000DoWpSAK",1
"Battery, Low Capacity","0WO2X000000w96aWAA","PC-1359",,"0Gv2X000000DoWqSAK",1
"Battery, Low Capacity","0WO2X000000w96dWAA","PC-1361",,"0Gv2X000000DoWrSAK",1
"Battery, Low Capacity","0WO2X000000w8wPWAQ","PC-1363",,"0Gv2X000000DoWsSAK",1
"Battery, Low Capacity","0WO2X000000w8wJWAQ","PC-1365",,"0Gv2X000000DoWtSAK",1
"Battery, Low Capacity","0WO2X000000w8wRWAQ","PC-1369",,"0Gv2X000000DoWuSAK",1
"Battery, Low Capacity","0WO2X000000w8xAWAQ","PC-1370",,"0Gv2X000000DoWvSAK",1
"Battery, Low Capacity","0WO2X000000w95eWAA","PC-1373",,"0Gv2X000000DoWwSAK",1
"Battery, Low Capacity","0WO2X000000w95dWAA","PC-1374",,"0Gv2X000000DoWxSAK",1
"Battery, Low Capacity","0WO2X000000w95fWAA","PC-1380",,"0Gv2X000000DoWySAK",1
"Battery, Low Capacity","0WO2X000000w96LWAQ","PC-1384",,"0Gv2X000000DoWzSAK",1
