"Quarter","Status","Category","Record_ID","Customer_Name","Customer","Approved","Objectives","Category_Name","End_Date","Category_Cluster","Promo","Selected","Start_Date","of_Days","Breakeven_Uplift","RoI","Total_Promo_Sales","Total_Cannibalised_Sales","Total_Promo_Volume","Incremental_Volume","Total_Cannibalised_Volume"
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLUfEAM","AS Watson","0012400000EHCqsAAH","true","Grow Market Share","Vitality Shots","2015/08/23","Baking Cooking & Spreading","P-000000236","true","2015/08/09",14,39,44,48400,-7744,110000,36300,-17600
"Q3","Approved","a1324000000BgxXAAS","a1I24000000qLSIEA2","Bijeen Jumbo","0012400000EHCqmAAH","true","Grow Market Share","Oriental","2015/08/24","Foods","P-000000089","true","2015/08/03",21,11,30,79680,-8764.8,166000,59760,-18260
"Q3","Approved","a1324000000BgxNAAS","a1I24000000qLVoEAM","Schlecker","0012400000FKJcNAAX","true","Drive Frequency","Dressings","2015/08/24","Foods","P-000000307","true","2015/08/10",14,13,49,69540,-22948.2,122000,31720,-40260
"Q3","Approved","a1324000000BgxMAAS","a1I24000000qLXbEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Trial","Deo","2015/08/25","Personal Care","P-000000418","true","2015/07/28",28,17,12,39130,-6652.1,91000,35490,-15470
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLQxEAM","SU Detail Consult","0012400000FKJcXAAX","true","Grow Market Share","Breakfast","2015/08/26","Foods","P-000000006","true","2015/08/05",21,27,28,86920,-13038,164000,50840,-24600
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLS4EAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Grow Market Share","Breakfast","2015/08/26","Foods","P-000000075","true","2015/07/29",28,43,22,130530,-26106,229000,70990,-45800
"Q3","Approved","a1324000000BgxHAAS","a1I24000000qLWnEAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Maximise Gross Profit","BCS_Dressings","2015/08/26","Baking Cooking & Spreading","P-000000368","true","2015/07/22",35,31,46,85400,-26474,140000,40600,-43400
"Q3","Approved","a1324000000BgxTAAS","a1I24000000qLUqEAM","Metro/Makro","0012400000FKJb5AAH","true","Grow Market Share","M&HDW","2015/08/26","Home Care","P-000000247","true","2015/07/22",35,27,46,88500,-17700,150000,37500,-30000
"Q3","Approved","a1324000000BgxbAAC","a1I24000000qLTBEA2","Superunie PlusRetail","0012400000FKJd6AAH","true","Maximise Gross Profit","Skin Cleansing","2015/08/27","Personal Care","P-000000144","true","2015/08/13",14,24,23,93500,-9350,187000,72930,-18700
"Q3","Approved","a1324000000BgxbAAC","a1I24000000qLXSEA2","AS Watson","0012400000EHCqsAAH","true","Drive Volume","Skin Cleansing","2015/08/27","Personal Care","P-000000409","true","2015/07/23",35,29,10,80280,-28098,223000,82510,-78050
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLRUEA2","Bijeen Jumbo","0012400000EHCqmAAH","true","Grow Market Share","Breakfast","2015/08/28","Foods","P-000000039","true","2015/07/24",35,27,8,63450,-6345,141000,45120,-14100
"Q3","Approved","a1324000000BgxFAAS","a1I24000000qLRyEAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Maximise Gross Profit","BCS_Breakfast","2015/08/28","Baking Cooking & Spreading","P-000000069","true","2015/07/31",28,28,40,80220,-22461.6,191000,47750,-53480
"Q3","Approved","a1324000000BgxbAAC","a1I24000000qLVyEAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Maximise Gross Profit","Skin Cleansing","2015/08/28","Personal Care","P-000000317","true","2015/07/31",28,26,23,87750,-28080,195000,78000,-62400
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLR6EAM","Schlecker","0012400000FKJcNAAX","true","Drive Volume","BCS_C&DC Alternatives","2015/08/29","Baking Cooking & Spreading","P-000000015","true","2015/08/08",21,31,32,121540,-18231,206000,67980,-30900
"Q3","Approved","a1324000000BgxRAAS","a1I24000000qLX5EAM","Others NL FS","0012400000FKJc8AAH","true","Drive Weight of Purchase","Ice Cream","2015/08/29","Refreshment","P-000000386","true","2015/08/08",21,19,32,76450,-20641.5,139000,44480,-37530
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLWvEAM","Others DI online","0012400000FKJbFAAX","true","Grow Market Share","Soup","2015/08/30","Foods","P-000000376","true","2015/08/02",28,37,27,56730,-10778.7,93000,32550,-17670
"Q3","Approved","a1324000000BgxNAAS","a1I24000000qLSnEAM","SU Detail Consult","0012400000FKJcXAAX","true","Maximise Gross Profit","Dressings","2015/08/31","Foods","P-000000120","true","2015/07/27",35,37,34,128250,-42322.5,225000,83250,-74250
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLTMEA2","Superunie PlusRetail","0012400000FKJd6AAH","true","Maximise Gross Profit","Ready to Drink","2015/08/31","Refreshment","P-000000155","true","2015/08/10",21,31,15,122130,-36639,207000,68310,-62100
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLTNEA2","Deli XL","0012400000EHCqlAAH","true","Maximise Gross Profit","Ready to Drink","2015/08/31","Refreshment","P-000000156","true","2015/08/03",28,44,44,100200,-10020,167000,51770,-16700
"Q3","Approved","a1324000000BgxHAAS","a1I24000000qLWiEAM","Deli XL","0012400000EHCqlAAH","true","Grow Market Share","BCS_Dressings","2015/08/31","Baking Cooking & Spreading","P-000000363","true","2015/08/03",28,14,19,49320,-5918.4,137000,42470,-16440
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLUcEAM","Superunie Cluster","0012400000FKJchAAH","true","Drive Weight of Purchase","Vitality Shots","2015/09/01","Baking Cooking & Spreading","P-000000233","true","2015/08/18",14,12,49,36540,-4019.4,87000,32190,-9570
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLRMEA2","Bijeen Jumbo","0012400000EHCqmAAH","true","Drive Volume","Fabric Cleaning","2015/09/02","Home Care","P-000000031","true","2015/08/12",21,39,27,65490,-20301.9,177000,60180,-54870
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLVuEAM","Others export","0012400000FKJbPAAX","true","Maximise Gross Profit","Fabric Cleaning","2015/09/02","Home Care","P-000000313","true","2015/07/29",35,45,36,88800,-24864,185000,66600,-51800
"Q3","Approved","a1324000000BgxWAAS","a1I24000000qLV5EAM","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","Oral","2015/09/02","Personal Care","P-000000262","true","2015/07/29",35,29,44,118950,-15463.5,195000,78000,-25350
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLSGEA2","Others export","0012400000FKJbPAAX","true","Grow Market Share","Vitality Shots","2015/09/03","Baking Cooking & Spreading","P-000000087","true","2015/08/20",14,8,49,79060,-24508.6,134000,37520,-41540
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLTPEA2","Metro/Makro","0012400000FKJb5AAH","true","Drive Weight of Purchase","Soup","2015/09/04","Foods","P-000000158","true","2015/08/07",28,20,7,116790,-23358,229000,70990,-45800
"Q3","Approved","a1324000000BgxFAAS","a1I24000000qLUIEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Grow Market Share","BCS_Breakfast","2015/09/04","Baking Cooking & Spreading","P-000000213","true","2015/08/07",28,43,34,110400,-23184,184000,69920,-38640
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLSjEAM","Metro/Makro","0012400000FKJb5AAH","true","Grow Market Share","Breakfast","2015/09/05","Foods","P-000000116","true","2015/08/01",35,43,51,54390,-10878,147000,51450,-29400
"Q3","Approved","a1324000000BgxPAAS","a1I24000000qLVTEA2","Others NL FS","0012400000FKJc8AAH","true","Maximise Gross Profit","Fabric Conditioner","2015/09/05","Home Care","P-000000286","true","2015/08/08",28,8,35,59040,-22435.2,123000,31980,-46740
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLW9EAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Ready to Drink","2015/09/05","Refreshment","P-000000328","true","2015/08/15",21,8,50,43600,-5668,109000,38150,-14170
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLR3EAM","Others export","0012400000FKJbPAAX","true","Drive Frequency","Vitality Shots","2015/09/06","Baking Cooking & Spreading","P-000000012","true","2015/08/23",14,34,52,116090,-32505.2,247000,83980,-69160
"Q3","Approved","a1324000000BgxIAAS","a1I24000000qLRdEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Grow Market Share","BCS_Margarines","2015/09/06","Baking Cooking & Spreading","P-000000048","true","2015/08/23",14,20,45,32560,-5209.6,88000,27280,-14080
"Q3","Approved","a1324000000BgxSAAS","a1I24000000qLVGEA2","Etos","0012400000FKJalAAH","true","Grow Market Share","Leaf Tea","2015/09/06","Refreshment","P-000000273","true","2015/08/23",14,43,38,90720,-20865.6,162000,64800,-37260
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLWBEA2","Schlecker","0012400000FKJcNAAX","true","Drive Volume","Ready to Drink","2015/09/06","Refreshment","P-000000330","true","2015/08/16",21,27,51,123420,-32089.2,242000,65340,-62920
"Q3","Approved","a1324000000BgxMAAS","a1I24000000qLUbEAM","Metro/Makro","0012400000FKJb5AAH","true","Grow Market Share","Deo","2015/09/06","Personal Care","P-000000232","true","2015/08/23",14,41,20,69600,-22272,145000,56550,-46400
"Q3","Approved","a1324000000BgxYAAS","a1I24000000qLXcEAM","Etos","0012400000FKJalAAH","true","Drive Trial","Other Frozen Food","2015/09/06","Refreshment","P-000000419","true","2015/08/02",35,10,24,83400,-27522,139000,51430,-45870
"Q3","Approved","a1324000000BgxHAAS","a1I24000000qLW6EAM","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Penetration","BCS_Dressings","2015/09/07","Baking Cooking & Spreading","P-000000325","true","2015/08/10",28,38,47,129210,-41347.2,219000,78840,-70080
"Q3","Approved","a1324000000BgxTAAS","a1I24000000qLWPEA2","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","M&HDW","2015/09/07","Home Care","P-000000344","true","2015/08/03",35,26,39,108120,-17299.2,212000,80560,-33920
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLVdEAM","Etos","0012400000FKJalAAH","true","Drive Trial","Soup","2015/09/08","Foods","P-000000296","true","2015/08/04",35,19,30,134560,-40368,232000,88160,-69600
"Q3","Approved","a1324000000BgxLAAS","a1I24000000qLUmEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","Cleaners","2015/09/08","Home Care","P-000000243","true","2015/08/11",28,22,8,74520,-25336.8,207000,72450,-70380
"Q3","Approved","a1324000000BgxbAAC","a1I24000000qLXVEA2","Superunie PlusRetail","0012400000FKJd6AAH","true","Drive Volume","Skin Cleansing","2015/09/08","Personal Care","P-000000412","true","2015/08/25",14,23,14,48300,-6279,105000,32550,-13650
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLVOEA2","Schlecker","0012400000FKJcNAAX","true","Drive Volume","Hair Care","2015/09/09","Personal Care","P-000000281","true","2015/08/26",14,38,46,54340,-14671.8,143000,45760,-38610
"Q3","Approved","a1324000000BgxRAAS","a1I24000000qLRXEA2","Others NL FS","0012400000FKJc8AAH","true","Drive Frequency","Ice Cream","2015/09/10","Refreshment","P-000000042","true","2015/08/06",35,7,34,56120,-13468.8,92000,25760,-22080
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLTjEAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Grow Market Share","Vitality Shots","2015/09/10","Baking Cooking & Spreading","P-000000178","true","2015/08/20",21,16,41,108460,-32538,187000,59840,-56100
"Q3","Approved","a1324000000BgxFAAS","a1I24000000qLWIEA2","Others DI online","0012400000FKJbFAAX","true","Grow Market Share","BCS_Breakfast","2015/09/10","Baking Cooking & Spreading","P-000000337","true","2015/08/13",28,14,51,86620,-26852.2,142000,46860,-44020
"Q3","Approved","a1324000000BgxFAAS","a1I24000000qLUjEAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Maximise Gross Profit","BCS_Breakfast","2015/09/10","Baking Cooking & Spreading","P-000000240","true","2015/08/06",35,26,48,71240,-15672.8,137000,49320,-30140
"Q3","Approved","a1324000000BgxVAAS","a1I24000000qLT6EAM","Others export","0012400000FKJbPAAX","true","Drive Frequency","Meat","2015/09/11","Foods","P-000000139","true","2015/08/07",35,40,19,105300,-13689,195000,70200,-25350
"Q3","Approved","a1324000000BgxaAAC","a1I24000000qLSzEAM","Deli XL","0012400000EHCqlAAH","true","Grow Market Share","Skin Care","2015/09/13","Personal Care","P-000000132","true","2015/08/16",28,40,48,117500,-22325,235000,63450,-44650
"Q3","Approved","a1324000000BgxVAAS","a1I24000000qLWjEAM","SU Detail Consult","0012400000FKJcXAAX","true","Grow Market Share","Meat","2015/09/13","Foods","P-000000364","true","2015/08/16",28,16,35,61940,-20440.2,163000,48900,-53790
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLUXEA2","Superunie Sligro","0012400000FKJdLAAX","true","Maximise Gross Profit","Breakfast","2015/09/14","Foods","P-000000228","true","2015/08/10",35,25,49,51000,-13770,85000,23800,-22950
"Q3","Approved","a1324000000BgxPAAS","a1I24000000qLTnEAM","Superunie Cluster","0012400000FKJchAAH","true","Drive Frequency","Fabric Conditioner","2015/09/15","Home Care","P-000000182","true","2015/08/18",28,45,13,104520,-35536.8,201000,78390,-68340
"Q3","Approved","a1324000000BgxaAAC","a1I24000000qLWuEAM","Superunie Coop","0012400000FKJcmAAH","true","Maximise Gross Profit","Skin Care","2015/09/15","Personal Care","P-000000375","true","2015/08/18",28,43,7,58000,-6960,145000,55100,-17400
"Q3","Approved","a1324000000BgxSAAS","a1I24000000qLStEAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Leaf Tea","2015/09/16","Refreshment","P-000000126","true","2015/08/12",35,7,26,80600,-24180,155000,52700,-46500
"Q3","Approved","a1324000000BgxVAAS","a1I24000000qLRiEAM","Others export","0012400000FKJbPAAX","true","Drive Volume","Meat","2015/09/17","Foods","P-000000053","true","2015/08/27",21,40,14,96300,-12519,214000,83460,-27820
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLSHEA2","Superunie PlusRetail","0012400000FKJd6AAH","true","Grow Market Share","BCS_C&DC Alternatives","2015/09/18","Baking Cooking & Spreading","P-000000088","true","2015/08/14",35,37,31,94050,-10345.5,165000,47850,-18150
"Q3","Approved","a1324000000BgxFAAS","a1I24000000qLT8EAM","Superunie Sligro","0012400000FKJdLAAX","true","Grow Market Share","BCS_Breakfast","2015/09/18","Baking Cooking & Spreading","P-000000141","true","2015/08/14",35,39,17,110880,-27720,264000,105600,-66000
"Q3","Approved","a1324000000BgxVAAS","a1I24000000qLSyEAM","Variety Discount","0012400000FKJdVAAX","true","Drive Frequency","Meat","2015/09/19","Foods","P-000000131","true","2015/09/05",14,36,46,114240,-33129.6,204000,73440,-59160
"Q3","Approved","a1324000000BgxNAAS","a1I24000000qLWHEA2","Superunie Cluster","0012400000FKJchAAH","true","Grow Market Share","Dressings","2015/09/19","Foods","P-000000336","true","2015/09/05",14,15,26,105040,-30461.6,202000,62620,-58580
"Q3","Approved","a1324000000BgxWAAS","a1I24000000qLXOEA2","Others export","0012400000FKJbPAAX","true","Maximise Gross Profit","Oral","2015/09/20","Personal Care","P-000000405","true","2015/08/16",35,16,33,122500,-20825,250000,67500,-42500
"Q3","Approved","a1324000000BgxWAAS","a1I24000000qLRsEAM","Superunie Sligro","0012400000FKJdLAAX","true","Drive Frequency","Oral","2015/09/21","Personal Care","P-000000063","true","2015/08/17",35,37,27,49140,-9828,126000,34020,-25200
"Q3","Approved","a1324000000BgxFAAS","a1I24000000qLTTEA2","Others export","0012400000FKJbPAAX","true","Drive Frequency","BCS_Breakfast","2015/09/21","Baking Cooking & Spreading","P-000000162","true","2015/09/07",14,34,12,76560,-22202.4,174000,52200,-50460
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLUSEA2","Schlecker","0012400000FKJcNAAX","true","Maximise Gross Profit","Fabric Cleaning","2015/09/22","Home Care","P-000000223","true","2015/08/25",28,22,11,75110,-9013.2,203000,81200,-24360
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLVEEA2","Superunie Coop","0012400000FKJcmAAH","true","Grow Market Share","Breakfast","2015/09/22","Foods","P-000000271","true","2015/09/08",14,21,7,126240,-41659.2,263000,68380,-86790
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLRrEAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Drive Volume","Ready to Drink","2015/09/23","Refreshment","P-000000062","true","2015/09/02",21,37,45,106720,-22411.2,232000,67280,-48720
"Q3","Approved","a1324000000BgxSAAS","a1I24000000qLWREA2","AS Watson","0012400000EHCqsAAH","true","Maximise Gross Profit","Leaf Tea","2015/09/24","Refreshment","P-000000346","true","2015/08/20",35,41,32,122400,-41616,240000,88800,-81600
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLSgEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Grow Market Share","Ready to Drink","2015/09/26","Refreshment","P-000000113","true","2015/09/12",14,16,25,153700,-35351,265000,106000,-60950
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLSDEA2","Schlecker","0012400000FKJcNAAX","true","Grow Market Share","BCS_C&DC Alternatives","2015/09/27","Baking Cooking & Spreading","P-000000084","true","2015/09/06",21,41,54,151200,-28728,252000,70560,-47880
"Q3","Approved","a1324000000BgxRAAS","a1I24000000qLSPEA2","Others NL FS","0012400000FKJc8AAH","true","Maximise Gross Profit","Ice Cream","2015/09/27","Refreshment","P-000000096","true","2015/08/23",35,8,37,45570,-13215.3,93000,31620,-26970
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLXREA2","Albert Heijn BV","0012400000EHCqiAAH","true","Grow Market Share","BCS_C&DC Alternatives","2015/09/27","Baking Cooking & Spreading","P-000000408","true","2015/09/13",14,40,35,113400,-28350,189000,51030,-47250
"Q3","Approved","a1324000000BgxKAAS","a1I24000000qLVqEAM","Others export","0012400000FKJbPAAX","true","Maximise Gross Profit","CCA","2015/09/28","Foods","P-000000309","true","2015/08/31",28,21,47,111600,-11160,248000,96720,-24800
"Q3","Approved","a1324000000BgxWAAS","a1I24000000qLW7EAM","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","Oral","2015/09/28","Personal Care","P-000000326","true","2015/08/24",35,17,35,130530,-40464.3,229000,70990,-70990
"Q3","Approved","a1324000000BgxFAAS","a1I24000000qLSMEA2","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","BCS_Breakfast","2015/09/30","Baking Cooking & Spreading","P-000000093","true","2015/09/02",28,40,42,46080,-12902.4,96000,30720,-26880
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLTUEA2","Superunie Coop","0012400000FKJcmAAH","true","Maximise Gross Profit","Fabric Cleaning","2015/09/30","Home Care","P-000000163","true","2015/09/16",14,37,9,38640,-3864,92000,23920,-9200
"Q3","Approved","a1324000000BgxPAAS","a1I24000000qLSFEA2","Superunie Coop","0012400000FKJcmAAH","true","Drive Weight of Purchase","Fabric Conditioner","2015/10/01","Home Care","P-000000086","true","2015/08/27",35,39,39,34860,-4880.4,83000,29880,-11620
"Q3","Approved","a1324000000BgxLAAS","a1I24000000qLVZEA2","Etos","0012400000FKJalAAH","true","Drive Trial","Cleaners","2015/10/01","Home Care","P-000000292","true","2015/09/17",14,10,50,76000,-12160,200000,54000,-32000
"Q3","Approved","a1324000000BgxIAAS","a1I24000000qLUUEA2","Superunie Coop","0012400000FKJcmAAH","true","Maximise Gross Profit","BCS_Margarines","2015/10/01","Baking Cooking & Spreading","P-000000225","true","2015/09/17",14,17,44,34960,-3845.6,92000,27600,-10120
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLWTEA2","Superunie Cluster","0012400000FKJchAAH","true","Grow Market Share","Hair Care","2015/10/02","Personal Care","P-000000348","true","2015/08/28",35,14,40,46800,-17316,117000,44460,-43290
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLSQEA2","Variety Discount","0012400000FKJdVAAX","true","Drive Volume","Soup","2015/10/03","Foods","P-000000097","true","2015/09/12",21,18,21,77280,-10046.4,161000,54740,-20930
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLVKEA2","Others export","0012400000FKJbPAAX","true","Drive Penetration","Fabric Cleaning","2015/10/04","Home Care","P-000000277","true","2015/09/13",21,19,8,94760,-16109.2,206000,65920,-35020
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLVLEA2","Superunie Sligro","0012400000FKJdLAAX","true","Drive Volume","BCS_C&DC Alternatives","2015/10/04","Baking Cooking & Spreading","P-000000278","true","2015/09/20",14,35,10,89570,-25079.6,169000,43940,-47320
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLWYEA2","Others DI online","0012400000FKJbFAAX","true","Drive Trial","Hair Care","2015/10/04","Personal Care","P-000000353","true","2015/09/20",14,14,48,35490,-13131.3,91000,25480,-33670
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLREEA2","Bijeen Jumbo","0012400000EHCqmAAH","true","Grow Market Share","Soup","2015/10/06","Foods","P-000000023","true","2015/09/22",14,9,47,52200,-9918,116000,32480,-22040
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLRIEA2","Superunie Coop","0012400000FKJcmAAH","true","Drive Weight of Purchase","BCS_C&DC Alternatives","2015/10/07","Baking Cooking & Spreading","P-000000027","true","2015/09/02",35,16,7,69540,-9040.2,114000,35340,-14820
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLXCEA2","Others export","0012400000FKJbPAAX","true","Drive Volume","Soup","2015/10/08","Foods","P-000000393","true","2015/09/10",28,27,37,101600,-11176,254000,78740,-27940
"Q3","Approved","a1324000000BgxIAAS","a1I24000000qLWLEA2","Others DI online","0012400000FKJbFAAX","true","Drive Penetration","BCS_Margarines","2015/10/09","Baking Cooking & Spreading","P-000000340","true","2015/09/25",14,13,7,105600,-12672,192000,65280,-23040
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLSEEA2","Superunie PlusRetail","0012400000FKJd6AAH","true","Drive Volume","Vitality Shots","2015/10/10","Baking Cooking & Spreading","P-000000085","true","2015/09/26",14,45,13,79920,-25574.4,148000,47360,-47360
"Q3","Approved","a1324000000BgxLAAS","a1I24000000qLTdEAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Maximise Gross Profit","Cleaners","2015/10/10","Home Care","P-000000172","true","2015/09/12",28,9,7,64750,-7770,175000,49000,-21000
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLTuEAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Grow Market Share","Ready to Drink","2015/10/10","Refreshment","P-000000189","true","2015/09/12",28,26,53,76250,-28975,125000,43750,-47500
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLX8EAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Drive Frequency","Fabric Cleaning","2015/10/10","Home Care","P-000000389","true","2015/09/26",14,15,41,82960,-13273.6,136000,42160,-21760
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLUOEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Weight of Purchase","Soup","2015/10/10","Foods","P-000000219","true","2015/09/12",28,25,30,32760,-6224.4,84000,29400,-15960
"Q3","Approved","a1324000000BgxNAAS","a1I24000000qLSBEA2","Superunie Cluster","0012400000FKJchAAH","true","Drive Weight of Purchase","Dressings","2015/10/11","Foods","P-000000082","true","2015/09/13",28,40,51,84480,-28723.2,176000,66880,-59840
"Q3","Approved","a1324000000BgxYAAS","a1I24000000qLSqEAM","Deli XL","0012400000EHCqlAAH","true","Drive Penetration","Other Frozen Food","2015/10/11","Refreshment","P-000000123","true","2015/09/27",14,42,43,132000,-43560,240000,79200,-79200
"Q3","Approved","a1324000000BgxXAAS","a1I24000000qLUrEAM","Superunie Sligro","0012400000FKJdLAAX","true","Grow Market Share","Oriental","2015/10/12","Foods","P-000000248","true","2015/09/21",21,18,42,69850,-14668.5,127000,38100,-26670
"Q3","Approved","a1324000000BgxNAAS","a1I24000000qLSWEA2","SU Detail Consult","0012400000FKJcXAAX","true","Grow Market Share","Dressings","2015/10/13","Foods","P-000000103","true","2015/09/08",35,43,29,137280,-43929.6,264000,95040,-84480
"Q3","Approved","a1324000000BgxKAAS","a1I24000000qLSfEAM","Etos","0012400000FKJalAAH","true","Grow Market Share","CCA","2015/10/14","Foods","P-000000112","true","2015/09/09",35,7,9,49210,-13286.7,133000,41230,-35910
"Q3","Approved","a1324000000BgxUAAS","a1I24000000qLVVEA2","Others NL FS","0012400000FKJc8AAH","true","Drive Volume","Mealsolutions","2015/10/14","Foods","P-000000288","true","2015/09/30",14,37,35,91300,-24651,166000,46480,-44820
"Q4","Approved","a1324000000BgxKAAS","a1I24000000qLRTEA2","SU Detail Consult","0012400000FKJcXAAX","true","Grow Market Share","CCA","2015/10/15","Foods","P-000000038","true","2015/10/01",14,29,7,70490,-13393.1,133000,35910,-25270
"Q4","Approved","a1324000000BgxdAAC","a1I24000000qLRYEA2","Superunie Cluster","0012400000FKJchAAH","true","Grow Market Share","Vitality Shots","2015/10/15","Baking Cooking & Spreading","P-000000043","true","2015/10/01",14,42,44,49880,-18954.4,116000,37120,-44080
"Q4","Approved","a1324000000BgxJAAS","a1I24000000qLSJEA2","Others DI online","0012400000FKJbFAAX","true","Drive Frequency","Breakfast","2015/10/15","Foods","P-000000090","true","2015/10/01",14,13,45,76140,-15989.4,162000,50220,-34020
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLVIEA2","Others NL FS","0012400000FKJc8AAH","true","Maximise Gross Profit","Ready to Drink","2015/10/15","Refreshment","P-000000275","true","2015/09/24",21,17,20,54000,-5400,120000,39600,-12000
"Q4","Approved","a1324000000BgxJAAS","a1I24000000qLV3EAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Drive Trial","Breakfast","2015/10/15","Foods","P-000000260","true","2015/10/01",14,10,24,73530,-23529.6,171000,58140,-54720
"Q3","Approved","a1324000000BgxRAAS","a1I24000000qLSTEA2","Superunie Sligro","0012400000FKJdLAAX","true","Drive Trial","Ice Cream","2015/10/16","Refreshment","P-000000100","true","2015/09/25",21,10,43,35280,-5292,98000,36260,-14700
"Q3","Approved","a1324000000BgxVAAS","a1I24000000qLWJEA2","Others export","0012400000FKJbPAAX","true","Grow Market Share","Meat","2015/10/17","Foods","P-000000338","true","2015/09/19",28,33,14,129920,-23385.6,232000,81200,-41760
"Q3","Approved","a1324000000BgxXAAS","a1I24000000qLWhEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","Oriental","2015/10/17","Foods","P-000000362","true","2015/09/12",35,17,6,126480,-15177.6,248000,81840,-29760
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLXQEA2","Etos","0012400000FKJalAAH","true","Grow Market Share","Vitality Shots","2015/10/17","Baking Cooking & Spreading","P-000000407","true","2015/09/12",35,34,26,71440,-12144.8,188000,50760,-31960
"Q4","Approved","a1324000000BgxGAAS","a1I24000000qLT2EAM","Metro/Makro","0012400000FKJb5AAH","true","Maximise Gross Profit","BCS_C&DC Alternatives","2015/10/18","Baking Cooking & Spreading","P-000000135","true","2015/10/04",14,29,26,82110,-25454.1,161000,56350,-49910
"Q3","Approved","a1324000000BgxXAAS","a1I24000000qLTLEA2","Schlecker","0012400000FKJcNAAX","true","Grow Market Share","Oriental","2015/10/18","Foods","P-000000154","true","2015/09/27",21,27,14,123220,-24644,202000,52520,-40400
