"LastModifiedDate","Category_Cluster__c","LastReferencedDate","Category_Name__c","End_Date__c","Customer_Name__c","Customer__c","Name","Category_c_Cluster__c","Approved__c","Start_Date__c","IsDeleted","Objectives__c","Quarter__c","Category_c_Name","Selected__c","LastViewedDate","CurrencyIsoCode","SystemModstamp","Customer_c_Name","Category__c","CreatedDate","LastActivityDate","Id","Promo_Name__c","Status__c","Total_Cannibalised_Volume__c","Incremental_Volume__c","Total_Cannibalised_Sales__c","Promo_vs_Cannibalised_Sales__c","RoI__c","Total_Promo_Sales__c","Total_Promo_Volume__c","Promo_vs_Cannibalised_Volume__c","Breakeven__c","of_Days__c"
"2016/08/04","Drink",,"Water - Clear","2015/12/03","Others NL FS","0015800000GgZGfAAN","Others NL FS: Skin Cleansing - Oct 2015","Drink","true","2015/10/29","false","Grow Market Share","Q4","Water - Clear","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtBwEAI","Others NL FS: Water - Clear - Oct 2015","Approved",-42600,49700,-12749,70,50,42496.66,142000,70,19,35
"2016/08/04","Beauty - Hair Care",,"Oil","2015/09/22","Schlecker","0015800000GgZGhAAN","Schlecker: Fabric Cleaning - Aug 2015","Beauty - Hair Care","true","2015/08/25","false","Maximise Gross Profit","Q3","Oil","true",,"EUR","2016/08/04","Schlecker","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtBxEAI","Schlecker: Oil - Aug 2015","Approved",-24360,81200,-6579.03,88,11,54825.22,203000,88,22,28
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/11/13","Deli XL","0015800000GgZGVAA3","Deli XL: Leaf Tea - Oct 2015","Food - Snacks","true","2015/10/23","false","Grow Market Share","Q4","Portioned Multipacks","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtC0EAI","Deli XL: Portioned Multipacks - Oct 2015","Approved",-83300,80920,-22497.24,65,16,64277.84,238000,65,18,21
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/10/19","Schlecker","0015800000GgZGhAAN","Schlecker: Breakfast - Sep 2015","Beauty - Skin Care","true","2015/09/21","false","Drive Weight of Purchase","Q3","Moisturiser","true",,"EUR","2016/08/04","Schlecker","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtC1EAI","Schlecker: Moisturiser - Sep 2015","Approved",-64260,73710,-27205.16,66,41,80015.18,189000,66,23,28
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/09/14","Best Buy","0015800000GgZGgAAN","Superunie Sligro: Breakfast - Aug 2015","Beauty - Skin Care","true","2015/08/10","false","Maximise Gross Profit","Q3","Moisturiser","true",,"EUR","2016/08/04","Best Buy","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtC2EAI","Best Buy: Moisturiser - Aug 2015","Approved",-22950,23800,-10051.17,73,49,37226.55,85000,73,25,35
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/06/03","Morissons","0015800000GgZGXAA3","Metro/Makro: Cleaners - May 2015","Beauty - Hair Care","true","2015/05/20","false","Maximise Gross Profit","Q2","Shampoo","true",,"EUR","2016/08/04","Morissons","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtC4EAI","Morissons: Shampoo - May 2015","Approved",-54880,62720,-19628.76,72,35,70102.7,196000,72,33,14
"2016/08/04","Drink",,"Water - Home","2015/09/01","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Vitality Shots - Aug 2015","Drink","true","2015/08/18","false","Drive Weight of Purchase","Q3","Water - Home","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtC7EAI","Superunie Cluster: Water - Home - Aug 2015","Approved",-9570,32190,-2933.89,89,49,26671.73,87000,89,12,14
"2016/08/04","Health",,"Supplements - Powder","2015/07/28","Others export","0015800000GgZGWAA3","Others export: BCS_C&DC Alternatives - Jul 2015","Health","true","2015/07/07","false","Grow Market Share","Q3","Supplements - Powder","true",,"EUR","2016/08/04","Others export","a1358000000Ag7aAAC","2016/08/04",,"a1I58000001vtC9EAI","Others export: Supplements - Powder - Jul 2015","Approved",-24860,39550,-6714.06,78,19,30518.47,113000,78,34,21
"2016/08/04","Drink",,"Water - Home","2015/08/23","AS Watson","0015800000GgZGTAA3","AS Watson: Vitality Shots - Aug 2015","Drink","true","2015/08/09","false","Grow Market Share","Q3","Water - Home","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtCAEAY","AS Watson: Water - Home - Aug 2015","Approved",-17600,36300,-5652.6,84,44,35328.73,110000,84,39,14
"2016/08/04","Health",,"Supplements - Daily","2015/09/10","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: BCS_Breakfast - Aug 2015","Health","true","2015/08/06","false","Maximise Gross Profit","Q3","Supplements - Daily","true",,"EUR","2016/08/04","Bijeen Jumbo","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtCEEAY","Bijeen Jumbo: Supplements - Daily - Aug 2015","Approved",-30140,49320,-11440.08,78,48,52000.38,137000,78,26,35
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/10/23","Morissons","0015800000GgZGXAA3","Metro/Makro: Cleaners - Oct 2015","Beauty - Hair Care","true","2015/10/02","false","Maximise Gross Profit","Q4","Shampoo","true",,"EUR","2016/08/04","Morissons","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtCGEAY","Morissons: Shampoo - Oct 2015","Approved",-20160,46080,-6180.48,86,34,44146.31,144000,86,8,21
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/09/08","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Cleaners - Aug 2015","Beauty - Hair Care","true","2015/08/11","false","Maximise Gross Profit","Q3","Shampoo","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtCHEAY","Tesco: Shampoo - Aug 2015","Approved",-70380,72450,-18494.15,66,8,54394.56,207000,66,22,28
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/07/09","Others DI online","0015800000GgZGZAA3","Others DI online: Leaf Tea - Jun 2015","Food - Snacks","true","2015/06/11","false","Maximise Gross Profit","Q2","Portioned Multipacks","true",,"EUR","2016/08/04","Others DI online","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtCIEAY","Others DI online: Portioned Multipacks - Jun 2015","Approved",-38500,38500,-12646.08,65,14,36131.65,110000,65,14,28
"2016/08/04","Food - Ingredients",,"Baking","2015/06/25","Deli XL","0015800000GgZGVAA3","Deli XL: Hair Care - May 2015","Food - Ingredients","true","2015/05/28","false","Drive Weight of Purchase","Q2","Baking","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtCQEAY","Deli XL: Baking - May 2015","Approved",-38410,41750,-12616.52,77,53,54854.41,167000,77,9,28
"2016/08/04","Food - Snacks",,"Individual Packs","2015/06/03","Others NL FS","0015800000GgZGfAAN","Others NL FS: Ice Cream - May 2015","Food - Snacks","true","2015/05/13","false","Maximise Gross Profit","Q2","Individual Packs","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtCREAY","Others NL FS: Individual Packs - May 2015","Approved",-39040,45140,-11398.62,68,49,35620.7,122000,68,19,21
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/07/30","Variety Discount","0015800000GgZGbAAN","Variety Discount: Breakfast - Jun 2015","Beauty - Skin Care","true","2015/06/25","false","Maximise Gross Profit","Q2","Moisturiser","true",,"EUR","2016/08/04","Variety Discount","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtCTEAY","Variety Discount: Moisturiser - Jun 2015","Approved",-49170,52150,-19739.93,67,44,59817.95,149000,67,38,35
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/08/14","AS Watson","0015800000GgZGTAA3","AS Watson: Leaf Tea - Jul 2015","Food - Snacks","true","2015/07/10","false","Drive Frequency","Q3","Portioned Multipacks","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtCWEAY","AS Watson: Portioned Multipacks - Jul 2015","Approved",-19800,47520,-6937.28,85,54,46248.51,132000,85,40,35
"2016/08/04","Beauty - Hair Care",,"Oil","2015/11/21","Others DI online","0015800000GgZGZAA3","Others DI online: Fabric Cleaning - Oct 2015","Beauty - Hair Care","true","2015/10/31","false","Maximise Gross Profit","Q4","Oil","true",,"EUR","2016/08/04","Others DI online","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtCXEAY","Others DI online: Oil - Oct 2015","Approved",-64050,65880,-28518.82,65,13,81482.35,183000,65,11,21
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/10/15","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Breakfast - Oct 2015","Beauty - Skin Care","true","2015/10/01","false","Drive Trial","Q4","Moisturiser","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtCYEAY","Superunie PlusRetail: Moisturiser - Oct 2015","Approved",-54720,58140,-17175.02,68,24,53671.92,171000,68,10,14
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/05/12","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Leaf Tea - Apr 2015","Food - Snacks","true","2015/04/21","false","Grow Market Share","Q2","Portioned Multipacks","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtCbEAI","Superunie Cluster: Portioned Multipacks - Apr 2015","Approved",-33000,28600,-10839.5,70,47,36131.65,110000,70,38,21
"2016/08/04","Food - Snacks",,"Individual Packs","2015/11/05","Best Buy","0015800000GgZGgAAN","Superunie Sligro: Ice Cream - Oct 2015","Food - Snacks","true","2015/10/08","false","Grow Market Share","Q4","Individual Packs","true",,"EUR","2016/08/04","Best Buy","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtCfEAI","Best Buy: Individual Packs - Oct 2015","Approved",-33660,28710,-12039.07,66,51,35409.02,99000,66,37,28
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/07/17","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Leaf Tea - Jul 2015","Food - Snacks","true","2015/07/03","false","Grow Market Share","Q3","Portioned Multipacks","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtChEAI","Tesco: Portioned Multipacks - Jul 2015","Approved",-64220,96330,-19219.26,74,45,73920.25,247000,74,32,14
"2016/08/04","Food - Snacks",,"Individual Packs","2015/11/30","Others NL FS","0015800000GgZGfAAN","Others NL FS: Ice Cream - Nov 2015","Food - Snacks","true","2015/11/02","false","Drive Weight of Purchase","Q4","Individual Packs","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtCiEAI","Others NL FS: Individual Packs - Nov 2015","Approved",-47430,39780,-15925.52,69,12,51372.64,153000,69,9,28
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/09/22","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: Breakfast - Sep 2015","Beauty - Skin Care","true","2015/09/08","false","Grow Market Share","Q3","Moisturiser","true",,"EUR","2016/08/04","Superunie Coop","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtCjEAI","Superunie Coop: Moisturiser - Sep 2015","Approved",-86790,68380,-30408.4,67,7,92146.66,263000,67,21,14
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/09/06","Etos","0015800000GgZGYAA3","Etos: Leaf Tea - Aug 2015","Food - Snacks","true","2015/08/23","false","Grow Market Share","Q3","Portioned Multipacks","true",,"EUR","2016/08/04","Etos","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtClEAI","Etos: Portioned Multipacks - Aug 2015","Approved",-37260,64800,-15230.48,77,38,66219.46,162000,77,43,14
"2016/08/04","Beauty - Hair Care",,"Oil","2015/06/04","Etos","0015800000GgZGYAA3","Etos: Fabric Cleaning - May 2015","Beauty - Hair Care","true","2015/05/07","false","Maximise Gross Profit","Q2","Oil","true",,"EUR","2016/08/04","Etos","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtCmEAI","Etos: Oil - May 2015","Approved",-45540,51060,-19944.67,67,41,60438.4,138000,67,38,28
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/08/16","Best Buy","0015800000GgZGgAAN","Superunie Sligro: Other Frozen Food - Aug 2015","Food - Snacks","true","2015/08/02","false","Maximise Gross Profit","Q3","Bulk Packs","true",,"EUR","2016/08/04","Best Buy","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtCoEAI","Best Buy: Bulk Packs - Aug 2015","Approved",-60030,96570,-20156.21,77,25,87635.68,261000,77,34,14
"2016/08/04","Beauty - Hair Care",,"Oil","2015/10/04","Others export","0015800000GgZGWAA3","Others export: Fabric Cleaning - Sep 2015","Beauty - Hair Care","true","2015/09/13","false","Drive Penetration","Q3","Oil","true",,"EUR","2016/08/04","Others export","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtCpEAI","Others export: Oil - Sep 2015","Approved",-35020,65920,-11758.63,83,8,69168.39,206000,83,19,21
"2016/08/04","Health",,"Supplements - Powder","2015/10/04","Best Buy","0015800000GgZGgAAN","Superunie Sligro: BCS_C&DC Alternatives - Sep 2015","Health","true","2015/09/20","false","Drive Volume","Q3","Supplements - Powder","true",,"EUR","2016/08/04","Best Buy","a1358000000Ag7aAAC","2016/08/04",,"a1I58000001vtCqEAI","Best Buy: Supplements - Powder - Sep 2015","Approved",-47320,43940,-18306.41,72,10,65380.04,169000,72,35,14
"2016/08/04","Health",,"Supplements - Daily","2015/11/30","Deli XL","0015800000GgZGVAA3","Deli XL: BCS_Breakfast - Nov 2015","Health","true","2015/11/02","false","Grow Market Share","Q4","Supplements - Daily","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtCrEAI","Deli XL: Supplements - Daily - Nov 2015","Approved",-82150,79500,-33579.81,69,45,108321.96,265000,69,31,28
"2016/08/04","Food - Ingredients",,"Baking","2015/09/09","Schlecker","0015800000GgZGhAAN","Schlecker: Hair Care - Aug 2015","Food - Ingredients","true","2015/08/26","false","Drive Volume","Q3","Baking","true",,"EUR","2016/08/04","Schlecker","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtCtEAI","Schlecker: Baking - Aug 2015","Approved",-38610,45760,-10709.42,73,46,39664.52,143000,73,38,14
"2016/08/04","Health",,"Supplements - Daily","2015/11/07","AS Watson","0015800000GgZGTAA3","AS Watson: BCS_Breakfast - Oct 2015","Health","true","2015/10/17","false","Drive Frequency","Q4","Supplements - Daily","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtCuEAI","AS Watson: Supplements - Daily - Oct 2015","Approved",-29520,28700,-10342.85,64,20,28730.14,82000,64,19,21
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/06/03","Others NL FS","0015800000GgZGfAAN","Others NL FS: Breakfast - Apr 2015","Beauty - Skin Care","true","2015/04/29","false","Maximise Gross Profit","Q2","Moisturiser","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtCvEAI","Others NL FS: Moisturiser - Apr 2015","Approved",-44000,77000,-16700.85,80,34,83504.26,220000,80,8,35
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/08/16","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: Cleaners - Jul 2015","Beauty - Hair Care","true","2015/07/26","false","Drive Trial","Q3","Shampoo","true",,"EUR","2016/08/04","Superunie Coop","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtCwEAI","Superunie Coop: Shampoo - Jul 2015","Approved",-40500,83250,-13894.26,82,48,77190.34,225000,82,21,21
"2016/08/04","Food - Ingredients",,"Baking","2015/07/25","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Hair Care - Jul 2015","Food - Ingredients","true","2015/07/11","false","Maximise Gross Profit","Q3","Baking","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtCzEAI","Superunie Cluster: Baking - Jul 2015","Approved",-59110,74530,-22004.61,77,30,95672.23,257000,77,10,14
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/05/15","Deli XL","0015800000GgZGVAA3","Deli XL: Other Frozen Food - May 2015","Food - Snacks","true","2015/05/01","false","Drive Weight of Purchase","Q2","Bulk Packs","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtD1EAI","Deli XL: Bulk Packs - May 2015","Approved",-27300,54600,-11159.21,85,13,74394.7,182000,85,26,14
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/10/01","Etos","0015800000GgZGYAA3","Etos: Cleaners - Sep 2015","Beauty - Hair Care","true","2015/09/17","false","Drive Trial","Q3","Shampoo","true",,"EUR","2016/08/04","Etos","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtD4EAI","Etos: Shampoo - Sep 2015","Approved",-32000,54000,-8875.98,84,50,55474.86,200000,84,10,14
"2016/08/04","Drink",,"Water - Home","2015/07/13","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Vitality Shots - Jun 2015","Drink","true","2015/06/22","false","Maximise Gross Profit","Q2","Water - Home","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtD7EAI","Superunie Cluster: Water - Home - Jun 2015","Approved",-30160,64960,-10787.23,87,31,82978.71,232000,87,19,21
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/07/13","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Other Frozen Food - Jun 2015","Food - Snacks","true","2015/06/08","false","Drive Penetration","Q2","Bulk Packs","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtD9EAI","Tesco: Bulk Packs - Jun 2015","Approved",-9400,31020,-3224.84,90,30,32248.41,94000,90,38,35
"2016/08/04","Food - Ingredients",,"Baking","2015/05/27","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: Hair Care - May 2015","Food - Ingredients","true","2015/05/13","false","Grow Market Share","Q2","Baking","true",,"EUR","2016/08/04","Bijeen Jumbo","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtDBEAY","Bijeen Jumbo: Baking - May 2015","Approved",-56520,56520,-23928.35,64,50,66467.64,157000,64,10,14
"2016/08/04","Food - Snacks",,"Individual Packs","2015/08/01","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: Ice Cream - Jul 2015","Food - Snacks","true","2015/07/04","false","Grow Market Share","Q3","Individual Packs","true",,"EUR","2016/08/04","Superunie Coop","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtDCEAY","Superunie Coop: Individual Packs - Jul 2015","Approved",-22230,32760,-6977.35,81,21,36722.9,117000,81,40,28
"2016/08/04","Food - Ingredients",,"Baking","2015/08/04","Schlecker","0015800000GgZGhAAN","Schlecker: Hair Care - Jul 2015","Food - Ingredients","true","2015/07/21","false","Drive Volume","Q3","Baking","true",,"EUR","2016/08/04","Schlecker","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtDEEAY","Schlecker: Baking - Jul 2015","Approved",-31920,45360,-12581.7,81,33,66219.46,168000,81,38,14
"2016/08/04","Food - Snacks",,"Individual Packs","2015/06/27","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Ice Cream - Jun 2015","Food - Snacks","true","2015/06/13","false","Grow Market Share","Q2","Individual Packs","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtDGEAY","Superunie PlusRetail: Individual Packs - Jun 2015","Approved",-24640,69440,-9892.04,89,35,89927.66,224000,89,32,14
"2016/08/04","Drink",,"Water - Home","2015/05/30","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Vitality Shots - May 2015","Drink","true","2015/05/16","false","Maximise Gross Profit","Q2","Water - Home","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtDHEAY","Superunie PlusRetail: Water - Home - May 2015","Approved",-41650,83300,-15504.86,83,6,91205.05,245000,83,25,14
"2016/08/04","Beauty - Skin Care",,"Protection","2015/09/28","Others export","0015800000GgZGWAA3","Others export: CCA - Aug 2015","Beauty - Skin Care","true","2015/08/31","false","Maximise Gross Profit","Q3","Protection","true",,"EUR","2016/08/04","Others export","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtDLEAY","Others export: Protection - Aug 2015","Approved",-24800,96720,-8146.04,90,47,81460.45,248000,90,21,28
"2016/08/04","Health",,"Supplements - Daily","2015/05/10","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: BCS_Breakfast - Apr 2015","Health","true","2015/04/19","false","Grow Market Share","Q2","Supplements - Daily","true",,"EUR","2016/08/04","Superunie Coop","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtDMEAY","Superunie Coop: Supplements - Daily - Apr 2015","Approved",-22680,51840,-8774.08,86,20,62671.99,162000,86,30,21
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/07/10","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Cleaners - Jun 2015","Beauty - Hair Care","true","2015/06/19","false","Drive Penetration","Q2","Shampoo","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtDNEAY","Superunie Cluster: Shampoo - Jun 2015","Approved",-25200,36000,-6621.95,72,44,23649.81,90000,72,7,21
"2016/08/04","Food - Ingredients",,"Baking","2015/05/20","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Hair Care - Apr 2015","Food - Ingredients","true","2015/04/22","false","Drive Weight of Purchase","Q2","Baking","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtDOEAY","Superunie PlusRetail: Baking - Apr 2015","Approved",-84810,77100,-37762.39,67,12,114431.49,257000,67,34,28
"2016/08/04","Beauty - Hair Care",,"Oil","2015/09/02","Others export","0015800000GgZGWAA3","Others export: Fabric Cleaning - Jul 2015","Beauty - Hair Care","true","2015/07/29","false","Maximise Gross Profit","Q3","Oil","true",,"EUR","2016/08/04","Others export","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtDPEAY","Others export: Oil - Jul 2015","Approved",-51800,66600,-18149.04,72,36,64817.99,185000,72,45,35
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/08/10","Others NL FS","0015800000GgZGfAAN","Others NL FS: Leaf Tea - Jul 2015","Food - Snacks","true","2015/07/20","false","Maximise Gross Profit","Q3","Portioned Multipacks","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtDSEAY","Others NL FS: Portioned Multipacks - Jul 2015","Approved",-72720,70700,-19109.04,64,23,53080.68,202000,64,42,21
"2016/08/04","Drink",,"Water - Clear","2015/08/28","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: Skin Cleansing - Jul 2015","Drink","true","2015/07/31","false","Maximise Gross Profit","Q3","Water - Clear","true",,"EUR","2016/08/04","Bijeen Jumbo","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtDTEAY","Bijeen Jumbo: Water - Clear - Jul 2015","Approved",-62400,78000,-20496.5,68,23,64051.56,195000,68,26,28
"2016/08/04","Drink",,"Water - Home","2015/11/04","Others export","0015800000GgZGWAA3","Others export: Vitality Shots - Oct 2015","Drink","true","2015/10/07","false","Drive Frequency","Q4","Water - Home","true",,"EUR","2016/08/04","Others export","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtDVEAY","Others export: Water - Home - Oct 2015","Approved",-45990,61320,-18127.58,79,25,86321.8,219000,79,31,28
"2016/08/04","Beauty - Hair Care",,"Oil","2015/06/10","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Fabric Cleaning - May 2015","Beauty - Hair Care","true","2015/05/20","false","Maximise Gross Profit","Q2","Oil","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtDWEAY","Superunie PlusRetail: Oil - May 2015","Approved",-31590,44460,-8301.08,73,10,30744.75,117000,73,43,21
"2016/08/04","Health",,"Supplements - Daily","2015/11/26","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: BCS_Breakfast - Oct 2015","Health","true","2015/10/22","false","Maximise Gross Profit","Q4","Supplements - Daily","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtDXEAY","Superunie Cluster: Supplements - Daily - Oct 2015","Approved",-19800,35200,-8238.02,82,11,45766.76,110000,82,26,35
"2016/08/04","Food - Snacks",,"Individual Packs","2015/11/15","Variety Discount","0015800000GgZGbAAN","Variety Discount: Ice Cream - Oct 2015","Food - Snacks","true","2015/10/25","false","Drive Penetration","Q4","Individual Packs","true",,"EUR","2016/08/04","Variety Discount","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtDaEAI","Variety Discount: Individual Packs - Oct 2015","Approved",-20550,42470,-7050.05,85,25,47000.34,137000,85,39,21
"2016/08/04","Drink",,"Water - Home","2015/07/26","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Vitality Shots - Jul 2015","Drink","true","2015/07/12","false","Grow Market Share","Q3","Water - Home","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtDdEAI","Superunie PlusRetail: Water - Home - Jul 2015","Approved",-41280,51600,-18078.96,76,35,75329.02,172000,76,17,14
"2016/08/04","Beauty - Skin Care",,"Protection","2015/05/03","Best Buy","0015800000GgZGgAAN","Superunie Sligro: CCA - Apr 2015","Beauty - Skin Care","true","2015/04/19","false","Drive Volume","Q2","Protection","true",,"EUR","2016/08/04","Best Buy","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtDfEAI","Best Buy: Protection - Apr 2015","Approved",-30400,49600,-8875.98,81,52,46715.67,160000,81,24,14
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/06/25","Deli XL","0015800000GgZGVAA3","Deli XL: Cleaners - May 2015","Beauty - Hair Care","true","2015/05/28","false","Maximise Gross Profit","Q2","Shampoo","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtDiEAI","Deli XL: Shampoo - May 2015","Approved",-30000,40000,-9197.15,70,44,30657.16,100000,70,18,28
"2016/08/04","Drink",,"Water - Home","2015/06/16","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: Vitality Shots - Jun 2015","Drink","true","2015/06/02","false","Maximise Gross Profit","Q2","Water - Home","true",,"EUR","2016/08/04","Bijeen Jumbo","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtDkEAI","Bijeen Jumbo: Water - Home - Jun 2015","Approved",-15120,30240,-4525,86,39,32321.4,108000,86,9,14
"2016/08/04","Beauty - Hair Care",,"Oil","2015/11/12","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Fabric Cleaning - Oct 2015","Beauty - Hair Care","true","2015/10/29","false","Grow Market Share","Q4","Oil","true",,"EUR","2016/08/16","Tesco","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtDlEAI","Tesco: Oil - Oct 2015","Approved",-34800,47850,-12700.82,76,34,52920.09,145000,76,21,14
