"Case_Id","LeadingCause","CaseNumber","Variance"
"500B000000355ziIAA","of other factors",8650,1.757
"500B000000355zjIAA","Origin is Email and Field_Service__c is true",8651,0.8959999999999999
"500B000000355zmIAA","Field_Service__c is false",8654,-0.8320000000000001
"500B000000355zmIAA","of other factors",8654,-1.12
"500B0000003564pIAA","from the baseline",8967,80.39
"500B0000003564qIAA","from the baseline",8968,80.39
"500B0000003564vIAA","from the baseline",8973,80.39
"500B0000003564yIAA","Product_Family_KB__c is TVs and Priority is Medium",8976,0.945
"500B00000035654IAA","Origin is Chat and Field_Service__c is false",8982,-0.8109999999999999
"500B00000035657IAA","of other factors",8985,4.016
"500B00000035659IAA","Field_Service__c is true",8987,0.883
"500B000000356AKIAY","Origin is Email and Offer_Voucher__c is false",9308,-0.55
"500B000000356ALIAY","from the baseline",9309,80.39
"500B000000356ANIAY","from the baseline",9311,80.39
"500B000000356AOIAY","Product_Family_KB__c is DVD Players and Priority is High",9312,-1.712
"500B000000356AOIAY","of other factors",9312,-0.73
"500B000000356APIAY","Origin is Email and Field_Service__c is true",9313,0.8959999999999999
"500B000000356ARIAY","Origin is Email and Field_Service__c is true",9315,0.8959999999999999
"500B000000356ARIAY","of other factors",9315,3.633
"500B000000356ATIAY","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",9317,1.035
"500B000000356AVIAY","Origin is Email and Field_Service__c is true",9319,0.8959999999999999
"500B000000356AVIAY","Field_Service__c is true",9319,0.883
"500B000000356AXIAY","from the baseline",9321,80.39
"500B000000356AYIAY","Field_Service__c is false",9322,-0.8320000000000001
"500B000000356AZIAY","Origin is Email and Field_Service__c is true",9323,0.8959999999999999
"500B000000356AZIAY","of other factors",9323,-2.213
"500B000000356AaIAI","of other factors",9324,2.74
"500B000000356AcIAI","Product_Family_KB__c is TVs and MilestoneStatus__c is Closed - Violation",9326,-0.6
"500B000000356AdIAI","of other factors",9327,0.9940000000000001
"500B000000356AfIAI","Product_Family_KB__c is Cables and Offer_Voucher__c is false",9329,-1.063
"500B000000356AfIAI","Origin is Email and Field_Service__c is true",9329,0.8959999999999999
"500B000000356AfIAI","from the baseline",9329,80.39
"500B000000355znIAA","from the baseline",8655,80.39
"500B000000355ztIAA","of other factors",8661,-1.886
"500B000000355zvIAA","Origin is Email and Field_Service__c is true",8663,0.8959999999999999
"500B000000355zvIAA","of other factors",8663,-2.146
"500B000000355zxIAA","Product_Family_KB__c is Tablets",8665,0.815
"500B00000035603IAA","from the baseline",8671,80.39
"500B00000035606IAA","of other factors",8674,6.226
"500B00000035609IAA","Product_Family_KB__c is TVs and Priority is Medium",8677,0.945
"500B00000035609IAA","Field_Service__c is false",8677,-0.8320000000000001
"500B0000003565DIAQ","Field_Service__c is false",8991,-0.8320000000000001
"500B0000003565HIAQ","from the baseline",8995,80.39
"500B0000003565KIAQ","of other factors",8998,0.91
"500B0000003565MIAQ","Product_Family_KB__c is Video Games and Status is Closed",9000,-1.025
"500B0000003565MIAQ","Origin is Email and Field_Service__c is true",9000,0.8959999999999999
"500B0000003565OIAQ","Field_Service__c is false",9002,-0.8320000000000001
"500B0000003565PIAQ","Product_Family_KB__c is Computers and Priority is Medium",9003,-0.838
"500B0000003565QIAQ","from the baseline",9004,80.39
"500B0000003565SIAQ","Product_Family_KB__c is Tablets",9006,0.815
"500B0000003565SIAQ","of other factors",9006,0.865
"500B0000003565VIAQ","Field_Service__c is false",9009,-0.8320000000000001
"500B0000003565VIAQ","Origin is Email and Field_Service__c is false",9009,-0.732
"500B0000003565WIAQ","Origin is Email and Field_Service__c is false",9010,-0.732
"500B000000356AiIAI","of other factors",9332,0.046
"500B000000356AjIAI","Product_Family_KB__c is Headphones and Priority is Low",9333,-1.012
"500B000000356AlIAI","from the baseline",9335,80.39
"500B000000356AmIAI","Product_Family_KB__c is Headphones and Priority is Medium",9336,-1.083
"500B000000356AoIAI","of other factors",9338,-1.619
"500B000000356AqIAI","from the baseline",9340,80.39
"500B000000356ArIAI","from the baseline",9341,80.39
"500B000000356AtIAI","Product_Family_KB__c is Cameras",9343,1.02
"500B000000356AwIAI","Origin is Facebook and Field_Service__c is true",9346,0.95
"500B000000356AzIAI","Origin is Email and Field_Service__c is false",9349,-0.732
"500B000000356B2IAI","Product_Family_KB__c is Headphones and Priority is Medium",9352,-1.083
"500B000000356CZIAY","Origin is Email and Field_Service__c is true",9447,0.8959999999999999
"500B000000356CaIAI","Origin is Facebook and Field_Service__c is true",9448,0.95
"500B000000356CaIAI","Field_Service__c is true",9448,0.883
"500B000000356CdIAI","Product_Family_KB__c is Cell Phones and Type_of_Support__c is Free",9451,0.562
"500B000000356CeIAI","Field_Service__c is false",9452,-0.8320000000000001
"500B000000356CeIAI","of other factors",9452,-1.4569999999999999
"500B000000356CeIAI","from the baseline",9452,80.39
"500B000000356CgIAI","Product_Family_KB__c is Home Audio and Type_of_Support__c is Platinum",9454,0.9620000000000001
"500B000000356CgIAI","of other factors",9454,1.733
"500B000000356CiIAI","of other factors",9456,-2.68
"500B000000356CjIAI","Origin is Facebook and Reason is Late Delivery",9457,-1.052
"500B000000356CkIAI","Product_Family_KB__c is Home Audio and Priority is Medium",9458,-1.392
"500B000000356CkIAI","Field_Service__c is false",9458,-0.8320000000000001
"500B000000356ClIAI","Field_Service__c is false",9459,-0.8320000000000001
"500B000000356CmIAI","Origin is Facebook and Field_Service__c is true",9460,0.95
"500B000000356CpIAI","Origin is Facebook and Reason is Late Delivery",9463,-1.052
"500B000000356CpIAI","from the baseline",9463,80.39
"500B0000003560CIAQ","Field_Service__c is true",8680,0.883
"500B0000003560DIAQ","from the baseline",8681,80.39
"500B0000003560GIAQ","Product_Family_KB__c is Cameras and Priority is Low",8684,-1.129
"500B0000003560IIAQ","of other factors",8686,0.63
"500B0000003560KIAQ","Product_Family_KB__c is TVs and Priority is Medium",8688,0.945
"500B0000003560KIAQ","Field_Service__c is false",8688,-0.8320000000000001
"500B0000003560LIAQ","Product_Family_KB__c is Headphones and Priority is Medium",8689,-1.083
"500B0000003560OIAQ","Product_Family_KB__c is Tablets and Type_of_Support__c is Basic",8692,1.1059999999999999
"500B0000003560OIAQ","of other factors",8692,-0.314
"500B0000003560PIAQ","Field_Service__c is false",8693,-0.8320000000000001
"500B0000003560PIAQ","of other factors",8693,-1.143
"500B0000003560RIAQ","of other factors",8695,-2.83
"500B0000003560TIAQ","from the baseline",8697,80.39
"500B0000003560VIAQ","of other factors",8699,2.7510000000000003
"500B0000003560WIAQ","Product_Family_KB__c is Video Games and Status is Closed",8700,-1.025
"500B0000003565YIAQ","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",9012,-1.121
"500B0000003565YIAQ","from the baseline",9012,80.39
"500B0000003565ZIAQ","Product_Family_KB__c is Video Games",9013,-1.016
"500B0000003565eIAA","of other factors",9018,-2.086
"500B0000003565gIAA","from the baseline",9020,80.39
"500B0000003565jIAA","Field_Service__c is false",9023,-0.8320000000000001
"500B0000003565lIAA","of other factors",9025,-1.111
"500B0000003565mIAA","from the baseline",9026,80.39
"500B0000003565oIAA","Product_Family_KB__c is Video Games and Status is Closed",9028,-1.025
"500B0000003565sIAA","Origin is Email and Field_Service__c is true",9032,0.8959999999999999
"500B0000003565tIAA","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",9033,-0.9059999999999999
"500B000000356B7IAI","Origin is Facebook and Reason is Unknown Failure",9357,0.862
"500B000000356B8IAI","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",9358,0.826
"500B000000356B9IAI","Field_Service__c is true",9359,0.883
"500B000000356BCIAY","Product_Family_KB__c is Cables",9362,-0.92
"500B000000356BEIAY","from the baseline",9364,80.39
"500B000000356BFIAY","of other factors",9365,-0.335
"500B000000356BGIAY","from the baseline",9366,80.39
"500B000000356BIIAY","Origin is Facebook and Reason is Late Delivery",9368,-1.052
"500B000000356BIIAY","of other factors",9368,-2.123
"500B000000356BMIAY","of other factors",9372,1.389
"500B000000356BNIAY","Field_Service__c is false",9373,-0.8320000000000001
"500B000000356BNIAY","of other factors",9373,-1.081
"500B000000356BPIAY","Product_Family_KB__c is Cameras",9375,1.02
"500B000000356BPIAY","of other factors",9375,1.095
"500B000000356CqIAI","Product_Family_KB__c is Cameras and Priority is Low",9464,-1.129
"500B000000356CsIAI","Origin is Facebook and Reason is Late Delivery",9466,-1.052
"500B000000356CtIAI","from the baseline",9467,80.39
"500B000000356CwIAI","Origin is Email and Field_Service__c is false",9470,-0.732
"500B000000356CzIAI","Origin is Facebook and Field_Service__c is true",9473,0.95
"500B000000356CzIAI","of other factors",9473,-2.219
"500B000000356D0IAI","Field_Service__c is false",9474,-0.8320000000000001
"500B000000356D1IAI","Product_Family_KB__c is Cell Phones and Type_of_Support__c is Platinum",9475,-0.585
"500B000000356D1IAI","from the baseline",9475,80.39
"500B0000003560ZIAQ","from the baseline",8703,80.39
"500B0000003560cIAA","Field_Service__c is false",8706,-0.8320000000000001
"500B0000003560gIAA","Product_Family_KB__c is Video Games and Status is Closed",8710,-1.025
"500B0000003560hIAA","Origin is Chat and Reason is Feature Question",8711,-1.6269999999999998
"500B0000003560iIAA","Product_Family_KB__c is Cameras and Priority is Low",8712,-1.129
"500B0000003560oIAA","Field_Service__c is false",8718,-0.8320000000000001
"500B0000003560sIAA","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",8722,-0.9059999999999999
"500B0000003560tIAA","of other factors",8723,-0.731
"500B0000003565wIAA","Origin is Email and Field_Service__c is false",9036,-0.732
"500B0000003565wIAA","from the baseline",9036,80.39
"500B0000003565yIAA","from the baseline",9038,80.39
"500B00000035660IAA","Product_Family_KB__c is Video Games and Status is Closed",9040,-1.025
"500B00000035661IAA","Product_Family_KB__c is Video Games and Status is Closed",9041,-1.025
"500B00000035662IAA","Product_Family_KB__c is Cameras",9042,1.02
"500B00000035669IAA","Product_Family_KB__c is Headphones and Priority is High",9049,1.834
"500B0000003566AIAQ","Field_Service__c is false",9050,-0.8320000000000001
"500B0000003566EIAQ","Product_Family_KB__c is Headphones and Priority is High",9054,1.834
"500B0000003566GIAQ","of other factors",9056,-3.863
"500B000000356BRIAY","from the baseline",9377,80.39
"500B000000356BSIAY","of other factors",9378,1.286
"500B000000356BTIAY","Product_Family_KB__c is Headphones and Priority is High",9379,1.834
"500B000000356BUIAY","of other factors",9380,1.405
"500B000000356BVIAY","from the baseline",9381,80.39
"500B000000356BWIAY","from the baseline",9382,80.39
"500B000000356BbIAI","Product_Family_KB__c is Cell Phones and Priority is Medium",9387,1.0490000000000002
"500B000000356BbIAI","Field_Service__c is false",9387,-0.8320000000000001
"500B000000356BbIAI","Product_Family_KB__c is Cell Phones and Type_of_Support__c is Free",9387,0.562
"500B000000356BhIAI","Origin is Email and Field_Service__c is true",9393,0.8959999999999999
"500B000000356BhIAI","from the baseline",9393,80.39
"500B000000356BiIAI","Product_Family_KB__c is TVs and Priority is Medium",9394,0.945
"500B000000356BjIAI","Product_Family_KB__c is TVs and Priority is Medium",9395,0.945
"500B000000356BjIAI","from the baseline",9395,80.39
"500B000000356BlIAI","of other factors",9397,0.621
"500B000000356BmIAI","Origin is Facebook and Reason is Late Delivery",9398,-1.052
"500B000000356BmIAI","of other factors",9398,3.6439999999999997
"500B000000356BnIAI","Field_Service__c is false",9399,-0.8320000000000001
"500B000000356DBIAY","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",9485,-1.121
"500B000000356DCIAY","of other factors",9486,0.9690000000000001
"500B000000356DFIAY","Product_Family_KB__c is Cables",9489,-0.92
"500B000000356DIIAY","from the baseline",9492,80.39
"500B000000356DKIAY","Product_Family_KB__c is DVD Players and Priority is High",9494,-1.712
"500B000000356DKIAY","Field_Service__c is false",9494,-0.8320000000000001
"500B000000356DOIAY","from the baseline",9498,80.39
"500B000000356DTIAY","from the baseline",9503,80.39
"500B000000356DUIAY","Field_Service__c is false",9504,-0.8320000000000001
"500B0000003560zIAA","Product_Family_KB__c is Headphones and Priority is High",8729,1.834
"500B00000035615IAA","Field_Service__c is false",8735,-0.8320000000000001
"500B00000035615IAA","of other factors",8735,0.091
"500B00000035616IAA","Field_Service__c is true",8736,0.883
"500B0000003561AIAQ","Origin is Chat and Field_Service__c is false",8740,-0.8109999999999999
"500B0000003561CIAQ","Product_Family_KB__c is TVs and Priority is High",8742,-0.7559999999999999
"500B0000003566IIAQ","of other factors",9058,-4.888999999999999
"500B0000003566NIAQ","Origin is Email and Field_Service__c is false",9063,-0.732
"500B0000003566OIAQ","Product_Family_KB__c is DVD Players and Priority is High",9064,-1.712
"500B0000003566PIAQ","from the baseline",9065,80.39
"500B0000003566RIAQ","from the baseline",9067,80.39
"500B0000003566XIAQ","Product_Family_KB__c is Video Games",9073,-1.016
"500B0000003566ZIAQ","from the baseline",9075,80.39
"500B0000003566aIAA","Product_Family_KB__c is DVD Players and Priority is Low",9076,-0.693
"500B0000003566bIAA","Field_Service__c is false",9077,-0.8320000000000001
"500B0000003566cIAA","from the baseline",9078,80.39
"500B000000356BoIAI","of other factors",9400,-3.98
"500B000000356BpIAI","from the baseline",9401,80.39
"500B000000356BqIAI","Field_Service__c is false",9402,-0.8320000000000001
"500B000000356BsIAI","Origin is Facebook and Field_Service__c is false",9404,-0.519
"500B000000356BtIAI","Origin is Facebook and Reason is Hardware Question",9405,-0.757
"500B000000356BtIAI","from the baseline",9405,80.39
"500B000000356BuIAI","of other factors",9406,-3.015
"500B000000356BvIAI","from the baseline",9407,80.39
"500B000000356BxIAI","of other factors",9409,1.389
"500B000000356ByIAI","Field_Service__c is false",9410,-0.8320000000000001
"500B000000356ByIAI","from the baseline",9410,80.39
"500B000000356BzIAI","Field_Service__c is false",9411,-0.8320000000000001
"500B000000356C1IAI","Origin is Facebook and Reason is Late Delivery",9413,-1.052
"500B000000356C2IAI","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",9414,0.826
"500B000000356C3IAI","Product_Family_KB__c is Video Games and Status is Closed",9415,-1.025
"500B000000356C3IAI","Product_Family_KB__c is Video Games",9415,-1.016
"500B000000356C4IAI","Origin is Email and Reason is Software Question",9416,-1.266
"500B000000356C4IAI","Product_Family_KB__c is Tablets and Type_of_Support__c is Basic",9416,1.1059999999999999
"500B000000356C5IAI","Field_Service__c is false",9417,-0.8320000000000001
"500B000000356C6IAI","Product_Family_KB__c is Video Games and Status is Closed",9418,-1.025
"500B000000356C6IAI","Product_Family_KB__c is Video Games",9418,-1.016
"500B000000356C7IAI","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",9419,1.035
"500B000000356C7IAI","Product_Family_KB__c is Cameras",9419,1.02
"500B000000356C9IAI","Origin is Facebook and Field_Service__c is true",9421,0.95
"500B000000356CAIAY","Field_Service__c is false",9422,-0.8320000000000001
"500B000000356CAIAY","Origin is Email and Field_Service__c is false",9422,-0.732
"500B000000356DZIAY","Origin is Facebook and Field_Service__c is true",9509,0.95
"500B000000356DaIAI","of other factors",9510,-1.558
"500B000000356DhIAI","from the baseline",9517,80.39
"500B000000356DiIAI","Field_Service__c is false",9518,-0.8320000000000001
"500B000000356DiIAI","of other factors",9518,0.96
"500B000000356DjIAI","Product_Family_KB__c is Tablets",9519,0.815
"500B000000356DjIAI","from the baseline",9519,80.39
"500B000000356DrIAI","of other factors",9527,4.447
"500B0000003561IIAQ","Product_Family_KB__c is Headphones and Priority is Medium",8748,-1.083
"500B0000003561JIAQ","of other factors",8749,-1.499
"500B0000003561NIAQ","Product_Family_KB__c is Home Audio and Priority is High",8753,1.474
"500B0000003561NIAQ","Origin is Chat and Field_Service__c is true",8753,0.8079999999999999
"500B0000003561OIAQ","of other factors",8754,0.5870000000000001
"500B0000003561RIAQ","Origin is Email and Reason is Software Question",8757,-1.266
"500B0000003561SIAQ","of other factors",8758,-1.051
"500B0000003561TIAQ","of other factors",8759,-1.042
"500B0000003561VIAQ","Product_Family_KB__c is Cell Phones and Priority is Low",8761,-1.226
"500B0000003561WIAQ","from the baseline",8762,80.39
"500B0000003561XIAQ","Product_Family_KB__c is DVD Players and Priority is High",8763,-1.712
"500B0000003561XIAQ","Origin is Email and Reason is Software Question",8763,-1.266
"500B0000003561YIAQ","Field_Service__c is false",8764,-0.8320000000000001
"500B0000003561ZIAQ","Product_Family_KB__c is DVD Players and Priority is Medium",8765,1.945
"500B0000003561aIAA","from the baseline",8766,80.39
"500B0000003561bIAA","Field_Service__c is false",8767,-0.8320000000000001
"500B0000003561dIAA","Product_Family_KB__c is Cables",8769,-0.92
"500B000000355hPIAQ","Field_Service__c is false",7520,-0.8320000000000001
"500B000000355hRIAQ","Field_Service__c is false",7522,-0.8320000000000001
"500B000000355hZIAQ","from the baseline",7530,80.39
"500B000000355hcIAA","Field_Service__c is false",7533,-0.8320000000000001
"500B000000355hdIAA","Field_Service__c is false",7534,-0.8320000000000001
"500B000000355hdIAA","from the baseline",7534,80.39
"500B000000355hgIAA","Product_Family_KB__c is Computers and Priority is High",7537,-1.341
"500B000000355hgIAA","Origin is Chat and Reason is Documentation",7537,0.938
"500B000000355hhIAA","from the baseline",7538,80.39
"500B000000355hjIAA","Origin is Chat and Field_Service__c is false",7540,-0.8109999999999999
"500B000000355hkIAA","from the baseline",7541,80.39
"500B000000355sBIAQ","Field_Service__c is true",8183,0.883
"500B000000355sBIAQ","from the baseline",8183,80.39
"500B000000355sDIAQ","from the baseline",8185,80.39
"500B000000355sEIAQ","Origin is Chat and Field_Service__c is false",8186,-0.8109999999999999
"500B000000355sEIAQ","from the baseline",8186,80.39
"500B000000355sFIAQ","Origin is Chat and Field_Service__c is false",8187,-0.8109999999999999
"500B000000355sOIAQ","Field_Service__c is false",8196,-0.8320000000000001
"500B000000355sOIAQ","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",8196,0.826
"500B000000355sPIAQ","Origin is Chat and Field_Service__c is false",8197,-0.8109999999999999
"500B000000355sQIAQ","Product_Family_KB__c is Tablets and Priority is Low",8198,2.0909999999999997
"500B000000355sRIAQ","from the baseline",8199,80.39
"500B000000355sVIAQ","Origin is Chat and Reason is Feature Question",8203,-1.6269999999999998
"500B000000355y8IAA","of other factors",8552,-2.327
"500B000000355y9IAA","of other factors",8553,-4.744
"500B000000355y9IAA","from the baseline",8553,80.39
"500B000000355yAIAQ","Field_Service__c is false",8554,-0.8320000000000001
"500B000000355yCIAQ","Origin is Chat and Field_Service__c is true",8556,0.8079999999999999
"500B000000355yDIAQ","Field_Service__c is false",8557,-0.8320000000000001
"500B000000355yHIAQ","Product_Family_KB__c is DVD Players and Priority is High",8561,-1.712
"500B000000355yHIAQ","from the baseline",8561,80.39
"500B000000355yIIAQ","Field_Service__c is false",8562,-0.8320000000000001
"500B000000355yJIAQ","of other factors",8563,-0.18899999999999997
"500B000000355yLIAQ","of other factors",8565,1.218
"500B000000355yMIAQ","Product_Family_KB__c is Home Audio and Type_of_Support__c is Platinum",8566,0.9620000000000001
"500B000000355yMIAQ","Field_Service__c is false",8566,-0.8320000000000001
"500B000000355yNIAQ","Product_Family_KB__c is Cameras and Priority is Medium",8567,1.097
"500B000000355yNIAQ","Product_Family_KB__c is Cameras",8567,1.02
"500B000000355yOIAQ","Field_Service__c is false",8568,-0.8320000000000001
"500B000000355hmIAA","Origin is Chat and Reason is Documentation",7543,0.938
"500B000000355hoIAA","of other factors",7545,-1.5190000000000001
"500B000000355hqIAA","Origin is Chat and Product_Family_KB__c is Video Games",7547,0.853
"500B000000355htIAA","Origin is Chat and Field_Service__c is false",7550,-0.8109999999999999
"500B000000355hvIAA","Origin is Chat and Field_Service__c is false",7552,-0.8109999999999999
"500B000000355hvIAA","of other factors",7552,-1.095
"500B000000355hwIAA","from the baseline",7553,80.39
"500B000000355hyIAA","of other factors",7555,-1.026
"500B000000355i1IAA","Field_Service__c is false",7558,-0.8320000000000001
"500B000000355i6IAA","Product_Family_KB__c is Cables",7563,-0.92
"500B000000355i7IAA","Field_Service__c is false",7564,-0.8320000000000001
"500B000000355nNIAQ","of other factors",7890,-1.2670000000000001
"500B000000355nPIAQ","Origin is Chat and Reason is Unknown Failure",7892,0.649
"500B000000355nQIAQ","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",7893,1.035
"500B000000355nQIAQ","Product_Family_KB__c is Cameras",7893,1.02
"500B000000355nTIAQ","Field_Service__c is false",7896,-0.8320000000000001
"500B000000355nUIAQ","Origin is Chat and Field_Service__c is false",7897,-0.8109999999999999
"500B000000355nVIAQ","Field_Service__c is false",7898,-0.8320000000000001
"500B000000355nZIAQ","Origin is Chat and Field_Service__c is false",7902,-0.8109999999999999
"500B000000355sXIAQ","Product_Family_KB__c is DVD Players and Priority is Medium",8205,1.945
"500B000000355sXIAQ","Origin is Chat and Reason is Feature Question",8205,-1.6269999999999998
"500B000000355saIAA","of other factors",8208,2.086
"500B000000355sbIAA","Product_Family_KB__c is Cameras",8209,1.02
"500B000000355seIAA","Origin is Chat and Field_Service__c is true",8212,0.8079999999999999
"500B000000355shIAA","Field_Service__c is false",8215,-0.8320000000000001
"500B000000355snIAA","Origin is Chat and Field_Service__c is false",8221,-0.8109999999999999
"500B000000355spIAA","Origin is Chat and Reason is Feature Question",8223,-1.6269999999999998
"500B000000355sqIAA","Origin is Chat and Reason is Feature Question",8224,-1.6269999999999998
"500B000000355srIAA","Product_Family_KB__c is Cameras and Priority is Medium",8225,1.097
"500B000000355srIAA","Product_Family_KB__c is Cameras",8225,1.02
"500B000000355yUIAQ","Origin is Chat and Field_Service__c is false",8574,-0.8109999999999999
"500B000000355yaIAA","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",8580,-0.9059999999999999
"500B000000355yaIAA","of other factors",8580,1.056
"500B000000355ycIAA","from the baseline",8582,80.39
"500B000000355ydIAA","of other factors",8583,-0.633
"500B000000355ygIAA","of other factors",8586,-3.585
"500B000000355yiIAA","from the baseline",8588,80.39
"500B000000355yjIAA","of other factors",8589,1.004
"500B000000355yjIAA","from the baseline",8589,80.39
"500B000000355ykIAA","Product_Family_KB__c is Home Audio and Priority is Medium",8590,-1.392
"500B000000355ylIAA","from the baseline",8591,80.39
"500B000000355ymIAA","Field_Service__c is true",8592,0.883
"500B000000355ynIAA","Field_Service__c is false",8593,-0.8320000000000001
"500B000000355ynIAA","of other factors",8593,-0.85
"500B000000355yoIAA","Product_Family_KB__c is TVs and Priority is High",8594,-0.7559999999999999
"500B000000355yoIAA","from the baseline",8594,80.39
"500B000000355ypIAA","Field_Service__c is false",8595,-0.8320000000000001
"500B000000355iDIAQ","of other factors",7570,-1.153
"500B000000355iFIAQ","Origin is Chat and Field_Service__c is false",7572,-0.8109999999999999
"500B000000355iFIAQ","from the baseline",7572,80.39
"500B000000355iIIAQ","Product_Family_KB__c is Video Games and Status is Closed",7575,-1.025
"500B000000355iKIAQ","from the baseline",7577,80.39
"500B000000355iMIAQ","Origin is Chat and Field_Service__c is false",7579,-0.8109999999999999
"500B000000355iOIAQ","Origin is Chat and Reason is Documentation",7581,0.938
"500B000000355iQIAQ","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",7583,0.826
"500B000000355iSIAQ","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",7585,1.035
"500B000000355iUIAQ","Product_Family_KB__c is Computers and Priority is Medium",7587,-0.838
"500B000000355iUIAQ","of other factors",7587,0.35
"500B000000355nhIAA","Product_Family_KB__c is Cell Phones and Priority is Medium",7910,1.0490000000000002
"500B000000355niIAA","Origin is Chat and Field_Service__c is false",7911,-0.8109999999999999
"500B000000355nkIAA","of other factors",7913,-1.245
"500B000000355nkIAA","from the baseline",7913,80.39
"500B000000355suIAA","of other factors",8228,1.0290000000000001
"500B000000355svIAA","Origin is Chat and Reason is Feature Question",8229,-1.6269999999999998
"500B000000355swIAA","Field_Service__c is false",8230,-0.8320000000000001
"500B000000355sxIAA","of other factors",8231,-5.025
"500B000000355szIAA","Product_Family_KB__c is Headphones and Reason is Software Question",8233,1.047
"500B000000355szIAA","from the baseline",8233,80.39
"500B000000355t1IAA","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",8235,0.826
"500B000000355t6IAA","Product_Family_KB__c is Headphones and Priority is Low",8240,-1.012
"500B000000355t8IAA","Product_Family_KB__c is Computers and Priority is High",8242,-1.341
"500B000000355t8IAA","of other factors",8242,-2.096
"500B000000355t9IAA","Field_Service__c is false",8243,-0.8320000000000001
"500B000000355t9IAA","from the baseline",8243,80.39
"500B000000355tCIAQ","Origin is Chat and Reason is Feature Question",8246,-1.6269999999999998
"500B000000355tCIAQ","Origin is Chat and Field_Service__c is true",8246,0.8079999999999999
"500B000000355tDIAQ","Product_Family_KB__c is Home Audio and Reason is Feature Question",8247,1.1079999999999999
"500B000000355tEIAQ","Product_Family_KB__c is Cameras and Priority is High",8248,1.077
"500B000000355tFIAQ","Origin is Chat and Reason is Feature Question",8249,-1.6269999999999998
"500B000000355idIAA","Origin is Chat and Field_Service__c is false",7596,-0.8109999999999999
"500B000000355ieIAA","Origin is Chat and Reason is Documentation",7597,0.938
"500B000000355ieIAA","of other factors",7597,-0.16
"500B000000355ifIAA","from the baseline",7598,80.39
"500B000000355igIAA","Product_Family_KB__c is DVD Players and Priority is Low",7599,-0.693
"500B000000355igIAA","of other factors",7599,-3.603
"500B000000355ihIAA","Product_Family_KB__c is Headphones and Priority is High",7600,1.834
"500B000000355ihIAA","of other factors",7600,-2.251
"500B000000355ipIAA","Field_Service__c is false",7608,-0.8320000000000001
"500B000000355iqIAA","Origin is Chat and Field_Service__c is false",7609,-0.8109999999999999
"500B000000355irIAA","Field_Service__c is false",7610,-0.8320000000000001
"500B000000355nlIAA","Origin is Chat and Field_Service__c is true",7914,0.8079999999999999
"500B000000355npIAA","Product_Family_KB__c is Video Games",7918,-1.016
"500B000000355nuIAA","Product_Family_KB__c is DVD Players and Priority is High",7923,-1.712
"500B000000355nxIAA","Product_Family_KB__c is Headphones and Priority is Low",7926,-1.012
"500B000000355nxIAA","Field_Service__c is false",7926,-0.8320000000000001
"500B000000355nxIAA","of other factors",7926,-3.338
"500B000000355nzIAA","Product_Family_KB__c is Tablets and Priority is Medium",7928,-1.4809999999999999
"500B000000355o6IAA","Origin is Chat and Field_Service__c is false",7935,-0.8109999999999999
"500B000000355o7IAA","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",7936,0.826
"500B000000355o7IAA","from the baseline",7936,80.39
"500B000000355tHIAQ","Field_Service__c is false",8251,-0.8320000000000001
"500B000000355tJIAQ","of other factors",8253,5.226
"500B000000355tMIAQ","from the baseline",8256,80.39
"500B000000355tPIAQ","Origin is Chat and Reason is Feature Question",8259,-1.6269999999999998
"500B000000355tPIAQ","Product_Family_KB__c is Home Audio and Reason is Feature Question",8259,1.1079999999999999
"500B000000355tRIAQ","Product_Family_KB__c is Computers and Priority is Low",8261,2.516
"500B000000355tRIAQ","of other factors",8261,-0.05
"500B000000355tSIAQ","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",8262,-1.121
"500B000000355tUIAQ","from the baseline",8264,80.39
"500B000000355tXIAQ","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",8267,1.035
"500B000000355tYIAQ","of other factors",8268,2.011
"500B000000355tZIAQ","Product_Family_KB__c is Cameras and Priority is Low",8269,-1.129
"500B000000355taIAA","Product_Family_KB__c is Video Games and Reason is Feature Question",8270,-1.4269999999999998
"500B000000355taIAA","from the baseline",8270,80.39
"500B000000355tcIAA","Product_Family_KB__c is Headphones and Reason is Feature Question",8272,1.709
"500B000000355tcIAA","of other factors",8272,-3.248
"500B000000355tdIAA","Field_Service__c is false",8273,-0.8320000000000001
"500B000000355isIAA","Product_Family_KB__c is Home Audio and Priority is Medium",7611,-1.392
