"ArticleVersion.IsVisibleInApp","ArticleVersion.DataCategory.DataCategoryGroupName","ArticleVersion.IsVisibleInPrm","LastPublishedDate","ArticleVersion.DataCategory.DataCategoryName","CreatedById","ArticleNumber","ArticleVersion.CreatedDate","ArticleVersion.IsVisibleInCsp","ChannelList","ViewStat.Channel","IsDraft","ArticleVersion.IsVisibleInPkb","ArticleVersion.OwnerId","User.Name","ArticleVersion.VersionNumber","ArticleVersion.Id","VoteStat.Channel","ArticleVersion.IsLatestVersion","ArticleVersion.CreatedById","ArticleVersion.Title","FirstPublishedDate","CreatedDate","ArticleVersion.PublishStatus","Id","LastModifiedById","VoteStat.NormalizedScore","ViewStat.ViewCount","ViewStat.NormalizedScore","CaseAssociationCount"
"true",,"true","2020-02-20T21:28:55.000Z",,"005B0000003JK1iIAG","84","2020-02-09T21:28:55.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZklMAE","Mobile Site","true","005B0000003JK1iIAG","Toys","2020-02-17T21:28:55.000Z","2020-02-09T21:28:55.000Z","Online","a4CB00000000ElLMAU","005B0000003JK1iIAG",6.825,38,2.709,3
,,,"2020-02-09T19:43:24.000Z",,"005B0000003JK1iIAG","85",,,,"Desktop Site","true",,,,,,"App",,,,"2020-01-31T19:43:24.000Z","2020-01-24T19:43:24.000Z",,"a4CB00000000ElMMAU","005B0000003JK1iIAG",3.348,22,3.68,4
"true",,"true","2020-03-07T17:25:06.000Z",,"005B0000003JK1iIAG","86","2020-02-21T17:25:06.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZknMAE","Desktop Site","true","005B0000003JK1iIAG","Toys","2020-02-29T17:25:06.000Z","2020-02-21T17:25:06.000Z","Online","a4CB00000000ElNMAU","005B0000003JK1iIAG",9.016,80,9.197,5
,,,"2020-03-01T19:06:29.000Z",,"005B0000003JK1iIAG","87",,,,"App","true",,,,,,"Desktop Site",,,,"2020-02-28T19:06:29.000Z","2020-02-19T19:06:29.000Z",,"a4CB00000000ElOMAU","005B0000003JK1iIAG",7.609,39,2.29,1
,,,"2020-03-24T00:16:29.000Z",,"005B0000003JK1iIAG","88",,,,"App","true",,,,,,"App",,,,"2020-03-15T00:16:29.000Z","2020-03-07T00:16:29.000Z",,"a4CB00000000ElPMAU","005B0000003JK1iIAG",3.898,6,2.318,3
,,,"2020-02-23T23:25:26.000Z",,"005B0000003JK1iIAG","89",,,,"Desktop Site","true",,,,,,"App",,,,"2020-02-17T23:25:26.000Z","2020-02-10T23:25:26.000Z",,"a4CB00000000ElQMAU","005B0000003JK1iIAG",9.258,95,7.732,2
"true",,"true","2020-03-11T21:44:18.000Z",,"005B0000003JK1iIAG","92","2020-03-06T21:44:18.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZktMAE","Mobile Site","true","005B0000003JK1iIAG","Games","2020-03-07T21:44:18.000Z","2020-03-06T21:44:18.000Z","Online","a4CB00000000ElTMAU","005B0000003JK1iIAG",8.079,53,1.547,2
"true",,"true","2020-02-20T17:09:23.000Z",,"005B0000003JK1iIAG","93","2020-02-05T17:09:23.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZkuMAE","App","true","005B0000003JK1iIAG","Beauty","2020-02-13T17:09:23.000Z","2020-02-05T17:09:23.000Z","Online","a4CB00000000ElUMAU","005B0000003JK1iIAG",4.755,57,9.035,4
"true",,"true","2020-03-14T16:37:54.000Z",,"005B0000003JK1iIAG","90","2020-03-06T16:37:54.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZkrMAE","App","true","005B0000003JK1iIAG","Kids","2020-03-08T16:37:54.000Z","2020-03-06T16:37:54.000Z","Online","a4CB00000000ElRMAU","005B0000003JK1iIAG",2.135,71,4.88,1
,,,"2020-02-02T19:40:07.000Z",,"005B0000003JK1iIAG","91",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2020-02-01T19:40:07.000Z","2020-01-28T19:40:07.000Z",,"a4CB00000000ElSMAU","005B0000003JK1iIAG",8.008,4,3.088,4
"true",,"true","2020-02-11T16:29:33.000Z",,"005B0000003JK1iIAG","94","2020-01-29T16:29:33.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZkvMAE","Mobile Site","true","005B0000003JK1iIAG","Jewelery","2020-02-05T16:29:33.000Z","2020-01-29T16:29:33.000Z","Online","a4CB00000000ElVMAU","005B0000003JK1iIAG",7.173,98,5.083,3
"true",,"true","2020-02-20T22:06:00.000Z",,"005B0000003JK1iIAG","229","2020-02-13T22:06:00.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZn6MAE","App","true","005B0000003JK1iIAG","Clothing","2020-02-19T22:06:00.000Z","2020-02-13T22:06:00.000Z","Online","a4CB00000000EngMAE","005B0000003JK1iIAG",7.825,42,1.292,2
,,,"2020-03-19T16:03:04.000Z",,"005B0000003JK1iIAG","230",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2020-03-11T16:03:04.000Z","2020-03-07T16:03:04.000Z",,"a4CB00000000EnhMAE","005B0000003JK1iIAG",1.537,65,4.054,2
"true",,"true","2020-03-10T17:09:50.000Z",,"005B0000003JK1iIAG","231","2020-02-21T17:09:50.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZn8MAE","App","true","005B0000003JK1iIAG","Automotive","2020-03-01T17:09:50.000Z","2020-02-21T17:09:50.000Z","Online","a4CB00000000EniMAE","005B0000003JK1iIAG",2.44,50,9.784,2
,,,"2020-02-10T16:20:37.000Z",,"005B0000003JK1iIAG","232",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2020-02-09T16:20:37.000Z","2020-02-01T16:20:37.000Z",,"a4CB00000000EnjMAE","005B0000003JK1iIAG",8.96,34,3.079,1
,,,"2020-02-25T16:50:11.000Z",,"005B0000003JK1iIAG","233",,,,"App","true",,,,,,"Mobile Site",,,,"2020-02-16T16:50:11.000Z","2020-02-10T16:50:11.000Z",,"a4CB00000000EnkMAE","005B0000003JK1iIAG",8.697,25,2.301,1
,,,"2020-02-21T19:55:06.000Z",,"005B0000003JK1iIAG","234",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2020-02-14T19:55:06.000Z","2020-02-12T19:55:06.000Z",,"a4CB00000000EnlMAE","005B0000003JK1iIAG",1.526,44,5.736,2
,,,"2020-03-03T23:56:14.000Z",,"005B0000003JK1iIAG","235",,,,"App","true",,,,,,"Desktop Site",,,,"2020-02-27T23:56:14.000Z","2020-02-18T23:56:14.000Z",,"a4CB00000000EnmMAE","005B0000003JK1iIAG",1.891,25,7.57,4
,,,"2020-03-20T22:59:26.000Z",,"005B0000003JK1iIAG","236",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-03-11T22:59:26.000Z","2020-03-05T22:59:26.000Z",,"a4CB00000000EnnMAE","005B0000003JK1iIAG",9.816,66,6.414,2
"true",,"true","2020-03-06T00:20:23.000Z",,"005B0000003JK1iIAG","237","2020-02-24T00:20:23.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnEMAU","App","true","005B0000003JK1iIAG","Books","2020-02-27T00:20:23.000Z","2020-02-24T00:20:23.000Z","Online","a4CB00000000EnoMAE","005B0000003JK1iIAG",2.168,17,6.624,1
,,,"2020-02-02T21:28:08.000Z",,"005B0000003JK1iIAG","238",,,,"App","true",,,,,,"App",,,,"2020-01-31T21:28:08.000Z","2020-01-22T21:28:08.000Z",,"a4CB00000000EnpMAE","005B0000003JK1iIAG",5.697,19,3.773,2
"true",,"true","2020-02-16T19:43:41.000Z",,"005B0000003JK1iIAG","239","2020-02-11T19:43:41.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnGMAU","App","true","005B0000003JK1iIAG","Shoes","2020-02-12T19:43:41.000Z","2020-02-11T19:43:41.000Z","Online","a4CB00000000EnqMAE","005B0000003JK1iIAG",1.716,49,6.015,2
,,,"2020-03-07T16:46:48.000Z",,"005B0000003JK1iIAG","240",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-03-06T16:46:48.000Z","2020-02-26T16:46:48.000Z",,"a4CB00000000EnrMAE","005B0000003JK1iIAG",6.108,83,1.599,1
"true",,"true","2020-02-02T00:21:42.000Z",,"005B0000003JK1iIAG","241","2020-01-26T00:21:42.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnIMAU","App","true","005B0000003JK1iIAG","Toys","2020-01-29T00:21:42.000Z","2020-01-26T00:21:42.000Z","Online","a4CB00000000EnsMAE","005B0000003JK1iIAG",9.462,19,9.097,3
"true",,"true","2020-02-27T23:32:03.000Z",,"005B0000003JK1iIAG","242","2020-02-19T23:32:03.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnJMAU","App","true","005B0000003JK1iIAG","Sports","2020-02-24T23:32:03.000Z","2020-02-19T23:32:03.000Z","Online","a4CB00000000EntMAE","005B0000003JK1iIAG",8.916,5,2.136,2
"true",,"true","2020-02-06T23:40:19.000Z",,"005B0000003JK1iIAG","243","2020-01-25T23:40:19.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnKMAU","Desktop Site","true","005B0000003JK1iIAG","Baby","2020-01-29T23:40:19.000Z","2020-01-25T23:40:19.000Z","Online","a4CB00000000EnuMAE","005B0000003JK1iIAG",6.204,71,8.866,4
"true",,"true","2020-03-14T17:10:34.000Z",,"005B0000003JK1iIAG","244","2020-02-27T17:10:34.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnLMAU","App","true","005B0000003JK1iIAG","Industrial","2020-03-07T17:10:34.000Z","2020-02-27T17:10:34.000Z","Online","a4CB00000000EnvMAE","005B0000003JK1iIAG",2.401,85,2.211,4
,,,"2020-03-12T18:37:56.000Z",,"005B0000003JK1iIAG","245",,,,"App","true",,,,,,"Desktop Site",,,,"2020-03-05T18:37:56.000Z","2020-02-25T18:37:56.000Z",,"a4CB00000000EnwMAE","005B0000003JK1iIAG",7.614,86,3.159,3
"true",,"true","2020-02-22T21:28:26.000Z",,"005B0000003JK1iIAG","246","2020-02-08T21:28:26.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnNMAU","App","true","005B0000003JK1iIAG","Toys","2020-02-14T21:28:26.000Z","2020-02-08T21:28:26.000Z","Online","a4CB00000000EnxMAE","005B0000003JK1iIAG",6.854,74,3.721,5
,,,"2020-02-03T18:18:22.000Z",,"005B0000003JK1iIAG","247",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2020-01-31T18:18:22.000Z","2020-01-28T18:18:22.000Z",,"a4CB00000000EnyMAE","005B0000003JK1iIAG",4.802,15,2.142,4
"true",,"true","2020-03-09T16:19:52.000Z",,"005B0000003JK1iIAG","248","2020-03-02T16:19:52.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnPMAU","App","true","005B0000003JK1iIAG","Industrial","2020-03-05T16:19:52.000Z","2020-03-02T16:19:52.000Z","Online","a4CB00000000EnzMAE","005B0000003JK1iIAG",9.365,17,5.183,1
,,,"2020-02-12T16:27:31.000Z",,"005B0000003JK1iIAG","249",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2020-02-08T16:27:31.000Z","2020-02-06T16:27:31.000Z",,"a4CB00000000Eo0MAE","005B0000003JK1iIAG",5.962,72,6.932,3
"true",,"true","2020-03-11T22:53:29.000Z",,"005B0000003JK1iIAG","250","2020-03-03T22:53:29.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnRMAU","App","true","005B0000003JK1iIAG","Baby","2020-03-10T22:53:29.000Z","2020-03-03T22:53:29.000Z","Online","a4CB00000000Eo1MAE","005B0000003JK1iIAG",3.744,9,4.798,2
,,,"2020-03-04T23:22:15.000Z",,"005B0000003JK1iIAG","251",,,,"App","true",,,,,,"Mobile Site",,,,"2020-02-26T23:22:15.000Z","2020-02-23T23:22:15.000Z",,"a4CB00000000Eo2MAE","005B0000003JK1iIAG",2.63,32,6.504,3
,,,"2020-02-19T00:32:30.000Z",,"005B0000003JK1iIAG","252",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2020-02-17T00:32:30.000Z","2020-02-15T00:32:30.000Z",,"a4CB00000000Eo3MAE","005B0000003JK1iIAG",9.282,60,6.483,2
"true",,"true","2020-02-03T22:58:17.000Z",,"005B0000003JK1iIAG","253","2020-01-27T22:58:17.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnUMAU","Desktop Site","true","005B0000003JK1iIAG","Music","2020-02-02T22:58:17.000Z","2020-01-27T22:58:17.000Z","Online","a4CB00000000Eo4MAE","005B0000003JK1iIAG",7.324,67,7.916,3
,,,"2020-01-24T21:13:26.000Z",,"005B0000003JK1iIAG","254",,,,"App","true",,,,,,"Mobile Site",,,,"2020-01-22T21:13:26.000Z","2020-01-19T21:13:26.000Z",,"a4CB00000000Eo5MAE","005B0000003JK1iIAG",3.714,73,2.925,2
"true",,"true","2020-03-06T22:18:46.000Z",,"005B0000003JK1iIAG","255","2020-02-19T22:18:46.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnWMAU","Desktop Site","true","005B0000003JK1iIAG","Outdoors","2020-02-28T22:18:46.000Z","2020-02-19T22:18:46.000Z","Online","a4CB00000000Eo6MAE","005B0000003JK1iIAG",9.368,32,5.16,2
"true",,"true","2020-02-06T00:13:14.000Z",,"005B0000003JK1iIAG","256","2020-01-25T00:13:14.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnXMAU","Mobile Site","true","005B0000003JK1iIAG","Electronics","2020-01-31T00:13:14.000Z","2020-01-25T00:13:14.000Z","Online","a4CB00000000Eo7MAE","005B0000003JK1iIAG",6.954,65,2.462,5
"true",,"true","2020-02-03T17:27:17.000Z",,"005B0000003JK1iIAG","257","2020-01-20T17:27:17.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnYMAU","Mobile Site","true","005B0000003JK1iIAG","Outdoors","2020-01-28T17:27:17.000Z","2020-01-20T17:27:17.000Z","Online","a4CB00000000Eo8MAE","005B0000003JK1iIAG",8.714,47,7.886,1
"true",,"true","2020-01-30T17:37:14.000Z",,"005B0000003JK1iIAG","258","2020-01-24T17:37:14.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZnZMAU","Mobile Site","true","005B0000003JK1iIAG","Baby","2020-01-27T17:37:14.000Z","2020-01-24T17:37:14.000Z","Online","a4CB00000000Eo9MAE","005B0000003JK1iIAG",3.259,48,7.901,3
,,,"2020-03-10T17:25:22.000Z",,"005B0000003JK1iIAG","651",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-03-06T17:25:22.000Z","2020-03-05T17:25:22.000Z",,"a4CB00000000EuUMAU","005B0000003JK1iIAG",7.734,23,6.594,5
"true",,"true","2020-01-22T20:31:26.000Z",,"005B0000003JK1iIAG","652","2020-01-09T20:31:26.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZtvMAE","Mobile Site","true","005B0000003JK1iIAG","Jewelery","2020-01-17T20:31:26.000Z","2020-01-09T20:31:26.000Z","Online","a4CB00000000EuVMAU","005B0000003JK1iIAG",1.353,19,8.379,1
,,,"2020-01-27T17:22:06.000Z",,"005B0000003JK1iIAG","653",,,,"App","true",,,,,,"App",,,,"2020-01-20T17:22:06.000Z","2020-01-14T17:22:06.000Z",,"a4CB00000000EuWMAU","005B0000003JK1iIAG",3.55,37,9.207,3
,,,"2020-03-02T23:31:23.000Z",,"005B0000003JK1iIAG","654",,,,"App","true",,,,,,"Desktop Site",,,,"2020-03-01T23:31:23.000Z","2020-02-21T23:31:23.000Z",,"a4CB00000000EuXMAU","005B0000003JK1iIAG",3.571,85,2.475,5
"true",,"true","2020-02-25T16:56:46.000Z",,"005B0000003JK1iIAG","655","2020-02-11T16:56:46.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZtyMAE","Mobile Site","true","005B0000003JK1iIAG","Movies","2020-02-18T16:56:46.000Z","2020-02-11T16:56:46.000Z","Online","a4CB00000000EuYMAU","005B0000003JK1iIAG",2.279,88,8.775,3
"true",,"true","2020-02-02T00:24:59.000Z",,"005B0000003JK1iIAG","656","2020-01-22T00:24:59.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZtzMAE","Desktop Site","true","005B0000003JK1iIAG","Health","2020-01-30T00:24:59.000Z","2020-01-22T00:24:59.000Z","Online","a4CB00000000EuZMAU","005B0000003JK1iIAG",1.992,16,1.645,1
,,,"2020-01-31T16:26:39.000Z",,"005B0000003JK1iIAG","657",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-01-23T16:26:39.000Z","2020-01-14T16:26:39.000Z",,"a4CB00000000EuaMAE","005B0000003JK1iIAG",2.03,77,6.33,5
,,,"2020-02-12T16:47:24.000Z",,"005B0000003JK1iIAG","658",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2020-02-09T16:47:24.000Z","2020-02-06T16:47:24.000Z",,"a4CB00000000EubMAE","005B0000003JK1iIAG",9.906,86,9.039,3
"true",,"true","2020-03-01T21:03:49.000Z",,"005B0000003JK1iIAG","659","2020-02-17T21:03:49.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZu2MAE","Desktop Site","true","005B0000003JK1iIAG","Baby","2020-02-21T21:03:49.000Z","2020-02-17T21:03:49.000Z","Online","a4CB00000000EucMAE","005B0000003JK1iIAG",6.828,13,1.745,2
"true",,"true","2020-03-11T20:59:55.000Z",,"005B0000003JK1iIAG","660","2020-02-28T20:59:55.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZu3MAE","App","true","005B0000003JK1iIAG","Jewelery","2020-03-07T20:59:55.000Z","2020-02-28T20:59:55.000Z","Online","a4CB00000000EudMAE","005B0000003JK1iIAG",7.824,38,8.827,4
,,,"2020-02-18T00:18:13.000Z",,"005B0000003JK1iIAG","661",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2020-02-16T00:18:13.000Z","2020-02-07T00:18:13.000Z",,"a4CB00000000EueMAE","005B0000003JK1iIAG",7.405,85,5.534,4
"true",,"true","2020-02-03T17:24:55.000Z",,"005B0000003JK1iIAG","662","2020-01-20T17:24:55.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZu5MAE","Desktop Site","true","005B0000003JK1iIAG","Beauty","2020-01-29T17:24:55.000Z","2020-01-20T17:24:55.000Z","Online","a4CB00000000EufMAE","005B0000003JK1iIAG",5.736,55,8.094,3
"true",,"true","2020-02-02T18:21:46.000Z",,"005B0000003JK1iIAG","663","2020-01-28T18:21:46.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZu6MAE","App","true","005B0000003JK1iIAG","Games","2020-01-29T18:21:46.000Z","2020-01-28T18:21:46.000Z","Online","a4CB00000000EugMAE","005B0000003JK1iIAG",3.719,27,9.309,1
"true",,"true","2020-02-18T22:58:12.000Z",,"005B0000003JK1iIAG","664","2020-02-10T22:58:12.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZu7MAE","Mobile Site","true","005B0000003JK1iIAG","Games","2020-02-16T22:58:12.000Z","2020-02-10T22:58:12.000Z","Online","a4CB00000000EuhMAE","005B0000003JK1iIAG",7.264,64,1.281,1
"true",,"true","2020-03-07T18:59:27.000Z",,"005B0000003JK1iIAG","665","2020-02-29T18:59:27.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZu8MAE","Desktop Site","true","005B0000003JK1iIAG","Shoes","2020-03-02T18:59:27.000Z","2020-02-29T18:59:27.000Z","Online","a4CB00000000EuiMAE","005B0000003JK1iIAG",1.092,75,9.558,3
"true",,"true","2020-03-12T18:01:58.000Z",,"005B0000003JK1iIAG","666","2020-02-28T18:01:58.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZu9MAE","Desktop Site","true","005B0000003JK1iIAG","Music","2020-03-05T18:01:58.000Z","2020-02-28T18:01:58.000Z","Online","a4CB00000000EujMAE","005B0000003JK1iIAG",7.106,18,5.021,4
,,,"2020-01-26T18:40:08.000Z",,"005B0000003JK1iIAG","667",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2020-01-23T18:40:08.000Z","2020-01-16T18:40:08.000Z",,"a4CB00000000EukMAE","005B0000003JK1iIAG",1.699,67,1.122,5
,,,"2020-03-05T16:52:47.000Z",,"005B0000003JK1iIAG","668",,,,"App","true",,,,,,"App",,,,"2020-02-26T16:52:47.000Z","2020-02-23T16:52:47.000Z",,"a4CB00000000EulMAE","005B0000003JK1iIAG",5.234,22,1.01,4
"true",,"true","2020-02-29T00:15:05.000Z",,"005B0000003JK1iIAG","669","2020-02-18T00:15:05.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZuCMAU","Mobile Site","true","005B0000003JK1iIAG","Movies","2020-02-25T00:15:05.000Z","2020-02-18T00:15:05.000Z","Online","a4CB00000000EumMAE","005B0000003JK1iIAG",2.363,70,8.031,4
,,,"2020-02-15T17:54:25.000Z",,"005B0000003JK1iIAG","670",,,,"Desktop Site","true",,,,,,"App",,,,"2020-02-09T17:54:25.000Z","2020-02-04T17:54:25.000Z",,"a4CB00000000EunMAE","005B0000003JK1iIAG",4.096,42,9.279,5
,,,"2020-02-19T18:47:19.000Z",,"005B0000003JK1iIAG","671",,,,"App","true",,,,,,"Desktop Site",,,,"2020-02-17T18:47:19.000Z","2020-02-09T18:47:19.000Z",,"a4CB00000000EuoMAE","005B0000003JK1iIAG",2.15,97,7.443,2
"true",,"true","2020-02-12T17:51:19.000Z",,"005B0000003JK1iIAG","672","2020-02-08T17:51:19.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZuFMAU","Mobile Site","true","005B0000003JK1iIAG","Home","2020-02-11T17:51:19.000Z","2020-02-08T17:51:19.000Z","Online","a4CB00000000EupMAE","005B0000003JK1iIAG",9.892,32,4.597,4
,,,"2020-01-21T20:41:56.000Z",,"005B0000003JK1iIAG","673",,,,"Mobile Site","true",,,,,,"App",,,,"2020-01-13T20:41:56.000Z","2020-01-11T20:41:56.000Z",,"a4CB00000000EuqMAE","005B0000003JK1iIAG",3.781,43,5.006,4
,,,"2020-03-18T18:51:26.000Z",,"005B0000003JK1iIAG","674",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2020-03-09T18:51:26.000Z","2020-03-07T18:51:26.000Z",,"a4CB00000000EurMAE","005B0000003JK1iIAG",8.596,20,5.746,2
,,,"2020-02-22T16:19:55.000Z",,"005B0000003JK1iIAG","675",,,,"App","true",,,,,,"Desktop Site",,,,"2020-02-16T16:19:55.000Z","2020-02-08T16:19:55.000Z",,"a4CB00000000EusMAE","005B0000003JK1iIAG",5.605,36,1.998,1
,,,"2020-03-11T19:50:26.000Z",,"005B0000003JK1iIAG","676",,,,"Mobile Site","true",,,,,,"App",,,,"2020-03-03T19:50:26.000Z","2020-02-26T19:50:26.000Z",,"a4CB00000000EutMAE","005B0000003JK1iIAG",5.18,12,3.563,5
,,,"2020-02-14T22:42:17.000Z",,"005B0000003JK1iIAG","677",,,,"Desktop Site","true",,,,,,"App",,,,"2020-02-11T22:42:17.000Z","2020-02-04T22:42:17.000Z",,"a4CB00000000EuuMAE","005B0000003JK1iIAG",1.896,34,8.549,4
"true",,"true","2020-03-04T17:59:05.000Z",,"005B0000003JK1iIAG","678","2020-02-20T17:59:05.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZuLMAU","App","true","005B0000003JK1iIAG","Shoes","2020-02-29T17:59:05.000Z","2020-02-20T17:59:05.000Z","Online","a4CB00000000EuvMAE","005B0000003JK1iIAG",9.424,89,3.268,5
,,,"2020-03-12T16:08:36.000Z",,"005B0000003JK1iIAG","679",,,,"App","true",,,,,,"Desktop Site",,,,"2020-03-05T16:08:36.000Z","2020-03-01T16:08:36.000Z",,"a4CB00000000EuwMAE","005B0000003JK1iIAG",6.341,11,5.286,1
,,,"2020-02-10T17:23:38.000Z",,"005B0000003JK1iIAG","680",,,,"App","true",,,,,,"App",,,,"2020-02-07T17:23:38.000Z","2020-01-30T17:23:38.000Z",,"a4CB00000000EuxMAE","005B0000003JK1iIAG",5.41,18,3.417,1
"true",,"true","2020-03-12T22:50:54.000Z",,"005B0000003JK1iIAG","681","2020-03-04T22:50:54.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZuOMAU","Mobile Site","true","005B0000003JK1iIAG","Automotive","2020-03-10T22:50:54.000Z","2020-03-04T22:50:54.000Z","Online","a4CB00000000EuyMAE","005B0000003JK1iIAG",1.899,2,7.478,1
"true",,"true","2020-02-18T21:51:54.000Z",,"005B0000003JK1iIAG","993","2020-02-05T21:51:54.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZzQMAU","App","true","005B0000003JK1iIAG","Beauty","2020-02-12T21:51:54.000Z","2020-02-05T21:51:54.000Z","Online","a4CB00000000F00MAE","005B0000003JK1iIAG",9.34,15,6.965,1
,,,"2020-02-19T18:14:06.000Z",,"005B0000003JK1iIAG","994",,,,"Desktop Site","true",,,,,,"App",,,,"2020-02-18T18:14:06.000Z","2020-02-13T18:14:06.000Z",,"a4CB00000000F01MAE","005B0000003JK1iIAG",6.695,100,8.449,2
"true",,"true","2020-03-17T00:37:19.000Z",,"005B0000003JK1iIAG","995","2020-03-07T00:37:19.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZzSMAU","Desktop Site","true","005B0000003JK1iIAG","Garden","2020-03-16T00:37:19.000Z","2020-03-07T00:37:19.000Z","Online","a4CB00000000F02MAE","005B0000003JK1iIAG",6.207,38,6.909,3
