External_Id__c,LeadSource,Amount,Account.External_Id__c,Owner.External_Id__c,Name,Type,StageName,ForecastCategoryName,CloseDate,CreatedDateTime__c,LastActivityDate__c,LastModifiedDate__c,analyticsdemo_batch_id__c
W_Opportunity.51063,Fields Sales,11000,W_Account.3743,W_Sales_User.17,DeBeers 111,New Business,Closed Won,Closed,2019-01-29,2018-11-06T00:00:00Z,2018-11-24,2018-11-24T00:00:00Z,2019102290000005573
W_Opportunity.51135,Fields Sales,100000,W_Account.3744,W_Sales_User.14,Integrated Computer Systems 128,New Business,Closed Lost,Omitted,2018-06-10,2018-02-12T00:00:00Z,2018-05-16,2018-05-16T00:00:00Z,2019102290000005573
W_Opportunity.51163,Reseller,100000,W_Account.3746,W_Sales_User.9,Technical Analysis Inc 137,New Business / Add-on,Closed Lost,Omitted,2019-04-24,2019-02-11T00:00:00Z,2019-04-19,2019-04-19T00:00:00Z,2019102290000005573
W_Opportunity.51180,Reseller,75000,W_Account.3747,W_Sales_User.8,Affinitas Corporation 145,New Business / Add-on,Closed Lost,Omitted,2018-09-11,2018-08-10T00:00:00Z,2018-08-23,2018-08-23T00:00:00Z,2019102290000005573
W_Opportunity.51213,Fields Sales,250000,W_Account.3747,W_Sales_User.7,Affinitas Corporation 155,Add-On Business,Closed Lost,Omitted,2018-09-03,2018-03-22T00:00:00Z,2018-04-21,2018-04-21T00:00:00Z,2019102290000005573
W_Opportunity.51227,Reseller,15000,W_Account.3747,W_Sales_User.9,Affinitas Corporation 156,Existing Business,Closed Lost,Omitted,2018-11-17,2018-06-05T00:00:00Z,2018-07-22,2018-07-22T00:00:00Z,2019102290000005573
W_Opportunity.51239,Reseller,10000,W_Account.3750,W_Sales_User.12,Sungard Sct Division 164,New Business,Proposal/Quote,Commit,2019-12-01,2019-09-10T00:00:00Z,2019-09-10,2019-09-10T00:00:00Z,2019102290000005573
W_Opportunity.51287,Reseller,20000,W_Account.3753,W_Sales_User.8,Swinerton Incorporated 183,Add-On Business,Closed Lost,Omitted,2019-03-12,2018-09-15T00:00:00Z,2018-12-18,2018-12-18T00:00:00Z,2019102290000005573
W_Opportunity.51337,Reseller,7394,W_Account.3755,W_Sales_User.17,Murphy & Co 206,New Business,Closed Won,Closed,2019-02-19,2018-08-24T00:00:00Z,2018-12-28,2018-12-28T00:00:00Z,2019102290000005573
W_Opportunity.51356,Reseller,50000,W_Account.3756,W_Sales_User.14,Tenagra Corp. 212,Existing Business,Closed Lost,Omitted,2018-04-21,2017-11-04T00:00:00Z,2017-11-06,2017-11-06T00:00:00Z,2019102290000005573
W_Opportunity.51381,Reseller,50000,W_Account.3757,W_Sales_User.11,Rainmaker Systems 222,Add-On Business,Closed Lost,Omitted,2019-02-24,2018-10-05T00:00:00Z,2018-12-05,2018-12-05T00:00:00Z,2019102290000005573
W_Opportunity.51391,Fields Sales,64000,W_Account.3757,W_Sales_User.13,Rainmaker Systems 224,New Business,Closed Lost,Omitted,2018-09-21,2018-04-09T00:00:00Z,2018-05-19,2018-05-19T00:00:00Z,2019102290000005573
W_Opportunity.51423,Reseller,15000,W_Account.3758,W_Sales_User.10,Wayside Inn 232,New Business / Add-on,Negotiation,Best Case,2019-11-17,2019-05-16T00:00:00Z,2019-09-12,2019-09-12T00:00:00Z,2019102290000005573
W_Opportunity.51472,Reseller,42000,W_Account.3760,W_Sales_User.14,Viewlocity- 1 sales user 253,New Business / Add-on,Closed Lost,Omitted,2019-02-23,2018-08-29T00:00:00Z,2018-09-09,2018-09-09T00:00:00Z,2019102290000005573
W_Opportunity.51574,Reseller,30000,W_Account.3766,W_Sales_User.10,Federal Realty Investment Trust 35,Add-On Business,Closed Won,Closed,2018-11-17,2018-05-11T00:00:00Z,2018-10-10,2018-10-10T00:00:00Z,2019102290000005573
W_Opportunity.51576,Reseller,9120,W_Account.3766,W_Sales_User.17,Federal Realty Investment Trust 36,New Business,Closed Won,Closed,2018-05-11,2018-02-18T00:00:00Z,2018-03-07,2018-03-07T00:00:00Z,2019102290000005573
W_Opportunity.51679,Reseller,100000,W_Account.3773,W_Sales_User.7,ViaSat 75,New Business,Closed Won,Closed,2018-10-20,2018-04-19T00:00:00Z,2018-06-13,2018-06-13T00:00:00Z,2019102290000005573
W_Opportunity.51682,Fields Sales,20000,W_Account.3773,W_Sales_User.11,ViaSat 77,New Business,Closed Lost,Omitted,2018-08-27,2018-03-11T00:00:00Z,2018-04-27,2018-04-27T00:00:00Z,2019102290000005573
W_Opportunity.51708,Reseller,6097,W_Account.3776,W_Sales_User.9,Cyan Shop 88,New Business,Discovery,Best Case,2019-12-11,2019-08-14T00:00:00Z,2019-09-26,2019-09-26T00:00:00Z,2019102290000005573
W_Opportunity.51853,Fields Sales,100000,W_Account.3782,W_Sales_User.8,MAPICS 157,Add-On Business,Closed Lost,Omitted,2018-11-12,2018-06-05T00:00:00Z,2018-07-04,2018-07-04T00:00:00Z,2019102290000005573
W_Opportunity.51861,Reseller,5000,W_Account.3783,W_Sales_User.9,Surgical Information Systems 159,Existing Business,Closed Won,Closed,2018-05-20,2017-11-19T00:00:00Z,2018-02-22,2018-02-22T00:00:00Z,2019102290000005573
W_Opportunity.51910,Reseller,10000,W_Account.3786,W_Sales_User.11,Bright & Assoc Inc 177,New Business,Closed Lost,Omitted,2019-03-09,2018-10-04T00:00:00Z,2018-11-18,2018-11-18T00:00:00Z,2019102290000005573
W_Opportunity.51911,Fields Sales,103000,W_Account.3786,W_Sales_User.13,Bright & Assoc Inc 178,New Business,Closed Lost,Omitted,2019-01-18,2018-10-04T00:00:00Z,2018-11-02,2018-11-02T00:00:00Z,2019102290000005573
W_Opportunity.51913,Fields Sales,0,W_Account.3786,W_Sales_User.10,Bright & Assoc Inc 179,New Business,Closed Lost,Omitted,2018-05-29,2017-12-04T00:00:00Z,2018-03-06,2018-03-06T00:00:00Z,2019102290000005573
W_Opportunity.51976,Reseller,10000,W_Account.3791,W_Sales_User.14,Why Web Internet Services 207,New Business,Closed Lost,Omitted,2018-12-15,2018-08-13T00:00:00Z,2018-09-14,2018-09-14T00:00:00Z,2019102290000005573
W_Opportunity.51995,Reseller,150000,W_Account.3793,W_Sales_User.14,Lexisnexis Group 213,Existing Business,Proposal/Quote,Best Case,2019-11-15,2019-06-12T00:00:00Z,2019-07-09,2019-07-09T00:00:00Z,2019102290000005573
W_Opportunity.52033,Reseller,20000,W_Account.3795,W_Sales_User.13,Intellibot 224,New Business / Add-on,Closed Lost,Omitted,2019-05-29,2019-04-19T00:00:00Z,2019-05-22,2019-05-22T00:00:00Z,2019102290000005573
W_Opportunity.52045,Fields Sales,150000,W_Account.3796,W_Sales_User.9,Sun Gard Data Management Solutions 227,New Business / Add-on,Closed Lost,Omitted,2018-05-27,2017-12-08T00:00:00Z,2018-05-16,2018-05-16T00:00:00Z,2019102290000005573
W_Opportunity.52166,Fields Sales,30000,W_Account.3802,W_Sales_User.14,Cyber Merchants Exchange 30,New Business,Closed Lost,Omitted,2019-08-24,2019-03-15T00:00:00Z,2019-07-23,2019-07-23T00:00:00Z,2019102290000005573
W_Opportunity.52178,Reseller,2000,W_Account.3803,W_Sales_User.7,Codman Group 38,New Business,Closed Lost,Omitted,2019-08-27,2019-03-24T00:00:00Z,2019-08-04,2019-08-04T00:00:00Z,2019102290000005573
W_Opportunity.52200,Reseller,10000,W_Account.3805,W_Sales_User.11,Projects In Knowledge 46,Add-On Business,Closed Lost,Omitted,2018-05-20,2017-12-07T00:00:00Z,2018-03-18,2018-03-18T00:00:00Z,2019102290000005573
W_Opportunity.52343,Reseller,350000,W_Account.3810,W_Sales_User.9,Highwoods Properties 92,New Business,Closed Lost,Omitted,2018-12-15,2018-12-15T00:00:00Z,2018-12-15,2018-12-15T00:00:00Z,2019102290000005573
W_Opportunity.52371,Fields Sales,200000,W_Account.3811,W_Sales_User.12,Enterprise Consulting Group 98,Existing Business,Closed Lost,Omitted,2018-11-27,2018-06-13T00:00:00Z,2018-07-28,2018-07-28T00:00:00Z,2019102290000005573
W_Opportunity.52390,Reseller,0,W_Account.3812,W_Sales_User.16,Portera Systems 107,Existing Business,Closed Lost,Omitted,2019-05-13,2018-11-23T00:00:00Z,2018-12-13,2018-12-13T00:00:00Z,2019102290000005573
W_Opportunity.52483,Reseller,48800,W_Account.3819,W_Sales_User.12,Intelliworks 152,Existing Business,Closed Lost,Omitted,2019-05-02,2018-11-26T00:00:00Z,2018-12-30,2018-12-30T00:00:00Z,2019102290000005573
W_Opportunity.52500,Reseller,15000,W_Account.3820,W_Sales_User.11,Internet Coml Yellow Pages 159,New Business,Closed Lost,Omitted,2018-02-19,2017-11-07T00:00:00Z,2018-02-09,2018-02-09T00:00:00Z,2019102290000005573
W_Opportunity.52709,Reseller,21590,W_Account.3831,W_Sales_User.11,Clearview Project 233,Existing Business,Closed Lost,Omitted,2018-03-11,2017-12-09T00:00:00Z,2017-12-12,2017-12-12T00:00:00Z,2019102290000005573
W_Opportunity.52766,Reseller,50000,W_Account.3832,W_Sales_User.11,Yardmaster Landscape Architect 251,Existing Business,Closed Lost,Omitted,2018-11-22,2018-08-02T00:00:00Z,2018-08-19,2018-08-19T00:00:00Z,2019102290000005573
W_Opportunity.52789,Fields Sales,0,W_Account.3833,W_Sales_User.8,SiloSmashers 0,Add-On Business,Negotiation,Commit,2019-11-26,2019-05-30T00:00:00Z,2019-08-26,2019-08-26T00:00:00Z,2019102290000005573
W_Opportunity.52810,Fields Sales,100000,W_Account.3834,W_Sales_User.12,PrimeGrafx 8,New Business / Add-on,Negotiation,Best Case,2019-11-09,2019-05-27T00:00:00Z,2019-07-01,2019-07-01T00:00:00Z,2019102290000005573
W_Opportunity.52813,Reseller,50000,W_Account.3834,W_Sales_User.17,PrimeGrafx 11,New Business,Closed Won,Closed,2018-08-20,2018-04-21T00:00:00Z,2018-07-12,2018-07-12T00:00:00Z,2019102290000005573
W_Opportunity.52872,Fields Sales,0,W_Account.3836,W_Sales_User.8,IMPAX Corp 29,New Business,Closed Won,Closed,2018-08-15,2018-05-25T00:00:00Z,2018-06-15,2018-06-15T00:00:00Z,2019102290000005573
W_Opportunity.52907,Fields Sales,300000,W_Account.3839,W_Sales_User.10,Vistronix 46,Existing Business,Closed Lost,Omitted,2018-05-04,2018-01-09T00:00:00Z,2018-04-08,2018-04-08T00:00:00Z,2019102290000005573
W_Opportunity.52924,Fields Sales,80000,W_Account.3839,W_Sales_User.16,Vistronix 54,New Business,Closed Lost,Omitted,2019-04-18,2018-10-22T00:00:00Z,2019-01-05,2019-01-05T00:00:00Z,2019102290000005573
W_Opportunity.52929,Reseller,50000,W_Account.3839,W_Sales_User.16,Vistronix 56,New Business,Negotiation,Commit,2019-11-25,2019-07-04T00:00:00Z,2019-07-09,2019-07-09T00:00:00Z,2019102290000005573
W_Opportunity.52944,Fields Sales,20000,W_Account.3840,W_Sales_User.11,Quintron Systems 63,New Business,Closed Lost,Omitted,2019-01-24,2018-08-24T00:00:00Z,2019-01-19,2019-01-19T00:00:00Z,2019102290000005573
W_Opportunity.52947,Reseller,15000,W_Account.3840,W_Sales_User.11,Quintron Systems 64,Existing Business,Closed Lost,Omitted,2019-08-21,2019-04-19T00:00:00Z,2019-07-30,2019-07-30T00:00:00Z,2019102290000005573
W_Opportunity.53052,Fields Sales,620000,W_Account.3844,W_Sales_User.15,Automon Corporation 101,Add-On Business,Negotiation,Pipeline,2019-11-05,2019-05-13T00:00:00Z,2019-09-09,2019-09-09T00:00:00Z,2019102290000005573
W_Opportunity.53101,Fields Sales,15000,W_Account.3845,W_Sales_User.11,Network Cabling Services 116,New Business / Add-on,Closed Won,Closed,2019-08-28,2019-05-30T00:00:00Z,2019-08-07,2019-08-07T00:00:00Z,2019102290000005573
W_Opportunity.53220,Reseller,35000,W_Account.3849,W_Sales_User.13,"Stemilt Growers, Inc 159",Existing Business,Closed Lost,Omitted,2019-07-28,2019-02-25T00:00:00Z,2019-03-24,2019-03-24T00:00:00Z,2019102290000005573
W_Opportunity.53255,Reseller,100000,W_Account.3851,W_Sales_User.17,Imprimis Group 173,New Business,Closed Lost,Omitted,2018-02-16,2018-01-21T00:00:00Z,2018-01-23,2018-01-23T00:00:00Z,2019102290000005573
W_Opportunity.53295,Fields Sales,435000,W_Account.3854,W_Sales_User.16,Precision Traffic Systems 185,New Business,Closed Lost,Omitted,2019-03-04,2018-09-17T00:00:00Z,2018-12-20,2018-12-20T00:00:00Z,2019102290000005573
W_Opportunity.53445,Fields Sales,300000,W_Account.3857,W_Sales_User.9,Sage Technologies 224,New Business,Closed Lost,Omitted,2019-02-06,2018-10-02T00:00:00Z,2018-12-31,2018-12-31T00:00:00Z,2019102290000005573
W_Opportunity.53531,Reseller,17000,W_Account.3860,W_Sales_User.7,Olin Corp. / Brass Division 250,New Business / Add-on,Closed Lost,Omitted,2018-09-03,2018-04-21T00:00:00Z,2018-05-26,2018-05-26T00:00:00Z,2019102290000005573
W_Opportunity.53611,Telesales,150000,W_Account.3865,W_Sales_User.8,Lee Supply Company. 20,New Business,Closed Lost,Omitted,2018-11-30,2018-10-03T00:00:00Z,2018-10-23,2018-10-23T00:00:00Z,2019102290000005573
W_Opportunity.53694,Fields Sales,150000,W_Account.3869,W_Sales_User.12,LiDCO Ltd. 47,New Business,Closed Lost,Omitted,2018-12-04,2018-08-24T00:00:00Z,2018-11-13,2018-11-13T00:00:00Z,2019102290000005573
W_Opportunity.53761,Fields Sales,50000,W_Account.3873,W_Sales_User.12,Exodus Performance Labs 74,Existing Business,Negotiation,Commit,2019-11-09,2019-07-02T00:00:00Z,2019-10-05,2019-10-05T00:00:00Z,2019102290000005573
W_Opportunity.53778,Fields Sales,37288,W_Account.3873,W_Sales_User.15,Exodus Performance Labs 78,New Business / Add-on,Negotiation,Best Case,2019-11-10,2019-06-21T00:00:00Z,2019-09-04,2019-09-04T00:00:00Z,2019102290000005573
W_Opportunity.53801,Reseller,3000,W_Account.3874,W_Sales_User.7,Equity Now Mortgage Corporation 85,New Business,Closed Lost,Omitted,2018-09-21,2018-04-08T00:00:00Z,2018-05-23,2018-05-23T00:00:00Z,2019102290000005573
W_Opportunity.53811,Reseller,25000,W_Account.3875,W_Sales_User.13,Farmscom Ltd 90,New Business,Negotiation,Commit,2019-11-24,2019-06-19T00:00:00Z,2019-08-21,2019-08-21T00:00:00Z,2019102290000005573
W_Opportunity.54049,Fields Sales,50000,W_Account.3885,W_Sales_User.11,MetrixPoint 181,Existing Business,Closed Lost,Omitted,2019-03-18,2018-11-30T00:00:00Z,2019-02-01,2019-02-01T00:00:00Z,2019102290000005573
W_Opportunity.54055,Reseller,30000,W_Account.3885,W_Sales_User.7,MetrixPoint 184,New Business,Closed Lost,Omitted,2019-07-25,2019-04-24T00:00:00Z,2019-06-08,2019-06-08T00:00:00Z,2019102290000005573
W_Opportunity.54056,Reseller,35000,W_Account.3885,W_Sales_User.7,MetrixPoint 185,New Business,Closed Lost,Omitted,2018-05-25,2018-01-01T00:00:00Z,2018-03-26,2018-03-26T00:00:00Z,2019102290000005573
W_Opportunity.54121,Reseller,27000,W_Account.3885,W_Sales_User.8,MetrixPoint 207,New Business,Closed Lost,Omitted,2017-12-21,2017-10-22T00:00:00Z,2017-11-19,2017-11-19T00:00:00Z,2019102290000005573
W_Opportunity.54273,Fields Sales,10000,W_Account.3891,W_Sales_User.7,Centaur Building Services 252,Add-On Business,Closed Lost,Omitted,2019-05-15,2018-12-28T00:00:00Z,2019-04-07,2019-04-07T00:00:00Z,2019102290000005573
W_Opportunity.54463,Reseller,100000,W_Account.3899,W_Sales_User.15,MiracleMedia 55,Existing Business,Closed Lost,Omitted,2018-03-13,2017-12-15T00:00:00Z,2017-12-19,2017-12-19T00:00:00Z,2019102290000005573
W_Opportunity.54490,Reseller,160000,W_Account.3901,W_Sales_User.7,Round Table Group 66,Existing Business,Closed Lost,Omitted,2018-02-18,2017-11-22T00:00:00Z,2017-11-28,2017-11-28T00:00:00Z,2019102290000005573
W_Opportunity.54511,Reseller,20000,W_Account.3901,W_Sales_User.12,Round Table Group 71,New Business,Closed Lost,Omitted,2019-02-22,2018-09-16T00:00:00Z,2018-11-10,2018-11-10T00:00:00Z,2019102290000005573
W_Opportunity.54520,Fields Sales,20000,W_Account.3902,W_Sales_User.8,Pallet Reefer International 75,Existing Business,Closed Won,Closed,2018-08-25,2018-05-31T00:00:00Z,2018-06-15,2018-06-15T00:00:00Z,2019102290000005573
W_Opportunity.54523,Reseller,1500,W_Account.3902,W_Sales_User.10,Pallet Reefer International 76,New Business,Closed Lost,Omitted,2019-03-13,2018-11-09T00:00:00Z,2019-02-15,2019-02-15T00:00:00Z,2019102290000005573
W_Opportunity.54530,Fields Sales,40000,W_Account.3903,W_Sales_User.10,IBM Software Group 80,Existing Business,Negotiation,Best Case,2019-10-23,2019-05-22T00:00:00Z,2019-06-13,2019-06-13T00:00:00Z,2019102290000005573
W_Opportunity.54539,Reseller,25000,W_Account.3903,W_Sales_User.10,IBM Software Group 82,Add-On Business,Closed Lost,Omitted,2018-09-07,2018-07-01T00:00:00Z,2018-07-23,2018-07-23T00:00:00Z,2019102290000005573
W_Opportunity.54623,Fields Sales,11000,W_Account.3906,W_Sales_User.11,Empoint 109,Existing Business,Closed Won,Closed,2019-02-14,2018-11-26T00:00:00Z,2018-12-17,2018-12-17T00:00:00Z,2019102290000005573
W_Opportunity.54759,Reseller,364000,W_Account.3913,W_Sales_User.11,wagerworks 147,New Business,Proposal/Quote,Commit,2019-11-14,2019-07-13T00:00:00Z,2019-08-27,2019-08-27T00:00:00Z,2019102290000005573
W_Opportunity.54760,Fields Sales,210000,W_Account.3913,W_Sales_User.8,wagerworks 148,New Business,Closed Won,Closed,2019-05-19,2019-02-24T00:00:00Z,2019-03-16,2019-03-16T00:00:00Z,2019102290000005573
W_Opportunity.54840,Reseller,10000,W_Account.3915,W_Sales_User.10,SegueSolutions Inc 174,New Business,Closed Lost,Omitted,2019-05-23,2019-04-19T00:00:00Z,2019-04-30,2019-04-30T00:00:00Z,2019102290000005573
W_Opportunity.54864,Reseller,50000,W_Account.3916,W_Sales_User.13,Microvisions 183,Add-On Business,Closed Lost,Omitted,2019-06-02,2019-02-09T00:00:00Z,2019-05-05,2019-05-05T00:00:00Z,2019102290000005573
W_Opportunity.54918,Reseller,15000,W_Account.3919,W_Sales_User.12,Brigh Tech Consulting Inc 206,New Business / Add-on,Closed Lost,Omitted,2019-07-26,2019-03-04T00:00:00Z,2019-03-05,2019-03-05T00:00:00Z,2019102290000005573
W_Opportunity.54921,Reseller,184077,W_Account.3920,W_Sales_User.7,Carlson Restaurants Worldwide 209,New Business,Closed Won,Closed,2019-06-11,2019-01-10T00:00:00Z,2019-04-05,2019-04-05T00:00:00Z,2019102290000005573
W_Opportunity.54924,Fields Sales,110000,W_Account.3920,W_Sales_User.7,Carlson Restaurants Worldwide 210,Existing Business,Closed Lost,Omitted,2019-01-14,2018-08-09T00:00:00Z,2018-08-16,2018-08-16T00:00:00Z,2019102290000005573
W_Opportunity.54929,Fields Sales,200000,W_Account.3921,W_Sales_User.11,Amphenol Pcd 211,New Business / Add-on,Closed Lost,Omitted,2019-01-30,2018-10-07T00:00:00Z,2019-01-16,2019-01-16T00:00:00Z,2019102290000005573
W_Opportunity.54967,Reseller,5868,W_Account.3924,W_Sales_User.13,Invensys SimSci  Esscor 225,New Business,Closed Won,Closed,2019-08-06,2019-04-16T00:00:00Z,2019-04-24,2019-04-24T00:00:00Z,2019102290000005573
W_Opportunity.54978,Reseller,1000,W_Account.3924,W_Sales_User.17,Invensys SimSci  Esscor 231,New Business / Add-on,Proposal/Quote,Commit,2019-11-20,2019-06-11T00:00:00Z,2019-08-03,2019-08-03T00:00:00Z,2019102290000005573
W_Opportunity.54997,Fields Sales,40000,W_Account.3925,W_Sales_User.16,Longitude 238,New Business,Closed Lost,Omitted,2018-12-14,2018-07-16T00:00:00Z,2018-08-22,2018-08-22T00:00:00Z,2019102290000005573
W_Opportunity.54999,Fields Sales,30000,W_Account.3925,W_Sales_User.15,Longitude 239,New Business,Closed Lost,Omitted,2019-03-12,2019-01-20T00:00:00Z,2019-02-19,2019-02-19T00:00:00Z,2019102290000005573
W_Opportunity.55025,Reseller,80000,W_Account.3926,W_Sales_User.8,Visions Technology 251,Existing Business,Closed Lost,Omitted,2018-08-15,2018-03-12T00:00:00Z,2018-08-08,2018-08-08T00:00:00Z,2019102290000005573
W_Opportunity.55055,Fields Sales,40000,W_Account.3926,W_Sales_User.9,Visions Technology 3,New Business,Closed Lost,Omitted,2019-03-09,2018-09-28T00:00:00Z,2018-12-14,2018-12-14T00:00:00Z,2019102290000005573
W_Opportunity.55072,Reseller,13792,W_Account.3928,W_Sales_User.8,Pentek 15,Existing Business,Closed Won,Closed,2019-08-04,2019-02-22T00:00:00Z,2019-04-18,2019-04-18T00:00:00Z,2019102290000005573
W_Opportunity.55231,Reseller,15000,W_Account.3937,W_Sales_User.7,Acapel 85,New Business / Add-on,Closed Lost,Omitted,2019-01-18,2018-09-20T00:00:00Z,2018-10-09,2018-10-09T00:00:00Z,2019102290000005573
W_Opportunity.55283,Fields Sales,15000,W_Account.3939,W_Sales_User.10,Porini Usa 102,Add-On Business,Closed Lost,Omitted,2019-08-28,2019-08-23T00:00:00Z,2019-08-24,2019-08-24T00:00:00Z,2019102290000005573
W_Opportunity.55298,Fields Sales,28000,W_Account.3939,W_Sales_User.15,Porini Usa 108,New Business,Closed Won,Closed,2018-01-29,2017-10-25T00:00:00Z,2017-12-22,2017-12-22T00:00:00Z,2019102290000005573
W_Opportunity.55377,Fields Sales,700000,W_Account.3944,W_Sales_User.7,epipeline 133,Existing Business,Closed Lost,Omitted,2018-06-14,2018-02-06T00:00:00Z,2018-06-03,2018-06-03T00:00:00Z,2019102290000005573
W_Opportunity.55381,Fields Sales,110000,W_Account.3944,W_Sales_User.13,epipeline 134,New Business,Discovery,Best Case,2019-12-22,2019-09-10T00:00:00Z,2019-10-02,2019-10-02T00:00:00Z,2019102290000005573
W_Opportunity.55410,Reseller,10000,W_Account.3945,W_Sales_User.15,Technical Marketing Inc 141,Existing Business,Closed Lost,Omitted,2019-03-08,2018-09-29T00:00:00Z,2018-11-06,2018-11-06T00:00:00Z,2019102290000005573
W_Opportunity.55439,Fields Sales,500000,W_Account.3946,W_Sales_User.10,InfoGain Corporation 150,New Business,Closed Lost,Omitted,2018-09-25,2018-05-20T00:00:00Z,2018-09-02,2018-09-02T00:00:00Z,2019102290000005573
W_Opportunity.55472,Reseller,15000,W_Account.3949,W_Sales_User.8,"Goodby, Silverstein & Partners 164",New Business,Closed Lost,Omitted,2018-05-05,2018-01-09T00:00:00Z,2018-03-15,2018-03-15T00:00:00Z,2019102290000005573
W_Opportunity.55498,Fields Sales,1000000,W_Account.3951,W_Sales_User.15,CompassLearning 176,Existing Business,Closed Lost,Omitted,2018-08-07,2018-03-02T00:00:00Z,2018-05-11,2018-05-11T00:00:00Z,2019102290000005573
W_Opportunity.55506,Reseller,6000,W_Account.3951,W_Sales_User.15,CompassLearning 180,Existing Business,Closed Won,Closed,2019-05-13,2019-02-20T00:00:00Z,2019-05-11,2019-05-11T00:00:00Z,2019102290000005573
W_Opportunity.55519,Reseller,0,W_Account.3952,W_Sales_User.11,Atlantic Business Technologies 187,Existing Business,Closed Lost,Omitted,2018-07-27,2018-03-25T00:00:00Z,2018-04-10,2018-04-10T00:00:00Z,2019102290000005573
W_Opportunity.55555,Reseller,20000,W_Account.3953,W_Sales_User.14,Invision.com 196,New Business,Closed Lost,Omitted,2018-10-23,2018-06-21T00:00:00Z,2018-07-12,2018-07-12T00:00:00Z,2019102290000005573
W_Opportunity.55556,Reseller,13656,W_Account.3953,W_Sales_User.9,Invision.com 197,New Business,Closed Won,Closed,2019-06-07,2018-12-25T00:00:00Z,2019-04-07,2019-04-07T00:00:00Z,2019102290000005573
W_Opportunity.55611,Reseller,30000,W_Account.3953,W_Sales_User.12,Invision.com 214,Add-On Business,Closed Lost,Omitted,2018-09-12,2018-06-27T00:00:00Z,2018-08-04,2018-08-04T00:00:00Z,2019102290000005573
W_Opportunity.55621,Reseller,2557,W_Account.3954,W_Sales_User.11,Blockbuster 223,New Business,Closed Lost,Omitted,2019-05-10,2019-01-06T00:00:00Z,2019-02-03,2019-02-03T00:00:00Z,2019102290000005573
W_Opportunity.55781,Fields Sales,30000,W_Account.3960,W_Sales_User.9,"CB Richard Ellis-N.E. Partners, LP 23",New Business,Closed Lost,Omitted,2019-08-17,2019-04-21T00:00:00Z,2019-04-22,2019-04-22T00:00:00Z,2019102290000005573
W_Opportunity.55784,Fields Sales,200000,W_Account.3960,W_Sales_User.12,"CB Richard Ellis-N.E. Partners, LP 24",Existing Business,Closed Lost,Omitted,2018-10-31,2018-06-21T00:00:00Z,2018-09-28,2018-09-28T00:00:00Z,2019102290000005573
W_Opportunity.55802,Fields Sales,450000,W_Account.3960,W_Sales_User.15,"CB Richard Ellis-N.E. Partners, LP 26",New Business,Proposal/Quote,Best Case,2019-12-06,2019-07-09T00:00:00Z,2019-08-23,2019-08-23T00:00:00Z,2019102290000005573
W_Opportunity.55810,Reseller,24000,W_Account.3960,W_Sales_User.16,"CB Richard Ellis-N.E. Partners, LP 33",New Business,Closed Lost,Omitted,2019-09-16,2019-04-05T00:00:00Z,2019-05-20,2019-05-20T00:00:00Z,2019102290000005573
W_Opportunity.55822,Reseller,128500,W_Account.3961,W_Sales_User.14,Agero 37,New Business,Closed Lost,Omitted,2019-07-30,2019-02-21T00:00:00Z,2019-03-19,2019-03-19T00:00:00Z,2019102290000005573
W_Opportunity.55914,Fields Sales,60000,W_Account.3966,W_Sales_User.15,The RxFiles.Net Corporation 70,Existing Business,Closed Lost,Omitted,2018-06-01,2018-01-26T00:00:00Z,2018-03-07,2018-03-07T00:00:00Z,2019102290000005573
W_Opportunity.55922,Fields Sales,50000,W_Account.3966,W_Sales_User.16,The RxFiles.Net Corporation 72,Existing Business,Closed Lost,Omitted,2019-05-12,2019-01-04T00:00:00Z,2019-01-21,2019-01-21T00:00:00Z,2019102290000005573
W_Opportunity.56061,Fields Sales,100000,W_Account.3969,W_Sales_User.7,Mastercard Technologies 120,New Business,Closed Lost,Omitted,2018-06-09,2018-03-12T00:00:00Z,2018-05-23,2018-05-23T00:00:00Z,2019102290000005573
W_Opportunity.56158,Fields Sales,200000,W_Account.3974,W_Sales_User.14,Pop Art 154,New Business,Closed Lost,Omitted,2018-07-31,2018-03-19T00:00:00Z,2018-05-16,2018-05-16T00:00:00Z,2019102290000005573
W_Opportunity.56237,Fields Sales,105000,W_Account.3978,W_Sales_User.13,Graphic Converting 189,New Business,Closed Lost,Omitted,2019-02-27,2018-12-09T00:00:00Z,2019-02-16,2019-02-16T00:00:00Z,2019102290000005573
W_Opportunity.56245,Fields Sales,102000,W_Account.3978,W_Sales_User.12,Graphic Converting 193,New Business,Closed Lost,Omitted,2019-06-08,2019-02-26T00:00:00Z,2019-03-10,2019-03-10T00:00:00Z,2019102290000005573
W_Opportunity.56271,Reseller,30000,W_Account.3979,W_Sales_User.8,TSI 202,New Business,Proposal/Quote,Best Case,2019-11-16,2019-08-16T00:00:00Z,2019-10-15,2019-10-15T00:00:00Z,2019102290000005573
W_Opportunity.56286,Reseller,15000,W_Account.3981,W_Sales_User.7,Eclipse 208,New Business,Closed Lost,Omitted,2018-05-12,2018-04-10T00:00:00Z,2018-04-26,2018-04-26T00:00:00Z,2019102290000005573
W_Opportunity.56438,Fields Sales,30000,W_Account.3991,W_Sales_User.8,Weber-Stephen Products Co. 11,Add-On Business,Closed Lost,Omitted,2019-04-09,2018-11-20T00:00:00Z,2019-02-28,2019-02-28T00:00:00Z,2019102290000005573
