External_Id__c,Name,Owner.External_Id__c,NumberOfEmployees,AnnualRevenue,AccountSource,Type,Industry,BillingStreet,BillingCity,BillingState,BillingCountry,YearStarted,Ownership,Rating,CreatedDate__c,analyticsdemo_batch_id__c
W_Account.3951,CompassLearning,W_Sales_User.15,59,2190000,Referral,Corporate,Agriculture,639 Anderson Ford,North Taylorburgh,NC,USA,1960,Private,Cool,2018-03-02T00:00:00Z,2019102290000005573
W_Account.3952,Atlantic Business Technologies,W_Sales_User.11,59,7405000,Social Media,Corporate,Media,35664 Jonathan Squares,Hollandtown,PA,USA,1958,Subsidiary,Warm,2018-03-25T00:00:00Z,2019102290000005573
W_Account.3953,Invision.com,W_Sales_User.14,5,9941000,Data.com,Corporate,Media,428 Russell Haven,Reneeborough,NH,USA,1948,Other,Cool,2018-06-21T00:00:00Z,2019102290000005573
W_Account.3954,Blockbuster,W_Sales_User.11,56,2672000,Marketing Event,Corporate,Not For Profit,3611 Smith Road,Donport,NY,USA,1911,Other,Warm,2019-01-06T00:00:00Z,2019102290000005573
W_Account.3960,"CB Richard Ellis-N.E. Partners, LP",W_Sales_User.9,111,8085000,Website,Corporate,Agriculture,53989 Harvey Cliffs,Johnsonfurt,NJ,USA,1919,Public,Hot,2018-06-21T00:00:00Z,2019102290000005573
W_Account.3961,Agero,W_Sales_User.14,167,8447000,Marketing Event,Corporate,Construction,664 Garner Valley,Lloydchester,MA,USA,1881,Subsidiary,Hot,2019-02-21T00:00:00Z,2019102290000005573
W_Account.3966,The RxFiles.Net Corporation,W_Sales_User.15,104,6371000,Partner,Corporate,Engineering,13560 Jesse Highway,Gonzalesfort,RI,USA,1949,Private,Cool,2018-01-26T00:00:00Z,2019102290000005573
W_Account.3969,Mastercard Technologies,W_Sales_User.7,143,4167000,Inbound Call,Corporate,Agriculture,0648 Little Canyon,South Joshua,NY,USA,1927,Private,Cool,2018-03-12T00:00:00Z,2019102290000005573
W_Account.3974,Pop Art,W_Sales_User.14,166,2435000,Data.com,Corporate,Media,937 Michael Throughway,East Jason,TN,USA,1891,Public,Warm,2018-03-19T00:00:00Z,2019102290000005573
W_Account.3978,Graphic Converting,W_Sales_User.13,32,9092000,Website,Corporate,Government,863 Davis Manor,East Daniel,NH,USA,1896,Private,Hot,2018-12-09T00:00:00Z,2019102290000005573
W_Account.3979,TSI,W_Sales_User.8,169,6128000,Data.com,Corporate,Healthcare & Life Sciences,660 Anderson Landing,South Kathleen,OK,USA,1980,Public,Hot,2019-08-16T00:00:00Z,2019102290000005573
W_Account.3981,Eclipse,W_Sales_User.7,169,2827000,Inbound Call,Corporate,Food & Beverage,641 Brendan Ridges,Brownstad,NJ,USA,1965,Private,Hot,2018-04-10T00:00:00Z,2019102290000005573
W_Account.3991,Weber-Stephen Products Co.,W_Sales_User.8,162,5456000,Social Media,Corporate,Entertainment,974 Armstrong Vista,New Nicholasburgh,NY,USA,1952,Other,Hot,2018-11-20T00:00:00Z,2019102290000005573
W_Account.3992,World Wide Communications,W_Sales_User.16,152,6279000,Social Media,Corporate,Food & Beverage,866 Nguyen Road,Port Stephanieberg,VA,USA,1976,Private,Hot,2018-04-21T00:00:00Z,2019102290000005573
W_Account.3995,Murphy Tractor & Equipment Co,W_Sales_User.13,67,7761000,Marketing Event,Corporate,Food & Beverage,8489 Ross Neck,New Michelletown,ME,USA,1914,Private,Warm,2018-02-07T00:00:00Z,2019102290000005573
W_Account.4000,Telcom NetLink,W_Sales_User.7,249,3645000,Marketing Event,Corporate,Biotechnology,9671 Lang Points,North Robertbury,LA,USA,1907,Private,Warm,2019-01-15T00:00:00Z,2019102290000005573
W_Account.4005,Bzcom,W_Sales_User.15,163,8546000,Inbound Call,Corporate,Entertainment,152 Hawkins Estate,Morganchester,TN,USA,2004,Private,Hot,2018-10-22T00:00:00Z,2019102290000005573
W_Account.4009,CMS - Florida,W_Sales_User.9,26,8836000,Referral,Corporate,Chemicals,4958 Jacob Fields,Whiteshire,LA,USA,1995,Other,Hot,2017-10-28T00:00:00Z,2019102290000005573
W_Account.4013,Alcone Marketing Group,W_Sales_User.8,2,7950000,Marketing Event,Corporate,Machinery,68060 Patrick Trace,West Kyleberg,OK,USA,1945,Subsidiary,Hot,2018-10-17T00:00:00Z,2019102290000005573
W_Account.4015,5207,W_Sales_User.9,63,5616000,Community,Corporate,Government,366 Sandra Roads,South Shari,AR,USA,1932,Private,Hot,2018-10-29T00:00:00Z,2019102290000005573
W_Account.4020,Maytag Corp,W_Sales_User.10,217,7002000,Cold Call,Corporate,Communications,40228 Hanson Squares,Davisshire,NY,USA,1942,Private,Cool,2018-01-20T00:00:00Z,2019102290000005573
W_Account.4025,Advanced Remote Comm. Solutions,W_Sales_User.10,128,6019000,Referral,Corporate,Technology,86935 Erin Forges,Port William,TX,USA,1905,Private,Hot,2019-07-07T00:00:00Z,2019102290000005573
W_Account.4026,Cognex Corporation,W_Sales_User.16,16,4571000,Marketing Event,Corporate,Transportation,476 Sloan Alley,South Robertside,FL,USA,1923,Subsidiary,Hot,2019-04-11T00:00:00Z,2019102290000005573
W_Account.4031,Brocade Communications Systems,W_Sales_User.10,64,6448000,Data.com,Corporate,Government,86824 Laurie Valley,Smithland,LA,USA,1896,Subsidiary,Warm,2019-07-03T00:00:00Z,2019102290000005573
W_Account.4032,TargetX.com,W_Sales_User.11,213,4233000,Inbound Call,Corporate,Engineering,280 Micheal Heights,Johnsonstad,TX,USA,1947,Public,Cool,2018-08-28T00:00:00Z,2019102290000005573
W_Account.4033,West Corporation,W_Sales_User.12,71,3970000,Social Media,Corporate,Consulting,2648 Nicholas Field,New Gabrielle,NH,USA,1955,Private,Warm,2018-09-12T00:00:00Z,2019102290000005573
W_Account.4044,Novologic,W_Sales_User.12,79,9539000,Cold Call,Corporate,Financial Services,8954 Edward Manor,Mcknightstad,ME,USA,1991,Private,Hot,2018-10-13T00:00:00Z,2019102290000005573
W_Account.4045,Cisco - Topspin Communications,W_Sales_User.16,54,7545000,Data.com,Corporate,Consulting,27498 Ashley Streets,Port Breannamouth,WV,USA,1935,Private,Warm,2017-10-30T00:00:00Z,2019102290000005573
W_Account.4051,Concrete.com,W_Sales_User.16,54,6673000,Marketing Event,Corporate,Environmental,352 Thomas Rue,Romerochester,AL,USA,1889,Private,Hot,2018-09-30T00:00:00Z,2019102290000005573
W_Account.4052,plantation ford,W_Sales_User.10,196,5184000,Partner,Corporate,Food & Beverage,7666 Beck Trace,West Yolandafurt,LA,USA,1978,Private,Warm,2018-11-09T00:00:00Z,2019102290000005573
W_Account.4053,Smarthealth,W_Sales_User.9,25,6805000,Referral,Corporate,Utilities,58191 Roberts Drives,North Dustinport,PA,USA,1897,Subsidiary,Hot,2018-12-25T00:00:00Z,2019102290000005573
W_Account.4055,Reach Global Services,W_Sales_User.14,67,2638000,Community,Corporate,Retail,65639 Nelson Corners,Vasquezmouth,FL,USA,1899,Private,Cool,2019-04-24T00:00:00Z,2019102290000005573
W_Account.4057,Xora,W_Sales_User.12,23,4080000,Social Media,Corporate,Chemicals,4613 Lauren Plains,Teresafort,MA,USA,1984,Private,Hot,2018-02-04T00:00:00Z,2019102290000005573
W_Account.4058,Talent Logic,W_Sales_User.8,73,4196000,Cold Call,Corporate,Entertainment,467 Suzanne Harbor,Youngville,TX,USA,1969,Public,Hot,2019-03-02T00:00:00Z,2019102290000005573
W_Account.4060,Anywhereyougocom Inc,W_Sales_User.17,228,9677000,Data.com,Corporate,Machinery,772 Stokes Crossing,East Alexandrialand,MA,USA,1904,Subsidiary,Hot,2018-01-08T00:00:00Z,2019102290000005573
W_Account.4061,SSA Global Technologies / Grand Rapids,W_Sales_User.14,37,3075000,Referral,Corporate,Machinery,037 Turner Centers,Piercefort,MA,USA,1883,Private,Warm,2018-02-08T00:00:00Z,2019102290000005573
W_Account.4072,Tavoca,W_Sales_User.17,46,8851000,Inbound Call,Corporate,Government,96778 Lisa Cliffs,Taylorborough,AL,USA,1969,Private,Hot,2019-05-03T00:00:00Z,2019102290000005573
W_Account.4076,Children With AIDS Project,W_Sales_User.8,22,7573000,Data.com,Corporate,Media,4320 Lisa Mountains,West Kevin,LA,USA,2008,Other,Hot,2018-06-08T00:00:00Z,2019102290000005573
W_Account.4079,AM Pappas & Associates,W_Sales_User.7,144,7712000,Data.com,Corporate,Agriculture,0261 Maddox Dale,New Travistown,OK,USA,1963,Private,Warm,2018-01-05T00:00:00Z,2019102290000005573
W_Account.4083,eBizSquared,W_Sales_User.15,169,7730000,Website,Corporate,Retail,19003 Jennifer Meadows,Lake Rhonda,MS,USA,1931,Private,Hot,2019-07-31T00:00:00Z,2019102290000005573
W_Account.4085,Nor  Cal Products,W_Sales_User.11,147,7594000,Community,Corporate,Agriculture,72173 Anderson Wells,Lake Jenniferberg,NJ,USA,1943,Private,Hot,2017-12-24T00:00:00Z,2019102290000005573
W_Account.4086,Active Navigation,W_Sales_User.12,98,3926000,Marketing Event,Corporate,Chemicals,639 Bradley Unions,New George,NH,USA,1885,Other,Cool,2017-12-23T00:00:00Z,2019102290000005573
W_Account.4087,Capital District Home Guide,W_Sales_User.16,187,7394000,Website,Corporate,Utilities,4954 Murphy Village,Jessicaburgh,KY,USA,1931,Private,Hot,2017-11-21T00:00:00Z,2019102290000005573
W_Account.4091,TARGET,W_Sales_User.17,141,3670000,Inbound Call,Corporate,Utilities,341 Jessica Tunnel,Lorimouth,VT,USA,1914,Public,Cool,2019-05-03T00:00:00Z,2019102290000005573
W_Account.4096,Powerit Solutions,W_Sales_User.13,145,2322000,Referral,Corporate,Not For Profit,2539 Bell Garden,Peterburgh,TN,USA,1894,Public,Cool,2017-11-09T00:00:00Z,2019102290000005573
W_Account.4099,Gold Access Inc,W_Sales_User.7,181,7431000,Social Media,Corporate,Technology,23730 English Rest,Tonyabury,OK,USA,1893,Other,Hot,2018-11-09T00:00:00Z,2019102290000005573
W_Account.4108,AirWave Wireless,W_Sales_User.16,225,5946000,Website,Corporate,Entertainment,027 Michael Ridge,Karenberg,RI,USA,1977,Public,Hot,2019-02-18T00:00:00Z,2019102290000005573
W_Account.4109,Impact Engine,W_Sales_User.14,90,2118000,Marketing Event,Corporate,Apparel,477 Diaz Square,South Cindyport,NC,USA,1984,Other,Cool,2018-12-13T00:00:00Z,2019102290000005573
W_Account.4110,Diagnostic Products Corporation,W_Sales_User.9,86,7998000,Referral,Corporate,Environmental,546 Nelson Light,West Kristinastad,AR,USA,1933,Private,Cool,2019-02-06T00:00:00Z,2019102290000005573
W_Account.4114,"Reinsurance Group of America, Incorporated",W_Sales_User.14,110,6739000,Referral,Corporate,Other,593 Brittany Tunnel,West Joelburgh,SC,USA,1956,Private,Hot,2017-11-07T00:00:00Z,2019102290000005573
W_Account.4123,ChicagOne Developers,W_Sales_User.12,61,9930000,Inbound Call,Corporate,Biotechnology,298 Johnson View,Jeremystad,CT,USA,1884,Subsidiary,Cool,2017-10-25T00:00:00Z,2019102290000005573
W_Account.4128,Compulan,W_Sales_User.15,79,7182000,Marketing Event,Corporate,Retail,632 Elizabeth Plains,Lake Roger,ME,USA,2007,Other,Hot,2017-12-28T00:00:00Z,2019102290000005573
W_Account.4132,Client Growth Resources,W_Sales_User.16,130,3344000,Social Media,Corporate,Consulting,545 Parker Ramp,North Anthonytown,VT,USA,1961,Private,Warm,2019-02-03T00:00:00Z,2019102290000005573
W_Account.4134,The Hibbert Group,W_Sales_User.16,69,8091000,Partner,Corporate,Technology,6567 Joshua Views,Duffyview,AL,USA,1930,Private,Hot,2017-11-12T00:00:00Z,2019102290000005573
W_Account.4135,Digi International,W_Sales_User.11,39,9678000,Data.com,Corporate,Technology,1727 Traci Hill,Guerreroburgh,AR,USA,1964,Private,Warm,2017-10-26T00:00:00Z,2019102290000005573
W_Account.4137,XServ,W_Sales_User.10,20,6171000,Website,Corporate,Utilities,2801 Larson View,Coletown,LA,USA,1925,Public,Hot,2018-09-20T00:00:00Z,2019102290000005573
W_Account.4138,Coradiant,W_Sales_User.10,230,2377000,Partner,Corporate,Environmental,2990 Stark Road,East Donald,TX,USA,1929,Private,Hot,2019-10-10T00:00:00Z,2019102290000005573
W_Account.4139,Systemax,W_Sales_User.9,146,4799000,Marketing Event,Corporate,Biotechnology,1957 Derrick Cape,Amyshire,OK,USA,1946,Private,Hot,2017-12-02T00:00:00Z,2019102290000005573
W_Account.4146,Cleartran   Inc,W_Sales_User.13,192,2929000,Social Media,Corporate,Biotechnology,20494 Martinez Rest,West Charlestown,AL,USA,1978,Subsidiary,Warm,2018-05-16T00:00:00Z,2019102290000005573
W_Account.4151,Symbionic Technologies,W_Sales_User.14,223,5963000,Inbound Call,Corporate,Machinery,4290 Joel Key,Jonathanland,AL,USA,1919,Public,Cool,2017-12-04T00:00:00Z,2019102290000005573
W_Account.4154,Insurity,W_Sales_User.10,73,3031000,Cold Call,Corporate,Technology,534 Joseph Mews,South Ronaldmouth,NY,USA,1923,Private,Cool,2018-01-27T00:00:00Z,2019102290000005573
W_Account.4159,Delta Centrifugal Corporation,W_Sales_User.12,215,6678000,Social Media,Corporate,Entertainment,96200 William Bypass,South Kristy,DE,USA,1958,Other,Cool,2019-01-21T00:00:00Z,2019102290000005573
W_Account.4161,Pfeiffer Vacuum,W_Sales_User.12,101,4449000,Marketing Event,Corporate,Telecommunications,6441 Carol Crescent,West Matthew,NH,USA,1959,Other,Cool,2017-10-27T00:00:00Z,2019102290000005573
W_Account.4163,Internotes Strategy,W_Sales_User.14,228,4565000,Cold Call,Corporate,Energy,31064 Rogers Wells,New Lydiahaven,MA,USA,1925,Other,Warm,2018-04-20T00:00:00Z,2019102290000005573
W_Account.4167,Geisler & Assoc,W_Sales_User.9,170,3758000,Social Media,Corporate,Recreation,0947 Matthew Common,New Sabrinamouth,NJ,USA,1901,Subsidiary,Hot,2018-07-12T00:00:00Z,2019102290000005573
W_Account.4172,Sanofi Pasteur.,W_Sales_User.11,19,6064000,Inbound Call,Corporate,Hospitality,497 Timothy Lights,Delgadotown,NY,USA,1922,Other,Warm,2017-11-01T00:00:00Z,2019102290000005573
W_Account.4176,PBM Graphics,W_Sales_User.12,67,7986000,Cold Call,Corporate,Utilities,73778 Vazquez Branch,Port Megan,GA,USA,1932,Other,Cool,2018-04-20T00:00:00Z,2019102290000005573
W_Account.4177,Burke Williams & Sorensen Llp,W_Sales_User.15,83,6645000,Referral,Corporate,Recreation,2403 Michael Course,New Sarahton,RI,USA,1964,Other,Cool,2017-11-24T00:00:00Z,2019102290000005573
W_Account.4178,Russell Stover Candies,W_Sales_User.9,220,4980000,Partner,Corporate,Environmental,312 Martinez Prairie,South Christopherfort,OK,USA,1965,Private,Warm,2019-04-29T00:00:00Z,2019102290000005573
W_Account.4179,Illumitek,W_Sales_User.9,91,2645000,Partner,Corporate,Technology,93256 Summers Course,Crawfordview,OK,USA,1885,Private,Warm,2018-12-03T00:00:00Z,2019102290000005573
W_Account.4180,FuelQuest,W_Sales_User.13,159,9487000,Community,Corporate,Environmental,7699 Steve Ferry,Johnsonside,NH,USA,1985,Private,Cool,2019-03-07T00:00:00Z,2019102290000005573
W_Account.4186,Mack Cleveland Sales Inc,W_Sales_User.15,54,7094000,Marketing Event,Corporate,Telecommunications,51323 Thomas Coves,Victoriashire,ME,USA,1892,Other,Cool,2018-03-07T00:00:00Z,2019102290000005573
W_Account.4188,Horizon Milling,W_Sales_User.15,67,2680000,Website,Corporate,Retail,1113 Courtney Hill,Lisachester,RI,USA,1921,Private,Warm,2018-02-03T00:00:00Z,2019102290000005573
W_Account.4189,Union Pacific Distribution Services,W_Sales_User.15,193,9436000,Cold Call,Corporate,Technology,24445 Buck Crossroad,Michellemouth,NH,USA,1902,Other,Cool,2017-11-17T00:00:00Z,2019102290000005573
W_Account.4195,RxBazaar,W_Sales_User.7,188,2925000,Social Media,Corporate,Not For Profit,3460 Diaz Flat,Robertmouth,LA,USA,1926,Private,Hot,2019-04-12T00:00:00Z,2019102290000005573
W_Account.4197,Applied Magic,W_Sales_User.11,184,2889000,Partner,Corporate,Technology,5277 Rosario Unions,Smithberg,LA,USA,1985,Subsidiary,Cool,2017-11-15T00:00:00Z,2019102290000005573
W_Account.4198,NBT Industrial,W_Sales_User.8,13,2060000,Cold Call,Corporate,Recreation,28625 Garcia Ferry,Morganside,TX,USA,1916,Subsidiary,Hot,2018-05-16T00:00:00Z,2019102290000005573
W_Account.4201,Action Floor System Inc,W_Sales_User.17,245,2915000,Community,Corporate,Shipping,007 Frey Trail,Lopezbury,CT,USA,1998,Public,Cool,2017-11-11T00:00:00Z,2019102290000005573
W_Account.4204,"NextCorp, Ltd",W_Sales_User.12,78,8471000,Community,Corporate,Food & Beverage,2644 Veronica Rapid,South Jefferyfort,VT,USA,1995,Other,Cool,2019-04-22T00:00:00Z,2019102290000005573
W_Account.4207,Vovici Corporation,W_Sales_User.11,181,7002000,Cold Call,Corporate,Utilities,285 Manning Brook,West Kari,AR,USA,2004,Public,Warm,2019-04-14T00:00:00Z,2019102290000005573
W_Account.4209,"Executive Office Furniture,Inc",W_Sales_User.10,16,7027000,Social Media,Corporate,Biotechnology,494 Jenkins Burg,South David,TX,USA,1882,Public,Warm,2017-11-19T00:00:00Z,2019102290000005573
W_Account.4212,Information Technology SLTNS,W_Sales_User.16,53,4143000,Marketing Event,Corporate,Utilities,7105 Tyler Branch,Leslieside,ME,USA,1942,Private,Cool,2018-07-08T00:00:00Z,2019102290000005573
W_Account.4217,Showexperience Incorporated,W_Sales_User.16,217,8543000,Inbound Call,Corporate,Banking,407 Katie Cape,Port Nicole,CT,USA,1896,Private,Cool,2017-11-11T00:00:00Z,2019102290000005573
W_Account.4219,"Hallmark Cards, Incorporated",W_Sales_User.15,217,9414000,Website,Corporate,Biotechnology,07512 Walker Road,North Paulshire,WV,USA,1912,Private,Cool,2019-08-20T00:00:00Z,2019102290000005573
W_Account.4222,HOW2.COM,W_Sales_User.7,155,4052000,Social Media,Corporate,Utilities,413 Burns Locks,North Wanda,PA,USA,1983,Private,Hot,2018-09-08T00:00:00Z,2019102290000005573
W_Account.4223,Distribution Systems International,W_Sales_User.14,246,7812000,Data.com,Corporate,Agriculture,608 Brandi Ramp,Port Andrebury,RI,USA,1891,Subsidiary,Hot,2018-08-04T00:00:00Z,2019102290000005573
W_Account.4230,Cox Communications Herndon,W_Sales_User.7,183,3555000,Social Media,Corporate,Transportation,474 Gonzales Pine,Alexismouth,AR,USA,1886,Private,Cool,2018-10-07T00:00:00Z,2019102290000005573
W_Account.4231,CarrierPoint,W_Sales_User.8,10,3692000,Social Media,Corporate,Hospitality,95062 John Summit,Tamarachester,LA,USA,1939,Public,Cool,2017-12-28T00:00:00Z,2019102290000005573
W_Account.4233,Viable Alternatives,W_Sales_User.9,238,9966000,Referral,Corporate,Utilities,2627 Washington Tunnel,Brianstad,OK,USA,1890,Other,Warm,2018-11-11T00:00:00Z,2019102290000005573
W_Account.4235,Aravali Technologies,W_Sales_User.7,39,2180000,Website,Corporate,Agriculture,566 Erica Courts,Marybury,NJ,USA,2007,Other,Cool,2018-05-08T00:00:00Z,2019102290000005573
W_Account.4237,Tri-Smith,W_Sales_User.9,13,2431000,Data.com,Corporate,Recreation,9417 Erika Freeway,North Jefferychester,NY,USA,1944,Private,Hot,2018-01-09T00:00:00Z,2019102290000005573
W_Account.4240,Congoleum Corporation,W_Sales_User.14,101,7900000,Partner,Corporate,Transportation,7234 Kelly Mews,Perezside,NC,USA,1884,Public,Hot,2017-11-18T00:00:00Z,2019102290000005573
W_Account.4241,TerraData,W_Sales_User.12,95,5914000,Marketing Event,Corporate,Other,711 Tamara Fork,Josemouth,GA,USA,1929,Private,Warm,2018-01-28T00:00:00Z,2019102290000005573
W_Account.4246,Techline,W_Sales_User.12,246,4318000,Social Media,Corporate,Transportation,03453 Robert Overpass,Lake Taylorstad,MA,USA,1943,Private,Hot,2019-02-14T00:00:00Z,2019102290000005573
W_Account.4248,Dialpad Communications,W_Sales_User.17,59,3049000,Data.com,Corporate,Consulting,86947 Harrington Valleys,Sharonhaven,KY,USA,1911,Private,Warm,2019-03-26T00:00:00Z,2019102290000005573
W_Account.4249,Massillon Cable TV,W_Sales_User.8,235,2166000,Website,Corporate,Education,39788 Sharon Isle,Stephanieside,TX,USA,1903,Private,Hot,2018-02-24T00:00:00Z,2019102290000005573
W_Account.4250,NetIDEAS,W_Sales_User.14,197,4797000,Social Media,Corporate,Telecommunications,128 Kayla Burgs,Woodborough,GA,USA,1990,Private,Hot,2018-09-10T00:00:00Z,2019102290000005573
W_Account.4253,Prologic Management Systems,W_Sales_User.14,2,3276000,Referral,Corporate,Government,491 Noah Center,Lake Timothyborough,MA,USA,1965,Private,Warm,2017-12-06T00:00:00Z,2019102290000005573
W_Account.4254,El Paso Corporation,W_Sales_User.13,78,5965000,Marketing Event,Corporate,Shipping,060 Kimberly Groves,Thomasfort,DE,USA,1904,Private,Warm,2019-08-11T00:00:00Z,2019102290000005573
W_Account.4256,Pop n Go,W_Sales_User.15,186,3707000,Social Media,Corporate,Financial Services,63008 William Mills,Elizabethfort,MA,USA,1959,Private,Hot,2018-12-25T00:00:00Z,2019102290000005573
W_Account.4257,CPU,W_Sales_User.11,98,2043000,Inbound Call,Corporate,Entertainment,58329 Watkins Lake,South Anthonymouth,TX,USA,1919,Private,Warm,2018-09-05T00:00:00Z,2019102290000005573
W_Account.4258,FastPlanet Technologies,W_Sales_User.14,203,3009000,Community,Corporate,Consulting,639 Greg Estates,Brandonville,TN,USA,1917,Private,Hot,2018-12-04T00:00:00Z,2019102290000005573
W_Account.4261,Toluna Usa,W_Sales_User.8,59,9083000,Social Media,Corporate,Communications,033 Farrell Junctions,West Christopherborough,NJ,USA,1888,Other,Cool,2017-10-30T00:00:00Z,2019102290000005573
W_Account.4267,RailRunner N.A.,W_Sales_User.12,96,6123000,Data.com,Corporate,Transportation,869 Jennifer Port,East Nicole,NH,USA,1900,Other,Hot,2019-08-13T00:00:00Z,2019102290000005573
W_Account.4268,TheoFinance,W_Sales_User.10,96,9480000,Partner,Corporate,Environmental,15832 Nancy Lock,New Jill,NJ,USA,2006,Other,Cool,2018-01-30T00:00:00Z,2019102290000005573
W_Account.4269,Communications International,W_Sales_User.10,95,2599000,Partner,Corporate,Entertainment,558 Garrison Route,Vasquezhaven,AR,USA,1996,Public,Warm,2018-10-01T00:00:00Z,2019102290000005573
W_Account.4270,Haverstick(dup),W_Sales_User.17,192,6310000,Inbound Call,Corporate,Recreation,49737 Daniel Park,Alicialand,NH,USA,1981,Other,Cool,2018-03-10T00:00:00Z,2019102290000005573
W_Account.4274,Consolidated Laboratory Services,W_Sales_User.9,148,5206000,Partner,Corporate,Insurance,21196 Francis Shoal,Rodriguezfurt,NJ,USA,2004,Public,Warm,2018-06-18T00:00:00Z,2019102290000005573
W_Account.4275,Astra HR,W_Sales_User.12,93,8199000,Cold Call,Corporate,Agriculture,5211 Morrison Keys,Maryville,NC,USA,1975,Private,Cool,2019-09-07T00:00:00Z,2019102290000005573
W_Account.4277,Computercare,W_Sales_User.10,224,9190000,Community,Corporate,Technology,888 Chad Lakes,Cruzchester,LA,USA,1982,Private,Warm,2017-11-21T00:00:00Z,2019102290000005573
W_Account.4280,Glovia International,W_Sales_User.14,235,7342000,Data.com,Corporate,Education,92156 Bryant Isle,West Diana,CT,USA,1919,Private,Hot,2017-12-05T00:00:00Z,2019102290000005573
W_Account.4281,Amerimax Building Products,W_Sales_User.7,6,3392000,Marketing Event,Corporate,Retail,671 Williams Extensions,Clarkbury,LA,USA,1921,Private,Cool,2018-07-16T00:00:00Z,2019102290000005573
W_Account.4284,The Martin Group,W_Sales_User.17,50,7705000,Referral,Corporate,Engineering,592 Joseph Flats,Port Heidi,DE,USA,1903,Public,Cool,2018-01-25T00:00:00Z,2019102290000005573
W_Account.4285,Boulder Weekly,W_Sales_User.15,150,9660000,Cold Call,Corporate,Construction,8266 Valerie Highway,Jasonview,NC,USA,1932,Private,Warm,2018-04-28T00:00:00Z,2019102290000005573
W_Account.4288,Vanguard Computers Inc,W_Sales_User.10,119,8270000,Marketing Event,Corporate,Hospitality,1889 Hernandez Forest,Rogerton,LA,USA,1965,Private,Cool,2018-12-24T00:00:00Z,2019102290000005573
W_Account.4291,eStudio,W_Sales_User.15,47,3676000,Community,Corporate,Apparel,9725 Michael Islands,Cruzside,RI,USA,1904,Other,Warm,2018-12-28T00:00:00Z,2019102290000005573
W_Account.4292,Pro-Tec Products,W_Sales_User.13,12,9505000,Community,Corporate,Consulting,751 Gutierrez Trail,New Daniellefurt,RI,USA,1937,Private,Cool,2018-10-31T00:00:00Z,2019102290000005573
W_Account.4293,Certes Networks,W_Sales_User.12,182,7312000,Cold Call,Corporate,Entertainment,873 Linda Union,West Christopherchester,AL,USA,1912,Other,Warm,2017-11-01T00:00:00Z,2019102290000005573
W_Account.4300,CellExchange,W_Sales_User.16,138,2139000,Referral,Corporate,Government,40448 Brown Crest,Wilsonfurt,KY,USA,1973,Private,Hot,2018-06-08T00:00:00Z,2019102290000005573
W_Account.4301,Ten-Pac International,W_Sales_User.7,93,9702000,Marketing Event,Corporate,Financial Services,7502 Hooper Heights,Carolineborough,NJ,USA,1940,Private,Hot,2018-11-11T00:00:00Z,2019102290000005573
W_Account.4302,Integration One,W_Sales_User.9,242,8794000,Data.com,Corporate,Not For Profit,43625 Chavez Meadow,Stuartchester,NJ,USA,2005,Subsidiary,Cool,2018-06-24T00:00:00Z,2019102290000005573
W_Account.4303,Straight Hire,W_Sales_User.8,151,5179000,Social Media,Corporate,Biotechnology,9141 Taylor Keys,Lake Megan,PA,USA,2002,Private,Cool,2017-12-28T00:00:00Z,2019102290000005573
W_Account.4306,M. S. Walker,W_Sales_User.11,94,8225000,Inbound Call,Corporate,Media,2365 Brittney Flat,Rachelburgh,OK,USA,1983,Private,Cool,2018-12-01T00:00:00Z,2019102290000005573
W_Account.4308,LCI Shipholdings Inc,W_Sales_User.9,194,8129000,Website,Corporate,Technology,34235 Rhodes Spring,Linhaven,PA,USA,2001,Public,Cool,2018-08-16T00:00:00Z,2019102290000005573
W_Account.4312,Geo Fields,W_Sales_User.16,233,5628000,Referral,Corporate,Energy,295 Jill Unions,North Darrell,ME,USA,1908,Subsidiary,Cool,2018-05-24T00:00:00Z,2019102290000005573
W_Account.4315,Douglas Machine,W_Sales_User.17,78,7944000,Social Media,Corporate,Agriculture,973 Ernest Curve,Jacobville,FL,USA,1935,Private,Warm,2019-02-04T00:00:00Z,2019102290000005573
W_Account.4316,Thruport Technologies,W_Sales_User.15,42,4225000,Inbound Call,Corporate,Chemicals,515 Grant Well,Fowlermouth,TN,USA,1882,Subsidiary,Cool,2018-06-08T00:00:00Z,2019102290000005573
W_Account.4317,Tudor Publishing Co.,W_Sales_User.9,192,5048000,Community,Corporate,Machinery,8125 Angela Vista,Joneshaven,OK,USA,1892,Other,Hot,2018-02-12T00:00:00Z,2019102290000005573
W_Account.4321,FileTek,W_Sales_User.17,57,4463000,Data.com,Corporate,Telecommunications,72115 Andrew Ways,Port Kristyville,NH,USA,1899,Private,Cool,2018-05-02T00:00:00Z,2019102290000005573
W_Account.4324,Midwest Mechanical,W_Sales_User.14,18,2485000,Social Media,Corporate,Government,237 Raymond Turnpike,Robertsberg,WV,USA,1940,Subsidiary,Hot,2017-10-31T00:00:00Z,2019102290000005573
W_Account.4326,OptiGate,W_Sales_User.17,146,7117000,Social Media,Corporate,Other,6012 Michael Cove,Nancyhaven,CT,USA,1929,Private,Cool,2019-06-29T00:00:00Z,2019102290000005573
W_Account.4331,Watley & Associates,W_Sales_User.13,64,7778000,Community,Corporate,Biotechnology,770 Ann Park,North William,NH,USA,1919,Private,Warm,2017-12-03T00:00:00Z,2019102290000005573
