External_Id__c,Owner.External_Id__c,Account.External_Id__c,Contact.External_Id__c,CreatedDate__c,ClosedDate__c,LastActivityDate__c,Origin,Tier,Product_Family_KB__c,Priority,SLA,Reason,Type_of_Support__c,CSAT__c,Status,First_Contact_Close__c,Time_Open__c,Team__c,close_date_offset,Offer_Voucher__c,Send_FieldService__c,IsEscalated,MilestoneStatus__c,analyticsdemo_batch_id__c
W_Case.2177,W_Services_User.12,W_Account.1537,W_Services_Contact.1537,2019-11-21 15:01:53,2019-11-21 15:01:53,2019-11-21,Chat,Tier 1,Cameras,Medium,Compliant,General Question,Basic,80.689086292,Closed,true,0,East CSR,406,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2178,W_Services_User.8,W_Account.1539,W_Services_Contact.1539,2019-12-07 11:24:14,2019-12-07 11:24:14,2019-12-07,Chat,Tier 1,Cell Phones,High,Compliant,Unknown Failure,Basic,77.748730965,Closed,true,0,Central CSR,390,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2179,W_Services_User.15,W_Account.1539,W_Services_Contact.1539,2019-12-22 14:18:11,2019-12-22 14:18:11,2019-12-22,Chat,Tier 1,Computers,High,Compliant,Unknown Failure,Platinum,81.09898476999999,Closed,true,0,East CSR,375,false,true,true,Closed - Compliant,20200113100000003249
W_Case.2181,W_Services_User.14,W_Account.1539,W_Services_Contact.1539,2019-12-02 09:23:21,2019-12-02 09:23:21,2019-12-02,Chat,Tier 1,DVD Players,Medium,Compliant,Unknown Failure,Silver,77.060913709,Closed,true,0,East CSR,395,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2182,W_Services_User.17,W_Account.1541,W_Services_Contact.1541,2019-11-22 13:16:33,2019-11-22 13:16:33,2019-11-22,Chat,Tier 1,Headphones,High,Compliant,Documentation,Basic,76.897715737,Closed,true,0,East CSR,405,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2183,W_Services_User.8,W_Account.1541,W_Services_Contact.1541,2019-11-29 09:54:39,2019-11-29 09:54:39,2019-11-29,Chat,Tier 1,Headphones,High,Compliant,Documentation,Basic,76.083121824,Closed,true,0,Central CSR,398,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2184,W_Services_User.10,W_Account.1541,W_Services_Contact.1541,2020-01-11 14:37:15,2020-01-11 14:37:15,2020-01-11,Chat,Tier 1,Headphones,Medium,Compliant,Unknown Failure,Basic,75.405329947,Closed,true,0,Central CSR,355,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2185,W_Services_User.5,W_Account.1543,W_Services_Contact.1543,2020-01-01 09:39:05,2020-03-13 09:39:05,2020-01-10,Chat,Tier 1,Tablets,High,Violation,Unknown Failure,Platinum,78.637055836,New,false,72,West CSR,293,false,false,true,Open - Violation,20200113100000003249
W_Case.2186,W_Services_User.7,W_Account.1543,W_Services_Contact.1543,2019-12-14 13:29:38,2019-12-14 13:29:38,2019-12-14,Chat,Tier 1,TVs,High,Compliant,Unknown Failure,Platinum,77.654822332,Closed,true,0,Central CSR,383,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2187,W_Services_User.4,W_Account.1543,W_Services_Contact.1543,2019-11-14 15:48:54,2019-11-14 15:48:54,2019-11-14,Chat,Tier 2,TVs,Medium,Compliant,Unknown Failure,Platinum,76.568527922,Closed,true,0,West CSR,413,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2188,W_Services_User.8,W_Account.1543,W_Services_Contact.1543,2019-11-18 14:12:41,2019-11-18 14:12:41,2019-11-18,Chat,Tier 2,TVs,Low,Violation,General Question,Platinum,74.208121825,Closed,true,0,Central CSR,409,false,false,false,Closed - Violation,20200113100000003249
W_Case.2189,W_Services_User.4,W_Account.1543,W_Services_Contact.1543,2019-11-19 14:51:59,2020-03-06 14:51:59,2019-12-28,Chat,Tier 3,TVs,Low,Violation,General Question,Platinum,74.512690355,Warning,false,108,West CSR,300,false,false,false,Open - Violation,20200113100000003249
W_Case.2190,W_Services_User.3,W_Account.1544,W_Services_Contact.1544,2019-12-22 15:52:00,2019-12-22 15:52:00,2019-12-22,Chat,Tier 1,Video Games,High,Compliant,Unknown Failure,Free,78.31408629699999,Closed,true,0,West CSR,375,true,false,true,Closed - Compliant,20200113100000003249
W_Case.2191,W_Services_User.5,W_Account.1545,W_Services_Contact.1545,2019-11-20 10:14:22,2019-11-20 10:14:22,2019-11-20,Chat,Tier 2,Video Games,Low,Violation,Unknown Failure,Free,76.165609136,Closed,true,0,West CSR,407,true,false,false,Closed - Violation,20200113100000003249
W_Case.2192,W_Services_User.1,W_Account.1545,W_Services_Contact.1545,2019-12-11 11:14:42,2019-12-23 11:14:42,2019-12-15,Chat,Tier 1,Cables,High,Compliant,Unknown Failure,Free,78.868020307,Closed,false,12,West CSR,374,true,false,true,Closed - Compliant,20200113100000003249
W_Case.2193,W_Services_User.8,W_Account.1546,W_Services_Contact.1546,2019-12-23 11:32:09,2020-02-21 11:32:09,2019-12-27,Chat,Tier 1,Cables,Medium,Violation,Documentation,Free,78.75380711,Closed in Community,false,60,Central CSR,314,true,false,true,Open - Violation,20200113100000003249
W_Case.2194,W_Services_User.16,W_Account.1547,W_Services_Contact.1547,2019-11-28 17:55:17,2019-11-28 17:55:17,2019-11-28,Chat,Tier 1,Cameras,High,Violation,Hardware Question,Basic,79.063451778,Closed,true,0,East CSR,399,false,false,true,Closed - Violation,20200113100000003249
W_Case.2195,W_Services_User.6,W_Account.1548,W_Services_Contact.1548,2019-11-14 16:27:48,2019-11-14 16:27:48,2019-11-14,Chat,Tier 2,Cell Phones,Medium,Violation,General Question,Basic,75.073604058,Closed,true,0,Central CSR,413,false,false,false,Closed - Violation,20200113100000003249
W_Case.2197,W_Services_User.11,W_Account.1549,W_Services_Contact.1549,2019-11-19 13:45:29,2019-11-19 13:45:29,2019-11-19,Chat,Tier 2,Computers,Low,Violation,Unknown Failure,Platinum,79.119289338,Closed,true,0,Central CSR,408,false,false,false,Closed - Violation,20200113100000003249
W_Case.2198,W_Services_User.7,W_Account.1551,W_Services_Contact.1551,2019-11-30 10:38:07,2019-11-30 10:38:07,2019-11-30,Chat,Tier 3,DVD Players,Low,Violation,General Question,Silver,77.218274113,Closed,true,0,Central CSR,397,false,true,false,Closed - Violation,20200113100000003249
W_Case.2199,W_Services_User.8,W_Account.1551,W_Services_Contact.1551,2019-12-31 12:37:30,2019-12-31 12:37:30,2019-12-31,Chat,Tier 1,Headphones,High,Compliant,General Question,Basic,76.953680205,Closed,true,0,Central CSR,366,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2200,W_Services_User.15,W_Account.1551,W_Services_Contact.1551,2019-11-14 15:32:55,2019-11-14 15:32:55,2019-11-14,Chat,Tier 1,Headphones,High,Violation,Documentation,Basic,75.93388325199999,Closed,true,0,East CSR,413,false,false,true,Closed - Violation,20200113100000003249
W_Case.2201,W_Services_User.16,W_Account.1555,W_Services_Contact.1555,2020-01-05 16:37:59,2020-01-05 16:37:59,2020-01-05,Chat,Tier 2,Tablets,Low,Compliant,Unknown Failure,Platinum,82.819796953,Closed,true,0,East CSR,361,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2202,W_Services_User.3,W_Account.1556,W_Services_Contact.1556,2019-11-15 15:20:59,2019-11-15 15:20:59,2019-11-15,Chat,Tier 3,TVs,Low,Compliant,General Question,Platinum,75.35025380900001,Closed,true,0,West CSR,412,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2204,W_Services_User.10,W_Account.1556,W_Services_Contact.1556,2020-01-11 16:29:55,2020-01-11 16:29:55,2020-01-11,Chat,Tier 2,Video Games,Medium,Violation,Documentation,Free,76.182741118,Closed,true,0,Central CSR,355,true,false,false,Closed - Violation,20200113100000003249
W_Case.2205,W_Services_User.14,W_Account.1557,W_Services_Contact.1557,2019-12-18 10:55:18,2019-12-18 10:55:18,2019-12-18,Chat,Tier 2,Cables,Low,Compliant,Hardware Question,Basic,78.114213199,Closed,true,0,East CSR,379,true,false,false,Closed - Compliant,20200113100000003249
W_Case.2206,W_Services_User.2,W_Account.1557,W_Services_Contact.1557,2019-12-18 16:46:14,2019-12-18 16:46:14,2019-12-18,Chat,Tier 3,Cables,Low,Compliant,Unknown Failure,Basic,78.153299491,Closed,true,0,West CSR,379,true,false,false,Closed - Compliant,20200113100000003249
W_Case.2207,W_Services_User.5,W_Account.1558,W_Services_Contact.1558,2019-12-26 11:12:07,2019-12-26 11:12:07,2019-12-26,Chat,Tier 2,Cameras,Low,Compliant,General Question,Basic,83.512690357,Closed,true,0,West CSR,371,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2209,W_Services_User.17,W_Account.1559,W_Services_Contact.1559,2019-11-30 10:57:41,2019-11-30 10:57:41,2019-11-30,Chat,Tier 2,Cell Phones,Low,Compliant,Documentation,Platinum,77.28426395700001,Closed,true,0,East CSR,397,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2210,W_Services_User.6,W_Account.1561,W_Services_Contact.1561,2019-12-17 16:24:41,2019-12-17 16:24:41,2019-12-17,Chat,Tier 2,DVD Players,Medium,Compliant,Hardware Question,Basic,79.688451778,Closed,true,0,Central CSR,380,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2211,W_Services_User.1,W_Account.1563,W_Services_Contact.1563,2019-12-30 13:55:26,2019-12-30 13:55:26,2019-12-30,Chat,Tier 1,Home Audio,High,Compliant,Unknown Failure,Free,85.74111675099999,Closed,true,0,West CSR,367,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2213,W_Services_User.11,W_Account.1564,W_Services_Contact.1564,2019-11-16 16:32:22,2019-11-16 16:32:22,2019-11-16,Chat,Tier 1,Home Audio,Medium,Violation,Unknown Failure,Free,80.532994923,Closed,true,0,Central CSR,411,false,false,true,Closed - Violation,20200113100000003249
W_Case.2214,W_Services_User.16,W_Account.1564,W_Services_Contact.1564,2019-11-18 15:03:12,2020-01-17 15:03:12,2020-01-10,Chat,Tier 1,Tablets,High,Violation,Unknown Failure,Free,83.593908632,New,false,60,East CSR,349,false,false,true,Open - Violation,20200113100000003249
W_Case.2215,W_Services_User.12,W_Account.1566,W_Services_Contact.1566,2019-11-14 17:49:32,2019-11-14 17:49:32,2019-11-14,Chat,Tier 1,TVs,High,Violation,Unknown Failure,Free,76.626903552,Closed,true,0,East CSR,413,false,false,true,Closed - Violation,20200113100000003249
W_Case.2217,W_Services_User.1,W_Account.1566,W_Services_Contact.1566,2019-12-13 15:52:45,2019-12-13 15:52:45,2019-12-13,Chat,Tier 1,Video Games,High,Compliant,Hardware Question,Free,78.262690358,Closed,true,0,West CSR,384,false,true,true,Closed - Compliant,20200113100000003249
W_Case.2218,W_Services_User.2,W_Account.1567,W_Services_Contact.1567,2020-01-09 14:43:32,2020-01-09 14:43:32,2020-01-09,Chat,Tier 1,Cables,High,Compliant,General Question,Basic,79.45685278900001,Closed,true,0,West CSR,357,true,false,true,Closed - Compliant,20200113100000003249
W_Case.2219,W_Services_User.15,W_Account.1567,W_Services_Contact.1567,2019-12-19 13:13:49,2019-12-19 13:13:49,2019-12-19,Chat,Tier 1,Cables,High,Compliant,Unknown Failure,Free,79.320304566,Closed,true,0,East CSR,378,false,true,true,Closed - Compliant,20200113100000003249
W_Case.2220,W_Services_User.1,W_Account.1567,W_Services_Contact.1567,2020-01-11 13:49:30,2020-01-11 13:49:30,2020-01-11,Chat,Tier 2,Cables,Medium,Compliant,Documentation,Basic,77.75,Closed,true,0,West CSR,355,true,false,false,Closed - Compliant,20200113100000003249
W_Case.2222,W_Services_User.14,W_Account.1568,W_Services_Contact.1568,2019-12-10 17:49:49,2019-12-10 17:49:49,2019-12-10,Chat,Tier 1,Cameras,High,Violation,Hardware Question,Basic,88.790609134,Closed,true,0,East CSR,387,false,false,true,Closed - Violation,20200113100000003249
W_Case.2225,W_Services_User.5,W_Account.1569,W_Services_Contact.1569,2020-01-09 17:16:24,2020-01-09 17:16:24,2020-01-09,Chat,Tier 2,Cell Phones,Medium,Compliant,Unknown Failure,Platinum,78.01522842899999,Closed,true,0,West CSR,357,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2226,W_Services_User.1,W_Account.1570,W_Services_Contact.1570,2020-01-06 10:12:44,2020-04-11 10:12:44,2020-01-08,Chat,Tier 1,Computers,Medium,Violation,General Question,Silver,80.365482235,Escalated,false,96,West CSR,264,false,false,true,Open - Violation,20200113100000003249
W_Case.2227,W_Services_User.17,W_Account.1571,W_Services_Contact.1571,2019-11-21 15:44:10,2019-11-21 15:44:10,2019-11-21,Chat,Tier 1,DVD Players,Medium,Compliant,Documentation,Basic,80.315989848,Closed,true,0,East CSR,406,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2228,W_Services_User.12,W_Account.1571,W_Services_Contact.1571,2019-11-29 13:11:05,2019-11-29 13:11:05,2019-11-29,Chat,Tier 1,Headphones,Medium,Compliant,Documentation,Free,76.99010152,Closed,true,0,East CSR,398,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2229,W_Services_User.17,W_Account.1572,W_Services_Contact.1572,2019-11-28 16:44:06,2019-11-28 16:44:06,2019-11-28,Chat,Tier 2,Headphones,Medium,Compliant,General Question,Free,78.254568526,Closed,true,0,East CSR,399,false,true,false,Closed - Compliant,20200113100000003249
W_Case.2230,W_Services_User.7,W_Account.1572,W_Services_Contact.1572,2019-11-25 10:33:46,2019-11-25 10:33:46,2019-11-25,Chat,Tier 1,Home Audio,High,Violation,General Question,Free,85.010152286,Closed,true,0,Central CSR,402,false,false,true,Closed - Violation,20200113100000003249
W_Case.2232,W_Services_User.4,W_Account.1573,W_Services_Contact.1573,2019-12-10 10:52:44,2019-12-10 10:52:44,2019-12-10,Chat,Tier 1,Tablets,High,Violation,Unknown Failure,Free,81.10659898200001,Closed,true,0,West CSR,387,false,false,true,Closed - Violation,20200113100000003249
W_Case.2233,W_Services_User.16,W_Account.1573,W_Services_Contact.1573,2019-11-23 09:09:34,2019-12-17 09:09:34,2019-11-28,Chat,Tier 2,Tablets,Medium,Compliant,Unknown Failure,Free,79.817258883,Closed,false,24,East CSR,380,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2234,W_Services_User.5,W_Account.1574,W_Services_Contact.1574,2019-12-22 10:17:31,2019-12-22 10:17:31,2019-12-22,Chat,Tier 1,TVs,High,Compliant,General Question,Free,83.02538071000001,Closed,true,0,West CSR,375,false,true,true,Closed - Compliant,20200113100000003249
W_Case.2235,W_Services_User.12,W_Account.1574,W_Services_Contact.1574,2020-01-01 09:01:19,2020-03-01 09:01:19,2020-01-10,Chat,Tier 1,Video Games,High,Violation,Hardware Question,Free,78.0,Working,false,60,East CSR,305,true,false,true,Open - Violation,20200113100000003249
W_Case.2237,W_Services_User.15,W_Account.1574,W_Services_Contact.1574,2019-12-28 17:16:52,2019-12-28 17:16:52,2019-12-28,Chat,Tier 1,Cameras,High,Compliant,Documentation,Basic,84.39340101799999,Closed,true,0,East CSR,369,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2240,W_Services_User.2,W_Account.1576,W_Services_Contact.1576,2019-12-03 16:37:15,2019-12-03 16:37:15,2019-12-03,Chat,Tier 1,Cell Phones,Medium,Violation,Unknown Failure,Platinum,79.78680202800001,Closed,true,0,West CSR,394,false,false,true,Closed - Violation,20200113100000003249
W_Case.2241,W_Services_User.1,W_Account.1576,W_Services_Contact.1576,2020-01-12 14:26:46,2020-01-12 14:26:46,2020-01-12,Chat,Tier 2,Cell Phones,Medium,Compliant,Documentation,Platinum,79.720812183,Closed,true,0,West CSR,354,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2242,W_Services_User.4,W_Account.1576,W_Services_Contact.1576,2019-11-19 14:57:52,2019-11-19 14:57:52,2019-11-19,Chat,Tier 2,Cell Phones,Low,Compliant,Unknown Failure,Platinum,77.680203046,Closed,true,0,West CSR,408,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2244,W_Services_User.1,W_Account.1578,W_Services_Contact.1578,2019-12-19 10:01:08,2019-12-31 10:01:08,2019-12-22,Chat,Tier 2,DVD Players,Low,Compliant,Documentation,Basic,75.744289339,Closed,false,12,West CSR,366,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2245,W_Services_User.16,W_Account.1580,W_Services_Contact.1580,2020-01-12 16:01:07,2020-01-12 16:01:07,2020-01-12,Chat,Tier 3,Headphones,Low,Violation,General Question,Free,75.645685281,Closed,true,0,East CSR,354,false,false,false,Closed - Violation,20200113100000003249
W_Case.2246,W_Services_User.12,W_Account.1581,W_Services_Contact.1581,2019-12-03 09:14:40,2019-12-03 09:14:40,2019-12-03,Chat,Tier 1,Home Audio,High,Compliant,Documentation,Free,87.02030457000001,Closed,true,0,East CSR,394,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2247,W_Services_User.12,W_Account.1582,W_Services_Contact.1582,2020-01-06 13:51:41,2020-01-06 13:51:41,2020-01-06,Chat,Tier 3,Home Audio,Low,Violation,General Question,Free,82.598984774,Closed,true,0,East CSR,360,false,false,false,Closed - Violation,20200113100000003249
W_Case.2248,W_Services_User.15,W_Account.1582,W_Services_Contact.1582,2019-12-05 16:33:43,2019-12-05 16:33:43,2019-12-05,Chat,Tier 1,Tablets,High,Violation,General Question,Free,83.32741117,Closed,true,0,East CSR,392,false,false,true,Closed - Violation,20200113100000003249
W_Case.2249,W_Services_User.11,W_Account.1584,W_Services_Contact.1584,2019-11-19 11:45:09,2019-11-19 11:45:09,2019-11-19,Chat,Tier 2,TVs,Medium,Violation,General Question,Free,77.253807104,Closed,true,0,Central CSR,408,false,false,false,Closed - Violation,20200113100000003249
W_Case.2251,W_Services_User.16,W_Account.1588,W_Services_Contact.1588,2019-11-24 10:05:12,2019-11-24 10:05:12,2019-11-24,Chat,Tier 1,Cables,Medium,Compliant,General Question,Basic,79.359137059,Closed,true,0,East CSR,403,true,false,true,Closed - Compliant,20200113100000003249
W_Case.2252,W_Services_User.5,W_Account.1588,W_Services_Contact.1588,2020-01-07 15:41:32,2020-01-07 15:41:32,2020-01-07,Chat,Tier 3,Cables,Low,Violation,Documentation,Basic,74.04314721099999,Closed,true,0,West CSR,359,false,false,false,Closed - Violation,20200113100000003249
W_Case.2254,W_Services_User.8,W_Account.1590,W_Services_Contact.1590,2019-12-16 11:13:30,2019-12-16 11:13:30,2019-12-16,Chat,Tier 2,Cameras,Low,Violation,Unknown Failure,Basic,86.979695433,Closed,true,0,Central CSR,381,false,true,false,Closed - Violation,20200113100000003249
W_Case.2255,W_Services_User.3,W_Account.1590,W_Services_Contact.1590,2019-12-10 13:38:35,2019-12-10 13:38:35,2019-12-10,Chat,Tier 3,Cameras,Low,Compliant,Documentation,Basic,86.979695433,Closed,true,0,West CSR,387,false,true,false,Closed - Compliant,20200113100000003249
W_Case.2256,W_Services_User.6,W_Account.1590,W_Services_Contact.1590,2019-12-03 15:39:47,2019-12-03 15:39:47,2019-12-03,Chat,Tier 1,Cell Phones,High,Violation,General Question,Platinum,79.02538071000001,Closed,true,0,Central CSR,394,false,false,true,Closed - Violation,20200113100000003249
W_Case.2257,W_Services_User.10,W_Account.1591,W_Services_Contact.1591,2019-12-19 09:21:04,2019-12-19 09:21:04,2019-12-19,Chat,Tier 2,Cell Phones,Medium,Compliant,Unknown Failure,Platinum,82.730964464,Closed,true,0,Central CSR,378,false,true,false,Closed - Compliant,20200113100000003249
W_Case.2258,W_Services_User.11,W_Account.1592,W_Services_Contact.1592,2019-12-10 09:24:43,2019-12-10 09:24:43,2019-12-10,Chat,Tier 1,Computers,High,Violation,General Question,Silver,85.4822335,Closed,true,0,Central CSR,387,false,true,true,Closed - Violation,20200113100000003249
W_Case.2259,W_Services_User.8,W_Account.1592,W_Services_Contact.1592,2019-12-09 17:41:37,2019-12-09 17:41:37,2019-12-09,Chat,Tier 3,Computers,Low,Violation,Documentation,Silver,81.269035531,Closed,true,0,Central CSR,388,false,false,false,Closed - Violation,20200113100000003249
W_Case.2262,W_Services_User.6,W_Account.1594,W_Services_Contact.1594,2020-01-07 12:53:22,2020-01-07 12:53:22,2020-01-07,Chat,Tier 2,DVD Players,Medium,Compliant,General Question,Basic,77.023477158,Closed,true,0,Central CSR,359,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2265,W_Services_User.2,W_Account.1594,W_Services_Contact.1594,2020-01-08 10:49:43,2020-01-08 10:49:43,2020-01-08,Chat,Tier 3,Headphones,Low,Violation,General Question,Free,79.46979695299999,Closed,true,0,West CSR,358,false,true,false,Closed - Violation,20200113100000003249
W_Case.2266,W_Services_User.16,W_Account.1595,W_Services_Contact.1595,2019-12-23 09:08:26,2019-12-23 09:08:26,2019-12-23,Chat,Tier 2,Home Audio,Medium,Violation,General Question,Free,77.208121828,Closed,true,0,East CSR,374,false,false,false,Closed - Violation,20200113100000003249
W_Case.2267,W_Services_User.17,W_Account.1596,W_Services_Contact.1596,2019-12-01 16:04:15,2020-02-11 16:04:15,2019-12-20,Chat,Tier 1,TVs,High,Violation,Unknown Failure,Free,77.540609135,Escalated,false,72,East CSR,324,false,false,true,Open - Violation,20200113100000003249
W_Case.2270,W_Services_User.8,W_Account.1598,W_Services_Contact.1598,2019-11-27 11:31:06,2019-11-27 11:31:06,2019-11-27,Email,Tier 3,Cables,Low,Violation,General Question,Basic,74.03248731,Closed,true,0,Central CSR,400,false,false,false,Closed - Violation,20200113100000003249
W_Case.2271,W_Services_User.13,W_Account.1598,W_Services_Contact.1598,2020-01-04 10:52:53,2020-01-04 10:52:53,2020-01-04,Email,Tier 1,Cameras,High,Violation,Unknown Failure,Basic,89.163705585,Closed,true,0,East CSR,362,false,false,true,Closed - Violation,20200113100000003249
W_Case.2272,W_Services_User.17,W_Account.1599,W_Services_Contact.1599,2019-12-04 13:16:01,2019-12-04 13:16:01,2019-12-04,Email,Tier 1,Cell Phones,High,Compliant,Unknown Failure,Platinum,84.563451776,Closed,true,0,East CSR,393,false,true,true,Closed - Compliant,20200113100000003249
W_Case.2273,W_Services_User.12,W_Account.1600,W_Services_Contact.1600,2019-12-31 16:37:15,2019-12-31 16:37:15,2019-12-31,Email,Tier 2,Cell Phones,Low,Violation,General Question,Platinum,77.13197969199999,Closed,true,0,East CSR,366,false,false,false,Closed - Violation,20200113100000003249
W_Case.2274,W_Services_User.1,W_Account.1600,W_Services_Contact.1600,2019-11-27 16:25:43,2019-11-27 16:25:43,2019-11-27,Email,Tier 1,Computers,High,Compliant,Unknown Failure,Silver,81.03553299400001,Closed,true,0,West CSR,400,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2275,W_Services_User.3,W_Account.1601,W_Services_Contact.1601,2019-12-17 11:44:06,2019-12-17 11:44:06,2019-12-17,Email,Tier 1,Computers,Medium,Violation,Documentation,Silver,80.477157358,Closed,true,0,West CSR,380,false,false,true,Closed - Violation,20200113100000003249
W_Case.2276,W_Services_User.13,W_Account.1601,W_Services_Contact.1601,2019-11-25 13:22:19,2019-11-25 13:22:19,2019-11-25,Email,Tier 2,Computers,Low,Violation,General Question,Silver,84.73096447,Closed,true,0,East CSR,402,false,false,false,Closed - Violation,20200113100000003249
W_Case.2277,W_Services_User.13,W_Account.1601,W_Services_Contact.1601,2019-12-10 15:20:39,2019-12-10 15:20:39,2019-12-10,Email,Tier 1,DVD Players,High,Compliant,General Question,Basic,75.692258883,Closed,true,0,East CSR,387,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2278,W_Services_User.11,W_Account.1603,W_Services_Contact.1603,2019-11-22 11:28:33,2019-11-22 11:28:33,2019-11-22,Email,Tier 1,Headphones,Medium,Compliant,Documentation,Free,77.014086292,Closed,true,0,Central CSR,405,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2280,W_Services_User.8,W_Account.1603,W_Services_Contact.1603,2019-11-16 09:32:07,2020-01-15 09:32:07,2019-12-16,Email,Tier 1,Home Audio,High,Violation,General Question,Free,83.18274112,Warning,false,60,Central CSR,351,false,false,true,Open - Violation,20200113100000003249
W_Case.2281,W_Services_User.5,W_Account.1604,W_Services_Contact.1604,2020-01-04 12:42:26,2020-01-04 12:42:26,2020-01-04,Email,Tier 1,Tablets,High,Violation,Unknown Failure,Free,81.817258883,Closed,true,0,West CSR,362,false,false,true,Closed - Violation,20200113100000003249
W_Case.2282,W_Services_User.9,W_Account.1605,W_Services_Contact.1605,2019-12-01 13:32:07,2019-12-01 13:32:07,2019-12-01,Email,Tier 2,Tablets,Medium,Violation,General Question,Free,82.03807106400001,Closed,true,0,Central CSR,396,false,false,false,Closed - Violation,20200113100000003249
W_Case.2283,W_Services_User.4,W_Account.1607,W_Services_Contact.1607,2019-11-29 16:01:34,2020-01-28 16:01:34,2019-12-06,Email,Tier 3,TVs,Low,Violation,Hardware Question,Free,78.28172589100001,Working,false,60,West CSR,338,false,false,false,Open - Violation,20200113100000003249
W_Case.2285,W_Services_User.15,W_Account.1609,W_Services_Contact.1609,2019-11-17 10:23:39,2019-11-17 10:23:39,2019-11-17,Email,Tier 1,Cables,High,Compliant,Hardware Question,Silver,79.76649746000001,Closed,true,0,East CSR,410,false,true,true,Closed - Compliant,20200113100000003249
W_Case.2286,W_Services_User.3,W_Account.1609,W_Services_Contact.1609,2019-12-29 11:43:58,2019-12-29 11:43:58,2019-12-29,Email,Tier 1,Cables,High,Compliant,Late Delivery,Silver,76.351269039,Closed,true,0,West CSR,368,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2287,W_Services_User.5,W_Account.1610,W_Services_Contact.1610,2019-12-14 12:02:28,2019-12-14 12:02:28,2019-12-14,Email,Tier 3,Cables,Low,Violation,Hardware Question,Silver,78.213197973,Closed,true,0,West CSR,383,true,false,false,Closed - Violation,20200113100000003249
W_Case.2288,W_Services_User.3,W_Account.1612,W_Services_Contact.1612,2019-11-30 10:03:23,2020-01-29 10:03:23,2019-12-03,Email,Tier 1,Computers,High,Violation,Late Delivery,Free,84.560913709,Working,false,60,West CSR,337,false,true,true,Open - Violation,20200113100000003249
W_Case.2291,W_Services_User.9,W_Account.1613,W_Services_Contact.1613,2019-11-22 16:26:44,2019-11-22 16:26:44,2019-11-22,Email,Tier 3,Computers,Low,Compliant,Hardware Question,Free,88.890862947,Closed,true,0,Central CSR,405,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2292,W_Services_User.12,W_Account.1613,W_Services_Contact.1613,2019-11-28 15:12:48,2019-11-28 15:12:48,2019-11-28,Email,Tier 1,DVD Players,High,Compliant,Hardware Question,Silver,76.329949237,Closed,true,0,East CSR,399,false,false,true,Closed - Compliant,20200113100000003249
W_Case.2293,W_Services_User.12,W_Account.1614,W_Services_Contact.1614,2019-12-02 09:13:23,2019-12-02 09:13:23,2019-12-02,Email,Tier 2,DVD Players,Medium,Compliant,Item Damaged,Silver,78.060913705,Closed,true,0,East CSR,395,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2294,W_Services_User.3,W_Account.1614,W_Services_Contact.1614,2019-11-29 14:40:16,2019-11-29 14:40:16,2019-11-29,Email,Tier 3,DVD Players,Low,Compliant,Late Delivery,Silver,76.29441624500001,Closed,true,0,West CSR,398,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2295,W_Services_User.1,W_Account.1617,W_Services_Contact.1617,2020-01-03 13:36:32,2020-01-03 13:36:32,2020-01-03,Email,Tier 3,Home Audio,Low,Compliant,Hardware Question,Silver,84.223350251,Closed,true,0,West CSR,363,false,false,false,Closed - Compliant,20200113100000003249
W_Case.2296,W_Services_User.7,W_Account.1617,W_Services_Contact.1617,2019-11-26 13:24:14,2019-11-26 13:24:14,2019-11-26,Email,Tier 1,Tablets,High,Violation,Item Damaged,Silver,83.66497462,Closed,true,0,Central CSR,401,false,false,true,Closed - Violation,20200113100000003249
