"SBQQ__Contract__c.BillingCountry","SBQQ__SubscriptionStartDate__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Name","SBQQ__BillingType__c","DaysToExpirationBucket","SBQQ__Contract__c.AccountId.Name","SBQQ__Contract__c.SBQQ__AmendmentRenewalBehavior__c","SBQQ__ProductName__c","SBQQ__CreditProductId__c","Quote.SBQQ__Renewal__c","SBQQ__SubscriptionEndDate__c","IsDeleted","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.IsWon","SBQQ__ChargeType__c","SBQQ__ComponentSubscriptionScope__c","SBQQ__Contract__c.CustomerSignedDate","Id","Quote.SBQQ__RenewedSubscription__c","SBQQ__DimensionType__c","SBQQ__Contract__c.SBQQ__RenewalForecast__c","SBQQ__RenewedDate__c","SBQQ__Contract__c","SBQQ__TerminatedDate__c","SBQQ__Contract__c.BillingState","SBQQ__DynamicOptionId__c","RenewalQuote.SBQQ__Quote__c","SBQQ__EndDate__c","SBQQ__Contract__c.AccountId","SBQQ__Contract__c.SBQQ__AmendmentStartDate__c","SBQQ__Contract__c.SBQQ__RenewalQuoted__c","SBQQ__SegmentKey__c","SBQQ__Bundled__c","SBQQ__OptionType__c","Quote.Id","SBQQ__Contract__c.ActivatedDate","Quote.Name","SBQQ__Contract__c.BillingCity","SBQQ__Contract__c.SBQQ__AmendmentOpportunityStage__c","HasRenewal","Name","RenewalQuote.SBQQ__RenewedSubscription__c","SBQQ__Contract__c.StartDate","SBQQ__Contract__c.CustomerSignedTitle","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Id","SBQQ__Contract__c.StatusCode","SBQQ__Contract__c.CreatedDate","RenewalQuote.SBQQ__Renewal__c","SBQQ__Contract__c.CompanySignedDate","RenewalQuote.Name","SBQQ__StartDate__c","RenewalStatus","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.IsClosed","SBQQ__QuoteLine__c","SBQQ__Contract__c.SBQQ__AmendmentOpportunityRecordTypeId__c","SBQQ__Contract__c.ContractNumber","Active","RenwalWarning","SBQQ__ContractNumber__c","CreatedDate","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.StageName","SBQQ__Contract__c.SBQQ__SubscriptionQuantitiesCombined__c","RenewalQuote.Id","SBQQ__ComponentDiscountedByPackage__c","IsRenewal","SBQQ__SegmentEndDate__c","SBQQ__Contract__c.EndDate","SBQQ__Contract__c.Status","SBQQ__BillingFrequency__c","Quote.SBQQ__Quote__c","SBQQ__Bundle__c","SBQQ__PricingMethod__c","SBQQ__SegmentLabel__c","SBQQ__SegmentStartDate__c","SBQQ__DiscountScheduleType__c","SBQQ__RenewalQuantity__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Amount","SBQQ__RenewalPrice__c","SBQQ__Discount__c","SBQQ__ListPrice__c","SBQQ__SegmentIndex__c","SBQQ__Contract__c.SBQQ__ActiveContract__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Probability","SBQQ__OptionLevel__c","SBQQ__NetPrice__c","SBQQ__RegularPrice__c","ARR","SBQQ__Quantity__c","DaysToExpiration","MRR","SBQQ__Contract__c.SBQQ__RenewalUpliftRate__c","SBQQ__OptionDiscount__c","SBQQ__Number__c","SBQQ__SegmentUplift__c","SBQQ__SegmentUpliftAmount__c","SBQQ__UnitCost__c","SBQQ__BundledQuantity__c","SBQQ__ProrateMultiplier__c","SBQQ__CustomerPrice__c","SBQQ__MarkupRate__c","SBQQ__DistributorDiscount__c","SBQQ__SegmentQuantity__c","SBQQ__OptionDiscountAmount__c","SBQQ__MarkupAmount__c","SBQQ__PartnerDiscount__c","SBQQ__AdditionalDiscountAmount__c","SBQQ__RenewalUpliftRate__c","SBQQ__Contract__c.SBQQ__RenewalTerm__c","SBQQ__OriginalUnitCost__c","SBQQ__SpecialPrice__c","SBQQ__Contract__c.ContractTerm"
,,"Vision Solutions: eFact Bronze",,"More than 365 Days","Vision Solutions","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXUPIA4",,,"false",,"800B0000000PbMXIA0",,,,,"2023-02-10","001B000001KM6fVIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000272",,"2019-02-11",,"006B0000005coBOIAY","Activated","2020-08-05T21:48:23.000Z",,,,"2019-02-11","Closed Won","true",,,"00000416","true","false","00000416","2020-08-07T18:32:59.000Z","006B0000005coBOIAY","Closed Won","false",,"false","false",,"2023-02-10","Activated",,,"false","List",,,,,100,,,,,1,100,,,,25,1,916,2.08,,,,,,,,,100,,,,,,,,,,,,48
,,"Vision Solutions: eFact Bronze",,"Less than 30 Days","Vision Solutions","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXUOIA4",,,"false",,"800B0000000PbMWIA0",,,,,"2020-06-28","001B000001KM6fVIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000271",,"2019-06-29",,"006B0000005coBNIAY","Activated","2020-08-05T21:48:23.000Z",,,,"2019-06-29","Closed Won","true",,,"00000415","false","false","00000415","2020-08-07T18:32:59.000Z","006B0000005coBNIAY","Closed Won","false",,"false","false",,"2020-06-28","Activated",,,"false","List",,,,,100,,,,,0,100,,,,100,1,-40,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"Vetcentric Inc: eFact Silver",,"Less than 30 Days","Vetcentric, Inc","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXUNIA4",,,"false",,"800B0000000PbMVIA0",,,,,"2020-06-17","001B000001KM6f4IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000270",,"2019-06-18",,"006B0000005coBMIAY","Activated","2020-08-05T21:48:23.000Z",,,,"2019-06-18","Closed Won","true",,,"00000414","false","false","00000414","2020-08-07T18:32:59.000Z","006B0000005coBMIAY","Closed Won","false",,"false","false",,"2020-06-17","Activated",,,"false","List",,,,,250,,,,,0,100,,,,250,1,-51,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"Vetcentric Inc: eFact Bronze",,"Less than 180 Days","Vetcentric, Inc","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXUMIA4",,,"false",,"800B0000000PbMUIA0",,,,,"2020-12-24","001B000001KM6f4IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000269",,"2018-12-25",,"006B0000005coBLIAY","Activated","2020-08-05T21:48:23.000Z",,,,"2018-12-25","Closed Won","true",,,"00000413","true","false","00000413","2020-08-07T18:32:59.000Z","006B0000005coBLIAY","Closed Won","false",,"false","false",,"2020-12-24","Activated",,,"false","List",,,,,100,,,,,1,100,,,,50,1,138,4.17,,,,,,,,,100,,,,,,,,,,,,24
,,"Vertrax: eFact Gold",,"Less than 365 Days","Vertrax","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXULIA4",,,"false",,"800B0000000PbMTIA0",,,,,"2021-03-21","001B000001KM6edIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000268",,"2019-03-22",,"006B0000005coBKIAY","Activated","2020-08-05T21:48:23.000Z",,,,"2019-03-22","Closed Won","true",,,"00000412","true","false","00000412","2020-08-07T18:32:59.000Z","006B0000005coBKIAY","Closed Won","false",,"false","false",,"2021-03-21","Activated",,,"false","List",,,,,500,,,,,1,100,,,,250,1,225,20.83,,,,,,,,,500,,,,,,,,,,,,24
,,"Vertrax: eFact Bronze",,"Less than 30 Days","Vertrax","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXUKIA4",,,"false",,"800B0000000PbMSIA0",,,,,"2019-01-21","001B000001KM6edIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000267",,"2018-10-22",,"006B0000005coBJIAY","Activated","2020-08-05T21:48:23.000Z",,,,"2018-10-22","Closed Won","true",,,"00000411","false","false","00000411","2020-08-07T18:32:59.000Z","006B0000005coBJIAY","Closed Won","false",,"false","false",,"2019-01-21","Activated",,,"false","List",,,,,100,,,,,0,100,,,,400,1,-564,33.33,,,,,,,,,100,,,,,,,,,,,,3
,,"Internet Exposure: eFact Bronze",,"Less than 30 Days","Internet Exposure","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXSCIA4",,,"false",,"800B0000000PbKJIA0",,,,,"2019-12-13","001B000001KM6fCIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000135",,"2019-06-14",,"006B0000005co92IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-06-14","Closed Won","true",,,"00000278","false","false","00000278","2020-08-07T18:32:53.000Z","006B0000005co92IAA","Closed Won","false",,"false","false",,"2019-12-13","Activated",,,"false","List",,,,,100,,,,,0,100,,,,200,1,-238,16.67,,,,,,,,,100,,,,,,,,,,,,6
,,"Laser Logic Incorporated: eFact Gold",,"Less than 30 Days","Laser Logic Incorporated","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXSBIA4",,,"false",,"800B0000000PbKIIA0",,,,,"2019-07-19","001B000001KM6f5IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000134",,"2019-01-20",,"006B0000005co9HIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-20","Closed Won","true",,,"00000277","false","false","00000277","2020-08-07T18:32:53.000Z","006B0000005co9HIAQ","Closed Won","false",,"false","false",,"2019-07-19","Activated",,,"false","List",,,,,500,,,,,0,100,,,,1000,1,-385,83.33,,,,,,,,,500,,,,,,,,,,,,6
,,"intellicap: eFact Silver",,"More than 365 Days","intellicap","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXSAIA4",,,"false",,"800B0000000PbKHIA0",,,,,"2023-08-10","001B000001KM6fZIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000133",,"2019-08-11",,"006B0000005co91IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-08-11","Closed Won","true",,,"00000276","true","false","00000276","2020-08-07T18:32:53.000Z","006B0000005co91IAA","Closed Won","false",,"false","false",,"2023-08-10","Activated",,,"false","List",,,,,250,,,,,1,100,,,,62.5,1,1097,5.21,,,,,,,,,250,,,,,,,,,,,,48
,,"intellicap: eFact Silver",,"Less than 30 Days","intellicap","Latest End Date","eFact Gold",,"true",,"false","true",,,,"a2lB0000000UXS9IAO","a2lB0000000UXS9IAO",,"false",,"800B0000000PbKGIA0",,,,"a2dB0000000b5WrIAI","2020-07-16","001B000001KM6fZIAT",,"false",,"false",,"a2ZB0000000TrHLMA0","2020-08-05T21:48:42.000Z","QL-0004247",,,"false","SUB-0000132","a2lB0000000UXS9IAO","2019-07-17",,"006B0000005co90IAA","Activated","2020-08-05T21:48:21.000Z","true",,"QL-0004247","2019-07-17","Closed Won","true","a2ZB0000000TrHLMA0",,"00000275","false","false","00000275","2020-08-07T18:32:53.000Z","006B0000005co90IAA","Closed Won","false","a2ZB0000000TrHLMA0","false","true",,"2020-07-16","Activated",,"a2dB0000000b5WrIAI","false","List",,,,1,250,250,,,,0,100,,,,250,1,-22,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"Integrated Device Technology: eFact Platinum",,"Less than 30 Days","Integrated Device Technology","Latest End Date","eFact Platinum",,,,"false","true",,,,"a2lB0000000UXS8IAO",,,"false",,"800B0000000PbKFIA0",,,,,"2019-11-15","001B000001KM6f0IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000131",,"2019-05-16",,"006B0000005co8zIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-05-16","Closed Won","true",,,"00000274","false","false","00000274","2020-08-07T18:32:53.000Z","006B0000005co8zIAA","Closed Won","false",,"false","false",,"2019-11-15","Activated",,,"false","List",,,,,1000,,,,,0,100,,,,2000,1,-266,166.67,,,,,,,,,1000,,,,,,,,,,,,6
,,"Institute For Bus Performance: eFact Gold",,"Less than 90 Days","Institute For Bus Performance","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXS7IAO",,,"false",,"800B0000000PbKEIA0",,,,,"2020-10-27","001B000001KM6chIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000130",,"2018-10-28",,"006B0000005co8yIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-10-28","Closed Won","true",,,"00000273","true","false","00000273","2020-08-07T18:32:53.000Z","006B0000005co8yIAA","Closed Won","false",,"false","false",,"2020-10-27","Activated",,,"false","List",,,,,500,,,,,1,100,,,,250,1,80,20.83,,,,,,,,,500,,,,,,,,,,,,24
,,"Entrinsik: eFact Gold",,"Less than 30 Days","Entrinsik","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXThIAO",,,"false",,"800B0000000PbLpIAK",,,,,"2019-09-15","001B000001KM6fGIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000228",,"2019-06-16",,"006B0000005co84IAA","Activated","2020-08-05T21:48:23.000Z",,,,"2019-06-16","Closed Won","true",,,"00000372","false","false","00000372","2020-08-07T18:32:59.000Z","006B0000005co84IAA","Closed Won","false",,"false","false",,"2019-09-15","Activated",,,"false","List",,,,,500,,,,,0,100,,,,2000,1,-327,166.67,,,,,,,,,500,,,,,,,,,,,,3
,,"Encorp Inc: eFact Bronze",,"Less than 30 Days","Encorp Inc","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXTgIAO",,,"false",,"800B0000000PbLoIAK",,,,,"2019-11-18","001B000001KM6eKIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000227",,"2018-11-19",,"006B0000005co83IAA","Activated","2020-08-05T21:48:23.000Z",,,,"2018-11-19","Closed Won","true",,,"00000371","false","false","00000371","2020-08-07T18:32:59.000Z","006B0000005co83IAA","Closed Won","false",,"false","false",,"2019-11-18","Activated",,,"false","List",,,,,100,,,,,0,100,,,,100,1,-263,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"Eagle Investment Systems Corporation: eFact Platinum",,"Less than 180 Days","Eagle Investment Systems Corporation","Latest End Date","eFact Platinum",,,,"false","true",,,,"a2lB0000000UXTfIAO",,,"false",,"800B0000000PbLnIAK",,,,,"2021-01-02","001B000001KM6f1IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000226",,"2019-01-03",,"006B0000005co82IAA","Activated","2020-08-05T21:48:23.000Z",,,,"2019-01-03","Closed Won","true",,,"00000370","true","false","00000370","2020-08-07T18:32:59.000Z","006B0000005co82IAA","Closed Won","false",,"false","false",,"2021-01-02","Activated",,,"false","List",,,,,1000,,,,,1,100,,,,500,1,147,41.67,,,,,,,,,1000,,,,,,,,,,,,24
,,"donco: eFact Platinum",,"More than 365 Days","donco","Latest End Date","eFact Platinum",,"true",,"false","false",,,,"a2lB0000000UXTeIAO","a2lB0000000UXTeIAO",,"false",,"800B0000000PbLmIAK",,,,"a2dB0000000b5WjIAI","2022-07-31","001B000001KM6eIIAT",,"false",,"false",,"a2ZB0000000TrHHMA0","2020-08-05T21:48:42.000Z","QL-0004243",,,"false","SUB-0000225","a2lB0000000UXTeIAO","2019-08-01",,"006B0000005co81IAA","Activated","2020-08-05T21:48:23.000Z","true",,"QL-0004243","2019-08-01","Is Quoted","false","a2ZB0000000TrHHMA0",,"00000369","true","false","00000369","2020-08-07T18:32:59.000Z","006B0000005co81IAA","Negotiation","false","a2ZB0000000TrHHMA0","false","true",,"2022-07-31","Activated",,"a2dB0000000b5WjIAI","false","List",,,,1,1000,1000,,,,1,90,,,,333.33,1,722,27.78,,,,,,,,,1000,,,,,,,,,,,,36
,,"Institute For Bus Performance: eFact Gold",,"Less than 30 Days","Institute For Bus Performance","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXS6IAO",,,"false",,"800B0000000PbKDIA0",,,,,"2020-07-31","001B000001KM6chIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000129",,"2019-08-01",,"006B0000005co8xIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-08-01","Closed Won","true",,,"00000272","false","false","00000272","2020-08-07T18:32:53.000Z","006B0000005co8xIAA","Closed Won","false",,"false","false",,"2020-07-31","Activated",,,"false","List",,,,,500,,,,,0,100,,,,500,1,-7,41.67,,,,,,,,,500,,,,,,,,,,,,12
,,"Innovative Software Ltd: eFact Silver",,"More than 365 Days","Innovative Software Ltd","Latest End Date","eFact Gold",,,,"false","false",,,,"a2lB0000000UXS5IAO",,,"false",,"800B0000000PbKCIA0",,,,,"2023-02-24","001B000001KM6clIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000128",,"2019-02-25",,"006B0000005co8wIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-02-25","Proposal/Quote","false",,,"00000271","true","false","00000271","2020-08-07T18:32:53.000Z","006B0000005co8wIAA","Proposal/Quote","false",,"false","false",,"2023-02-24","Activated",,,"false","List",,,,,250,,,,,1,75,,,,62.5,1,930,5.21,,,,,,,,,250,,,,,,,,,,,,48
,,"Ingram Book Group: eFact Bronze",,"Less than 30 Days","Ingram Book Group","Latest End Date","eFact Bronze",,,,"false","false",,,,"a2lB0000000UXS4IAO",,,"false",,"800B0000000PbKBIA0",,,,,"2020-07-27","001B000001KM6ezIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000127",,"2019-07-28",,"006B0000005co8vIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-07-28","Proposal/Quote","false",,,"00000270","false","false","00000270","2020-08-07T18:32:53.000Z","006B0000005co8vIAA","Proposal/Quote","false",,"false","false",,"2020-07-27","Activated",,,"false","List",,,,,100,,,,,0,75,,,,100,1,-11,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"I Dolls Corp: eFact Platinum",,"Less than 30 Days","I Dolls Corp","Latest End Date","eFact Platinum",,,,"false","true",,,,"a2lB0000000UXS3IAO",,,"false",,"800B0000000PbKAIA0",,,,,"2019-11-14","001B000001KM6fDIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000126",,"2018-11-15",,"006B0000005co8uIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-11-15","Closed Won","true",,,"00000269","false","false","00000269","2020-08-07T18:32:53.000Z","006B0000005co8uIAA","Closed Won","false",,"false","false",,"2019-11-14","Activated",,,"false","List",,,,,1000,,,,,0,100,,,,1000,1,-267,83.33,,,,,,,,,1000,,,,,,,,,,,,12
,,"ID Incorporated: eFact Silver",,"Less than 30 Days","ID Incorporated","Latest End Date","eFact Gold",,,,"false","false",,,,"a2lB0000000UXS2IAO",,,"false",,"800B0000000PbK9IAK",,,,,"2019-09-02","001B000001KM6d7IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000125",,"2019-03-03",,"006B0000005co8tIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-03","Quaification","false",,,"00000268","false","false","00000268","2020-08-07T18:32:53.000Z","006B0000005co8tIAA","Quaification","false",,"false","false",,"2019-09-02","Activated",,,"false","List",,,,,250,,,,,0,0,,,,500,1,-340,41.67,,,,,,,,,250,,,,,,,,,,,,6
,,"ID Incorporated: eFact Gold",,"Less than 365 Days","ID Incorporated","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXS1IAO",,,"false",,"800B0000000PbK8IAK",,,,,"2021-05-06","001B000001KM6d7IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000124",,"2019-05-07",,"006B0000005co8sIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-05-07","Closed Won","true",,,"00000267","true","false","00000267","2020-08-07T18:32:53.000Z","006B0000005co8sIAA","Closed Won","false",,"false","false",,"2021-05-06","Activated",,,"false","List",,,,,500,,,,,1,100,,,,250,1,271,20.83,,,,,,,,,500,,,,,,,,,,,,24
,,"IDG.net: eFact Silver",,"Less than 30 Days","IDG.net","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXS0IAO",,,"false",,"800B0000000PbK7IAK",,,,,"2019-06-01","001B000001KM6erIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000123",,"2018-12-02",,"006B0000005co8rIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-12-02","Closed Won","true",,,"00000266","false","false","00000266","2020-08-07T18:32:53.000Z","006B0000005co8rIAA","Closed Won","false",,"false","false",,"2019-06-01","Activated",,,"false","List",,,,,250,,,,,0,100,,,,500,1,-433,41.67,,,,,,,,,250,,,,,,,,,,,,6
,,"Honor Schools: eFact Silver",,"Less than 30 Days","Honor Schools","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXRzIAO",,,"false",,"800B0000000PbK6IAK",,,,,"2019-05-18","001B000001KM6fAIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000122",,"2019-02-19",,"006B0000005co8qIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-02-19","Closed Won","true",,,"00000265","false","false","00000265","2020-08-07T18:32:53.000Z","006B0000005co8qIAA","Closed Won","false",,"false","false",,"2019-05-18","Activated",,,"false","List",,,,,250,,,,,0,100,,,,1000,1,-447,83.33,,,,,,,,,250,,,,,,,,,,,,3
,,"Hilton Reservation & Contact Center: eFact Platinum",,"Less than 30 Days","Hilton Reservation & Contact Center","Latest End Date","eFact Platinum",,,,"false","true",,,,"a2lB0000000UXRyIAO",,,"false",,"800B0000000PbK5IAK",,,,,"2019-07-28","001B000001KM6fSIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000121",,"2019-06-29",,"006B0000005co8pIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-06-29","Closed Won","true",,,"00000264","false","false","00000264","2020-08-07T18:32:53.000Z","006B0000005co8pIAA","Closed Won","false",,"false","false",,"2019-07-28","Activated",,,"false","List",,,,,1000,,,,,0,100,,,,12000,1,-376,1000,,,,,,,,,1000,,,,,,,,,,,,1
,,,,"Less than 180 Days","Hilton Reservation & Contact Center","Latest End Date","eFact Bronze",,"true",,"false",,,,,"a2lB0000000UXRxIAO","a2lB0000000UXRxIAO",,"false",,"800B0000000PbK4IAK",,,,"a2dB0000000b5XxIAI","2020-11-21","001B000001KM6fSIAT",,"false",,"false",,"a2ZB0000000TrF9MAK","2020-08-05T21:48:42.000Z","QL-0004111",,,"false","SUB-0000120","a2lB0000000UXRxIAO","2018-11-22",,,"Activated","2020-08-05T21:48:21.000Z","true",,"QL-0004111","2018-11-22","No Renewal Opportunity Created",,"a2ZB0000000TrF9MAK",,"00000263","true","false","00000263","2020-08-07T18:32:53.000Z",,,"false","a2ZB0000000TrF9MAK","false","true",,"2020-11-21","Activated",,"a2dB0000000b5XxIAI","false","List",,,,1,,100,,,,1,,,,,50,1,105,4.17,,,,,,,,,100,,,,,,,,,,,,24
,,"Hawkeye: eFact Bronze",,"Less than 30 Days","Hawkeye","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXRwIAO",,,"false",,"800B0000000PbK3IAK",,,,,"2020-01-11","001B000001KM6eHIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000119",,"2019-07-12",,"006B0000005co8nIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-07-12","Closed Won","true",,,"00000262","false","false","00000262","2020-08-07T18:32:53.000Z","006B0000005co8nIAA","Closed Won","false",,"false","false",,"2020-01-11","Activated",,,"false","List",,,,,100,,,,,0,100,,,,200,1,-209,16.67,,,,,,,,,100,,,,,,,,,,,,6
,,"Harbor America: eFact Silver",,"Less than 180 Days","Harbor America","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXRvIAO",,,"false",,"800B0000000PbK2IAK",,,,,"2021-01-28","001B000001KM6epIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000118",,"2019-01-29",,"006B0000005co8mIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-29","Closed Won","true",,,"00000261","true","false","00000261","2020-08-07T18:32:53.000Z","006B0000005co8mIAA","Closed Won","false",,"false","false",,"2021-01-28","Activated",,,"false","List",,,,,250,,,,,1,100,,,,125,1,173,10.42,,,,,,,,,250,,,,,,,,,,,,24
,,"Harbor America: eFact Gold",,"Less than 30 Days","Harbor America","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXRuIAO",,,"false",,"800B0000000PbK1IAK",,,,,"2019-07-22","001B000001KM6epIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000117",,"2019-04-23",,"006B0000005co8lIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-04-23","Closed Won","true",,,"00000260","false","false","00000260","2020-08-07T18:32:53.000Z","006B0000005co8lIAA","Closed Won","false",,"false","false",,"2019-07-22","Activated",,,"false","List",,,,,500,,,,,0,100,,,,2000,1,-382,166.67,,,,,,,,,500,,,,,,,,,,,,3
,,"Hanebutt Consulting Group: eFact Silver",,"Less than 30 Days","Hanebutt Consulting Group","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXRtIAO",,,"false",,"800B0000000PbK0IAK",,,,,"2020-03-30","001B000001KM6dxIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000116",,"2019-03-31",,"006B0000005co8kIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-31","Closed Won","true",,,"00000259","false","false","00000259","2020-08-07T18:32:53.000Z","006B0000005co8kIAA","Closed Won","false",,"false","false",,"2020-03-30","Activated",,,"false","List",,,,,250,,,,,0,100,,,,250,1,-130,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"Hanebutt Consulting Group: eFact Silver",,"Less than 30 Days","Hanebutt Consulting Group","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXRsIAO",,,"false",,"800B0000000PbJzIAK",,,,,"2019-11-27","001B000001KM6dxIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000115",,"2019-05-28",,"006B0000005co8jIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-05-28","Closed Won","true",,,"00000258","false","false","00000258","2020-08-07T18:32:53.000Z","006B0000005co8jIAA","Closed Won","false",,"false","false",,"2019-11-27","Activated",,,"false","List",,,,,250,,,,,0,100,,,,500,1,-254,41.67,,,,,,,,,250,,,,,,,,,,,,6
,,"H2O Technologies: eFact Silver",,"Less than 30 Days","H2O Technologies","Latest End Date","eFact Gold",,"true",,"false","true",,,,"a2lB0000000UXRrIAO","a2lB0000000UXRrIAO",,"false",,"800B0000000PbJyIAK",,,,"a2dB0000000b5Z8IAI","2020-03-26","001B000001KM6f8IAD",,"false",,"false",,"a2ZB0000000TrIOMA0","2020-08-05T21:48:42.000Z","QL-0004312",,,"false","SUB-0000114","a2lB0000000UXRrIAO","2019-03-27",,"006B0000005co8iIAA","Activated","2020-08-05T21:48:21.000Z","true",,"QL-0004312","2019-03-27","Closed Won","true","a2ZB0000000TrIOMA0",,"00000257","false","false","00000257","2020-08-07T18:32:53.000Z","006B0000005co8iIAA","Closed Won","false","a2ZB0000000TrIOMA0","false","true",,"2020-03-26","Activated",,"a2dB0000000b5Z8IAI","false","List",,,,1,250,250,,,,0,100,,,,250,1,-134,20.83,,,,,,,,,250,,,,,,,,,,,,12
