"Promotion.ProductCategory_Name","PromotionId","ProductCategoryId","Promotion.ProductId","Product_Name","ProductId","Id","Promotion.ProductCategoryId","ProductCategory_Name","Name"
,"0c8B0000000L08AIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L09HMAS","0ZGB0000000L0ZrOAK","Product Category 9","00000067"
,"0c8B0000000L08AIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L09IMAS","0ZGB0000000L0ZjOAK","Product Category 1","00000068"
,"0c8B0000000L08AIAS",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L09JMAS","0ZGB0000000L0ZlOAK","Product Category 3","00000069"
,"0c8B0000000L08AIAS",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L09KMAS","0ZGB0000000L0ZqOAK","Product Category 8","00000070"
,"0c8B0000000L08AIAS",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L09LMAS","0ZGB0000000L0ZnOAK","Product Category 5","00000071"
,"0c8B0000000L08aIAC",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L09NMAS","0ZGB0000000L0ZkOAK","Product Category 2","00000073"
,"0c8B0000000L08aIAC",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L09OMAS","0ZGB0000000L0ZsOAK","Product Category 10","00000074"
,"0c8B0000000L08aIAC",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L09PMAS","0ZGB0000000L0ZkOAK","Product Category 2","00000075"
,"0c8B0000000L08aIAC",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L09QMAS","0ZGB0000000L0ZoOAK","Product Category 6","00000076"
,"0c8B0000000L08aIAC",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L09RMAS","0ZGB0000000L0ZjOAK","Product Category 1","00000077"
,"0c8B0000000L08aIAC",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L09SMAS","0ZGB0000000L0ZnOAK","Product Category 5","00000078"
,"0c8B0000000L087IAC",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L09TMAS","0ZGB0000000L0ZmOAK","Product Category 4","00000079"
,"0c8B0000000L087IAC",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L09UMAS","0ZGB0000000L0ZlOAK","Product Category 3","00000080"
,"0c8B0000000L087IAC",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L09VMAS","0ZGB0000000L0ZrOAK","Product Category 9","00000081"
,"0c8B0000000L087IAC",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L09WMAS","0ZGB0000000L0ZpOAK","Product Category 7","00000082"
,"0c8B0000000L087IAC",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L09XMAS","0ZGB0000000L0ZsOAK","Product Category 10","00000083"
,"0c8B0000000L087IAC",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L09YMAS","0ZGB0000000L0ZqOAK","Product Category 8","00000084"
,"0c8B0000000L08YIAS",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L09ZMAS","0ZGB0000000L0ZpOAK","Product Category 7","00000085"
,"0c8B0000000L08YIAS",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L09aMAC","0ZGB0000000L0ZoOAK","Product Category 6","00000086"
,"0c8B0000000L08YIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L09bMAC","0ZGB0000000L0ZrOAK","Product Category 9","00000087"
,"0c8B0000000L08YIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L09cMAC","0ZGB0000000L0ZjOAK","Product Category 1","00000088"
,"0c8B0000000L08YIAS",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L09dMAC","0ZGB0000000L0ZlOAK","Product Category 3","00000089"
,"0c8B0000000L08YIAS",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L09eMAC","0ZGB0000000L0ZqOAK","Product Category 8","00000090"
,"0c8B0000000L08DIAS",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L09fMAC","0ZGB0000000L0ZnOAK","Product Category 5","00000091"
,"0c8B0000000L08DIAS",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L09hMAC","0ZGB0000000L0ZkOAK","Product Category 2","00000093"
,"0c8B0000000L08DIAS",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L09iMAC","0ZGB0000000L0ZsOAK","Product Category 10","00000094"
,"0c8B0000000L08DIAS",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L09jMAC","0ZGB0000000L0ZkOAK","Product Category 2","00000095"
,"0c8B0000000L08DIAS",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L09kMAC","0ZGB0000000L0ZoOAK","Product Category 6","00000096"
,"0c8B0000000L08qIAC",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L09lMAC","0ZGB0000000L0ZjOAK","Product Category 1","00000097"
,"0c8B0000000L08qIAC",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L09mMAC","0ZGB0000000L0ZnOAK","Product Category 5","00000098"
,"0c8B0000000L08qIAC",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L09nMAC","0ZGB0000000L0ZmOAK","Product Category 4","00000099"
,"0c8B0000000L08qIAC",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L09oMAC","0ZGB0000000L0ZlOAK","Product Category 3","00000100"
,"0c8B0000000L08qIAC",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L09pMAC","0ZGB0000000L0ZrOAK","Product Category 9","00000101"
,"0c8B0000000L08qIAC",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L09qMAC","0ZGB0000000L0ZpOAK","Product Category 7","00000102"
,"0c8B0000000L08fIAC",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L09rMAC","0ZGB0000000L0ZsOAK","Product Category 10","00000103"
,"0c8B0000000L08fIAC",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L09sMAC","0ZGB0000000L0ZqOAK","Product Category 8","00000104"
,"0c8B0000000L08fIAC",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L09tMAC","0ZGB0000000L0ZpOAK","Product Category 7","00000105"
,"0c8B0000000L08fIAC",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L09uMAC","0ZGB0000000L0ZoOAK","Product Category 6","00000106"
,"0c8B0000000L08fIAC",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L09vMAC","0ZGB0000000L0ZrOAK","Product Category 9","00000107"
,"0c8B0000000L08fIAC",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L09wMAC","0ZGB0000000L0ZjOAK","Product Category 1","00000108"
,"0c8B0000000L08bIAC",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L09xMAC","0ZGB0000000L0ZlOAK","Product Category 3","00000109"
,"0c8B0000000L08bIAC",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L09yMAC","0ZGB0000000L0ZqOAK","Product Category 8","00000110"
,"0c8B0000000L08bIAC",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L09zMAC","0ZGB0000000L0ZnOAK","Product Category 5","00000111"
,"0c8B0000000L08bIAC",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0A1MAK","0ZGB0000000L0ZkOAK","Product Category 2","00000113"
,"0c8B0000000L08bIAC",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0A2MAK","0ZGB0000000L0ZsOAK","Product Category 10","00000114"
,"0c8B0000000L08SIAS",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0A3MAK","0ZGB0000000L0ZkOAK","Product Category 2","00000115"
,"0c8B0000000L08SIAS",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0A4MAK","0ZGB0000000L0ZoOAK","Product Category 6","00000116"
,"0c8B0000000L08SIAS",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0A5MAK","0ZGB0000000L0ZjOAK","Product Category 1","00000117"
,"0c8B0000000L08SIAS",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0A6MAK","0ZGB0000000L0ZnOAK","Product Category 5","00000118"
,"0c8B0000000L08SIAS",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0A7MAK","0ZGB0000000L0ZmOAK","Product Category 4","00000119"
,"0c8B0000000L08SIAS",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0A8MAK","0ZGB0000000L0ZlOAK","Product Category 3","00000120"
,"0c8B0000000L08CIAS",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L0A9MAK","0ZGB0000000L0ZrOAK","Product Category 9","00000121"
,"0c8B0000000L08CIAS",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L0AAMA0","0ZGB0000000L0ZpOAK","Product Category 7","00000122"
,"0c8B0000000L08CIAS",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L0ABMA0","0ZGB0000000L0ZsOAK","Product Category 10","00000123"
,"0c8B0000000L08CIAS",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L0ACMA0","0ZGB0000000L0ZqOAK","Product Category 8","00000124"
,"0c8B0000000L08CIAS",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L0ADMA0","0ZGB0000000L0ZpOAK","Product Category 7","00000125"
,"0c8B0000000L08CIAS",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L0AEMA0","0ZGB0000000L0ZoOAK","Product Category 6","00000126"
,"0c8B0000000L08WIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L0AFMA0","0ZGB0000000L0ZrOAK","Product Category 9","00000127"
,"0c8B0000000L08WIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L0AGMA0","0ZGB0000000L0ZjOAK","Product Category 1","00000128"
,"0c8B0000000L08WIAS",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L0AHMA0","0ZGB0000000L0ZlOAK","Product Category 3","00000129"
,"0c8B0000000L08WIAS",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L0AIMA0","0ZGB0000000L0ZqOAK","Product Category 8","00000130"
,"0c8B0000000L08WIAS",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L0AJMA0","0ZGB0000000L0ZnOAK","Product Category 5","00000131"
,"0c8B0000000L08mIAC",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0ALMA0","0ZGB0000000L0ZkOAK","Product Category 2","00000133"
,"0c8B0000000L08mIAC",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0AMMA0","0ZGB0000000L0ZsOAK","Product Category 10","00000134"
,"0c8B0000000L08mIAC",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0ANMA0","0ZGB0000000L0ZkOAK","Product Category 2","00000135"
,"0c8B0000000L08mIAC",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0AOMA0","0ZGB0000000L0ZoOAK","Product Category 6","00000136"
,"0c8B0000000L08mIAC",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0APMA0","0ZGB0000000L0ZjOAK","Product Category 1","00000137"
,"0c8B0000000L08mIAC",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0AQMA0","0ZGB0000000L0ZnOAK","Product Category 5","00000138"
,"0c8B0000000L08dIAC",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0ARMA0","0ZGB0000000L0ZmOAK","Product Category 4","00000139"
,"0c8B0000000L08dIAC",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0ASMA0","0ZGB0000000L0ZlOAK","Product Category 3","00000140"
,"0c8B0000000L08dIAC",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L0ATMA0","0ZGB0000000L0ZrOAK","Product Category 9","00000141"
,"0c8B0000000L08dIAC",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L0AUMA0","0ZGB0000000L0ZpOAK","Product Category 7","00000142"
,"0c8B0000000L08dIAC",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L0AVMA0","0ZGB0000000L0ZsOAK","Product Category 10","00000143"
,"0c8B0000000L08dIAC",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L0AWMA0","0ZGB0000000L0ZqOAK","Product Category 8","00000144"
,"0c8B0000000L08cIAC",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L0AXMA0","0ZGB0000000L0ZpOAK","Product Category 7","00000145"
,"0c8B0000000L08cIAC",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L0AYMA0","0ZGB0000000L0ZoOAK","Product Category 6","00000146"
,"0c8B0000000L08cIAC",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L0AZMA0","0ZGB0000000L0ZrOAK","Product Category 9","00000147"
,"0c8B0000000L08cIAC",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L0AaMAK","0ZGB0000000L0ZjOAK","Product Category 1","00000148"
,"0c8B0000000L08cIAC",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L0AbMAK","0ZGB0000000L0ZlOAK","Product Category 3","00000149"
,"0c8B0000000L08cIAC",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L0AcMAK","0ZGB0000000L0ZqOAK","Product Category 8","00000150"
,"0c8B0000000L08JIAS",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L0AdMAK","0ZGB0000000L0ZnOAK","Product Category 5","00000151"
,"0c8B0000000L08JIAS",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0AfMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000153"
,"0c8B0000000L08JIAS",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0AgMAK","0ZGB0000000L0ZsOAK","Product Category 10","00000154"
,"0c8B0000000L08JIAS",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0AhMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000155"
,"0c8B0000000L08JIAS",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0AiMAK","0ZGB0000000L0ZoOAK","Product Category 6","00000156"
,"0c8B0000000L084IAC",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0AjMAK","0ZGB0000000L0ZjOAK","Product Category 1","00000157"
,"0c8B0000000L084IAC",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0AkMAK","0ZGB0000000L0ZnOAK","Product Category 5","00000158"
,"0c8B0000000L084IAC",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0AlMAK","0ZGB0000000L0ZmOAK","Product Category 4","00000159"
,"0c8B0000000L084IAC",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0AmMAK","0ZGB0000000L0ZlOAK","Product Category 3","00000160"
,"0c8B0000000L084IAC",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L0AnMAK","0ZGB0000000L0ZrOAK","Product Category 9","00000161"
,"0c8B0000000L084IAC",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L0AoMAK","0ZGB0000000L0ZpOAK","Product Category 7","00000162"
,"0c8B0000000L08TIAS",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L0ApMAK","0ZGB0000000L0ZsOAK","Product Category 10","00000163"
,"0c8B0000000L08TIAS",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L0AqMAK","0ZGB0000000L0ZqOAK","Product Category 8","00000164"
,"0c8B0000000L08TIAS",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L0ArMAK","0ZGB0000000L0ZpOAK","Product Category 7","00000165"
,"0c8B0000000L08TIAS",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L0AsMAK","0ZGB0000000L0ZoOAK","Product Category 6","00000166"
,"0c8B0000000L08TIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L0AtMAK","0ZGB0000000L0ZrOAK","Product Category 9","00000167"
,"0c8B0000000L08TIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L0AuMAK","0ZGB0000000L0ZjOAK","Product Category 1","00000168"
,"0c8B0000000L08jIAC",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L0AvMAK","0ZGB0000000L0ZlOAK","Product Category 3","00000169"
,"0c8B0000000L08jIAC",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L0AwMAK","0ZGB0000000L0ZqOAK","Product Category 8","00000170"
,"0c8B0000000L08jIAC",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L0AxMAK","0ZGB0000000L0ZnOAK","Product Category 5","00000171"
,"0c8B0000000L08jIAC",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0AzMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000173"
,"0c8B0000000L08jIAC",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0B0MAK","0ZGB0000000L0ZsOAK","Product Category 10","00000174"
,"0c8B0000000L08PIAS",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0B1MAK","0ZGB0000000L0ZkOAK","Product Category 2","00000175"
,"0c8B0000000L08PIAS",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0B2MAK","0ZGB0000000L0ZoOAK","Product Category 6","00000176"
,"0c8B0000000L08PIAS",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0B3MAK","0ZGB0000000L0ZjOAK","Product Category 1","00000177"
,"0c8B0000000L08PIAS",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0B4MAK","0ZGB0000000L0ZnOAK","Product Category 5","00000178"
,"0c8B0000000L08PIAS",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0B5MAK","0ZGB0000000L0ZmOAK","Product Category 4","00000179"
,"0c8B0000000L08PIAS",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0B6MAK","0ZGB0000000L0ZlOAK","Product Category 3","00000180"
,"0c8B0000000L08hIAC",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L0B7MAK","0ZGB0000000L0ZrOAK","Product Category 9","00000181"
,"0c8B0000000L08hIAC",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L0B8MAK","0ZGB0000000L0ZpOAK","Product Category 7","00000182"
,"0c8B0000000L08hIAC",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L0B9MAK","0ZGB0000000L0ZsOAK","Product Category 10","00000183"
,"0c8B0000000L08hIAC",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L0BAMA0","0ZGB0000000L0ZqOAK","Product Category 8","00000184"
,"0c8B0000000L08hIAC",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L0BBMA0","0ZGB0000000L0ZpOAK","Product Category 7","00000185"
,"0c8B0000000L08hIAC",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L0BCMA0","0ZGB0000000L0ZoOAK","Product Category 6","00000186"
,"0c8B0000000L08lIAC",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L0BDMA0","0ZGB0000000L0ZrOAK","Product Category 9","00000187"
,"0c8B0000000L08lIAC",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L0BEMA0","0ZGB0000000L0ZjOAK","Product Category 1","00000188"
,"0c8B0000000L08lIAC",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L0BFMA0","0ZGB0000000L0ZlOAK","Product Category 3","00000189"
,"0c8B0000000L08lIAC",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L0BGMA0","0ZGB0000000L0ZqOAK","Product Category 8","00000190"
,"0c8B0000000L08lIAC",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L0BHMA0","0ZGB0000000L0ZnOAK","Product Category 5","00000191"
,"0c8B0000000L085IAC",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0BJMA0","0ZGB0000000L0ZkOAK","Product Category 2","00000193"
,"0c8B0000000L085IAC",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0BKMA0","0ZGB0000000L0ZsOAK","Product Category 10","00000194"
,"0c8B0000000L085IAC",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0BLMA0","0ZGB0000000L0ZkOAK","Product Category 2","00000195"
,"0c8B0000000L085IAC",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0BMMA0","0ZGB0000000L0ZoOAK","Product Category 6","00000196"
,"0c8B0000000L085IAC",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0BNMA0","0ZGB0000000L0ZjOAK","Product Category 1","00000197"
,"0c8B0000000L085IAC",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0BOMA0","0ZGB0000000L0ZnOAK","Product Category 5","00000198"
,"0c8B0000000L08XIAS",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0BPMA0","0ZGB0000000L0ZmOAK","Product Category 4","00000199"
,"0c8B0000000L08XIAS",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0BQMA0","0ZGB0000000L0ZlOAK","Product Category 3","00000200"
,"0c8B0000000L08XIAS",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L0BRMA0","0ZGB0000000L0ZrOAK","Product Category 9","00000201"
,"0c8B0000000L08XIAS",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L0BSMA0","0ZGB0000000L0ZpOAK","Product Category 7","00000202"
,"0c8B0000000L08XIAS",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L0BTMA0","0ZGB0000000L0ZsOAK","Product Category 10","00000203"
,"0c8B0000000L08XIAS",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L0BUMA0","0ZGB0000000L0ZqOAK","Product Category 8","00000204"
,"0c8B0000000L08ZIAS",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L0BVMA0","0ZGB0000000L0ZpOAK","Product Category 7","00000205"
,"0c8B0000000L08ZIAS",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L0BWMA0","0ZGB0000000L0ZoOAK","Product Category 6","00000206"
,"0c8B0000000L08ZIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L0BXMA0","0ZGB0000000L0ZrOAK","Product Category 9","00000207"
,"0c8B0000000L08ZIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L0BYMA0","0ZGB0000000L0ZjOAK","Product Category 1","00000208"
,"0c8B0000000L08ZIAS",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L0BZMA0","0ZGB0000000L0ZlOAK","Product Category 3","00000209"
,"0c8B0000000L08ZIAS",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L0BaMAK","0ZGB0000000L0ZqOAK","Product Category 8","00000210"
,"0c8B0000000L08eIAC",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L0BbMAK","0ZGB0000000L0ZnOAK","Product Category 5","00000211"
,"0c8B0000000L08eIAC",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0BdMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000213"
,"0c8B0000000L08eIAC",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0BeMAK","0ZGB0000000L0ZsOAK","Product Category 10","00000214"
,"0c8B0000000L08eIAC",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0BfMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000215"
,"0c8B0000000L08eIAC",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0BgMAK","0ZGB0000000L0ZoOAK","Product Category 6","00000216"
,"0c8B0000000L08LIAS",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0BhMAK","0ZGB0000000L0ZjOAK","Product Category 1","00000217"
,"0c8B0000000L08LIAS",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0BiMAK","0ZGB0000000L0ZnOAK","Product Category 5","00000218"
,"0c8B0000000L08LIAS",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0BjMAK","0ZGB0000000L0ZmOAK","Product Category 4","00000219"
