Opportunity.Owner.UniqueUserName,Account.Owner.Role.RolePath,Account.Owner.UniqueUserName,Opportunity.IsWon,Quote.SBQQ__Status__c,Account.ShippingLongitude,Account.BillingLatitude,TimePerStatus,Quote.SBQQ__PartnerDiscount__c,Quote.SBQQ__RegularAmount__c,Account Name,Account.BillingCity,Account.BillingCountry,Account.BillingGeocodeAccuracy,Account.BillingLongitude,Account.BillingPostalCode,Account.BillingState,Account.BillingStreet,Account.Id,Account.Owner.Name,Account.Owner.Role.Name,Account.Owner.Role.ParentRoleId,Account.Owner.Role.Roles,Account.PhotoUrl,Account.SBQQ__AssetQuantitiesCombined__c,Account.SBQQ__ContractCoTermination__c,Account.SBQQ__CoTermedContractsCombined__c,Account.SBQQ__CoTerminationEvent__c,Account.SBQQ__IgnoreParentContractedPrices__c,Account.SBQQ__PreserveBundle__c,Account.SBQQ__PriceHoldEnd__c,Account.SBQQ__PriceHoldEnd__c (Day),Account.SBQQ__PriceHoldEnd__c (Epoch days),Account.SBQQ__PriceHoldEnd__c (Epoch seconds),Account.SBQQ__PriceHoldEnd__c (Hour),Account.SBQQ__PriceHoldEnd__c (Minute),Account.SBQQ__PriceHoldEnd__c (Month),Account.SBQQ__PriceHoldEnd__c (Quarter),Account.SBQQ__PriceHoldEnd__c (Second),Account.SBQQ__PriceHoldEnd__c (Week),Account.SBQQ__PriceHoldEnd__c (Year),Account.SBQQ__RenewalModel__c,Account.SBQQ__RenewalPricingMethod__c,Account.ShippingCity,Account.ShippingCountry,Account.ShippingGeocodeAccuracy,Account.ShippingLatitude,Account.ShippingPostalCode,Account.ShippingState,Account.ShippingStreet,Approvals.Approver.UniqueUserName,Approvals.SubmittedBy.UniqueUserName,Created By ID,Field,Is Primary Quote?,IsDeleted,NewValue,OldValue,Opportunity Name,Opportunity owner,Opportunity.AccountId,Opportunity.Amount,Opportunity.ForecastCategory,Opportunity.ForecastCategoryName,Opportunity.HasOpenActivity,Opportunity.HasOverdueTask,Opportunity.Id,Opportunity.IsClosed,Opportunity.Owner.Name,Opportunity.Owner.Role.Name,Opportunity.Owner.Role.ParentRoleId,Opportunity.Owner.Role.RolePath,Opportunity.Owner.Role.Roles,Opportunity.Probability,Opportunity.SBQQ__Contracted__c,Opportunity.SBQQ__CreateContractedPrices__c,Opportunity.SBQQ__Ordered__c,Opportunity.SBQQ__QuotePricebookId__c,Opportunity.SBQQ__Renewal__c,Opportunity.StageName,Owner.FullPhotoUrl,Owner.Name,Owner.Role.DeveloperName,Owner.Role.Hierarchy_RoleNames,Owner.Role.Name,Owner.Role.ParentRole.DeveloperName,Owner.Role.ParentRole.Name,Owner.Role.ParentRoleId,Owner.Role.RoleNames,Owner.Role.RoleNamesPath,Owner.Role.RolePath,Owner.Role.Roles,Owner.SmallPhotoUrl,Owner.Username,Owner.UserRoleId,ParentId,Quote Name,Quote.Id,Quote.IsDeleted,Quote.SBQQ__AdditionalDiscountAmount__c,Quote.SBQQ__AverageCustomerDiscount__c,Quote.SBQQ__AveragePartnerDiscount__c,Quote.SBQQ__BillingCity__c,Quote.SBQQ__BillingCountry__c,Quote.SBQQ__BillingFrequency__c,Quote.SBQQ__BillingName__c,Quote.SBQQ__BillingPostalCode__c,Quote.SBQQ__BillingState__c,Quote.SBQQ__BillingStreet__c,Quote.SBQQ__ContractingMethod__c,Quote.SBQQ__CustomerAmount__c,Quote.SBQQ__CustomerDiscount__c,Quote.SBQQ__DaysQuoteOpen__c,Quote.SBQQ__DeliveryMethod__c,Quote.SBQQ__DistributorDiscount__c,Quote.SBQQ__DocumentStatus__c,Quote.SBQQ__EmailTemplateId__c,Quote.SBQQ__GenerateContractedPrice__c,Quote.SBQQ__Introduction__c,Quote.SBQQ__Key__c,Quote.SBQQ__LineItemCount__c,Quote.SBQQ__LineItemsGrouped__c,Quote.SBQQ__LineItemsPrinted__c,Quote.SBQQ__ListAmount__c,Quote.SBQQ__MarkupRate__c,Quote.SBQQ__NetAmount__c,Quote.SBQQ__Notes__c,Quote.SBQQ__Opportunity2__c,Quote.SBQQ__Ordered__c,Quote.SBQQ__PaymentTerms__c,Quote.SBQQ__PricebookId__c,Quote.SBQQ__QuoteProcessId__c,Quote.SBQQ__QuoteTemplateId__c,Quote.SBQQ__SalesRep__c,Quote.SBQQ__ShippingCity__c,Quote.SBQQ__ShippingCountry__c,Quote.SBQQ__ShippingName__c,Quote.SBQQ__ShippingPostalCode__c,Quote.SBQQ__ShippingState__c,Quote.SBQQ__ShippingStreet__c,Quote.SBQQ__SubscriptionTerm__c,Quote.SBQQ__TargetCustomerAmount__c,Quote.SBQQ__TotalCustomerDiscountAmount__c,Quote.SBQQ__Type__c,Quote.SBQQ__WatermarkShown__c,Record ID,StatusPreviousValue,StatusValue,Account.CreatedDate,Account.LastActivityDate,Account.LastModifiedDate,Account.LastReferencedDate,Account.LastViewedDate,CreatedDate,NextCreatedDate,Opportunity.CloseDate,Opportunity.CreatedDate,Opportunity.LastActivityDate,Opportunity.LastModifiedDate,Opportunity.LastReferencedDate,Opportunity.LastViewedDate,Quote.CreatedDate,Quote.LastActivityDate,Quote.LastModifiedDate,Quote.LastReferencedDate,Quote.LastViewedDate,Quote.SBQQ__EndDate__c,Quote.SBQQ__ExpirationDate__c,Quote.SBQQ__FirstSegmentTermEndDate__c,Quote.SBQQ__StartDate__c
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,438688.00,"Driver 8, Inc.",Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQA0CIAW,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Purchase,Chris Robison,001B000000nQA0CIAW,434248.00,Closed,Closed,false,false,006B0000004P6LTIA0,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VoIAK,Q-00718,a2dB0000000B7VoIAK,false,4440.00,1.0,0.0,Apex,United States,,"Driver 8, Inc.",27502,NC,311 Cameron Glen Drive,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"Yo Tim, let's play paintball this weekend!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry.",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6LTIA0,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,"Driver 8, Inc.",27614,NC,10600 Hanarry Court,12,0.00,4440.15,Quote,true,a91B00000008ORmIAM,Draft,In Review,2018-01-10T01:16:02.000Z,,2018-09-11T19:15:38.000Z,,,2018-01-10T20:24:11.000Z,2018-01-10T20:26:20.000Z,2018-02-15,2018-01-10T20:03:56.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2018-01-17,,2018-02-01
Arnaud Meignan,,Arnaud Meignan,true,In Review,0.000000000000000,0.000000000000000,199 Days,0.00,2465781.20,Security Software,Paris,France,,0.000000000000000,75016,,54 rue de Paris,001B000000nQ9xbIAC,Arnaud Meignan,,,,,false,Never,false,,false,true,,,0,0,,,,,,,,Contract Based,Same,Paris,France,,0.000000000000000,75016,,54 rue de Paris,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,test,Arnaud Meignan,001B000000nQ9xbIAC,2411601.20,Closed,Closed,false,false,006B0000004P6L3IAK,true,Arnaud Meignan,,,,,100,true,false,true,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Arnaud Meignan,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,arn1536693294129@demo.user,000000000000000AAA,a2dB0000000B7VtIAK,Q-00723,a2dB0000000B7VtIAK,false,54180.00,53.1,0.0,Paris,France,,Security Software,75016,,54 rue de Paris,By Subscription End Date,2411601.20,0.00,20,,0.00,,,,"Greetings Arnaud Meignan,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, you",,12,false,true,5138900.15,0.00,2411601.20,,006B0000004P6L3IAK,false,Net 30,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixxSIAQ,Paris,France,Security Software,75016,,54 rue de Paris,12,0.00,2727298.95,Quote,true,a91B00000008ORnIAM,Draft,In Review,2018-04-18T21:11:35.000Z,,2018-09-11T19:15:37.000Z,,,2018-06-12T13:02:57.000Z,,2018-12-29,2018-06-12T12:58:21.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,,2018-06-18,,2018-07-01
EMEA @Atomic,,EMEA @Atomic,true,Approved,0.000000000000000,0.000000000000000,-126 Days,0.00,327520.00,Controversial Music Group,München,Germany,,0.000000000000000,80333,,Luisenstraße 10,001B000000nQ9xtIAC,EMEA @Atomic,,,,,false,Prompt,false,Add-on,false,true,,,0,0,,,,,,,,Contract Based,,München,Germany,,0.000000000000000,80333,,Luisenstraße 10,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,Draft,CM test,EMEA @Atomic,001B000000nQ9xtIAC,300000.00,Closed,Closed,false,false,006B0000004P6MeIAK,true,EMEA @Atomic,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,EMEA @Atomic,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,emea1536693294196@demo.user,000000000000000AAA,a2dB0000000B7VlIAK,Q-00715,a2dB0000000B7VlIAK,false,27520.00,8.4,0.0,München,Germany,,Controversial Music Group,80333,,Luisenstraße 10,By Subscription End Date,300000.00,0.00,20,,0.00,,,,"Greetings Hannah Herrlich,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, yo",,11,false,true,327520.15,0.00,300000.00,,006B0000004P6MeIAK,false,Net 30,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixyQIAQ,München,Germany,Controversial Music Group,80333,,Luisenstraße 10,12,300000.00,27520.15,Quote,false,a91B00000008ORoIAM,Draft,Approved,2018-05-11T18:28:54.000Z,,2018-09-11T19:15:37.000Z,,,2018-05-11T19:44:22.000Z,,2018-01-06,2018-05-11T19:36:14.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2018-05-18,,2018-06-01
Darren Laws,,Darren Laws,true,In Review,0.000000000000000,0.000000000000000,-25 Days,0.00,38898230.80,Sainsburys,London,United Kingdom,,0.000000000000000,EC2N 4AY,,"Heron Tower
110 Bishopsgate",001B000000nQA0kIAG,Darren Laws,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,London,United Kingdom,,0.000000000000000,EC2N 4AY,,"Heron Tower
110 Bishopsgate",,,005B0000004ofP3IAI,SBQQ__Status__c,false,false,In Review,Draft,New Security Options,Darren Laws,001B000000nQA0kIAG,38894630.80,Closed,Closed,false,false,006B0000004P6MGIA0,true,Darren Laws,,,,,100,true,false,true,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Darren Laws,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,dlawsato1536693294198@demo.user,000000000000000AAA,a2dB0000000B7UHIA0,Q-00623,a2dB0000000B7UHIA0,false,3600.00,63.9,0.0,London,United Kingdom,,Sainsburys,EC2N 4AY,,"Heron Tower
110 Bishopsgate",By Subscription End Date,38894630.80,0.00,20,,0.00,,,,"Dear Tim,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and guida",,51,true,true,107866300.45,0.00,38894630.80,,006B0000004P6MGIA0,false,Net 30,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixyRIAQ,London,United Kingdom,Sainsburys,EC2N 4AY,,"Heron Tower
110 Bishopsgate",36,0.00,68971669.65,Quote,true,a91B00000008ORpIAM,Draft,In Review,2018-07-12T15:26:56.000Z,2018-09-18,2018-09-21T23:13:27.000Z,,,2018-07-12T17:13:06.000Z,,2018-06-18,2018-07-12T16:09:51.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-24T17:56:22.000Z,,,,2018-07-19,,2018-08-01
EMEA @Atomic,,EMEA @Atomic,true,Approved,0.000000000000000,0.000000000000000,94 Days,0.00,768673.20,Carnival Group,,,,0.000000000000000,,,,001B000000nQ9xyIAC,EMEA @Atomic,,,,,false,Never,false,,false,true,,,0,0,,,,,,,,Contract Based,Same,,,,0.000000000000000,,,,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,Chuck's Cheese,EMEA @Atomic,001B000000nQ9xyIAC,768433.20,Closed,Closed,false,false,006B0000004P6NhIAK,true,EMEA @Atomic,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,EMEA @Atomic,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,emea1536693294196@demo.user,000000000000000AAA,a2dB0000000B7TUIA0,Q-00574,a2dB0000000B7TUIA0,false,240.00,0.2,0.0,,,,Stevie D QBR,,,,By Subscription End Date,768433.20,0.00,20,,0.00,,,,"Greetings Chuck Norris,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ",,26,false,true,769980.15,0.00,768433.20,,006B0000004P6NhIAK,false,Net 30,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixyQIAQ,,,Stevie D QBR,,,,12,0.00,1546.95,Quote,false,a91B00000008ORqIAM,In Review,Approved,2018-05-10T20:05:34.000Z,,2018-09-11T19:15:37.000Z,,,2018-08-03T01:08:04.000Z,,2018-11-05,2018-05-10T20:13:47.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,,2018-05-17,,2018-06-01
EMEA @Atomic,,EMEA @Atomic,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,768673.20,Carnival Group,,,,0.000000000000000,,,,001B000000nQ9xyIAC,EMEA @Atomic,,,,,false,Never,false,,false,true,,,0,0,,,,,,,,Contract Based,Same,,,,0.000000000000000,,,,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,Chuck's Cheese,EMEA @Atomic,001B000000nQ9xyIAC,768433.20,Closed,Closed,false,false,006B0000004P6NhIAK,true,EMEA @Atomic,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,EMEA @Atomic,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,emea1536693294196@demo.user,000000000000000AAA,a2dB0000000B7TUIA0,Q-00574,a2dB0000000B7TUIA0,false,240.00,0.2,0.0,,,,Stevie D QBR,,,,By Subscription End Date,768433.20,0.00,20,,0.00,,,,"Greetings Chuck Norris,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ",,26,false,true,769980.15,0.00,768433.20,,006B0000004P6NhIAK,false,Net 30,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixyQIAQ,,,Stevie D QBR,,,,12,0.00,1546.95,Quote,false,a91B00000008ORrIAM,Draft,In Review,2018-05-10T20:05:34.000Z,,2018-09-11T19:15:37.000Z,,,2018-08-03T01:05:09.000Z,2018-08-03T01:08:04.000Z,2018-11-05,2018-05-10T20:13:47.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,,2018-05-17,,2018-06-01
Willem Sijbers,,Willem Sijbers,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,1555702.40,ACME Inc.,San Francisco,United States,,0.000000000000000,94105,CA,50 Fremont Street,001B000000nQ9y2IAC,Willem Sijbers,,,,,false,Always,false,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Same,San Francisco,United States,,0.000000000000000,94105,CA,50 Fremont Street,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,Initial Sale,Willem Sijbers,001B000000nQ9y2IAC,1492702.40,Closed,Closed,false,false,006B0000004P6MaIAK,true,Willem Sijbers,,,,,100,true,false,true,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Willem Sijbers,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,wsijbato1536693294200@demo.user,000000000000000AAA,a2dB0000000B7U9IAK,Q-00615,a2dB0000000B7U9IAK,false,63000.00,5.5,0.0,San Francisco,United States,,ACME Inc.,94105,CA,50 Fremont Street,By Subscription End Date,1492702.40,0.00,20,,0.00,,,,"Greetings Luc Nilis,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your hel",,24,false,true,1579700.15,0.00,1492702.40,,006B0000004P6MaIAK,false,Net 30,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixyTIAQ,San Francisco,United States,ACME Inc.,94105,CA,50 Fremont Street,12,0.00,86997.75,Quote,false,a91B00000008ORsIAM,Draft,In Review,2018-05-04T19:05:07.000Z,,2018-09-11T19:15:37.000Z,,,2018-08-03T17:39:02.000Z,2018-08-03T17:40:08.000Z,2018-02-09,2018-08-03T17:13:50.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-11T19:16:01.000Z,,,,2018-08-10,,2018-09-01
Arian Van de Carr,,Arian Van de Carr,true,In Review,0.000000000000000,0.000000000000000,121 Days,0.00,4632931.20,IT CPQ Demo,San Francisco,United States,,0.000000000000000,94105,CA,350 Mission Street,001B000000nQA0pIAG,Arian Van de Carr,,,,,true,Always,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Same,San Francisco,United States,,0.000000000000000,94111,CA,350 Market Street,,,005B0000004ofP3IAI,SBQQ__Status__c,false,false,In Review,Draft,First Sale,Arian Van de Carr,001B000000nQA0pIAG,70000000.00,Closed,Closed,false,false,006B0000004P6LBIA0,true,Arian Van de Carr,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Arian Van de Carr,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,avan1536693294125@demo.user,000000000000000AAA,a2dB0000000B7UGIA0,Q-00622,a2dB0000000B7UGIA0,false,236855.83,64.2,0.0,San Francisco,United States,,IT CPQ Demo,94105,CA,350 Mission Street,By Subscription End Date,4396075.37,0.00,20,,0.00,,,,"Greetings J B,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and ",,15,false,true,12295650.15,0.00,4396075.37,,006B0000004P6LBIA0,false,Net 90,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixxPIAQ,San Francisco,United States,IT CPQ Demo,94111,CA,350 Market Street,12,0.00,7899574.78,Quote,true,a91B00000008ORtIAM,Draft,In Review,2018-07-06T01:11:44.000Z,,2018-09-11T19:15:38.000Z,,,2018-08-04T01:49:43.000Z,,2018-12-03,2018-07-06T23:35:38.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,2019-07-31,2018-08-10,,2018-08-01
Willem Sijbers,,Willem Sijbers,true,Approved,0.000000000000000,0.000000000000000,-176 Days,0.00,1555702.40,ACME Inc.,San Francisco,United States,,0.000000000000000,94105,CA,50 Fremont Street,001B000000nQ9y2IAC,Willem Sijbers,,,,,false,Always,false,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Same,San Francisco,United States,,0.000000000000000,94105,CA,50 Fremont Street,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,Initial Sale,Willem Sijbers,001B000000nQ9y2IAC,1492702.40,Closed,Closed,false,false,006B0000004P6MaIAK,true,Willem Sijbers,,,,,100,true,false,true,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Willem Sijbers,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,wsijbato1536693294200@demo.user,000000000000000AAA,a2dB0000000B7U9IAK,Q-00615,a2dB0000000B7U9IAK,false,63000.00,5.5,0.0,San Francisco,United States,,ACME Inc.,94105,CA,50 Fremont Street,By Subscription End Date,1492702.40,0.00,20,,0.00,,,,"Greetings Luc Nilis,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your hel",,24,false,true,1579700.15,0.00,1492702.40,,006B0000004P6MaIAK,false,Net 30,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixyTIAQ,San Francisco,United States,ACME Inc.,94105,CA,50 Fremont Street,12,0.00,86997.75,Quote,false,a91B00000008ORuIAM,In Review,Approved,2018-05-04T19:05:07.000Z,,2018-09-11T19:15:37.000Z,,,2018-08-03T17:40:08.000Z,,2018-02-09,2018-08-03T17:13:50.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-11T19:16:01.000Z,,,,2018-08-10,,2018-09-01
TJ Boskelly,,Chris Robison,true,In Review,0.000000000000000,0.000000000000000,-128 Days,0.00,215445.00,Lightning Consultants,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,001B000000nQA13IAG,Chris Robison,,,,,true,Always,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,New Sale - TJB,TJ Boskelly,001B000000nQA13IAG,50000.00,Closed,Closed,false,false,006B0000004P6LdIAK,true,TJ Boskelly,,,,,100,true,false,true,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,TJ Boskelly,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,kelly1536693294191@demo.user,000000000000000AAA,a2dB0000000B7TuIAK,Q-00600,a2dB0000000B7TuIAK,false,165445.00,76.8,0.0,Raleigh,United States,,Lightning Consultants,27614,NC,10600 Hanarry Court,By Subscription End Date,50000.00,0.00,20,,0.00,,,,"Greetings Thomas Shelby,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your",,10,false,true,215445.09,0.00,50000.00,,006B0000004P6LdIAK,false,Net 30,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixyMIAQ,Raleigh,United States,Lightning Consultants,27614,NC,10600 Hanarry Court,12,50000.00,165445.09,Quote,true,a91B00000008ORvIAM,Draft,In Review,2017-12-19T02:48:08.000Z,,2018-09-11T19:15:38.000Z,,,2018-08-09T09:58:13.000Z,,2018-04-03,2018-05-25T01:29:33.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,2018-12-31,2018-05-31,,2018-06-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,437788.00,Soccer.com,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,001B000000nQ9xfIAC,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Purchase,Chris Robison,001B000000nQ9xfIAC,431848.00,Closed,Closed,false,false,006B0000004P6N9IAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VUIA0,Q-00698,a2dB0000000B7VUIA0,false,5940.00,1.4,0.0,Raleigh,United States,,Soccer.com,27614,NC,10600 Hanarry Court,By Subscription End Date,431848.00,0.00,20,,0.00,,,,"Greetings Lionel Messi,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ",,18,false,true,437788.15,0.00,431848.00,,006B0000004P6N9IAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Soccer.com,27614,NC,10600 Hanarry Court,12,0.00,5940.15,Quote,true,a91B00000008ORwIAM,Draft,In Review,2017-12-19T20:20:59.000Z,,2018-09-11T19:15:37.000Z,,,2017-12-19T20:41:15.000Z,2017-12-19T20:41:42.000Z,2018-02-23,2017-12-19T20:27:51.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2017-12-26,,2018-01-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,65 Days,0.00,437788.00,Soccer.com,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,001B000000nQ9xfIAC,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,First Purchase,Chris Robison,001B000000nQ9xfIAC,431848.00,Closed,Closed,false,false,006B0000004P6N9IAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VUIA0,Q-00698,a2dB0000000B7VUIA0,false,5940.00,1.4,0.0,Raleigh,United States,,Soccer.com,27614,NC,10600 Hanarry Court,By Subscription End Date,431848.00,0.00,20,,0.00,,,,"Greetings Lionel Messi,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ",,18,false,true,437788.15,0.00,431848.00,,006B0000004P6N9IAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Soccer.com,27614,NC,10600 Hanarry Court,12,0.00,5940.15,Quote,true,a91B00000008ORxIAM,In Review,Approved,2017-12-19T20:20:59.000Z,,2018-09-11T19:15:37.000Z,,,2017-12-19T20:41:42.000Z,,2018-02-23,2017-12-19T20:27:51.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2017-12-26,,2018-01-01
